open,close,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,close_ma5_ratio,close_ma10_ratio,sar_ratio,ema5_ratio,ma5_ratio,rsi5_ratio,willi5_ratio,rocr5_ratio,ultosc5_ratio
0.2480974124809741,0.24603658536585366,0.0,0.07525614289600145,-0.010802219707989872,-0.08220858895705523,-0.04033298035187421,0.03732541857826951,-0.011925052123267109,-0.02683450037442462,0.03813060128369996,-0.05005779055771276,0.014260249554367199,-0.0872683466493079,-0.11642411465370335
0.24535768645357686,0.2503048780487805,-0.011349555029852427,0.036986423457413625,-0.15927024307578244,0.1452912019826518,0.04924466466141991,0.10819809163854108,-0.01147818922437213,0.0910079657785473,0.09989545527950838,0.0663362210626427,-0.015215311004784689,0.06690543857242173,0.049507796293653684
0.2493150684931507,0.24908536585365854,-0.02231203631934448,0.01238916917932949,-0.07469001117556276,-0.04080389768574909,0.0091149120592443,0.06351093198335082,-0.011046981620084656,0.029409405628173915,0.009464860507460836,-0.023673606644028924,0.030091121000211912,-0.0964984740289972,-0.060574096014682215
0.2487062404870624,0.24359756097560975,0.0,0.15201929240819317,0.0,-0.18451652386780906,-0.11727449307267167,-0.061457709118832776,-0.010630961492438088,-0.1195800395082025,-0.09933231913455036,-0.08405792365105819,0.02222222222222222,-0.11650661683471594,-0.1567580505536766
0.24140030441400304,0.2344512195121951,-0.06877915576288542,0.20401852262995973,0.0,-0.3144555694618273,-0.3113742996206535,-0.24647117976061786,-0.010229668977637838,-0.3136318441919248,-0.21871079734830784,-0.09903567509349415,-0.0,-0.13168541067074238,-0.13682793379516642
0.2371385083713851,0.2396341463414634,0.11910391299207944,0.01287780053373053,-0.16636242947228677,0.18514304291287387,-0.11551644060653496,-0.1254255097081749,-0.019048456202732503,-0.07812276453620581,-0.10099074559406067,0.19272066365936236,-0.008881922675026122,0.13416879808129414,0.23558428449016477
0.2380517503805175,0.24420731707317073,-0.04661114966458478,0.025273286440729577,-0.2938446507083537,0.15982824427480916,0.06179414701191604,-0.026541783894077357,-0.017980966074695626,0.0668670310407225,-0.09668762812982286,0.06992493037926771,-0.012838411212394953,0.007100534590864223,0.13261113386224307
0.2420091324200913,0.23932926829268292,-0.0686074225400068,0.10315364300139816,-0.09994461368042093,-0.16729088639200998,-0.028316376549530516,-0.11322453634365606,-0.01696929346815264,-0.08224036874068703,-0.15547915870866177,-0.049130528375893816,0.022038567493112945,-0.06316137413476867,-0.05924986762354949
0.2374429223744292,0.2375,-0.058338158656629995,0.032483797238485865,-0.044761957917062,-0.06401273885350318,-0.04743474643076115,-0.12652587136747712,-0.016010960348775454,-0.1027722842432798,-0.0979637085010794,-0.020916664622249403,0.0007974481658692228,0.06122948145235545,0.09470135019088535
0.2386605783866058,0.23780487804878048,0.05878748978877349,0.025953721075672297,-0.08940914158305463,0.010750962772785621,-0.05865449388212766,-0.09682538988549369,-0.01510354961967997,-0.06089522885787896,0.05415493783720384,0.007153456963228454,0.0005484711367064289,0.16790526553365023,0.20253344357269656
