open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,close_ma10_ratio,sar_ratio,atr5_ratio,b_middle5_ratio,ema5_ratio,ma5_ratio,sma5_ratio,rsi5_ratio,willi5_ratio,rocr5_ratio,ultosc5_ratio
0.11251948247047115,0.037463556851311954,-0.07936507936507936,0.14157816957074612,-0.08850686885368966,-0.012532990462347815,0.04239235325693173,-0.07998163352319315,-0.023616299615120823,-0.07998163352319315,-0.07998163352319315,0.031020861243472635,-0.010777844431113778,0.07139857175629855,0.07251510457049697
0.09652061855670103,0.15202602780242533,-0.020128824476650566,-0.10094339622641509,-0.12104375718549609,-0.012066850881956248,0.0738963050344069,-0.1740317439405085,-0.10161216552507497,-0.1740317439405085,-0.1740317439405085,-0.007832171777679435,0.01237647207400625,-0.13566701031642397,-0.2890460348670523
-0.04196548632900045,0.03828392670936988,-0.0202757502027575,-0.051203171998906206,-0.12751119024166735,-0.011616785101165069,-0.09874690659792701,-0.16214119759019233,-0.11129076231626568,-0.16214119759019233,-0.16214119759019233,-0.004398645403105611,0.0002969103149067148,0.017524811461064018,0.04593467193560986
0.014090601249153435,0.057848139255702286,-0.02042483660130719,-0.05157691777992012,-0.13325110686328948,-0.018091298320966006,-0.06023564665918613,-0.09540273995059594,-0.11808726359311597,-0.09540273995059594,-0.09540273995059594,-0.004879684535791223,0.0004522172488579213,0.09742687096995421,-0.07113320271937489
0.05677683444511825,0.009518871069298863,-0.10082677959265982,0.09092327968923418,-0.061432307998512875,-0.025122911466091313,-0.005378219888319822,0.013698271052010741,-0.0027335961705560615,0.013698271052010741,0.013698271052010741,0.021624576141829367,-0.009344427410814135,0.163079203243221,0.3705970034615945
0.0,0.009484444772484038,-0.030138637733574444,0.02564804985789131,-0.029155023615816414,-0.029800712087876227,-0.11318070076394508,-0.04790914363762232,0.02004033197879594,-0.04790914363762232,-0.04790914363762232,0.0038631541217816123,-0.003458131903031158,-0.08900063601640666,-0.08584347670672605
-0.041889599373613466,0.0,-0.12828103414249062,0.12777645091951279,0.06682016223300627,-0.02700786619211379,0.056729410169623296,0.07547757319287504,0.12253938517358494,0.07547757319287504,0.07547757319287504,0.014668444970355401,-0.02939412117576485,0.18170434388611834,0.45289900661456106
0.0,0.0,-0.049338859285573314,0.0,0.07445817346822199,-0.024460756193840756,-0.09153254339054837,0.10251361056411444,0.08114282338150457,0.10251361056411444,0.10251361056411444,0.0,-0.0,0.04038944576614811,0.12285588289560297
-0.02743037117064328,0.018598928933275437,-0.039401103230890466,0.012550688696001877,0.07772044964973451,-0.022140662470605813,-0.06303598302017248,0.13594571090910443,0.06465085443211474,0.13594571090910443,0.13594571090910443,0.0011602313617044965,0.004232753449310138,0.05058703177533083,0.10262759761222319
-0.02738173576076625,0.01853320833633807,-0.07852375343541422,0.02505687140372006,0.07998243718041367,-0.20029756842391444,0.02636340869238666,0.10122943863507222,0.06446478665366237,0.10122943863507222,0.10122943863507222,0.002436357964501469,0.011431047123908552,-0.0509241502879741,0.023093552353335916
0.12278241229827692,0.06463782696177062,-0.0782472613458529,0.02496833122208147,0.08985105267961224,0.004290904455350882,0.11840354093999265,0.10068887559501309,0.06426515289070643,0.10068887559501309,0.10068887559501309,0.0023156743305555094,0.044679064187162575,-0.0005303568140978389,-0.08994034686383896
0.08156671990707129,0.04482818768533055,-0.16144349477682812,0.2114835237842147,0.20262871453240472,0.010624481311067052,0.20424465468126748,0.14689261411757834,0.22429750703572518,0.14689261411757834,0.14689261411757834,0.009620052741243675,-0.012991151769646072,0.06438599334028468,0.01277734849001087
-0.026398801656533615,0.008935090220074401,-0.08517887563884156,0.024157393968714722,0.18562307204300976,0.022388297332298916,-0.03542268320142548,0.159007759126573,0.16880238064227077,0.159007759126573,0.159007759126573,0.0004962495504164647,-0.01175764847030594,0.018917449811836188,0.030350053402789803
0.0,0.06330049261083744,-0.07662835249042146,-0.08426280093857479,0.09793624130101711,0.020935965550951247,0.04339422059938055,0.10511871834476813,0.038314785524920715,0.10511871834476813,0.10511871834476813,-0.01052667035938725,0.06858628274345133,-0.07567939888116283,-0.02173307089502589
-0.07987913259864914,0.044751689071533055,-0.11376564277588168,0.07309694209499024,0.11761488529530138,0.019584428883205045,0.06087314841285925,0.13066992448435746,0.08808126066891536,0.13066992448435746,0.13066992448435746,0.004560308109151875,-0.014222961859241058,0.037486838831472837,-0.010132670189814518
0.052707505013898176,0.03496598639455783,-0.10185185185185186,0.16881318822847577,0.19147594648901853,0.02505880979795855,0.05853264138313908,0.20763298117652065,0.2037760677181501,0.20763298117652065,0.20763298117652065,0.005962447951880264,-0.009144837699126843,0.1122470517484995,0.04488669869832847
0.0,0.008486889901591705,-0.2157497303128371,0.21198113207547167,0.28927978305554,0.03873685460539439,0.1291707570212003,0.21178935105584135,0.31911874059361545,0.21178935105584135,0.21178935105584135,0.003278775344690627,-0.023765459674022642,0.0003783489962372379,0.07228785928569448
-0.049978313815767526,0.06878554700568752,-0.10928961748633881,-0.09146974415338585,0.1865643086902959,0.05530302224265556,0.03697902996666679,0.1459711923161003,0.12835417420452072,0.1459711923161003,0.1459711923161003,-0.007502740076942372,0.2351529694061188,-0.0902381223099644,-0.05131108164790927
-0.07595065066756804,0.0,-0.10822510822510822,0.0695020105165481,0.19119308590250397,0.04804853407636688,-0.053120929338364646,0.22672148420552446,0.1450649160546021,0.22672148420552446,0.22672148420552446,0.0021177424701549568,-0.01916061232198005,0.12186516368893557,0.07109343388627334
0.0,0.1573469387755102,-0.00925925925925926,-0.1835334476843911,0.038955031553905964,0.04181533722772162,0.03068053222905965,0.08712190806709537,-0.06304757957717161,0.08712190806709537,0.08712190806709537,-0.013769302013853962,0.24985002999400124,-0.19890741326799966,-0.14691733050050418
-0.025738831615120278,0.09680180797151076,-0.07457121551081283,-0.04710691823899371,-0.013958126060298857,0.03644301204137091,0.023714714939983346,-0.0247774902800168,-0.08206485370158033,-0.0247774902800168,-0.0247774902800168,-0.003914535689086064,0.005040418062397704,-0.1651398781324271,-0.07474681254102084
0.0,0.026400493083139295,-0.13982102908277405,0.0,-0.022446788093593167,0.26500222900808246,0.008269384920588197,-0.13645550732501358,-0.05495942817274986,-0.13645550732501358,-0.13645550732501358,-6.387805652580009e-18,-0.0058373754156336765,-0.16116565252317067,-0.05186676725029375
-0.038867363177195045,0.053337945347630575,-0.05649717514124294,-0.07113460807901734,-0.07117484737185623,-0.005278071788015523,-0.054091396370255146,-0.12495473892042931,-0.09703655803167542,-0.12495473892042931,-0.12495473892042931,-0.007572741175404578,0.008016578502481324,0.01613311506810402,-0.03698893223873328
-0.3141009959811288,0.16007767559447478,-0.06981847197287054,-0.3952190598017269,-0.30987164570464215,-0.0051788688988841135,0.2554975266381337,-0.37107556240242634,-0.39839839563741725,-0.37107556240242634,-0.37107556240242634,-0.02366037662415434,0.005449645365044637,-0.36037445200309554,-0.2532189719077037
0.04158877639786041,0.06567850753897266,0.0,0.02537176924900918,-0.2746126492309009,-0.018795403061292924,-0.10030751877094478,-0.26304269282980747,-0.25092609345376604,-0.26304269282980747,-0.26304269282980747,0.007790618973124814,-0.0018006752402754973,0.16795434974774504,0.03525730204514384
0.027626652896372388,0.027508206079634653,-0.10683760683760685,0.16432645897323386,-0.15206558310001236,-0.01812282341491141,-0.02467791358041563,-0.15615461783099616,-0.033465985170566245,-0.15615461783099616,-0.15615461783099616,0.03896515989588041,-0.010160467906418719,0.16668289925124127,0.09172651433113221
0.0,0.07111726046350744,-0.20715630885122413,0.22235783084839691,0.011026007911791936,-0.017471566005530282,0.11537013699683143,-0.0393646557475841,0.1665450104757956,-0.0393646557475841,-0.0393646557475841,0.01888985688702457,-0.020503306746058197,0.17412652667713213,0.003719219143171751
-0.0523501659968548,0.025135293734107063,-0.35498757543485976,0.4311480652382475,0.2811864205793802,-0.4210287465487499,0.19290857089686084,0.2366820515032567,0.4843612132289293,0.2366820515032567,0.2366820515032567,0.013280312642010097,-0.02269672647748932,0.3973332902406636,0.22924377387738057
-0.16035374328908797,0.07613561553653721,-0.06272401433691756,-0.06772560130206763,0.23076206128427937,0.012349425287356322,-0.06305402916836036,0.40905895884808724,0.253717798396914,0.40905895884808724,0.40905895884808724,-0.0035348408080958355,0.07012597480503902,0.2716514043443965,0.11035164388722812
0.06227136681077486,0.0,-0.13248542660307366,0.10257151552038954,0.2772797486090577,0.012067769371414676,-0.06191574531260248,0.4448590856813262,0.2566860068130205,0.4448590856813262,0.4448590856813262,0.002487862240039775,-0.02939412117576485,0.06023816984813725,0.10135611803511252
0.0,0.0,-0.0879043600562588,0.03370129285778564,0.270949826740122,0.011793307711712568,-0.09399095680327231,0.37251900104891905,0.19826912114472905,0.37251900104891905,0.37251900104891905,0.0008059005408159654,-0.0,-0.09996665106883595,0.029086187072258154
0.0,0.0,-0.11355695317959469,0.04472175782182947,0.2691468001106752,0.023981718810660257,-0.0568712944893554,0.28006484492808137,0.16970617935922966,0.28006484492808137,0.28006484492808137,0.001149373564466739,-0.0,-0.13486140792699003,0.04177403815233457
0.0,0.03227629513343799,-0.13675213675213677,0.15554171116648866,0.3275726100903399,0.036191923001933225,0.01958647375939949,0.14398220886866905,0.24717994177679342,0.14398220886866905,0.14398220886866905,0.0033349312431912997,0.022304482192992296,-0.2034133315449163,-0.028932955794546005
0.0,0.08972609261433967,-0.09504060825989286,-0.07609579100145138,0.2055436267811829,0.05598816000660793,0.034397685303567016,0.13693729471775623,0.09592739445082309,0.13693729471775623,0.13693729471775623,-0.006059140352352755,0.05346055788842232,-0.006618056232560471,0.01913811338260355
-0.03602635840374534,0.0,-0.18745739604635311,0.09890254995745179,0.20026002621231978,0.05084687828975711,0.026479462082087443,0.13594997253013605,0.14883677497418873,0.13594997253013605,0.13594997253013605,0.003171646799895374,-0.02271363909036375,-0.002832025685645517,0.04290415740149322
