"open","volume","high_close_ratio","volume_ma5_ratio","volume_ma30_ratio","volume_ma60_ratio","trsrange_ratio","ad_ratio","obv_ratio","adosc5_ratio","b_upper5_ratio","aroondown5_ratio","macd5_ratio","dx5_ratio","ultosc5_ratio"
0.4552727273,0.2103294457,0.142156312,-0.1136010799,0.0272858839,-0.0442376636,-0.0432432432,0.000182498,0.0021296906,0.002973927,-0.1498410678,0,0.0001670347,5.12822802938239E-19,-0.1777985949
0.4523636364,0.4853705262,0.0703979823,0.3245811948,0.424825942,0.2143085721,0.0540540541,-7.98531992325051E-05,-0.0043323461,-0.0004782411,-0.0446132896,0,-9.22974457758966E-05,-0.000554221,0.2041233401
0.4574545455,0.1789531482,0,-0.2273205792,-0.0374132216,-0.0761981443,-0.0864864865,-0.0001508232,-0.0021983558,-0.0030520695,-0.1809357863,-0.04,-0.0001470987,-2.68091471709458E-19,0.0578696421
0.4538181818,0.2475055108,0.0531374818,-0.0656351742,0.0603465055,-0.0104190571,0.0720720721,4.36989222891108E-05,0.0035302584,-0.0023622149,-0.0021257151,0.05,4.24789036932703E-05,0.0004046817,0.068085627
0.4538181818,0.2503226324,0.0350870707,-0.0502159518,0.060635106,-0.0080691955,0.027027027,-0.0001211775,-0.0029199157,-0.0084725007,0.0247129993,-0.04,-0.000193304,-0.0014320017,0.0602843601
0.4581818182,0.1617690674,0.1057656587,-0.2218427923,-0.072239993,-0.0930946091,-0.024024024,7.31402535259695E-05,0.0023132352,0.0026081027,-0.0252670344,-0.05,-6.58720872669717E-05,0.0037465873,0.0333868378
0.4545454545,0.168719891,0.0175994956,-0.0926534526,-0.0614241135,-0.0845835702,-0.0810810811,-8.95723677997406E-05,-0.0021052897,0.0087438088,0,-0.0666666667,-0.0001257713,-0.0014151868,0.0653052129
0.456,0.3428323514,0.2704628363,0.2643831504,0.1816702729,0.0826556099,0.4324324324,0.0003117301,0.0049333148,-0.0097524674,0.1013721695,0.3,0.0007164955,0.1001708334,-0.3317470278
0.4436363636,0.3592493287,0.3315991769,0.2281719823,0.1905957507,0.0976273859,0.0864864865,0.0002133565,0.0039422114,0.023182881,0.1481843105,0,0.0004993736,0.0006097266,-0.117949564
0.4363636364,0.2451040038,0.0182394772,-0.0232760327,0.0363703469,-0.0121109946,-0.0823680824,-0.000162058,-0.002153804,-0.0001758944,-0.1305263606,0,2.2598726867734E-05,4.51425381070015E-05,0.1736733529
0.4414545455,0.4344250731,0,0.2286962896,0.2797285794,0.1660711473,0.0997920998,-0.0003568205,-0.0044179238,-0.0057623175,-0.0296255287,-0.04,-0.0003124539,-0.0015184073,0.3974000677
0.4516363636,0.1807334375,0.0354249879,-0.2403987518,-0.0634544357,-0.0739051806,-0.1593172119,-3.32521738539141E-05,0.0025485364,-0.0575802059,-0.0642501515,-0.05,-0.0003331138,0.0048718043,-0.0074551456
0.4509090909,0.2812757004,0.0354249879,-0.035869952,0.069321656,0.0222070144,0.172972973,-0.0001452009,0,0.0070129163,0.092763591,-0.0666666667,-0.0004036718,0.0053364742,0.1617524197
0.4552727273,0.4359560739,0.1609626475,0.217706529,0.2631971448,0.1641278174,0.0960960961,0.0001629066,0.0052957196,-0.0004059994,-0.0809539854,-0.1,0.000257323,0.0013600825,0.1004394435
0.4501818182,0.52385716,0.2740451255,0.2343942334,0.3486807281,0.2388287477,0.1330561331,0.000207953,0.0047695002,-0.0032192727,0.0133581468,-0.2,0.0013991396,0.0023902803,-0.1858530428
0.4378181818,0.2755492766,0.0729579089,-0.1073743582,0.0302575605,0.0129200721,-0.1132561133,-4.80456001181465E-05,-0.0019283398,-0.0027142817,-0.0502024155,0.8,0.0001726244,2.06396358598416E-19,-0.1211357114
0.4392727273,0.3729221274,0.1107178969,-0.0075290644,0.1365660981,0.1100268854,0.0216216216,6.59756082431628E-05,0.0029713701,-0.006282678,-0.0824857459,0.05,0.000219061,0.0002391366,-0.0490047496
0.4327272727,0.4319149533,0.2074935401,0.0333639752,0.1934900972,0.172898138,0.1375921376,0.00014049,0.0028979878,0.4768684843,-0.1246423066,0,0.0003076449,0.0003717367,-0.0960908987
0.4269090909,0.3253601058,0.1902566159,-0.089480546,0.0664886855,0.0691504547,-0.0720720721,0.000180528,0.0018455222,0.0084183081,-0.1958437912,0,0.0001423367,3.10978408951638E-05,-0.0172740495
0.4261818182,0.3581888501,0.0738119312,0.0087309453,0.0950689519,0.0999981198,0.1801801802,-0.0001571034,-0.0018197881,-0.0005565969,-0.0742235693,-0.04,-0.0001778926,-0.0011297006,0.2445372188
0.4370909091,0.3125718408,0.296736369,-0.0753858513,0.0369777296,0.0521005234,-0.0393120393,0.000201436,0.0017940672,0.0021441275,-0.1439484265,-0.05,-0.0001269479,-0.0009476448,-0.1848469139
0.432,0.165167328,0.0741840922,-0.2746427171,-0.1251236968,-0.0872318959,-0.1201201201,0,0,0.0004945248,-0.0389407408,-0.0666666667,-0.0001259285,-0.0012977257,0.0173892564
0.432,0.3313346158,0.2853849238,0.0626705492,0.0490290284,0.0792279008,0.1891891892,0.0002588777,0.0017083405,0.0025429601,0.0266552157,-0.1,0.0002237623,0.0360226538,-0.1144587847
0.4247272727,0.1979371568,0.0943152455,-0.1568434372,-0.0978915473,-0.0498240069,-0.0720720721,0.000061499,-0.0009212329,0.0010914274,-0.0266088224,-0.2,-3.6069933871411E-05,-1.9030352119362E-19,0.1033724387
0.4225454545,0.2589655725,0.1524681689,0.0129950182,-0.0375447934,0.0118539457,-0.0216216216,0.0001433733,0.001279666,0.0011065186,-0.0905851457,1,4.92500536164296E-05,0.0006605973,-0.2994008101
0.4181818182,0.2664241914,0.1745412188,0.052491223,-0.031655774,0.0251799614,0.0720720721,0.000115703,0.0012181478,0.0008333782,-0.0570658689,0,0.0001560259,0.0007118094,-0.0271389592
0.416,0.2515293976,0.216370269,-0.021191653,-0.0471315781,0.0103786295,0.018018018,0.0001148476,0.0010679469,0.0006558537,-0.1655635249,0,0.0001396782,0.0002316561,-0.1405751329
0.408,0.297293896,0.0985257475,0.0960636846,-0.0015859975,0.0555377003,-0.0831600832,4.73844619268384E-05,0.0011825546,0.0001929282,-0.0406938289,0,3.40785752478547E-05,0.000045424,0.1949264423
0.4094545455,0.1621518176,0.197051495,-0.1962895997,-0.1379008495,-0.0807261617,0.0540540541,0.0001019286,0,0.0002418885,-0.255450756,-0.04,-2.27062082550112E-05,-0.0006301751,-0.2151584773
0.4087272727,0.1899711434,0.1565231733,-0.1062469322,-0.1065956771,-0.0524599071,0.0432432432,0.000052668,-0.0007031763,1.69264032056896E-05,-0.2888018196,-0.05,-9.84473379666558E-05,-0.0004091786,-0.0022441464
0.4072727273,0.2565796962,0.0389237521,0.0617601123,-0.03714488,0.0143866164,-0.036036036,-0.000092436,-0.0009938297,-0.0008301564,-0.0483955747,-0.0666666667,-0.0001432027,0.0003112174,0.4153630126
0.4087272727,0.3183772193,0.0589050732,0.1711568607,0.0348393531,0.0737216174,0.0216216216,-0.000065541,0.0013157151,-0.0012681075,0.0013818495,0.3,-5.53768012455455E-05,0.0003778383,0.1821475988
0.4087272727,0.3302424753,0.058488783,0.1786342656,0.0414717288,0.0827380238,-0.0196560197,-8.32179292919194E-05,-0.0012601181,-0.0018274596,0.0273480629,-0.04,-0.0001470608,-0.0009405237,0.1651494017
0.4152727273,0.1584249128,0.0576736083,-0.2099052595,-0.1390299813,-0.088970758,0.0216216216,-0.000046528,-0.0006567337,-0.0022436347,0.1568229948,-0.05,-0.0003325251,0.0002604893,0.2136419969
0.4283636364,0.3140896156,0.0374063855,0.079769353,0.0253079724,0.0636153208,0.1375921376,-0.0001143418,-0.0013583214,-0.0040267596,0.4472988085,-0.0666666667,-0.0011576452,0.0025395166,0.205749647
0.4312727273,0.1352110136,0.1124096814,-0.2633738415,-0.164525716,-0.1135762177,-0.0960960961,1.83500964280957E-05,0.0006395618,-0.0059638139,0.1986532518,-0.1,0.0007522707,0.0001220519,-0.0414454594
0.4283636364,0.1385587752,0.0944767442,-0.2032547176,-0.1604384516,-0.1098442218,0.0432432432,-1.55844952181354E-05,0.0006299704,-0.1315052121,-0.0044620771,-0.2,1.94159820982489E-06,-0.0010079168,0.029942547
0.4269090909,0.2321257665,0.0755813953,0.1061960988,-0.0570373315,-0.0179181844,0.0540540541,-7.34475164015301E-05,0,0.0082492158,-0.09045946,0,-3.93342660669178E-05,-0.0012081116,0.0380851593
0.4225454545,0.269394413,0.055451677,0.1348311918,-0.0135112438,0.0171243456,0.0576576577,-0.0001277939,-0.001177994,0.0052573517,0.0729401656,0,0.0003512256,0.0114519662,0.0735386772
0.4385454545,0.1635104805,0.129604339,-0.0736440872,-0.1278217537,-0.084900114,-0.0341394026,-0.000014736,0.0007724123,0.0013948121,0.0730561323,0.6,6.41922526140448E-05,0.0002547376,-0.0513150872
0.4290909091,0.1298072222,0.1120292764,-0.1737158805,-0.1596974012,-0.1179300466,-0.1081081081,4.70023389058913E-05,0.0005846989,-0.0003261767,0.0094463263,-0.0666666667,-0.0001036624,2.57789383013141E-19,-0.0213111202
0.4276363636,0.2584561741,0.2691435054,0.1293780882,-0.0147685488,0.0089095631,0.2972972973,0.0001384243,0.0011227516,-0.0023699301,0.0985572182,0.3,-0.0004906892,-0.0007127801,-0.1428570474
0.4145454545,0.2842158631,0.3124922824,0.1628512573,0.0144191412,0.0331110173,-0.0227596017,0.0001719369,0.0011529605,-0.0062859504,0.1196433363,0,-0.0018248709,0.0011114845,-0.189801897
0.4101818182,0.1654466755,0.2360402935,-0.0991902004,-0.1141822943,-0.0828466207,-0.0635930048,0.0001078636,0.000625635,0.2632173865,-0.1263534558,0,0.0007290151,0.0002166031,-0.2764310904
0.4109090909,0.2009995591,0.1157505285,-0.0186211465,-0.0622564121,-0.0475361062,0.0900900901,-3.7332787682612E-05,-0.0007312077,0.0019948322,-0.3014841441,0,-0.0001089055,-0.0007860201,0.0259162553
0.4225454545,0.1479471765,0.1331796311,-0.1711768708,-0.124208688,-0.1003852043,-0.0254372019,7.26830838045563E-06,-0.0005642481,0.0005810854,-0.243034733,-0.04,-0.0003360516,-0.0007983401,0.1019728042
0.4290909091,0.2316512364,0.0367217428,0.070840995,-0.0141727541,-0.0187520238,0.1153153153,-0.0001128892,-0.0009161041,-0.0019622496,0.5316177132,-0.05,-0.0015996832,0.0048988183,0.3950309928
0.4370909091,0.5941793916,0.017655814,0.6937865533,0.4304277256,0.3243796947,0.0376028202,-0.0003629054,-0.002493969,-0.0105177415,0.7381119686,-0.0666666667,0.0015535308,0.000796404,0.2805486163
0.4545454545,0.2074834676,0.1596687355,-0.1422553004,-0.0465079989,-0.0468106899,-0.0880880881,1.91999158185279E-05,0.0010335476,0.0071285704,0.230498376,-0.1,0.0001775646,7.72870618747707E-05,0.0149643397
0.4552727273,0.1491294938,0.0175714709,-0.2506238823,-0.1147379487,-0.102889654,-0.0675675676,-8.98095773494967E-05,-0.0006973792,0.0026662643,0.1159868266,-0.2,9.36187028252113E-05,0,0.0399614641
0.4530909091,0.1546771672,0.1604425743,-0.240403469,-0.1029539494,-0.0975310007,0.0393120393,4.50022629871215E-05,0.0007566212,0.0002206651,-0.2299556612,0,-7.1283569436809E-05,-0.0003135085,-0.025469538
0.4523636364,0.1623894834,0.1435432029,-0.2050435411,-0.0926045494,-0.0896006127,0.0166320166,1.73145909033498E-05,0.0007581461,-0.0004149068,-0.1702614544,0,-0.0001215875,-0.0007466675,-0.0707136956
0.4436363636,0.1262217947,0.0358275445,-0.120324187,-0.1356502008,-0.124998549,0.0154440154,-6.87283841086761E-05,-0.000562383,6.30637196878642E-05,-0.0360542957,0,-0.0001099951,-0.0012391781,-0.029488353
0.4487272727,0.1658675003,0.2170796798,0.0534294117,-0.0801821892,-0.0875488903,0.0432432432,4.19176115799255E-05,0.0007662189,-0.0007395788,0.0030477316,0.8,-0.0001949987,0.0034997211,-0.0320548227
0.4509090909,0.1836864254,0.0355963991,0.0903241301,-0.052755563,-0.0712684167,-0.0720720721,-6.87656416006859E-05,-0.0008093946,-7.38141598119724E-05,-0.1569731211,-0.05,4.2175064912222E-06,0,0.0026171107
0.4523636364,0.1085034668,0.0533945986,-0.1559052433,-0.153869423,-0.1425523132,-0.1441441441,4.14762172027192E-05,0,-0.0008661114,0.01413787,-0.0666666667,-3.81042517896539E-05,0.0003446291,0.0315343235
0.4472727273,0.1239509438,0.0177981995,-0.0712335545,-0.1282638637,-0.1266774163,0.4864864865,-7.91971380524845E-05,0,9.64419431624896E-05,0.0347984839,-0.1,-6.24347978007434E-05,0.0003749252,0.1063116402
0.4509090909,0.1344948098,0.0885624697,-0.0350395161,-0.1077621045,-0.1155532482,-0.0831600832,2.60080708007726E-05,-0.0006245381,-0.0006423802,0.060416106,-0.2,-9.94724995075654E-06,-0.0013201069,-0.1096428483
0.4552727273,0.1923618292,0.0348653514,0.1679266281,-0.0226636161,-0.0571789937,0.1081081081,-9.84264674090089E-05,-0.0009298992,0.0006058918,0.1404125063,0,0.0001842658,0.0092766851,0.1784176567
0.4545454545,0.1330119033,0.0348653514,-0.0224547532,-0.1091168063,-0.1144860615,-0.036036036,-6.31181946490035E-05,0,0.0007042053,0.1083512213,0.4,3.8347830306908E-05,-6.28714140622943E-19,-0.0121416282
0.4581818182,0.1862101719,0.2111939468,0.1192372726,-0.0260329399,-0.0611778522,0.1297297297,7.5057826885726E-05,0.0009562801,-0.0008401245,-0.0023630072,-0.1,-0.0001229107,0.0007472575,-0.089676057
0.4523636364,0.1678898641,0.2532596264,0.0178501084,-0.0474042815,-0.0758015361,0.0540540541,8.56469202856848E-05,0.0008131249,-0.0020010289,0.1085610044,0.8,-0.0004779859,-0.0005272529,-0.2235125359
0.4429090909,0.2060270129,0.128099811,0.0931362444,0.018809974,-0.0372991028,-0.0972972973,4.31885733608049E-05,0.0009491265,-0.002832529,0.0907155843,0,-0.0014798952,0.001010525,-0.0556774739
0.4407272727,0.2119305839,0.2229269439,0.0973906545,0.0251303916,-0.0307613182,0.058968059,0.0001148646,0.0009211484,-0.0074433263,-0.0806580629,0,0.0011660479,0.000415128,-0.1708377871
0.4305454545,0.2487315138,0.110903354,0.1244941423,0.0875199137,0.0068188727,-0.0463320463,1.65856475218419E-05,-0.0010217082,0.0218658885,-0.3065143235,0,0.0001248377,-4.07016407177525E-19,-0.1066987096
0.4334545455,0.0689407238,0.0555447167,-0.352669329,-0.1976785738,-0.1762106454,-0.1179361179,1.00633527075931E-05,0.0003027039,0.0026434565,-0.4381306428,-0.04,3.55123068041986E-05,0,0.0287098957
0.4363636364,0.12230612,0.1476238625,-0.1637689993,-0.1111108995,-0.120993894,0.2162162162,5.33981229100424E-05,-0.0005269534,0.0021197522,-0.2011688614,-0.05,-5.72270537085898E-05,-0.0012187243,-0.0132344392
0.4349090909,0.1377840568,0.0366607433,-0.0727647586,-0.082367528,-0.1029920761,-0.0648648649,-4.22902948302044E-05,-0.0006140605,-0.0004007727,-0.0229650022,-0.0666666667,-0.0001516098,0,0.0832175192
0.4421818182,0.123453569,0.1655232558,-0.0682646214,-0.1005252799,-0.1157895169,0.277992278,1.11939218504735E-05,0.0005723748,-0.0003581794,0.005112003,-0.1,-9.75546675794684E-05,0.0006359189,0.1096776998
0.4414545455,0.1453244359,0.0180603662,0.1228668322,-0.0628147689,-0.0914275464,0,-9.19301646463941E-05,-0.0006502866,-0.0027520858,0.2254729854,-0.2,-0.0004241421,0.0012694605,0.2323776057
