"open","volume","high_close_ratio","volume_ma5_ratio","volume_ma30_ratio","volume_ma60_ratio","trsrange_ratio","ad_ratio","obv_ratio","adosc5_ratio","b_upper5_ratio","aroondown5_ratio","macd5_ratio","dx5_ratio","ultosc5_ratio"
0.5738181818,0.09468879,0.1848627427,-0.0537809073,-0.1050286382,-0.1109715111,-0.0108108108,7.83807994121772E-05,-0.001408311,-0.0009717694,0.0251833228,0.8,-0.0018690526,0.0003934349,-0.1139128775
0.5781818182,0.136935193,0.1114634719,0.13030106,-0.0178354911,-0.0497008862,0.0568990043,0.0003005932,0.0022353096,-0.0024219499,-0.0324586478,-0.04,-0.0005122538,-0.0011897284,-0.0386782885
0.5796363636,0.0778730311,0.0275872093,-0.1629863049,-0.1417083331,-0.1331578962,-0.1081081081,-0.0001045276,0.0011140345,-0.0016642493,0.0687075893,-0.05,-0.0034888321,-1.00688047265536E-18,0.0400492848
0.5818181818,0.0988970382,0.0553127004,-0.0230350198,-0.0945632851,-0.1022407152,0.1261261261,-0.0001190164,-0.0013218658,-0.0002740743,-0.0222879021,-0.0666666667,0.0002766827,0.0019470606,-0.0709878413
0.5825454545,0.1391980281,0.4498296549,0.1545281084,-0.0072985447,-0.0418667287,0.1479374111,0.0003000693,-0.0020298649,-0.0039470736,-0.0047377685,-0.1,-0.0005412936,-0.0008010101,-0.1240103205
0.5709090909,0.0956222196,0.0276910507,-0.0731983264,-0.1001680665,-0.1024570628,-0.0810810811,-0.0001512763,0.0015992888,-0.0011395767,-0.0503126941,-0.2,0.0013738067,-0.0013597672,0.1205502548
0.5854545455,0.0809883371,0.2811435343,-0.1014490959,-0.1303328257,-0.1225856939,0.0216216216,0.0001372725,-0.0012303579,-0.0067160204,0.019524618,0.8,-0.0007711482,0.0107011298,-0.1743422997
0.5818181818,0.1237854194,0.0690543412,0.0851743249,-0.0323191798,-0.0554909633,-0.0294840295,-5.68351369568044E-05,0.0020388288,0.0132225053,-0.0114926887,-0.05,-0.0046069878,-5.24298597753886E-19,0.028415205
0.5810909091,0.077699491,0.0972848691,-0.1419717438,-0.1272808158,-0.125571011,-0.0227596017,-2.77546299349593E-05,-0.0011338708,-0.0020454243,-0.0329081085,-0.0666666667,-5.29305038444174E-05,-0.0003506438,-0.0811677029
0.5810909091,0.0649565148,0.2254893225,-0.152213847,-0.1526329964,-0.1447931072,0.012718601,0.0001031235,-0.0010209694,0.0198319993,0.0115794866,-0.1,-0.0011173658,0.0012716407,0.0977145919
0.5643636364,0.1461825177,0.055731736,0.2741250794,0.0540912619,-0.014537182,0.036036036,-0.0001791659,0.0024558959,-0.007085062,-0.0399769485,0.8,-0.0004040053,0.0011998686,0.0073478251
0.5803636364,0.1478249369,0.1684715072,0.1817883986,0.056103633,-0.0091951908,-0.0926640927,0.0003093137,-0.00215023,-0.0743347236,-0.0030271824,-0.04,0.0015405464,-0.0004574174,-0.0059646681
0.568,0.1529361549,0.2287022533,0.1693240488,0.0659685847,0.0005352891,0.2882882883,4.18304828840442E-05,-0.0025738403,0.0046059314,-0.023591829,0.05,0.001721566,0.0023353,-0.0972271253
0.5658181818,0.1767648591,0.3653935007,0.1615911981,0.1300508568,0.0389975049,0.0540540541,0.0001432449,-0.0035517848,0.0036863345,0.0513473687,0,0.0007327772,0.0001987162,-0.1409177334
0.5454545455,0.0901202357,0.1177054264,-0.2102682582,-0.077216721,-0.10095196,-0.1111969112,-9.6104642945634E-06,-0.0023339617,0.0007696755,0.0070153063,0,0.0002215818,0.000037689,0.1608329958
0.552,0.1342363032,0.0433874851,-0.0249415918,0.0321239771,-0.0305513753,0.1144674086,-0.0001877382,0.0040770053,-0.0019855212,-0.251740093,0,-8.9391823214515E-05,-0.0006265669,0.0633735955
0.5549090909,0.1364129694,0.0434444241,-0.0069416687,0.0330189447,-0.0281324368,0,-0.0002021794,-0.0032952658,-0.0049533925,-0.2976263913,0,-8.42913968253501E-05,4.70408399439735E-05,0.2116996198
0.5563636364,0.0723606268,0,-0.2319497289,-0.1251177759,-0.1303850164,-0.0831600832,-0.0001484314,0.0022069338,-0.0248677849,-0.015965985,-0.04,-0.0002209013,-0.0008019649,0.103227968
0.5658181818,0.0910432448,0.3061196277,-0.0750137373,-0.0719013552,-0.0992681435,0.1351351351,0.0001202869,-0.0024372821,0.0013905287,-0.0019318649,-0.05,7.69226448640519E-05,-0.001431539,-0.0207582977
0.5549090909,0.06338263,0.1305045381,-0.2069336157,-0.1346670646,-0.1423194676,-0.1081081081,0.000050514,0.0020052193,-0.0007089449,-0.0500314692,-0.0666666667,-7.89900518583394E-05,-7.07974851666738E-18,-0.0002684452
0.5578181818,0.1196889904,0.0144058534,0.1364532674,0.0211810468,-0.0471633265,0.0665280665,-0.0002155628,0.0033612195,0.0038664682,0.0190098325,-0.1,-0.0001973492,0.0218542447,-0.0075392495
0.5563636364,0.17616328,0,0.3907808331,0.1660165531,0.0521943917,0.1653418124,-0.0003844621,0.0040814276,0.0057105652,0.3049882533,-0.2,-0.0008075224,0.0006355171,0.0976586516
0.5869090909,0.1163604665,0.1244535758,0.0152593502,0.011183245,-0.0462210702,-0.0432432432,-7.17721892662648E-05,0.0021437259,0.0016521556,0.3253290827,0.6,0.003781041,0.0012312225,-0.0417725038
0.5672727273,0.2367356018,0.0270131792,0.3773074508,0.3270291118,0.1619156179,0.1801801802,-0.0005426793,0.0038416848,0.0027280139,0.4132053091,-0.0666666667,0.0006816647,0.0002365429,0.2354098465
0.5963636364,0.1091114585,0.204097726,-0.1598442476,-0.0197665573,-0.0548150531,-0.1228501229,0.0001902955,-0.0014251227,0.0001721211,0.0974519784,-0.1,7.89424555805637E-05,0.0001014891,-0.0357898131
0.5905454545,0.2292894072,0.0682007647,0.1832141368,0.2784043341,0.1581863086,-0.0227596017,-0.0002690421,-0.0032907471,0.0004252787,-0.1099122012,-0.2,-0.000021107,-0.000713205,-0.0304278768
0.6,0.1516380105,0.3306332201,-0.0574482233,0.0743256554,0.0239371239,0.1399046105,0.0003357758,-0.0027467204,-0.0009136959,-0.0961563483,0,-0.0001316571,0.0005226375,-0.1786469834
0.5832727273,0.1067335979,0.1802179502,-0.2051239191,-0.0403517607,-0.0540724204,-0.0540540541,7.15656187577576E-05,-0.0023387355,-0.0011668721,0.0133546491,0.2,-0.0001917073,-0.0008014007,-0.0597397415
0.5745454545,0.1187952387,0.1261930794,-0.0968922345,-0.0092027865,-0.0294314966,-0.0720720721,9.35728969378328E-05,-0.003053742,-0.0015025679,-0.0620596283,-0.2,-0.0003434077,-0.0010053271,-0.1872357361
0.5709090909,0.0984617851,0.0560858131,-0.1719806855,-0.0599090313,-0.065898834,-0.0926640927,0,0,-0.0014572808,-0.10217669,0.8,-0.0004268323,6.50433771773325E-19,0.0604845176
0.5701818182,0.1740828023,0.0560858131,0.1936971885,0.1219071218,0.0735244847,0.0810810811,-0.0001273121,0,-0.0005787227,-0.1800435775,0.05,-0.0006879463,-0.0012446438,-0.0587344285
0.5745454545,0.2274273576,0.2092582248,0.3235280161,0.2406086003,0.1643145064,0.1769041769,0.0003170483,0.0072418575,-0.0029306823,-0.1254640059,-0.04,-0.0007585285,0.033259847,-0.0087684579
0.5796363636,0.1670029257,0.0135563682,0.0357354142,0.085476925,0.0533113395,0.0648648649,-0.0003924479,0.0036497689,0.0022971406,0.3361708742,-0.05,0.5166823361,0.0005986649,0.2666694105
0.5985454545,0.1120035269,0.3599836597,-0.1602792519,-0.045248028,-0.0449119548,0.0166320166,0.0002770489,-0.0019895326,-0.0020557395,0.0215123478,-0.0666666667,-0.0001664847,0.0003033636,-0.1996995984
0.576,0.1408063805,0.0415887577,-0.0814305684,0.0223891824,0.0069975665,-0.0617760618,-0.0002625961,-0.0028602879,0.0019460398,0.0016037937,0.3,-0.000199794,-0.0013383675,0.1355886875
0.5796363636,0.1056198148,0.1524921117,-0.1702327126,-0.060999232,-0.0559912304,-0.0432432432,0.0001145548,0,-0.0007882102,-0.0167313806,-0.04,-0.0001960279,0.0032434627,-0.0727328438
0.5796363636,0.0928123121,0.1678309311,-0.1422045378,-0.0916965159,-0.0785363326,0,0.0001297553,-0.0023006381,-0.002507924,0.0084408549,-0.05,-0.0007350814,-0.0011170846,0.0103180684
0.576,0.1471115386,0.1227613764,0.1307512011,0.0332977354,0.0211206028,0.2297297297,-0.0001799593,0.0042659874,0.0013137442,-0.08781147,-0.0666666667,-0.0112160064,0.0075434871,-0.0103212144
0.5847272727,0.1336299146,0.2815021357,0.0443028763,-0.0023541631,0.0003870534,-0.0524160524,0.000380171,-0.0030530916,-0.0063631454,0.0247296354,-0.1,-0.0008437948,-0.0001331463,-0.0679185867
0.5701818182,0.1093222717,0.0556614563,-0.0405831998,-0.0608189913,-0.0428886083,-0.0432432432,-0.0001674908,0.0030938316,0.0064784651,-0.0113015083,0.8,7.94585005139939E-05,-0.001034388,0.0194994439
0.5716363636,0.0575467917,0.1403929227,-0.2666176217,-0.1753633277,-0.1366417142,-0.0648648649,6.63109251610294E-05,-0.0013625474,0.0181960596,-0.0185832628,-0.04,0.0011168898,1.24999367208508E-18,-0.0205826096
0.5818181818,0.1653432728,0,0.1988567605,0.0728974893,0.068539714,0.1853281853,-0.0004358782,0.0042831689,-0.0263895852,0.1882132487,-0.05,-0.0013653332,0.0047389978,0.261300854
0.5927272727,0.1310504589,0.0681165662,0.0557509589,-0.0046069697,0.0029090961,-0.0997920998,-0.0001135713,-0.0026724505,0.005960479,0.0117426448,-0.0666666667,0.0005558681,0.0001549029,-0.0553905635
0.5890909091,0.1523401868,0.0819422058,0.135325561,0.0469862004,0.0462834368,-0.0772200772,0.0001594629,-0.0037368334,-7.25989007908993E-05,0.0346239438,-0.1,6.2830312753103E-05,2.21545499851276E-19,0.1796584716
0.5818181818,0.1447052222,0.2944505186,0.0635394484,0.0245681077,0.0342037599,0.3123123123,0.0003942266,-0.0046449477,-0.0039535859,0.023223523,-0.2,-0.0006048842,-0.0009862431,-0.2178508599
0.5738181818,0.0754582983,0,-0.2485840546,-0.1323777265,-0.1000587101,-0.1081081081,-0.0002021973,0.0034266292,-0.0007239201,-0.0389027279,0,-0.0002335895,6.23820112578736E-19,0.1472038857
0.584,0.0683098874,0.0412262156,-0.2296492997,-0.1462970415,-0.1136537302,0.058968059,-0.0001113564,0.0025504759,0.00251706,-0.0746637496,0.6,0.0021281701,-0.0007203113,-0.0800034679
0.584,0.1003366599,0,-0.0415864816,-0.0718153682,-0.0506213213,0.0772200772,-0.0002961412,0.0032268697,0.0066877206,0.050680851,-0.0666666667,0.0014770687,0.0033283189,0.1145197636
0.6,0.160781131,0.026304848,0.2638564419,0.0643084505,0.0685061693,0.0910384068,-0.0004375192,0.0042959517,0.0052982257,0.4320608194,-0.1,0.0010867529,0.0017827178,0.2017688876
0.6138181818,0.1145072342,0.118230897,0.0583426158,-0.0464317105,-0.0181495044,-0.048048048,-6.1007500327383E-05,0.0024069883,0.0014348527,0.1921069963,-0.2,0.00019827,0.0001338883,0.087612121
0.6109090909,0.25417859,0.1012374653,0.467840496,0.2548343703,0.2527548997,0.2676962677,-0.0006369135,0.0046383643,0.0023828862,0.4889442884,0,0.0003717039,0.0002917305,0.0163667996
0.6392727273,0.1642419142,0.4440071556,0.0195067718,0.0564479415,0.0731606804,-0.0552041403,0.0007274259,-0.002318492,-0.0008477067,-0.0439369517,0,-8.82993361191048E-05,-2.64759599601698E-19,-0.1938308746
0.6072727273,0.0877010941,0.1441611888,-0.2502249746,-0.1124109656,-0.0738444914,-0.0988416988,5.33869125231428E-05,-0.0014502055,-0.0010553548,-0.1148215556,0,-0.0001187161,-0.00059662,-0.0799830838
0.6152727273,0.1177684261,0.3477660324,-0.1154908709,-0.0372769373,-0.0132711426,0.1137980085,0.0003544168,-0.002143572,-0.0022599919,0.0518393446,0,-0.0002764284,-0.0009568667,-0.1732935733
0.5949090909,0.0952599094,0.1730440149,-0.1925554333,-0.0884102138,-0.0588080879,-0.0298229264,1.30679172818293E-05,0.0020051298,-0.0023988837,0.0060783412,1,-0.0002348132,-0.0009501084,0.0036788741
0.6101818182,0.0825161316,0.11739238,-0.140506408,-0.1106289625,-0.0834051893,0.0172972973,-9.3962177075025E-05,0.0015417871,-0.001607734,-0.3644878052,-0.04,0.0001767334,0.0048367682,-0.1121289938
0.6210909091,0.0767231774,0.2646255089,-0.0946527787,-0.1208915362,-0.0943679331,0,0.0001298586,-0.0013064323,-0.0032163491,-0.0698380602,-0.05,-0.0001956693,-0.0001522671,0.0431230444
0.6065454545,0.0545978117,0.1052193919,-0.2055499722,-0.1732087909,-0.1378708429,-0.048048048,-4.39823466438137E-05,0.0010132213,-0.0028296803,-0.0266415272,-0.0666666667,-5.49452222344592E-05,-0.0002008762,0.026303761
0.6174545455,0.083659172,0.1037356872,0.0370790368,-0.0990662243,-0.0787486544,-0.0102960103,-0.000057368,0.0014592321,-0.0003171135,0.1131362613,-0.1,0.0002840722,0.0014896938,0.1131089327
0.608,0.1342479259,0.2390227521,0.3163057511,0.0245259437,0.0220066017,0.1081081081,0.0001338171,-0.0021441743,-0.0076016774,-0.0114787918,-0.2,-0.0003490735,-0.0013286829,-0.0498203041
0.5934545455,0.1211847221,0.1075262726,0.1642597649,-0.0035807334,-0.0050382856,-0.0864864865,0,-0.0022384252,0.017154191,-0.0023843019,1,-0.0008783918,0.0039502479,-0.1060528324
0.6036363636,0.1178101078,0.0534376936,0.0864524461,-0.0029657022,-0.0111689975,0.024024024,-0.0002370813,0.002534062,-0.0123857804,-0.0039083313,0,0.0007772403,0.0004008775,0.2049431233
0.6029090909,0.0929642099,0.0535024665,-0.088191897,-0.0623503962,-0.0612879399,-0.0864864865,-0.0001118999,-0.0017239405,0.0125407157,-0.048188785,-0.04,0.0002189151,-6.01995210783888E-19,0.0008884522
0.6,0.1336523586,0.2914375052,0.0650217698,0.0433287461,0.018756995,0.4504504505,9.44823973476782E-05,0.0027810289,0.0001983633,-0.2900645243,-0.05,-0.0003334976,0.0004744437,-0.0493645412
0.6036363636,0.0843593443,0.117670561,-0.1328913905,-0.082911834,-0.0780219269,-0.0818115413,-6.66352614369443E-05,0.001493266,0.0009120502,0.1857075157,-0.0666666667,-0.0014586129,0,0.0857614108
0.6109090909,0.0652290489,0.0522980271,-0.1937621136,-0.1320714531,-0.1158067043,-0.0940070505,-9.3019490817797E-05,0,0.0014661122,0.0912430375,-0.1,0.000628937,3.06308419419542E-19,0.0233969435
0.6087272727,0.1057232175,0.1996661711,0.0552406168,-0.0234421028,-0.0350614717,0.0831600832,0.0002688363,-0.0017102624,-0.0029150207,-0.0085254791,-0.2,-0.0004860333,-0.001458346,-0.1102880721
0.6029090909,0.086453048,0,-0.0517559625,-0.0712544765,-0.0728153286,0,-0.0003051233,0.0015677421,0.0040407409,0.0223361397,0,0.0012785118,1.64831010288035E-18,0.1036483371
0.6065454545,0.1158129935,0.1603130807,0.1513918693,0.0111043714,-0.0148576354,0.012012012,0.0003807437,-0.0019110787,-0.0041293491,0.0339481335,0,-0.0007464304,0.0008602481,-0.0735242956
0.6,0.1558638932,0.0665553904,0.2696902563,0.1158387523,0.0616343624,-0.1024182077,0,0.0029247101,-0.0072338247,-0.0617574843,1,0.0020394962,0.0028566484,-0.0225478146
0.6036363636,0.2643204681,0.1724200581,0.4646971858,0.3700338132,0.2682747761,0.1945945946,0.0003395394,0.0041870298,0.1090783644,-0.1014742975,-0.04,-8.95820762262989E-05,0.0059333403,-0.0955215142
0.6065454545,0.1126676286,0.0789145439,-0.133245228,-0.0151505695,-0.0263527973,-0.0682788051,3.24085102073094E-05,0.0014117119,0.0032905474,0.0474317035,-0.05,-0.0009680202,-3.01547574999921E-19,0.0854560736
0.6101818182,0.0762121759,0.0129669609,-0.2704571358,-0.1070499107,-0.096224203,0,-0.0002020787,0.0008768135,-0.001208413,0.1086283314,-0.0666666667,0.0044266664,0.0007784333,-0.0441705029
0.624,0.1468073424,0.0379640495,-0.0164716684,0.0804368032,0.0446234253,0.316008316,-0.0003979266,0.0016004444,-0.0058087744,0.4064095733,-0.1,0.0010312788,0.000693891,0.391634351
0.6261818182,0.1155769308,0.0380951107,-0.1097258792,0.0002123764,-0.0181986857,-0.1283783784,-0.0002357869,-0.0011443954,-0.1016194704,0.146721835,-0.2,0.0001380454,0,0.0416592531
0.6283636364,0.1447501102,0.3391335423,0.1222065186,0.0706212488,0.03915684,0.2494802495,0.0005058898,-0.0015448249,-0.0024161974,-0.0524519354,0,-0.0002471723,-0.0012307816,-0.1356940841
0.6189090909,0.086624985,0.0641563007,-0.1369043734,-0.0829037951,-0.0746136427,-0.0694980695,-0.0001362792,0.0010243589,0.0003255159,-0.0287230135,0,5.72946187636264E-06,-8.80061499092578E-19,0.0587308507
0.6312727273,0.0781471685,0.128163574,-0.180633922,-0.1037300018,-0.0916074165,-0.0682788051,0.0001553038,0.0008679949,-0.0031824508,0.0012010955,0,-1.88486482595371E-05,0.0015225952,-0.1164478091
0.6232727273,0.0722391888,0.1416379474,-0.1560910392,-0.1143562244,-0.1029932722,0.0332640333,0.0001188775,-0.0007607042,-0.008919203,-0.1077747698,0,-0.0001268901,-0.0010336831,-0.1726819379
0.6283636364,0.0528904653,0.0510874246,-0.2232818056,-0.1638388521,-0.1414205458,-0.0576576577,-4.9112755200656E-05,0.0005850413,0.005722076,-0.0605471495,0.2,3.82243338524813E-05,2.72124819988255E-19,-0.0292894932
0.6305454545,0.0637842171,0.2206976744,-0.0560479843,-0.123549573,-0.1187042113,0.1179361179,0.0002204214,-0.0006804194,0.0119962301,-0.0371805153,-0.2,-0.0003310772,0.0012922982,-0.0005041369
0.6210909091,0.1406400545,0.0506768483,0.4132861235,0.1026977262,0.0372780391,0.1017488076,-0.0002900832,0.0015675932,-0.0032672934,0.1178318502,0,0.0005260102,-0.000408913,0.1245795835
0.6290909091,0.0455392569,0.1274235995,-0.2240709707,-0.1737520185,-0.1540660137,-0.0778378378,4.04214121936733E-05,-0.0004618926,-0.0027885681,0.0291816666,0.6,-3.16160881897156E-06,0.0003961588,-0.0121849862
0.6298181818,0.065365316,0.0127276629,-0.0640993951,-0.1116548529,-0.1103726299,-0.027027027,-0.0001965381,0.0006828887,-0.0156574284,0.0291217419,-0.0666666667,-0.000017381,-0.0006095276,0.128468455
0.6312727273,0.0957228167,0.128163574,0.0937227941,-0.0201432394,-0.0465313928,0.0926640927,0,-0.0009587244,0.0051480198,-0.008128057,-0.1,-0.0002025518,-1.06343473191686E-18,-0.0341037026
0.6225454545,0.0756659052,0.1926929637,-0.0601362828,-0.0801138075,-0.0850230277,-0.0108108108,0.0001633059,-0.0008066467,-0.00228292,-0.0707590906,-0.2,-0.0002721086,-0.0005223804,0.0513372602
0.6232727273,0.0650891748,0.2328580387,-0.0360078969,-0.1113291568,-0.1059029465,0.0227596017,0.0001652165,-0.00073111,-0.0081586739,-0.0361522964,1,-0.0006613255,0.0028269765,-0.2251789861
0.6196363636,0.1739373171,0.1037356872,0.4720874062,0.1990364145,0.126413981,-0.0926640927,0.0001962985,-0.0020482441,0.0353561336,-0.0292777941,0,-0.0631305161,0.0009930543,-0.0098306998
0.6123636364,0.1336243036,0.1446766638,0.1300513197,0.0752905603,0.0392493368,0.1441441441,0.000067457,-0.0018071181,0.0036765347,-0.0283178117,0,0.0013562208,0.0016759704,-0.1213844562
0.608,0.1322981043,0.0258125935,0.0794266888,0.0717088215,0.0350286958,0.1189189189,-0.0003610943,0.0020194945,-0.0031935402,-0.05617066,0,-0.0002488027,-0.0008324847,0.3025341463
0.6210909091,0.2269259749,0.116702648,0.3137910304,0.3231202437,0.2331175535,-0.0906713165,0,-0.0030723957,-0.0039977911,-0.068617273,-0.04,-7.65696283699298E-05,-0.0006866272,0.1018921359
0.6196363636,0.0627902689,0.1434795756,-0.3248382577,-0.1310003748,-0.1109681877,-0.012012012,6.49112059231705E-05,-0.0010546127,-0.0027207812,-0.0284421715,-0.05,0.0001671656,0.000611829,0.0183061327
0.6109090909,0.0720888942,0.1037356872,-0.2427932983,-0.1033607103,-0.0886224467,0.0508744038,-5.91755316469467E-05,0.0012971202,-0.0095175991,0,-0.0666666667,-0.000171152,9.33190214051112E-19,0.0564072976
0.6189090909,0.0873103282,0,-0.1420710283,-0.0563865593,-0.054472356,0.0411840412,-0.0003064607,0.0014521343,0.0692452927,0.2407783102,-0.1,-0.001316951,0.0005661982,0.1539255978
0.6363636364,0.1257456615,0.1265468317,0.0534315433,0.0500902325,0.0309126156,-0.0172972973,-6.34042977340719E-05,0,0.0036284493,0.1396465924,-0.2,0.0006955343,0.0009820488,-0.0817719273
0.6349090909,0.1861604745,0.2551418201,0.4235327375,0.2034311344,0.1595622948,0.0564042303,0.0002782673,-0.002836276,-0.0016222502,0.0327262347,0.4,-4.70739262028193E-05,4.14743659878151E-19,-0.0564093549
0.6167272727,0.142207126,0,0.0906401714,0.0782987021,0.0613221222,-0.0671015843,-0.0005171912,-0.0026389753,0.005249315,-0.0480488734,-0.1,-0.000304521,-0.0015163766,0.0531953886
0.6261818182,0.0698513086,0.0127129997,-0.2444170949,-0.117722206,-0.0938324144,-0.0324324324,-0.0002653632,0.0015552652,0.0027671796,-0.0363035597,-0.2,0.000252557,0.1082932281,0.0718799841
0.6254545455,0.1018099475,0.0883800756,-0.1063608048,-0.029147902,-0.0226895009,0.0508744038,-0.0001587645,0.0020642314,0.0012740155,0.0214466789,0.6,0.0002963709,0.0009213693,-0.0585839691
0.6290909091,0.0593046371,0.0506768483,-0.2679217629,-0.1410964476,-0.1153675204,-0.0823680824,-0.0001120502,-0.0010638356,0.0005402922,-0.0086604342,-0.0666666667,-1.04698719192093E-05,0,0.0005060807
0.6429090909,0.1637212937,0.1103488372,0.2991942249,0.1688247515,0.1107402743,0.4158004158,-0.0002774243,0.0031482784,0.0006400135,0.4134662832,-0.1,0.0007588854,0.0008073483,0.1519263901
0.6625454545,0.0683130937,0.3370383037,-0.1495541175,-0.1066810941,-0.0955768393,-0.0512091038,0.0003265724,-0.0010958919,-0.0007812724,0.0036593038,-0.2,-5.45310916148201E-05,1.65344830479374E-05,-0.1383392725
0.6392727273,0.1036190934,0.1137616878,0.0244805236,-0.0048860038,-0.016360939,-0.0820130475,6.54121067171713E-05,-0.0017857821,-0.0010434044,-0.0114902772,0,-0.0002282934,-0.0009764472,-0.0851345079
0.6312727273,0.108426516,0.1673903015,0.0438919781,0.0131253865,-0.0040570511,-0.012012012,0.0004603094,-0.002105972,-0.00263647,0.0634340103,1,-0.0005738473,-0.0012405363,-0.1470280284
0.6225454545,0.0914283997,0.1021748493,-0.0834449434,-0.0352242934,-0.0404828351,0,-2.34028863287167E-05,0.002048006,-0.0027306146,0.0045283714,0,-0.0012098961,0.0011548866,-0.0311256278
0.6269090909,0.2470482145,0.2214793663,0.5679734262,0.4067671369,0.2968383736,0.1144674086,0.000333118,-0.0049005313,-0.0071193719,-0.2607999717,0,0.0039954207,0.0024877104,-0.1777647243
0.6276363636,0.1456787303,0.1819651026,0.0263669066,0.1055082391,0.070037645,-0.0415800416,0.0001934519,0.0041835576,0.040618715,-0.2275062523,-0.04,0.0002168911,-2.17674145004444E-19,0.0891301559
0.6218181818,0.1472253617,0.091089842,-0.002836707,0.101211936,0.0712126088,-0.0411840412,-9.7820938466741E-05,-0.0033448696,0.0013841521,-0.1948716658,0.05,6.93361467154396E-05,0.0004768265,0.027409169
0.6232727273,0.1210220031,0.0503301424,-0.111626492,0.0233681355,0.0160989595,0.2034976153,-0.0003483008,0.0034852423,-0.0030161964,0.2555708066,-0.04,-0.000543832,-0.0002234191,0.2939834959
0.6341818182,0.0906164082,0.2262276845,-0.2264706751,-0.0628324725,-0.0493140829,-0.0131040131,0.000063316,0.0021391154,-0.0025607938,0.141947097,-0.05,-0.0017535564,0.000977225,-0.0451553525
0.6407272727,0.1338639734,0.1232947902,0.0276112314,0.0472425693,0.0503087445,-0.02092415,-0.0001625978,0.0027841764,-0.0074392456,0.2944352006,-0.0666666667,0.0015962781,0.0002835435,0.0603037568
0.6538181818,0.1016199752,0.085731616,-0.0827454414,-0.0354533134,-0.0191708215,-0.0386100386,-0.0001777261,0.0017976861,0.0420528804,0.1831762201,-0.1,0.0003252384,7.88805014162873E-05,0.100883828
0.6552727273,0.1654599014,0,0.1998660061,0.1212875542,0.119655362,-0.0940070505,-0.0007812093,0.0026287979,0.0148205862,-0.0696726439,-0.2,9.10590525397469E-05,1.90234732208652E-19,0.0586636457
0.6516363636,0.1115414212,0,-0.0429190227,-0.0225703617,0.0003972821,0.2494802495,-0.0006880252,0.0015199863,0.0044220779,0.2288950023,0,0.000196968,0.0004191,0.0637027942
0.6618181818,0.1072053224,0.0967972256,-0.0769839245,-0.0345691579,-0.0096452478,-0.0231660232,-0.0003000465,-0.0013330286,0.001518249,-0.0402665702,0,-2.38985788133328E-05,-2.98634801422622E-19,0.064872503
0.6632727273,0.0551456855,0.0359833165,-0.279580424,-0.1669288551,-0.1244144282,0.0086486486,-0.0003624439,0.000748684,0.0007216293,0.0634736505,0,1.49962510586546E-05,4.96672778427214E-05,0.0677649167
0.6545454545,0.1574646307,0.2091338052,0.1820138191,0.0861532983,0.0988809931,0.1164241164,0,-0.0020413639,-2.03036810484052E-05,0.0214945455,1,-0.0002261382,-0.0013574647,-0.0746822744
0.6487272727,0.1506240231,0.1992755525,0.1676782092,0.071395855,0.0792113063,-0.0486486486,4.6584764821833E-05,-0.0022414408,-0.0004279125,0.0822764384,0,-0.0003673429,0.0008931941,-0.0668783638
0.6523636364,0.1840339065,0.3293995141,0.231488419,0.1494310975,0.1458104209,0.0139494333,0.0010018811,-0.0031898269,-0.0016602193,-0.0240586992,0,-0.0009129954,0.0016203151,-0.16950451
0.624,0.0967444191,0.103250374,-0.1419220863,-0.0655845611,-0.0393920205,-0.0786240786,0.0001622791,-0.0020994911,-0.0019124754,-0.036650701,0,0.0025343558,0.0011673829,-0.0758766712
0.624,0.1300092181,0.0643058492,-0.0545959923,0.0268675938,0.0316429263,-0.0926640927,-0.0001501826,0.0032522991,-0.001465194,-0.4038705617,-0.04,0.0001994685,0,-0.0786285398
0.6269090909,0.1292340988,0.1280148924,-0.0367196694,0.0188001018,0.0295246504,0.1621621622,-4.46677374278438E-05,0.0026823616,-0.0012646349,-0.2844526196,-0.05,-0.000005875,-0.0010560246,0.004921303
0.6232727273,0.0932459621,0.2077154583,-0.1504055621,-0.0737852136,-0.0474933678,0.0308880309,0.00022867,-0.0016552056,-0.0022407788,-0.2648945522,0.1333333333,0.0001053579,0.0019017446,-0.0779460214
0.6058181818,0.1395535249,0.1464218588,0.1055422746,0.0379933176,0.0513405297,0.027027027,0.0002825675,-0.0027661544,-0.004373353,0.0105159452,0,0.0002343595,0.0011035411,-0.0575979071
0.5985454545,0.1318271813,0.117670561,0.0322327651,0.0182602237,0.0329051952,0.1521521522,-0.0005092112,0.0031656213,0.0054350417,-0.0371572321,0,-6.478421849311E-05,0.0003077821,0.2884233836
0.6181818182,0.0830912589,0.3311789832,-0.159609144,-0.0967971659,-0.0710320546,-0.0799059929,0.0004507475,-0.0016630632,-0.0044002138,-0.0787214051,-0.04,1.7105570329497E-05,-0.0003655867,-0.1365794757
0.6109090909,0.0867436175,0.1460694596,-0.1074822652,-0.0840457869,-0.0627966969,-0.0820130475,0.0001271905,-0.0019397474,-0.0151309952,-0.2401629921,-0.05,-1.41626434159567E-05,0.0001477594,-0.0302547808
0.5978181818,0.1264939281,0.1832602279,0.065045606,0.013832371,0.0200908999,0.2162162162,-0.0001786528,0.0032232038,-0.001025083,-0.0932026402,-0.0666666667,-0.0001532994,-0.001208791,0.0826437433
