date,open,high,low,close,volume
2004-04-02,4980,5000,4695,4700,353310
2004-04-06,4725,4840,4400,4430,390280
2004-04-07,4470,5090,4470,5090,973400
2004-04-08,5250,5840,5150,5770,1070330
2004-04-09,5860,6130,4920,5100,1027260
2004-04-12,5640,5860,5450,5860,951300
2004-04-13,6240,6630,5610,6100,2423160
2004-04-14,5920,6140,5600,5600,1144756
2004-04-16,5700,5760,4900,5200,532084
2004-04-19,5000,5900,4910,5800,1180316
2004-04-20,5830,6180,5480,5700,1578755
2004-04-21,5790,5900,5420,5500,476580
2004-04-22,5700,5700,5410,5420,346371
2004-04-23,5440,5820,5250,5500,432140
2004-04-26,5600,6320,5600,6320,1160956
2004-04-27,6620,6800,5800,5920,1051415
2004-04-28,5920,6010,5500,5610,385941
2004-04-29,5610,6450,5610,6450,1241171
2004-04-30,6580,7410,6400,7090,2390456
2004-05-03,7240,7370,6510,6750,908577
2004-05-04,6950,6950,6410,6410,951720
2004-05-06,6320,6730,5830,5870,667920
2004-05-07,6000,6480,5930,6300,755090
2004-05-10,6140,6300,5360,5400,589081
2004-05-11,5150,5500,4860,5190,424240
2004-05-12,5300,5960,5300,5960,713171
2004-05-13,6000,6590,5960,6010,1559869
2004-05-14,6260,6280,5450,5600,551416
2004-05-17,5770,5790,5040,5250,319920
2004-05-18,5200,5380,5030,5160,319740
2004-05-19,5250,5930,5230,5930,1112501
2004-05-20,5790,5870,5200,5330,601220
2004-05-21,5490,5870,5350,5500,818774
2004-05-24,5730,5740,5450,5600,237580
2004-05-25,5590,5740,5310,5430,278700
2004-05-27,5710,5850,5500,5500,423647
2004-05-28,5520,5600,5330,5450,192870
2004-05-31,5570,5870,5520,5590,458310
2004-06-01,5600,5700,5500,5590,211200
2004-06-02,5700,5700,5500,5540,145775
2004-06-03,5540,6130,5500,5680,989832
2004-06-04,5750,5810,5500,5600,302200
2004-06-07,5700,5700,5520,5580,196270
2004-06-08,5580,5840,5570,5580,373151
2004-06-09,5750,5780,5540,5610,193942
2004-06-10,5620,6440,5620,5870,1745803
2004-06-11,5980,6050,5270,5400,572600
2004-06-14,5300,5390,4800,4850,220520
2004-06-15,4635,4765,4350,4695,257140
2004-06-16,4690,4900,4570,4570,186950
2004-06-17,4590,4830,4590,4600,233850
2004-06-18,4670,4690,4350,4580,115590
2004-06-21,4500,4530,4365,4385,112730
2004-06-22,4400,5040,4240,5040,570239
2004-06-23,5130,5780,5060,5780,1810869
2004-06-24,5600,6140,5260,5400,2331253
2004-06-25,5480,5750,5220,5540,1246389
2004-06-28,5890,6370,5570,5860,2430777
2004-06-29,5650,6450,5600,6000,1989050
2004-06-30,6220,6900,6030,6900,2298083
2004-07-01,7100,7930,6960,7930,2474378
2004-07-02,8150,9080,7020,7020,2065233
2004-07-05,7350,7840,6700,7460,1635718
2004-07-06,7600,8500,6900,7460,2387270
2004-07-07,8560,8570,8330,8570,1057840
2004-07-08,9180,9850,9180,9850,2622520
2004-07-09,9880,10700,8380,8750,2930660
2004-07-12,9100,10050,8510,9950,2599319
2004-07-13,10050,10300,8470,8500,2691774
2004-07-14,8300,8800,7840,8100,1347380
2004-07-15,8800,9310,8600,9310,1612495
2004-07-16,9000,9120,7950,7960,1058848
