"low_close_ratio","close_lastclose_ratio","close_ma5_ratio","volume_ma10_ratio","volume_ma15_ratio","volume_ma60_ratio","atr5_ratio","kama5_ratio","wma5_ratio","rsi5_ratio","slowk5_ratio","macdsignal5_ratio","macdhist5_ratio","cci5_ratio","cmo5_ratio"
-0.1201329535,0.0604982206,0.0721995814,-0.058836879,-0.0537967402,-0.0373743321,-0.0756158483,0.1947920244,0.1000340255,0.0114677604,0.1363682923,-0.0001608541,-0.0066279192,1.01553830471307E-14,0.0003606902
-0.0355137563,-0.2278659612,-0.13109559,0.001183676,0.0038681659,0.0185775477,0.3506465429,-0.0023055417,-0.102567307,-0.118071441,-0.0244406296,-0.0019193076,0.0072242361,-2.47690131667297E-14,-0.003478506
-0.2760501909,0.198540146,0.0338194229,-0.054221344,-0.0501141921,-0.0393757327,-0.0096818284,0.006397529,0.0360864567,0.0943640177,-0.0435486132,-0.001385257,-0.0002523539,-8.37768714034984E-15,-0.0233860969
-0.0347527473,-0.0482269504,-0.0022578479,-0.055670452,-0.0644899427,-0.0597767927,-0.0490675176,0.0024416024,-0.00817999,-0.024634911,-0.0758226072,-0.0016141132,3.34904837264361E-05,-3.19392817810356E-14,-0.0013155632
-0.1979139505,0.3642857143,0.2704956104,0.2476655696,0.1780966666,0.187051452,0.2563542939,0.0772615407,0.2439088675,0.0914268997,0.0285701631,0.0014017925,-0.0011834751,2.85953120771742E-14,0.0074835803
-0.1148657413,0.0345762712,0.2436656844,0.0423462599,0.0274475672,0.0467188436,-0.0433318301,0.071096705,0.2187462379,0.0045022936,0.0180599825,0.0019068707,0.0003321738,-5.13124829001178E-15,0.0001477468
-0.1476845246,0,0.1417500294,-0.0046661697,-0.026056873,-0.003650085,0.0600379278,0.2714624928,0.1741552938,-5.14141888100008E-17,-0.0119991597,0.0011547305,-0.0002088287,-4.34837801867001E-15,-8.19794442121362E-19
-0.0655270655,0.0114671164,0.0863376393,-0.0053442182,-0.0169109945,-0.0032080948,0.0650732263,0.1632443895,0.1094393516,0.0021265192,-0.0047391034,0.0004146916,-0.0004090853,1.41883820562787E-15,6.78143014220774E-05
-0.3388825105,0.103030303,0.0893433392,-0.0093278277,-0.0014731689,-0.0016155069,0.0503317043,0.267151669,0.1318408336,0.0177282952,-0.036819615,0.0004563399,8.90001085793836E-05,-3.80144024309684E-15,0.0005579703
-0.0493947677,-0.1353233831,-0.0404036347,-0.0794677159,-0.0616673781,-0.0572067712,-0.0654131706,0.0004246682,-0.027653962,-0.0790599432,-0.1039878254,-0.0008663449,-0.001981071,-2.38321423958462E-14,-0.0022570883
0,-0.1725888325,-0.1646824046,-0.0422775475,-0.0310547408,-0.0258838183,0.018050419,-0.0335207628,-0.1447062947,-0.0859859412,-0.1861072441,-0.0027026648,0.0012894408,3.95944536758022E-14,-0.0057768602
-0.0337873932,0,-0.1290659609,-0.0411626935,-0.025367637,-0.0288893258,-0.0214803652,-0.0296930618,-0.1197973142,0,-0.004284635,-0.0036789629,6.60835300433192E-05,-5.97938958086006E-15,7.21471908173386E-19
-0.2457264957,0.2125,0.0645329804,-0.0985146991,-0.0764377061,-0.0758132142,-0.0535756311,0.0007742458,0.0470846836,0.1418783508,0.0064471316,-0.0019986367,-0.0004010883,-1.32437619467979E-14,-0.008552726
-0.179896574,0.0114478114,0.092749652,-0.1309987932,-0.1060441866,-0.1027265162,-0.1558462841,0.0059605797,0.0547445852,0.0040771094,0.0486615699,-0.0008663245,-0.0004205054,-4.49351009157845E-13,0.0002265342
-0.0166622761,-0.1257142857,-0.0108106531,-0.102197135,-0.0988218518,-0.098327015,-0.0546765589,-0.0012394679,-0.0186951065,-0.071483164,-0.1487192838,-0.0023648195,0.0010446426,-4.5078897660839E-15,-0.003766723
-0.1003172086,-0.0232876712,-0.0453117959,-0.0526878621,-0.0706452822,-0.0760327761,-0.0032538673,-0.0029604215,-0.0234007136,-0.0153639001,-0.1363528435,-0.0035281639,0.0001607524,-3.5653060490748E-14,0.0038326809
-0.1323914181,0.0701030928,-0.0064467198,-0.0892349535,-0.0994079368,-0.1019085169,-0.1700379925,0.002994294,0.0140643743,0.0580303693,-0.0744213899,-0.0027342288,-0.0002811457,-7.12418760753872E-16,-0.0062852451
-0.0168936966,-0.1387755102,-0.0972958782,-0.0512113985,-0.0791480067,-0.0862419458,-0.034477367,-0.0376117071,-0.0983499779,-0.0840955178,-0.1963443175,-0.0061427568,0.0005409548,1.62877433091746E-14,-0.0117771077
-0.2196180556,0,-0.0565829436,-0.0056655235,-0.0575073924,-0.0666094274,-0.0046770028,-0.0365186594,-0.0707563049,0,-0.1270930678,-0.0104891685,-2.7316239742951E-05,2.05393721195649E-15,-9.86198160361406E-19
-0.0705128205,-0.2833333333,-0.2508568049,0.2067035789,0.1216981751,0.063604003,0.2779305276,-0.1792906129,-0.2307528512,-0.1362419805,-0.0816616487,-0.0882824947,0.0007480031,1.43999921546456E-16,0.0051173465
-0.1085215899,-0.1724637681,-0.3128595376,0.1509788342,0.0951134231,0.0401578637,0.0301401278,-0.2498818444,-0.2957777218,-0.0735250437,0.0462376135,0.0217211666,0.0002032605,-1.34258930517258E-15,0.0005564324
-0.2258928571,0.2780669145,-0.0045140843,0.0448413473,0.0160560834,-0.0230059828,0.0841940626,-0.009247341,-0.0492852706,0.5553488443,0.187107501,0.0031751656,-0.0004197863,-1.04411509718325E-14,-0.0026562427
-0.1544566545,0.085,0.0951012343,-0.0521725556,-0.0540426643,-0.0772506914,-0.1863615158,0.0015207939,0.0544089049,0.0435040829,0.0455230303,-0.0007261291,-0.0008569328,-3.74004191840631E-14,-0.0033600195
-0.070640793,-0.1918871252,-0.029701957,-0.0772200901,-0.0666885597,-0.0907331858,0.0486562208,-0.0187371155,-0.0624056312,-0.0715537453,-0.0750499587,0.0002904155,-0.0009230056,-1.42462316826878E-14,-0.194147303
-0.2052183318,0.2221415608,0.1362491651,-0.088060944,-0.0730711703,-0.0969715539,0.0588152405,0.0053366121,0.1270303053,0.1236373092,0.2044776147,-0.0023941564,-0.0063005012,-4.38186215586859E-13,-0.0042710133
-0.1332982086,0.1792618629,0.1988190234,0.0011955019,0.0100086518,-0.041158577,0.0658733052,0.0859991732,0.2206758544,0.0519201071,0.1765176867,-0.0062830124,0.00078702,9.9492493858507E-15,0.0082377696
-0.0505057227,-0.0698630137,0.0910121149,-0.094548531,-0.0686987102,-0.0992932045,-0.1250839676,0.0147766493,0.0949194814,-0.0274183861,0.0548711787,-0.0093517132,-0.0001196677,-7.27948959047275E-15,-0.0014576188
-0.2547321788,-0.0588235294,0.0221514259,0.0421846843,0.0621991153,-0.0076131977,0.0394330282,0.0019423408,0.025564323,-0.0259418941,0.158507199,-0.015535735,-0.0002992596,-1.56663385204738E-14,-0.0022565259
-0.0342632719,-0.0593368237,-0.0704649814,-0.0482206713,-0.0251770058,-0.065733378,-0.1126765757,0.000360727,-0.023922057,-0.0290927424,-0.0097202866,0.0297288014,-0.000530338,2.25351411878231E-14,-0.0075027185
-0.0526936962,-0.1676056338,-0.192582496,0.0928254475,0.0789808287,0.0155576267,-0.0086065835,-0.0229405008,-0.1629536153,-0.074875551,-0.0031146001,-0.0442753838,-0.0037799359,4.46025727753707E-14,0.013262115
-0.1932102194,0,-0.1275136996,-0.0140240065,-0.0265532153,-0.0594985889,0.0149897802,-0.1349675171,-0.1406575303,0,0.0368123879,0.0238488766,0.0001090356,-4.05572424295435E-15,1.12032101748587E-18
-0.5819064656,0.5891696751,0.3527018243,0.5039360825,0.409088877,0.3225172074,0.6856721402,0.0686895855,0.2989250657,0.3146153789,0.1272714675,-0.0162397592,-0.0019003287,-3.33552459738834E-14,-0.0080716357
-0.4238139909,-0.3162790698,0.0399145082,0.3637565758,0.3287619355,0.3092768877,0.4667399248,0.0011924367,0.0303752895,-0.0847367229,-0.0530414103,0.0460639238,-0.0003680062,-1.09633216118767E-14,-0.0030999916
-0.1332982086,0.118466899,0.1146652958,0.0080147869,0.0219478557,0.0296414605,-0.1487300245,0.0122650467,0.1084718316,0.0319572013,0.0558904769,0.0108726836,7.88535512652166E-06,1.93985133787649E-14,0.0173917385
-0.2520924671,-0.0582191781,0.0043720927,0.0035667457,0.0348637575,0.0377329252,-0.1013064994,0.0181128947,0.0427324409,-0.0194227965,-0.0755648412,0.0024691928,-0.0003993403,-1.46287682091066E-14,-0.0018537865
0,-0.093955095,-0.1195301596,-0.0590367978,-0.019539821,-0.0160856944,-0.1884160795,0.003786719,-0.0599555421,-0.0341557694,-0.1066810696,-0.0024376292,-0.0014462729,9.29188084451581E-14,-0.0070581675
-0.1707152497,-0.0119089317,-0.0615283177,-0.0108463334,0.0383378511,0.0411807924,-0.1021379911,0.0202100037,-0.0950814192,-0.0052380286,-0.0687875098,-0.0048562014,0.0004321143,2.13335518726028E-14,0.0008137151
-0.0174699627,-0.1550877193,-0.1679977764,-0.0058903323,0.0398125563,0.0516817125,0.0170382261,-0.0257617129,-0.1484028538,-0.0654318114,-0.1582460757,-0.0152984506,0.0007085496,5.17327165809924E-16,0.0079803564
-0.4019594863,0.2929982047,0.104002417,-0.0263907491,0.0192567629,0.0403321333,0.0476688085,0.0037283395,0.0709785026,0.1818410949,0.1808990333,-0.0068260409,-0.0006965459,-1.81524049505274E-14,-0.0049372428
0,0.0117039587,0.1083143558,-0.0669925008,-0.028317856,-0.0029704696,-0.1960545376,0.0041673691,0.0834527085,0.0036920762,0.1816454921,-0.1351727478,0.0061288045,3.53803140344649E-14,0.0003181147
-0.0976331361,0.1869415808,0.2233627674,-0.0190940888,0.0231446891,0.0557003601,0.0108928001,0.0996189873,0.2057774453,0.0527954431,0.1608494359,0.041352487,0.0011005356,-2.10531124247543E-15,0.0041978117
-0.3464027882,0.2274247492,0.3317206201,0.0555103327,0.0612313275,0.1090098809,0.0456159543,0.2349113416,0.3174719115,0.0363528978,0.000175971,0.0178385916,0.0004712189,-7.73281541585832E-16,0.0014975086
-0.0941687345,0.0220064725,0.212986809,-0.0530558151,-0.0571788283,-0.0203677955,-0.1447824479,0.4133562919,0.2519301597,0.0027551284,0.0849830716,0.007204016,-5.49834750953829E-05,-1.14463987404345E-15,8.77048474995722E-05
-0.1696330611,0.1206451613,0.2198650707,0.0226899745,-0.002219048,0.0466287073,-0.0082011236,0.3324439024,0.2353272951,0.0145828835,0.0368035547,0.0044979269,-3.66172298826306E-05,-3.85800535759331E-16,0.0004564368
-0.0932661588,-0.0538827258,0.0756536007,-0.0707919098,-0.0770446616,-0.0405514999,-0.0262071092,0.0912429213,0.1201322489,-0.0281332056,0.0250845834,0.0018253789,-0.0003104741,-4.49338537587121E-15,-0.0008120144
-0.2309518014,0.0651757188,0.0667411764,-0.0892700134,-0.0933825666,-0.0562304714,-0.0411520322,0.0937196185,0.0985076254,0.012341287,0.0857944083,0.0009246967,-0.000286055,-4.31174807121231E-15,0.0004274916
-0.3824987905,0.0430379747,0.0703809612,0.0356060917,0.0147654065,0.0517392367,0.1290184472,0.0662547276,0.077369412,0.0077383533,0.083786357,0.0004136912,-0.0003500704,-6.35336535046086E-15,0.0002472522
-0.0899608866,0.1389937107,0.1414683295,-0.0375430239,-0.0324737028,-0.0140705873,-0.036629939,0.1408209169,0.1451628553,0.0197725968,0.1515082762,0.0007368155,0.0005578916,7.89482115845745E-14,0.0006031999
-0.0449112426,0.0104776579,0.1128973469,-0.0386588759,-0.0359078938,-0.0177850461,-0.1269490976,0.0870117942,0.1091707206,0.0012386251,-0.0154490323,0.0003779265,-0.0003079185,-5.83319423658475E-15,0.000034104
-0.0456129808,-0.1046153846,-0.0138040613,-0.0707985493,-0.0620029709,-0.0475261347,0.0576053585,0.0109928662,0.0099759575,-0.0705485896,-0.0210165831,-0.000799923,-0.0021238867,-9.01563959543599E-15,-0.0019307289
-0.0466330794,-0.14875,-0.1402750634,0.0120196084,0.0001085513,0.0151545852,-0.0360459341,-0.0043958368,-0.1096559397,-0.0859514724,-0.0961736234,-0.0023663671,0.0011975039,-4.79010208703496E-14,-0.0043435303
-0.0917997097,0.1086261981,-0.0414898075,-0.0779027232,-0.0812503337,-0.0689336497,-0.0293954145,8.94674062780806E-05,-0.0301466891,0.0735932835,-0.1114135276,-0.0023401131,-0.0001191596,-4.98130467352387E-15,-0.0077249471
-0.0306964329,-0.0213836478,-0.0317601109,-0.0632291094,-0.0684367154,-0.0593162269,0.0388380708,-0.0019834069,-0.044600083,-0.0143274977,-0.1155204818,-0.002534503,-6.54255030148024E-05,-1.08046141674701E-14,-0.0013787042
-0.2255974319,0.1394321767,0.1033176463,-0.0567852904,-0.0685408742,-0.0609732083,-0.0515076197,0.0026279513,0.0707264165,0.0705113338,-0.0364108486,-0.0010806335,-0.000435482,-9.05016084018316E-14,0.0111793782
-0.3603988604,0.2942812983,0.3085470593,0.13328863,0.0832809164,0.0848699228,0.2314314434,0.1213015125,0.2757132666,0.0603198472,0.0554259753,0.0031189789,-0.0024518257,2.58346789941399E-14,0.0026929467
-0.1567180989,0.0805925926,0.2703488524,-0.0389371337,-0.0425379885,-0.0396297912,-0.1540834461,0.3476321338,0.2773298956,0.0085982221,0.0298192889,0.0036586556,0.0002904869,-4.64715879604728E-15,0.0002547924
-0.0863677742,-0.0696925329,0.1240045506,-0.026464894,-0.0325233982,-0.037487495,0.0088431719,0.0874335396,0.144891768,-0.0365707211,-0.0244613515,0.0016223668,-0.0002950009,-4.94936435436193E-15,-0.0010355374
-0.0148334897,-0.201183432,-0.1080255405,0.025390511,0.0087077278,-0.0011590585,0.0477119923,-0.0065456025,-0.0477934098,-0.0893568582,-0.0952919809,-0.0010980316,-0.0011745792,-1.80664788978377E-14,-0.0032319331
-0.2978806907,0.3109756098,0.1011577406,0.0119051579,0.0036711695,-0.011275011,0.2951027983,0.050244262,0.1274370668,0.1045883613,0.0230407192,0.0002962517,-0.0008356297,-5.00515138257257E-14,0.3963031965
-0.4996881497,0.5352769679,0.4760174685,0.2767896314,0.2446329738,0.2201638099,0.6162632549,0.2381449181,0.4398955054,0.058743951,0.0790755363,0.0047242878,0.0102282919,2.17233771871364E-14,0.0024823236
-0.1063472047,-0.0735135135,0.3080571501,0.0265871761,0.022471079,0.0234561334,-0.0683892837,0.1092497314,0.2881152667,-0.0220119778,0.107403102,0.0030248361,-9.63068116450513E-05,-6.15960257338043E-15,-0.0006371309
-0.0667405297,-0.0278688525,0.1820693402,-0.102489236,-0.0811782936,-0.0771128269,-0.1642806918,0.1102616654,0.1997302613,-0.0099550415,0.0848015137,0.0013194239,-0.000314308,-5.3574219112272E-15,-0.0003304438
-0.0140011068,-0.3171467764,-0.1889148054,0.2062897139,0.2135274669,0.2065724456,0.3564187534,0.009830113,-0.0863684781,-0.0941142193,0.0115282706,-0.0012900467,-0.0013851329,-1.9364143961315E-14,-0.0033548334
-0.1291695031,-0.1663309353,-0.3255900121,0.1380903,0.1659075517,0.1780813401,0.1285445739,-0.0020229482,-0.245406089,-0.0486966254,-0.1018995891,-0.0032002809,0.0008381379,6.37763012227659E-14,0.037071107
-0.0849848841,0.0902654867,-0.1544686052,-0.0232516226,-0.0002627451,0.0227935273,-0.1125067479,-0.0006052123,-0.1808937279,0.0420161221,-0.1450403149,-0.0037536873,-6.35055615219009E-05,-5.97209231863205E-15,-0.0021362761
-0.2734979518,-0.1088791849,-0.1551398923,-0.0097829461,0.0185861265,0.0443343913,-0.0093544298,-0.0585388051,-0.1859438398,-0.0382269151,-0.1643407539,-0.0051455033,2.45138046634029E-06,2.67502936353063E-15,0.0065018916
-0.2812361049,0.1609467456,0.0590360054,-0.1343486893,-0.1016732297,-0.0790653691,-0.1314557657,0.0159415414,-0.006684184,0.0819528958,-0.0904648613,-0.0044685926,-0.0003014029,-9.58470489971971E-15,-0.0040203885
-0.211845484,-0.0294797688,0.0425065277,-0.0949976976,-0.0673694921,-0.042130898,-0.1129964138,0.0013363103,0.0227372835,-0.0124994035,0.0478842138,-0.0043251618,-0.0002279965,-2.76194701009631E-14,-0.0033532607
0,-0.3947750363,-0.2758580454,0.0363323965,0.0539310826,0.0958878102,0.1870781192,-0.0574071295,-0.2363442522,-0.1199772461,-0.2278845121,-0.0160489039,0.0010476794,-7.50158843104158E-14,1
-0.2395266272,0.0104776579,-0.1997522648,-0.0709112804,-0.0566939302,-0.0298296241,-0.0828838426,-0.0901259209,-0.1942857589,0.0091673945,-0.2091149538,0.1062034817,-2.67994602216305E-05,-8.7625477889647E-16,-0.0001426938
-0.1607184107,0.1673846154,-0.0302413967,-0.1095912849,-0.0940989894,-0.0695802945,-0.0962927023,-0.0046822858,-0.035831194,0.1389287973,-0.1056358174,0.0053535165,-0.0003798665,-1.09322220440418E-14,-0.002334968
-0.0288746861,0.0816816817,0.0798130251,-0.1047391777,-0.088417405,-0.0639758331,-0.1237503504,-0.0031895947,0.0331614014,0.0408636149,-0.0501324275,-0.0003568658,-0.0007308679,-4.81246991760089E-14,-0.0036281833
-0.1297435897,0.0100890208,0.1164086171,-0.073916233,-0.0783907744,-0.0557258412,-0.0755312046,-0.0015020818,0.0647847658,0.004852063,0.1722136168,-0.0022240189,0.003395217,5.28416584834531E-15,0.0042770273
-0.0282051282,0.1511111111,0.1790766163,-0.0453300448,-0.0744826087,-0.053855677,-0.0312916367,0.1146294731,0.1865828112,0.0660562388,0.2776154104,-0.00628813,0.0009226677,5.31991789369875E-15,0.0255867811
-0.0848613596,-0.0197101449,0.0876035685,-0.0792440792,-0.093555528,-0.0846042459,-0.025453251,0.0381664132,0.1150523564,-0.0112393071,0.1327195218,-0.0106558228,-4.3955799192852E-05,-3.51457200219272E-15,-0.0006057444
0,-0.2569767442,-0.1474223471,0.024130816,-0.0272452857,-0.0270751465,0.0445761262,-0.0054622006,-0.1114125978,-0.1109881076,-0.0592946858,0.0073576308,-0.0007799905,-2.82391488528561E-14,-0.0070583572
-0.0890009381,-0.0616314199,-0.170722373,0.0475303716,-0.006884792,-0.0054191031,-0.1085238441,-0.0440634716,-0.1475086733,-0.0287610358,-0.082639072,0.0208199844,0.0022185823,3.57905001499837E-15,0.0009502719
-0.0616847495,-0.2591463415,-0.3269515834,0.017079822,-0.0096340378,-0.0232517964,0.2965274364,-0.1795931145,-0.2954820478,-0.0979395183,-0.1666695475,0.0188249101,0.000834717,-4.14247603829973E-17,0.0022497976
-0.1510989011,0.1400950872,-0.1175794444,-0.0683616158,-0.0763027716,-0.0909623247,-0.1455363401,-0.1167442779,-0.1495890599,0.1865735515,0.0759268744,0.005068443,-0.0002470309,-4.25384501099736E-15,-0.0016565344
0,-0.2850931677,-0.2462707197,-0.0080930775,-0.0286741904,-0.0580834329,0.1271146491,-0.2574333367,-0.2770287691,-0.0913509784,-0.0868885204,0.0054151771,0.0003043434,4.59891663047457E-15,0.0027424274
-0.2179692308,0.0881685575,-0.0956707028,-0.0415795133,-0.0462321465,-0.076375405,-0.112346467,-0.0722619033,-0.1226114218,0.0932321984,-0.0985758643,0.0023533183,-0.0002660252,-2.81649972161885E-16,-0.0010282943
-0.0648717949,-0.272,-0.2373869598,0.0135341413,-0.0026306864,-0.042787611,0.1882535403,-0.1748585471,-0.2517966018,-0.0832917888,-0.2288195927,0.0028349118,0.0002723121,2.34919540627841E-15,0.0017859024
-0.2346648528,0.2493333333,0.0040696474,-0.0619000971,-0.0629017552,-0.0885211185,-0.0207633518,-0.0062778878,-0.0103784395,0.2321674508,-0.1340997588,0.000237818,-0.0006017229,-8.64750166171073E-15,-0.002267596
-0.1243548783,0.0437299035,0.081867082,-0.0668901422,-0.0579359265,-0.0943716329,-0.1763083927,-0.0121715175,0.0326426019,0.0207389815,-0.1611166861,-0.0011054684,-0.0038327823,-3.26493925005579E-14,-0.0012172806
-0.0989569752,-0.3910543131,-0.2333131653,0.261398279,0.2488094074,0.1212478053,0.3560958126,-0.0597396373,-0.2072334604,-0.1052617378,-0.3102217009,0.0008473203,-0.0011417036,-3.93848903728499E-14,0.0105961772
-0.3394454383,0.1383050847,-0.062410185,0.1302884966,0.1295229872,0.0505653377,-0.096660873,-0.0321163071,-0.0796536921,0.0967868822,0.3011439947,0.000099137,-0.0005861857,-1.54082917982935E-15,-0.001437099
-0.0856581798,-0.3840531561,-0.3532150897,0.3589895213,0.3453061368,0.2485576504,0.17381407,-0.0857964643,-0.3023321412,-0.0911539867,-0.0231680788,0.0018101379,0.0116364378,1.84149776020007E-15,0.0032539244
-0.0883009912,-0.2035211268,-0.3918999792,0.1970219931,0.2034652984,0.1596796232,-0.0934930501,-0.3994916434,-0.3910522764,-0.0474216825,0.0037755314,0.002428312,0.0003444886,5.60308589554017E-16,0.0005736277
-0.1759632772,0.0246823956,-0.2186099777,-0.0190759844,0.0083367225,-0.003409801,-0.1196707494,-0.33334161,-0.2736394596,0.0250926981,-0.0643611091,0.0014064153,-0.0002144714,-4.08310105841786E-15,-0.0002147797
-0.4423076923,0.2336347197,0.0311100665,-0.0399002682,-0.0120071581,-0.0161561011,0.058266555,-0.0225376325,-0.0064929818,0.207762446,0.3136516208,-0.0004196403,-0.0008889336,-1.03916840640625E-14,-0.0020729181
-0.1010114453,0.0713286713,0.1523911345,0.0213248942,0.0541528055,0.0473008599,-0.1670510541,-0.0277989429,0.071456557,0.0338131941,0.1781883977,-0.0015378566,0.001709838,-7.36494087066291E-14,-0.0016127774
-0.1186679174,-0.0470588235,0.0939242388,-0.0516649195,-0.0137696836,-0.009645843,-0.0999930167,-0.0099354832,0.0775494203,-0.0178140159,0.2977679486,-0.0018816118,5.97470529715626E-05,-2.62200854574968E-15,0.0018864247
-0.1275569,-0.4738675958,-0.3172240212,0.1943695235,0.2534093428,0.2829519373,0.3906370342,-0.0609050635,-0.2538346024,-0.1246023538,-0.1410726381,0.0003858283,-0.0007880204,-3.35845004368262E-14,0.0078259501
-0.1661801197,-0.0891385768,-0.3406229128,-0.0962154697,-0.0488506904,-0.021985499,-0.03971812,-0.1098957199,-0.288072808,-0.0248615062,-0.1832366493,0.0011918144,0.001454887,1.06577846608795E-15,0.0002565635
-0.1643094242,0.0774193548,-0.1865487249,-0.1296477025,-0.0920243356,-0.0663510278,-0.2128275156,-0.2422053603,-0.2006182091,0.0885173626,0.04487058,0.0004311278,-0.0004065494,-5.28305095945348E-15,-0.0007722924
-0.0541601256,0.0765478424,-0.0280350148,-0.1175252826,-0.086153672,-0.0588303586,-0.0667536703,-0.1728851657,-0.0865257346,0.0695448644,-0.0462400109,-0.0005487458,-0.0015472104,-1.13824815571683E-14,-0.0010445874
-0.0185347985,-0.1766233766,-0.0785175541,-0.1483335011,-0.1276559814,-0.1034874188,-0.1363448076,-0.2350169813,-0.1400011887,-0.0624487406,0.0255685306,-0.000328579,-0.0002841914,6.8451988332296E-14,0.001721278
-0.2171165548,-0.4144761905,-0.3673226123,0.2094092138,0.1434969446,0.2128252904,0.4409856245,-0.3188716571,-0.3329060861,-0.1094177941,0.0462424341,0.0013206473,-0.0032959286,2.08923925778697E-14,0.0015369572
-0.3089133089,0.1517241379,-0.180413714,-0.0658574524,-0.0741370652,-0.0316478217,-0.0394646711,-0.0744487573,-0.1714687918,0.1988033193,0.0900804878,0.0005207212,-0.0003804874,-6.73948147673214E-15,-0.0011630271
-0.3569201069,0.1888888889,0.0269742353,-0.0580641021,-0.0638253046,-0.0257186907,-0.0177808268,-0.0213023715,-0.0071602079,0.1298434417,0.0067283347,-0.0008739551,-0.0018341334,-1.06047723236815E-14,-0.0020130582
0,0.0525096525,0.1184867837,-0.0415063522,-0.0538226869,-0.0164995909,-0.014359279,-0.0212265105,0.055520536,0.0243063334,0.0269758981,-0.0017651724,0.0005981537,-7.74413839274926E-14,-0.0014422551
-0.0923222887,0.0651340996,0.1751249913,-0.1483481476,-0.1301826268,-0.1095928969,-0.1880955213,-0.0026122685,0.1302158854,0.029914303,0.0140316198,-0.0025400819,0.0001725034,-6.39677013290217E-16,-0.003462624
-0.5405982906,0.4,0.3872960689,0.0350399453,-0.0052807561,0.0066408194,0.1268882342,0.1722347039,0.3993505175,0.1135464875,0.3699951525,-0.0053167685,0.0004776918,6.71760892021547E-15,0.2257290254
-0.0546672429,-0.2924731183,0.026162675,0.0226443864,-0.0121211744,0.0004673374,0.0339230975,-0.0327249921,0.0704028966,-0.0798088623,0.1525988584,-0.0052815987,-0.0002566106,-8.21555911725436E-15,-0.0031587687
-0.0571278037,-0.2928838951,-0.231316181,0.1070685313,0.0629437373,0.0780557881,0.0266616089,-0.011537037,-0.1776728391,-0.071456858,-0.0466931464,-0.0007455281,-0.0006103514,-4.51964318964149E-14,-0.0699631195
-0.247553816,0,-0.2059386441,0.0579174556,0.039325619,0.0519532501,-0.0234507937,-0.0186059024,-0.1678843794,5.31584838824636E-17,-0.0297213124,0.0017165191,-0.0021280803,-7.23493327271797E-16,0
-0.0582680792,-0.133072407,-0.266028883,-0.0482182225,-0.0396128736,-0.0251085815,-0.1841469923,-0.0658891456,-0.2382950794,-0.0414344149,-0.0235471695,0.0034249603,0.0008296026,-2.30004346694063E-15,0.0014786653
-0.437337943,0.4479041916,0.1928268369,0.0963622221,0.0839287741,0.0728855568,0.1860339597,-0.0125259398,0.0980696747,0.2235569798,0.1805158768,-0.002566534,-0.0012932506,-2.07208921308786E-14,-0.0046816557
-0.1083202512,0.063670412,0.2411783421,0.0758722967,0.0721720634,0.0681230677,-0.0613247499,-0.0012757031,0.1841270115,0.0137621993,0.1191850624,-0.0058317148,0.0005729384,2.3927361687326E-14,0.0011749942
-0.278021978,0.2649350649,0.370607173,0.0481430428,0.047847741,0.0533238464,-0.003752374,0.0987477097,0.3563975981,0.0476552046,0.1160056354,-0.0161623551,0.0004137781,-2.01478120307861E-15,0.0031345128
-0.2570391872,-0.3642857143,-0.0332354539,0.1605450745,0.1510729281,0.1729410546,0.3105906282,-0.0138776662,0.0085144463,-0.0894691021,-0.0391171725,0.0346671533,-0.0004493714,-1.21621830532558E-14,-0.0035019134
-0.0184294872,-0.0256603774,-0.1198572412,-0.0694523029,-0.0496811475,-0.0260946391,-0.1502763143,-0.0274101031,-0.040844039,-0.0072643165,-0.0980842431,-0.0003781724,-0.0006945753,-6.6539007595673E-14,0.002542713
-0.0182909196,0.0515151515,-0.0682048086,-0.0338732185,-0.0045266935,0.0063089312,-0.101300394,-0.0023868022,-0.0529141323,0.0191155869,-0.1750567,-0.0017334557,0.002315557,-1.73148733591917E-15,-0.0036591545
-0.0183946488,-0.0383458647,-0.0802627439,-0.1468550978,-0.1142958308,-0.1011386532,-0.240198786,-0.0111486943,-0.0753941955,-0.015142428,-0.0963568826,-0.0044377259,0.0008321201,1.07861214219838E-14,-0.0247965135
-0.0191928387,-0.2827977316,-0.2191565573,-0.0541547698,-0.0352364597,-0.0249542191,0.0277792194,-0.3247559265,-0.2481056482,-0.0931184923,-0.0133465558,-0.0285847583,0.0022765679,2.03480498432108E-14,0.0217939337
-0.1001107946,-0.2816568047,-0.3723018112,0.1209700006,0.1193683406,0.13371098,0.0742367421,-0.3822228829,-0.3439075388,-0.0797766632,-0.0465833483,0.0483081554,0.0005064049,-3.03392465103756E-15,0.0016268769
-0.1231742941,-0.1679012346,-0.3952645051,0.0504357103,0.0541548152,0.0827598287,0.0739400009,-0.3856839337,-0.3815283563,-0.0474300583,0.0088808478,0.0122802252,8.72527436245694E-05,-2.76066250365342E-15,0.0004629658
-0.1621794872,0.0860759494,-0.1941202093,-0.0540418238,-0.0433697396,-0.0189976249,-0.1208024594,-0.1801375494,-0.2369339326,0.1135942334,-0.1856868255,0.0043330194,-0.0002261963,-4.659714367393E-15,-0.000807928
-0.021199933,-0.2975,-0.291766318,0.0003935621,-0.0020292161,0.025274186,0.0003250743,-0.328467341,-0.3409164676,-0.0829654213,-0.281967739,0.0035436873,4.72933474488745E-05,7.9533879917711E-15,0.001100265
