"low_close_ratio","close_lastclose_ratio","close_ma5_ratio","volume_ma10_ratio","volume_ma15_ratio","volume_ma60_ratio","atr5_ratio","kama5_ratio","wma5_ratio","rsi5_ratio","slowk5_ratio","macdsignal5_ratio","macdhist5_ratio","cci5_ratio","cmo5_ratio"
-0.082464146,0.0289361702,0.1062667174,1,1,1,0.1032067337,0.251652389,0.1465923056,0.005562112,0.0651940724,0.0025930114,-0.0001617522,1.44215244844324E-15,0.0001883201
-0.1611721612,0.1584745763,0.1666393494,-0.0738514484,-0.0388738206,-0.0217307685,-0.0996629948,0.2792954642,0.1842466912,0.0247666779,0.0660217439,0.0026747934,0.0001488218,5.32603399377052E-16,0.0008082402
-0.0203147583,-0.0563146998,0.0694090478,-0.1221324938,-0.0851752948,-0.0680314523,-0.1378203197,0.0495296242,0.081234,-0.0335973672,-0.0119732136,0.0010821928,-0.0003467876,-2.97001249428449E-15,-0.0009551119
-0.2197915021,0.1135699374,0.1163806824,-0.1197961525,-0.0818942834,-0.0639984733,0.0257874478,0.1036897895,0.1269033664,0.0227661387,-0.0103752673,0.0009606363,-2.93012917123143E-05,1.51152485950204E-15,0.0008073834
-0.1575833074,0.0977412731,0.1440301302,-0.1299903189,-0.0890003081,-0.0746769894,-0.0938408451,0.1320847051,0.1505097743,0.0142117253,0.0495537925,0.0010608966,0.0001205007,7.18506702891276E-15,0.0004362869
-0.1365037768,0.0688259109,0.1372581082,-0.1355680443,-0.095340414,-0.0810948952,-0.0789804447,0.1398097752,0.150763956,0.0081971188,0.0911706823,0.0009528431,-2.26646540823677E-05,-2.61326832771243E-15,0.0002330328
-0.0579212454,0.0681362725,0.1463585987,-0.0958629735,-0.055986116,-0.0430589417,0.090768252,0.1237563793,0.1453999041,0.0071011921,0.0139861054,0.0007897573,-7.68323840733E-05,7.9132279233568E-16,0.0001938411
-0.1734196497,0.0134920635,0.0914714162,-0.1371452623,-0.1034636564,-0.0892221431,0.0393898765,0.1751612173,0.1143644057,0.0014000334,-0.0131781487,0.0002967302,-0.0004036092,-6.07656134618396E-15,3.69728983457183E-05
-0.1351495726,-0.0134653465,0.0353309055,-0.1688116126,-0.1327242207,-0.1176621675,-0.0863283166,0.0688416245,0.0567103146,-0.0129311082,-0.0434877506,-0.0003390977,-0.0014501795,-6.86066592564448E-15,-0.0003393257
-0.3757053757,0.1888888889,0.1499817885,-0.0828661753,-0.0487595018,-0.0379864298,0.32670489,0.1906584,0.1530352078,0.0223047957,0.0079381481,0.000353729,-0.0013504219,4.26067976691896E-14,0.0006235928
-0.0368589744,0.1312741313,0.2001808514,0.0961882985,-0.0230851862,-0.0105696529,0.0920268103,0.2227469683,0.1981963956,0.0073425658,0.0155411712,0.0009733975,0.0012188257,2.02269431458029E-15,0.0001858427
-0.2368913858,0.0772727273,0.1978612586,0.0784731304,-0.0340770845,-0.0196797384,0.1451379818,0.1950552533,0.1971550949,0.0031678817,-0.0134382839,0.0010239349,8.36352824040614E-05,-5.7043194525445E-15,7.78157424576686E-05
-0.48138081,0.4074906367,0.429570481,0.2090296145,0.0616126158,0.076254833,0.3630477138,0.4673926862,0.4220039002,0.0079308696,0.0451463593,0.0027263357,0.0012428226,5.87130150945443E-15,0.000192393
-0.0345675639,-0.0360424028,0.2474598009,0.1832673051,0.0546303118,0.0847329079,0.1074719343,0.205780673,0.2803168304,-0.0168187365,-0.0214584182,0.0017507785,-0.000155869,-2.25139237863942E-15,-0.0003960186
-0.35111023,0.2294849023,0.3124485378,0.0331349085,-0.0335877063,-0.0024677205,0.0076560467,0.3041442822,0.3346514654,0.0079643512,0.0016467403,0.0017321983,7.56062513442215E-05,-2.7482827516205E-15,0.0002008299
-0.0858092525,-0.175257732,0.0517273606,0.1029094833,0.11905105,0.0645330795,0.0978683645,0.0186284568,0.1007721365,-0.0679022231,-0.0336468481,0.0002071955,-0.0005792772,-4.80940316607142E-15,-0.0016580727
-0.0355786809,-0.2398589065,-0.2014799601,0.1997270404,0.225089099,0.1676942721,0.0046407044,-0.0084854677,-0.1242415442,-0.0808347338,-0.0949383852,-0.001542799,-0.0057259521,-3.82853757775334E-14,-0.0030594423
-0.2419729471,0.1989031079,-0.0156873227,0.0092675327,0.0457822115,0.0251456636,-0.1007590962,0.0001989879,-0.0162824537,0.0596857687,-0.0631220195,-0.00149954,-9.03638815355287E-05,-5.77219547700238E-15,0.027094358
-0.1216346154,-0.0362344583,-0.0426251896,-0.0728854634,-0.0306441106,-0.0385918088,-0.0851298269,-0.0003728658,-0.0358638858,-0.0140058775,-0.0564681167,-0.0017427778,2.53392133072065E-05,-7.65679978884278E-15,-0.0008253464
0,-0.2671428571,-0.1937152169,-0.0139350353,0.0274841546,0.019314485,0.2174659864,-0.0975075102,-0.2108429622,-0.0883109621,-0.1795959242,-0.0033932127,0.0004717411,4.15372123667969E-14,-0.0066279477
-0.3161621772,0.2022304833,0.0183178337,-0.0717227158,-0.03544036,-0.032340607,-0.0339046407,-0.0025610388,-0.0082995285,0.0914366711,-0.0586899918,-0.0030317868,-0.000216042,-4.27468429635286E-15,-0.0045503138
-0.0871932727,0.0490974729,0.0387709864,-0.0859213373,-0.0510951179,-0.0464911436,-0.133129993,0.0001783692,0.0465054424,0.015734299,-0.038403671,-0.0023096431,-0.0002696816,-2.39529437695463E-14,0.0025984601
-0.175645654,-0.0487455197,0.0137284343,-0.0749933949,-0.0518890983,-0.0449845077,-0.0010662532,-0.0027713456,-0.0049659228,-0.0211422988,-0.1126585795,-0.0024310048,-8.09102339510848E-05,-1.4194306623139E-14,-0.0020490714
-0.1238461538,-0.0490974729,-0.0091855223,-0.1248420479,-0.1077710275,-0.0957188871,-0.1143952448,-0.0062865159,-0.0231826829,-0.0241700478,-0.0849100303,-0.003160283,4.98630573733302E-05,1.62138250019931E-13,-0.0058558935
-0.0547698081,-0.2101818182,-0.1932468152,-0.0641677428,-0.060567257,-0.0514042792,0.0234393085,-0.0101296969,-0.1476246323,-0.0883186118,-0.246869797,-0.0072081075,0.000512993,4.26707507289759E-14,0.024460439
-0.0720797721,0.0893058161,-0.080931672,-0.1366728487,-0.1251966034,-0.1137438236,-0.2002941711,-0.0364255227,-0.082158953,0.0794446424,-0.1462389027,-0.011009895,-0.0001727292,-7.46935130553289E-15,-0.0017765073
-0.3749158022,0.3903703704,0.2462492113,0.1128793512,0.0396546735,0.0412929985,0.3323929642,0.0133756944,0.2024155985,0.1674809466,0.3131420389,0.0281390517,-0.0010360309,-3.59957683105501E-14,-0.0105676228
-0.2373358349,0.0357267951,0.2330461244,0.0883529394,0.0257102073,0.0286884351,-0.038683269,0.0290566178,0.2028024111,0.0068454804,0.1594205211,0.0176424119,0.0005927466,-1.70716544023081E-15,0.0003058322
-0.0512145749,-0.0473867596,0.1406393074,-0.0383835604,-0.0581260869,-0.0526402836,-0.0702281692,0.0206084144,0.1343277198,-0.0217084254,0.1163633848,0.0057752063,-0.0001743986,-3.76667761732148E-15,-0.0009079659
-0.0682860999,0,0.0559666556,-0.026199664,-0.0546587113,-0.051118362,-0.1787115381,0.08979956,0.1005818209,0,0.1911476175,0.0023860521,-0.0002787994,-4.52952403425208E-15,0
-0.0707692308,-0.2385964912,-0.189615424,0.1429778175,0.0808597375,0.0705732968,0.1522355722,-0.0079810408,-0.1207876067,-0.1060331498,-0.101402415,-0.0028296097,-0.0015979487,-5.13495312515338E-14,-0.0056798408
-0.2658680118,-0.0123636364,-0.1528786995,0.0567618301,0.0391682856,0.0220469515,-0.0512824833,-0.0860533778,-0.1462302545,-0.0064753884,-0.0902828304,-0.0053340049,0.0003376171,-1.94696131550041E-15,0.0002907247
-0.175645654,0.0619307832,-0.0520792474,-0.0221458699,-0.0199159103,-0.0317906463,-0.0843110948,-0.020161052,-0.0706168984,0.0556262424,-0.0368061335,-0.0061929397,-0.000187934,-8.37031810229704E-15,-0.0022400929
-0.1884479957,0.1718411552,0.1110309466,0.0330930184,0.0368879001,0.0219629173,0.0176245708,0.0023651299,0.0775845423,0.0989825217,0.1061431416,0.0015549414,-0.0007630027,-3.29831732190629E-14,-0.0153166399
-0.1233974359,-0.1915492958,-0.0296484014,0.0341788051,0.0479328404,0.0307688946,0.1232186923,-0.008210826,-0.050885536,-0.0857802918,0.1003772422,-0.0049331678,-0.0030279102,-1.29065087501898E-14,-0.0048319333
-0.1798663444,-0.1355072464,-0.1349962709,0.1010784945,0.1286964813,0.1109014023,0.1951457387,-0.0122883232,-0.1120346801,-0.0584795458,-0.0062809371,-0.0194775716,0.0010430408,-4.35339070972844E-13,0.0047297103
-0.1661801197,-0.1759704251,-0.2467880499,-0.0205872751,0.0023840362,-0.0007640818,0.0485382133,-0.0574260397,-0.214283112,-0.0700120593,-0.1937210825,0.081321485,0.0004196137,8.56518749014885E-15,0.001830564
-0.3692891549,0,-0.1863493799,0.0709969212,0.0817469864,0.0786273282,0.1648317763,-0.0844054254,-0.1805537198,0,-0.169751119,0.0105149056,-8.06261810580956E-05,-5.0301955914024E-15,4.84256411860537E-19
-0.0904346583,0.1419354839,0.0117769685,-0.0430360221,-0.0238094656,-0.0151040683,-0.1123139388,-0.051256281,-0.0427470115,0.1863359029,-0.0729629472,0.0019350365,-0.00045367,-1.45096511453829E-14,-0.0023461535
-0.1646182765,-0.0758364312,-0.011865351,-0.0445589234,-0.0237346225,-0.011931258,0.0464027526,-0.0491681547,-0.0428803792,-0.0387858239,-0.081555253,0.0008501675,-0.0003346005,7.83165041169759E-15,0.0029051834
-0.0567943729,-0.230075188,-0.1630203873,0.0978170372,0.0901641048,0.1158578803,-0.0157095469,-0.1244549731,-0.1634554104,-0.0960610277,0.0239082762,0.0029430049,0.0017879203,-1.35900112277962E-13,0.003279843
-0.199326744,0.3042801556,0.0883672912,0.0433937312,0.0475983482,0.0709198384,0.039706457,-0.0029593095,0.0818407322,0.3032222797,0.1559259837,-0.000940915,-0.000928102,-1.91370074587971E-14,-0.0034048943
-0.0365818392,-0.0633147114,0.0166866282,-0.0487887037,-0.0290804174,-0.0097198942,-0.157004458,-0.0028426703,0.0207718173,-0.0246748611,0.0552417578,-0.0015935317,0.000388081,-2.08690683250202E-16,-0.0123088926
-0.0194226931,-0.3962406015,-0.2683447099,0.0616899545,0.0683073477,0.096303405,0.2173176724,-0.1098375367,-0.255799149,-0.1141033449,-0.2389399982,0.0030626682,-0.0018091786,-5.42313925735041E-14,0.0186644346
-0.2417582418,-0.2443113772,-0.3744773184,0.199470453,0.1953506698,0.2558581186,0.1225248892,-0.1882637667,-0.3539912669,-0.0640635164,-0.1127448002,0.0053248294,0.0007485488,1.42636948200426E-15,0.0009280764
-0.556043956,0.0985507246,-0.2312833597,0.1651189499,0.1675847266,0.2359695798,0.1077852041,-0.055331661,-0.2115020701,0.102051196,0.0407294776,0.00266918,-0.0002063118,-4.68051781292022E-15,-0.0008897825
-0.0819433198,-0.2081632653,-0.2702009676,-0.0435252168,-0.0207144631,0.0230489647,0.0072498295,-0.4073835812,-0.3084417867,-0.0593739511,-0.0023989047,0.0023006432,1.74505380703154E-05,-4.06464737331794E-15,0.00096962
-0.1816948612,0.1002105263,-0.0546313755,-0.0130327104,0.0013604047,0.0524431819,-0.1719624382,-0.1535372973,-0.1333459086,0.1022462823,0.0099821736,0.0007348795,-0.0004203654,-1.90525208324707E-15,-0.0010163895
-0.49062702,-0.0846473029,-0.0683416601,-0.0068668919,0.0110423559,0.0652013765,0.1093296334,-0.0934523114,-0.0967220886,-0.0296019413,-0.0057143698,0.0002166257,-0.0004616047,2.99064490529984E-14,0.0005826452
-0.4136561819,0.2571428571,0.1386778239,-0.0006135359,0.0215910016,0.0817160445,-0.0559101002,-0.0071555284,0.1222369684,0.2023982141,0.1756431211,-0.0014996405,-0.0053736384,-2.23271165486833E-14,-0.003025107
-0.4931773879,0.2615384615,0.3239872993,0.0041486251,0.0255982711,0.0835823062,0.0332560549,0.0243510795,0.2801811064,0.0815031121,0.2837772731,-0.0036651315,0.0007913543,4.68517511718183E-15,-0.0298067939
-0.0378629153,0.0132553606,0.2321521256,-0.0102682402,0.0088531202,0.0676876749,-0.1453996338,0.0876023919,0.2411882408,0.0029813358,0.0218431527,-0.0051986103,3.1777352709631E-05,-3.22424418474622E-15,0.0001720607
-0.0967273283,-0.1455252918,0.0379453925,-0.0209228675,0.0052943784,0.0619151247,-0.0921975812,-0.0054665337,0.0656387223,-0.0549208367,0.027108807,-0.0051975935,-0.0002483037,-8.82963649219316E-15,-0.003042128
-0.079111945,-0.1487077535,-0.1407619223,-0.0391329797,-0.0176783967,0.0371225249,0.0112377587,-0.0177100497,-0.0725852608,-0.0552452455,0.0909049916,-0.0024610071,-0.0004698575,-2.89749361930642E-14,-0.0380123131
-0.0586190918,0.0829268293,-0.0752884772,-0.0920488442,-0.0795720613,-0.0362542402,-0.1322493934,-0.0022736067,-0.0474309129,0.0479934251,0.027935528,-0.0021856689,-0.0001792329,5.42950451452073E-15,-0.0024871256
-0.5344551282,0.4096385542,0.2619504413,0.0801055002,0.0518832745,0.118313214,0.227751216,0.0296793867,0.2196699916,0.1304923553,0.1533192821,-0.0128033589,0.0026396435,-3.26055670457363E-14,-0.0335894818
-0.3103622456,0.0643939394,0.2748589511,0.0270030302,0.0134935252,0.0732752263,-0.0575173546,0.044120884,0.2342321038,0.0098574875,0.1811129167,-0.175414028,0.0001238861,3.35390233295857E-15,0.0003976069
-0.1655518395,-0.0510318949,0.1593314284,-0.0325121133,-0.0384957193,0.0150637976,-0.0649199496,0.0682295018,0.1612149706,-0.0212135965,0.0976755109,0.010909458,-0.0001899379,-4.42156180295453E-15,-0.0007890383
-0.01926885,-0.3085066163,-0.1658495108,0.0407462478,0.0219670616,0.0850029411,0.0728258322,-0.0039811631,-0.096307944,-0.1018333895,-0.0520945072,-0.0011937037,-0.0007994401,-2.00517719724551E-14,-0.0046255782
-0.2254232254,0.175049505,-0.055666796,-0.0633934978,-0.0579454581,-0.0208965182,-0.1354839092,0.0109498912,-0.0052902306,0.0739389315,-0.0868873081,-0.0011072764,-0.000101323,1.11130352789321E-14,-0.0050955444
-0.0377161598,-0.0262548263,-0.0510606973,-0.0667921695,-0.0575047169,-0.0182258443,-0.0229393044,0.0072399067,-0.0582149444,-0.0102740762,-0.1345532857,-0.0016896438,0.000271296,-1.34789629534643E-14,-0.001576986
-0.0935650888,0.0527131783,0.0293241055,-0.1250355886,-0.1104464745,-0.0805707111,-0.1514839777,0.0135783109,-0.0017715931,0.0216609805,-0.0821163949,-0.0009313477,-0.0003448084,-3.1918856082937E-15,0.0062184487
-0.3231620778,0.2876923077,0.2650293337,0.0493677089,0.0297130681,0.073623776,0.1159128297,0.0279756301,0.2161622193,0.0806595351,0.0662389823,0.0056600548,-0.0044659864,1.30032348492241E-13,0.0085621542
-0.0356438433,0.0501845018,0.2106481541,-0.0582424944,-0.0581407205,-0.0278197242,-0.1654147674,0.3357247525,0.2250258242,0.0083798193,0.1168188766,0.0051976327,0.0001935,-4.11060572339692E-15,0.0003147479
-0.2242907801,0.2241758242,0.3105649683,-0.0077922543,-0.0098524453,0.0190216759,0.0254605536,0.3839088762,0.3054989269,0.0295738508,0.1520878018,0.0056377698,0.0003258598,-1.87429855800514E-16,0.0010428096
-0.1209864736,-0.0120567376,0.1849866788,0.0481508934,0.0305622693,0.0572775662,-0.1480801678,0.238128344,0.2132287357,-0.0057844734,-0.0056864066,0.003126083,-0.0001488808,-3.72397922795177E-15,-0.0001706023
