"open","high_close_ratio","close_lastclose_ratio","trsrange_ratio","obv_ratio","sar_ratio","atr5_ratio","natr5_ratio","b_middle5_ratio","dmi5_ratio","apo5_ratio","macdhist5_ratio","cci5_ratio","dx5_ratio","cmo5_ratio"
0.6236133122,0.0916984006,0.3282517826,-0.0232909861,0.01400365,-0.0322561528,0.0217315807,0.0016455557,0.197492163,0.0016539642,-0.0105042017,0.0077750057,8.66989261575985E-15,0.0016539642,0.0012398042
0.6339144216,0.1323076923,-0.1061672432,-0.0652576937,-0.0049122831,-0.03109396,-0.0598724779,-0.0585401601,0.2660788382,0,-0.112745098,-0.0004106227,-3.87376544714682E-15,0,-0.0004446064
0.6386687797,0.1575873258,0.0804216867,0.0337164751,0.0058722025,-0.029969176,-0.0315930678,-0.0393977567,0.3605546995,0.0001133025,0.0227941176,-0.0004528482,-1.4931811173147E-15,0.0001133025,0.0002861215
0.6402535658,0.3097279311,-0.2660767138,0.0332728373,-0.0072848583,-0.025296638,0.0011457876,0.0194919701,0.2600101368,-0.000498778,0.0069204152,-0.0025509458,-1.22662491287296E-14,-0.000498778,-0.0013700572
0.617274168,0.321593334,-0.3956283148,0.0263409962,-0.0099719187,0,0.0285600934,0.0596420074,-0.1829819277,0.0003141394,-0.0020588235,-0.0435687144,5.95195127183254E-14,0.0003141394,0.1271659036
0.6085578447,0.0966001404,0.1416498225,-0.0523186683,0.0054704811,-0.027959351,-0.0416928899,-0.0540399359,-0.279757392,-3.00641148147194E-19,-0.0078659371,-0.0002423283,-5.05482612975543E-15,-3.00641148147194E-19,-0.0006743529
0.6125198098,0.109827397,0.0559212076,0.0074374577,0.0039274089,-0.0269371339,-0.0299501196,-0.0360844086,-0.1999489275,0,-0.0164215686,-0.0009621401,-3.60725982500722E-15,0,-0.0005558202
0.6030110935,0.1253441296,-0.1529854828,-0.0351213282,-0.0044150111,-0.0259488913,-0.0547344286,-0.049965581,-0.3195266272,0.0001523026,0.2058823529,0.0001878871,5.95018469226224E-15,0.0001523026,0.0021079625
0.6077654517,0.3566245076,-0.2539632213,0.1167108753,-0.0061726052,-0.0249937398,0.0298087464,0.0505373532,-0.3092944546,0.0005245034,0.0114845938,0.001348554,9.94450727602113E-15,0.0005245034,0.0010575646
0.587955626,0.0998548621,0,-0.0505747126,0,-0.0378532116,-0.0390235739,-0.0423970948,-0.1066631551,0.0001070431,-0.000943693,-0.0004283025,-2.58657443222258E-15,0.0001070431,2.22446237582289E-19
0.589540412,0.1581939799,-0.0867080181,0.0674329502,-0.0106264186,-0.0539148448,0.0194009012,0.0270857836,-0.2213114754,9.58084939457785E-05,-0.0008403361,-0.0004563905,-1.3229795914194E-15,9.58084939457785E-05,0.0002050552
0.5863708399,0.1434229727,0.0291382923,-0.0604697651,0.0066618877,-0.0722521632,-0.0551596466,-0.0617057166,-0.2375366569,-4.60884957731179E-05,0.0003565062,-0.001311035,-4.9610893789308E-15,-4.60884957731179E-05,-0.0001873033
0.5950871632,0.3172500524,-0.0581186535,0.1685823755,-0.0075116364,-0.0656323874,0.0633365371,0.0730880533,-0.1888111888,-1.60675714178687E-19,-0.0017403411,-0.0012990174,-7.52826691153196E-16,-1.60675714178687E-19,0.000185317
0.5784469097,0.0285299606,0.1168707528,-0.0587027915,0.0052033976,-0.0595683042,-0.0364203022,-0.0468604043,0,0,-0.0043426767,-0.0057452025,-2.21799353077439E-15,0,-0.000846503
0.5935023772,0.0561518058,0.1734160361,0.0084291188,0.0056718366,-0.0540223311,-0.0241115883,-0.0371721966,0.0877573131,-0.0007120202,-0.0037815126,0.0064929706,-5.88648441818358E-14,-0.0007120202,-0.0024249045
0.5974643423,0.164955045,0.2275414656,0.1343390805,0.0091386764,-0.4895777185,0.0987222965,0.0901527923,0.2478401728,0.0130937627,-0.012254902,0.0019783775,-1.75075495161045E-15,0.0130937627,0.0025357695
0.6125198098,0.1380002006,-0.0417774996,-0.0689655172,-0.0055523804,0.0125492266,-0.040659449,-0.0415471668,0.209470305,0,-0.0701357466,-0.0003088664,-3.24556356067391E-15,0,-0.0003190927
0.6101426307,0.0963489047,0.0279606038,-0.0252873563,0.0071586959,0.0122785692,-0.0540896511,-0.0604745859,0.2508627555,-2.18368909124087E-19,0.0183073229,-0.0005365958,-2.65924041398803E-15,-2.18368909124087E-19,0.0001585569
0.6117274168,0.1240384615,-0.0139439422,0.0210727969,-0.0031101555,0.0120141638,-0.0330349686,-0.0350053986,0.1846396633,0,0.0034759358,-0.0009181088,-1.90006775523693E-15,0,-0.0001703267
0.6069730586,0.1677878264,-0.1535830823,0.0722495895,-0.0040703805,0.0117558482,0.031581846,0.0452129327,0.0211598746,-0.0004968194,-0.0009731834,-0.0025319639,-4.02759460191583E-14,-0.0004968194,-0.0017839812
0.6022187005,0.1124527531,-0.056659929,-0.0747126437,-0.0033055002,0.0115034655,-0.0680075926,-0.0704764762,-0.1198120595,8.27789594764141E-20,-0.0059055118,-0.0175210409,-3.93695004755612E-15,8.27789594764141E-20,0.0015534188
0.5998415214,0,0.2278436455,0.098339719,0.0060680456,0.0112568634,-0.0053573045,-0.0205938435,0.0141583639,-0.0001178644,-0.0052244582,-0.0038977225,-1.0867567218541E-14,-0.0001178644,-0.0029966261
0.6069730586,0.1232361429,0.0557757689,0,0.0069640016,0.0110158939,-0.0043209758,-0.0083745835,0.0283018868,0.0016278559,-0.0093037215,0.0048624258,5.01961131063431E-14,0.0016278559,0.0004272031
0.6133122029,0.1235558216,-0.0277435746,-0.0395114943,-0.0053269702,0.010780414,-0.0435738565,-0.0456065608,0.0212041885,0,-0.0187908497,-0.0007359227,-1.99717733926634E-15,0,-0.0003398038
0.6069730586,0.1256748529,-0.1808010251,0.0459770115,-0.0039934841,0.0105502846,-0.0029808015,0.0089833815,0.0070625163,-0.0006252404,0.0058823529,-0.005700053,-1.53514817122706E-14,-0.0006252404,-0.002289205
0.5990491284,0.1270153846,-0.1131703595,-0.0252873563,-0.0061184934,0.0103253706,-0.028272627,-0.0234084732,-0.0211820084,0.0023838927,-0.0294117647,0.0039804498,1.21053990498175E-14,0.0023838927,0.0013487186
0.5942947702,0.2899894626,-0.2859437751,0.1053639847,-0.0121404298,0.5052770633,0.0664921347,0.0938322567,-0.2755823083,0.000713677,-0.0861344538,0.0025956146,3.77201438796196E-16,0.000713677,0.0010213119
0.5824088748,0,0.2790889586,-0.0172413793,0.0066059978,-0.0108171921,0.0237588563,0.0069984516,-0.1713379164,9.51207479117905E-20,0.0121107266,-0.0014952502,-5.14915783267561E-15,9.51207479117905E-20,-0.0011485313
0.5942947702,0.0853598015,-0.0715813856,-0.0465819722,-0.0042296474,-0.010615509,-0.0369642949,-0.0356187489,-0.1939861629,-6.27600771771033E-05,0.0071157495,-0.0010977507,-4.43660525238551E-15,-6.27600771771033E-05,0.0012656325
0.5808240887,0.0429686687,-0.0720624433,0.0210727969,-0.0059415911,-0.0104173177,-0.0145869342,-0.011111688,-0.1374966497,0.0001671939,0.0031969309,-0.0003190028,1.4591044086148E-14,0.0001671939,0.0006627977
0.5903328051,0.0142266336,0.0725500106,-0.0090311987,0.004843125,-0.0102225676,-0.0204942723,-0.026927267,-0.0436422414,-0.0001896027,0.0003939076,-0.0025542801,-9.65964940343723E-15,-0.0001896027,-0.0007562781
0.5903328051,0.2171945701,-0.1873623526,0.0291777188,-0.0068701728,-0.0100312085,0.0095842908,0.023328901,0.007285483,6.51071615675681E-05,-0.0051150895,0.0295024452,-3.12464702668983E-13,6.51071615675681E-05,0.0028110389
0.5816164818,0.0869968388,-0.0146687983,-0.055316092,-0.0074374545,-0.0098431907,-0.0534031895,-0.0571186423,-0.1383868357,0.00009088,-0.0009803922,-4.70357907792011E-05,2.13350084043906E-15,0.00009088,6.21511467147499E-05
0.5808240887,0.175193634,-0.0734444628,0.1545338442,-0.0107877154,-0.0197207499,0.0577536552,0.0681161097,-0.1390997831,0.0001948134,-0.0016806723,0.0003008251,-8.46108969870886E-17,0.0001948134,0.000311688
0.5768621236,0.2075414781,-0.1626921479,-0.0126436782,-0.0092878311,-0.0345421519,0.0250534787,0.0386674237,-0.1839738348,6.85597433946306E-05,0.0014231499,0.0019561261,7.14363556314433E-16,6.85597433946306E-05,0.0004346358
0.5705229794,0.1156788567,0.2703249975,0.0561941252,0.0121238404,-0.0491774608,0.0864596535,0.0740207939,-0.0889132821,-0.0005583527,0.0012975779,-0.0036837087,-1.13990701158844E-14,-0.0005583527,-0.0012907222
0.5824088748,0.3265940231,-0.2783264204,-0.0048629531,-0.0172196437,-0.0455291269,0.0537243035,0.0790004945,-0.1338105727,0.0007359463,0.0037758347,-0.0052103504,-3.18365057818761E-14,0.0007359463,0.0142927657
0.5673534073,0.0888219473,0.0300782372,-0.0556321839,0.0081392626,-0.0421317035,-0.0357297428,-0.0407123608,-0.1120641948,0.0001070028,-0.0006325111,-0.0013471501,2.32525905436897E-15,0.0001070028,-0.0002164215
0.5713153724,0.1036256052,0,-0.0361247947,0,-0.0518171485,-0.0592393798,-0.0643605224,-0.0750208391,-8.7540585722094E-05,-0.0014871117,-0.0045273919,-4.09261749672347E-15,-8.7540585722094E-05,3.34687015656786E-19
0.5697305864,0.0873558354,0.1799646137,0.1011494253,0.0081296217,-0.0469460145,0.0116932606,0.0006781828,0.0977988298,-0.0006022539,-0.0069852941,0.0273010217,-2.00537841592043E-14,-0.0006022539,-0.0016760247
0.5768621236,0.1924475524,-0.1769940836,-0.0140485313,-0.0066933107,-0.042506186,-0.0064721431,0.0048648956,-0.127429206,0.0005374654,0.0017507003,-0.0013290446,-1.11960561580309E-14,0.0005374654,-0.0054845194
0.5713153724,0,0.1649675626,-0.0395114943,0.0083277097,-0.0384643107,-0.0447766228,-0.0587568778,0.0979079498,-3.159851441768E-19,-0.0096996245,0.0025852371,-5.25233190273914E-14,-3.159851441768E-19,-0.0018030188
0.5760697306,0.0144598571,0.0886189386,-0.0344827586,0.0082315077,-0.0347887233,-0.0638916461,-0.0747137597,0.1275708727,0.0001939006,-0.0294117647,0.0010530105,1.02832202602099E-14,0.0001939006,0.0024999726
0.5800316957,0.1612614532,-0.1464875897,0.158045977,-0.0066834031,-0.0314495377,0.0373725272,0.051080752,0.0522821577,0.0002029637,0.015625,-0.0013794001,-1.055471336356E-14,0.0002029637,-0.0018325316
0.5625990491,0.2252045827,-0.2524780563,0.0070242656,-0.0055833036,-0.0065988188,0.0371862818,0.058637231,-0.1639977913,0.0009353516,-0.015597148,-0.0052254884,7.30697992995824E-14,0.0009353516,0.0059259623
0.5610142631,0.1204508152,-0.0304195505,-0.073200242,-0.005541415,0,-0.064437639,-0.0681707247,-0.09,0,-0.0367647059,0.0015623024,-2.70497575330144E-15,0,0.0001059356
0.559429477,0.0149500217,0.0762652316,0.0158045977,0.0086063545,-0.0384676862,-0.0478074906,-0.0566291164,-0.135451505,9.81303413527993E-05,-0.1519607843,-0.0013424125,-3.18725945592166E-15,9.81303413527993E-05,-0.0005891038
0.5570522979,0.2769230769,-0.3029065414,0.1826309068,-0.0137736041,-0.0441984608,0.089546522,0.120925894,-0.3327731092,0.0002737217,0.0320378151,0.004417812,9.95451258561165E-15,0.0002737217,0.0018077032
0.5483359746,0.0765891128,0.0467567946,-0.0804597701,0.0090622821,-0.0678773887,-0.0609275479,-0.0690152062,-0.2373794668,0,0.0062789161,-0.0006902026,-3.2302594731765E-15,0,-0.0002643554
0.5475435816,0.0303284108,0.1086255296,0.0948275862,0.0095655869,-0.0575154456,0.0048463486,-0.0019666829,-0.0540772532,5.57186708596423E-05,-0.0017369152,-0.0024866522,-4.70297811667152E-15,5.57186708596423E-05,-0.0007490202
0.5530903328,0.1072247579,-0.1075361618,-0.0180623974,-0.0079802073,-0.0486703719,-0.0155269427,-0.0097881965,-0.0928899083,0,0,-0.0016035904,4.84287401281928E-15,0,0.0009985505
0.5372424723,0.1417582418,-0.2948407232,0.0842911877,-0.0149049207,-0.0411387461,0.0666519338,0.0947015941,-0.2796317606,0.000108336,0.0023634454,0.0615857507,1.44930392454858E-14,0.000108336,0.0010321308
0.5348652932,0.2208414536,-0.0159566839,-0.0126436782,-0.00869328,-0.0690542554,0.0304028209,0.0341471857,-0.1334302326,1.2132144955112E-19,-0.0030542986,-0.00008503,-4.57744639441566E-15,1.2132144955112E-19,2.39582337718556E-05
0.5332805071,0.1407112828,0.095882786,-0.0210727969,0.008849897,-0.0724355735,-0.0025889592,-0.0091323092,-0.1104294479,-7.24187505327827E-05,-0.0024271845,-0.0022642199,-5.64344362588576E-15,-7.24187505327827E-05,-0.0005515093
0.5340729002,0.1109166283,-0.1425495186,-0.0084291188,-0.0065727633,-0.0584893767,-0.0107261298,-0.0021654717,-0.2376063362,7.41949497301976E-05,0.0039329685,0.0004989612,1.82269997616234E-14,7.41949497301976E-05,0.0005653233
0.529318542,0.175347544,-0.0642089315,0,-0.0067710589,-0.0193191241,-0.0087229012,-0.005221617,-0.215744303,9.86343946629364E-06,0.0020237453,-0.0001625219,1.73872559962824E-16,9.86343946629364E-06,0.0001544745
0.5150554675,0.2492452602,-0.4360211932,0.144499179,-0.0122715478,-0.0570878157,0.1354529489,0.1837431747,-0.2819212411,0.000062743,-0.0001185958,0.0192886259,6.16148871684564E-15,0.000062743,0.0005452576
0.4857369255,0.2413430218,-0.3871687693,-0.0168582375,-0.0178967724,-0.0690083552,0.060329129,0.0948156081,-0.46397347,1.58257111324045E-05,0.0047824008,0.0021928588,-2.49573169776831E-15,1.58257111324045E-05,0.0001434766
0.4936608558,0,0.5239197834,0.0194518126,0.0144052529,-0.1485264274,0.0712913408,0.0404983717,-0.2733128834,-0.0003767565,0.0017141826,-0.0023254416,-6.29325941913783E-15,-0.0003767565,-0.0010527726
0.5134706815,0.2851639644,-0.2164558857,-0.054789272,-0.0109125397,-0.1211178961,-0.0279418298,-0.0162343248,-0.3095754571,-0.0001665826,0.0005656109,-0.0026124932,-5.35022399666255E-15,-0.0001665826,0.0009409329
0.5047543582,0.2355876238,-0.033986978,0,-0.0089613793,-0.0475742305,-0.023343372,-0.0231657987,-0.2962382445,0.0001289993,0.0006224712,-0.0408937936,-8.88595418779873E-15,0.0001289993,0.000086934
0.5031695721,0,0.4261880591,0.0594996619,0.0117115768,-0.4472231294,0.0335432308,0.0076849426,0.1454833597,-0.0005360849,-0.0038817557,0.0154579866,-1.60162648037633E-12,-0.0005360849,-0.0017095868
0.5118858954,0.1310788283,-0.1311668693,-0.0505747126,-0.0111958148,0.0110243953,-0.0373916816,-0.0322619822,0.2723833544,-8.78974753040423E-19,-0.0090263692,-9.0443753272281E-05,-3.57050843230506E-15,-8.78974753040423E-19,-0.0018935293
0.5063391442,0.3596713966,-0.4647692939,0.1180076628,-0.0144476897,0.010788722,0.0616840113,0.1024869563,-0.2191011236,0.0022091091,-0.0018382353,-0.0025166472,-2.31276016567384E-14,0.0022091091,0.0124090037
0.4984152139,0.0507249939,0.1388076578,-0.0741181134,0.0102160873,0.010558404,-0.0585794814,-0.0719787058,-0.0424795469,1.10416128532054E-19,-0.0096038415,0.000306824,-3.0495397409124E-15,1.10416128532054E-19,-0.0005483041
0.4960380349,0.032668566,0.3768428346,0.2423371648,0.0234068008,0.0103333063,0.1025575425,0.0833364298,0.1616766467,-0.0006171107,-0.0467128028,0.019375231,-1.07228167973081E-14,-0.0006171107,-0.0020737744
0.5142630745,0.3065666041,0.1323813774,-0.0288998358,0.0179706128,0.0084379523,0.0246466771,0.0177206966,0.0169172932,0.0030687232,-0.0059618442,0.001245966,8.61483218951921E-14,0.0030687232,0.0011661315
0.5229793978,0.03197769,0.0980752277,-0.0421455939,0.0092290616,0,-0.0312561417,-0.0401386277,0.1352536005,-0.0001302678,-0.0106951872,0.0002057886,-3.42970085620145E-15,-0.0001302678,0.0004760542
0.5182250396,0.6206509813,-0.5021293634,0.1334610473,-0.0153010694,0.030565652,0.0851438113,0.1322183327,0.1093457944,-0.0007101844,0.0955882353,-0.0024214752,-1.00958427432967E-14,-0.0007101844,-0.0023076157
0.499207607,0.255255998,-0.1529414011,-0.054675365,-0.0090600939,0.7307240415,-0.0227505467,-0.0147167279,-0.033509153,0.0108404847,0.0003267974,-0.0111525287,1.5429566521172E-13,0.0108404847,0.0006599611
0.4920760697,0,0.2585906326,-0.0240831965,0.0083563025,-0.01369228,-0.0403617869,-0.0596755566,-0.0922646785,0,-0.0095907928,-0.0020582398,-4.06490264389473E-15,0,-0.0011923857
0.5087163233,0.0487770294,0.2356679465,0,0.0083513235,-0.0134419329,-0.0343964072,-0.0519612615,-0.0420822943,-0.000290793,-0.0064338235,-0.0130571838,-1.52821115991118E-14,-0.000290793,-0.0074692594
0.5118858954,0.0641491841,0.1482427405,0.029749831,0.0092603986,-0.0131957406,-0.0048565759,-0.0149662958,-0.0168591945,0.0008411299,-0.0294117647,0.0022472153,1.30427565122926E-14,0.0008411299,0.0009390914
0.5213946117,0.2081694402,0.0162468054,-0.0180623974,0.0092285336,-0.647682474,-0.0221808407,-0.0251448855,0.2530459231,0.0003322444,-0.0277777778,-9.20264078885221E-05,-4.82117726740009E-16,0.0003322444,6.5743855417351E-05
0.5324881141,0.0154519933,0.3893334305,0.0491698595,0.0118296435,0.0147494157,0.025744333,0.0019084335,0.5264623955,0.0002217684,0.1231617647,0.0016875231,2.8034562770687E-15,0.0002217684,0.0012012424
0.5451664025,0.1549724068,-0.0313077126,-0.0606896552,-0.008957855,0.0349462533,-0.05294805,-0.0555975227,0.3770491803,8.47338256299055E-05,0.0111764706,-0.000485852,-2.19993015081071E-15,8.47338256299055E-05,-0.0001370212
0.5269413629,0.0797034291,-0.2982942017,0.1361626879,-0.0064277389,0.0554056679,0.0462558255,0.0721767272,0.1050898204,-0.0007212129,0.0020053476,-0.0024063395,-1.33157205911218E-14,-0.0007212129,-0.0012319973
0.5261489699,0.0788719477,0.1130425316,-0.0608769689,0.0048625491,0.0517154995,-0.0455212472,-0.0564086068,0.0885773934,0.005270326,0.0012745098,-0.0041853542,-4.4122162838149E-15,0.005270326,0.0035113338
0.5324881141,0.1402968166,0.1278437146,0.1083743842,0.0073088394,0.0482936995,0.0403046122,0.0348385816,0.144470868,0.0009811998,-0.0010826416,-0.0039673232,-1.50698710714815E-14,0.0009811998,0.0010515917
0.5388272583,0.2211710677,-0.1421296378,-0.0583554377,-0.0070545991,0.0451178874,-0.0444609132,-0.0393372195,-0.1197516263,1.71640266569684E-19,-0.007596416,-0.0276271182,-2.6674120450282E-15,1.71640266569684E-19,-0.0010521314
0.5396196513,0.0464237517,0.2240604208,0.0270935961,0.0056906247,0.0421679109,-0.0180770159,-0.0338900168,0.008019008,0.0001221169,-0.0090652699,-0.0029198315,9.51174012321483E-14,0.0001221169,0.0050092672
0.5475435816,0.154745839,0,-0.0520622042,0,0.039425579,-0.0630096548,-0.0684567313,0.1603325416,0.0002337663,0.0036764706,0.0040604893,6.84854142835909E-16,0.0002337663,0
0.5427892235,0.2689663102,-0.2351511308,0.1264367816,-0.0062862394,0.050141035,0.0203056234,0.03860649,-0.0159386068,-0.0006467818,-0.0054621849,-0.0362887398,-1.51034797571839E-14,-0.0006467818,-0.0017456445
0.5356576862,0.2235062072,-0.0961694311,-0.0189655172,-0.0101826097,0.0458363215,-0.0063721564,-0.0005072319,-0.1275841701,0.0015191012,-0.0227272727,0.0017565733,4.59615613912628E-15,0.0015191012,0.0018744112
0.5277337559,0.2427664079,-0.145559614,0.029749831,-0.0102871698,0.5240508955,0.0246486631,0.0369994093,-0.128189911,0.0008162437,0.0012254902,0.0008393131,8.00289307089337E-16,0.0008162437,0.0010374778
0.5190174326,0.112945591,0.0327917173,-0.0541871921,0.0069050386,-0.0103830727,-0.0456160239,-0.0515908776,-0.2254025045,2.74412277300853E-19,0.0328054299,-0.0005058949,-3.08919102258765E-15,2.74412277300853E-19,-0.0002634711
0.530110935,0.0631917336,0.2288421981,0.0632183908,0.0074992921,-0.0101889182,0.0070799228,-0.0074271814,-0.1136500301,-0.0006965313,0.0119047619,-0.0021910217,-1.54154696970658E-14,-0.0006965313,-0.0018766654
0.5316957211,0.0950713957,-0.0320086315,-0.0491698595,-0.006684096,-0.009998146,-0.0478237538,-0.0499702825,-0.0081521739,0.0017489608,-0.0001934985,-0.0032215248,8.70014350395981E-16,0.0017489608,-0.0007145775
0.5309033281,0.1245248869,0.1926267946,0.1034482759,0.0103544549,-0.0098107065,0.0328152173,0.0223899285,0.138628813,0.0018921044,-0.0064705882,0.0408042207,9.277672097443E-15,0.0018921044,0.0069462153
