"high_close_ratio","close_ma5_ratio","close_ma15_ratio","volume_ma60_ratio","sar_ratio","adosc5_ratio","b_upper5_ratio","kama5_ratio","willi5_ratio","mom5_ratio","macd5_ratio","macdhist5_ratio","cmo5_ratio","rocr5_ratio","ultosc5_ratio"
0.0350039777,0.1672574737,0.0520480603,-0.0283279429,-0.029223687,0.0065377995,0.1248044205,0.051632753,-0.0131111314,0.0105263158,-0.0054350093,0.0018697448,0.0103304424,0.0614374096,0.0069771194
0.0349622567,0.1046144245,0.0538504098,-0.093779339,-0.3379313465,0.0020346962,0.0193018093,0.1194285409,0.0026809026,0.0095238095,0.0103929607,-2.17995090037282E-05,0.0001113655,0.0863618776,0.0583221933
0.1496598639,0.0295478583,0.0265905693,-0.066655492,0.0072718275,-0.0004992407,0.0139623173,0.0140545605,0.1055203282,-0.015,7.50477937959348E-05,-0.0008325087,-0.0014077618,-0.187854986,-0.1195897125
0.0444444444,-0.0554990804,-0.0048146396,-0.1028247084,0.0161160105,-0.0002469817,-0.0237438843,0.000529032,0.012111372,-0.0068376068,-0.001913427,-0.0017537345,-0.0035842139,-0.0273840018,0.0194224132
0.1256629947,-0.1163411337,-0.0371346107,-0.0646691934,0.0154245779,-0.0027096071,0.0175632445,-0.0023483431,0.0142308621,-0.0345679012,-0.0053118534,-0.0084574492,0.0074056802,-0.0975975696,-0.0959698502
0.0875099443,0.0659845236,0.0843775193,-0.0006809597,0.0147647259,-0.013665905,0,0.0009249021,-0.0175777225,-0.0222222222,-0.0199785384,-0.0034619832,-0.0050851888,0.0352895805,0.0325326575
0.1709611452,-0.0925661103,-0.0364864199,-0.0096792751,0.0141348525,-0.0118734341,-0.0321661311,-0.0118608678,0.0493286087,0.1066666667,-0.0061963706,-0.0057652287,-0.0046274244,-0.1649482945,-0.1195162878
0.1459369818,-0.1389520654,-0.0884241304,-0.0540390784,0.0135334501,0.0047448477,-0.0085446583,-0.0301143587,0.0016944637,0.0046296296,0.0155262979,0.0026309742,0.0018699065,-0.0368540812,-0.0640983724
0.0543881335,-0.0670996184,-0.0571257418,-0.0723775646,0.0056837449,0.0011408437,-0.022208895,-0.0086104836,-0.0029246211,-0.0099616858,0.000698279,-0.0005228722,-0.0009220999,0.092123724,0.0004216776
0.0367125574,-0.1241518867,-0.1116742399,-0.0618401497,0.3179535543,0.0001756137,0.0024917466,-0.0170823737,0.0018086546,0.0027777778,0.0015215791,0.0002604635,0.0017407024,-0.0155117118,0.0272719406
0.1712062257,-0.2578749052,-0.2547837632,0.0006381146,-0.0069999657,0.0013358123,-0.0884738295,-0.2734774471,0.0026261903,0.0604938272,0.0033291536,0.0021093359,0.0018150394,-0.3415117927,-0.3237119194
0.4608378871,-0.4695958472,-0.4513385953,0.0790575818,-0.0194955929,0.0013727698,0.0916658018,-0.4235795155,-0.0016427659,0.0053067993,0.0030639302,0.0016095977,0.0006744562,-0.137182497,-0.1191679318
0.1490082245,-0.6735356537,-0.6519983169,0.0695911756,-0.0451364764,0.0002034687,0.074371348,-0.5743586987,-0.0018475537,0.0085676037,0.0021787037,0.0008764199,0.0002819695,-0.2644737502,0.1189871579
0.3539467069,-0.6688781185,-0.7518055537,0.0442049779,-0.0854370239,-0.0001040699,-0.1532983437,-0.6361918035,-0.0023103221,0.0059903382,0.001111305,9.78326994982116E-05,9.71229389258042E-05,-0.2518905848,0.2203427688
0.4214559387,-0.8720712583,-1,0.217381756,-0.1281885513,0.0004224501,-0.2385429441,-0.8195538046,0.0046101207,0.0066971081,0.0011827851,0.0003719697,0.0001232083,-0.4033636688,-0.0606408057
0.3193548387,-0.4635258951,-0.8657247859,0.1313098711,-0.1656190818,0.0009817785,-0.4732684162,-0.3040333262,-0.0017801979,-0.0045614035,9.74535797410231E-05,-0.0007433422,-0.0004450644,0.317348313,0.0033945318
0.1579487179,0.0423967412,-0.6201954291,0.0829492505,-0.1504346694,-0.0001106975,-0.4790044572,0.0038632135,-0.0111881496,-0.0101545254,-0.0006066422,-0.0019319727,-0.0013109971,0.6011027655,0.318875034
0.3281893004,0.1130043483,-0.5664123176,0.0689335802,-0.1599284155,0.000243913,-0.2710902183,-0.0011055184,-0.0010877383,-0.0111111111,-0.000608893,-0.0106209838,7.75980946199373E-05,0.3410219589,-0.0193430509
0.2030769231,0.1656614579,-0.4893173955,0.1173087864,-0.1418074543,0.0004252755,-0.0880297313,0.0005389524,-0.0077063082,-0.0151761518,-0.0006791433,0.0014869766,-0.0002039863,0.244625305,-0.0771605859
0.3301178992,-0.1808069572,-0.5945242852,0.108338775,-0.1252990558,0.0003842761,-0.0489100366,-0.016073171,0.0266898753,-0.0444444444,-7.76625069635532E-05,-0.0007215309,0.0013013677,0.2408786802,0.0271149849
0.5399543379,-0.5348968028,-0.7474923894,0.0654417993,-0.110360122,0.0003978166,0.1816550705,-0.1032304466,0.0122261606,-0.0837606838,0.0005580463,-0.002261383,0.0007179801,-0.4483385094,-0.0966345494
0.2933333333,-0.7176627163,-0.8771140428,0.0698399183,-0.1256781008,0.0001084168,0.0636166438,-0.7909094566,-0.0023061528,0.0395061728,0.000689767,0.0322273886,0.0003136443,-0.5863536723,-0.2494529322
0.2283272283,-0.542191188,-0.8085036179,-0.0267636772,-0.1889270518,6.69150530953667E-05,-0.1793081081,-0.5298272297,0.0006724326,0.0004444444,0.0001376556,-0.0003759897,2.91191891803737E-05,-0.0242690129,-0.0070358379
0.0653594771,-0.1460570347,-0.6053257568,-0.0445082986,-0.1606327511,-0.0001903257,-0.4707563056,-0.1159477421,-0.0039970662,-0.002832244,-0.0004281083,-0.0027162647,-0.0008778024,0.1401853679,0.1427604063
0.2666666667,-0.1059107038,-0.5804804098,-0.0320575062,-0.1358258074,-0.0001970902,-0.5028742776,-0.1383188531,0.002157698,-0.0042446941,-0.0003115051,0.003606442,0.0002956081,0.1414221986,0.0644918666
0.289646918,0.0547768545,-0.4353885261,-0.0146029285,-0.1142994957,-4.12956021403006E-05,-0.2805323692,-0.0241935579,-0.0101749607,-0.0138888889,-0.0005759793,0.0019838394,-0.0006185287,0.453370427,0.1114848093
0.0127536232,0.2223134665,-0.227022651,-0.0496036933,-0.0957864614,-0.0003412279,0.187561136,0.0184998059,-0.020441562,-0.0427983539,-0.0010321683,0.0014186115,-0.0018654486,0.5543269112,0.1713986324
0.0357723577,0.5474107768,0.1146995287,0.0149447453,-0.4443728016,-0.0006487068,0.512100982,0.2912214422,-0.0162107568,0.0391111111,-0.0022235318,0.0013610087,-0.0091544734,0.4463179306,0.2992950862
0.06875,0.6456061155,0.3184039495,0.0023991925,0.0162545845,-0.000800506,0.463573444,0.3822095601,0.0120104439,0.0032206119,-0.004475134,0.0004208384,0.0013407475,0.0739560737,0.0410208164
0.011011011,0.6541371258,0.4855113988,0.0101672007,0.0428286347,-0.0013733783,0.3867536995,0.6659665372,-0.0218202163,0.0104078762,0.0587397169,0.0001264813,0.000682003,0.354268129,0.1649553136
0.3389830508,0.2292425253,0.3401879434,-0.0138196457,0.073530622,-0.001197431,0.0127694417,0.1105507808,0.6734089701,-0.0045977011,0.0008246241,-0.0006582069,-0.0010965903,-0.2178057059,-0.0108712989
0.2091917591,-0.1036067358,0.2135714355,-0.0614635684,0.1001817438,-0.0001323525,-0.1906365033,-0.0059426039,0.0250370279,-0.0086956522,-0.0008075476,-0.0011850014,-0.0017637702,-0.3354330259,-0.0768808138
0.2444444444,-0.4209039548,0.0020400094,-0.0416510844,0.0904613003,0.0015170165,0.072334261,-0.0139573358,0.0294899291,-0.0281746032,-0.0027839289,-0.0029260434,-0.0072902284,-0.6399094519,-0.1586749176
0.2978003384,-0.418285397,-0.0369625873,-0.0320193036,0.0818309709,0.0007622866,0.0356144479,-0.1106353748,-0.0030883999,0.0503703704,-0.0065197507,0.0035186123,0.0009575735,-0.3083628361,-0.1014427162
0.1250645995,0.2521998841,0.3661167991,-0.0262780884,0.007891732,-0.0003463312,-0.1507802249,0.0098344016,-0.0157929538,-0.0126984127,-0.012390618,-0.0026075553,-0.0049173475,0.281191591,0.0810824436
0.0112820513,0.3076314074,0.3680144417,-0.0111076187,0,-0.0014723058,0.0070879365,0.002268294,-0.01983827,-0.0232804233,0.0040620866,0.0042345962,0.0003569179,0.1969147719,0.1462648755
0.3075268817,-0.0139272584,0.1028966748,-0.0498402711,0.0734020583,2.29777786972687E-05,-0.030805247,-0.0022347127,0.1286833271,-0.2666666667,-0.0017851561,-0.0023308476,-0.0029704222,-0.1092387826,-0.0619387028
0.2333891681,-0.274167559,-0.0963039664,-0.0566972035,0.0666095544,0.0017322051,0.0058726009,-0.0040931939,0.0164428696,-0.0161616162,-0.0055049568,0.0274721572,0.0111240571,0.0729625169,-0.0200607776
0.2306843267,-0.2221209988,-0.0649007126,-0.0879195706,0.7565243232,0.0007618558,-0.0331754983,-0.0084411361,0.0038667843,-0.1185185185,0.005819462,-0.0001706974,-0.0009495174,0.1564533243,-0.0266449189
0.047008547,0.0582364897,0.0475438461,-0.0678940482,-0.0128313068,-0.0002358724,-0.1096683964,-0.0030740599,-0.0111360572,-0.0581196581,-0.0030084697,-0.0017714764,-0.0040236211,-0.3078092765,-0.1153076965
0.1296891747,0.1010812289,0.0004917977,-0.1012151064,-0.012605126,-5.9148985359389E-06,-0.234045263,-0.0077841832,-0.0005252381,0.0074074074,-0.0046470208,-0.0031943913,-0.000822259,-0.0626959073,-0.137816744
0.0795865633,0.3101187247,0.1347252683,-0.0153163466,-0.0123824037,-0.0010533231,0.1978828463,0.0271660521,-0.0190490319,-0.0420634921,0.1729328416,0.0186521305,0.0112934084,0.5025566069,0.3975262118
0.2049689441,0.1860413734,0.1128989845,-0.0213143825,-0.0121631056,6.19257995368309E-05,0.0721053472,0.1207898104,0.0302617934,0.0195555556,0.0018192919,3.86732896524497E-05,-0.0001541799,0.2128684838,0.0356713396
0.2284153005,-0.217780399,-0.1210703686,-0.0235672019,-0.0119471971,0.0015089526,-0.0265051265,-0.005950962,0.0637591464,-0.0193853428,-0.0032199591,-0.0030797497,-0.0043405764,-0.367732896,-0.0889400609
0.2520045819,-0.4484266007,-0.2876724275,-0.0356217167,-0.0117346431,0.0015148606,0.1285833902,-0.1329117188,0.0009898717,-0.1777777778,-0.0209867757,0.0066781395,0.0029744269,-0.4410178487,-0.2271307802
0.2888127854,-0.3410777246,-0.242569227,-0.0121142963,-0.0278108207,0.0008734574,0.0069439467,-0.0956075672,-0.0018383332,-0.0021164021,0.0023623525,-2.85581180427005E-05,-0.0002104526,0.0384204531,-0.0594983068
0.1092715232,-0.0095366103,-0.080595635,-0.0256429508,-0.0421723556,0.0001995637,-0.2040166403,-0.0495686659,-0.006599145,0.001754386,-0.0009176546,-0.001362034,-0.0021516619,-0.0151857994,-0.0578946941
0.1303177167,0.2307866063,0.0218451651,0.0288691597,-0.0399592252,-0.0003136811,-0.2366537307,-0.0011928915,-0.017851825,-0.0086720867,-0.0023240724,-0.0036314658,-0.0078077886,0.1523795226,0.2168229784
0.1065891473,0.85054043,0.4824799193,0.2946127782,-0.6307723882,-0.0020294768,0.7531521667,0.2491469169,-0.015597979,-0.0915555556,-0.0179077688,0.0126990267,0.0089690282,1,0.4354349383
0.3405902274,0.5909942859,0.4660356036,0.1580374004,0.0220587154,-0.0022320982,0.3324994952,0.5316034939,0.0433743802,0.0082621083,0.0027878289,0.0001427076,1.77464581455457E-05,0.2862018332,-0.0222439325
0.0741811175,0.3679300749,0.4654191401,0.089691424,0.0514771771,-0.0399155203,0.1175928451,0.3107324079,0.0007340567,0.0002076843,0.0007765766,-0.0004200765,6.33384328912449E-05,0.0052736864,0.1056750311
0.2954436451,0.1960657176,0.4472545049,0.1829820881,0.0489438307,-0.002865516,-0.0121579348,0.1948638642,-0.0008874712,-0.0034979424,0.0002030125,-0.0006863268,7.17754016616935E-05,-0.1667669426,-0.0802129501
0.2083897158,0.3951635925,0.6871740251,0.2940698477,0.070913623,0.0431091656,0.0493627335,0.4853647484,-0.0088469787,0.0070818071,0.0012398745,0.0007258962,0.0007130966,0.2164823591,0.0316145159
0.1981981982,0.294065605,0.6208345154,0.0384809201,0.1139456848,0.0012763187,0.1838875067,0.2683979863,0.0066449844,-0.0125925926,0.0002925179,-0.0004931383,9.09012782607876E-06,-0.5712876907,-0.0754354859
0.0676328502,0.33810901,0.681809547,-0.0064904002,0.1026287757,-3.48796441364556E-05,0.2021096866,0.3007326243,-0.0171988064,0.0076923077,0.0003276636,-0.0002917276,0.0001660791,0.1394701034,0.0917809979
0.3666666667,0.052997901,0.4894456458,0.1173446017,0.1208944409,0.0004266953,-0.0139457144,0.004407314,0.1650464554,-0.006984127,-0.0004882978,-0.0018996761,-0.001224378,-0.1687205685,-0.1134624873
0.0099773243,-0.0737860872,0.4102888279,-0.0117226216,0.1386487596,-0.000476265,-0.1668543096,-0.007597933,0.0116945321,-0.0037037037,-0.0006743554,-0.0124667093,-0.0005637539,-0.0636840039,0.0905051597
0.1205479452,-0.1051086881,0.3344560037,-0.0057276794,0.1189075733,-0.0003706174,0.0101590504,-0.0045499468,0.0030638887,-0.0272222222,-0.0008342978,0.0016353316,-0.0007787266,-0.3802171713,-0.0527491848
0.0502283105,-0.0858759628,0.2772516207,0.0128821691,0.1023478422,-0.0010585434,-0.0013088934,-0.0051918864,-0.0034779278,0.0024691358,-0.0008219316,0.00025766,0,-0.0077923209,0.0602638562
0.162962963,-0.1084903579,0.1473204955,-0.0181389517,0.0883637236,-0.0006057869,-0.156091709,-0.1412917984,0.0054758863,0.0644444444,-0.001253962,0.0003618131,-0.0026042081,-0.22136115,-0.0499649402
0.0704160951,0.0019785064,0.1409823597,0.0188674975,0.6373986272,-0.0019902906,-0.0567987979,-0.001332287,-0.015635208,-0.015954416,-0.0006615234,-0.0004697965,-0.1566996182,0.2219837415,0.1450475259
0.1521438451,-0.0337457368,0.0500367071,-0.0487786606,-0.0106659709,-0.0018576593,-0.0389715969,-0.01145833,0.011878461,0.002020202,-0.0011325697,-0.0001442624,-0.0022243568,-0.0085556067,-0.0608602473
0.5245588937,-0.2122259946,-0.1371130561,0.0581855069,-0.0104736797,0.0402211799,0.0805945094,-0.1084655195,0.0325094721,0.0351851852,-0.0035719162,0.0008959845,-0.0435413957,-0.1532287508,-0.1782498761
0.0780141844,0.2726264992,0.1721758929,0.0799504123,-0.0102844823,-0.0008978061,0.1591383752,0.0199142129,-0.022361365,-0.0379928315,0.0238067568,-0.0020515043,-0.004876103,0.4372172038,0.1041356762
0.0285714286,0.3474306842,0.2500707336,-0.0003289927,-0.5049171054,-0.0034309703,0.2421992605,0.095499099,-0.0177809057,0.0282828283,0.0035855137,-0.0320330445,0.0009089049,0.2200282926,0.1013722174
0.1547933157,0.1713807706,0.1461458737,-0.0605464868,0.0112481566,0.0036340677,0.0808535106,0.0247876426,0.1096953873,-0.0093333333,0.0001179803,-0.0007176404,-0.0010720107,-0.1599443516,-0.055135806
0.0851612903,0.2323843814,0.2174320284,0.0145557493,0.0223031685,0.0027688752,0.1219864173,0.0802402213,-0.0129629528,0.0176245211,0.0007481319,0.000482504,0.0013280554,0.1782502256,0.0644846712
0.1485232068,0.1968832585,0.2880346908,0.0185389339,0.0365136973,0.0005721315,-0.0870985198,0.2878285667,0.0139479887,0.0166666667,0.0007954916,0.0005124114,0.0006493581,0.3134232639,0.1077230948
0.2857142857,-0.0242624402,0.1518383743,-0.0150652499,0.058652822,-0.0008982849,-0.0219420685,0.0127246687,0.057718257,-0.0178266178,-0.0006761748,-0.0019681337,-0.0017018575,-0.5420967382,-0.1514607975
0.3043284248,-0.1971396169,0.0152001524,-0.0594618879,0.0533713454,-0.0021209953,0.0379755323,-0.0044237192,0.0205247601,-0.050617284,-0.0017734184,-0.0323525977,-0.004257385,-0.3030112782,-0.1710290186
0.2615454961,-0.314040003,-0.0912908322,-0.0425796931,0.6076656079,-0.0127183144,0.0743166374,-0.0254897464,-0.0006464386,0.0057971014,-0.0034006598,0.001603104,0.0038916362,-0.0498597562,-0.0631493125
0.0410830999,-0.3460645161,-0.1755100546,-0.0553388797,-0.0109413236,0.000596599,-0.0058609664,-0.1402616891,-0.0009572962,0.0245210728,-0.0167308043,0.0004356532,0.0010867395,-0.2425328587,-0.0942584717
1,-1,-0.741769407,0.672203598,-0.0267730617,0.0129189162,0.1512591003,-1,0.0018766319,0.0411657559,0.0170421161,0.0024192595,0.0022038744,-0.8859147452,-0.2056517221
0.2640480087,-0.7637995978,-0.7313502002,0.4250074637,-0.0765863192,0.0009744869,-0.1955490307,-0.6438313225,-0.0021319618,-0.0019157088,0.0017214098,-6.72556781170381E-05,3.09422034681402E-05,0.1017542527,0.0633602476
0.0943193998,-0.3985909144,-0.626309319,0.0098432527,-0.1081687272,0.0002850982,-0.345636155,-0.2071759062,-0.0024168786,-0.0047519217,0.0001883831,-0.0007282207,-0.000530785,0.284552872,0.0521740279
0.2177083333,-0.0067527419,-0.477807667,0.0972532066,-0.1015836003,6.49924506538458E-05,-0.4417709576,-0.0096511574,-0.0063470874,-0.0064,-0.0005048008,-0.001386886,-0.0010548633,0.3133694019,0.0757230707
0.2552742616,0.0900920921,-0.4944224389,-0.0354917487,-0.0952788062,-6.09544430550841E-06,-0.735344274,-0.0361159161,0.0003063889,-0.0017478152,-0.000389839,-0.0018877474,0.0003697879,0.0475478908,-0.056745026
0.1812191104,-0.178388548,-0.6220105457,-0.0348411969,-0.0892573249,8.85532783889627E-05,0.0217804517,-0.0145437845,0.0053093867,-0.0197831978,0.0001211883,0.001671048,0.0008899728,0.6529823679,0.1287622214
0.0227038184,0.1901503736,-0.3242871493,-0.0316169109,-0.0835199969,-0.0003229336,0.1117130124,0.0098393079,-0.0169515537,-0.1086419753,-0.0011126843,-0.0142312256,-0.0022932545,0.4207076313,0.2038183328
0.0325443787,0.4031653415,-0.0856944122,0.0358949955,-0.0780657062,-0.0006905975,0.3128484974,0.0834465719,-0.0214472212,0.0120634921,-0.0020483049,0.002334901,-0.0107093573,0.1610732063,0.1122949666
0.1313432836,0.2655374846,-0.0873261419,-0.0480649571,-0.0728915763,-0.0005618107,0.129068197,0.0285115234,0.0730921298,-0.0098765432,-0.0020639079,-7.0899066395579E-05,-0.0008963352,-0.2119185642,-0.0003010537
0.2666666667,0.0907016797,-0.1041693646,0.0167289326,-0.0679931733,0.0001178469,0.0451243988,0.0140574364,0.0243996958,-0.0014814815,-0.0012276222,-0.000609757,-0.002431213,-0.0141625027,-0.0524028415
0.1117886179,-0.0610250809,-0.0716011464,-0.0218322748,-0.0540319251,-0.0002367864,-0.1931904342,0.0313986703,0.0082634882,0.0166666667,-0.000494298,-0.0007565326,-0.0189471321,0.201105755,0.1796429883
0.0873015873,0.056224239,0.0843617467,-0.0338316559,0,-0.0005879003,-0.008455491,0.0450544518,-0.0094314488,-0.010430839,-0.0037663605,0.0001573183,-0.01238827,-0.2159702077,-0.0168868653
0.1408173314,0.1080911157,0.1526526084,-0.0541367872,-0.7456103816,-0.0006436939,0.007595241,0.0034501483,-0.0010723611,-0.0213675214,-0.0310207471,-8.32274060286908E-05,0.0009468889,-0.2149015449,-0.0610970228
0.1534628799,0.023787178,0.1254085756,-0.0853917733,0.0184310321,-0.000425115,-0.0036171912,0.0023659285,0.015837948,-0.0444444444,-0.0001320528,-0.0008755636,-0.0017662939,-0.017111187,-0.0086276497
0.306501548,-0.1954430626,-0.0047298775,-0.0904036661,0.0179999626,0.0001186339,0.0484654121,-0.0039880787,0.0281877764,0.2888888889,-0.0077942154,-0.0029766041,-0.0122534792,-0.1138793501,-0.0247591668
0.1735015773,-0.2798176803,-0.098199226,-0.0741405832,0.0175803967,3.63221527443796E-05,0.0662744858,-0.0240517271,7.08999047475186E-05,0.0126984127,0.0091775979,0.0046165915,0.001220526,-0.0726069196,-0.0082672457
0.1609195402,-0.1634546964,-0.0823906312,-0.0875577663,0.0171719622,-7.2451146728152E-05,-0.0622468411,-0.0464660112,-0.0018383332,0.0121212121,0.000843011,-0.0003461929,-0.0006044395,-0.1017789247,-0.1326780433
0.0211640212,0.406643391,0.2706235823,-0.0033879699,0.0167743019,-0.0013016289,0.1418341146,0.0239811168,-0.024816503,-0.0326797386,-0.0052551167,-0.0053907936,-0.0059779751,0.4508377376,0.2523282781
0.0609418283,0.599184112,0.4320063072,0.0117795241,0.0345514877,-0.0031935736,0.3807018903,0.1590234206,0.0269740051,0.0513888889,0.021976021,0.0023376144,0.001039084,0.3131433375,0.1016422753
0.0600272851,0.5164827391,0.4570086231,-0.0383267909,0.0669146195,0.0119308035,0.304998334,0.4494615639,-0.002461768,0.0142557652,0.0023336422,0.0001579964,0.0002317766,0.2962826813,0.1280060202
0.048245614,0.5164292342,0.5640071386,-0.0117885523,0.0904962234,0.0018429119,0.247711229,0.7120787462,-0.0078639811,0.0099616858,0.0016202488,0.0001652679,0.0004352838,0.3255637511,0.0582051731
0.0095986038,0.2905861269,0.5316161212,-0.0630448934,0.1246184052,0.0010459486,-0.0540184098,0.4082725795,-0.0192791021,0,0.0004963645,-0.000451696,4.93468522889442E-05,-0.0059936974,0.04568295
0.2467474204,-0.0135593073,0.3586232724,-0.0223937689,0.1095859311,9.90393627514006E-05,-0.0977451203,0.0181291158,1,-0.0134038801,-0.0005409437,-0.0014752915,-0.0013959783,-0.6035632712,-0.1024024898
0.0895522388,-0.1003219764,0.2870795585,-0.0235730585,0.1189154981,9.75222293819522E-05,-0.0376996151,-0.0002939543,0.0122293534,-0.0155555556,-0.000766111,-0.0033364798,-0.000781311,-0.2763058916,-0.0137634546
0.1271111111,-0.0076821283,0.3305235132,-0.0239174989,0.1023545141,-5.98316930403458E-05,-0.0114090271,0.009826453,-0.0076794889,0.002962963,-0.0003041026,0.0005752032,0.0014754455,0.0136520425,-0.0129152359
0,-0.0656478394,0.22640633,0.026689882,0.088369375,0.0007173466,-0.04768976,0.0030191565,0.0126967549,-0.0483660131,-0.0008147057,0.0019423672,-0.0013613033,-0.2790088344,-0.0147100537
0.144600939,-0.2546896914,0.0146939863,-0.0619705622,0.076492647,-0.0002183262,-0.025559177,-0.111734396,0.0202216657,0.0377777778,-0.0022300552,0.0023724873,-0.0061352822,-0.2627358458,-0.1455448331
0.0790655885,0.0607502039,0.1928661675,-0.0464272512,0.0663580605,-5.12161155952766E-05,-0.0038103838,0.0009238621,-0.0155391187,-0.0218106996,0.0003963842,-0.0009804017,-0.0042770062,0.4302138696,0.0790101903
0.0884718499,0.0821058708,0.1842357181,-0.0413879892,0.0431228681,5.32823761621363E-05,0.0294792343,0.0039928544,-0.004902222,-0.2222222222,0.0003158157,-0.0010581537,0.0006595857,0.0782825779,0.0171351803
0.1096014493,0.0117741057,0.0812032061,-0.1112232939,0.0520772096,-0.0001278974,-0.0542150233,0.0018303275,0.0081415334,-0.0567901235,-0.0009574349,0.0004688149,-0.0020200405,-0.1759061777,-0.0064024286
0.0980392157,0.1135690631,0.1079820412,-0.0374553674,0.0299352751,6.53188689292089E-07,0.0351816953,0.0040398706,-0.0130376529,-0.0349206349,0.0004141602,-0.0012153071,0.0095167921,0.1732097416,0.0047559874
0.0293333333,0.0542372294,0.0729171647,-0.0789057338,0.3463055153,0.0001238647,-0.0940169348,0.0686105332,-0.0010294666,0.0888888889,0.0001560582,-0.0012015162,0.0003426992,0.2597166409,0.1330763296
0.3692307692,-0.2341437863,-0.1534013163,-0.0483593363,-0.0062255554,-0.0002970661,0.1032427358,-0.0397713684,0.0713402305,-0.0372222222,-0.0036121519,0.0182582497,-0.0058803042,-0.5061718023,-0.1170276331
0.090784044,-0.0804126154,-0.0810057026,-0.1027256068,-0.0183107563,-0.0002742805,-0.03334656,-0.0064865299,-0.0071823252,-0.0065843621,-0.0060569892,-0.0003967829,-0.0017501872,0.0653398503,-0.0230945352
0,0.2103309458,0.12366526,-0.0624940462,-0.4409780919,0.000186256,0.1256876976,0.0263968014,-0.0257366654,-0.0526315789,-0.0492141523,-0.0028984364,-0.0109413633,0.3597266851,0.0977364554
0.0771929825,0.1669446037,0.111298734,-0.1005147678,0.0092456751,-4.50808537599243E-05,0.0548183742,0.0098459833,0.0056504186,-0.011965812,0.0019404581,0.0015706609,-0.0002782778,-0.1073996557,-0.0253752987
0.1264367816,0.1008346492,0.0783917642,-0.0851208783,0.0199057012,-0.000311985,0.0146670313,0.0027352575,0.0193024991,-0.0148148148,-0.0001429771,-0.0010043071,-0.0010444267,-0.0607790093,-0.0605227235
0.1776581427,-0.0596636412,0.0103147058,-0.1061562934,0.0190381378,-0.0004725411,-0.0624437377,0.0130953043,0.029249195,0.1333333333,-0.0014968503,-0.0037308579,-0.0030878501,0.1940253357,0.0229405973
0.2427586207,-0.2291537428,-0.096236911,-0.0713326484,0.0182113488,-0.0006412914,0.0094135049,-0.0013749012,0.0185303991,-0.0238095238,-0.0044882671,0.0065499452,0.0197857563,-0.2325695343,-0.0786762652
0.0598639456,-0.0814652816,-0.0281242872,-0.1030898274,0.016450315,-0.0004229645,-0.0702687525,-0.0046306771,-0.005985271,0.2777777778,0.0106893355,-0.0005361007,-0.0017709502,-0.1889748894,-0.0816605672
0.0492831541,0.0370126644,0.0260469327,-0.1004773123,0,-9.57171777980415E-05,-0.0870179692,0.0081859521,-0.00747285,-0.0090534979,-0.0042989885,-0.0014601956,-0.0046738864,0.085968299,0.0590219279
0.1349102059,0.1886026725,0.1098843708,-0.0495463655,0.0167134013,-0.0002954359,0.0555882427,0.007287174,-0.0120601766,-0.0319444444,0.4666513144,-0.0066957746,0.0086632369,0.1786915354,0.0249069183
0.0852713178,0.2525990216,0.1764608133,-0.0564952983,0.0271157526,-0.0004833302,0.1719128239,0.0778265156,-0.0110558915,0.0761904762,0.0046100968,0.0021864986,0.0011431354,0.1853325514,0.0665575379
0.3141454708,-0.0498408968,0.0098480948,-0.0222404031,0.0385485994,-0.0019504618,-0.0325722049,0.0056166951,0.0902825882,-0.0064516129,-0.0016286428,-0.001969,-0.0028244534,-0.0629809493,-0.0858893851
0.1290031574,-0.1340444673,-0.0406124941,-0.0290723019,0.0352092248,-0.0072196791,-0.010262307,-0.0004685762,0.007851864,-0.0181818182,-0.0029562964,-0.0168267115,0.0063076536,-0.1393675067,-0.0909867054
0.1519337017,-0.2406434386,-0.1233328265,-0.0491413968,0.4022401772,0.0032790241,0.0478288004,-0.0146405655,0.0051136556,-0.1333333333,-0.0137395544,0.0023063854,0.0030265919,-0.1853809774,-0.1040756119
0.0099099099,-0.0464640865,-0.0205739065,0.046659413,-0.0089558948,-0.0020422608,-0.0565494491,-0.000848637,-0.0085425373,0.0011111111,-0.0007004417,-0.00103062,-0.0022625546,-0.0042282114,0.1504481489
0,0.2442644138,0.1355428204,0.0192561015,-0.0192142903,-0.0174378459,-0.0427979521,0.0046410142,-0.0193993196,-0.0169312169,-0.008824477,-0.0044430214,-0.0224793403,0.1253315282,0.1420447812
0.1743725231,0.1082708328,0.0494165675,-0.0470727791,-0.0185126758,0.0004696807,0.0373211888,0.005521465,0.0234847072,-0.0666666667,0.0010585812,-0.0004118034,-0.0016091529,0.1151872211,0.0385958077
0,0.1573160054,0.1142913453,-0.0434808334,-0.0077940328,0.0011812299,0.0873777578,0.0357488751,-0.0157279622,0.0422222222,0.0024190202,0.0007141764,0.0028790813,0.1471206031,0.0940979259
0.0862745098,0.0493423566,0.0938404325,-0.0793818636,0,0.0002855952,-0.0459883628,0.0650476684,0.0110299995,0.0091954023,0.000200338,-0.0007000947,-0.0006169451,0.0964765541,0.0189060952
0.1466666667,-0.1116752344,0.0036733236,-0.0868685949,-0.0068548051,-0.000290859,-0.0474912723,0.0011509317,0.0990471669,-0.016802168,-0.0019724984,-0.0032115818,-0.0037520688,-0.2352975329,-0.1195045066
