"close","high_close_ratio","close_lastclose_ratio","volume_ma5_ratio","volume_ma60_ratio","b_lower5_ratio","dmi5_ratio","rsi5_ratio","slowk5_ratio","willi5_ratio","macd5_ratio","macdsignal5_ratio","macdhist5_ratio","cci5_ratio","rocp5_ratio"
0.5139664804,0.1544035674,0.2372986369,-0.0424505711,-0.0212459092,0.179084077,2.15800974659427E-05,0.022124035,-0.0228566911,-0.0204081633,0.0001572667,0.0001260072,0.0011145582,1.46460503818442E-14,0.0315477395
0.5083798883,0.0390250775,-0.0991200828,0.0656792349,0.012658062,0.2397514978,-6.19119176629525E-05,-0.0213541897,-0.0513544227,0.0631578947,-0.0003156944,-0.0001036637,-0.0022849005,-2.6149310168179E-14,-0.0071020737
0.4878957169,0.1626541398,-0.3674341531,0.2865695945,0.0969319379,-0.2613550496,0.000011996,-0.0609108788,-0.0997119791,0.0488311688,-0.0012886211,-0.0007240648,0.0071585678,1.50997520369637E-13,-0.0348187148
0.4860335196,0.3265546714,-0.0348055253,-0.07601827,-0.0228640116,-0.1760301458,-7.05613086085138E-05,-0.0066368664,-0.1500514644,0.0022222222,-0.0016048748,-0.001093279,0.0002766707,-1.23441408064359E-14,0.0079663022
0.4860335196,0.2449160035,0,-0.0113432963,0.0100869404,-0.112485606,9.8656203135681E-05,0,-0.1591170354,0,-0.0021674433,-0.0013813981,-0.0001207441,-4.31881751514455E-15,-0.0069356911
0.4990689013,0.1987657865,0.2445721584,0.0060521079,0.024751524,0.0766453488,0.0001097415,0.0759130691,-0.0285950519,-0.0226315789,0.0049804115,-0.0008942132,-0.0007245129,-3.9739149987389E-14,-0.000471372
0.5270018622,0.075292199,0.5103944563,0.0103129071,0.0297401373,-0.2102421472,0.0001365472,0.0520639473,0.010173254,-0.0320987654,0.0086607769,0.0018097969,-0.0031505125,5.1069549904533E-14,-0.0420727299
0.5381750466,0.1474580783,0.1933366986,0.0664478852,0.0370155179,-0.0355731063,1.95986916930724E-05,0.0087578357,-0.0060210499,0.0254545455,0.0017785309,0.0021460865,0.0009228313,-7.20516103412467E-15,0.0337022273
0.5232774674,0.303312346,-0.2524303839,0.0555872211,0.0485648368,0.2648140624,-3.89153865623485E-20,-0.0380088572,-0.0846547321,0.08,-0.0002156133,0.0006473061,-0.0006535342,-1.07800818115029E-14,-0.0047657224
0.5046554935,0.5503831961,-0.3245212676,0.042823839,0.0522499612,0.2800342491,-0.000076237,-0.043405933,-0.1035020966,0.0380645161,-0.0011663738,-0.000426848,-0.0021876471,-4.37206864832589E-14,-0.0092927632
0.52141527,0.0760989011,0.3028465999,-0.0086275317,0.0328049295,0.2459559843,2.52882198769167E-05,0.0448389781,-0.0738625508,-0.0163636364,6.80953806680602E-05,-0.0002587497,-0.0005700364,6.28018619982196E-15,0.0031345738
0.5195530726,0.3818582851,-0.0325680272,0.0352806831,0.0559145097,-0.0239477292,-1.08623245527777E-05,-0.0050432085,-0.0234468408,0.0030769231,-0.0002798802,-0.0002998587,9.93744702950899E-05,-2.33167104121567E-14,-0.0244523356
0.5158286778,0.1538461538,-0.065369517,-0.0917647346,-0.0013799966,0.073639697,-6.31454589964097E-05,-0.0116938916,0.1071082511,-0.0006349206,-0.0006591282,-0.000502632,0.0006729138,-1.23612367400812E-13,0.0360134766
0.5046554935,0.1965654272,-0.1975244972,0.0684286567,0.0671420853,-0.0995167774,0.0007489862,-0.0344779161,0.0753973459,0.0122580645,-0.0018744396,-0.0011218368,0.0011592809,8.52571033379571E-14,-0.00265665
0.5065176909,0.0783371041,0.0336496222,0.0888297058,0.0808608277,0.0245395124,0,0.0098518714,0.0797449073,-0.0022222222,-0.0025424392,-0.0014652401,-9.52447359742112E-05,-1.06840683635721E-14,-0.0205126602
0.5102420857,0.1166479506,0.0670518207,0.0540541663,0.0759667645,0.0036737772,-4.43236472110302E-05,0.0200816514,-0.0260712774,-0.0047058824,-0.0019152729,-0.0014950286,-0.0004578668,-1.18430952478604E-14,-0.1265143327
0.5121042831,0.3099300699,0.0332811957,-0.0646125191,0.0162940373,0.0357019344,-3.5530203745259E-05,0.0095135113,-0.0599966225,-0.0135466667,0.0128879345,-0.0012185636,-0.0006220854,-7.98928679204421E-14,-0.0061507656
0.52141527,0.0380494505,0.1658008658,-0.2101857121,-0.0501250811,-0.0529576826,-1.55509968189507E-20,0.0390873172,0.0003087981,-0.025,0.0158373778,0.0014527951,-0.0022385375,5.76326413624576E-15,-0.0326253147
0.4934823091,0.5628447025,-0.4885204082,0.0219838486,0.0380375639,-0.177399136,0.0001608705,-0.0799216994,-0.1366133688,0.26,-0.0056143177,-0.0036095812,-0.0054703173,-3.5687672208599E-14,-0.0565795543
0.4916201117,0.2421328671,-0.0344115004,0.1048220599,0.0664727661,-0.1604231468,5.76012049713352E-05,-0.0063960252,-0.014186229,-0.0062222222,0.0034764817,-0.0838780663,0.0003709804,1.70381959721568E-14,0.0061040699
0.4990689013,0.0795063146,0.1381673882,-0.1070514144,-0.0288054465,-0.0470851796,1.37093181101915E-20,0.0586789676,-0.0514403784,-0.0084210526,-0.0001631061,0.0021794455,-0.0005632308,-1.11134267845748E-14,-0.0047481272
0.5027932961,0.0394586895,0.0680525942,-0.1231299513,-0.0418587628,-0.0048660262,-0.000015338,0.0203379179,-0.0078743682,-0.008115942,-0.0007161577,0.0002415169,-0.0010203143,-1.04835247465101E-14,-0.0031539075
0.5176908752,0,0.2701940035,-0.0251685805,-0.0020184779,0.0420563415,-7.75953202905094E-05,0.05572453,0.1179161828,-0.036017316,-0.0030871999,-0.0016612909,-0.0102684578,-1.18602022952688E-13,-0.0112840695
0.5083798883,0.2731755424,-0.1640116478,-0.1036200962,-0.0376588397,0.0835828913,0.0001565552,-0.0321842476,0.0719942711,0.2272727273,0.0022070967,-0.0019425285,-0.0004184381,-9.0237267050978E-15,-0.0971356753
0.5046554935,0.1965654272,-0.0668062097,-0.0210790229,-0.0322968345,0.1566094934,-4.12015987742496E-05,-0.0146322164,0.0194995549,0.0195488722,-0.0037589019,-0.0012657621,-0.0008392566,-1.57720212914159E-14,-0.002261591
0.5121042831,0.0387412587,0.1345984888,-0.0814101807,-0.0507904844,0.094789886,-1.92477070699796E-20,0.0335978299,0.0568295808,-0.0177777778,-0.0208117646,-0.004002573,0.0013777149,2.38341111552838E-14,-0.0002773959
0.5288640596,0,0.2984415584,0.1536371489,0.021299719,-0.0200530455,0.0004272809,0.0419389554,0.0792143694,-0.04,0.0113773875,0.2613524654,0.0025413714,5.7210240636942E-14,0.0183101852
0.5437616387,0.072971549,0.2568745808,0.0819711764,0.0013695034,-0.1477539554,3.98044049300278E-05,0.0176300482,0.0093771192,0.01216,0.0028133241,0.005988711,0.0007277771,-4.57267013627612E-15,-0.0005348353
0.5437616387,0.1094573235,0,-0.0494354397,-0.0320519158,0.0898483547,1.96844337541871E-06,0,0.1827255157,0.0176923077,0.0006003021,0.002014927,-0.0001686894,-5.88607558411175E-15,0.0070996516
0.5400372439,0.2204244032,-0.0624592303,-0.0661070221,-0.037390117,0.3074282207,2.16360491251157E-06,-0.0156663133,0.107257016,0.0432,-8.39907249844213E-05,0.0007235815,-0.0005578815,-7.49195772297905E-15,0.0001371626
0.5381750466,0.1474580783,-0.0314449918,-0.1354003007,-0.0563143941,0.3688757703,-4.76805131303355E-05,-0.0092310441,0.0479343317,0.0183333333,-0.0003139463,0.0001571554,-0.000916171,-1.85353281787506E-14,-0.0050901221
0.5418994413,0.2562780862,0.063107596,0.0077883446,-0.0286675703,0.1775022744,4.48074157996166E-05,0.0096783195,0.002150238,0.0133333333,-0.0001559685,2.24770698800062E-06,-0.0012168269,1.00512027236936E-13,-0.0095872521
