"close","volume","open_lastclose_ratio","high_close_ratio","close_ma30_ratio","close_ma60_ratio","trsrange_ratio","ad_ratio","slowk5_ratio","willi5_ratio","mom5_ratio","macdhist5_ratio","cci5_ratio","cmo5_ratio","roc5_ratio"
0.4488989272,0.016504558,0,0.0050314465,0.0601166778,0.040974837,0,4.15659226728323E-05,0.0505696832,-0.0190384331,-0.0036297641,-0.0001748834,-6.06522286833135E-14,-0.0003875322,-0.0037632407
0.4460756635,0.0213202585,-0.0012578616,0.0113924051,0.0398424091,0.0288499566,-0.0461809119,-9.23651058168314E-05,-0.069638462,0.0175964481,-0.0150309461,-0.000051107,4.93558046455192E-14,-0.0010197784,-0.0156026302
0.4596273292,0.027596596,0.0050632911,0.0024570025,0.118049652,0.0921699071,0.1657381616,9.87188794692392E-05,0.0884726243,-0.0318878966,0.025862069,-0.0008035998,5.80591719825637E-14,-0.0016693859,0.025948645
0.468661773,0.0267907349,0.0036855037,0,0.1668973546,0.1341244764,-0.0067495179,0.0001160022,0.0318950607,-0.0357221126,0.0265251989,0.0004663916,-1.29927814538991E-14,0.0001407005,0.0280513658
0.4697910785,0.0237079788,0.0060240964,0.0180288462,0.1673243202,0.1393391522,0.0036559889,-2.02982925197009E-05,0.0214366603,0.17194599,0.0005346164,-5.49765360651507E-06,-4.48401808163811E-15,1.08591648610332E-05,0.000551319
0.4551101073,0.0174316412,-0.0120192308,0.0285359801,0.0743893357,0.0712132895,0.0070194986,-6.85418935800508E-05,-0.11307225,0.0790482306,-0.0086845466,-0.0003509157,-4.955918546536E-14,-0.0003424348,-0.0089850282
0.4601919819,0.012591829,0.0012406948,0.0012269939,0.0974986508,0.094617335,-0.0389972145,4.71299328567433E-05,0.1005069186,-0.0057372376,0.0146290491,0.0026017026,6.13605758796096E-13,-0.0009506185,0.0152565959
0.4647092038,0.0162373386,0.0294478528,0.0194410693,0.1161084816,0.1147831847,0.0526462396,-4.18798820553258E-05,-0.0409802789,-0.0048535479,-0.0073563218,-0.0003224535,-9.13578147372724E-14,0.0003853943,-0.0077119642
0.468661773,0.0158809723,0,0.0084337349,0.1307182916,0.1318844384,-0.025591922,1.209730384234E-05,0.0743847555,-0.0104189495,-0.0114942529,-0.0062399071,-1.83427502878569E-15,0.0001420666,-0.0118533588
0.470920384,0.0211514767,-0.0096385542,0.0071942446,0.1356391205,0.1400101929,0.0516139603,5.06627605175211E-05,0.1084985408,-0.0208513689,0.0025542784,0.0001348258,1.23530153154405E-14,0.000055596,0.0025770924
0.4726143422,0.0272030668,-0.0095923261,0.0203106332,0.1358394577,0.1453087181,0.0032497679,-2.50071620787863E-05,-0.0065611698,0.0387551222,0.1666666667,-2.60155248462381E-05,4.87387868520746E-14,3.75194822488556E-05,0.177800382
0.4737436477,0.0526276205,0.0047789725,0.0333730632,0.1304261022,0.1477418015,0.0219359331,-0.0001357976,-0.0184505197,0.0220247448,-0.0025954765,-0.000116474,-2.31530774351715E-15,2.43653575201579E-05,-0.0027779037
0.4799548278,0.0227689503,0,0.0047058824,0.1533695539,0.1722425803,-0.0401114206,5.74609137505366E-05,-0.0588716152,-0.0140336871,0.0014367816,0.0003898421,-1.54734583740945E-14,0.0001046934,0.0013520462
0.4878599661,0.0697340857,0,0.0046296296,0.1882411143,0.2030889169,0.0184723648,0.000197125,-0.0166425961,-0.0274697315,0.0029799915,0.0003120796,2.89867046379668E-14,6.14397271557606E-05,0.0029472073
0.4867306606,0.0281923095,0.0092592593,0.0266821346,0.1709083547,0.194259549,0.0228896694,-7.02654550017766E-05,-0.0384220846,0.1557544657,-0.0020283976,-0.000111666,-5.12697133446387E-15,-3.91144019711997E-05,-0.0021385874
0.4918125353,0.0343741912,0.0092807425,0.0034443169,0.1886309738,0.2134700623,0.0453846893,0.0001271006,0.1105720196,-0.0123968438,0.0024630542,-1.30033667093169E-05,-3.70502750323533E-14,3.98558399042413E-05,0.0024884163
0.4997176736,0.0259614257,0,0.0079096045,0.2219869446,0.2452364882,-0.0259242846,6.01981310019202E-05,0.1084096446,-0.0198776272,0.0040567951,0.0001546913,1.86907067024087E-13,3.66943296616886E-05,0.0041453098
0.505364201,0.0422644631,0,0.0055865922,0.2411967842,0.2663792027,-0.0311348729,8.88256812620483E-05,0.0924486766,-0.0131224087,-0.0002498751,4.5839054897698E-05,-2.58977563942939E-15,0.000015921,-0.0004077434
0.5047995483,0.0108947204,-0.0055865922,0.0078299776,0.2246360581,0.2592253056,-0.0043871866,1.19462844250445E-05,0.0522551632,0.0135844654,-0.0038314176,-0.0001575408,-1.53051742999812E-14,-0.00001793,-0.0040791651
0.505364201,0.0272992924,-0.0011185682,0.0055865922,0.216840553,0.2569640884,0.0230904559,0.000066276,0.0129004592,-0.0051031589,0.0011494253,-0.0003000815,-1.90806569709922E-14,0.000002461,0.0012155881
0.5245623941,0.0577045677,0,0.020452099,0.3110776765,0.3358323919,0.1243036212,8.2274910376388E-05,0.0188745414,0.0565942283,0.0087077673,0.005155653,1.15716550387399E-13,4.27510691156256E-05,0.0087645491
0.5522303783,0.0456252779,0.0118406889,0.0173824131,0.4485970952,0.4496395982,0.0121025838,9.07303419298934E-05,0.0683652901,-0.0123550164,0.0069361871,0.0005970636,-7.11479845192483E-15,1.41718218609435E-05,0.0068522251
0.5623941276,0.0575747186,0.0122699387,0.0030120482,0.4818519187,0.4834756202,-0.0226006584,0.0002053863,0.0504435874,-0.0296232154,0.0009887529,0.000044364,-1.51214062334222E-14,2.48037197000235E-06,0.0008758113
0.5409373235,0.0542499607,-0.015060241,0.0396659708,0.3430553779,0.3770543307,0.0196975726,-5.76388285783998E-05,-0.0437232679,0.4524800935,-0.0042107659,-0.0002695438,-2.83372992159174E-14,-0.0002126923,-0.0043339179
0.5561829475,0.0424093544,-0.0041753653,0.0010152284,0.4069477172,0.4337279441,-0.0175487465,0.0001628562,0.04523691,-0.0219576289,0.0046695402,-0.0001534727,-1.75371079222662E-15,0.0001580514,0.0047968027
0.5341614907,0.0446882404,0,0.0412262156,0.2681067287,0.3262062933,-0.012795961,-0.0001590407,-0.0843156948,0.1748560963,-0.0093231162,-0.0019446922,-1.81880428576649E-13,-0.000287001,-0.0096963339
0.5228684359,0.0271882459,-0.0052854123,0.0313174946,0.1897591997,0.2675123789,-0.0256810925,-0.0001089314,-0.1581361707,0.0114580361,-0.046653144,0.0002900511,1.82386340796912E-14,-0.0012790034,-0.0462941177
0.5386787126,0.0221409405,0.0075593952,0.0020964361,0.2596222364,0.3279437434,0.0060512919,7.81029073484854E-05,-0.1042361815,-0.0145907221,-0.0022104332,-0.0001087113,-2.97540853010618E-14,-0.0006164748,-0.0024525138
0.5477131564,0.0135127184,0.001048218,0.0030927835,0.2882850367,0.3570860197,0,4.37979093869849E-05,-0.0353847508,-0.0198827996,-0.0147783251,-0.0001865337,-8.7409400204624E-14,0.0003102238,-0.0153743684
0.5358554489,0.0267491478,0.0051546392,0.0284510011,0.2057638205,0.2961845274,0.0594393027,-4.11713062604647E-06,-0.1120694446,0.0446526408,-0.0459770115,0.0001467326,-5.1292618994634E-14,-0.0002948406,-0.046438692
0.5223037832,0.0214284292,-0.0105374078,0.0151351351,0.1185117896,0.2294446771,-0.0253106921,-3.1773219476107E-06,-0.139103497,0.0125120421,-0.004789272,0.0002271886,1.61266893279304E-12,-0.0045171157,-0.0046538425
0.5138339921,0.0263609276,-0.0108108108,0.0208791209,0.0604037303,0.1859963753,0.0379432357,2.98776897608748E-05,-0.1377418449,-0.0061357982,-0.0027367269,7.25165050656631E-05,2.05787039648632E-15,0.0001807854,-0.0026271715
0.5081874647,0.0314148692,0,0.0455555556,0.021345284,0.1558366679,0.0463551795,-1.54860873281436E-06,-0.1859028808,-0.0002612903,0.0272988506,-2.17189067366146E-06,-1.40723812804413E-14,7.39408612240768E-05,0.0269775737
0.5093167702,0.0268181647,0.0055555556,0.0243902439,0.0200830817,0.155245788,-0.0530795419,-4.01622660754288E-05,-0.1031728542,-0.0009400556,0.0029799915,-8.66636147943186E-05,-2.19480372717923E-14,-2.88433780988735E-05,0.0028268835
0.5121400339,0.0131523704,-0.0243902439,0.0011025358,0.027537346,0.1618406529,-0.0027419916,4.93314717298662E-05,-0.106339381,-0.0122172724,-0.0043948614,-0.0001545901,3.99059308382509E-14,-8.97255600944086E-05,-0.0043701592
0.5138339921,0.0243833271,0.0011025358,0.0186813187,0.0260349201,0.1633197305,-0.0283044299,-6.02268617580725E-05,0.147650294,-0.0031519511,-0.0073891626,-0.0002279774,-1.2681090095572E-13,-8.28515586335106E-05,-0.0075101783
0.5104460757,0.0251591039,0.0021978022,0.014380531,-0.0007953872,0.142013567,0.0292479109,7.21325004632867E-06,0.1941741561,0.0069139573,-0.0068965517,-0.0001826719,-5.22946733243498E-14,0.0001643818,-0.0070338613
0.5194805195,0.0195705023,0.0055309735,0,0.0371509348,0.1733066283,-0.0125348189,7.84976372521193E-05,0.1421255308,-0.0247737679,-0.0498084291,-0.0015421079,-2.96363554805027E-13,-0.0004039289,-0.0518035681
0.5409373235,0.0254267657,0.0043478261,0.009394572,0.1367659111,0.255783885,0.0987116992,6.54841167834016E-05,0.0464676962,-0.0102063179,0.0206896552,0.0008990108,6.84735623091388E-14,0.0016633783,0.0212624551
0.5499717674,0.0416017237,0.0020876827,0.001026694,0.1694246405,0.2845555742,-0.0378502376,0.0001531718,0.1604348584,-0.0315683786,0.0022577997,0.0001023957,-1.61298337471058E-14,0.000061727,0.0022501592
0.5465838509,0.0161223104,0.0082135524,0.0144628099,0.1382557031,0.2604999952,0,2.1657641841952E-06,0.1611689051,0.4267448081,-0.0015440041,-8.01646563014114E-05,-1.48064430631157E-14,-0.0000697,-0.0016260701
0.5578769057,0.0236995728,0,0,0.1813125605,0.2967516742,0.0060512919,9.23059153584109E-05,0.1479174235,-0.0357221126,0.0051525961,-9.20139049588554E-06,3.23238478571846E-15,9.4396793651082E-05,0.0054275145
0.555053642,0.0403260165,-0.0010121457,0.0264496439,0.153096039,0.2735735641,-0.0141522149,-0.0001556444,0.0762933714,0.0663410663,-0.0028735632,-0.0001306051,2.41874929089416E-14,-6.20888066979446E-05,-0.0031179487
0.5635234331,0.0187055786,0.006103764,0.00501002,0.1827603407,0.298417366,-0.0101242768,0.000041444,0.0893490672,-0.0134121485,-0.0041963145,-4.73898304360381E-05,-1.29041127062621E-14,7.40092423282353E-05,-0.0046259405
0.5533596838,0.012017794,0.0110220441,0.0295918367,0.1189669037,0.2469339165,0.0228896694,-4.69165579002766E-05,-0.0178068288,0.070226426,-0.0097701149,-0.0003516577,-2.59422327240342E-14,-0.0002073351,-0.0101045624
0.5607001694,0.0200018581,-0.0020408163,0.0040281974,0.1440137335,0.2674617223,-0.0121025838,5.3345453836687E-05,0.0137891051,-0.014497303,0.0363984674,0.0015030858,-5.96115562601783E-14,0.0002262799,0.0378417663
0.5578769057,0.0220805507,0.0050352467,0.0253036437,0.1194492281,0.2465599898,0.0491364903,-2.42982128909621E-05,-0.0278463096,0.0350686594,-0.0114942529,0.001033521,-1.96450855582894E-13,-9.79955854197008E-05,-0.0118533588
0.5635234331,0.0139042567,-0.0060728745,0.002004008,0.1376699973,0.2602828012,-0.0314977502,0.000045678,-0.0419308591,-0.0142888451,0.0068965517,-0.000109535,-2.82919738167751E-14,0.0001678608,0.0070034901
0.5544889893,0.0091051468,-0.00501002,0.016293279,0.0836313387,0.2147311693,-0.0315877437,-3.54496587270001E-05,-0.1254844631,0.0381035868,-0.0237547893,0.0006166744,-3.58600768127662E-13,-0.0002938554,-0.0243069077
0.5584415584,0.020963671,0.0040733198,0.0192113246,0.0942706915,0.2228606752,0.0658077994,-2.92521231854214E-05,-0.1202790347,-0.0080662835,-0.0179597701,-3.83232807084199E-05,-9.19489149045139E-14,0.0015803441,-0.0186433377
0.5561829475,0.0201690915,0.0040444894,0.0121827411,0.0775606601,0.2055809295,-0.0376044568,-3.95148895125544E-05,-0.1298676325,0.0080909059,-0.0217113665,2.0610240005265E-05,-9.61581318979252E-14,-0.0002012548,-0.02225174
0.5533596838,0.018174458,0.0060913706,0.0285714286,0.0632835899,0.1870558862,0.0822597493,-5.76556924309522E-05,-0.2135809349,0.0064949296,0,4.01009232169644E-05,-2.58582866813104E-14,-0.0007177809,5.99866335912462E-05
0.5533596838,0.0319860285,0,0.0091836735,0.064821976,0.1796508167,0.0339653158,7.35722452927176E-05,-0.0509037664,-0.0167087301,0.0143678161,-3.49721870028677E-05,1.75315931084607E-13,0,0.0145494635
0.5578769057,0.0226822368,0.0051020408,0.0010121457,0.0844621462,0.1905547903,-0.0306082788,8.27255132235242E-05,-0.0453981008,-0.0102063179,-0.0153256705,-0.0001728061,-3.48599949892979E-14,-0.0011087608,-0.0158688551
0.5866741954,0.0595651491,-0.0111336032,0,0.2225618913,0.296103758,0.106545961,0.0002320583,0.1640787271,-0.0357221126,0.0842911877,-0.0015346665,-2.24301264770021E-13,0.0010054949,0.0862254948
0.6132128741,0.062748555,0.0134744947,0.0128913444,0.3398713483,0.389755689,-0.0014152215,0.0001215883,0.061620956,0.0100671408,0.0117241379,0.0004199075,-6.80240492171932E-15,5.85907446338383E-05,0.0121876596
0.6019198193,0.0161807093,-0.014732965,0.0159474672,0.2695859107,0.3326530792,-0.0417142335,-1.04990757731513E-05,0.1060029243,0.0510315895,-0.0017070673,-0.0001011239,-2.23895881797453E-14,-0.0001274008,-0.0017089051
0.6137775268,0.0264312717,0,0.0119595216,0.314254399,0.3670200757,0.038387883,4.32934539746625E-05,0.069096181,-0.0205897238,0.0028067362,-4.93516117504551E-05,-6.47746461402083E-15,6.36535039376264E-05,0.0028944248
0.615471485,0.0152722076,0.009199632,0.0091743119,0.3102094825,0.3604882026,-0.0343345041,1.6368656386747E-05,0.1633261851,-0.0046691192,-0.0005371146,-0.0001228289,6.45829079487887E-15,7.36423742739552E-06,-0.0006453889
0.6182947487,0.0461393655,-0.0018348624,0,0.3090388534,0.3582096946,0.0752089136,0.0001728023,0.1081108395,0.0028201668,-0.0051836827,-0.000172607,-4.96039353956785E-14,1.35452295322631E-05,-0.0056650684
0.594014681,0.0273992784,0,0.0408745247,0.1785955887,0.2530834011,-0.0151864153,-0.0001008947,-0.0250778103,0.3072101687,-0.0184729064,-0.0011416009,1.48587142001617E-12,-0.0003353488,-0.0187385823
0.5928853755,0.018508261,-0.0066539924,0.0085714286,0.1596166056,0.2381198389,-0.0306082788,2.4585879878823E-05,0.0254614954,-0.0049829759,-0.0060851927,0.0001669382,2.54884964112931E-14,0.0001641827,-0.0061706537
0.5996612084,0.0216958698,0,0.0065913371,0.1766114343,0.2541414071,0.0188022284,4.7353620262676E-05,-0.0200199982,-0.008573307,0.0064655172,-6.66055316702742E-05,-2.70506609838111E-14,-0.0007654817,0.0063097054
0.594014681,0.034598275,0.0084745763,0.0209125475,0.1353425418,0.2235498704,0.0077420941,-2.41740657059801E-05,-0.0715564674,0.0078582772,0.0059770115,-0.000000916,-1.57204543109507E-14,-0.0004926653,0.0061141582
0.602484472,0.0344162207,0.0104562738,0.0318650422,0.1605153532,0.2464787424,0.0284574268,-8.3903486327298E-05,-0.1047406223,-0.0098977548,-0.0030248034,-0.0001470698,-1.89402670263346E-13,-0.001247879,-0.0031591865
0.6199887069,0.0234462896,0.0028116214,0.0018214936,0.2253546378,0.3011713059,0.0017906884,8.05215645832333E-05,0.0111803183,-0.0325701615,-0.0303776683,-0.0004765701,-7.3483763960578E-15,0.0005691648,-0.0321226989
0.6363636364,0.0204807737,-0.0018214936,0.0017746229,0.2806988907,0.3502194022,0.0140389972,7.06191900696133E-05,0.0460587423,-0.0179877305,0.0077461269,0.0010902601,1.67224614561265E-14,0.0001111397,0.0080259264
0.6137775268,0.0165319878,-0.0097604259,0.0459981601,0.1594292732,0.2545190249,-0.0121025838,-0.000060802,-0.090915906,0.8037475345,-0.0077623526,-0.0003122828,-2.20940675232597E-14,-0.0002749782,-0.0080483515
0.6137775268,0.0137549412,-0.0055197792,0.0147194112,0.1475110436,0.2443579358,-0.0228133705,6.87756921078955E-06,-0.1178477819,0.0053377869,0.0045977011,-0.0015529536,-6.96906624677742E-14,0,0.0048990878
0.5985319029,0.0222960074,-0.0156393744,0.0169811321,0.0691578941,0.1787417469,0.0166001656,-2.35544056234324E-06,-0.1903734543,0.0151932985,-0.0137931034,0.0007639441,1.35881565569925E-13,-0.0011612369,-0.0141907034
0.578769057,0.0185270637,0,0.0380487805,-0.0270914061,0.0982689116,-0.0019941757,-5.57725249271486E-05,-0.0370497517,0.006382948,0.1083743842,0.0002645876,-4.62920366521671E-15,0.0003645614,0.1082702387
0.5765104461,0.0117118632,0.0058536585,0.0166503428,-0.0403337646,0.083273814,-0.0489732461,-3.43855741637449E-05,-0.0796405447,0.0006487066,0.0051960321,-6.10916409034259E-06,-8.75060819126619E-15,1.63010789508647E-05,0.004915475
0.5731225296,0.0170896534,-0.0019588639,0.0128078818,-0.0586621222,0.0648150747,0.0461809119,0.000006597,-0.0964139931,-0.0049745648,-0.0036868358,-5.72357442614319E-05,-2.52678149569745E-15,2.59156710303461E-05,-0.0035057434
0.5832862789,0.0112369294,0.0118226601,0.0116166505,-0.0148870789,0.0961661933,0.0272308136,1.54382860686331E-05,0.0357817112,-0.0116744304,-0.0028735632,-0.0001952635,-3.41600402776121E-14,-0.0001972596,-0.0029633397
0.5861095426,0.0193198736,0.0009680542,0.006743738,-0.0069113591,0.100160943,-0.0300175927,3.16520874927293E-05,0.0292621133,-0.0106372513,-0.0068114091,-0.0003149385,-1.75967482837001E-13,-0.0001358997,-0.0069012061
0.5878035008,0.0249113509,-0.0028901734,0.0096061479,-0.0032778559,0.1002191588,-0.0070194986,1.20609290373116E-05,-0.0499987775,-0.01854802,-0.0198537095,-0.002110895,2.94401957418358E-14,-0.0001594695,-0.0207683462
0.5815923207,0.0174599558,0.0019212296,0.0223300971,-0.035318899,0.072338199,0.0495942836,-0.000017981,-0.1402765983,0.0433957517,-0.0050287356,-0.0001341515,-3.42288812754248E-14,0.0010436521,-0.005159723
0.5759457933,0.0116974846,0,0.0147058824,-0.0630128801,0.0473481175,-0.0219359331,-4.82719590829686E-06,-0.0835510463,0.0244449996,-0.0051085568,-0.0004320431,-2.43517142078995E-13,0.0001861862,-0.0052292322
0.5697346132,0.0077940464,0.0019607843,0.0188305253,-0.0936638579,0.0207562664,-0.0032497679,-1.33666601925495E-05,-0.1175646295,0.0072378137,-0.0666666667,0.0017521175,-5.93160647129072E-15,0.0001079093,-0.0677580675
0.5742518351,0.0235245972,0.0039643211,0.0275319567,-0.0753626486,0.0329309837,0.0539961431,-2.91760567198257E-05,0.050369241,-0.0064949296,-0.0014367816,-0.0002791295,-3.43710881160816E-14,-0.0001429601,-0.0015316298
0.5646527386,0.0313447462,-0.0068829892,0.02,-0.1204195699,-0.0042947194,-0.0417827298,-9.56958942347701E-05,0.0008079816,0.0130439836,0.0109469075,0.001323351,1.24201284716527E-13,0.0002505275,0.0112222207
0.5674760023,0.0172531262,0,0.0019900498,-0.109595908,0.005008257,-0.0319068119,4.64239491484712E-05,0.0918003317,-0.0072066381,-0.0044855621,-0.0002348516,-4.30251526345657E-15,-9.22241604888081E-05,-0.0045485124
0.5759457933,0.0088781873,0.0119402985,0.0058823529,-0.0743139121,0.0348394799,0.0689415042,1.73118526293125E-05,0.1474159339,-0.0133957922,-0.0114942529,-0.0020072556,-6.79175894479521E-14,-0.0003283519,-0.0118533588
0.5753811406,0.006630713,-0.0049019608,0.0117762512,-0.0794641724,0.0306875739,-0.0245682451,-0.000008274,0.0254654076,0.0014288845,-0.0045977011,0.0001048022,2.82289230379519E-14,-0.0004448394,-0.0048400236
0.5753811406,0.0036110011,0,0.0137389598,-0.0778009831,0.0295141775,-0.0048746518,-8.75387737579073E-06,0.0179690452,-0.0107166338,-0.0091954023,-9.27668906739845E-06,7.80302057571476E-15,1.484707238405E-18,-0.0095013354
0.59175607,0.0156276891,0.0029440628,0.0095419847,0,0.0850663264,0.1135507128,0.000027758,0.0136509391,-0.0200200851,0.2643678161,0.0003795003,4.07060850762337E-14,-0.0244310582,0.2774634227
0.6041784303,0.0086282222,0.0038167939,0.0074766355,0.0562694175,0.1246883217,-0.0202485537,1.50571902805739E-05,0.1132162984,-0.0115980885,0.0040708812,0.0001445267,-5.85306192194406E-15,0.0001049673,0.0041182067
0.615471485,0.0152323902,-0.0196261682,0.0128440367,0.1074677651,0.1603595575,0.0935933148,3.11907521729625E-05,0.1836010608,0.0171740926,0.0008841733,5.31056086942994E-05,-9.66178895370821E-15,4.48533832383847E-05,0.000724074
0.6318464145,0.0136947726,0.0155963303,0.0071492404,0.1794334915,0.2135921373,-0.0353805373,1.39033145526272E-05,0.2283079645,-0.0189874292,0.0049261084,5.21520687778536E-05,1.23953282139543E-14,3.5317112161598E-05,0.0050966285
0.6470920384,0.0141889515,-0.0044682752,0.0008726003,0.2440762331,0.2607104555,0.0023714522,4.9969879725001E-05,0.1738206385,-0.0318194015,0.0031034483,2.14081835478266E-05,-1.08309244273051E-14,1.8116064330736E-05,0.0032004069
0.6470920384,0.0068048038,-0.0139616056,0.002617801,0.235332803,0.2523712543,-0.0230904559,0.000019778,0.2077527197,0.0914753165,-0.0026246719,-9.39948504475644E-05,-1.18727134228549E-14,-5.10583444071348E-20,-0.0029597774
0.6380575946,0.0082021754,0,0.0150442478,0.187093472,0.2121080306,-0.0344707521,-3.02818907341333E-05,0.1147253883,0.1905179341,-0.0044569552,-0.0002374479,-1.41492744698461E-14,-0.0001362829,-0.004745413
0.6335403727,0.0147483868,0.0123893805,0.0338680927,0.1612639021,0.1880130916,0.1858102573,-2.37001481215669E-05,-0.0377228674,0.1032693802,-0.0053639847,-0.000596674,-6.06593929474587E-14,-0.0001065659,-0.0056475636
0.6369282891,0.0057051783,0,0.0221631206,0.1696895817,0.1917638152,-0.0115887949,-1.84138060289057E-06,-0.0191330596,-0.0045051721,-0.0082614943,0.0002587182,2.38665385174026E-13,6.16583564022988E-05,-0.0086059993
0.6273291925,0.0124914005,0.009751773,0.0252025203,0.1225865485,0.1507352864,-0.0324270316,-4.31745742859564E-05,-0.1073629676,0.0189773723,-0.0561941252,0.0002798531,2.74858046703807E-14,-0.0002818716,-0.0568637134
0.6374929418,0.0235874203,0,0.0008857396,0.1654874376,0.1785232195,0.0574872731,0.000084276,-0.0492119383,-0.0203659036,-0.00591133,-9.60004985229576E-05,-8.23203021173445E-15,0.0018903723,-0.0060960131
0.6408808583,0.0103038736,-0.0053144376,0.0176211454,0.1799795195,0.182090903,0.0018279944,6.99768399805624E-06,-0.045321118,-0.0069139573,-0.0148749155,-0.0001156421,-7.85194122073056E-14,7.61551738270763E-05,-0.0153890041
0.6425748165,0.0086928149,-0.0044052863,0.0052724077,0.1829825598,0.1802175583,-0.0268603263,2.07831594646628E-05,-0.0170757502,-0.0097673064,0.0252873563,-9.4314629058147E-05,-1.12767537147045E-14,3.27537326593774E-05,0.0263478403
0.6352343309,0.0033552846,0.0061511424,0.0177777778,0.1467009857,0.1488979967,-0.0258069802,-8.24812174580564E-06,-0.0741058646,0.0273169097,-0.0136494253,0.0002312022,-5.62511008827705E-15,-0.0002621252,-0.0140640417
0.6397515528,0.006380969,0,0.0088261253,0.160406995,0.1589505014,0.0402158774,1.00920802296956E-05,-0.0676849236,-0.0095258967,-0.0957854406,-6.91182954120324E-05,-3.47428281884437E-14,0.0007013253,-0.1001080698
0.6527385658,0.0092431807,0.0026478376,0.0069204152,0.2065591055,0.197085644,-0.0025069638,1.80406954328228E-05,-0.0266014038,-0.0193728072,0.0026123302,-0.0003750348,5.46866171394587E-13,0.0004283386,0.002462013
0.6352343309,0.0100658537,-0.0017301038,0.0257777778,0.1195973397,0.1321192192,-0.0077420941,-3.70438261678269E-05,-0.1279763063,0.1446426615,-0.0157513836,-0.0043191437,-4.80222280462014E-14,-0.0003579227,-0.0162202839
0.6420101637,0.0065059516,0.008,0.0061565523,0.1389361818,0.150047256,-0.0283044299,8.01025605972946E-06,0.0565490623,-0.0109914193,-0.0103448276,-7.19358852813252E-05,6.08134021526053E-13,-0.0007530573,-0.0106711477
0.6245059289,0.0075834563,-0.0149516271,0.0171790235,0.0554165064,0.0864510828,0.0417827298,-2.79885639311821E-05,-0.1032471339,0.0383681951,0.2068965517,0.0004922361,6.16906889811004E-13,-0.0011938792,0.2159629291
0.6211180124,0.0160002035,0.0018083183,0.0136363636,0.0352732011,0.0708683361,-0.005660886,-2.04193980555103E-06,0.029211423,-0.0064116612,0.0084694495,4.76404287334991E-05,-1.05264228309959E-14,6.39085080690264E-05,0.0085886882
0.6239412761,0.0183952237,0.0045454545,0.0090497738,0.0423109513,0.0767730993,-0.0302564595,-3.58388841610774E-06,-0.088937824,-0.0043503492,0.0062695925,-9.01525279721794E-05,-2.18482536762035E-14,-0.000092484,0.0061009935
0.6267645398,0.0107810195,0.0090497738,0.009009009,0.0479780512,0.0823242135,-0.0184723648,-2.66149286775634E-05,-0.0779697534,-0.0066617592,-0.0081135903,-0.0001623421,-4.53030844227968E-14,-0.0001396642,-0.0082710104
0.6216826652,0.0228687152,0.0018018018,0.0154405086,0.0189958068,0.0616439952,0.0467966574,-4.06075024946105E-05,-0.1187176178,0.0017780237,0.016091954,-4.51836478820557E-05,5.22427785713933E-13,0.0003406793,0.0162944589
0.6324110672,0.0431130174,0.0154405086,0,0.0565493446,0.0934632413,-0.0152597796,0.0001607138,0.1390858311,-0.0357221126,-0.0159642401,-0.0004755704,-1.88209515725212E-13,-0.000440865,-0.0165922016
0.6324110672,0.0153998447,0,0,0.0479578248,0.089104313,-0.0554170943,5.65096566683212E-05,0.0929614956,0,0.0049261084,0.0003961355,-1.17176374827113E-14,0,0.0051723747
0.630717109,0.014882439,-0.0008928571,0.0035810206,0.0309363112,0.0790135934,0.0752089136,2.08876852147507E-05,-0.004609784,0.0089305282,-0.0045977011,-0.000062827,-2.78684844274587E-14,-0.0002199286,-0.0047735246
0.6324110672,0.0273355705,0,0.0223214286,0.0288010541,0.0801101122,0.1079922863,-7.2084868380951E-05,0.0570790219,0.0803747535,-0.0019157088,7.96256366676557E-07,1.52683770435361E-13,0.0007416026,-0.0020200544
0.6606437041,0.0643666923,-0.0008928571,0,0.137704871,0.1686610484,0.0786667947,0.0002360796,0.1347293901,-0.0357221126,0.067816092,0.0013315357,5.29489797508055E-15,0.0016230384,0.0706033851
0.6798418972,0.0319612532,-0.0068376068,0.0041528239,0.2040137281,0.2255416126,-0.007976703,9.16436839413782E-05,0.2427514709,0.0035368428,0.0024987506,0.0002031645,-6.71696307793255E-15,5.61462441176982E-05,0.0023320195
0.6634669678,0.0641167271,-0.0074750831,0.034893617,0.1210427144,0.1661165419,-0.0157938719,-0.0002277443,0.0962694264,0.2382135697,-0.003968254,-0.0001505987,-1.94083906529019E-14,-0.0001928851,-0.004092231
0.7131564088,0.0481335566,0,0.0126682502,0.3129246517,0.3255984505,0.1412460086,0.0001225971,0.1274669752,-0.026541891,0.0190177638,0.0003718027,2.4781525965826E-14,0.0003711361,0.0196964293
0.6945228684,0.0321366712,0,0.0276422764,0.2205263199,0.2577575531,-0.056582407,-9.10892603097936E-05,0.0539960115,0.0736768573,-0.0028341993,-0.0001415619,-1.45242652158027E-14,-0.0001520279,-0.0029466673
0.6916996047,0.0450005862,0.0162601626,0.0604081633,0.1972108657,0.2435519697,0.1431608269,-0.000078255,0.0157157859,0.0274737414,-0.0057471264,-0.0002274745,-1.47028401033359E-14,-4.35738278630363E-05,-0.0061799563
0.7176736307,0.0343049531,0.0040816327,0.0070810386,0.2926272798,0.3231177715,-0.0298328691,9.10911290305971E-05,-0.0394785725,-0.0208220614,0.002507837,0.0002677582,2.10591661829756E-14,0.0002204944,0.0021784261
