"close","volume","open_lastclose_ratio","high_close_ratio","close_ma30_ratio","close_ma60_ratio","trsrange_ratio","ad_ratio","slowk5_ratio","willi5_ratio","mom5_ratio","macdhist5_ratio","cci5_ratio","cmo5_ratio","roc5_ratio"
0.3969508752,0.0081094892,-0.0014124294,0.0085348506,-0.0546297887,0.0136460318,-0.0357474466,1.26616037645418E-05,-0.1761410537,0.0015750491,-0.0081135903,0.0001513277,1.37442433883422E-14,0.0001774062,-0.0082833666
0.3958215697,0.0168173463,0.0028449502,0.0185449358,-0.0530580189,0.0045415237,0.0877437326,1.96685015800001E-05,-0.1204415106,-0.0056447678,0.0229885057,-0.000004941,-1.38591387037333E-14,4.81410930882475E-05,0.0233093983
0.3935629588,0.0131070227,0.0071326676,0.0157819225,-0.0592920579,-0.010191164,-0.0466138579,-3.80785734995467E-05,-0.1351098713,0.0014008672,0.0122605364,-1.86507802000287E-05,-1.53894184391996E-14,8.80622925691701E-05,0.012239787
0.3828345567,0.0218781453,-0.0057388809,0.0324483776,-0.1225290416,-0.0678067048,0.0467966574,-0.0001248268,-0.3018241226,0.0167447403,0.0033370412,0.0002107196,8.03825415810629E-14,0.0002182917,0.0036543152
0.3884810841,0.0148459396,0.0073746313,0,-0.0770543995,-0.0409665763,-0.0495942836,9.39291403648562E-05,-0.1631879936,-0.0100860019,-0.0057471264,-0.0001462687,-2.33534887911399E-14,-0.0001707563,-0.0058429692
0.3884810841,0.0170529329,0,0.0072674419,-0.0706262146,-0.0432526746,0.0175487465,1.78168428074245E-05,0.1021088329,0,-0.0028735632,-0.0001927248,-2.61723247650238E-14,3.96055467662765E-20,-0.0029001105
0.3794466403,0.0277456903,-0.0043604651,0.0223214286,-0.1247904436,-0.0911610374,0.0438718663,-0.0001327729,-0.123498675,0.0124376587,0.0107279693,0.0003199959,1.07793683276458E-13,0.0002736659,0.0111285172
0.3862224732,0.0112400263,0.005952381,0.0029239766,-0.0742641923,-0.0583158429,-0.0194986072,5.09085375990486E-05,-0.0945914108,-0.0156118863,-0.0063416568,-0.0003168818,-3.19991727631536E-14,-0.0002206796,-0.0065092902
0.3884810841,0.0223579457,0.0014619883,0.0101744186,-0.0567984298,-0.0490398182,0,0,0.2010140423,-0.0169680035,-0.0203359859,-0.0030582609,-1.38286945872343E-13,-0.0002129108,-0.0212268454
0.382269904,0.0132041331,-0.0043604651,0.0192023634,-0.0965465739,-0.0828357948,0.0062674095,-6.10920670551808E-05,0.0045579541,0.0561347484,-0.024137931,-0.0002245263,-6.72479014829699E-14,0.0014193812,-0.0247025376
0.3811405985,0.0078681511,-0.0014771049,0.0118518519,-0.0981834771,-0.0900340386,-0.0116991643,-1.15252954776678E-05,-0.0177893,0.0039691236,0.0020898642,-0.0002578279,8.25029077568136E-14,0.000042114,0.0021551561
0.3783173348,0.0062369625,0.0044444444,0.0119402985,-0.1130083306,-0.1049150762,-0.0269980716,-3.0826534420663E-05,-0.1513247253,0.0072131189,-0.0097259063,-0.0014076854,1.38665817011282E-14,9.47338750384562E-05,-0.0099863462
0.3879164314,0.0456292596,0.0089552239,0.0131004367,-0.0435191598,-0.0568941873,0.1657381616,2.90846286386142E-05,0.1762526773,-0.0233384469,-0.0287356322,-0.0022280452,-7.88830876137632E-14,-0.0004006133,-0.0293214665
0.3901750423,0.0108263671,-0.0087336245,0,-0.0233458742,-0.0477008671,-0.0506213842,6.88109090317537E-05,0.3737885377,-0.0158764945,0,0.0001880462,1.07642813469359E-14,0.0002417837,-6.89148767304961E-05
0.3879164314,0.0193495154,0,0.0116448326,-0.0343669282,-0.0612552832,0.007976703,-4.07176114281384E-05,0.1378782456,0.0285776901,0.0268199234,-7.22242993479427E-05,-1.23024559595907E-14,-0.0002058785,0.0282998212
0.3896103896,0.0172239268,0.0029112082,0.0130434783,-0.0214573088,-0.05421691,0.0584958217,1.09173036072609E-05,0.1371110114,-0.0035722113,0.0057471264,-3.54786752980578E-05,-3.09294188021335E-15,0.0003942176,0.005979361
0.3862224732,0.0179114415,0.0072463768,0.0160818713,-0.0454867559,-0.0729606342,-0.0219359331,-0.000052924,0.0917194426,0.041934654,-0.0007662835,-0.0001974708,-1.07300385914662E-13,-0.0004399691,-0.0007076632
0.3867871259,0.0202113422,0.0058479532,0.0116788321,-0.044152211,-0.0693266284,-0.0233983287,-5.84740836646265E-05,-0.0486657427,0.0026196216,-0.013136289,-0.0001657615,-8.61503346853789E-15,-0.0002019386,-0.0135047937
0.3884810841,0.0228014679,0.001459854,0.0072674419,-0.0346996732,-0.059812902,0.007976703,2.43286233578434E-05,-0.0816138604,-0.0076547384,0.0057471264,0.0001085833,-3.4152454107394E-14,-0.0017882611,0.0058237559
0.3856578204,0.0117306659,0.0058139535,0.0131771596,-0.0529107525,-0.073342655,-0.0146239554,-5.99344475490195E-05,-0.0256443558,0.0162373239,0.0038314176,-0.0003826649,1.96601298315644E-13,-0.0006808916,0.0040431399
0.3833992095,0.0178118979,-0.0058565154,0.0073637703,-0.063861004,-0.0837129514,0,0,0.0124344152,-0.001701053,0.0201149425,0.0034425483,3.8706114655049E-14,0.0003836753,0.020601653
0.3856578204,0.0231551797,0.0058910162,0,-0.0437698944,-0.0712015974,0.0438718663,0.0001487613,0.1817092378,-0.0169680035,-0.0104493208,-0.0002102865,-2.14336091294661E-14,-0.0002579158,-0.0107663283
0.3805759458,0.0190997715,0.0043923865,0.0178041543,-0.0731907736,-0.0945058482,0.035097493,-1.72758147994985E-05,-0.0991295216,0.0248778999,0.1149425287,0.0009932878,-5.43334497164022E-16,0.0020339846,0.1183432421
0.3873517787,0.0563704616,-0.0044510386,0.0058309038,-0.0209364263,-0.0571630442,0.0417827298,0.0002652575,0.0010387316,-0.0261506375,-0.0094043887,-0.0004543124,-3.60654609869462E-14,-0.0004186614,-0.0097076001
0.3924336533,0.0202339055,0.0014577259,0,0.0181017307,-0.0287351033,-0.0396262018,0.0001250547,0.1027598438,-0.0357221126,-0.0804597701,0.0014860476,-4.04575225579858E-13,0.0005688111,-0.0834941569
0.3901750423,0.0835695467,-0.0028776978,0.010130246,0.0046920694,-0.038320127,-0.0309683762,-0.0001391447,0.03466268,0.0352641368,0,-6.88513277683679E-05,-1.99875837972769E-14,-0.0001505707,6.98283287048475E-05
0.3879164314,0.0188882965,-0.001447178,0.0247452693,-0.007178499,-0.0479721003,0.1036971385,-0.000048717,0.0770571889,0.0394644292,-0.0076628352,-0.0002181645,-2.1522780374382E-14,-0.0002755847,-0.007925379
0.3839638622,0.0267363177,0.0043668122,0.0147058824,-0.0283883813,-0.066485916,-0.0329038997,-5.54336601750312E-05,0.0444127037,0.0147091052,0.0057471264,-0.0008142356,-1.02861799278709E-13,-0.0033212757,0.0061640983
0.3732354602,0.056784342,-0.0044117647,0.0287443268,-0.0957648465,-0.1189609453,0.0233983287,-0.000355145,-0.1163048853,0.0312568486,-0.0593869732,0.0011636914,6.53505436726241E-14,0.0005180071,-0.0603784064
0.3754940711,0.0214306413,0.0060514372,0.0060150376,-0.0745376279,-0.1048312211,-0.0230904559,5.95305619381294E-05,0.0011482366,-0.0072902271,0.0022988506,-4.39624787839857E-05,-1.60606093322004E-14,-9.0347649740422E-05,0.0021864757
0.3709768492,0.0218814634,-0.0015037594,0.0106544901,-0.100265602,-0.1257542619,0.0125348189,9.39985407252715E-06,-0.0260405985,0.0026312792,0.001532567,6.95791080009953E-06,-3.81562422235418E-15,9.91264128199705E-05,0.0016582123
0.3698475438,0.0243280251,0,0.0030534351,-0.1023401395,-0.1261146151,-0.0109679666,0.0001118695,-0.0986828427,-0.004592612,-0.0006761325,-6.8377851265673E-05,5.50805719295486E-15,1.76337786872659E-05,-0.0006323009
0.3783173348,0.0214211294,0,0,-0.0394035222,-0.0774080123,0.0250696379,0.0001363967,0.1255552828,-0.0227573304,-0.0079022989,-0.0004018609,-6.97188425023796E-14,-0.0003197835,-0.008111053
0.3867871259,0.0188617516,0,0,0.0191662774,-0.0301172706,0.0292479109,0.000118504,0.0514007069,-0.0357221126,-0.0390804598,0.0024964012,1.05944352153039E-13,0.0094926184,-0.0411191403
0.3856578204,0.0171549098,-0.0072992701,0,0.0118992259,-0.0328222745,-0.0292479109,0.0001065336,-0.0129953357,0.006293896,-0.0028735632,1.65011322495213E-05,-1.9006792737537E-14,-6.40680870383331E-05,-0.0030168135
0.3867871259,0.0298741547,-0.0131771596,0.004379562,0.0202316593,-0.0242427487,0,0.0001147437,0.0310710965,0.0142888451,0.006385696,-3.70814345413933E-05,-8.08132818811904E-15,5.38406020716536E-05,0.0068097175
0.3896103896,0.012957486,0,0,0.0376531958,-0.0075459793,-0.038387883,7.87373492557211E-05,0.1018302173,-0.0357221126,0.0028735632,-1.95953974037749E-05,2.43966674782501E-14,0.0001146065,0.0030085815
0.3896103896,0.0180837627,0.0043478261,0.0072463768,0.0368496668,-0.0060215477,0.0097493036,0,0.0972039254,0.0787987779,-0.0049261084,-0.000088754,-2.19524173097905E-15,-5.53196337091358E-20,-0.005231653
0.3896103896,0.0093471485,0.0043478261,0.0043478261,0.0365819287,-0.005283102,0,2.25442323478743E-05,0.1903241294,0.0109914193,-0.0086206897,-0.000131798,-2.17592529578159E-14,5.53196337091359E-20,-0.0089549097
0.3890457369,0.008328264,0.0028985507,0.0058055152,0.0310169855,-0.0078521042,-0.035097493,-1.67018189738414E-05,0.1112793202,0.0127357097,0.0022988506,-0.0002130793,3.53011420634119E-15,-6.16283036138872E-05,0.0024123234
0.3896103896,0.0125714779,0.0029027576,0.0101449275,0.0329725901,-0.0032126118,0.1169916435,0,0.080479104,0.0241868471,-0.0019157088,-0.0002805429,1.14022501789349E-15,4.3130150542985E-05,-0.0020044001
0.3896103896,0.0199062962,-0.0057971014,0.0057971014,0.0303051446,-0.0024227499,0.0250696379,6.66446634659235E-05,0.0751532279,-0.0085052649,-0.0114942529,-0.0011430508,-1.58382005923043E-13,6.05176986993691E-20,-0.0118533588
0.3850931677,0.0230631571,-0.0188405797,0,-0.0006589685,-0.0243970204,0.0097493036,0.0001380757,-0.0495210724,0.0238147418,-0.0183908046,0.0018532635,6.83049082147596E-15,-0.0005263621,-0.0188279438
0.3839638622,0.0129347016,-0.0029325513,0,-0.0071206867,-0.027992519,-0.0263231198,7.63964936268131E-05,-0.1054037182,0.0019708752,0.0028735632,0.0001088453,-2.05236917607636E-14,0.000116833,0.0029633397
0.3760587239,0.0248469793,-0.0073529412,0.024024024,-0.0597960414,-0.0669258399,0.0313370474,-9.96589407016544E-05,-0.1677328129,0.0198387511,0.0149425287,0.0002841647,2.9992712034156E-15,0.0003135814,0.015448935
0.3896103896,0.1126075348,0.0075075075,0.0072463768,0.0352440244,0.0050119693,0.0461809119,0.0004102629,-0.0196969461,-0.0296003796,-0.0114942529,-0.0003241946,-8.11944927282871E-14,-0.0004072057,-0.0118533588
0.4251835121,0.2254028753,0.0391304348,0.0039840637,0.2746885978,0.1885245166,0.1119489002,0.0011115063,-0.0071916565,-0.0283472249,-0.0314842579,-0.0152819732,6.50954004793923E-14,0.0007797229,-0.0324208409
0.4313946923,0.0862421831,-0.0172642762,0.0235602094,0.3065279752,0.2157964532,-0.0305773614,7.19813599246741E-05,-0.0009414595,0.1317815752,0.0034665207,8.61931787061306E-05,-1.80604550388827E-14,1.57266570085542E-05,0.0037557982
0.4488989272,0.0810588347,-0.0209424084,0.0088050314,0.4122396164,0.3006823403,0.0408110384,0.0003209597,0.0318268458,-0.0238290192,0.0046257359,5.41942635750537E-05,-7.81901458728755E-15,3.24588870874521E-05,0.0048191471
0.4421230943,0.0822641977,0,0.0191570881,0.3505734348,0.2601568931,-0.0501392758,-4.51036506164934E-05,0.0258844801,0.0656120436,0.0001999,-0.0001213978,-5.88863436861617E-15,-8.82223096995698E-05,0.0004596485
0.4376058724,0.0608598801,0,0.0412903226,0.3055676843,0.233274528,0.0617455896,-0.0001180396,0.0224416878,0.0476294835,-0.0031437273,-0.0002190479,-1.35315579222266E-14,-0.000080779,-0.0035414717
0.4584980237,0.066696456,0.0090322581,0,0.4296096412,0.3369378621,0.0114448347,0.0003344851,0.0707046471,-0.0357221126,-0.0035158891,0.0001387581,6.11510346255059E-14,0.0001432174,-0.0043141004
0.4658385093,0.2167644775,0.0061576355,0.0181818182,0.4570028407,0.3689582996,-0.0404971073,-0.0003202722,0.0822741715,0.0159157928,0.0003896357,-3.84261845281313E-06,1.35488971811214E-14,2.40734098243594E-05,0.00022536
0.4573687182,0.0482109794,0,0.0283950617,0.3816159105,0.3204121472,0,-0.0001553741,0.0403698698,0.0544762218,-0.0086677972,-0.0003351374,-2.95537929169746E-14,-0.0001257285,-0.0090522558
0.4573687182,0.0337556933,-0.0209876543,0.012345679,0.3650734172,0.3156290831,0.0125348189,6.44483299287326E-05,0.0997819001,0,0.0091954023,-0.0079980182,-4.40033120088002E-14,0,0.0098096762
0.4596273292,0.0577806633,0.0148148148,0.0245700246,0.3626114873,0.3213411345,0.0274199164,1.39200686951489E-05,-0.0293251194,-0.0047629484,0.0051085568,0.0001384352,8.98052755310974E-14,2.85346940807795E-05,0.0054448977
0.4584980237,0.0402921717,-0.0171990172,0.0086206897,0.3374717412,0.3101510651,-0.0355153203,8.95684227205084E-05,-0.0898075545,0.0234624527,-0.0114942529,9.11373439615309E-05,-2.71877929304907E-13,-3.87342928586342E-05,-0.0118533588
0.4534161491,0.0332009034,-0.0086206897,0.0112079701,0.2868842485,0.2798700659,-0.0070194986,3.61450840822115E-05,-0.0989344227,0.0089859973,-0.0064839375,0.0001142828,3.45177209962414E-14,-0.0001967234,-0.0062812671
0.4500282326,0.0263062892,-0.0062266501,0.0037641154,0.2462033655,0.2581654277,0.038149449,0.0001050169,-0.1073215841,-0.0050774374,-0.0047021944,0.000047147,1.3368699083316E-14,-0.0003148916,-0.0047193929
0.4455110107,0.0357127215,-0.0163111669,0.0050697085,0.2002609728,0.2306543386,0.0398835148,0.0001443118,-0.0849790629,-0.0030099713,0.0070733864,2.58230799260527E-05,-8.99857947911636E-15,0.1237003181,0.0072943746
0.4415584416,0.0262660293,-0.0076045627,0.0115089514,0.1583556292,0.2062379208,-0.0475278552,0.000023255,-0.0456301223,-5.67017661034753E-05,0.0060207991,-3.23179921281854E-07,-2.12318403506793E-14,0.0002364296,0.0061201442
0.4268774704,0.0558698677,-0.0025575448,0.044973545,0.0508897711,0.1284325374,0.0638136237,-0.0002142905,-0.2145890191,0.0243511098,0.0086206897,9.73563237933847E-05,3.53196437102086E-14,0.0002997236,0.0089411112
0.4138904574,0.0897520921,0.0013227513,0.0491132333,-0.0402344475,0.0603963763,0.0277085471,-0.000196008,-0.1927335459,-0.0024807023,0.0028735632,6.18893686633437E-05,1.32916678732379E-14,6.56745754675814E-05,0.0031294048
0.4438170525,0.095710996,0.0163710778,0,0.1390436362,0.2072415403,0.005264624,0.0004844253,0.0920283593,-0.0316369094,-0.0096880131,-0.0002724013,-5.67524715762892E-14,-0.0003570641,-0.0099766655
0.4392998306,0.0436954584,0.010178117,0.028277635,0.0983332568,0.1795892352,-0.0364219267,-8.85093531144674E-05,0.0318836825,0.066845082,0,-0.0003792454,9.06752779196656E-14,-0.0002855921,0.0001201861
0.4432523998,0.0542389003,0.0154241645,0.0343949045,0.1110152516,0.1945728642,0.0169826579,-0.0001214344,0.0104603427,0.0024617878,-0.0146290491,0.0027459414,1.32959767379841E-14,0.0028549984,-0.0151150305
0.4415584416,0.0454407903,0,0.0063938619,0.0889512238,0.1802954264,-0.0426861402,0.0001061593,0.0646473153,0.0039691236,0.0881226054,-1.45806819926721E-05,-3.31280658938015E-14,-0.000159796,0.0944087625
0.4415584416,0.0303574944,-0.0268542199,0.0038363171,0.0777105083,0.1752401314,0.0646532766,0.0001212299,0.0685145519,0.0124250827,0.0101679929,-6.43881359893212E-05,-1.62307424433856E-13,6.19031611205067E-19,0.0111866151
0.4714850367,0.0620258681,0.0012787724,0.005988024,0.2470553356,0.3179637825,0.0904026336,0.0002545064,0.1425383201,-0.031053882,0,0.0013316722,-1.47203966290516E-13,0.0036036118,-0.0007992723
0.4760022586,0.0795462137,0.0107784431,0.0391459075,0.2554489403,0.3315322268,-0.0235729431,-0.0001298429,0.0654674646,0.1315956537,0.0037532254,5.24209024259271E-05,-8.01261563726567E-15,0.00002267,0.0040321693
0.4782608696,0.0387514572,0.0083036773,0.0047225502,0.2494340504,0.3334159487,-0.03402308,0.0001354378,0.0700741071,-0.004329953,-0.000530504,-5.47515979133182E-05,-2.26336742332359E-14,1.13331577315972E-05,-0.0006478984
0.4697910785,0.077214459,0.0059031877,0.0240384615,0.1796875825,0.282574269,0.0292479109,0,0.1210591626,0.0184769548,-0.0022246941,-0.0002063343,-2.58284366835172E-14,-0.0001668096,-0.0022575265
0.4827780915,0.0642543185,0,0.0023391813,0.2375201382,0.3378979446,-0.0087743733,0.0002686149,0.1302657681,-0.015196874,0.0052873563,1.31479103182722E-05,3.94542078004285E-14,0.0002134916,0.005452545
0.4799548278,0.0701101395,0.0011695906,0.02,0.1994697279,0.3153991889,-0.0194986072,-6.88310645937781E-05,-0.0597020252,0.0354563231,-0.0091324201,-0.0002147302,3.39401967593721E-14,-6.76460961132761E-05,-0.0095723335
0.479390175,0.0643684619,0.0047058824,0.0164899882,0.1739338234,0.3039911346,-0.0282033426,-0.0001406483,-0.0111281999,-0.0069445785,-0.0068965517,-0.0005066646,-7.28085285366339E-15,-1.96761240772542E-05,-0.0071570102
0.4765669113,0.0404379478,0.0058892815,0.0118483412,0.1387724181,0.2820375498,0.0277085471,3.78325639176542E-05,-0.0257598501,0.0099228091,-0.0172413793,0.0010965018,-6.21948207221331E-14,-0.0001162361,-0.0177520492
0.4799548278,0.0321671979,-0.0023696682,0.0047058824,0.1474746755,0.2898881588,-0.0386072423,6.42485939077389E-05,-0.0096395122,-0.0041529488,-0.0804597701,-4.37725001793252E-06,-5.7648338971726E-14,0.000136866,-0.0842557259
0.4872953134,0.0460986632,0.0070588235,0.010428737,0.1792031818,0.3162410552,0.0877437326,7.62448960677186E-05,0.0465740012,-0.0154909846,-0.006385696,-0.0002307181,1.19392129506766E-12,0.0001668769,-0.0067269159
0.4889892716,0.0217480749,-0.0069524913,0.0057736721,0.1807853476,0.3150821577,-0.0438718663,2.85611447235622E-05,-0.0165470084,-0.0119073709,0.0114942529,-0.0002140503,-8.83826170842781E-15,2.16988247024202E-05,0.0119928101
