open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,close_ma5_ratio,close_ma10_ratio,atr5_ratio,ema5_ratio,ma5_ratio,sma5_ratio,rsi5_ratio,willi5_ratio,macdsignal5_ratio,rocr5_ratio,ultosc5_ratio
-0.07186104218362283,0.06646035956380784,-0.11981351981351981,0.06724014336917562,0.23659562128461653,0.09858450742832081,-0.10695142556779237,0.17477502621362032,0.13417752422069745,0.13417752422069745,0.01479236608526537,-0.02968929804372843,-0.010834255330845352,0.0632706980091524,0.04930000168184434
-0.11900065746219592,0.13263730608043525,-0.13948439620081413,0.02226970560303894,0.1661197466896949,0.12014580944821707,-0.040200168817194966,0.13906965807787544,0.22710961287516312,0.22710961287516312,0.004601875750202072,0.03990497048888229,-0.015714361053940203,0.15141406405138544,0.08850699755922102
-0.11874692471707396,0.2346165279429251,-0.24169278996865204,-0.1111111111111111,-0.017133017649591048,0.04310256942076419,0.11528031260441346,-0.023097096356765753,0.0928292949304074,0.0928292949304074,-0.03668001515646378,0.08326325573161017,-0.01501424280576037,-0.21070503595565593,-0.05657196762225285
-0.12002652519893899,0.2019704433497537,-0.12136953955135775,-0.04492337164750958,-0.10257731958762888,0.017982778420665896,-0.034430353812019775,-0.06160685516713476,0.06610683446861311,0.06610683446861311,-0.016320835131946286,0.025395607674088688,-0.007674468468287985,-0.042271371514735784,-0.0551752192040199
-0.07232767232767233,0.4806272360508488,0.0,-0.203030303030303,-0.29214162348877376,-0.1350172777186804,0.006500113480326362,-0.2494382989297504,-0.15831564584596725,-0.15831564584596725,-0.05669429616145611,0.040485406423266035,0.03367215682778673,-0.3564797119433497,-0.1507087294662182
0.024588215316692134,0.5604224914569742,-0.02104832104832105,-0.20706401766004415,-0.4167539267015707,-0.2726637309172236,0.05718708647151445,-0.37750489739641013,-0.3182718683328254,-0.3182718683328254,-0.047946598613284645,0.0007422324510932116,0.03701827559243519,-0.2564563697535248,-0.19130185447808817
0.0,0.06896551724137931,-0.1864946583350131,0.16431431431431429,-0.11084725886836705,-0.1444890780292284,-0.05560392325120621,-0.08945185543922776,-0.24120341854019092,-0.24120341854019092,0.15999666198500498,-0.01417978761105539,0.00977407443100459,0.1333741792874351,0.08305019510763911
0.024697253965546645,0.10253884046987495,-0.1026973026973027,0.09243656072924365,0.058572479764532746,-0.06866223024699764,-0.09873095531972373,0.034864345262371164,-0.12155634021418595,-0.12155634021418595,0.035711632483782084,-0.013607594936708866,0.00016592353694510045,0.193595383289774,-0.08907018246557917
-0.09792054099746407,0.1364186327888687,-0.10247208931419458,0.022905982905982905,0.12332890659583888,-0.048796957270989406,-0.06721736882831111,0.04685842173341363,-0.08135956369302688,-0.08135956369302688,0.00734586633814693,-0.005937859608745685,-0.0038523922194276515,0.06410142502739843,-0.016193081659591328
0.0,0.13612012374556703,-0.08179828923811419,0.02285575048732943,0.12897333922521728,-0.016294070248382354,-0.0770623799907531,0.05479986491018949,0.054383772101137935,0.054383772101137935,0.00793460356214794,-0.02580648713529823,-0.006517082897558904,0.2167739974343488,0.16733691353668545
