"high_close_ratio","volume_ma10_ratio","ad_ratio","obv_ratio","atr5_ratio","adosc5_ratio","b_upper5_ratio","dmi5_ratio","adx5_ratio","adxr5_ratio","slowk5_ratio","macd5_ratio","macdsignal5_ratio","dx5_ratio","cmo5_ratio"
0.1985743092,0.0663641566,-7.70419205704472E-06,0.0634520655,-0.0629650821,-0.1415718702,-0.3492225343,-0.0002226591,0.0345689045,0.2431615157,0.0973979324,-4.22740933130438E-05,0.0009010622,-0.0002226591,-0.000134866
0.1165022661,0.0524249426,8.81372043494459E-06,0.0639233142,0.1717154609,-0.0078486012,-0.2130504169,-0.0005050701,-0.2277535695,0.0539956678,0.214404865,-0.0008607695,-0.000267938,-0.0005050701,-0.0003546834
0.3564049587,-0.0242400272,-5.6987136591999E-06,-0.0449191583,-0.0671607376,-0.0025698379,-0.1485329724,-0.0003214779,-0.2716925587,0.0251663333,0.0820180934,-0.000544794,-0.0005088042,-0.0003214779,0.0033986374
0.0914321582,-0.1216285023,-5.43935446869292E-07,0.0211519345,-0.0663892247,-0.0072026902,0.2885391766,-0.0001570502,-0.2772026475,0.0279501372,-0.006873892,-0.0012830062,-0.0010617143,-0.0001570502,-0.0007258811
0.13459268,-0.0740129454,1.50523744675424E-06,0.0328039517,-0.0566905517,-0.0013145854,0.1470125761,4.92908547935498E-05,-0.2561651451,-0.0986455991,0.1480183604,-0.0021194906,-0.0016535222,4.92908547935498E-05,0.0003092874
0.1600062768,-0.0529903743,-5.14566998486046E-07,-0.0368144309,-0.0783813989,0.0013718109,-0.1229108054,-0.0004402238,-0.3078167089,-0.3206297243,0.2427261817,-0.002044368,-0.0018190263,-0.0004402238,-0.0002555588
0.6235804745,0.0827459316,-1.23927336798007E-05,-0.0747889761,0.2173491304,0.0472298231,0.392491905,0.0080255328,0.3432010443,-0.0806204248,-0.0264424709,0.054539109,0.0020649654,0.0080255328,-0.0028775983
0.5430932704,-0.0562320534,-8.73363074357428E-06,-0.0395549349,-0.0285626673,0.0033893257,0.2020903162,0.0001335968,0.3333983346,-0.0284191946,-0.0979198373,0.0022266112,0.0030649637,0.0001335968,6.64271621199635E-05
0,-0.0389387002,1.09556910105135E-05,0.0429684391,-0.0421701177,-0.0002552901,-0.245162124,2.03429461806248E-05,0.2404033409,-0.0093971344,0.0010854166,-0.0001802329,0.0009336677,2.03429461806248E-05,-0.000220074
0.4394306005,0.3806407923,-1.92635358678425E-05,-0.1679988269,0.0232419294,0.0018541266,-0.5401827783,0.000062188,0.2125492541,-0.0138161213,-0.0680852782,0.0005961005,0.0009741923,0.000062188,0.0003096554
0.2490738102,-0.0560890115,-1.10586636916081E-05,-0.0458798642,-0.1150998678,0.0010074002,-1,0,0.1520050806,0.2764300404,-0.1162307722,0.0001721346,0.0006335461,0,1.60763864361582E-05
0.1102769541,-0.0507782945,-2.42170779985207E-06,0.0465706384,-0.1354707321,0.0002904448,-0.1552995984,1.2623946901875E-05,0.1198682313,0.2520079068,-0.247440758,-0.0001202484,0.0002401892,1.2623946901875E-05,-2.30822215043179E-05
0.0255234646,0.0458952319,2.65169202125129E-05,0.0763288155,0.0596771613,-0.0008145791,0.2816765912,-0.0007266982,-0.3365541666,-0.1289334965,0.0893900863,-0.0010280937,-0.0006125622,-0.0007266982,-0.000422057
0.2868395143,-0.0729498827,-9.3381619372311E-06,-0.0405597537,-0.0709520958,-0.0002937845,-0.1048588309,0.0023720323,-0.2483611735,-0.0297092563,-0.1178005294,-0.0006982064,-0.000793298,0.0023720323,-0.0006314784
0.0257969303,-0.0990007122,8.60439083250195E-06,0.0333154871,-0.0857752972,-0.0008087948,0.1335635763,-0.000618174,-0.333971965,-0.0820416425,-0.0679405909,-0.0009097766,-0.0010072535,-0.000618174,-0.0004931905
0.3663911846,0.0012197508,-1.85408567850224E-05,-0.0649074179,-0.0204775494,0.000560739,-0.0368257511,0.0058429794,-0.0996263469,0.0463208143,-0.0975780567,-0.0004461004,-0.0009470909,0.0058429794,-0.0020206144
0.1050638618,-0.1183180571,0,-0.0265037139,-0.0996790672,4.98017558116108E-05,-0.2065273223,-0.0006036945,-0.3008974795,-0.4063744631,0.1788127796,-0.000326396,-0.0008474373,-0.0006036945,0.0001217563
0.3639566917,-0.0467043699,-0.000019372,-0.0482540415,0.0493967375,0.0006280636,0.1655318509,0.0039466546,0.0671953654,-0.1709095122,0,0.0022164274,0.0004156677,0.0039466546,0.0011696287
0.4213498623,0.0881803147,-3.70731642229037E-05,-0.097359174,0.0961095708,0.0009598501,0.2393238686,0.0007452361,0.4519813459,-0.0257734063,-0.0951304536,0.0020510807,0.0017922406,0.0007452361,0.0001518731
0,0.0665767322,0.0001224698,0.0789476471,-0.0766143024,-0.0006323911,-0.2639371754,0,0.2887387404,0.121084725,0.07572922,-2.09477180156267E-05,0.0007655553,0,-0.0001769748
0.3537864733,0.0112582422,-2.30646948892505E-05,-0.0623565406,-0.0084280383,-4.25373197910892E-05,-0.3392044263,-0.0003577374,-0.0620725527,-0.2106156864,0.0525588165,6.68692838368037E-05,0.0004516726,-0.0003577374,8.01705386496409E-05
0.4012855831,0.1135180814,-5.32221070078453E-05,-0.1021842372,0.0222761,0.000595654,-0.5815674265,0.000473259,0.1387044636,0.137418475,-0.0282492947,0.0004029112,0.000557461,0.000473259,0.0001253319
0.4902584047,0.0558129318,-0.0008376962,-0.0884773998,0.0032162425,0.0010036636,-0.1460409929,0.0001749537,0.2086574963,0.3830729648,-0.4073769565,0.0005790641,0.0007554487,0.0001749537,8.01765182225161E-05
0.2556863892,-0.0257610661,0,0.0653575508,0.0167566888,0.0002121897,-0.0340263389,0.000038655,0.1752134911,0.2803154154,-0.2421311949,-8.9206227739737E-05,0.0003192444,0.000038655,-9.88705991109002E-05
0,0.0606101683,-0.000070491,0.1011763598,-0.0985564391,-0.0008848036,-0.3620542827,0,0.1276830765,0.0555060784,-0.2426462971,-0.000444696,-0.0001512321,0,-0.0001568181
0.3484848485,-0.0551583327,-0.0001531064,-0.0537279774,-0.0253448584,-0.0003754301,-0.4215973278,-0.0004261383,-0.1577641554,-0.0438693982,-0.1590108637,-0.0002852891,-0.0002786465,-0.0004261383,0.0001026311
0.0296030348,0.0455171252,-0.0001834592,0.0995519281,0.1213718181,-0.0015016375,0.3512585078,-0.0006586465,-0.3280372337,-0.1050709618,0.4874691092,-0.0011234738,-0.0008729014,-0.0006586465,-0.0004840673
0.118899432,-0.0040841035,8.71255192455363E-06,-0.0793289541,-0.0828688779,-0.0018271397,0.1599619648,-2.44681633653871E-05,-0.3224404859,-0.0716987861,0.5741859705,-0.0011035917,-0.001143316,-2.44681633653871E-05,-9.19263193414724E-05
0.1570247934,-0.0690892776,-2.91639378213547E-05,-0.0528957182,0.0048897342,-0.0007741199,-0.0307763318,0.0046712197,-0.0471046311,0.0734090565,0.1005252861,0.0005451374,-0.0006970701,0.0046712197,-0.0013707103
0.5159386068,0.0222017512,-0.0001461799,-0.0902855647,0.0956943852,0.0040505202,0.27423538,0.0009259535,0.3487703857,0.039067481,-0.1136774233,0.0022722135,0.0006708152,0.0009259535,0.0004261229
0.5417355372,-0.009316439,8.2173748846325E-05,-0.0826098373,0.0028551178,0.0027241264,0.1949097096,0.0001233731,0.3291530414,-0.0504242481,-0.092806792,0.0011280893,0.0012620296,0.0001233731,0.000063638
0,0.0076381581,-3.67503363895875E-05,0.0904255404,0.0694102893,-0.0005391719,-0.3860859121,-0.0002295188,0.0479279518,-0.1580194559,0.1865466102,-0.0006077965,5.89786568567874E-05,-0.0002295188,-0.0003051877
0.1577104912,0.0523908791,-1.11402480974709E-05,0.1061738892,-0.0266294786,-0.0007141611,-0.3943887848,-0.0007085228,-0.3296880894,-0.2666034772,0.393268905,-0.0010950058,-0.0007244439,-0.0007085228,-0.0006229299
0.1213973193,-0.0355441261,-5.36572414001176E-05,0.0675529932,0.0185252298,-0.0014485643,0.2303684451,0.002523452,-0.2073773275,0.0591536081,0.2672132124,-0.0019549534,-0.0014926435,0.002523452,0.0007783035
0.1868053577,-0.0727304749,0.0003269798,-0.0482909077,-0.0912583039,-0.000965679,0.1622224524,6.44924966796873E-19,-0.1876199979,0.1099777152,0.1324411479,-0.001839087,-0.001712321,6.44924966796873E-19,-0.000238256
0.0647815291,-0.0793275991,-0.0001020919,-0.0465044011,0.1083578518,-0.0026122587,-0.3616599564,0.0008190621,0.036797857,0.0545316251,0.0240683402,0.0042691299,-0.0010518014,0.0008190621,-0.0009401668
0.5847304211,-0.0377329853,-0.0002288375,-0.0592261667,0.0129298527,0.0052182892,0.1749078343,-0.0001611327,-0.0528319578,-0.2754698944,-0.2875858647,0.0049634009,0.0011748248,-0.0001611327,0.0006621609
0,0.0311632851,-0.0001086631,0.085075404,0.1918280478,-0.0052062591,0.2367198774,-0.0003409335,-0.1840515032,-0.2471758264,0.0387124799,-0.0028434698,-0.0019352401,-0.0003409335,-0.000611817
0.3848394526,0.1195256798,-0.0001869916,0.1225083058,-0.0347755431,-0.0136574648,0.1411721406,0.0014948944,0.2160069057,-0.0110057963,0.1639385873,-0.5652108893,-0.0047171927,0.0014948944,5.95009243969467E-05
0.056875122,-0.0172144184,-3.19949181850697E-05,0.0659277219,-0.0741559554,-0.0001909774,0.4362922834,0,0.154211762,0.1195999193,0.3013989973,0.0031672128,-0.2021050925,0,0.0001685673
0.2283996995,0.0083560155,4.0367430644933E-05,-0.0724478871,-0.0638258461,0.0012196736,0.242082228,0.0001504086,0.2065224258,0.1010763639,0.227819514,0.000561634,0.0039580795,0.0001504086,-2.66976040455052E-05
0,-0.0189547861,-6.12724201858766E-05,-0.0643522894,-0.0543602059,-0.0026725838,-0.4941663813,-0.0004860555,-0.1741590131,-0.2239704062,0.0795347997,-5.76015716086695E-05,0.0012431209,-0.0004860555,-6.70963569961885E-05
0.3243042672,-0.0059417806,-0.0011418071,-0.0678742651,-0.059562967,0.0061922237,-0.0488188548,0.0005070079,-0.0189276578,0.1086414406,-0.1429424074,-0.0006356158,2.85913780653728E-05,0.0005070079,-0.0002479316
0.0285499624,-0.032766501,-4.50244808445795E-05,0.0602063251,-0.0069306811,-0.0022984013,0.0016776724,-0.0005043639,-0.241809416,-0.0646951139,-0.0712439558,0.0001197707,9.93659153679819E-05,-0.0005043639,0.0007239151
0.113750244,-0.0770689399,2.48117455173706E-05,0.0435136434,-0.107944646,-0.0026265159,0,0.0009098388,-0.0632064607,0.1024088007,-0.0250917584,-2.15920906754335E-05,4.32727608202079E-05,0.0009098388,2.9095758239909E-05
0.0873766995,-0.0806408446,-1.68147728411469E-05,-0.0412300655,-0.0473459729,-0.0102158545,-0.0339960642,-0.000574638,-0.2825581804,-0.2764258728,0.0053426829,-0.0007205862,-0.0004716747,-0.000574638,-0.000296196
0.086677686,-0.0846754571,-6.25121566741701E-05,0.0396758142,-0.0396626018,0.0089094551,-0.0096545008,-0.0004207538,-0.3179151201,-0.1775132984,0.1464422129,-0.0004598226,-0.0005761748,-0.0004207538,0.000448945
0.3950154959,0.2101679974,-0.0025241283,0.1437830247,0.1620937619,-0.0042316996,0.0521277055,0.013726225,0.5731971532,0.0711798069,-0.105284188,0.0003826712,-0.0001841153,0.013726225,0.0005478786
0.0531113272,0.0821784642,-9.62707982718224E-05,0.0907857184,0.0969905953,-0.0327818284,0.5825032205,0.0001066227,0.4459230878,0.2199687385,0.0548345055,0.0020205192,0.0011803739,0.0001066227,0.0003328931
0.0787978963,-0.028249582,5.1156601168392E-05,0.0535009442,-0.055566593,0.0038140784,0.3530142182,0.000090817,0.3622097487,0.0767531538,-0.0054736331,0.0006928351,0.0011801853,0.000090817,2.16000867859898E-05
0.2626596544,0.0009494876,-3.69836815349763E-05,0,-0.0172289087,-0.0004350199,0.1415119939,0.0001222957,0.3370028135,0.1103373673,-0.0203861162,0.000131156,0.00068528,0.0001222957,0
0.1039300791,-0.0516405293,0,0.0439270924,-0.0895108881,-0.0004847638,0.0079856481,-3.27397511362503E-19,0.2269165972,0.4139645979,0.011093811,6.51477810291207E-05,0.0004129607,-3.27397511362503E-19,2.54689302861968E-05
0.2665365497,0.0448587276,-9.80244669230366E-05,-0.0709553468,0.0207559126,-0.0020750099,-0.2679056262,-0.0004793225,-0.1648588602,0.047738835,0.0879417827,-0.0005252237,-0.0001714877,-0.0004793225,-0.0002359165
0.2434766459,-0.0139094461,0.0001644688,-0.0570589075,-0.0322719542,-0.007299874,0.0596026289,-0.0003163812,-0.2335070328,0.0107090297,-0.1242930325,-0.0007951123,-0.0006186145,-0.0003163812,-0.0002982392
0.2655566359,-0.0033457871,1.84926770709049E-05,0.0643205713,0.0568527146,0.0052779659,-0.0281059154,0.0010625701,-0.0151638835,0.1956583987,-0.08211197,-0.0003044176,-0.0005873226,0.0010625701,0.001612511
0.2116671208,-0.0555158486,2.55862193598238E-05,0.0474312766,-0.0518971994,0.0022248765,-0.0268074953,1.56908826731468E-19,-0.012234665,0.1439855664,0.0071399666,-0.0002536203,-0.0005379922,1.56908826731468E-19,5.66406898676887E-05
0.0264583901,-0.0971443374,-1.80137470538956E-05,0,-0.0103462303,-0.0002688735,-0.1298167527,-0.0004712312,-0.2248429006,-0.2396179931,-0.0015106043,-0.00032475,-0.0005429072,-0.0004712312,0
0.1872666054,-0.0968337568,1.99976026124378E-05,-0.0288202212,-0.0756754747,0.0002897415,-0.0033846494,-0.0006853211,-0.3426279817,-0.3513858438,-0.0362882429,-0.0007635863,-0.0007887741,-0.0006853211,-0.0003108206
0.0508671866,-0.0094229634,-1.64089376801516E-05,0.0483491227,0.0798377361,-0.0007436422,0.314506802,0.0180535819,0.1191603606,0.0501330057,-0.0052383258,0.0017484689,0.0002799619,0.0180535819,0.0046232385
0.1024558936,-0.1011130439,7.81645309683174E-06,-0.0242290785,-0.1091813235,-0.0004354739,0.1131621339,-1.61910043542591E-19,0.089383052,0.0392308732,-0.022608386,0.000197851,0.0003046293,-1.61910043542591E-19,-8.78506625090596E-05
0.2355371901,-0.1042287808,1.84873775361949E-05,-0.0219258965,-0.0410432599,0.0004099243,0.0038984979,-0.0005616365,-0.2454558861,-0.2933526591,-0.0505752237,-0.0006907661,-0.000340241,-0.0005616365,-0.0003026308
0.1564579169,-0.11782051,0.0000023,0.0181696349,-0.0145971695,0.0001177127,0.0016500375,-0.0001445222,-0.2522834444,-0.3799260291,-0.0979179858,-0.0005339873,-0.0005422165,-0.0001445222,0.0002388121
0.3091616555,0.1623164794,3.11031303867044E-05,-0.0731604699,0.2263168787,0.0016374727,0.2333750029,0.0051772787,0.6015437375,0.4237921199,-0.1505171815,-0.0038793547,-0.0025111451,0.0051772787,-0.0019623531
0.0833439288,-0.033356621,2.61787415446159E-06,0.0339117091,-0.1123182271,0.0005542164,-0.1360698815,1.94017586595029E-19,0.3602662963,0.2852241666,0.0210121643,0.004313548,-0.0048933429,1.94017586595029E-19,-0.0001018227
0.1654154312,0.0687824977,3.84328513155072E-06,0.0512015908,-0.0274613216,0.0002567474,-0.2451692355,-0.0003952704,-0.0696612536,-0.1880188894,-0.0394861603,0.0003932125,0.4766660467,-0.0003952704,-9.93457561885376E-05
0.170625366,0.1041042044,4.18822667687606E-06,-0.0580713663,0.0149917862,0.0001434193,-0.1852960084,0.0005594249,0.1619879546,-0.020318048,-0.1211927889,0.0013182773,0.0051177818,0.0005594249,0.00027622
0.4144424875,0.1677602348,2.2665438022842E-05,-0.0799657311,0.0673580431,0.0011268427,-0.3563156042,0.0001987014,0.2429799755,0.4723440683,-0.1911709205,0.0014326532,0.0032225465,0.0001987014,0.0001279547
0,-0.0561034985,-7.7083730926409E-06,0.0340654806,-0.0537377129,-0.0002019208,-0.033480867,2.08718249158967E-05,0.1856378029,0.3228989683,-0.0228756641,-0.0001717024,0.0009756136,2.08718249158967E-05,-0.0001944279
0.059449716,0.0167372122,-4.35975929496184E-06,-0.0493293008,0.0096953835,-0.000567068,-0.0891726889,6.38187588649858E-05,0.1757497836,0.0873608244,-0.3355578773,0.0003585695,0.0007930399,6.38187588649858E-05,0.0002054263
0.0906670355,-0.0411267834,-4.91026328393165E-06,-0.0385921387,0.0076854456,-0.0008755492,-0.2846739665,0.000119927,0.2044052184,0.235034421,-0.3027426557,0.0002811692,0.0006409274,0.000119927,5.57246940942151E-05
0.0584869676,-0.028679675,-9.89105234885488E-06,0.0439399115,0.0782409811,-0.0015671916,-0.1685156026,-0.0004365995,-0.1419490195,0.0125386027,0.0061799407,-0.0005436835,-9.53889055013599E-05,-0.0004365995,-0.0002521521
0.2098007613,-0.0924843678,7.85964147009178E-06,-0.0283756192,-0.0760249645,-0.0008994136,-0.0009327482,0,-0.1233313158,0.0180632488,0.0195560129,-6.63874388373653E-05,-0.0001022483,0,0.0003522337
0.0587247195,-0.0886180814,-4.27934347564331E-06,0.0266711101,-0.0655598648,-0.0015777295,-0.1432439927,-3.33870541721188E-19,-0.1059595544,0.0395389126,0.5051100455,-0.0006134575,-0.0004671197,-3.33870541721188E-19,-0.000243623
0.1179288244,-0.0556760937,-3.1936665456858E-06,-0.0333788955,0.0019545004,-0.0026499643,0.0223530451,0.0001918412,-0.022728637,0.1214988932,0.3089713629,-0.0004963849,-0.0005943008,0.0001918412,0.0001219124
0,-0.0146556388,-1.5253297268886E-05,0.0417523857,-0.0369608751,-0.0218937382,0.2118414051,-0.0007247066,-0.3409226681,-0.2886000071,0.3228421627,-0.0016207336,-0.00127963,-0.0007247066,-0.0009093753
0.0549288251,0.1504358091,-2.63941574852763E-05,0.0783537865,0.0292414789,0.005989361,0.40759411,0.0145937903,0.073264653,-0.0531090451,0.282690078,-0.0048126431,-0.0025628521,0.0145937903,0.0003848488
0.2164236853,0.093962383,3.89808686639276E-06,0.0608625915,0.0810273154,0.0008813389,0.2704972108,0.0003488243,0.2456700952,0.0607478037,0.2225608175,0.00532715,-0.0057000326,0.0003488243,6.55577782463796E-05
0.0779475593,0.0891964524,-8.28158833500231E-06,0.0625757811,0.0421514815,0.0003824683,0.4114248809,9.68072733607419E-05,0.2401572927,0.1317631655,0.1537155183,0.002449954,0.0384087134,9.68072733607419E-05,0.0001141322
0.0512279468,-0.0534706702,-2.0451521529247E-05,0.0306336224,-0.0369297376,0.0003788808,0.1822878293,3.83540887761734E-05,0.1959158038,-0.076902372,0.1935271231,0.000860915,0.003955598,3.83540887761734E-05,2.38074347455675E-05
0.0510469293,-0.1027054068,-1.48882284381842E-05,0.0199370154,-0.0845257748,0.0001449233,0.0598637491,1.29512840904496E-05,0.1497538552,0.1492441241,0.1421447142,0.0002482933,0.0015913463,1.29512840904496E-05,0.000005888
0.3787414492,0.0753610759,9.73963317084327E-05,-0.054903785,0.1414035197,-0.0009441267,-0.0449039297,-0.000750659,-0.3502599728,-0.146176996,-0.0617537566,-0.000938384,-0.0001565929,-0.000750659,-0.0003744241
0,0.0293950711,-4.30694539862947E-05,0.0500518917,-0.0036266575,0.000384809,-0.0105873492,2.83277374809017E-18,-0.3483058276,-0.084820124,0.0410718287,5.90913941989656E-05,-5.88382771229224E-05,2.83277374809017E-18,-0.0049032891
0.1322919505,-0.0612149853,7.01824493151138E-05,-0.0308902071,-0.0893266143,-0.0005193926,-0.0133040297,4.85618356815457E-18,-0.3458935969,-0.0518407996,-0.0867947948,-0.000628597,-0.0004561029,4.85618356815457E-18,-0.0002587448
0.0257969303,-0.0009364062,-6.20804911973387E-05,0.0456303585,0.1485547927,0.0005860837,-0.034557051,0.0221226509,0.1024484721,0.166321292,0.0010222218,0.0001164344,-0.0002350115,0.0221226509,0.0007790952
0.0241576605,0.1600311737,0.0017282461,0.0882736646,0.1206821483,0.0019196655,0.4610271742,-0.0001953471,-0.0339463926,-0.2979815701,-0.0055649175,0.0017895171,0.0009780235,-0.0001953471,0.0004263831
0.2188830453,0.0234076323,-2.52155305966244E-05,-0.0517643886,-0.0470051829,-7.63577030296152E-05,0.1762827213,0.0003107834,0.1068519038,-0.2069118258,-0.0276852022,0.0003039425,0.0007475998,0.0003107834,-4.98801427373695E-05
0.1003213958,-0.0221689312,1.09480828282036E-05,-0.0414916705,0.0227977716,-0.0001209571,0.0239865873,-0.0007164695,-0.3311221218,-0.4250097732,-0.0416362895,-0.0005233019,-3.90593198380635E-05,-0.0007164695,-0.0002442024
0.1838617581,-0.0177638775,-1.8154772387042E-05,-0.0417112225,0.0330618072,-0.0005595683,-0.0237872365,0.0068371856,-0.0264883986,0.0520624075,-0.14063505,-0.0014072851,-0.0009707051,0.0068371856,-0.0007673242
0.0519650395,-0.0177372741,4.52765856556052E-05,0.0437774232,-0.0333445978,-1.2392557023871E-05,0.0105404215,0.0002396693,0.0841776144,0.0248285838,-0.1648577061,-0.0012847456,-0.0012753304,0.0002396693,-0.0001870577
0.3874481492,0.0357269469,-2.50747783024172E-05,-0.0594779307,0.1247496338,-0.0007791452,-0.0844700957,0.0004464609,0.3113664786,0.2548111909,-0.2260711308,-0.0056014897,-0.0028166716,0.0004464609,0.0014113203
0.0545142679,-0.0935860801,1.38701531362929E-05,0.0273458197,-0.1286197176,-0.0005342561,-0.3794719062,1.07251213286457E-19,0.2122106183,-0.0767807429,-0.009407042,0.0019842428,-0.0054647825,1.07251213286457E-19,-0.0001173386
0.0799609649,-0.0787120984,-1.81573755984801E-05,0.0291838935,-0.0706992768,-0.0009875639,-0.3439288621,-0.0004545708,-0.1518049118,-0.12360175,-0.0388177508,-0.0004321687,0.0220328576,-0.0004545708,-0.0002518331
0.133761861,-0.137500945,-7.03385404566297E-06,-0.0153293757,-0.0772664324,-0.0011207096,-0.0705642247,0.0002868834,-0.0479420954,0.0132514946,0.0592376119,-0.0002744161,0.0019720309,0.0002868834,0.0001199982
0.1617121007,-0.060943563,-4.56022234170807E-05,-0.0307973174,-0.0846644212,-0.0024356847,-0.2225636057,9.62959749158185E-20,-0.0394082734,0.1533274243,-0.0470831603,5.16151549222853E-05,0.0008920418,9.62959749158185E-20,0.0002037128
0.1357733176,-0.1288744466,-8.88677077590466E-05,-0.0140256479,-0.0931832351,-0.0062771431,-0.0620498797,0.000178251,0.0438636533,0.1619155792,-0.1979416204,0.0002379462,0.0006520288,0.000178251,0.0001398241
0.0817714018,0.0191547809,-0.0001694478,-0.0380474892,-0.0389572478,0.0018695218,0,0.0003189991,0.1982102241,0.016629558,-0.1689484788,0.0001237374,0.0004441907,0.0003189991,5.53422697703512E-05
0.1078080671,-0.0521661797,0,0.0252305033,-0.0323648449,0.0004527449,-0.0612639703,-0.000421107,-0.1335006433,-0.1158932998,-0.023492248,-0.0006167353,-0.0002287528,-0.000421107,-0.0002552145
0.1352648033,0.0012026097,-0.0001276993,-0.0322716521,-0.0496633294,0.0019536535,-0.0646316531,0,-0.1153999755,-0.0977581304,0.0846837967,-0.0003858395,-0.0003874124,0,0.0002426793
0.0787978963,-0.0034281526,-5.80709400720015E-05,0.0306220165,0.0546472097,-0.0002119337,0.228206657,-0.0002660264,-0.1891068041,-0.0899719066,0.2243635652,-0.0024168098,-0.0016851098,-0.0002660264,-0.0011304575
0,0.0386570773,-1,0.0329201303,-0.0500295915,-0.003511838,0.3143149617,0.0009052285,0.0550605781,0.1655350618,0.3111766801,-0.0202410878,-0.0043563934,0.0009052285,0.0002617889
0.1303815974,-0.0295988286,-2.76696885350498E-05,-0.0231579395,-0.0660637273,-0.0651376749,0.0390352717,3.44795120571449E-19,0.0427350324,-0.0693002431,0.1370268291,0.0002970145,-0.0276844641,3.44795120571449E-19,-0.0002257832
0.3234242013,0.272103421,-0.0001752202,-0.0724720919,0.1488246774,-0.0444769945,0,-0.000130469,-0.0335194116,-0.0965510203,-0.1071628835,-0.0022134571,-0.0007151582,-0.000130469,-0.0007300565
0,0.0508240272,-7.13382200879179E-05,0.0440217528,-0.0530047958,-0.0014012578,-0.0170309329,0.00038844,0.1410035487,-0.038080709,-0.0668504609,-0.0044742336,-0.0027622446,0.00038844,-9.63748886168717E-05
0.1090285358,-0.0636591761,-0.0001026036,-0.0235812711,-0.0919842322,0.0003033831,0.0079411302,-1.37820407044395E-19,0.1045722899,0.1017983637,-0.1438941069,0.0117534821,-0.0116541488,-1.37820407044395E-19,0.0003931292
0.0541059213,0.0192976156,-7.52217729228674E-05,0.0402018149,-0.0806415673,-0.0009849711,-0.2583466962,1.37820407044395E-19,0.0790439408,0.0779081311,-0.0351248349,0.0003340291,0.0058135975,1.37820407044395E-19,-0.0001590949
0.1098576501,0.0135633587,-0.0004143744,-0.0384631514,-0.0417843786,0.0011210841,-0.241973412,0.0002449627,0.1949067862,0.1123852319,-0.0764208373,0.0013245813,0.0032278283,0.0002449627,0.0003700312
0.054309327,-0.0209782087,-5.84056633197834E-05,0.03387487,-0.0348107561,-0.0011152123,-0.0260996127,-0.0001782946,0.0241545303,0.0933939337,0.0322313802,-0.0003629735,0.0007683692,-0.0001782946,-0.0002296643
0.1654154312,0.033538854,-0.0302202318,-0.0443465288,0.0014488942,0.0045833715,-0.0624721085,0.0001045793,0.0707385059,0.1076228631,-0.1292907003,0.0006443857,0.0009269804,0.0001045793,0.0005480265
0.1394428667,0.0066120779,1.85955039441901E-05,-0.0413595,0.0313668748,0.0016652018,0.030925505,0.0003335077,0.2346720478,0.2063394406,-0.2257110543,0.0007526368,0.0011030447,0.0003335077,0.0001363239
0.1686336303,0.1465191721,3.41191821949357E-05,-0.0766471171,0.0537009825,0.001705482,-0.054396082,6.27068945433728E-05,0.2090400915,0.2544799618,-0.3418014987,0.0004889112,0.0009648951,6.27068945433728E-05,6.10122858535946E-05
0.1119866744,-0.0421641993,1.03863723515098E-05,0.0384425819,-0.0428537035,0.0008377231,-0.0279543296,0,0.1497577256,0.1202024408,-0.2404826394,-8.90933444348613E-05,0.0004072445,0,-7.70156503898067E-05
0,0.2529183401,-0.000078257,0.1117654751,0.1679237833,-0.002892244,0.1735460751,-0.0005691848,-0.2388543091,-0.1392569574,0.532525605,-0.0021533313,-0.0014116923,-0.0005691848,-0.0006962237
0.0260763195,0.1379571159,0.0001319623,0.0869928402,-0.0346897521,-0.0187336099,0.3311194439,0.0011702662,-0.0093017876,0.1282760899,0.2962642992,-0.0085941965,-0.00345261,0.0011702662,0.0001581679
0.0765703939,0.0696429308,1.99929243202601E-05,0.0739380875,0.0491340516,0.0032943116,0.3267618718,0.0002967736,0.1288382804,0.2107679541,0.3114986558,0.0039618318,-0.0143942711,0.0002967736,8.16620820956291E-05
0.0249935657,0.0491750303,2.92801407388227E-05,0.0702996476,0.0375525671,0.001869949,0.2456326959,7.51208048666676E-05,0.1408544003,0.1821949588,0.2490579354,0.0014875205,0.0077095627,7.51208048666676E-05,5.02772011344926E-05
0.0249935657,-0.0975882251,7.44820913990574E-06,0,-0.0427880584,0.0007416219,-0.0372131912,1.56560742295399E-19,0.10446974,-0.084592838,0.2581539978,0.0003604034,0.0022598057,1.56560742295399E-19,-7.38288710531026E-20
0.1799358842,-0.0610077309,-6.92439578327659E-06,-0.039307657,0.0391571345,-0.0001301702,-0.0898855353,-0.0003884499,-0.143427274,-0.1039930364,-0.0255197086,-0.0005864165,0.0003357593,-0.0003884499,-0.0002778278
0.1812257472,-0.0386252172,-6.57759640614223E-06,-0.0465498225,0.0302010827,-0.000505362,-0.02358885,-0.0004909354,-0.2748660542,-0.1065136014,0.0234577229,-0.0007605735,-0.000379949,-0.0004909354,-0.0002302154
0.0747221431,-0.0020853387,1.16717701431147E-05,0.0599280702,0.1170040321,-0.0001365106,0.0827088355,0.0017787545,-0.0302125983,0.0756681222,0.1535172678,0.0006490919,0.0001386332,0.0017787545,0.0021578079
0.2499356573,0.057533709,-1.36703886924423E-05,-0.0760987288,0.0631924247,-0.0008758526,0,0.0002881487,0.1013190372,0.1292260302,0.0830402579,1.27464539460467E-05,8.99176590223418E-05,0.0002881487,-5.11211532248001E-05
