"high_close_ratio","volume_ma10_ratio","ad_ratio","obv_ratio","atr5_ratio","adosc5_ratio","b_upper5_ratio","dmi5_ratio","adx5_ratio","adxr5_ratio","slowk5_ratio","macd5_ratio","macdsignal5_ratio","dx5_ratio","cmo5_ratio"
0.0551384771,0.0209652996,5.93917847458545E-07,0.0575701412,-0.041596095,-0.0151763665,-0.0654506797,0.0002185514,0.0361548868,0.1485316539,-0.0104710235,0.0121954482,-0.0035514776,0.0002185514,-0.000100591
0.0262659654,0.3004874612,6.50485591482259E-06,0.1515471692,0.2815415093,-0.0284839225,0.1468036493,0.0003158284,0.1882400407,-0.1159303903,0.1050573579,-0.0076829963,0.0081692946,0.0003158284,-0.0008734056
0.077390791,0.1900159364,2.54331596468325E-06,0.1256911364,0.0668154708,0.0038818925,0.2596166892,0.0002707863,0.3116220478,0.0193483306,0.0928017496,0.004295409,0.0075067738,0.0002707863,9.87574324304087E-05
0.0256139734,-0.0270301586,1.70276840740678E-06,0.055246666,-0.0800245322,0.0014260632,0.2091248955,-2.61480789915839E-19,0.2123589918,0.1150776372,-0.0108689084,0.001080343,0.0031760621,-2.61480789915839E-19,2.74023822507189E-05
0.0519650395,-0.0706906305,0,-0.0407005012,-0.0410899795,0.0003400344,-0.0061236926,-0.0002361969,-0.0058943737,0.0138662734,-0.037203173,-0.0002070151,0.0009277621,-0.0002361969,-0.0001892177
0.0254335933,-0.012155387,1.81362711655377E-06,0.0601818945,-0.0048588512,0.0004048054,-0.1215533842,0.0002737932,0.1220173316,0.1869410123,0.0498005772,0.00045179,0.0008492194,0.0002737932,0.0002383314
0.0503354738,0.0068406811,1.46487789769695E-06,0.0682205253,-0.0039051254,0.0003200698,0.0837130687,0.0001157189,0.1595232054,0.2795599338,0.0677003466,0.0003620345,0.0007354098,0.0001157189,5.62216523688595E-05
0.0496435773,0.0180775184,1.23545105904954E-06,0.0734514698,-0.0327317763,0.0002124123,0.1649941125,7.80874001890766E-05,0.1657981018,0.2333127515,0.116579925,0.0003835555,0.0006960691,7.80874001890766E-05,5.59857764307447E-05
0.049473565,-0.0516633859,8.62704906849762E-07,0.050609259,-0.0270266937,7.43975755618397E-05,0.1139394327,1.64073976892378E-05,0.1317082399,0.0890289933,0.1177879116,9.55189214483476E-05,0.000442616,1.64073976892378E-05,1.15239377905852E-05
0.0250803489,-0.0179810806,2.17347381275473E-06,-0.0589627504,0.1032190952,0.0002744917,-0.0816029745,-0.0005602186,-0.2366580653,-0.1065230256,0.109932017,-0.0004476699,-9.9773352297663E-05,-0.0005602186,-0.0002023467
0.075767208,-0.0873401555,0,-0.0383430215,-0.0390066548,-7.52380900593725E-05,-0.024109019,2.68831363382588E-19,-0.218143213,-0.048943806,0.0209217738,-0.0006553856,-0.00049357,2.68831363382588E-19,-0.000194979
0.1780351531,-0.0323958291,-1.79528343635758E-06,-0.0504331441,0.0268926902,-0.0006208187,0.0257169894,0.0004269232,-0.1095033112,0.0449552813,-0.1559815122,-0.0008873552,-0.0008316282,0.0004269232,-0.0004008276
0,0.28221187,7.30728405588276E-06,0.1528744932,0.2811739776,0.0011202508,0.2726801536,0.0007801865,0.1773894896,0.1900347516,0.0278478321,0.0022131677,0.0004387645,0.0007801865,-0.0153106684
0.0705844348,0.1646644615,1.38251030488475E-06,0.1213997178,-0.0050074743,0.0005320453,0.3033866048,0.0001508797,0.2254167539,-0.0416705983,-0.0143411453,0.0011208054,0.0010998747,0.0001508797,5.42833529484059E-05
0.0461542524,0.0551313521,2.48161041403539E-06,0.0878724055,0.0188951653,0.000488885,0.3098520768,4.61892755016669E-05,0.1915346094,-0.0141113277,0.0322261035,0.0007067543,0.0011529107,4.61892755016669E-05,3.73663172444749E-05
0.2613636364,0.0705254414,-3.74364566015306E-06,-0.0955195797,0.0598807574,-0.0006028762,0.0062748793,-0.0001507499,0.0403839755,-0.0315822123,-0.0636500588,-0.000393812,0.0002136335,-0.0001507499,-0.0002375629
0.0234517549,-0.0127375678,2.74389788011951E-06,0.0714829605,0.0027183541,-9.56130818642734E-05,-0.2058823455,-0.0003507851,-0.147479786,-0.0152265781,-0.0227334766,-0.000148913,1.49245700104211E-05,-0.0003507851,0.000142315
0,-0.0568076788,2.50464936579941E-06,0.0528644381,-0.061574035,0.0002382591,-0.0192878739,-3.09544987694055E-19,-0.1285677524,0.0433915143,-0.0588608438,-0.00018655,-0.0001187462,-3.09544987694055E-19,2.65928874299265E-05
0.1907099801,-0.0533477733,-5.73898735170891E-07,-0.0534070514,0.0830925679,-0.0002057272,0.0181310326,-0.000647684,-0.320687453,-0.0751101067,-0.1411476126,-0.0007444124,-0.0005611187,-0.000647684,-0.0003048313
0.479858984,0.0528548914,-4.465480707901E-06,-0.097431208,0.1871046894,-0.0012602213,0.1273298894,0.0052994731,0.0054052586,0.0323502594,-0.1485102114,-0.0024958027,-0.0017479655,0.0052994731,-0.0028403334
0.0752410468,-0.0743799003,0,0.0538084367,-0.1037665661,-0.0012825792,-0.0032275326,4.6861886469244E-05,0.0265600008,-0.0949564729,-0.0623419227,-0.0093777253,-0.0026428296,4.6861886469244E-05,-7.66919135057006E-05
0.2265096323,-0.0300040908,-0.000002795,-0.0719517563,-0.0132979013,-0.0026190081,-0.1532711392,-0.0005409387,-0.2476617855,-0.2264455591,-0.0266945204,0.002428108,-0.0047808772,-0.0005409387,2.7752759879271E-05
0.1526015598,0.0312862841,0,-0.0948736728,0.0291320989,-0.0057326301,-0.3302801351,0.0015456149,0.0299048626,-0.2180648454,-0.2474363568,0.0011329833,-0.2476518708,0.0015456149,8.16552412081771E-05
0.2071151397,0.1137496522,-4.94249333492788E-06,-0.1351071582,-0.0355689261,0.0184657482,-0.3975662953,0,0.0235310949,0.0174917543,-0.3053185616,0.0009737313,0.0046522487,0,9.70367156535636E-05
0.1303815974,0.0240078568,-5.59592237680991E-07,-0.1047117359,-0.0294513494,0.0016309368,0.0170249505,0.0002672915,0.1504777991,0.1069395717,-0.3354542058,0.0004331066,0.0019375901,0.0002672915,2.76759359733211E-05
0,-0.0366840492,3.60172209470904E-06,0.0780597338,-0.0035657699,-0.0005964108,-0.0217319306,-0.0004887207,-0.1892813928,-0.2746459747,-0.0263271461,-0.000879596,-2.4332168561551E-05,-0.0004887207,-0.0003584998
0.0247367825,0.0352067458,3.52833107559598E-06,0.1096158104,-0.0650960136,-0.0018457792,0.1234334669,-0.0003420617,-0.2539549726,-0.1403428576,0.0989335365,-0.0015256212,-0.0010461778,-0.0003420617,-0.0087125459
0.1526015598,0.0726773676,-5.25830154512658E-07,-0.1293904119,0.0771676692,-0.0019113957,0,0.0005997409,-0.1412490984,-0.0650006212,-0.0397830371,0.0003050447,-0.0006776374,0.0005997409,-0.0006467985
0.1031877214,-0.0266732802,-1.29157536030953E-06,-0.0915391971,-0.0866980625,-0.0003090017,-0.0043966323,0.0001487224,-0.0767882146,0.0650391706,0.0303863232,0.001001187,4.38073532891824E-05,0.0001487224,0.0003227701
0.0243203384,0.1334704595,6.89418159954083E-06,0.1903065348,0.1938434844,-0.0128441276,0.1838254912,0.0003067224,0.053935781,-0.1142520875,0.5070835347,-0.0029895156,-0.0020378953,0.0003067224,-0.0007547244
0.1241089432,0.0154576388,-2.09392365855864E-06,-0.1210348526,-0.0586433338,0.0008399839,0.0319292936,0,0.0418875409,-0.1559414631,0.2174834393,0.0101555093,-0.0026833488,0,-0.0002634955
0,0.030124545,5.6514726805367E-06,-0.1432192003,0.0105478089,0.0035297216,-0.0332810173,-0.0005508839,-0.2493092143,-0.2423829972,0.1697290555,-0.0006960145,-0.0031925253,-0.0005508839,-0.0003141526
0.2570512632,0.0071731861,-3.87327404317401E-06,-0.1412880376,0.0083544451,-0.0005202743,0.0153241123,-0.0007405849,-0.354459469,-0.2581276658,-0.0103358497,-0.0098702987,0.0070109818,-0.0007405849,-0.0082752199
0,0.1909434596,1.02096571892013E-05,0.3049317174,0.1249611475,0.0031148775,0.1043071027,0.0715956663,0.0954063266,0.089536186,0.3148126089,-0.005928562,-0.0058951717,0.0715956663,-0.0007518843
0.2473678252,0.0318428785,-1.36233971888116E-06,-0.1670751584,0.0717238103,0.0003835165,-0.0758185998,0.0003463434,0.2678070356,0.1733989167,0.1017488697,0.0002257873,0.0180588993,0.0003463434,-0.0002682306
0.0979408881,-0.0820109255,-4.24611155781769E-07,0.0966932723,-0.0947978187,-0.000109299,0.0489718458,0,0.1863836507,-0.063849128,0.0188448472,0.0011464459,0.0040015649,0,0.0004401048
0.1017343732,-0.0556513749,-1.19867682246771E-06,-0.1110124311,0.0254662576,-0.0005181391,0.0098758123,-0.0004615887,-0.1631119371,-0.3203112414,-0.1957027817,-0.0028792857,-0.0019736435,-0.0004615887,-0.0008054722
0.0782289584,-0.0124118993,0.000002344,-0.1496568387,0.0730141791,-1.24553742020093E-06,0.0525482556,0.0017698493,0.3540562498,0.2975277192,-0.0826358129,0.389360896,-0.0088737426,0.0017698493,0.0003116116
0.0508671866,-0.1052201635,1.17465276813327E-06,0.084018496,-0.0612866261,6.89213045527632E-05,-0.1750922249,-0.000410141,-0.0829085917,0.0806981817,0.0368003064,-0.0002173493,0.0058056349,-0.000410141,-0.0002740571
0.1224261101,0.0943814365,2.55682236985655E-06,0.2391902172,0.0710151388,0.0004408126,0.06055764,-0.0001187454,-0.1144397053,0.0322556653,-0.0317064831,-0.0030047397,-0.0021313827,-0.0001187454,-0.0013120576
0.0469035097,0.1153789883,4.18253667608567E-06,0.2475124013,0.0367476835,0.0009381591,0.340802819,0.0007563361,0.1601714706,-0.0047327361,0.0920307245,0.0907717169,-0.0129142378,0.0007563361,0.0003912675
0.1398027193,0.0100062734,-0.000000963,0.1517804707,-0.0511656711,7.15280091532604E-06,0.3010645896,0.0001863876,0.2337653027,0.3627915843,0.0936122087,0.0016177035,0.0084268902,0.0001863876,2.4674462461464E-05
0.1087822364,0.0978813343,4.82462538074343E-06,0.212886425,0.2748094516,0.0006898128,0.5399190926,0.0003385917,0.3976072006,0.2115817676,0.208413427,0.002368444,0.0049978661,0.0003385917,0.0001765118
0.1286019079,0.0498411213,1.1052934945311E-06,0.1570938565,-0.0113744518,0.0002874971,0.2892819283,4.45527157069947E-05,0.2963979233,0.1577880767,-0.024547227,0.0007786457,0.0024121828,4.45527157069947E-05,1.76861865900802E-05
0.5943090281,0.0995652972,-0.000003921,-0.1835233319,0.2321316046,-0.0006938164,-0.1074257941,-0.0005989864,-0.237108746,-0.1164196151,-0.0461521875,-0.0006498407,0.0003041815,-0.0005989864,-0.000309707
0,0.0285025387,6.01993296210963E-06,0.165781165,0.020330197,0.0004277232,-0.023524298,-0.0006898329,-0.3447812826,-0.1296577973,-0.0458635762,-0.0003320162,-0.000074421,-0.0006898329,0.0003462972
0.4127508855,0.0356083594,-0.000003815,-0.1688572108,0.0267301336,-0.0007003107,-0.0418702478,0.0089060353,-0.1463391934,0.157903798,0.039329902,-0.0007738304,-0.0005602307,0.0089060353,-0.0002996419
0.1595015251,-0.0944299638,-8.10056963428556E-07,0.085009492,-0.0947269811,-0.0008623431,-0.1207245503,0,-0.1274849768,0.1438843026,0.0294617549,-0.0005968538,-0.0007070752,0,0.0004642459
0.1615398833,-0.0448642145,1.1854130751888E-06,-0.1221746094,0.0090967846,-0.000508496,-0.4464949328,-0.000302353,-0.2081764102,-0.2837392395,-0.0442856221,-0.0009771989,-0.0009921697,-0.000302353,-0.0005109604
0.0221568727,-0.0404032789,3.86981303146329E-06,0.1299707828,-0.0271307212,0.0007376379,0.1701912148,-0.0003601108,-0.2685281668,-0.3961396578,-0.0159939677,0.000957063,-0.0003469513,-0.0003601108,-0.0033974194
0.066267344,-0.0581351016,8.78194975960994E-07,0.1036851164,-0.1162936836,0.0003741774,0.0927201702,0.000919689,-0.1255384254,-0.1733077446,-0.0361519161,0.000329775,-2.5424700600207E-05,0.000919689,2.64778752114197E-05
0.3657286327,0.0458757172,-3.63457687612151E-06,-0.1729542413,0.0539533719,-0.0010001857,-0.0028400121,5.7339633869038E-05,-0.0892070548,-0.1409637533,-0.1033869509,-0.0011138947,-0.0007682045,5.7339633869038E-05,-0.0004410329
0.066267344,-0.033457702,2.42365793593591E-06,0.1237222491,-0.0343530827,-0.0001288705,0.0850396742,5.66583420847408E-19,-0.0751054836,-0.1944562716,-0.0216080188,0.0006385281,-0.0002349925,5.66583420847408E-19,-0.001561806
0.151383184,0.0402732635,-2.33563250616869E-06,0.1675510539,-0.0284106216,-0.0011687902,0.108500078,0.0002720453,0.0425727272,-0.1734557027,-0.0376615406,0.0010519011,0.0005138369,0.0002720453,0.0002311387
0.1487117161,-0.0517609801,-1.43672041620528E-06,0.0916043882,-0.0367130826,-0.0019445389,0.2171527045,0.0005299717,0.3049772406,0.0932238442,0.1297074538,0.0008351071,0.0009293584,0.0005299717,0.000106016
0.0204043517,0.0134670057,4.39343051434383E-06,0.122155664,-0.0027599206,0.0025851536,0.4272304643,0.0003390073,0.4600695612,0.2474456962,0.1293090785,0.0012422701,0.0015182169,0.0003390073,0.0001393163
0.0201201685,0.0009235098,3.75328875209919E-06,0.1049073682,-0.0022137468,0.0033373298,0.2000186547,0.0001224074,0.3972098649,0.2555981793,0.1617817634,0.000563583,0.0012151277,0.0001224074,2.71854672673629E-05
0.1424281225,-0.0260892099,-2.02025938956865E-06,-0.0893149233,-0.0851880245,-8.46428387209455E-05,0.0229776049,4.19894166677679E-05,0.2940971227,0.2576989132,0.0898499145,-9.28670679971655E-05,0.0005009805,4.19894166677679E-05,-9.88047784864691E-05
0.2099750144,-0.0096614281,-2.21411272942541E-06,-0.1018152719,0.0014806037,-0.0011357463,-0.0799713364,-0.0007001413,-0.3116230567,-0.1406799137,-0.0027460027,-0.000727417,-0.000292543,-0.0007001413,-0.0003026547
0.0620900329,-0.0844353835,1.0319393043272E-06,0.0645792508,-0.0592431191,-0.0005494953,-0.0590789436,-1.5357651367601E-18,-0.301793971,0.0073116932,-0.0868158715,-0.0003991109,-0.0004325431,-1.5357651367601E-18,0.0005519975
0.2309725159,-0.0674102901,-1.32267577765143E-06,-0.0700525871,0.0298178449,-0.0014612651,-0.0116859591,0.0017430686,-0.1352590832,0.1681199794,-0.1445028103,-0.0007821966,-0.0007396637,0.0017430686,-0.0003073814
0.1263523119,-0.1139998689,-8.72097562045083E-07,-0.0435833605,-0.0857722444,-0.0025533706,-0.168789221,-8.50733074045706E-20,-0.1170441318,0.1496411355,-0.0873944932,-0.0008588605,-0.0009510093,-8.50733074045706E-20,-0.0004127586
0.0203468746,-0.0505855878,2.36936268159278E-06,0.0714639965,0.0100356145,0.0042201286,0,0.0012004189,0.3055148518,-0.1025158328,0.0262571627,0.0008417748,-0.0003452987,0.0012004189,-0.0291647819
0.1014486025,-0.0643162796,-5.63329524620646E-07,0.0570046982,-0.0759937731,-0.0002313081,0.1161451343,0.0002309811,0.3803113529,0.0123100609,-0.001245522,0.0002900516,-4.8099233946392E-05,0.0002309811,2.43615124026799E-05
0.0198984587,-0.0291885188,2.34232837141684E-06,0.0675163725,0.0249548089,0.0043486288,0.2015229768,0.000090733,0.3233517852,0.1471368559,0.0414453783,0.0006596071,0.0004134799,0.000090733,0.000148303
0.0198437926,-0.0862440017,1.09768133035285E-06,0.0404751722,-0.1042422614,0.0018759916,0.1028760553,2.76203448051805E-05,0.2400123108,0.1264520832,-0.0046993502,0.0001992469,0.0003803398,2.76203448051805E-05,1.38849216461177E-05
0.0606986596,0.063662228,8.75305843375554E-07,-0.0860342084,0.0251667441,0.0009991929,-0.1278750835,-0.0006385136,-0.2717788731,-0.0911364283,-0.0917018168,-0.000594352,-0.0002373603,-0.0006385136,-0.000270596
