"volume","open_lastclose_ratio","high_close_ratio","close_lastclose_ratio","ad_ratio","obv_ratio","sar_ratio","apo5_ratio","rsi5_ratio","willi5_ratio","macdsignal5_ratio","cmo5_ratio","ppo5_ratio","roc5_ratio","ultosc5_ratio"
0.1374926507,0,0.1374455913,-0.0750238171,0.0264413599,-0.0006244077,0.0323097428,-0.0101010101,-0.0218377626,0.0056043423,-0.000014102,0.0014673423,-0.0100796688,0.072215477,-0.0909504416
0.1776415605,0.064171123,0.166035695,0.1659350307,0.0091924491,0.0008641325,0.018044501,-0.016564952,0.0639493388,-0.0090984285,-1.03327698015586E-05,-0.001320056,-0.0165116699,-0.0161111164,0.0179488531
0.3358525391,0.0951374207,0.6092819704,-0.4771070651,0.093062573,-0.0014962193,0.3511116007,-0.0855855856,-0.0872530046,0.017281106,-3.83196432902724E-05,-0.0035441311,-0.0852403368,0.468628846,-0.3333445028
0.2465602068,0,0.1576056266,-0.1234527581,0.0042301846,-0.0013063235,-0.0093658822,0.0275467775,-0.0237685704,-0.0038932147,-0.0001564662,0.0001451015,0.0275982331,-0.0014845516,-0.0055871696
0.1693545756,0.0662251656,0.203316437,0.1089749926,0.0027614037,0.0010420694,-0.0230684915,0.0064350064,0.0657679275,-0.0044275775,5.66717641443513E-05,-0.0002953347,0.0065028823,-0.0078585517,0.0227972691
0.2490263668,0.0821467689,0.1690740231,0.2471759494,-0.0025404574,0.0013794074,-0.0222131585,-0.0006237006,0.089980873,-0.0117302053,2.60415741440429E-06,-0.0008783427,-0.000578126,-0.0160671309,0.096392817
0.1722288992,0.0645855759,0.0761956765,0.1214594412,-0.006349622,0.0008319442,-0.0213871259,0.0014896787,0.0240907112,-0.0124594641,-1.36703166226518E-05,0.0029056501,0.0015149473,0.0099838145,0.0536325459
0.1445237171,0,0.0911429985,0.0451584128,-0.0043556914,0.0006413603,-0.0205895668,-0.0149253731,0.0080669034,-0.0183596431,-2.58713429333058E-05,0.0002336416,-0.0148151662,-0.0825511629,0.2354002556
0.1108633425,-0.0638297872,0.1533734669,-0.1350428708,0.0031092837,-0.0004605642,-0.0198196647,-0.0310810811,-0.0347293938,0.0579877112,-2.6195621622285E-05,-0.0008086855,-0.0309190525,-0.0006200833,-0.0083541042
0.1070441835,-0.0161117078,0,0.090898889,-0.011309598,0.0004676057,-0.0190766142,0.1531531532,0.0253826805,-0.0060353798,-4.987571375039E-05,-0.0152961874,0.1523720022,-0.0009798549,0.1733093642
0.1481282073,0.0640341515,0.2624261471,-0.1806336514,0.0179463943,-0.0006164155,-0.0183596218,0.0009009009,-0.0467781077,0.0541616886,0.0001000047,-0.0017316978,0.0009259018,-0.0240781876,-0.1227921234
0.1935315734,-0.0324324324,0,0.0457442517,-0.0194417002,0.0008618651,-0.0176679069,0,0.0185576986,-0.0115207373,5.66448678422772E-05,-0.0004249043,5.22485240774938E-05,0.0254642408,0.0973052274
0.119981303,-0.0969827586,0.1393835444,-0.0911927432,0.0011556806,-0.0004894495,-0.0170007023,-0.0191804708,-0.0286372094,0.0080645161,7.24616359034295E-05,0.0015747667,-0.019082129,0.0205572909,0.0081164632
0.0754768289,-0.1626898048,0.0621504669,-0.0458930942,-0.0046467395,-0.0003248088,-0.0163572548,-0.0555555556,-0.016321527,0.0048387097,3.96976042248769E-05,0.0002522214,-0.0552114603,-0.0067631139,0.071914308
0.2908453513,0.0489662677,0.060122399,0.4757767203,-0.040203306,0.0012964212,-0.3934206426,0.0156472262,0.1768919738,-0.0281779931,-4.41053679560748E-05,-0.0018860448,0.0153929819,-0.0429592911,0.074195631
0.2455840767,0.0473684211,0.1490508326,0.1187745483,0.0239726939,0.0009620134,0.0093016372,-0.0333333333,0.0116534921,0.0289210234,-0.0003830438,0.0001728123,-0.0331312622,0.0325110993,0.0542299167
0.1496711054,-0.0782881002,0.0898997047,-0.0736141838,-0.0261914583,-0.0005318735,0.0229385208,0.1312741313,-0.0190313806,0.0161290323,4.77153013180832E-05,-0.0002457971,0.1302859313,-0.0050662696,-0.0498567184
0.2078316795,0.0157397692,0.1032577359,0.2220012216,-0.1009520368,0.0007828425,0.0219547328,0.04218853,0.0256887702,-0.0188254756,2.98405764711583E-05,0.0004336412,0.0417521646,0.0176267882,0.051067563
0.1324885524,0,0.0590044205,0,0.0762186756,0,0.0350501121,0.0157014157,0,0.0038932147,0.000014683,0,0.0154486292,0.0014212489,0.0195713381
0.2533639534,-0.0309917355,0.3482699943,-0.3642685334,-0.0390269016,-0.0008809903,0.0327958947,-0.0032562683,-0.0778173505,0.1621281944,-5.35735561864196E-06,-0.0009630862,-0.0032534646,-0.0235485255,-0.190413371
0.1796725237,-0.2067868505,0.0614153538,-0.1944413669,0.1833492068,-0.0006893507,0.0306957157,-0.011292114,-0.0397336694,0.0033842166,-1.89682132437428E-05,0.0012491749,-0.011238541,0.0613769671,0.0105088201
0.1986601849,0.0322580645,0.0449027351,0.363986519,0.0770177305,0.0008225111,0.0148295108,-0.0076311606,0.1158493218,-0.0172043011,-0.000011184,-0.0011032945,-0.0076423421,-0.0214321327,0.0937830168
0.3890661445,-0.0314465409,0.08733376,0.3991833286,0.048892991,0.0014812545,0,-0.0146211786,0.045752025,-0.0246679317,2.25751817107658E-05,0.0017393752,-0.01461751,0.2441044146,0.0616731985
0.1973476694,0.0764525994,0,0.0862659181,0.0186126396,0.0006490761,0.033088028,-0.028957529,0.0063904954,-0.0322580645,2.39586128537993E-05,9.41291561138862E-05,-0.028785278,0.0095489311,0.0506479708
0.1506771986,-0.1367781155,0.1905830667,-0.1857732614,-0.0013529703,-0.0004635717,0.0421691322,-0.5135135135,-0.0333609735,0.0698924731,7.00192304836654E-06,-0.0004538551,-0.5094927551,0.0139618763,0.0165342915
0.1546945132,-0.3388090349,0.0147511051,-0.086885899,0.0099920613,-0.0005006162,0.0385815846,0.0495495495,-0.0174354757,0.0178349876,-1.92358662193215E-06,-0.0004617985,0.0491989827,0.0050262994,0.0626984489
0.1761396785,-0.3409090909,0.1818989779,-0.3788392747,-0.0020791467,-0.0006020764,0.4414477849,-0.0034446211,-0.0625551153,0.0599993593,-1.758430183933E-05,-0.0036516832,-0.0033989186,-0.0270584655,-0.1472548711
0.1394401168,0,0.0301883082,0.0598916247,0.0047692042,0.0005092436,-0.0081642279,-0.0145763741,0.0203400891,-0.0028673835,-2.64460981460872E-05,-0.0002150369,-0.0144681222,0.0379937463,-0.0429275224
0.2526026252,0.0634249471,0.4326990839,-0.3280111073,-0.0091911998,-0.0008751172,-0.0080095452,-0.0540540541,-0.0547236191,0.0058153457,-7.0856334898439E-05,0.0008846899,-0.0538817791,0.0163250925,-0.1970463665
0.1189011678,-0.0324675325,0.2338275617,-0.1221166893,-0.0071584021,-0.0004542004,-0.0206551159,0.0586684245,-0.0219300982,0.0024179325,0.0002386933,0.0001173764,0.0585886787,-0.0013877867,-0.0701115391
0.1234434354,0.0982532751,0.2158822643,0.1539790132,-0.0033009507,0.00049549,-0.0312175198,0.0166320166,0.0885507069,-0.0086614542,2.54214524499674E-05,-0.0003634424,0.0165591477,-0.0056145438,-0.1138702219
0.2567560387,0.0485961123,0.0590654385,0.624496309,0.0178451795,0.0009789968,-0.0294654686,-0.0047619048,0.1439720381,-0.0290487163,-1.47308012142914E-05,-0.001627938,-0.0047660199,-0.0333443472,0.3476348855
0.1551315745,-0.1861427094,0.2892348887,-0.4229884703,-0.0079585779,-0.0005357216,-0.0265268947,-0.0042180909,-0.0522636718,0.2338709677,-9.44277622858201E-06,-0.0009757624,-0.0040921779,-0.0272819488,-0.1708589967
0.132269356,0,0.1509415409,0.1202940521,0.0012988509,0.0004843718,0,-0.015734913,0.0189600257,-0.0078201369,-1.33533938520322E-05,-0.0010394384,-0.015599972,-0.0789397247,0.0792003998
0.1347279254,0.0158562368,0.090853042,-0.0447287874,0.0032958783,-0.0004692012,-0.0263054934,-0.0376606114,-0.0073917468,0.0066501241,-1.2332588890291E-05,-0.001371526,-0.0374891094,0.0049238848,0.0982259025
0.1132290929,-0.1113467656,0.1840481603,-0.1794843386,-0.0038994192,-0.0004150437,-0.0248130255,0.0529279279,-0.0308122586,0.0222036028,7.38948876281648E-06,0.0073261488,0.0529516621,-0.0168993648,-0.039806759
0.1585011542,-0.0161117078,0.0605045329,0.1969475929,0.0087804008,0.0006078231,-0.0234006242,-0.0182717929,0.0490963893,-0.0207258065,-7.54425957961161E-06,-0.0009408698,-0.0181735496,-0.1118251912,-0.0157005875
0.1914557322,-0.0953389831,0.1228307077,-0.2091765748,0.0052159467,-0.0006896125,-0.0220645064,0,-0.036750395,0.0238429173,9.04115249592368E-06,-0.0044548529,4.59224139960965E-05,-0.013270568,0.14404379
0.1896508903,-0.064516129,0.3444512444,-0.2729898893,-0.0040961771,-0.000737186,-0.0309063923,-0.0658049354,-0.0447859193,0.0126709255,3.45975416793044E-05,0.0009295842,-0.0654939114,0.0664967976,-0.0643225894
0.2461987856,-0.0328947368,0.2530067733,-0.1391889238,-0.0051457248,-0.0010384167,-0.0420567597,0.0548730549,-0.0243173359,0.0025332697,2.81922993566417E-05,0.0001751134,0.0546858091,0.0037284969,-0.0514685929
0.1865061001,0.1495016611,0.3197999948,-0.1561957654,-0.0106584226,-0.0008843219,-0.0523989745,0.0116216216,-0.0285665983,0.0044016852,2.02837658409239E-05,0.0001460863,0.0116942405,-0.0007811285,-0.063672375
0.1564435572,-0.0167973124,0.1576056266,0.2053283415,0.0023108478,0.0008187987,-0.0586841053,0.0028350028,0.1232899653,-0.0094964747,5.37133920887166E-06,-0.0004495235,0.0030154055,-0.0002849169,-0.1127688905
0.212345582,0.082781457,0.0617473287,0.2957892656,0.0104169424,0.0010223408,-0.0508609562,-0.0005131714,0.0791690685,-0.0223415229,-0.000007311,-0.0011267059,-0.0004732332,-0.017926087,0.0947962219
0.2271248308,-0.0486486486,0.1061077371,0.2592174264,0.0091795574,0.0009862473,-0.3145359886,-0.0111595466,0.034941846,-0.0136571499,-1.97802315365034E-05,0.0016241915,-0.011091571,-0.147275509,0.1819603453
0.1825539052,0.127388535,0.0452346455,0.0748645308,0.0061925865,0.0007174431,0.0098970711,-0.0249480249,0.0076659666,-0.0186674998,-3.47807251455076E-05,0.0001378932,-0.0248122462,0.009957466,0.0832431927
0.1056288615,-0.2217529039,0.0450917993,0.0446815553,0.0042947282,0.0003856918,0.019713872,-0.3667953668,0.0048077897,-0.0010576415,-8.55193194881281E-05,7.6589680968616E-05,-0.3640919965,0.0064128983,0.1740625281
0.1195482369,-0.0789473684,0.2273737224,-0.1187745483,-0.0038812023,-0.0004193144,0.0298443372,0.0227272727,-0.0288655786,0.1770761839,8.3705168597448E-05,-0.0004297881,0.022613463,-0.0078098873,-0.0810024701
0.2373294519,0.0955414013,0.0295327193,0.3743226542,0.0101383909,0.0008712919,0.0399676191,0.0078411745,0.0487688569,-0.0284439034,4.79361986241596E-05,0.0013566551,0.0076600615,0.0029524262,0.0530857888
0.3319621347,0.1551189245,0.3205505458,0.1896155212,-0.0054671888,0.0011153436,0.0558279527,0.0010345274,0.0125210051,0.2184946237,3.0061456092016E-05,0.0001611537,0.0008260023,-0.0023082295,-0.1001213684
0.1200351034,0.1530612245,0.307549195,-0.0719616205,-0.0029572874,-0.0003605284,0.0929599092,-0.0019927762,-0.016057662,0.0073313783,0.000012593,-0.0001830224,-0.0021720141,-0.0055250558,-0.0988536167
0.1184274851,-0.0153846154,0.3104145602,-0.130195178,-0.0051216259,-0.0003698844,0.0808164648,-0.0055129757,-0.0302339127,0.0189452125,1.66941494467313E-06,-0.0004105731,-0.0056471864,-0.0089041987,-0.1549247993
0.1956502951,0.0465838509,0.2855813953,-0.233614536,-0.0059299343,-0.0006361008,0.0703703827,-0.0047297297,-0.0493063581,0.0183537264,-8.30082825478258E-06,-0.0011762441,-0.0048060509,-0.0102568224,-0.0314760913
0.4227415672,0.0315789474,0.4322313011,-0.3711704635,-0.0132314274,-0.0014741659,0.5113162917,-0.0171990172,-0.063365462,-0.0004135649,-2.30018601501835E-05,0.0022178955,-0.0171047946,-0.1265002953,-0.2101582702
0.2003438428,0.0162162162,0.1862487361,-0.0762404195,-0.0035925928,-0.0008285499,-0.0132010334,-0.0551801802,-0.0145935798,0.0007181758,-4.34706333016887E-05,8.77846014612379E-05,-0.0549425725,0.0084747923,-0.0475577813
0.1211421388,0.0652173913,0.0154535387,0.0613238157,0.0090977574,0.0005494212,-0.0268310344,0.0427027027,0.0365036139,-0.0023089983,-0.0001617714,-0.0001819166,0.0426366736,-0.0030132182,0.0878895003
0.1974113243,0.0324675325,0.2658753407,-0.1679104478,-0.0143483622,-0.0008458935,-0.0258490267,0.0144563168,-0.0371724915,0.0054706659,7.34551787758983E-05,0.0002887415,0.0145384466,0.0010116641,-0.0517072739
0.1800135699,0.0492880613,0.0308403235,0.2008304589,0.0147097739,0.0008476097,-0.0248997323,0.0043680044,0.1213634022,-0.0106356075,1.20959409314348E-05,-0.0005507462,0.0043969616,-0.0111627984,0.2039324323
0.0993150443,0.0161987041,0.0154035273,0.0152316173,0.0065932007,0.0004289594,-0.0239822954,-0.0051703878,0.0053218568,-0.0200119474,6.64451826019993E-07,-0.0001343185,-0.005049624,-0.0224600608,0.1354647428
