"volume","open_lastclose_ratio","high_close_ratio","close_lastclose_ratio","ad_ratio","obv_ratio","sar_ratio","apo5_ratio","rsi5_ratio","willi5_ratio","macdsignal5_ratio","cmo5_ratio","ppo5_ratio","roc5_ratio","ultosc5_ratio"
0.1519375117,-0.0232919255,0.1085035697,0.3066190785,-0.0009600624,-0.0004747272,0.0101476617,0.1216216216,0.0783118884,-0.0235272493,2.76333676287853E-05,-0.0032155503,0.1202277575,-0.0179349502,0.042614699
0.168031673,-0.0683890578,0.1765572769,-0.2357891394,0.0002834903,0.0005529339,0.0099314513,0.0012285012,-0.0474404346,0.0935483871,-4.9845347876602E-06,-0.0008936484,0.001152791,-0.0953649755,0.0075177163
0.2123434513,0.0231839258,0.2923274126,-0.2615977301,0.000453399,0.000659935,0.4860061785,-0.0047003525,-0.0479492296,0.016564952,-6.22935467017987E-05,0.0048079698,-0.0045788053,-0.0500164478,-0.1147831491
0.1559180717,0,0.1112077085,0.1554824304,-0.0003024492,-0.0004527886,-0.0091315008,-0.012802276,0.0533018711,-0.0080645161,0.0002703277,-0.0005554445,-0.012692795,-0.0206893506,-0.0037040971
0.2309391956,0,0,0.1977263217,-0.0027041087,-0.0007045855,-0.0089596331,-0.0297297297,0.0445880162,-0.0138248848,-1.69348449097131E-05,-0.0020519228,-0.0295701858,-0.0145050339,0.1052403833
0.1058680333,-0.0921658986,0.0437337512,0.0433317285,-0.0007860328,-0.0003491672,-0.0087908012,-0.0405405405,0.0075286452,-0.025398591,-0.000063704,0.0002658256,-0.0403330141,-0.0351530304,-0.0158926255
0.1689548017,0.0229709035,0.0428158014,0.3023930882,-0.0015929292,-0.00057873,-0.4312479484,-0.3513513514,0.040826786,-0.0105026257,0.0009270952,0.0011202943,-0.3480833992,-0.1048537568,0.1452191602
0.2140734521,0.0674662669,0.1467745791,0.2960460068,-0.0006175764,-0.0007813775,0.010443607,0.1261261261,0.0203769665,0.0593426659,7.99802777552336E-05,0.000280943,0.1245941622,0.0277954095,0.053285978
0.1743803805,-0.0660792952,0.0828973571,0.165691367,-0.0012133796,-0.0006941927,0.0296579598,0.0186804452,0.0077922049,-0.01416624,3.49823520381018E-05,0.000087792,0.0182527706,0.0002192797,0.0310585357
0.1051929988,-0.0217706821,0.1463447853,-0.1228256396,0.0001089817,0.0004521506,0.0461654751,0.0058754407,-0.0253479925,0.0584677419,1.25638669234155E-05,-0.0002676314,0.0056500699,-0.0067977266,-0.0662480894
0.0947231047,0.065885798,0.0208453573,0.041301545,-0.0010183947,-0.000388465,0.0431336036,0.0071428571,0.0038799703,-0.0012903226,5.22759802631389E-06,5.36862497189015E-05,0.0069653975,-6.33670769217357E-05,0.0108430937
0.0937805332,0.0437956204,0.124889823,0.0205904783,0.00042879,-0.0004011761,0.0403168297,-0.0001526951,0.0021738654,0.0168302945,1.32739346665976E-06,2.87412333810872E-05,-0.0003080871,-0.0086628901,-0.0574958924
0.2907926163,-0.0218658892,0.0407391434,0.3084069449,-0.0031640264,-0.0012994065,0.0376978904,-0.003992629,0.0241861911,-0.0244068954,4.53363728656827E-06,0.0003120839,-0.0041951462,0.0006411956,0.0907055539
0.1919152991,-0.1283880171,0.1229188215,-0.0804820406,0,0.0009951126,0.0564690311,-0.007027027,-0.0208014486,0.064516129,1.46790687282754E-06,-0.0002170538,-0.0071495746,-0.0125097002,-0.0453402059
0.1862806447,0,0.3502802107,-0.0809439174,0.0027036434,0.0008734439,0.0515684476,-0.0053567081,-0.0228017559,0.0403225806,-2.49239079033298E-06,-0.000292066,-0.0054597932,0.0053995267,-0.1545576048
0.16613308,0.0649350649,0.1019933555,0.1424694708,-0.0006537812,-0.0007127554,0.0670601962,-0.0051624658,0.0207172027,-0.0083632019,-2.0957022900948E-06,0.0003708474,-0.0052826879,0.010254065,-0.0366781474
0.1901289677,0,0.0809012451,0.1208955224,-0.0005306453,-0.0008826192,0.0598264227,0.0003753754,0.0128170073,-0.0193548387,-5.20369373282177E-07,0.0001731763,0.0002197517,0.0068562377,0.0242689044
0.1851452443,0,0.2028276956,-0.0399560272,-0.0001243441,0.0009485341,0.0534233465,-0.0062939652,-0.0132713609,0.0624123422,-0.000001966,-0.0001570358,-0.0063277806,-0.0176523546,-0.1071226089
0.1625086144,-0.0852272727,0.3117700823,-0.3405910787,0.0009847057,0.0007562607,0.0627567224,-0.0086872587,-0.0800691978,0.0284457478,-1.03127950978806E-05,-0.0010998491,-0.0086344119,-0.0900496317,-0.1100193652
0.092920793,-0.0218340611,0.0830178475,0.0205305351,0,-0.0004002273,0.054773741,-0.0106685633,0.008199871,-0.0011947431,-1.41054343456152E-05,-0.0001588048,-0.0106218262,-0.0102849658,0.1152437013
0.0781089177,-0.0654069767,0.1250721439,-0.0615020826,0.0005415739,0.0003513888,0.0290169401,-0.0352526439,-0.0191824897,0.0037220844,-1.88443251876642E-05,0.0004864748,-0.0350595169,0.0407580207,-0.0957227993
0.116356438,-0.1094890511,0.1263634493,-0.1441333479,0.0005321149,0.0005045932,0.3683776152,0.1853281853,-0.0429722074,0.001625738,-3.09971135026699E-05,0.0006028933,0.1845563727,0.0176025542,-0.0660322386
0.1961568706,0.1548672566,0.0622633856,0.2080306432,-0.0008876636,-0.0008073259,-0.0083046779,0.0093366093,0.1296543997,-0.0141377937,-3.52151792736934E-05,-0.000789815,0.00935334,-0.0088332779,0.0188798559
0.2285232404,0.1526162791,0.160890927,0.4510152725,-0.0010527074,-0.001028891,-0.4073742498,-0.0120525931,0.0821569721,-0.0206837424,0.0001044013,0.1160664953,-0.012014465,-0.0511662397,0.2873680269
0.178920251,0,0.2406584792,0.0397309229,0.0008418258,-0.0009045564,0.0096854785,-0.0191166777,0.0034096799,0.0102040816,5.42151180402616E-05,4.66547952384693E-05,-0.0190334316,0.0008681578,-0.0350889
0.1160271106,0.0421348315,0.2827538568,-0.0990482978,0.000894876,0.000649039,0.0216588671,-0.0833333333,-0.0242747421,0.0134408602,0.000017101,-0.0003192675,-0.0828205232,-0.0016410531,-0.0734873743
0.1956945072,-0.0424328147,0.1789855542,0.2194473179,-0.000580281,-0.0010239938,0.0207334406,0.0735135135,0.0275300388,-0.0136622391,1.61253798054727E-05,0.0005307665,0.0729388032,0.0173160266,0.0601877837
0.1503682461,0.0835654596,0.2571023642,0.0785764769,0.0020749751,-0.0008829946,0.0317883175,0.0145306597,0.0071484208,0.0188827695,1.19354249861728E-05,9.43962722175088E-05,0.0143447022,-0.0033590123,-0.1116428804
0.1545766585,0.1246537396,0.1374876044,0.0976764378,0.0003414239,-0.0010017982,0.0468042923,-0.0011340011,0.008218831,-0.0068238213,9.01041317778721E-06,0.0001006064,-0.0012742061,-0.0106652145,-0.1021379282
0.2046472049,0.1237964237,0.1770132616,-0.0194009321,0.0001584602,0.0014844865,0.0427964571,-0.0019727757,-0.0064279671,0.0040322581,4.02286399359229E-06,-7.28299295026544E-05,-0.0020958357,-0.0036989222,0.0466622067
0.2581623053,-0.1652892562,0.2215370486,-0.3302701369,0.0003387585,0.0016173042,0.0391523267,-0.0042562247,-0.0786264821,0.0529441884,-7.1615947914017E-06,-0.0009480007,-0.00430949,-0.0177128265,0.011791555
0.1880652449,-0.0634696756,0.1017027761,-0.1392543629,-0.0005656774,0.0010052385,0.4479447142,-0.0141449861,-0.0332144583,0.0026932155,-1.54998497975636E-05,0.0011025339,-0.0141106733,-0.1836684134,-0.0294961087
0.1162705438,0.0854700855,0.0810159987,0.0602755454,-0.0001703026,-0.0005614513,-0.0084811143,-0.027027027,0.0283700804,-0.0029325513,-1.94086318698615E-05,-0.0003212167,-0.0268789629,0.0011712981,0.056297245
0.1118364097,0.0212765957,0,0.180057161,-0.0014792792,-0.0005743393,-0.0083207751,-0.0158982512,0.0633576924,-0.0096774194,-1.36327565743789E-05,-0.0014012814,-0.0157646643,-0.0049768945,0.0964379226
0.1135512292,0.0630252101,0.1193237028,0.0790166813,0.0003094941,-0.0006210889,-0.0081632947,0.0198198198,0.0173572592,-0.0196620584,-2.32525542846745E-06,0.0006544369,0.0196721319,-0.0079399055,-0.0014814042
0.0776878368,-0.0417827298,0.0596618514,0,-0.0003507505,0,-0.0080086288,-0.0036382536,0,0,2.20329462725342E-06,-1.20087733191844E-19,-0.0036540625,-0.0445229573,0.1485127224
0.0804520295,0,0.1606646387,-0.1375088347,0.0010973432,0.0004711744,-0.0078567333,-0.015015015,-0.0460036173,0.0551075269,-8.7458764171162E-06,-0.001033982,-0.0149210649,0.0002063041,-0.1030127242
0.0461734835,-0.0843881857,0.0604191951,-0.0396750425,-0.0001540869,0.0002575131,-0.0077075645,-0.0283783784,-0.0150915627,0.0124069479,-0.000017289,0.0007999502,-0.0282253584,-0.0115332125,0.0319890947
0.10391564,-0.0846262341,0.1006986584,0,-0.0003975377,0,-0.0075610793,0.2162162162,0,-0.0053763441,-2.44195132409626E-05,0,0.2156431896,-0.0462250512,-0.0630905915
0.1477563989,-0.0634696756,0.0608483087,-0.0994674021,-0.0009064314,0.0008020791,-0.007417235,-0.018018018,-0.0447216546,0.0028387097,-5.92190539788384E-05,0.0010778057,-0.0178915424,0.0369181003,0.0698931614
0.1175929138,-0.1491477273,0.1027271206,-0.180312924,0.0004040452,0.0005881609,-0.0072759895,-0.2882882883,-0.0652084925,0.0099093401,0.0010729022,0.0005020581,-0.2872223635,0.0133002968,-0.0791599558
0.1105463998,0,0.1022856001,0.0608826372,0,-0.000520362,-0.015109773,0.0205032619,0.089629108,-0.0058651026,3.75806781480667E-05,-0.0002726295,0.0204176398,-0.0088802392,0.0762131591
0.0800434664,0,0.1220433313,0.0808279519,0,-0.0003988557,-0.0145342706,0.0058293588,0.0723745244,-0.0080645161,7.0866618270794E-06,-0.0005007662,0.0058112732,-0.0095175053,-0.015990686
0.0849114658,0,0.2051590484,-0.1205510907,0.000771808,0.0004418589,-0.0139796275,0.0034873583,-0.0459119755,0.0120967742,7.45070577478555E-06,0.0012226231,0.0035456258,0.0177337291,-0.1588230728
0.0923791939,0.0431034483,0.142181349,0.1418553783,9.54227449027022E-05,-0.0004591398,-0.0134451673,-0.005019305,0.1023681086,-0.0155316607,-4.32785105666832E-06,-0.0008011881,-0.0049452059,-0.0190865589,-0.0224477983
0.074114375,0.0426742532,0.1223920266,-0.0601898049,0.0009933458,0.0003872742,-0.0129302296,-0.0132764343,-0.023066978,0.0165356465,-4.92041669952092E-06,-0.012836566,-0.0131686713,-0.1254757019,-0.0440474617
0.0919165642,-0.0857142857,0.2069430401,-0.2014925373,0.0012080889,0.0004612947,-0.0124341697,-0.0046598322,-0.0632835478,0.0225806452,8.82544171692289E-06,0.0020057689,-0.0045676271,-0.0536500353,-0.1455955854
0.0473315227,0.0652173913,0.123986134,0.0204412719,5.52275335940099E-05,-0.000226429,-0.0192009666,0.0045045045,0.0185345623,-0.0067204301,7.38263070924021E-06,-0.0001087073,0.0045606025,0.0075964104,-0.0331863388
0.1519474994,-0.0868306802,0.1011265564,0.3061753461,-0.0011364011,-0.00074484,-0.0275118406,-0.0222007722,0.1713928647,-0.0241086587,-1.27269313751112E-05,-0.0012837931,-0.0220770867,-0.0396599934,0.4072228399
0.1119466737,-0.0212464589,0.0806727106,0.0399560272,-0.0004894805,-0.000595975,-0.0254028272,-0.0324324324,0.0078273885,-0.0074441687,-2.5376215550948E-05,0.0001770885,-0.0322516788,-0.0104476806,0.0441801197
0.0970756714,-0.0423728814,0.1419793869,-0.0796863142,0.0003506963,0.0005517846,-0.0160996987,-0.027027027,-0.0267507187,0.0322580645,-3.31418915476074E-05,-0.000514564,-0.0268789629,-0.0040669352,0.0263753474
0.060355069,0.0426136364,0.0202539997,0.0200347693,-0.0005671012,-0.0003240435,0,0.6216216216,0.0065848001,-0.0040322581,-6.23428292172661E-05,0.0003152924,0.6168040908,0.0580201354,0.1501224746
0.0587306713,0,0.0813622209,-0.0600190537,-8.68203319668707E-05,0.0003265786,-0.0106769304,0.0258519389,-0.0258156615,0.0156682028,0.0001429245,-0.0009129249,0.0257103124,-0.005539117,0.0207409171
0.0624849769,-0.1282051282,0.0204278537,-0.0602755454,-0.0006245772,0.0003357903,-0.0213838943,-0.0102102102,-0.027482832,0.0201612903,-3.54805596431022E-05,0.0050897051,-0.0101614344,-0.0335755712,-0.026487977
0.111467531,0.0214592275,0.121523998,0.1210684774,0,-0.000578362,-0.2466084792,-0.0077220077,0.0702691514,-0.0165861303,0.000072905,-0.0014794514,-0.0076851814,-0.0118475337,-0.0410813107
0.3452637382,-0.0425531915,0.0972688676,0.5801841855,-0.0033650952,-0.0019088723,0.0055407977,0.0351351351,0.0852322588,-0.021390986,0.0005108384,0.0027907399,0.0346442511,-0.228758388,0.2465440687
0.2071031109,-0.0408719346,0.3284765711,0.0960795478,0.0009216165,-0.001436737,0.023254401,0.0111633373,0.0042125112,0.0482862903,5.99658708574702E-05,4.41692846934537E-05,0.0108397983,0.0027253206,-0.1036727252
0.1327711374,0,0.3922821365,-0.209944863,0.0018856693,0.001087226,0.0446447641,0.0062370062,-0.0453740108,0.0208728653,1.46107672253858E-05,-0.0004606268,0.0060311649,-0.0048004702,-0.1415276657
0.0938290068,0.0412087912,0.1352550587,0.2131171068,-0.0002854325,-0.0006886951,0.0417210594,0.0158783784,0.0236454915,-0.0102676045,1.0444602126376E-05,0.0004393918,0.0155948081,0.011277028,-0.0086856026
0.0724556197,0.0811907984,0.0960906445,0.0763435865,-0.0003325072,-0.0005738543,0.0390037361,0.0087252607,0.0065949297,-0.0057284021,7.17434401500765E-06,0.000088561,0.0085045687,-0.0012017431,0.0269271434
0.0753732233,0.0605652759,0.2705101174,-0.0759325847,0.0010445945,0.000635769,0.0364763613,-0.004021879,-0.019902175,0.0475895073,0.000001464,-0.0002486835,-0.0041105562,-0.0180746238,-0.2365153059
0.1355510441,0.0608930988,0.2119699965,0.0381717933,0.0008588429,-0.0010709428,0.0341240431,-0.006048006,0.0056161289,-0.0067552182,-9.25288239110308E-07,9.17314878682916E-05,-0.006118203,-0.0124696032,-0.0458789995
0.119229563,0.04048583,0.1541599975,0,0.0005305352,0,0.0319332572,-0.0031653275,0,0,-2.8386432383159E-06,0,-0.0032746298,0.1158234182,0.1128414036
0.2522103088,0.1012145749,0.0929626938,0.513928334,-0.0021827969,-0.0022487969,0.0298916971,-0.0030336459,0.0463008302,-0.0238575269,0.000007764,0.0006975706,-0.0032402166,0.0247768272,0.190194573
0.1204410031,0.01953125,0.1671152509,0.0183652052,0.0006396805,-0.0014115324,0.0518321845,-0.0037278658,0.0007180061,0.0243902439,7.46579642928616E-06,7.15510281694208E-06,-0.0039067413,-0.0022401381,-0.0736753302
0.1688461357,-0.0390117035,0.0748575086,-0.1100479398,-0.0011511585,0.002328418,0.0645034833,0.0068468468,-0.029962643,0.0215053763,1.93985888489328E-06,-0.0002970315,0.0066785527,-0.0014881171,0.1046099198
0.1291751701,-0.1769331586,0.1503059976,-0.0554566616,0.0002575191,0.0014277419,0.057564693,0.0048878666,-0.017007601,0.0064516129,-2.31494445575993E-06,-0.000227534,0.0047721101,-0.0043544894,0.0336391686
0.1208042886,-0.1776315789,0.2069430401,-0.0185585232,0.0002648261,0.0011591809,0.0514188629,0.0012174336,-0.006825436,0.0088024457,-0.000004989,-0.0001168365,0.0010949995,-0.0010889132,0.0214264595
0.087286405,0.0395256917,0.1505040292,0,0.0002781985,0,0.0459660675,-0.0088536813,-4.11558572067965E-17,0.0083632019,-6.54036439039735E-06,-9.96702454199421E-20,-0.0088531059,-0.0306703459,-0.1515164666
0.108828251,0.1383399209,0.1495190552,0.0929148723,0.0003449487,-0.0009296404,0.0411208198,-0.0107415107,0.0233175282,-0.0147950521,-5.34870434112116E-06,0.0004517585,-0.0107276366,-0.0092102137,-0.0008463423
0.1525976313,0.0392670157,0.0922420528,0.1846135813,-0.0005947667,-0.0014465727,0.0368096261,-0.0074755607,0.0257941033,-0.0171370968,-3.82276423136042E-07,0.0003569626,-0.0075241767,-0.0665638504,0.012445739
0.2093013346,-0.0775193798,0.1279814192,0.127559875,-0.0008668139,-0.0023449126,0.0407862215,0.0015898251,0.0096755412,0.0019180471,3.60466592715969E-06,0.0001048195,0.0014320708,0.0189644131,0.0913728725
0.1605748647,0.1344430218,0.0180519213,0.1805951039,-0.001804469,-0.0023968282,0.0544274656,0.0105105105,0.0087634587,-0.0277710405,7.09905599397105E-06,8.81164730838748E-05,0.0102101368,0.010878816,0.1262460098
0.1046009286,0,0.0722076853,0,-0.0007619972,0,0.0595579521,0.0221621622,2.91180636764866E-17,0.1039426523,4.66652227118886E-06,1.37825806748484E-19,0.0218948342,0,0.050278618
0.1013931494,-0.1327433628,0.1460774401,-0.1604807819,0.0014999812,0.0020313261,0.0612394445,0.0068310068,-0.0548309358,0.0935483871,-1.78370251893779E-06,-0.0005190673,0.0067369109,-0.0091277542,-0.0410537478
0.0883705353,-0.0383631714,0.1473968492,-0.1262549147,0.000577033,0.0014558642,0.2767502664,-0.0023707918,-0.0413969427,0.0228839261,-7.50346326307584E-06,-0.0008163557,-0.0023958407,-0.0195547925,-0.0745719292
0.1062417061,0.0774193548,0.0904884016,0.2547905633,-0.0007147367,-0.0015155848,-0.0043986267,-0.0033783784,0.0679124926,-0.0208976157,-4.0465349484231E-06,-0.0252555441,-0.0034477073,0.1433419669,0.0512546578
0.0727869446,-0.0190114068,0,0.1072583849,-0.0010486507,-0.0012378986,-0.2156574918,-0.0083160083,0.0143301087,-0.0322580645,-2.09153477242871E-07,0.000233333,-0.0083563246,-0.010475455,0.05533755
0.0700560442,-0.0566037736,0.1083115279,-0.0709659251,9.37087103551792E-05,0.0013721247,0.0045296739,-0.0137280137,-0.021925681,0.0296774194,-2.04567818013614E-06,-0.0002964124,-0.0137068391,-0.0206893506,-0.0635735621
0.1669283663,0.0379266751,0.5033092477,-0.4457799498,0.0016854721,0.0028530708,0.2415043528,-0.0296425458,-0.0890050738,0.0834826762,-1.61326130264585E-05,-0.0017056848,-0.0294794889,-0.0837098534,-0.1331264838
0.1482528536,0.0391644909,0.3961168628,-0.1657184054,0.0015800444,0.0019439403,0,0.1711711712,-0.0329328944,0.002589357,-3.21653367331776E-05,0.0002789903,0.1706620468,0.0027963993,-0.1231859968
0.1911479783,0.0396301189,0.2867283086,-0.1863207082,0.0011286669,0.0020769412,-0.0164057666,0.0614250614,-0.0366837171,-0.0012960829,-8.7550186558001E-05,0.0001884655,0.0614727885,0.0267292075,-0.1468264835
0.1328927209,0.0200803213,0,0.1321704729,-0.0017907583,-0.0011826839,-0.0311313126,0.0168918919,0.0970656483,-0.0050028297,9.60711522410979E-05,-0.0003224402,0.0170079613,-0.0006450319,0.0459561245
0.1207522194,0,0.1868988189,0.1870620373,-0.0001533845,-0.0012292819,-0.0399462072,0.0062370062,0.0767168705,-0.0088607057,9.82068759423538E-06,-0.0006596196,0.0063185382,-0.0069957577,0.0371697703
0.0851389188,-0.0196335079,0.0556327394,0.1107681488,-0.0004773022,-0.0009971092,-0.0369446442,-0.0037537538,0.0278416941,-0.0198466132,-6.99075057547957E-06,-0.0021327201,-0.0036971554,-0.0238544751,0.1815919901
0.131088678,-0.1363636364,0.1690942472,-0.1831750339,0.0011803655,0.0017174001,-0.034155062,-0.0045771578,-0.0407453771,0.0308349146,-3.27657255801326E-06,-0.0020872354,-0.0045085489,-0.0049878553,0.0549904109
0.1760204921,-0.0592105263,0.2484978674,-0.2412608013,0.0012883366,0.0019498617,-0.0315644737,-0.0110207295,-0.048779089,0.0299539171,1.15256056342613E-05,0.0011727888,-0.010872969,-0.0206893506,-0.0365516551
0.0814642484,0.0200803213,0.0758516322,0.1132889768,-0.0002994917,-0.0007474044,-0.0291603939,-0.0177226407,0.0535666433,-0.0047404324,4.8694661520156E-06,-0.0003801695,-0.0175744727,-0.0069238897,-0.1064051538
0.1075345125,0.0199203187,0.1883782291,0.0936552298,0.0006249623,-0.0010717969,-0.0269308664,-0.027027027,0.0330384919,-0.0084485407,-3.27585849906521E-06,-0.000586784,-0.0268789629,0.101821935,-0.0922294028
0.1129755388,0.1187335092,0.1702140767,-0.0558224708,0.0015132284,0.0012709181,-0.0248644824,0.0244530245,-0.0153877834,0.0024813896,-4.1531069957275E-06,0.0012798518,0.0244605077,0.0306309866,-0.1329804888
0.1156867302,0.0794701987,0,0.1120885638,-0.0015042887,-0.001146437,-0.0100925105,0.0028449502,0.0411611526,-0.015483871,-1.06775275768303E-05,-0.0011925478,0.0028136645,-0.0220867892,0.2969971841
0.181272285,-0.0985545335,0.0373797638,0.0556024085,-0.0014578619,-0.0020458593,-0.2771553175,-0.0218790219,0.0157388994,-0.0113112694,-1.77073892474436E-05,0.0010697331,-0.0217706338,0.3371505556,0.195070426
0.0865679572,-0.0196335079,0.0374778734,-0.0369227163,-0.0006638829,0.0012487631,0.005341928,-0.0675675676,-0.0138605791,0.0342741935,-2.0537266638192E-05,-0.0004322973,-0.0671549334,-0.0098234414,-0.0011032515
0.087386415,0,0.0749557468,0,-0.0001358246,0,0.0052314133,0.045045045,-2.45966170935037E-17,-0.0076804916,-2.41027862384054E-05,-2.96621173022733E-19,0.0448171539,-0.0115547385,0.0754068395
0.2047619967,0.1181102362,0,0.129568692,-0.0028721063,-0.0026074037,0.0051232594,0.0489864865,0.0467134419,-0.0322580645,-6.46523700411779E-05,0.0030044665,0.0487280791,0.0520111092,0.2072142489
0.1790434325,-0.0195058518,0.0185683612,0,-0.0019975813,0,0.0112650362,0.0042042042,0,0.0075268817,0.0003058574,-1.63701792832624E-19,0.0041443903,-0.0089600773,0.0179981638
0.2530997457,0.0195058518,0.1111211655,0.0366826466,0.0019604026,-0.004459834,0.0168118448,-0.0051975052,0.0104631848,0.0997067449,4.08816075495652E-05,0.0001743901,-0.0052373732,-0.0026572546,-0.0691966644
0.1685174741,0.0583657588,0.2439262904,-0.1829374528,0.002512604,0.0056493937,0.026744189,-0.0064350064,-0.0773774659,0.0623655914,-6.92090625102599E-06,-0.0011145819,-0.0064212198,-0.0236527297,-0.23892562
0.3508351372,-0.0394218134,0.2094263566,-0.2038754977,0.0041517552,0.0073466997,0.3064799595,-0.0135135135,-0.0675838407,0.006624424,-4.76736684855851E-05,0.0013449236,-0.0134253792,0.2275828568,-0.1542453496
0.2673288726,-0.68,0.1810022928,-0.752238806,0.0022316077,0.0031423973,-0.0054789005,-0.1233108108,-0.1155718306,0.0002250965,-0.001246911,0.0005380371,-0.1232038175,0.0801073361,-0.3945013623
0.1368288024,-0.0422535211,0.160890927,0,0,0,-0.0268033141,0.0317686107,0,-0.0025806452,0.000056104,-1.38770089966518E-19,0.0319907116,0,-0.021603573
0.1600777442,0.0422535211,0.221849954,-0.0397309229,0.0004468201,0.0014102923,-0.0422705018,0.0152571927,-0.0086094793,0.0003891282,2.10956717067884E-05,8.94245402910451E-06,0.0154887773,0.0013453604,0.0594865675
0.1165551264,-0.063559322,0.0398856697,0.1593726284,-0.0010046251,-0.0008929109,-0.0540656952,0.0061298412,0.3368531789,-0.0054985337,6.29706483796847E-06,-0.0003298604,0.0063005231,-0.0057170498,0.2705988425
0.2197303457,0.0837988827,0.1760433259,0.2757858751,-0.0005075309,-0.001859975,-0.0500967305,0.0009084715,0.1502202122,-0.0220713073,-3.80009906060639E-06,-0.0007156142,0.0010237324,-0.0113592198,0.186788152
0.1207674007,0.102739726,0.05820273,0.1159272132,-0.0002214069,-0.001274402,-0.0463947316,-0.0093386069,0.0272085858,-0.0215053763,-9.80852234514063E-06,-0.0026883297,-0.0092085823,-0.0491007828,0.3029462864
0.0962321778,-0.1222826087,0.1770132616,-0.1916369241,0.0012404393,0.0011747346,-0.0429452473,-0.01259023,-0.0407329935,0.1075268817,-8.94956678697788E-06,-0.0019004611,-0.0124368913,-0.0079574425,-0.1065422319
0.084014305,0,0.1586563307,-0.1165659307,0.0004804031,0.0009116707,-0.0397340943,-0.0235700817,-0.0262254437,0.020434973,-5.63463109790738E-06,0.0006704229,-0.023416828,-0.0051285043,-0.0144933671
0.1282814717,-0.0625,0.2409969581,-0.1763059701,0.0002283564,0.0012689749,-0.0367474387,-0.0982800983,-0.0388592537,0.0114256871,4.3443097331673E-07,0.0004597042,-0.0982326265,-0.0292135942,-0.0843892334
0.137721169,0,0.2234278342,-0.15870017,0.0005024604,0.0012003348,-0.0339718613,-0.0065237651,-0.0350165582,0.004279131,5.44517556278208E-06,0.0002063672,-0.0063543611,0.0888905195,-0.100091138
0.283511325,0,0.0983407009,0.4614551708,-0.0024268765,-0.0021912274,-0.0433568732,-0.0442260442,0.2425765627,-0.023344652,-0.000007057,-0.0009178364,-0.0439456728,-0.013089096,0.3753808914
0.2253277127,0,0.2366696647,-0.0388553102,0.002907728,0.0022708016,-0.3924501468,0.0347490347,-0.0078026329,0.0096498484,-1.10647307675527E-05,-0.0003996097,0.0344392046,-0.016494485,-0.0404287019
0.1229495109,0.1657458564,0.0583613206,0.1948132267,-0.0005999564,-0.0009980004,0.0085072311,-0.0016891892,0.0353392182,-0.0243951613,-2.03494065225099E-05,0.0035356556,-0.0017706043,-0.1667216837,0.098869192
0.1361950502,-0.0204359673,0.0773933321,0.0768636382,-0.0004585998,-0.00123681,0.0170913146,-0.0288288288,0.0106387855,0.0059737157,-3.45447002725287E-05,0.0002300488,-0.0286654547,0.0197166144,0.0411558944
0.0780251543,0.0406504065,0,0.0955587914,-0.0009722016,-0.000815896,0.0278173065,0.9054054054,0.0124078659,-0.0322580645,-9.22293266112406E-05,0.0002193507,0.8987849893,0.0103103402,0.1226668313
0.0546965774,0.1211305518,0.1347082054,-0.0189831462,0.0001158262,0.000626307,0.0356036817,0.0101840971,-0.0057660357,0.1016129032,9.71591081434583E-05,-8.49851839765509E-05,0.0100977498,-0.0126757895,-0.1200504335
0.2540167487,0.0404312668,0.0370884929,0.5322444382,-0.002829732,-0.0027269691,0.0472213407,0.013655761,0.0455486099,-0.0271377368,6.58053821308389E-05,0.0007295169,0.0133374486,0.038956847,0.3206457153
0.1201805241,0,0.1487403101,-0.0366350068,0.0003725261,0.0018173189,0.0802532189,0.0037800038,-0.00824091,0.0967741935,2.51309032152957E-05,-8.51816908826388E-05,0.0035594536,-0.0056055615,-0.0459862675
0.2265744426,-0.05859375,0.1289722431,0.1285564366,-0.0007950007,-0.0028711566,0.0874694083,0.0016580998,0.0071270461,-0.0063364055,1.44902304224771E-05,0.000078971,0.0014030521,0.0017034991,-0.0002761747
0.1410374811,-0.0387096774,0.243286903,-0.2183919114,0.0019107045,0.0025730287,0.0950536617,-0.0031245118,-0.047939195,0.0630824373,2.30927241392097E-06,-0.0005011471,-0.0032979991,-0.0095811765,-0.1234478282
0.099677664,-0.0196592398,0.1127294982,-0.0554566616,-0.0003252412,0.0014277271,0.0788590372,0.0003532945,-0.0138602758,0.006830655,-0.000003564,-0.0002976467,0.000228194,-0.0020438402,0.0043850987
0.1526072195,0,0.5395599912,-0.3526119403,0.0017374492,0.0018976723,0.4097593096,-0.0130775937,-0.0689136015,0.0278592375,-0.000013833,-0.0022070203,-0.0130372534,-0.0528100899,-0.3047580135
0.0966258259,0,0.2694164107,0.0190343827,0.0010633654,-0.0009997438,-0.0083602276,-0.0202702703,0.0078051741,-0.0007867821,-1.96842532604194E-05,-8.6504403610358E-05,-0.02016635,-0.0020919728,-0.1112025612
0.1109219369,-0.0202156334,0.3121108146,-0.1900872994,0.0013793337,0.0012842242,-0.0082020432,-0.1081081081,-0.0425994393,0.0024193548,-3.43034851775957E-05,0.0005530321,-0.1075800531,0.0132185955,-0.2379435455
0.1089755362,0.0204918033,0.1153087734,0.2119525324,-0.0003297404,-0.0011100557,-0.0188212429,0.018018018,0.1087585779,-0.0095902354,-5.22116907168911E-05,-0.0006375759,0.0179193086,-0.0109150529,0.2215015319
