"low_close_ratio","volume_ma5_ratio","volume_ma10_ratio","ad_ratio","atr5_ratio","natr5_ratio","b_upper5_ratio","ema5_ratio","kama5_ratio","dmi5_ratio","rsi5_ratio","slowk5_ratio","willi5_ratio","ppo5_ratio","ultosc5_ratio"
-0.0799716914,-0.0053452771,-0.0067677543,-0.0003340762,-0.02016718,-0.0255937985,0.033432937,0.0599035726,0.0468029774,-5.33576667385865E-19,-2.61938181386863E-17,0.2566424403,0.0027786858,0.0106888185,0.0318347166
0,-0.0611762469,-0.0310425852,0.0018512559,0.0003090415,0.0110165143,-0.0163974007,0.0057827436,0.0013344305,0.0005897198,-0.0251433778,0.1150809787,0.0832255003,0.0014647849,-0.0514826721
-0.120212766,-0.0907524379,-0.0544926602,-0.0008127668,-0.0111749464,-0.0231226791,0.0115166356,0.0333513303,0.0071467631,-0.0015211132,0.0182025825,0.1338567256,-0.0144927536,-0.0003446246,0.0216625032
-0.0495614035,0.0771535564,0.022345109,0.0013178084,0.0083866323,0.00406297,-0.0077035918,0.0430598145,0.0219006972,0.0070935662,0.0100911176,0.0929599036,0.0078674948,0.0013216421,-0.032201516
-0.0099964614,-0.0412298885,-0.0373793318,0.001368287,-0.0336297193,-0.0378227145,0,0.0118577006,0.0002804608,0,-0.0153275153,0.0854167942,0.0169666083,-0.0050672417,-0.0715815927
-0.0610151188,-0.0210378726,-0.0215923798,0.000760185,0.0390164704,0.0609881785,0.0002156689,-0.0253210825,-0.0008662965,-0.0019562217,-0.0294512117,-0.0493632871,0.0148934749,-0.0068493221,-0.0456881323
-0.0508459323,-0.1026757477,-0.0595465868,0,-0.0396920608,-0.0503724671,0,-0.0169542055,-7.43737929483297E-05,3.03768406865182E-18,0,-0.0809835593,0,-0.006046963,0.077388021
-0.0406767459,-0.0970662221,-0.0537366257,-0.0001466066,-0.0532643805,-0.0675968492,-0.0044638121,-0.0113357008,-0.0017372748,-3.03768406865182E-18,0,-0.1401420022,0,-0.011311607,-0.0548379467
-0.0209725316,0.0025967153,-0.0289706985,0.0009581134,0.0150724796,0.0388846789,-0.0068896564,-0.066226377,-0.0739298573,0.0159289553,-0.0562059626,-0.1623834673,0.0058799172,-0.1152532237,-0.0427322365
-0.0320294785,-0.0164960075,-0.032669965,0.0007128449,0.011693967,0.0262570282,-0.0117800424,-0.0785583485,-0.0804309897,0.0008012623,-0.0305194492,-0.209278842,-0.0005365349,0.0109206417,-0.0207540189
-0.0108237548,-0.0769542703,-0.0600337356,0.0005987253,-0.0239825219,-0.0223798581,-0.0078006446,-0.0788585357,-0.0749484128,0.0002072333,-0.0233601239,-0.2631246046,0.0016617631,0.0042883495,-0.0493926032
-0.1158650261,-0.0086680137,-0.0312273742,-9.77974076791513E-05,0.0494998909,0.0446366002,-0.0452589892,-0.001041503,0.0037121349,-0.0017446022,0.2099683971,-0.0258115668,-0.0136653805,0.0026449328,0.0955140052
-0.0215978593,0.0417562967,-0.0067950683,0.0009816968,0.0296048347,0.0540220336,-0.0827519998,-0.0485990202,-0.0128582742,0.0009708138,-0.033716549,-0.258820571,0.0196909343,0.0028781283,-0.0966292467
-0.0916463909,0.292552758,0.1521641735,0.0016644003,0.1355206086,0.2198259407,0.0372913484,-0.1424584296,-0.0670098142,0.0053619436,-0.0546520395,-0.2500485926,-0.0029219891,0.0016188059,-0.0094397909
-0.1043719212,0.0312700961,0.0319677218,0.0002244447,0.0009165493,0.0087451121,-3.99144760491732E-05,-0.1198523286,-0.0623330494,0.0001458975,-0.01233838,-0.1893037459,-6.62837803589469E-05,0.0007530041,0.0513882152
-0.0692401961,-0.1281906805,-0.0478067252,-6.741544229654E-05,-0.0457309864,-0.060764071,-0.0230862354,-0.0723840261,-0.0348422218,0,0.0307301265,-0.0056736854,-0.0014078675,8.21036819098487E-05,0.0481851167
-0.0687347932,-0.149282884,-0.0611529256,-0.0001208045,-0.0455313434,-0.0618465487,-0.1227247498,-0.034901855,-0.0575642436,-0.0003152642,0.0407350218,0.0417555902,-0.002559993,0.002258155,-0.0102457189
-0.0233085809,-0.0847044875,-0.028631123,0.0006396483,-0.0175520591,-0.0120138446,-0.1565301966,-0.0561758171,-0.0621902726,0.000152999,-0.0240218101,-0.0294595504,0.0042017751,0.0006613234,-0.0017058294
-0.0570016142,0.0089021113,-0.0156667926,0.0002258612,0.0030595571,-0.0095926101,0.0102079303,0.004725269,-0.0007326745,-0.0009705303,0.10901916,0.4830023121,-0.0213032581,-0.0034041383,0.1148506832
-0.0231367731,-0.0750096741,-0.0636912458,0.0003707613,-0.0209259321,-0.0178893952,-0.0003610505,-0.0251890628,-0.0009836148,0.0004636446,-0.0206741475,0.1080998948,0.0426065163,-0.0040482326,-0.0363822006
-0.0345354523,-0.0774891055,-0.0675984649,7.01366081434437E-05,-0.0541168535,-0.0713477112,0.001258619,-0.0073789587,-0.0007965159,0,0.016216256,0.1771674471,-0.0050280982,-0.0044097017,-0.0093698826
-0.0230800654,-0.0580534825,-0.0601176051,0.0003185101,-0.0281271575,-0.0342770464,-0.0071881937,-0.0096747596,-0.0021855633,-0.0011100715,-0.0048503901,-0.0412717433,0.0029330573,-0.0075118734,-0.0664463858
-0.0801905921,0.0598694745,-0.0203109854,-0.0001345179,-0.0092993325,-0.0162007982,-0.0010364225,0.0078107928,-0.0055488311,0.000926862,0.0282564003,0.1594717302,-0.0049370919,-0.0185160121,0.1061320056
-0.1247991968,0.1888980831,0.0614985591,0,0.0667939973,0.0780272106,0.0126464588,0.0242032778,-0.0005001767,-0.0004502744,0.0279030587,0.1457556935,-0.0052795031,-1.43689306587624E-05,0.0292389808
-0.0112909672,-0.0730719635,-0.036139377,0.0004035168,-0.0314775392,-0.0427031676,0.0235583,0.0255312622,-0.0003823022,-6.59921075374369E-19,0.0106847261,0.1634851491,-0.0063993977,0.0164530997,0.0072007359
-0.1313953488,0.0970404944,0.0644973643,-0.0006815853,0.0150113917,-0.0001028749,0.0887363632,0.0781842123,0.0583433682,0.0024077796,0.0403753936,0.2334900943,-0.0262963756,0.0171228021,0.0795235355
-0.0980902778,0.2269898969,0.1720072722,0.0009081957,0.1133555985,0.1403466444,0.0449764408,0.0607311904,0.0527916485,0.0011767402,0.0030342492,0.0867439281,0.1145065562,0.010597815,-0.0370169484
-0.1957512764,0.3435766815,0.3020555719,-0.0014768013,0.0899645163,0.0743111391,0.1531114275,0.155084361,0.1589422968,0.0001880041,0.0192012594,0.1801155566,-0.023584877,0.0086588584,0.0800678022
-0.1233624454,-0.03064095,0.0383012468,-0.0005878864,-0.013439404,-0.0183601432,0.0703095963,0.1051975318,0.0906096958,3.76650881199896E-19,0.0003652342,0.0388942045,0.0035978836,0.0056333212,0.0257364084
0,-0.1078827504,-0.0134250377,0.0013025372,-0.0205897548,-0.0048319821,-0.0217431001,-0.001545604,-0.0072169092,-0.0006033793,-0.044378183,0.0515003741,0.0747929607,0.0013984312,-0.03144366
-0.14913273,-0.107264955,-0.0177821605,-0.0004279628,0.0076831442,0.0097505376,-0.0099675627,-0.0010306753,-0.003123562,-0.0020638623,0,0.0153212872,0.0040926381,-0.0009381703,0.0009499915
-0.3165266106,0.1748286274,0.1613728024,-0.0030811746,0.0942424667,0.0671662847,0.0906617372,0.1490569453,0.0550557387,0.0307184295,0.047468727,0.1215329769,-0.0292475618,0.001701284,0.1153214452
-0.0507363506,0.1238469752,0.0828301073,0.0024448065,0.0179961946,0.0393212794,0.0152488416,0.0453630015,0.0022838059,0.0002134863,-0.0243598833,0.037169223,0.1102431835,-0.0035076445,-0.0675471399
-0.1957512764,-0.0486565563,-0.0115752103,-0.0007368738,0.0138810415,0.0272983277,-0.0014677135,0.0001779632,0.0002827397,-0.0019027494,-0.0155869453,-0.0015406161,0.0107120353,-0.0050288314,0.0131030848
-0.0899681529,-0.0738296351,-0.0260886091,-0.0002440114,-0.0161135133,-0.0381066248,0.0210024915,0.0597788653,0.0218600715,0.0049795868,0.0220765303,0.0251017762,-0.0164251208,0.0004925136,0.0485964559
-0.3152022315,-0.0050532954,0.0162069972,-0.0017821008,0.0622180693,0.0688046881,-0.0061710487,0.0689768875,0.0333414182,-0.0017692579,0.0078515516,-0.0143079547,-0.0113581147,0.0036819566,0.0246850154
-0.3003257888,0.097555023,0.0550777933,-0.002833004,0.0335358527,0.0317441018,0.0420408115,0.0788004541,0.0113065954,0.0004448014,0.0077921945,0.0593537063,-0.0139048641,-0.0044666418,0.0128476803
-0.0866564417,0.0515141853,0.0354058189,0.0003874539,-0.0309314664,-0.0427836093,0.0461859373,0.064175188,0.0677819943,0.0051692796,0.0027141283,-0.0055510254,0.0210044747,0.0031432449,0.0197504795
-0.0497709655,0.0447275885,0.0383438584,0.0025125172,-0.0088322281,0.0091981572,-0.0338087383,-0.0227834213,0.0063933851,-0.0015049196,-0.0394876366,-0.0587756757,0.063993977,0.0024689148,-0.0421721739
0,-0.1439349758,-0.064271326,0.0015308926,-0.050225726,-0.0590433246,0.0036794527,-0.0315876383,0.0003841372,-1.96011000798429E-18,-0.0112491476,-0.0134544076,0.0052143241,-0.0039901031,-0.0278222031
-0.0493535989,-0.0935245909,-0.0461079817,0.0001753652,-0.0408301353,-0.0612536448,-0.0007641073,0.011683192,0.0008110394,-0.0010368234,0.0241706421,0.008637395,-0.0038602818,-0.0064598625,-0.040924934
-0.0202945402,-0.0792829863,-0.0458792602,0.0012140825,-0.0313030177,-0.0236227854,-0.0160469645,-0.0455113487,-0.0017761856,0.0168836799,-0.0342096016,-0.1555668873,0.0300420238,-0.0097871747,-0.1226651913
0,0.0159406509,-0.0095342713,0.0023350296,0.1086892709,0.2128215234,0.0584116278,-0.2040809831,-0.1399928293,0.003236326,-0.0662431846,-0.127570179,0.0019553715,-0.0851474498,-0.1270367448
-0.2070794753,-0.0699996623,-0.061536102,-0.0003748065,0.0137892803,0.00287033,-0.0283038104,-0.0981735065,-0.0327511417,0.0001413681,0.0667878205,-0.0513998308,-0.0095533866,0.0111625366,0.1100114313
-0.1121031746,-0.1212719766,-0.0798658434,0,-0.0152382599,-0.0023342692,-0.0412064578,-0.1188119197,-0.0546510774,4.53102545686947E-05,-0.0213170518,-0.1443005311,0.0064947957,0.0054146154,0.0440837068
-0.088836478,-0.0356201984,-0.0517841239,0.0005072598,0.0065617726,0.0024517888,-0.1488708179,-0.0630759791,-0.0475007151,-0.001157632,0.0238278459,-0.1662147531,-0.0031973548,0.0044710545,-0.0500925284
-0.022314376,-0.1169721454,-0.0774881563,0.0005723762,-0.0137132402,-0.0145734265,-0.2101169143,-0.0514947727,-0.0367742297,0,-0.004985859,-0.2160753099,4.92950803509776E-05,0.0014946761,-0.0619768424
-0.0713383838,0.1004312212,-0.0069354942,0.0008895628,0.0275959038,0.0776661507,0.073532451,-0.1524808458,-0.0583131172,0.0018444399,-0.0495044569,-0.2762122756,0.0045278757,-0.0021313694,0.0508568705
-0.163160066,-0.0046487907,-0.0286989592,-0.0004037423,-0.0232610709,-0.0411037602,-0.0508576699,-0.0671462239,-0.0480933994,4.87478330236828E-19,0.0753962518,-0.1187669762,-0.0059909255,-0.000685843,0.003828562
-0.0920945395,-0.0701362387,-0.0509728206,-0.0004551296,-0.0581940269,-0.0804622284,-0.0217805025,-0.021744073,-0.0096111315,-0.000127804,0.0292062381,-0.0376275897,-0.0045123958,-0.0026541916,0.0280929575
0,-0.0697369834,-0.0523674609,0.0006910059,-0.0397372491,-0.0504298146,-0.0511904069,-0.0145502041,-0.0166474224,-0.0013893718,-2.56439651732183E-17,-0.0711096988,-0.0003782449,-0.0033097299,-0.0487551261
-0.1892237983,-0.1159034005,-0.0665067131,-0.0005027573,-0.0154909994,-0.0393464118,0.0061113334,0.0566006367,-0.0001439955,0.0005836846,0.0672020299,0.5792832374,-0.0351966874,-0.0050871524,0.1731025752
-0.0559184481,-0.0193055003,-0.0317960622,0.000302661,-0.0078589899,-0.0071018884,0.0160983843,0.0279876029,-0.0164593621,-0.0018054456,-0.0062173039,0.2919529737,0.0163863365,-0.0094882441,0.0652352124
-0.0661592506,-0.0025831974,-0.030073699,-5.88913706287605E-05,-0.0415656066,-0.0606434503,0.0321650358,0.0465874615,0.0128827426,4.37387230199819E-18,0.0187432636,0.1726302321,-0.0099272708,-0.0267884665,-0.0278646144
-0.0112370724,-0.030554562,-0.0434712774,0.0004338555,-0.0418718808,-0.0424209137,-0.0059095667,-0.0062492181,-0.0047985903,0.0002394667,-0.0261050324,0.0958229746,0.0536929057,0.0134279755,-0.0638379552
-0.0233085809,0.0662005686,0.0016624662,0.0004960166,0.0054516993,0.029990757,0.0186524187,-0.0737359175,-0.0041400059,0.0151175401,-0.0413191857,-0.0414952976,0.0263975155,0.0034280536,-0.0053591541
-0.1148373984,-0.0415407536,-0.0375208119,-0.0002848424,-0.0194878842,-0.0333623265,-0.0134448252,-0.0216038269,-0.0125922848,0.000169999,0.0385385297,0.022431858,-0.0086956522,-0.0037792612,-0.0234280512
-0.0460472698,-0.0445370277,-0.0312802884,0.0001356342,-0.0286434797,-0.0349373721,-0.0166077601,-0.019170413,-0.0115926157,-0.0006826636,-0.0035982655,0.0463641233,0.0006416063,-0.0136004259,0.0442881591
-0.2627906977,0.5198030512,0.3509240408,-0.0010981039,0.1403820316,0.1394456298,0.0180270737,0.0865060713,0.0009444978,0.00030477,0.0814639161,0.1196412238,-0.0212054576,-0.0974756279,0.0708521674
-0.0330796253,-0.0620217653,0.0035607587,0.0005441579,-0.0253219777,-0.028044175,0.028658525,0.0428464945,0.0016660136,-4.29463599953294E-19,-0.0089970133,0.0688216014,0.0087991718,0.0016585803,-0.0133749672
0,-0.0552537447,0.0079861359,0.0010060477,-0.0267657757,-0.0366743522,0.0204810739,0.0376103094,0.0217169655,0.0002251653,0.0045451548,0.0744699498,-0.0046928916,-0.02316907,0.0159496133
-0.0649425287,-0.1641894719,-0.0618863252,-0.0003426555,-0.0568999532,-0.0796904032,0.0266044996,0.0524974157,0.0348872397,-7.78859278841301E-19,0.0128583841,-0.0408412181,-0.0136835354,0.0505932062,-0.0131601469
0,-0.0632409488,0.0080161372,0.0010282362,-0.0063228196,-0.0023957208,-0.0545803787,0.0164608503,0.0086858074,0.0009581288,-0.0160046127,-0.0141880827,0.0315867707,0.0101406064,-0.0423969162
-0.033157277,0.0340462963,-0.0009487905,0.000555867,-0.0051251816,0.0006317092,0.0020156656,-0.0117750852,-0.0007044986,-0.0014674644,-0.0209003567,-0.1472406169,0.0494810572,-0.0012365203,-0.1354484389
-0.0111308117,-0.0906040661,-0.0600585789,0.0004014579,-0.0372497596,-0.0432501713,0.0071160101,-0.0215243315,-0.0018767442,-0.0005056376,-0.0139562733,-0.1081786301,0.0037854561,-0.0023326825,-0.0193442904
-0.1608769932,0.1532391882,0.0392033143,-0.0010150454,0.0322733461,0.0170687627,0.0368767668,0.0587116698,0.0077984397,0.004041895,0.0652119873,0.1908989175,-0.0255975908,-0.0035376618,0.2525822166
-0.0108989198,-0.078860906,-0.0509818817,0.0004777383,-0.0430421402,-0.0455520876,-0.0083695639,0.007082435,0.0005944582,-3.75109874793654E-19,-0.0238783115,0.0343088191,0.0410628019,-0.0084320406,-0.0743572143
-0.0546210363,-0.1073593888,-0.0703072925,0,-0.0230315696,-0.0278710285,0,0.0001972082,0.0001325194,-0.0014752058,-0.0041257522,0.0456497139,-0.0024224441,-0.0153958095,0.0835581143
-0.0111045597,-0.0356825385,-0.0268169971,0.0005269465,0.0039029554,0.0151798261,0.0020740053,-0.0314983505,-0.0004972706,-0.0020118512,-0.0281229254,-0.1392546991,0.0246376812,-0.0294193573,-0.0541161082
-0.0113453815,-0.0529890942,-0.0286114047,0.0004354602,-0.0199651045,-0.0125605427,0.0201939777,-0.0620000909,-0.0052705528,0.0640019068,-0.0333525772,-0.1564040912,0.0026838433,-0.0589211599,-0.0070205841
