"low_close_ratio","volume_ma5_ratio","volume_ma10_ratio","ad_ratio","atr5_ratio","natr5_ratio","b_upper5_ratio","ema5_ratio","kama5_ratio","dmi5_ratio","rsi5_ratio","slowk5_ratio","willi5_ratio","ppo5_ratio","ultosc5_ratio"
-0.3526064611,0.0947375146,0.0601039914,-0.0030182388,0.0601209733,-0.0051050623,0.3935580047,0.3974079045,0.5216214182,0.0002737315,0.0190984667,0.1552059267,-0.0290516842,0.0035308375,0.189627263
-0.5592273308,-0.0137695505,0.0237931915,-0.0037407028,0.0614010367,-0.0122764617,0.5073025993,0.576894319,0.650779867,0.0002121018,0.0088016139,0.1228313477,-0.0351966874,0.0056555745,0.1024070775
-0.353125,-0.0866107092,-0.0359724148,-0.0025385005,0.0642447654,-0.0089509931,0.5412189566,0.6933199129,0.7084846106,0.0001066769,0.0043974341,0.1495009237,0,0.0038256129,0.0966205434
-0.31802581,0.2354407191,0.1582848375,-0.0002580091,0.0490218675,0.0544089323,0.2067670057,0.4407182025,0.4055800499,3.47599437806193E-05,0.0002886017,0.0631042495,0.0856452726,0.0034956819,-0.0149406534
-0.0692401961,-0.0471366225,-0.0025998923,0.0025155097,-0.0306140409,-0.0435546459,0.0212583262,0.291493469,0.2283427428,3.27756349001555E-19,0.000238386,-0.0222766882,0.0014615371,0.0027310454,-0.0213892713
-0.6093137255,0.1194818619,0.0935003999,-0.0059882033,0.0852017918,0.0358662243,0.0949318905,0.4220331226,0.3810033458,3.32922777182952E-05,0.0024666128,0.0305945169,-0.0202634245,0.0009507759,0.0184514277
-0.4399697815,-0.018835572,0.0114348099,-0.0032758643,0.0384240307,0.0145367737,0.1369879957,0.3826366343,0.3279189995,1.93102776400574E-05,0.0008309699,0.0138099332,0.0333575812,-0.0005508109,-0.0110592446
-0.0749517607,-0.0874394652,-0.0184305607,0.0040969455,0.0173397397,0.045954729,0.051808185,0.1601133405,0.0380537977,7.7994317547636E-06,-0.0190503948,-0.0051959889,0.067356216,-0.0024752515,-0.0761108887
-0.3881870567,-0.0281969289,-0.0096631437,-0.0054075067,-0.0108051345,-0.0624458755,0.1342464716,0.2849753176,0.1557278889,3.1889205788288E-19,0.0080165414,0.0526493652,-0.0294812352,-0.0021576475,0.0476365592
-0.353125,0.0486663245,0.0359446572,-0.0009753718,0.0530326813,0.0263952328,0.1232926297,0.3170094995,0.2244906501,2.47233862236489E-05,0.0039650869,0.0209158947,0.0788844044,-0.0012856208,0.0024736767
-0.2597701149,0.0054244482,0.000188684,-0.0044794917,0.0060175877,-0.0424193739,0.2851439779,0.3883965479,0.2930579344,4.89481575250865E-06,0.0037949954,0.000491113,-0.0248969473,-0.0014807851,-0.0016148018
-0.437875,-0.0546728607,-0.0334379531,-0.0064751197,0.0622847238,-0.0111150771,0.4764564979,0.5700537554,0.5023674991,1.00435544626216E-05,0.0035682018,0,-0.0351966874,0.0005359625,0.0413150263
0,-0.0145056098,-0.017414617,0.0093589538,0.0658393362,0.2067400031,-0.0397607605,0.0022080728,0.0033466375,-0.0009008659,-0.0471030859,-0.0665985245,0.3052417428,0.0005927064,-0.0734695836
-0.0065032228,0.1733872216,0.1021323377,0.0160179944,0.085509941,0.2343466584,0.0263443735,-0.2874143577,-0.0065797175,-0.002156724,-0.0356167475,-0.1240415385,0.0372805346,-0.0028186403,-0.1215571543
0,-0.026683505,-0.0106746745,0.0061288476,0.0727458405,0.2162417282,0.1285990695,-0.4619528106,-0.0864650974,0.0638453644,-0.0293577961,-0.1377191171,0.0001275242,-0.0069083206,-0.1108755656
-0.2597123369,-0.0368521366,-0.011040137,0.0016184239,-0.0326457523,0.0136325713,-0.0175030633,-0.4758065323,-0.2444715146,0.0012746774,-0.0160365362,-0.1590255387,-0.0023264335,-0.0174717934,-0.0637509168
-0.2562358277,-0.132727063,-0.0589626324,-0.0015546001,-0.0658263706,-0.1070164663,-0.5258238802,-0.2712142415,-0.4521484707,-3.63914889688702E-19,0.0216103691,-0.1570964367,-0.002347206,0.1334969767,-0.1165704478
-0.1702833032,-0.1672630288,-0.0798937578,0.0002878365,-0.0486904334,-0.0268112562,-0.5053841325,-0.2942400364,-0.3767045723,0.0002448931,-0.0134951048,-0.1400576223,0.0028644905,0.0091122214,0.0605595918
-0.4014209591,-0.1111838244,-0.0746927525,-0.0008723057,-0.0316273592,-0.0503393423,-0.4487353426,-0.1750845615,-0.1712172495,0.000182556,0.0104935423,-0.21443924,-0.0036369805,0.0020227996,0.1460678355
-0.1272522523,-0.0998188,-0.0776627837,0.0005807537,-0.0499796354,-0.0554850061,-0.159240685,-0.1462906362,-0.0757715356,-0.000099833,-0.00448033,-0.1441427905,-0.0091199521,-0.0008513687,0.1602209109
-0.0989492119,-0.1591118896,-0.1033257032,-0.000546206,-0.0759384295,-0.1108902615,0.0111742067,-0.0467756239,-0.006784157,6.33129124591016E-19,0.0218379195,-0.0980851251,-0.0173741202,-0.003263963,0.0417290788
-0.5239456301,0.136549943,-0.0335067598,-0.0028163384,0.0202213215,-0.0572840883,0.3321717665,0.253772483,0.0242214569,-0.001714688,0.0740093302,0,-0.0351966874,-0.0072640229,0.0494816039
-0.3871573828,-0.0157867106,-0.0655000642,-0.0018377072,0.0327143446,-0.0437463634,0.525687602,0.4772773174,0.3759701623,0.0068157066,0.0291783786,0.1975558518,0,-0.0165908945,0.1166918309
-0.290356711,0.4074704983,0.1603588995,-0.0025880821,0.0257534626,-0.0244432951,0.4251367107,0.511170313,0.4355520536,0.0008946219,0.0112043927,0.3208524588,0.0092208574,0.1094756791,0.0242725695
-0.2519322235,0.0947602592,0.0632320901,-0.00084549,-0.0051291217,-0.0166302385,0.1821336635,0.3516327206,0.3093583043,0.0001056508,0.0017803135,0.2489262067,0.0091923949,0.0097243991,0.0343404798
-0.3048561151,0.0149775965,0.0575208472,0.000407729,0.0421992122,0.0591613334,-0.0396096967,0.2030639698,0.1293617385,0.0001149184,-0.0041488241,0.1692905007,0.0322109811,0.003734285,-0.0341417883
-0.0462735463,-0.1078551008,-0.0231364534,0.0017562414,-0.0531159616,-0.0539666862,-0.1518738191,0.0809918401,0.016173695,0,-0.0132719983,0.0946085252,0.0358289469,0.0007062699,-0.0507564713
-0.2062410969,-0.1878448605,-0.075327137,-0.0013839192,0.0529502921,-0.0216542889,0.2091258935,0.3531031448,0.2235290117,0.0003791555,0.0244329166,0.1772852727,-0.0351966874,-0.0009917506,0.0348904715
-0.0337342204,0.2211088709,0.1441916752,0.0074585515,0.0558926712,0.0421684764,0.2257769702,0.3170098349,0.2041693261,0.00022752,0.0040440619,0.0845959353,0.0286815068,-0.0021595966,-0.0559317267
-0.1523573417,0.0044437146,0.0093954921,0.00131143,-0.0045632786,0.0062811427,0.0851606415,0.1586928363,0.073885748,-0.0006509091,-0.0106021193,0.0355586097,0.0068941965,-0.0029982399,-0.0150543124
-0.0950613618,0.0425339038,0.0146975685,0.0034576996,0.067432792,0.1820241118,-0.0047112793,-0.1452715164,-0.0017197204,-0.0016722745,-0.0494636303,-0.0818359341,0.0420258954,-0.0046421327,-0.0780605894
-0.1067222222,-0.0292591962,-0.0136982779,0.0023304109,0.0051492437,0.0827138605,0.0782898325,-0.301241419,-0.0209335748,-0.0001383925,-0.0353978855,-0.1519448846,0.0034346044,-0.0054096076,-0.0475379205
-0.6389880952,-0.0242959979,-0.0016057068,-0.0030756124,0.0110357833,-0.0533334784,-0.0604795837,-0.0034722303,-0.0133145324,0.0003164348,0.0607598769,-0.1228568073,-0.010288176,-0.010440979,-0.0010605844
-0.2252277904,-0.0058713677,-0.0017589753,0.0002815948,-0.0194372711,-0.0501951127,-0.1533673495,0.0856739534,-0.0018219884,-0.0005061089,0.0142831766,-0.081267776,-0.0099149922,-0.0317266783,0.0085431845
-0.2508324084,-0.1010151458,-0.0492618659,-0.0007151836,-0.0330370565,-0.056542657,-0.1295872602,0.1087779408,0.0025091699,-6.42923845553152E-19,0.0078652809,-0.0500438776,-0.0108136558,0.0188550903,0.0309895117
-0.3331133404,0.017997102,0.0043104492,0.0001544525,0.0363059543,0.0139886294,0.160879626,0.174249098,0.0284685054,0.0050395999,0.0141062533,-0.0108224059,-0.0090780572,-0.0047580414,0.0637098875
-0.3256752306,-0.0055148743,-0.0108282698,-0.0030046013,-0.0322565066,-0.0777750782,0.1154031749,0.2542066636,0.3061813583,-3.89546799750487E-19,0.0143104896,0.0865233731,-0.0313395162,-0.0225354918,0.0877176493
-0.0751080093,-0.0855531782,-0.058019111,0.000859022,-0.0466040128,-0.0541611364,0.0595235896,0.1436416641,0.1152555074,0.0003794446,-0.0048952322,-0.0387963987,0.1994047619,0.0327539792,-0.068366183
-0.5635299219,0.0404972735,-0.0006800449,-0.003485541,0.0604794372,-0.0131742429,0.3356556578,0.3986711786,0.3837578042,0.0009790895,0.022063095,0.072895823,-0.0351966874,0.0141420922,0.1059222035
0,0.1996682155,0.1033515297,0.0074879984,0.206171069,0.4152623311,-0.0328716844,-0.0788128618,-0.0084987858,0.0004159165,-0.0495523749,-0.0767889449,0.1480484946,0.0026492934,-0.1620704344
-0.6700320513,0.2647199096,0.1761795213,-0.0047898957,0.0326339686,0.0042051637,-0.0032257112,0.0606559628,0.0003197402,-0.0011056411,0.0171070764,0.0496513567,-0.0055545631,-0.0005013678,0.0780890121
-0.4960284281,-0.0631353143,-0.0093246521,-0.0043343527,-0.0012713386,-0.081553861,0.2199730677,0.3381292892,0.0542136314,0.0008267895,0.028998462,0.1463195943,-0.0206416663,-0.0019133082,0.0580646455
-0.3703183521,0.0540849703,0.0810116972,-0.0073061217,-0.0040909138,-0.0686317564,0.3472088796,0.4641753341,0.1760556872,0.0005528337,0.0131555105,0.123297495,-0.0317030382,0.0022801541,0.0365144583
-0.3278395062,-0.0189032825,0.0398541031,-0.0013859747,0.0047524517,-0.0008634318,0.1976428551,0.3117745019,0.0973733122,0.0001552801,0.0011440579,0.0607299499,0.141731105,-0.0017734294,-0.0255351712
-0.2932525952,-0.0755796304,-0.0113122953,-0.0064156978,-0.0354955264,-0.0824841728,0.1520661634,0.3482413216,0.6746861496,5.80664680951709E-05,0.0068168405,0.0537556125,-0.0328178022,0.0053708333,0.1413702051
-0.0886434951,-0.0583524189,-0.0247824131,0.0041531828,-0.0207131635,0.0009725469,-0.0965940268,0.1231464693,0.1234170215,4.10531656727242E-05,-0.0194020395,0.004078851,0.8387722567,0.0022294388,-0.0298520851
-0.5287976962,-0.0240242355,-0.0070080719,-0.0039985342,0.0490784,0.0583865885,-0.0978058567,0.0921494633,0.0705614734,-0.0015540241,0.0011865425,-0.0488927197,0.0181915463,-0.0003670606,-0.017196587
-0.2129564193,-0.063220052,-0.0431662708,0.0001532511,-0.0145836411,-0.0294587417,0.0085037563,0.0980627867,0.0361255356,0.0008137567,0.0042618525,-0.0143975513,-0.0071356664,-0.0028244742,-0.0366029739
0,-0.1147590683,-0.0744892641,0.0041476511,-0.0392204987,-0.0230221093,-0.000760042,-0.0266906858,0.0005846018,0,-0.0267173165,-0.0873990224,0.0336207163,-0.0024508625,-0.0501160731
-0.135205518,0.0009300683,-0.0332759201,0.0047427888,0.0961858056,0.2259571153,0.1010851424,-0.2563833703,-0.1476560648,-1.96339755032584E-06,-0.0517255326,-0.024103161,0.0248526228,-0.0099516207,-0.088763757
-0.3770818026,0.0193166408,-0.0144009914,-0.0060083542,0.00718697,-0.0719806395,-0.0135555768,0.0856252933,0.0027394925,7.59520915835367E-19,0.083003285,0.050767088,-0.020905415,-0.0149831231,0.1031168649
-0.1983229329,-0.0170365276,-0.0372036488,0.0024638093,0.0160897812,0.0595439223,-0.0492220956,-0.0600423064,0.0005165182,-0.0017215602,-0.0207912361,-0.0590164611,0.0229796554,0.625866029,-0.0774943828
-0.2621414799,-0.0750161051,-0.0555179396,-0.0033189295,-0.0379873597,-0.089564362,-0.0414984125,0.109789122,0.0038584685,-4.43637124531607E-18,0.0282318912,-0.0313466948,-0.0237128579,0.0052915376,0.0339902613
-0.0895513289,-0.1035543562,-0.0600808609,0.0007817808,-0.0554811844,-0.0640419918,0.0146658555,0.0484823436,0.0023139505,-0.0010824876,-0.0050118881,-0.0142656144,0.002055281,-0.0005440034,0.0158213436
-0.0667599502,-0.131815931,-0.0761723441,0.0009766179,-0.0508157969,-0.0534072939,-0.0969285963,-0.0070404834,0.0209256009,0.0021172319,-0.0097610954,-0.0797133659,0.0368179833,-0.0151761088,0.0718924482
-0.010975136,-0.0878315839,-0.0688725775,0.0021121018,-0.0362095952,-0.0225399833,-0.006299067,-0.0815359623,0.0003121929,0.0056604395,-0.0201573085,-0.0972206316,0.0224749931,-0.0613853208,-0.1079471461
-0.0328743212,-0.0827032764,-0.0724097754,0.0012352814,-0.0470696739,-0.0605960128,-0.0039657733,-0.0521861564,9.95785059699084E-05,0.0001706264,0.0011997832,-0.1318587939,0.0117482787,-0.0410689385,-0.0129893256
-0.1087467921,0.1015971391,-0.0113845969,0.0021433417,0.0409840183,0.1204297347,0.0303265541,-0.2131267502,-0.1942724812,0.0032838572,-0.0454847185,-0.1571135486,-0.0011864052,-0.0370627764,-0.1562865529
-0.042838434,-0.0677026541,-0.068605989,0.0006261385,-0.0409298838,-0.070555332,-0.0938033139,-0.0858765885,-0.0223507455,-4.9268351722454E-19,0.0412634868,-0.0577225421,-0.0067048974,0.0238861752,0.0492792963
-0.1829136691,0.2665882111,0.0877692342,-0.0054465784,0.0706473045,-0.0020339172,0.0854483762,0.2247363499,0.0128203132,-0.001716412,0.0885134493,0.2698685397,-0.0351966874,0.0051874988,0.2895234045
-0.5097256988,0.1841040024,0.1077518385,-0.0068305599,0.0711247013,-0.0014695144,0.4566412036,0.457267207,0.2413111909,0.0061053381,0.0269143568,0.0897025298,0,-0.0145509559,0.1241128523
-0.200418255,0.2118028782,0.1852250652,0.0023006142,0.0193359843,0.0342827145,0.1946637695,0.2492232194,0.1437423472,0.000334791,-0.0065791957,0.0957098363,0.008944047,-1,-0.006180608
-0.1442828851,-0.0613490751,0.0092295563,-0.0003994613,-0.0352276557,-0.0536152038,0.0640013725,0.1928120332,0.3705650505,0,0.0028691054,0.0090422197,-0.0058812686,0.0337793748,0.02874162
-0.0121505376,-0.1471234419,-0.0439626731,0.0027522443,-0.0544894421,-0.0519118193,-0.1394682807,0.0609460842,0.0999054168,-8.00936308593941E-05,-0.0170327764,-0.0327151216,0.0477841524,0.0076937256,-0.018619831
-0.104962845,-0.1294534771,-0.0438340137,0.0007282903,-0.0211448302,-0.0343205742,-0.1470949761,0.0658573306,0.060660736,0.0001448109,0.0043330171,0.0027502105,0.0048332081,0.0010892772,-0.0485662232
-0.2815614618,-0.0260052934,-0.0003946205,-0.0005950374,0.040815204,0.0805743804,0.0136075662,-0.0390052395,0.01381808,-0.0021233621,-0.0262348351,0.010302947,0.0201870067,-0.0040025768,-0.0696971382
-0.0062279541,-0.1442993937,-0.0854780441,0.0015020042,-0.0476454881,-0.063030942,-0.0086168013,-0.0172425382,0.0092291844,-9.60647768868012E-18,0.0029795006,0.0770974996,-0.0042795188,-0.0046181003,-0.016796519
-0.1391968465,0.0746688579,-0.0152173111,0.0022079402,0.0782917939,0.183247778,0.0609242159,-0.2150987477,-0.1353149096,0.0534965751,-0.0552267574,0.0052983425,0.0186106416,-0.0125108626,-0.0637249846
-0.1788829152,-0.1213762003,-0.0834414628,-0.0005595968,-0.0377499108,-0.0649661127,-0.0418626773,-0.0930521082,-0.023761119,6.53569115075639E-19,0.0354561723,-0.0022518096,-0.0053951127,-0.0601882112,0.0508811129
-0.0443217475,-0.1794504537,-0.1017607274,0.0003599099,-0.0590454443,-0.0694636927,-0.121520782,-0.0819495809,-0.0398524903,-3.26784557537819E-19,-0.0063159597,-0.1489987507,0.000076434,0.0144431888,-0.0275932062
-0.1403939394,-0.0684306667,-0.0765244602,0.0001621847,-0.0098172184,-0.0098318067,-0.0886521339,-0.0636302384,-0.0282497161,0.0003389966,-0.0032959225,-0.1733078824,0.0007342762,0.0009623027,-0.0616405637
-0.1002484031,-0.0581234455,-0.0553723123,-0.0005642143,-0.0519506612,-0.0791667181,-0.1874723402,0.0042051823,-0.0021420399,0,0.0339871807,-0.0686856432,-0.0146226548,0.000944934,0.0575643505
-0.0276148583,-0.0230146617,-0.0600458803,0.0009388472,-0.0112493675,0.0055254049,-0.0088671354,-0.0594819809,-0.0022259716,0.000232097,-0.0259756035,-0.1563354083,0.021030838,-0.0044254024,0.0159402272
-0.0983830846,-0.0400987811,-0.0655477916,0.0003456562,-0.0015462273,0.0090083578,0.0054775233,-0.0736220707,-0.0291366142,0.0003335648,-0.015242951,-0.1336049801,0.003406131,-0.002418142,-0.0483422624
-0.5124716553,0.3642638275,0.132891229,-0.0022528516,0.1339164973,0.1005786374,0.1327278455,0.134392945,0.0189484551,-0.0019973861,0.1178249422,0.0638303699,-0.0243723093,-0.0087271331,0.1422779819
-0.0373677249,0.306227129,0.2023774067,0.0054848917,0.0925302866,0.2394149148,0.0545999466,-0.2031254586,-0.0260609632,0.0038123466,-0.060432249,-0.1086215652,0.1071543593,-0.0009337021,-0.121098963
-0.0222091195,-0.1005693037,-0.0302966496,0.0013044162,-0.0498663997,-0.0684845861,-0.0328492479,-0.1230847763,-0.0317771275,-1.37996971893917E-18,0.0084879791,-0.1324197322,-0.0016244625,0.0031988517,-0.0317478719
-0.1172356091,-0.0608496739,0.0126844746,0.000860705,-0.0130532045,-0.0035985459,-0.0178487246,-0.1233787985,-0.0314698307,0.0024472243,-0.0107502635,-0.0111438537,-0.0007597008,0.0094228089,0.0234216041
0,-0.167980883,-0.0577260372,0.0010302254,-0.0471622832,-0.0317698901,-0.0076293945,-0.1738263521,-0.0555608475,0.0005372377,-0.0241866319,-0.1126111423,0.0039676266,0.0046627892,-0.0378207193
0,0.0583457835,0.0640354721,0.003087759,0.0719453297,0.2152386617,-0.1823233466,-0.3924696408,-0.5352195297,0.0013896535,-0.0524388067,-0.12332089,0,0.0194929017,-0.2194251058
-0.2206341768,0.0455592641,0.0091652517,-0.0006864765,-0.0289552958,-0.0686930847,-0.0645057485,-0.1829247163,-0.1079876178,0,0.1029692655,-0.0306497533,-0.006550803,0.0015475522,0.1961964889
-0.3453545232,0.1017599259,0.0454126167,-0.0030475238,0.0390705572,-0.0370110596,-0.0599105465,0.1472434637,0.0018148223,-0.0019566755,0.1100216156,0.0804329489,-0.0225020282,-0.0010720903,0.2899630761
0,0.1321468677,0.0672216125,0.0041816081,0.0163463759,0.0656436905,-0.1054325414,-0.03912622,-0.0066049825,0.0011216769,-0.0220881326,0.0993260708,0.0260292547,-4.49888868667415E-05,-0.0593955743
-0.341733871,0.2023944032,0.1394843786,-0.0007962134,0.0278570071,-0.0139094647,0.0743194463,0.1313172515,0.0027598073,0.001102933,0.0342878175,0.2551313027,-0.0192202661,-0.0031411356,0.0708378818
-0.118697479,0.0375081529,0.0552889453,0.0018687598,0.0088504984,-0.0217510519,0.1077392586,0.1987458841,0.0974133397,0.002489495,0.0167143322,0.0106111128,-0.0031853682,-0.0150798581,0.0641245483
-0.165897651,-0.016967745,0.0404576919,0.0015918267,0.0154262339,0.0818136126,-0.0741207974,-0.0573726247,-0.0049875088,-0.0017201892,-0.0315929177,0.0705410876,0.0950310559,0.2475127689,-0.0325815463
-0.0394002789,-0.0969425232,-0.0190744895,0.0020101035,-0.0359394463,-0.0470382432,-0.0098539254,-0.0338239029,-0.0013387265,-4.79926221991692E-19,0.0011723513,0.0444028656,0.0007526901,0.0006665418,-0.1078265658
-0.0294270833,-0.1553736287,-0.0629400828,0.001310461,-0.00296943,0.0371280867,0.0206178356,-0.1434764635,-0.0047181158,0.005689981,-0.0251818987,-0.0266388883,0.0078538229,0.003255857,0.0027262287
-0.1900224215,-0.1460859357,-0.0767812874,-0.0001926258,-0.0395752056,-0.047693828,-0.0201439455,-0.1063150382,-0.0496521869,0.0007771006,-0.0020644506,0.0510310663,-0.0042046067,-0.0062041967,-0.0140225576
-0.0211136024,-0.0992780429,-0.0700291753,0.0009683912,-0.0595849265,-0.0756181384,-0.2342424963,-0.0721904231,-0.1568537767,-0.0002846999,0,0.0705742695,-0.0025674054,-0.0298041546,-0.0496827213
-0.0722397714,-0.1145054866,-0.0887090824,0.0002308904,-0.0525099374,-0.0631782491,-0.0669301615,-0.0606487584,-0.0992781851,0.0003701953,-0.0043612283,5.04318782503686E-05,0.0008084393,0.0120974869,-0.0042750764
-0.0269561069,0.0012254161,-0.0678485993,0.0009548182,-0.0170770904,0.0122677295,-0.1014230667,-0.1440969944,-0.1858993092,0.0007238334,-0.0341783351,-0.2205051479,0.006746353,0.003950587,-0.0576458887
-0.0587412028,-0.0266730119,-0.0732874409,0.0004720125,-0.0388574388,-0.0460588866,-0.0071054061,-0.1090791716,-0.1193500274,0.000130729,-0.0041335294,-0.154107185,-0.0026155019,0.0014721674,0.0962605398
-0.0467096561,-0.0100326938,-0.0562956021,0.0003503594,-0.0454726994,-0.0389282417,-0.0155002786,-0.1352266465,-0.1380225378,0.0002843615,-0.0238029616,-0.3213673375,0.0015319899,-0.0001269271,-0.1055952983
-0.4460083408,0.3977509655,0.1532620196,-0.0028024377,0.0629267726,0.0109827454,0.007361819,0.1119917515,0.0020103704,-0.0020734891,0.2147037242,0.042710366,-0.0298669226,-0.0046007611,0.3577515501
-0.0318438003,0.0099752057,0.0195029348,0.0015862037,0.0274476752,0.0875320517,-0.0646240564,-0.0784249688,-0.0023082601,0.0015226803,-0.0369723919,0.0276340968,0.1468891967,-0.000186482,-0.0735740968
-0.0227455717,-0.1096344581,-0.0372232458,0.0008145327,-0.035332251,-0.0448395123,-0.004093222,-0.0529947211,-0.0004626418,-2.01683462498228E-18,0,0.0367797222,0,-0.0047662837,-0.0007280234
0,-0.1597193234,-0.0645173016,0.000644557,-0.0526071816,-0.0667628102,-0.0020258676,-0.0356532317,-0.0003292606,3.02525193747342E-18,0,0.136656068,0,-0.0038227923,0.0011239511
-0.0419554455,-0.154905138,-0.0619250208,0.0004254866,-0.0263210729,-0.0190202631,-0.0010685399,-0.0703748378,-0.0008173124,0.0054705631,-0.0183865927,-0.0386929064,0.0095933301,-0.0081097678,-0.0335302415
-0.0437758264,-0.0243039803,-0.0353108377,0.0006446091,0.0012093179,0.0282630708,-0.1404800507,-0.1264932353,-0.16288417,0.0023761335,-0.0296240206,-0.0812036007,0.0005885317,0.0267661072,-0.2188372548
-0.0767663043,0.1461615001,0.0119310613,0.0008292469,0.0106078058,0.0462248966,0.0366522278,-0.1784843743,-0.1987933759,0.0009201876,-0.0317590632,-0.0586814033,-0.0011809279,0.0028684675,0.0433535328
-0.0354772156,0.0333215785,-0.024189805,0.0006862792,-0.0307878435,-0.0446468411,-0.0560093442,-0.1048898909,-0.0713242994,-2.59677228237619E-19,0.0296417129,0.0668144977,-0.0023183447,0.0050434236,0.0389056038
-0.040070922,0.1208238064,0.0258064867,0.0010941267,-0.0075887327,-0.0167088626,-0.1217870179,-0.0489900357,-0.0204896394,-0.0009548933,0.0319998341,0.0737041499,-0.0037152059,0.0036161138,0.0346173506
-0.0509927798,0.0733225251,0.023767812,0.0012601184,0.0757300568,0.1893147837,-0.0250907906,-0.2549280996,-0.1971805065,0.0021669422,-0.062474508,-0.0106244453,0.0087256002,0.0060897126,-0.0665590438
-0.1155419223,-0.0681988878,-0.0168967256,0.0002850781,-0.0222249986,-0.0166954545,-0.0511508919,-0.2117793385,-0.1598396185,0.0001431702,-0.010516001,-0.40475633,-0.0021621183,0.0005164543,-0.0238769721
-0.0972559741,-0.0377198474,0.0012772532,0.0004008755,-0.0199608739,-0.0310589107,-0.0459106985,-0.1288196297,-0.0701487006,-0.0003069685,0.0389812324,-0.0988778543,-0.0015998494,-8.27515661835342E-05,0.0432681963
-0.0573487617,-0.1494356814,-0.0640475255,0.0001887901,-0.049835224,-0.061902107,-0.1132348314,-0.0923350677,-0.0773684423,5.05275526418133E-19,-0.0019235244,-0.1165177146,0.0004190082,0.0003937459,0.0309006219
-0.0126738448,0.0444292823,0.0220875989,0.0010747341,0.0264488551,0.1015985339,-0.2213015624,-0.2416142836,-0.2610901443,0.0005326953,-0.0539904714,-0.2464052996,0.0049443232,0.0029388471,-0.0580377955
-0.1024861289,0.0926344986,0.026997269,3.49101136665443E-05,-0.0150078221,-0.0480178141,-0.0439628166,-0.077022907,-0.0157014788,0,0.2291509887,0.3133109256,-0.0111865077,-0.0022596969,0.2453602984
-0.1111283644,0.0080286751,-0.0089500012,4.79693550191475E-05,-0.0289786521,-0.0540000411,-0.0135974571,0.0062084458,-0.0004692355,-0.0009614836,0.0441746355,0.4519544171,-0.0101773554,-0.0032567961,0.0282678925
-0.1919464428,0.1876560929,0.0941485776,0.0004343313,0.0443146344,0.0329161814,0.0240056362,0.0744369174,0.0014468904,-0.0018052278,0.0352049919,0.3861069399,-0.0082421852,-0.0033198327,0.0403950025
-0.0569326884,-0.0514403748,-0.013255179,0.0005698577,-0.0277718568,-0.0303418319,0.0109614406,0.0322442395,0.0006600323,1.80281121740227E-18,-0.0063485229,0.2355970265,0.0045625335,-0.0046100482,-0.0097315204
-0.0947238659,-0.1079066462,-0.0437509456,-4.23559224673077E-05,-0.0453946693,-0.0694720863,-0.0010300152,0.0642286099,0.0709473912,-2.57544459628896E-18,0.019961414,0.1874630462,-0.0057839083,-0.0183552739,0.1174070064
-0.0627017756,-0.1083621251,-0.0465980585,0.0002887749,-0.0245905704,-0.01779053,-0.0361956248,-0.0023857208,0.0015740519,-0.0004379567,-0.0196256691,0.1349868465,0.0264978253,0.0236921769,-0.0389190953
-0.1179892601,-0.0989715125,-0.0456341602,-0.0003304875,-0.0479089645,-0.0687291191,-0.0190938213,0.0266767219,0.0075045119,1.93147154662122E-18,0.0163274047,0.1148631613,-0.002296558,0.0040512709,0.0258760549
-0.0280257937,0.0292498795,-0.014435235,0.0005831988,-0.0264457108,-0.0349449296,0.0070316513,0.0223935343,0.001427981,0.0065033733,0.0026281425,0.0992070294,-0.0014078675,-0.0004029282,-0.0329649854
-0.0679086538,-0.0677427104,-0.0624007962,-0.0001235333,-0.0542908131,-0.0636534128,-0.0026930676,-0.0038159231,0.0005211239,-0.0019199942,-0.0126691184,0.0519286674,0.0093857833,-9.62451057911417E-05,0.0644996551
0,-0.0838567868,-0.0686526846,0.0003951234,-0.0201639471,-0.0191497162,-0.0155062917,-0.0235832847,-0.0017197973,0.0132417132,-0.0156281529,0.0380075321,0.0083360575,-0.0095930712,-0.0635256769
-0.0240835465,0.0362072588,-0.0210533078,0.0005663934,0.0456741397,0.0932207672,0.0733340745,-0.1120126507,-0.0489739707,0.0006116813,-0.0523714892,-0.0771194708,0.0042001597,-0.0195255051,-0.0810744354
0,-0.0771706221,-0.061095752,0,0.1704737034,0.1082163466,0.1549216544,0.2038312869,0.0369188011,-0.0001010419,0.232875059,0.1401820684,-0.0351966874,-0.0186631956,0.3571658563
-0.205106486,0.4321873531,0.2221855242,-0.0020379031,0.1295932211,0.0634189862,0.4581628955,0.4411410368,0.246581247,0.0033270033,0.025782938,0.0962745783,0,0.4471202837,0.1649602812
-0.2908943807,0.3744523264,0.2911700815,-0.0011072343,0.0831182919,0.0419380978,0.4178276657,0.488432088,0.4141376682,0.0004844633,0.0075587911,0.0789909012,0.0033022533,0.0212565829,0.0173466387
-0.4220463268,0.1181706802,0.1516769034,-0.0014829782,0.0635787933,0.033236296,0.3230067615,0.4651691141,0.4728200887,0.0001375307,0.0039498953,0.0635663311,-0.0084942765,0.0113817423,0.0294157493
-0.1165429043,0.0877138214,0.1420203887,0.001468829,0.0127780619,0.0182979436,0.0295190886,0.2798908108,0.3922968482,0.000058382,-0.0017951324,0.0880792799,0.0689848338,0.0068072451,-0.0180300857
