"low","close","close_lastclose_ratio","volume_ma5_ratio","ad_ratio","obv_ratio","natr5_ratio","adosc5_ratio","dmi5_ratio","adx5_ratio","apo5_ratio","macd5_ratio","macdsignal5_ratio","dx5_ratio","ppo5_ratio"
0.3165859564,0.3210023866,0.2037373154,-0.1165091455,0.0567477076,0.056802545,-0.048912792,0.0001299108,0.0002362345,-0.0454980174,-0.0011091393,0.0002205286,-1.64587345805801E-05,0.0002362345,-0.0011601508
0.3214285714,0.3221957041,0.0362857605,-0.0170169994,0.0086917832,0.0705532146,-0.015033332,7.24605138481943E-05,0.0005126002,0.0187449955,0.00024888,-0.0001304941,-1.24992697374678E-05,0.0005126002,0.0001765322
0.3032687651,0.2989260143,-0.7049516908,0.4062637369,-0.1895990484,-0.1904394995,0.3748788721,-0.0021141185,-0.0018162493,-0.2201196645,-0.0065597668,-0.0059459648,-0.0001088961,-0.0018162493,-0.006521852
0.3032687651,0.3108591885,0.3896554717,0.1038328326,0.1188395753,0.1389051118,-0.0319554018,-0.0001654624,0,-0.2034475427,-0.0068027211,-0.0021493875,-0.0001068565,0,-0.0067787749
0.308716707,0.3066825776,-0.1311441208,-0.0632124946,-0.0456562883,-0.0894476049,-0.0382783459,0.0011442142,-0.0011376824,-0.2467364892,-0.0357142857,-0.0062997028,-0.0001362798,-0.0011376824,-0.0355246921
0.3020581114,0.3007159905,-0.1899001861,0.0241722379,-0.0568081455,-0.1348142096,-0.0135556605,0.0011901935,0.0047794885,-0.0607361718,0.0183673469,-0.0364500126,-0.0002388988,0.0047794885,0.0184173624
0.2972154964,0.2977326969,-0.0968340235,-0.0635350648,-0.0182447034,-0.11311002,0.0036696122,0.0004335929,0.0009156073,0.0453887332,0.0087463557,0.0090806532,-0.0006228875,0.0009156073,0.0087903089
0.2966101695,0.2977326969,0,-0.1343278114,0.0274495345,0,-0.0685850864,-9.56568944238138E-05,8.30775138355248E-05,0.0467220557,-0.0025902669,0.0018838542,0.0007618982,8.30775138355248E-05,-0.0025254169
0.3032687651,0.3025059666,0.1564868868,-0.1381285532,0.0196301673,0.059212078,-0.0963395015,-0.0002923661,-0.0016296105,-0.1877121922,0.000736377,-0.0019052422,8.47128364249272E-05,-0.0016296105,0.0007777945
0.3093220339,0.3132458234,0.3465397479,-0.0147358214,0.090647971,0.0908632671,-0.0205806521,-0.0011285712,0.0005360344,-0.1376401787,-0.0023547881,-0.0083087737,-0.0001476932,0.0005360344,-0.0023421204
0.3117433414,0.3150357995,0.0557763975,-0.0610720285,0.0636066204,0.0651394803,-0.0540555429,-0.0049726547,0.0007181514,-0.0639721087,-0.0073979592,-0.198950798,-0.000352747,0.0007181514,-0.0073622636
0.3141646489,0.3150357995,0,0.1800814044,-0.0249562321,0,0.0862259621,0.0006616631,0.0020517183,0.1593543055,-0.0324675325,0.0043550928,-0.0039665587,0.0020517183,-0.0323866513
0.3159806295,0.3144391408,-0.0184864954,-0.0210137787,0.0082316596,-0.0761573672,-0.0985562315,0.000256377,7.21663145768299E-19,0.116176224,0.006377551,0.0006781922,0.0002866842,7.21663145768299E-19,0.0062681295
0.3123486683,0.3084725537,-0.1852157413,-0.0099456331,-0.0651039173,-0.0852563297,-0.0442945847,-0.000629463,-0.0013704544,-0.1277643324,0.0031397174,-0.0036727545,-9.6867189220513E-06,-0.0013704544,0.0031372022
0.3050847458,0.3156324582,0.2265579009,0.0125581585,0.0895811957,0.0927160161,0.1133608728,0.0008275552,-0.0012422098,-0.2125458218,-0.0007002801,0.0033268117,5.13240563232498E-05,-0.0012422098,-0.0007249144
0.318401937,0.3215990453,0.1845154927,0.1303080213,0.0704933975,0.140685528,-0.0179563107,0.0009968444,0.0016708631,-0.1120156441,-0.001396348,0.0052016014,0.0001368731,0.0016708631,-0.0014497003
0.3274818402,0.3269689737,0.1629829798,0.0114607737,0.0256613843,0.0997227607,-0.0638131887,0.0004160295,0.0018967019,0.0695791082,-0.0011199602,0.0037155547,0.0001533651,0.0018967019,-0.0011998664
0.3292978208,0.3317422434,0.1424944462,-0.0215301728,0.0528426552,0.0925630226,-0.029116861,0.0003804086,0.0007206728,0.1571232133,0.0001397819,0.0024248446,0.0001277881,0.0007206728,2.85034571856409E-05
0.3401937046,0.3454653938,0.4037769784,0.0735471109,0.0959994846,0.1284246955,0.071975493,0.0005107309,0.0011386558,0.3049609794,0.0071704357,0.0039397748,0.0001545704,0.0011386558,0.0069093671
0.3444309927,0.3466587112,0.0337163025,0.1571860031,-0.0065750703,0.1764719153,0.0805340479,9.34272227378997E-05,0.0002789566,0.2618662238,0.0038872692,0.0011569484,9.57452488602508E-05,0.0002789566,0.0037266934
0.3365617433,0.3454653938,-0.0336002395,0.0937023915,0.0814703425,-0.1579606906,0.1199497547,0.0002274205,-0.0013463193,-0.0779004526,0.0017006803,-0.0001420731,4.26489203788545E-05,-0.0013463193,0.0015834458
0.3510895884,0.3496420048,0.1180070586,-0.0787926914,-0.0339517486,0.1019466311,-0.0251112457,-8.52189498799715E-05,0.0009703803,0.0306587781,0.0009047954,4.2630324516775E-05,0.000023904,0.0009703803,0.0007852892
0.3565375303,0.3556085919,0.16656774,-0.0863356959,0,0.0990910428,-0.056387846,-0.000140662,0.0001982167,0.05040997,0.0005078955,0.0004141701,2.15744667446029E-05,0.0001982167,0.0003746055
0.3619854722,0.361575179,0.1637729793,-0.0543885166,-0.0241775567,0.1063392777,0.0103674442,-0.0002593256,0.0006169155,0.1245910543,-0.0015394089,0.0005644987,2.31776183828382E-05,0.0006169155,-0.0016678738
0.3686440678,0.3717183771,0.2738197733,-0.0392388419,0.0718316574,0.0971615534,-0.0454690953,3.35040944629794E-05,0.0001503988,0.11650175,-0.0005179737,0.0011536211,3.55518125604516E-05,0.0001503988,-0.0006723839
0.3740920097,0.3806682578,0.2350129109,-0.0208807285,0.0642693569,0.0892899239,0.0008917389,0.0001935662,0.0003040567,0.1346369646,0.0010367783,0.0011114517,4.19705088928487E-05,0.0003040567,0.0008444366
0.3759079903,0.3782816229,-0.0611966744,0.0089905945,-0.0034381077,-0.0963248989,0.0661704033,-0.000010847,9.37884763615069E-05,0.1146598605,0.0004953438,-0.0002354403,1.78519140199496E-05,9.37884763615069E-05,0.0003400246
0.3510895884,0.3490453461,-0.7543889727,0.2064044167,-0.1393770234,-0.1779071962,0.4465765641,-0.0006283116,-0.0024052419,-0.2898587931,-0.0024092971,-0.003846603,-0.00006329,-0.0024052419,-0.0024369204
0.3395883777,0.3568019093,0.2169082126,0.167536944,0.1320696243,0.1990393482,0.0782655128,0.0001302887,0.007300487,-0.155717875,-0.0021645022,-0.0027906648,-8.06447724548953E-05,0.007300487,-0.0021808949
0.3492736077,0.3550119332,-0.0489675731,-0.0094851175,-0.0156670511,-0.1344039037,0.0611490852,-0.0001195094,-0.0019295806,-0.2760695653,-0.0054945055,-0.0033059821,-9.68279181037728E-05,-0.0019295806,-0.0054829055
0.3523002421,0.3472553699,-0.2132626964,-0.1403848249,-0.0798429287,-0.0852350829,-0.0574903144,-0.0006762704,-1.86752956818709E-18,-0.2656475103,-0.0195578231,-0.0071890845,-0.0001411872,-1.86752956818709E-18,-0.0194732102
0.3232445521,0.3341288783,-0.3689675781,0.0869946528,0.0519784168,-0.2029508946,0.1533300306,-0.0001748884,0.0155011177,0.1785521612,0.0226345083,-0.064804545,-0.0002783658,0.0155011177,0.0226832551
0.3414043584,0.361575179,0.8017857143,-0.0379947589,0.1279486697,0.1429046322,-0.0163782295,0.0014680273,-0.0021610108,-0.2438266322,-0.0018448057,-0.007748741,-0.0001961554,-0.0021610108,-0.0018510738
0.3583535109,0.36575179,0.1127493184,-0.0792827221,0.076208166,0.1058627725,-0.088639239,0.0008461126,-0.0024891326,-0.3216311882,-0.0016185785,-0.066054126,0.0004389916,-0.0024891326,-0.001621878
0.3710653753,0.3705250597,0.1273849209,-0.0851168725,-0.0047939206,0.0946813126,-0.1153403719,0.0001820929,0.0750757222,-0.1144775838,-0.0045165607,0.0083153034,0.0003910642,0.0750757222,-0.0044962107
0.3765133172,0.3735083532,0.0785899321,-0.2244361988,-0.0123293678,0.0420862215,-0.1260148764,-5.34978570130946E-05,0.000678823,-0.0397204348,-0.0150060024,0.0028826617,0.0002068861,0.000678823,-0.0149541631
0.3638014528,0.3585918854,-0.3898110849,-0.0525803824,-0.0672662117,-0.0754858165,0.0490965508,-0.0004070049,-0.0014450772,-0.193615732,0.0366709184,-0.0034609607,-1.40376462493251E-05,-0.0014450772,0.0367782559
0.367433414,0.369928401,0.3085799031,-0.0381248251,0.0328090586,0.0685027856,-0.0632966512,-0.0002105154,3.48981068482909E-18,-0.1756657433,-0.0004859086,0.001569047,1.77653926306541E-05,3.48981068482909E-18,-0.0005401726
0.3753026634,0.3908114558,0.5510168303,0.2568794168,0.1045192671,0.1454742476,0.0370251176,0.0004698899,0.0068200006,0.2808345539,0.00196793,0.0083901701,0.0001705104,0.0068200006,0.0018462169
0.3855932203,0.4021479714,0.2831397278,0.2330150465,0.1135376809,0.1586893876,0.0538280592,0.0007060747,0.0010976198,0.4071604864,0.0016497617,0.0040343858,0.0001764764,0.0010976198,0.0014915653
0.4031476998,0.4009546539,-0.0289640046,-0.0042451623,-0.0366199838,-0.1048558453,-0.0718164983,3.20024316347322E-05,0.0002899021,0.3253149082,0.0001051967,0.0008165203,9.4037678538487E-05,0.0002899021,-4.31273028148857E-05
0.397094431,0.3914081146,-0.2324016563,-0.0931788624,-0.0706691353,-0.081326665,-0.0336425162,-0.0003325485,-0.0010329247,0.0045300876,0.000728863,-0.0012829652,1.55158265807911E-05,-0.0010329247,0.0005611169
0.3916464891,0.3872315036,-0.1041556204,-0.0556973184,-0.0762205876,-0.1001869566,0.022509527,-0.0006702402,-0.0014309895,-0.1754318758,0.000728863,-0.001944459,-2.79267566028695E-05,-0.0014309895,0.0006525778
0.3843825666,0.3860381862,-0.0300797213,-0.0521479472,-0.0121278818,-0.0948419017,0.0047188504,-0.0008452464,-0.0015964468,-0.2599180329,-0.0022675737,-0.002113978,-5.1481820563504E-05,-0.0015964468,-0.0023001526
0.3789346247,0.3741050119,-0.3017270345,0.1920080116,-0.1474927171,-0.177824128,0.0722093317,-0.0037767629,0.0061245212,-0.0613448004,-0.0058309038,-0.0050119718,-0.0001045682,0.0061245212,-0.0058111223
0.3765133172,0.3860381862,0.3113515013,0.0255787992,0.0941024852,0.1314369129,-0.0377863099,0.0002329747,0.0008128109,0.0339408613,-0.0096598639,3.31449079878982E-05,-8.60448963644875E-05,0.0008128109,-0.0096221219
0.3849878935,0.3806682578,-0.1357771655,-0.0686356631,-0.0630634174,-0.0983557217,-0.0923245529,0.000650537,-3.69025045409609E-19,0.0266012473,-0.1862244898,-0.0037085977,-0.0001041531,-3.69025045409609E-19,-0.1844626896
0.3868038741,0.3836515513,0.076495843,-0.094773991,-0.0373627007,0.088432892,-0.0853128709,0.0004107242,-0.0013565417,-0.1576731451,0.0051759834,-0.0009427886,-9.32614919605844E-05,-0.0013565417,0.0051006819
0.382566586,0.3806682578,-0.0759010075,-0.1479527205,-0.0245260768,-0.0654494336,-0.0250724532,0.0002136649,0.0034622013,0.1062485148,9.8116169544741E-05,-0.0046339847,-0.0001169082,0.0034622013,0.0001245861
0.3813559322,0.3794749403,-0.0305983372,0.0150970356,-0.0236549254,-0.101222461,-0.0598429886,0.0001184658,0.0004091983,0.1428029982,-0.0054421769,-0.0091260917,-0.0001567157,0.0004091983,-0.0053919924
0.382566586,0.3896181384,0.2609037462,0.0115245491,0.0873720577,0.0943941632,-0.0326559369,-0.0003967134,-0.0022743058,-0.2666940942,-0.0064556435,-0.3166249371,6.12768192996765E-05,-0.0022743058,-0.0064182169
0.3849878935,0.380071599,-0.2391637259,-0.0619489208,-0.0569692792,-0.0690256875,0.0306637562,-4.93618422139775E-05,0.0042525631,-0.138212032,-0.0096371882,-0.0059134424,-9.61771182312928E-05,0.0042525631,-0.0095961015
0.3807506053,0.3812649165,0.0306463723,-0.031067917,-0.0089406939,0.0746217909,0.0100105634,-6.61438149993001E-05,0.000068769,-0.115392064,-0.0204081633,-0.0068474355,-0.0001380336,0.000068769,-0.0203405635
0.382566586,0.3866348449,0.1374770361,-0.1044761141,0.0403222125,0.0553907901,-0.0502980973,-0.0003785386,2.64606691263954E-18,-0.0993129862,0.193877551,0.0740322713,0.000075805,2.64606691263954E-18,0.1930528961
0.3892251816,0.3973747017,0.2711352657,0.0518882982,0.0666730519,0.0853775215,0.0091073693,-0.0009275278,0.0059066609,0.4575875122,0.0107142857,0.0229835472,0.000551826,0.0059066609,0.0105444025
