date,open,high,low,close,volume
2009-01-14,29750,30950,29500,30950,122694
2009-01-15,29700,29900,28500,28500,139506
2009-01-16,28900,29700,28550,29700,110995
2009-01-19,30000,30850,29550,30600,139900
2009-01-20,30450,30450,29250,29650,81026
2009-01-21,28000,29000,28000,28450,88873
2009-01-22,29400,29400,28550,28700,67338
2009-01-23,27650,27900,26500,27100,178768
2009-01-28,27450,27750,27200,27200,261633
2009-01-29,27550,28500,27400,27650,293624
2009-01-30,27350,27500,26900,27500,154847
2009-02-02,27400,28300,27000,27300,168354
2009-02-03,27650,27850,27200,27650,199007
2009-02-04,28100,28150,27300,27350,314816
2009-02-05,27400,27650,26500,26900,222738
2009-02-06,27300,27350,26500,26700,267047
2009-02-09,27000,27400,26850,27000,222535
2009-02-10,27300,27300,26600,26700,203067
2009-02-11,25950,26300,25500,26150,256495
2009-02-12,26100,27100,25700,26200,291628
2009-02-13,26150,26300,25250,25750,335448
2009-02-16,25600,26850,25600,26000,299643
2009-02-17,26150,26150,24150,24200,449473
2009-02-18,23500,25000,23000,25000,151470
2009-02-19,24700,25700,23800,25650,199941
2009-02-20,25200,26950,25150,25550,498265
2009-02-23,26150,26900,25850,26900,389987
2009-02-24,26050,27300,25500,27100,410215
2009-02-25,27700,27850,26350,26500,389545
2009-02-26,27050,27250,25250,26100,248271
2009-02-27,26500,26500,25500,25500,123530
2009-03-02,25350,25350,24000,24000,127930
2009-03-03,22750,24000,22550,23850,144482
2009-03-04,24000,24600,23800,24500,72759
2009-03-05,24900,24950,23900,23900,104081
2009-03-06,23000,23600,22950,23200,145136
2009-03-09,23600,24150,23450,23950,126539
2009-03-10,23550,26000,23450,25600,441646
2009-03-11,26400,27250,26200,27250,314639
2009-03-12,27200,27800,26650,27200,309494
2009-03-13,27800,28000,27000,27900,232723
2009-03-16,28350,28900,27550,27700,172625
2009-03-17,27700,27800,26600,27500,332613
2009-03-18,27750,28350,27000,27300,266777
2009-03-19,27600,28450,27500,27650,281197
