"open","open_lastclose_ratio","close_lastclose_ratio","close_ma15_ratio","close_ma30_ratio","sar_ratio","adosc5_ratio","adxr5_ratio","roc5_ratio","rocr5_ratio"
0.8412526998,0,-0.0979277462,-0.0968464598,-0.0652317784,0.0132025924,0.0006651605,0.6511567092,0.0451136546,-0.0748883708
0.8326133909,-0.0520051746,-0.0822398817,-0.1632473709,-0.1122556115,0.0129181463,0.0002509613,0.6091824394,0.0717278794,-0.2599826877
0.8272138229,-0.05234375,-0.0496651786,-0.1979961438,-0.1445941577,0.0126402578,0.0001952197,-0.1843866431,-0.0027922809,0.0297765285
0.8272138229,0.0262745098,0.1163398693,-0.1305599311,-0.0903377978,0.0123687574,-0.0004122688,0.2004185406,-0.021874419,0.215692833
0.8477321814,0.3384715026,-0.1482235381,-0.2419851602,-0.1740489794,0.0121034809,0.0003507003,-0.3059230424,0.0030086187,-0.0125989306
0.818574514,-0.1317169069,0.1999625538,-0.0846395729,-0.0759380078,0.5922134519,-0.0006152052,0.2619307574,-0.0436430899,0.1972438699
0.8401727862,0.0778064516,0.0328110599,-0.0446744626,-0.0599045434,-0.012328434,-0.0002935004,-0.0586504139,0.1367970612,0.076084754
0.8390928726,0,-0.1636330208,-0.1396217283,-0.1433529445,-0.0120997028,0.0005075434,0.110404962,-0.0301132222,-0.0751746301
0.8369330454,0.2096479791,0.7127956789,0.3309221513,0.2395151682,-0.0118748899,-0.0017394387,-0.2540172567,0.6910100848,0.3883395268
0.8747300216,0,-0.2982363316,0.110503198,0.0715402545,-0.5826970158,-5.74722410794378E-05,0.1668303424,-0.0098632285,-0.0997264248
0.8542116631,0,0.1285894889,0.1912762339,0.1436925563,0.0124221781,-0.001405608,-0.4044487161,-0.0060516283,-0.0461685645
0.8542116631,-0.2012515645,-0.3182549616,-0.0151555298,-0.0267493028,0.0121556784,0.0019459984,-0.7283682083,-0.0355387074,-0.2300692996
0.8498920086,0.2064184852,0.2121767834,0.1387679412,0.0939838725,0.0118952745,-0.0009494778,-0.0006332232,0.4520618231,0.2501398873
0.848812095,-0.1522727273,0.0642135642,0.1773045509,0.1311890165,0.011640811,-0.0015244037,0.4918772127,-0.059313984,-0.4035194776
0.8628509719,0.0757537688,0.0958363245,0.227624002,0.183514313,0.0113921372,0.0001473905,0.4826910679,-0.0699465789,0.2651392513
0.8660907127,0,-0.190238689,0.0785336691,0.0686302152,0.0245007426,0.0038455867,-0.6639299876,-0.0701559797,-0.2073841641
0.8552915767,0.0508860759,0.0643761302,0.1039779805,0.0925415731,0.0234520047,-0.0002989042,-0.6895923947,-0.1050196992,0.2578569063
0.8498920086,-0.1772040302,0.0160129543,0.092440449,0.0921234823,0.0224509647,-0.0020337728,-0.0915282768,-0.0311355871,-0.12677114
0.8639308855,0.1264150943,-0.1119496855,0.0015010617,0.020411224,0.0214952194,0.0023008578,0.2141180974,-0.1416021706,-0.115163967
0.8498920086,-0.0255076142,0.2097534445,0.1189519262,0.1204318794,0.0205825066,-0.0016469446,-0.2862313539,-0.0339516227,0.0742876954
0.8606911447,-0.1003745318,-0.253968254,-0.0680220308,-0.0156569307,0.0197106943,0.0079904549,-0.5404191538,0.1579855464,-0.0425086605
0.8401727862,-0.1792356688,-0.2267515924,-0.2206225359,-0.1313250748,0.4719443137,0.0010734277,0.5873746297,0.1386393181,-0.1903177703
0.8326133909,0,-0.1649064295,-0.3284824284,-0.2111668264,-0.0106715328,0.0028624859,0.2760008573,0.0184655235,-0.1187210319
0.8239740821,0.05282523,0.0334146799,-0.271945297,-0.1867674537,-0.0221758331,0.0011132756,0.4739100167,-0.0100069382,0.0963580621
0.8110151188,-0.3161205767,-0.1666354615,-0.3572327971,-0.2665804301,-0.0213454019,-0.0005992034,0.7067804503,0.0344517791,-0.2432874491
0.8099352052,-0.0800796813,0.0844242079,-0.2707519634,-0.2139944227,-0.0456881786,-0.0010668775,0.929182608,-0.0165133006,0.2268677315
0.8218142549,0.0795514512,0.218055032,-0.1173050292,-0.0878092732,-0.0431828073,-0.0022058286,0.2659087549,-0.0387604291,0.2975607977
0.838012959,0.1303501946,0.0164906429,-0.0909720392,-0.0706295008,-0.0408025303,0.0009189191,-0.1095769912,-0.0162893028,0.1207505685
0.8315334773,-0.0520725389,0.032938564,-0.051647938,-0.0489015935,-0.0385424292,-0.0038566778,0.4226506167,-0.0001016001,-0.0003120053
0.843412527,0.1817829457,0.0821336286,0.0228308206,-0.0041745263,-0.0363976329,0.0335244815,-0.1929321773,0.0540718047,0.1656209108
0.8401727862,-0.0258023107,0.3427471117,0.254725609,0.1754257313,-0.5727222605,0.0045505629,0.0942661857,0.0234395572,0.1686078822
0.8628509719,-0.025125,-0.0794642857,0.1969202313,0.1225673036,0.014998478,0.0008430985,-0.2268612962,-0.0169850685,-0.1921848664
0.8509719222,-0.1769811321,-0.1279424978,0.1118422329,0.0445821714,0.0146721942,-0.0001887565,-0.5418727104,-0.0145665408,-0.0947748535
0.8585313175,0.2043202033,0.1292430568,0.1976974876,0.1089708785,0.0143535675,0.0003388008,-0.8018987251,0.015363953,0.0631120195
0.8639308855,0.1264150943,0,0.202363825,0.0993339693,0.0140423944,-6.67457084591793E-05,0.5702512386,-0.0094182227,-0.0536183818
0.8477321814,-0.2528301887,-0.3998203055,-0.0716041514,-0.1215987732,0.0279283122,-0.0009472941,0.257969959,-0.1095284937,-0.475086346
0.8304535637,-0.0261038961,0.0495361781,-0.0388423892,-0.0937359784,0.0267219393,-0.0008327928,-0.3378755448,-0.0101573451,0.0852910222
0.8315334773,-0.078007762,0.0657919054,-0.0053239939,-0.0610803806,0.0255713526,0.0004235805,-0.2887412909,-0.0209629582,0.1285844154
0.8347732181,-0.1034749035,0.0490899062,0.0159487328,-0.0255321484,0.024473664,0.0003607466,-0.2703866808,0.0187951515,-0.052133561
0.8347732181,-0.1803846154,0.0163003663,0.0060611763,-0.0136625479,0.0234261609,0.0004773593,-0.4026298165,-0.0025840286,0.010709928
0.8401727862,-0.0772087068,0.1465154564,0.083869571,0.0692303159,0.022426293,0.0008978798,0.3077591727,-0.0959302642,0.3706169025
0.8509719222,-0.0508860759,0.1126582278,0.1432432661,0.1261816876,0.0214716613,0.0007463032,0.5581529319,0.0075715715,0.0413125035
0.8693304536,0.2017565872,0.1754794766,0.2397642444,0.2192583097,0.0205600065,-6.51506153961962E-05,0.3444322741,0.0110473874,0.0716976769
0.8671706263,-0.1243811881,-0.0786775106,0.161200454,0.1726256268,0.0374735421,0.000015555,-0.5292449751,-0.0101132981,-0.0836249209
0.8639308855,-0.0750933998,-0.1108343711,0.0696285106,0.1121462985,0.0350679904,-0.0003112215,0.0431236808,-0.0135142553,-0.0834251485
0.8574514039,-0.0505025126,-0.3194544149,-0.1372890644,-0.0617469148,0.0328262594,-0.0012018483,0.3715131644,-0.0745246934,-0.3026711095
0.8628509719,0.5957474227,0.6389911635,0.2860975765,0.279095885,0.0307360364,0.0002071113,0.5958585474,-0.0881575703,0.3427823929
0.8812095032,0.0246625767,-0.0936021034,0.2018406178,0.221424595,0.0418533581,-0.0004992588,0.1237835612,-0.0366363874,-0.1743894143
0.8747300216,0.0248454883,-0.1414444641,0.0971415835,0.1377643083,0.0694831417,-0.0009822916,0.0383293623,-0.1557657592,-0.0414969382
0.8639308855,0,-0.0158928571,0.0829160261,0.1294798263,0.0620195314,-0.0011302817,-0.0001682596,-0.0778617162,0.0629285637
0.8617710583,-0.0251564456,0.0159127481,0.071530434,0.1338389046,0.5540667511,-0.0009150828,-0.2344448973,0.2793148446,0.2260273913
0.8650107991,0.025125,-0.1748214286,-0.063249226,0.0307712708,-0.0095688632,-0.0042066761,0.091150622,-0.0787415343,-0.5091171268
0.8520518359,0,0.1772587362,0.042332505,0.116678559,-0.019574775,0.0019958665,-0.2613139088,-0.0252438489,0.1792852234
0.8639308855,0,0.4132142857,0.2966702228,0.3275979629,-0.5309112085,-0.0043776535,0.6549695228,-0.1519947159,0.3685306322
0.8930885529,0.0243341404,-0.1693185749,0.1490222333,0.2115595936,0,-0.0110699002,0.2813566122,-0.0148780043,-0.1009323908
0.8822894168,0.0493251534,0.0780017528,0.1817667081,0.2367981883,0.0106804441,0.0010552916,0.0248660531,0.0096295441,0.0407437201
0.9006479482,0.3431707317,-0.0155052265,0.154256936,0.2135082077,0.0104534847,0.0042626041,-0.1017725512,0.0201907939,0.1061358538
0.8909287257,0.1472527473,0.1241932671,0.2280882799,0.2670004695,0.0213155313,0.0004569105,0.7202139663,-0.0043557032,-0.034386519
0.8963282937,0.0729141475,-0.1383658663,0.1179315868,0.1750517405,0.0204108856,0.0004601659,-0.0754981633,-0.0498835008,-0.3510005193
0.8941684665,0.2457212714,0.8237862382,0.641355116,0.6090298248,0.0195467429,-0.0046740294,0.5551408689,-0.3137454609,0.6613124737
0.939524838,-0.0230769231,-0.321141545,0.3459045349,0.4024911018,0.0515600093,0.0012001088,0.5444935922,-0.0188104565,-0.2606524352
0.9287257019,0.2604240283,0.2246340232,0.4713824213,0.5113489583,0.0481694245,0.0013733934,0.402782047,0.021458502,0.1579727903
0.9330453564,0,0.1177248677,0.5098560259,0.5541523063,0.0450199454,0.0003290044,-0.0930092215,-0.0003749497,-0.0042088593
0.93412527,-0.161353211,0.1895478375,0.5847185085,0.6380990986,0.0627755829,0.0010350903,0.5150906843,0.0195844939,0.2178216089
0.9557235421,0,-0.4597255851,0.2035197542,0.3454582536,0.0840349487,-0.0018171989,-0.0943449482,-0.0485400366,-0.7919982308
