"close_lastclose_ratio","volume_ma5_ratio","trsrange_ratio","ma5_ratio","dmi5_ratio","apo5_ratio","aroonup5_ratio","macdhist5_ratio","dx5_ratio","cmo5_ratio"
-0.1617601487,-0.1056752581,0.0198412698,-0.1842191345,-0.0061457618,-0.0037117229,-0.2,-0.0001602542,-0.0061457618,0.0380858967
-0.2178062901,0.2180392414,0.0267857143,-0.272599246,0.020590358,0.0015993603,0,0.0009477759,0.020590358,0.0133024997
-0.1839226257,0.0499489261,-0.0698757764,-0.4211916611,0.002330504,0.0051001821,0,0.0004805419,0.002330504,0.0050458266
0.1301907969,0.1491312952,0.0510204082,-0.1582065275,0.0017034622,-0.0005557099,0,-0.0024932506,0.0017034622,-0.0079372931
-0.1291759465,0.0928626965,-0.0198412698,-0.3076089929,0,0.003307449,0.2,-0.0014439926,0,0.0064539336
0.3161776495,0.0883200978,0.078125,-0.0499565978,-0.0103505719,-0.0016752423,-0.2,-0.0082611345,-0.0103505719,-0.0205531658
-0.2737570799,-0.3557634549,-0.0388198758,-0.0800195858,-1.2235508268836E-17,-0.0026656004,0,-0.0061815448,-1.2235508268836E-17,-0.1525212704
0.0927851544,-0.2809691804,-0.0694444444,0.0701421403,0.0082320435,-0.0079579819,0.6,0.2135967222,0.0082320435,-0.0097672075
0.1476296532,-0.0277382183,0.0974025974,0.0800374155,0.0027432588,-0.0074234457,0.1333333333,0.0123851391,0.0027432588,-0.0302964981
-0.3292336802,0.1132592575,0.0105042017,-0.0299606251,-0.0080474462,-0.0158281515,-0.04,-0.0064758029,-0.0080474462,-0.0944352916
-0.055984556,0.0800853043,-0.0694444444,-0.2298514962,0.0171851929,0.2950819672,-0.05,0.1325447748,0.0171851929,0.0031914134
-0.0374495561,-0.019307141,-0.0649350649,-0.1004496423,0,0.0017256255,-0.0666666667,0.0007370539,0,0.0020329629
0.0563015693,-0.2246850462,0.1275510204,-0.1208098388,-0.0135951324,0.0148321624,-0.1,-0.0053099415,-0.0135951324,-0.0061916856
0.056110932,-0.0727776369,-0.0148809524,-0.1716089999,0.8851860683,0.0102459016,-0.2,-0.0374135228,0.8851860683,-0.009514022
0.0932026354,0.0362913629,-0.0324675325,0.0608002574,-9.56410034479197E-18,-0.0022698613,0,0.0082129634,-9.56410034479197E-18,-0.02996131
0.3521891978,0.5343427078,0.2976190476,0.2833508503,0.1035109866,-0.0149297424,1,0.0089895181,0.1035109866,0.1159295661
-0.108903145,0.0258524468,-0.037202381,0.2413491069,-0.0011475727,-0.1114754098,-0.04,-0.0011416499,-0.0011475727,-0.008707245
-0.2192471255,-0.0431275119,0.0093984962,0.0900220341,0.0009478078,0.0118711136,-0.05,-0.0045372946,0.0009478078,-0.0249733719
-0.1110933759,-0.1573406264,-0.0982142857,0,-0.0100645362,0.0055737705,-0.0666666667,-0.0114384307,-0.0100645362,0.0312084414
0.5032942311,0.2716316853,0.376984127,0.2196135576,0.0402865513,0.003914852,-0.1,-0.0233827871,0.0402865513,-0.0484545799
-0.958827199,1,0.1977040816,-0.4966923684,-0.0089920232,-0.0154058858,-0.2,-0.0181838456,-0.0089920232,-0.0401404092
-0.0384042377,0.0804755912,-0.1119854722,-0.4620683545,0.0046178574,-0.2295081967,0.6,0.0021278778,0.0046178574,0.0007932297
0.0769868923,-0.3157225302,-0.0649350649,-0.3044823018,-0.0013046381,0.0098360656,-0.0666666667,-0.0016660474,-0.0013046381,-0.003915215
-0.0191577209,-0.3988803027,-0.0892857143,-0.2554676269,0.0031117239,0.0039407314,-0.1,-0.0023633148,0.0031117239,0.000763431
-0.4794973545,0.1017870106,0.5867346939,-0.7913426957,0.0154420132,0.0125810141,-0.2,0.0045146237,0.0154420132,0.0145832628
0.3160224757,0.2770280357,0.0178571429,-0.0836924326,0.0017587834,-0.0030198447,0,-0.004161828,0.0017587834,-0.0117113211
-0.290726817,-0.1925498307,-0.0974025974,-0.2201028926,2.8780218657221E-18,-0.0022034197,0.2,0.0007400376,2.8780218657221E-18,0.0143211503
0.0986394558,-0.1769298639,0.0357142857,-0.2106544222,0.0013150858,-0.0010182262,-0.2,-0.0055824966,0.0013150858,-0.0054892826
-0.0980557904,-0.1849226018,-0.0793650794,-0.2539768471,-2.62496658528495E-18,-0.0001085658,0,-0.0130265209,-2.62496658528495E-18,0.0046790726
0.0591836735,-0.0940826624,0.1964285714,0.0425702679,0.0008631258,-0.008852459,0,0.0297470222,0.0008631258,-0.0047989341
0.1769191662,-0.1147437059,-0.0680272109,-0.0318974592,-0.0042674665,-0.0011879306,1,0.0089648008,-0.0042674665,-0.0182429219
0,0.0095896269,-0.0274725275,0.1276805406,-0.0036410152,-0.0084528689,0,0.0007533348,-0.0036410152,-3.29470953542217E-17
-0.0583501006,-0.0039530567,-0.0649350649,0.0424394991,0.0007819581,-0.0126916975,-0.04,-0.0012411386,0.0007819581,0.1661044675
-0.136631331,-0.1276421628,0.1020408163,0.021199712,0.0036038799,-0.0608899297,-0.05,-0.0033759985,0.0036038799,0.0358312273
0.0590430947,-0.1339347417,-0.0487012987,0.0211897075,0.0019406923,-0.0017256255,-0.0666666667,-0.0004666096,0.0019406923,-0.0085662342
0.1765004227,0.2851776769,0.1785714286,0.0211797123,-0.0128353135,0.0048216008,-0.1,0.0061096681,-0.0128353135,-0.0381547152
0.5045165607,0.6200040576,0.15625,0.2963761723,0.1824723323,0.0119225037,0.8,0.0095587584,0.1824723323,0.0500291847
-0.2071428571,0.1130527201,-0.0416666667,0.2103090871,0.0013690201,0.0069025022,0,-0.0016937703,0.0013690201,-0.0108257273
-0.1716258425,-0.2796169799,-0.0621118012,0.1883957627,-0.0091057286,0.0048573163,-0.04,-0.0040232277,-0.0091057286,-0.0167666801
0,-0.178024503,0.0238095238,0.1563404948,0.006579224,0.0030444965,-0.05,-0.0054109893,0.006579224,-1.14326563334617E-17
0.2312292359,-0.1131603848,0,0.1869576271,0.0009592071,0.0031601817,-0.0666666667,0.0273305959,0.0009592071,0.1672680465
0.0190039318,-0.043123883,-0.0735294118,-0.0724042688,1.62711287948916E-18,-0.0057956615,-0.1,0.000254302,1.62711287948916E-18,0.001267635
0.1328751432,0.0509379957,0.0535714286,0.1139619038,0.0081399272,-0.0023053279,-0.2,0.002462593,0.0081399272,0.0081753492
-0.1318181818,-0.2450860867,-0.0549450549,0.1343412822,2.03809112133815E-18,-0.001490313,0.8,-0.0049132998,2.03809112133815E-18,-0.0120212016
-0.303714613,0.2457525373,0.1984126984,-0.0309093553,-0.0079549903,-0.0059016393,-0.05,-0.0457435815,-0.0079549903,-0.0484492926
0.1353558926,-0.1884148661,-0.0563909774,-0.0824817269,0,-0.0133196721,-0.0666666667,-0.0009257402,0,-0.0154382816
0.0767195767,-0.1895312624,-0.0549450549,-0.0516459513,-7.33382834451314E-18,0.0054644809,-0.1,-0.0029893527,-7.33382834451314E-18,-0.0438310676
-0.5154707044,0.2401129305,0.3968253968,-0.4033023063,0.0282476894,-0.1024590164,-0.2,0.0175201109,0.0282476894,-0.1530026493
-0.3349753695,0.1799915956,-0.0738916256,-0.5113057204,0.0028434052,0.0241998439,0,0.0035104753,0.0028434052,0.0066491803
0.221220527,-0.0884649419,-0.0210084034,-0.2322101039,0,0.0029949559,0,-0.0022296952,0,-0.0091958489
0.1389221557,-0.284973219,-0.0714285714,-0.2334172453,-0.0046511272,0.0018659203,0.2,-0.0043124388,-0.0046511272,-0.0101780084
0.0984051578,-0.2067522731,0.0396825397,-0.2239716846,-0.0052751495,0.0019145626,-0.2,-0.0103179769,-0.0052751495,-0.0153948395
-0.0782594029,-0.4028370242,-0.0649350649,0.0214375699,-0.002259346,-0.004393014,0,0.0022284112,-0.002259346,0.0625075251
-0.2358922217,0.2719493771,0.2551020408,0.0749956885,0.0178416768,-0.0081967213,0.8,-0.0081789803,0.0178416768,0.0370798519
-0.2991232594,0.4215806554,0.0735294118,-0.2032202982,0.0039759725,-0.0008782201,-0.05,0.0408510757,0.0039759725,0.0104846591
0.0203081232,-0.1307311634,-0.1339285714,-0.2686108525,-0.0015680764,0.0009279307,-0.0666666667,-0.0007795189,-0.0015680764,-0.0012747432
-0.0202832663,-0.1345441876,0.1488095238,-0.3350820157,-0.0028944641,0.0029274005,-0.1,-0.0024104131,-0.0028944641,0.0005511717
-0.0406162465,-0.1420693497,-0.0324675325,-0.3158206919,0.000837784,0.0076999503,-0.2,-0.0033658859,0.000837784,0.0012159848
0.2442962443,0.1058479754,0.2182539683,-0.0548375551,-0.012627795,0.0020280548,1,-0.0241038349,-0.012627795,-0.0179259276
0.2808716707,0.2653894946,0.0089285714,0.2635421282,0.077390205,-0.0064671379,0,0.0095266531,0.077390205,-0.2042169526
0.0394557823,-0.0457686367,-0.119047619,0.2729211652,0.0030297963,-0.0124192747,0,0.0006487172,0.0030297963,0.0023906734
0.1574482525,0.0095033484,0.0765306122,0.3689303198,0.0025761953,-0.0665983607,0,0.0004084323,0.0025761953,0.0078768682
-0.2729411765,-0.0800950894,0.25,0.2367741568,-0.0114822794,0.0170625627,0,-0.0034958794,-0.0114822794,-0.0186829307
0.2775119617,-0.030306601,-0.0595238095,0.2569441494,1.94133784145956E-18,0.0047540984,-0.04,0.0010959821,1.94133784145956E-18,0.6154070392
-0.1754621849,-0.1957361396,0,0.0106450901,3.88267568291911E-18,-0.0029228619,-0.05,-0.0040604176,3.88267568291911E-18,-0.0157215671
-0.0985221675,-0.0986441939,0,-0.0638554019,0.0165153614,-0.0047943087,-0.0666666667,-0.0100594368,0.0165153614,-0.0452365585
0.0594668489,-0.0697932805,0.0334821429,-0.1172349611,0.0248941682,-0.0098360656,-0.1,0.000891395,0.0248941682,-0.0230916785
0.1777626426,-0.0854194505,-0.0469924812,0.1282274824,-0.0065812779,-0.0054644809,-0.2,-0.0119568509,-0.0065812779,0.2877360926
0.0977088949,-0.0060914814,-0.0765306122,0.0319655838,-0.0067419917,-0.0172131148,1,0.0093225426,-0.0067419917,0.0082422222
0.0777089265,-0.0634791991,0.0446428571,0.1703618311,0.0208899,-0.2459016393,0,0.0016484043,0.0208899,0.0043625622
0.5414235706,0.8439396119,0.3214285714,0.5197610477,0.0229471525,0.0644028103,0,0.0115781743,0.0229471525,0.0132786465
0.4681194512,0.6555347684,-0.0191326531,0.7445049736,0.002500331,0.0194820622,0,0.0037441975,0.002500331,0.0026980763
-0.0182103611,-0.029444282,-0.0214285714,0.6292121287,-0.0038258127,0.0053197264,0,-0.0011045894,-0.0038258127,-0.000754697
-0.0364607889,-0.1142232363,-0.0324675325,0.5493098018,0,0.0041803279,-0.04,-0.0026967715,0,-0.0018468937
-0.0730823752,-0.3149492435,-0.0694444444,0.462275189,-1.64349566651698E-18,0.0019593756,-0.05,-0.0050318891,-1.64349566651698E-18,-0.0044213344
0.0183515267,-0.2818312887,0.0324675325,0.1889939769,0.0011725019,-0.0017501896,0.1333333333,-0.0143454642,0.0011725019,0.0004619746
-0.0916561315,0.0432698091,0.1098901099,-0.1089589435,-0.0133437371,-0.0053556267,-0.04,0.0112341211,-0.0133437371,-0.0082077956
-0.1474654378,0.0625964313,-0.0170068027,-0.1787301685,0.0539997778,-0.0076632069,-0.05,0.0039107962,0.0539997778,-0.0186252775
0.1301907969,-0.142045408,-0.0469924812,-0.0897222271,-0.0069646511,-0.0114754098,-0.0666666667,-0.0011129311,-0.0069646511,0.5766872265
-0.2583518931,-0.089266274,0.012755102,-0.1897928391,0.0665753505,-0.0394656952,-0.1,0.0021786137,0.0665753505,-0.0370834176
0,-0.067502001,-0.0119047619,-0.2006299826,0.0195808426,0.016824849,-0.2,-0.0004035048,0.0195808426,0
0.0937297996,-0.2009369244,-0.0510204082,-0.1007652381,-0.0071371858,-0.0002129019,0,-0.0021054421,-0.0071371858,-0.0181714494
-0.1491242166,-0.0744226,0.0892857143,-0.1009918806,-0.0070057499,-0.0017256255,0.2,9.03684604063512E-05,-0.0070057499,0.5059017393
0.1880979407,0.4321348439,0.2619047619,-0.0708536814,0.0479004352,-0.0004821601,-0.2,-0.0038533267,0.0479004352,-0.0262042767
-0.1487894821,-0.1728855733,-0.111003861,-0.0101379522,3.81292222182119E-18,-0.0044709389,0.8,0.0011472927,3.81292222182119E-18,-0.0477738656
0.1126031387,0.0245321119,0.0382653061,0.0507012083,0.0025861535,-0.0085382514,-0.05,-0.0044255822,0.0025861535,-0.0257504438
-0.2236863249,-0.1548510105,0.0105042017,-0.1215456533,0.0003015377,0.0014255167,-0.0666666667,0.016815538,0.0003015377,-0.1180618967
-0.1322690992,-0.2434724133,-0.0595238095,-0.1117192696,0.0014705553,0.0006557377,-0.1,0.003663316,0.0014705553,0.0095860985
0.1714285714,-0.052138601,0.1041666667,-0.1221795649,-0.0108841596,0.0031525851,-0.2,-0.0038208097,-0.0108841596,-0.0149980879
0.1319681456,0.1361779648,-0.0187969925,0.0306282334,5.25181562454512E-18,-0.0021152829,0,-0.0110416389,5.25181562454512E-18,-0.0440836858
0.2057400838,0.3398040863,0.0105042017,0.0816196139,0.0104482099,-0.0018214936,1,0.0166663212,0.0104482099,0.0401194444
-0.2401656315,-0.2873511335,0,0.0712875778,-0.0025564182,-0.0129781421,-0.04,-0.0038392783,-0.0025564182,-0.0207464304
-0.1499676794,-0.1410909658,-0.0198412698,0.06100678,-0.0072284216,-0.0557377049,-0.05,-0.0108102791,-0.0072284216,0.1054480087
0.0756686236,-0.1903175367,-0.078125,0.0101540005,0,0.0177595628,-0.0666666667,-0.000993463,0,-0.011245316
-0.0188311688,0.0010181801,0.0992063492,-0.0710619332,0.0236621562,-0.006557377,-0.1,-0.0008195794,0.0236621562,0.0063733303
0.1131155534,-0.1461500902,-0.0510204082,-0.1220135601,-0.0035461939,-0.0218579235,-0.2,-0.0113846869,-0.0035461939,-0.0353434957
0.0374495561,-0.136641006,0.0357142857,0.0305865055,-0.0093357213,0.0131147541,0,0.0077235958,-0.0093357213,0.0130304813
-0.1868255758,0.0805292181,0.0446428571,0.0101885614,0.0323979725,0.0091074681,0,-0.0087818012,0.0323979725,-0.0428023484
0.0377911712,0.0435983961,-0.0595238095,-0.01018625,7.222436057876E-18,0.0023419204,0.6,0.0011732688,7.222436057876E-18,-0.0082240469
-0.3959044369,0.5894107943,0.1964285714,-0.2139597894,0.0280699261,0.0143442623,-0.0666666667,0.0384379569,0.0280699261,0.0727826384
0.0772560773,-0.1607683133,-0.0680272109,-0.2354589084,0.0010392879,0.006010929,-0.1,-0.0009102888,0.0010392879,-0.0055921755
-0.211468346,-0.1044027597,0.0549450549,-0.3704871977,0.0020094133,0.0155937625,-0.2,0.0013165974,0.0020094133,0.0080512372
-0.0778915562,-0.1070176602,-0.0630252101,-0.311307997,0.0001861494,0.006352459,0,-0.0004851845,0.0001861494,0.0016960449
-0.2152133581,-0.0577037111,0.0324675325,-0.4493233824,0.0015990854,0.0062029242,0,0.0008570311,0.0015990854,0.0035025292
-0.019822283,0.0884445886,-0.0549450549,-0.2427651087,0,0.0002142934,0,-0.0016572403,0,0.0002388568
-0.2183062447,0.2064036933,0.0992063492,-0.4032705327,0.0007956357,0.0015864622,0,0.0003969075,0.0007956357,0.0022387184
-0.100554785,0.0850440421,-0.0382653061,-0.3426739049,0.0002632208,-0.0003857281,0,-0.0009532882,0.0002632208,0.000695326
0.040467469,-0.0603442969,-0.0162337662,-0.2805637449,4.14845820404453E-05,-0.0003950227,0,-0.0041560016,4.14845820404453E-05,-0.0027746483
-0.0807377762,0.0828034637,0.1071428571,-0.2063165204,0.0002848466,-0.0024286582,0,-0.0059460944,0.0002848466,0.0011355301
0.0811330652,0.0401914712,-0.0558035714,-0.1527244561,0,-0.0010691376,0,-0.177653673,0,-0.006691124
0.0605533322,0.0420769887,0.0162337662,0,-0.0039809283,-0.0048290761,0,0.0053886465,-0.0039809283,-0.0072080436
-0.020110957,0.0076816413,0.0446428571,0.0437844857,-0.0125301033,-0.006485318,1,0.0005519037,-0.0125301033,0.0021702708
-0.4027078632,0.5116872892,0.0714285714,-0.196838242,0.0922304462,-0.0023845007,-0.04,-0.0064174119,0.0922304462,0.0208419342
-0.3301903576,0.2461109017,0,-0.3295082444,0.0066770082,0.0038367632,-0.05,0.5725987172,0.0066770082,0.0028873539
-0.0421129062,-0.2035997793,-0.0765306122,-0.3983330812,3.05722141942624E-18,0.0062182024,-0.0666666667,5.83480546858387E-05,3.05722141942624E-18,0.0002394317
-0.0422202002,-0.1989122982,-0.0148809524,-0.4577177012,0.0004223442,0.0084016393,-0.1,-0.0021266744,0.0004223442,0.0002627863
-0.3174603175,0.0066259829,0.1948051948,-0.6203352061,0.0030675789,0.0079934968,-0.2,0.0025879238,0.0030675789,0.0014453474
0.0431547619,-0.0661323372,-0.0698757764,-0.3774153523,7.99575289234002E-05,0.0013661202,0,-0.0032398609,7.99575289234002E-05,-0.0023225621
-0.1291280148,-0.1692270736,-0.0255102041,-0.2652768488,-2.40689167966843E-18,-0.0005884826,0,-0.0030801688,-2.40689167966843E-18,0.000939281
0.0650710546,-0.1372647609,-0.0297619048,-0.2088418144,0.0003276645,-0.0015695849,0,-0.0149009879,0.0003276645,-0.0042128804
0.2808716707,-0.1650615405,0.1428571429,-0.0349696185,-0.0100219942,-0.0036644166,0,0.0208309775,-0.0100219942,-0.0171244563
-0.3824175824,0.5610595861,0.119047619,-0.0699937492,-0.0092457773,-0.0060854446,1,-0.0029640614,-0.0092457773,0.1052806177
-0.3262092238,0.466735313,-0.0476190476,-0.268728278,0.0524837245,-0.0019751136,-0.04,-0.007969636,0.0524837245,0.0074936222
0.1996557659,0.1272326568,-0.0324675325,-0.0940334871,0,-0.0033685156,-0.05,-0.0145401825,0,-0.0090397353
0.5699168556,0.0548962423,0.0992063492,0.1766828047,-0.0052912434,-0.0093273036,-0.0666666667,0.0433093453,-0.0052912434,-0.0314593701
0.2542930216,-0.1893981915,-0.0255102041,0.1642576068,0.0097539584,-0.011147541,0.3,0.0030918995,0.0097539584,0.0139213172
0.0417416337,-0.117919506,0.0520833333,0.3974573453,0.0046617408,-0.0819672131,0,-0.0002315936,0.0046617408,0.0013190425
-0.0832735104,-0.2729567604,-0.0979262673,0.5214308528,2.01318452823281E-18,0.0348360656,-0.04,-0.0018522397,2.01318452823281E-18,-0.0059141204
0.5230880231,0.262156076,0.1785714286,0.6987143867,0.005664878,0.0113114754,0.05,0.0020066751,0.005664878,0.0220348682
0.1014163315,0.9602484087,0.2423469388,0.4511528772,0.0031680389,0.0024250655,0,-0.0004064263,0.0031680389,0.0014031223
-0.2822384428,-0.1567265545,-0.0811688312,0.1563327186,0,0,-0.04,-0.0038014683,0,-0.0122850851
-0.0615275813,-0.3743101042,-0.0992063492,0.1001509073,-0.0015352219,-0.002112557,-0.05,-0.0065063897,-0.0015352219,-0.0066347517
-0.1029281278,-0.1806850886,0.1004464286,0.0888249062,-0.0092358987,-0.0035890969,-0.0666666667,0.1957240108,-0.0092358987,-0.0177157901
-0.3521428571,-0.295129603,-0.0428571429,-0.376760529,2.01385907081729E-18,-0.011798311,-0.1,0.0092460459,2.01385907081729E-18,-0.6580144882
-0.126984127,-0.0728652791,0.0093984962,-0.5028732092,-0.0100337141,-0.0376606114,-0.2,0.0012218633,-0.0100337141,0.0051337798
0.0213274499,-0.1743483259,-0.0714285714,-0.3390459861,-0.0056638863,0.0150273224,0,-0.0011074342,-0.0056638863,-0.0016797033
0.1278002203,-0.1049040002,0.0148809524,-0.2391379133,0.0106282296,0.0053456878,0,-0.002962009,0.0106282296,-0.0113244412
-0.2747813411,0.1278057192,0.0686813187,-0.3320063011,0.0235602996,0.0049717818,0.2,0.0010225883,0.0235602996,0.0330426795
-0.0859736891,-0.154828655,-0.0892857143,-0.1845404165,0.0021606161,-0.0018558614,-0.2,-0.0002685678,0.0021606161,0.0029079417
0.3456882101,-0.0054566316,0.1785714286,0.0694882488,-0.0017107165,-0.0059295431,0,-0.0069293755,-0.0017107165,-0.02044554
-0.1904761905,-0.1246613411,-0.0396825397,-0.0462539172,2.64895252078417E-18,-0.0047358834,0.2,-0.0013690153,2.64895252078417E-18,-0.1097441322
-0.1926910299,0.0106858597,-0.0255102041,-0.2199326661,-0.003531003,-0.0005122951,-0.2,-0.0338076537,-0.003531003,0.0186755542
0.1083099907,0.1364589194,-0.0148809524,-0.0116323809,-0.0128044532,-0.0074034902,0.4,-0.005570254,-0.0128044532,-0.009178661
-0.107606679,-0.0203615479,-0.0324675325,-0.0232707904,-1.16493319299873E-16,-0.0067502411,-0.1,0.0098729647,-1.16493319299873E-16,0.0120535984
0.1516339869,-0.0711297799,0.0595238095,-0.1280557146,0.219080861,0.0139344262,-0.2,-0.0281713469,0.219080861,-0.0161996934
-0.1502590674,-0.0945243854,-0.0446428571,-0.1050725197,-0.0100496652,0.0022153301,0,-0.0036329252,-0.0100496652,0.0830399342
-0.1299719888,0.0465424711,0.0595238095,-0.0702126507,0.1389632649,-0.0050741608,0.6,-0.0136797854,0.1389632649,0.0112140113
-0.0218332392,-0.0633924474,0.0297619048,-0.1406452313,0.0017083235,0.0062182024,-0.0666666667,0.001227356,0.0017083235,0.0011824076
-0.0437240859,-0.1153609934,-0.1020408163,-0.1058153734,0,0.0028688525,-0.1,-0.0006956939,0,0.0024801093
0.0219198791,-0.0924029089,0.2976190476,-0.1767755516,0.0050637618,0.0013951866,-0.2,-0.0066824785,0.0050637618,-0.0029697657
-0.1751273825,0.0868899055,-0.0558035714,-0.1893058871,0.000417386,0.0022500804,0,-0.1665251497,0.000417386,0.0108799215
0.0442494755,-0.100827973,-0.0324675325,-0.095053697,0.0004470107,0.0005652911,0.2,-0.0045325352,0.0004470107,-0.0047719231
-0.022065817,-0.0242361849,0.0396825397,-0.0952553489,-0.0082193628,-0.0010928962,-0.2,-0.011261232,-0.0082193628,0.0014015931
0,-0.2177187855,-0.0324675325,-0.0715933937,0.0085281855,-0.0008782201,0.2,0.0153321158,0.0085281855,0
0.243047619,-0.0066820812,0.0793650794,0.0478051532,-0.0074598938,-0.0058768945,0.8,0.0228744064,-0.0074598938,-0.0292788884
0.0871034353,0.0257637271,-0.0686813187,0.1910172405,0.0126563462,-0.0154291225,0,0.0023508052,0.0126563462,0.010592156
0.0216619981,0.0040738893,0,0.178320056,0.0009999354,-0.1885245902,0,-0.0002793253,0.0009999354,0.0016545103
-0.1730697501,0.0438839538,0.0446428571,0.0947278272,-0.0119836558,0.012490242,-0.04,-0.0037043909,-0.0119836558,-0.0225887711
-0.1748963438,0.3995606356,0,0,0.0418687317,0.0026583961,-0.05,-0.0097845488,0.0418687317,0.0689253188
0.1988571429,-0.0559410227,0.0714285714,-0.0236321001,0.0088993862,-0.0022874571,-0.0666666667,-0.0075897922,0.0088993862,-0.0216167547
-0.0436664784,-0.1647680294,-0.0892857143,-0.0945781782,-8.55702351350422E-18,-0.0106335844,-0.1,-2.97389140642988E-05,-8.55702351350422E-18,-0.0315211875
0.4159275335,0.444030064,0.3316326531,0.1184722694,0.0011507233,-0.0063051702,0.8,0.1277323143,0.0011507233,-0.2941098526
-0.1494845361,-0.0829467407,-0.0803571429,0.1299765503,0.000874776,0.006147541,0,-0.0016948341,0.000874776,-0.0108681685
0.1723945755,0.2794198073,0.1623376623,0.3181124987,0.0079964972,0.0402384501,0,0.001074484,0.0079964972,0.0158570368
-0.3625666483,0.0734013261,0.0340136054,0.0116990594,-0.0114736325,0.0012942192,-0.04,-0.0077434272,-0.0114736325,-0.0252366725
-0.0436090226,-0.2789286317,-0.1285714286,0.011696012,0,0.0035985606,-0.05,0.0150531322,0,0.0070096004
0.0874481719,-0.2386529142,0.0255102041,-0.1637015264,-0.010282713,-0.0078688525,-0.0666666667,-0.0016335426,-0.010282713,-0.0150101212
0.1522309711,-0.1400071189,0.1116071429,0,0.0815126436,-0.0069356873,-0.1,-0.0065838542,0.0815126436,-0.1117237736
0.1077466097,0.6636626669,0.0824175824,-0.0352072583,0.0276551341,-0.0327868852,-0.2,0.1423027642,0.0276551341,0.0140883425
0.1284606866,0.3803521216,-0.0751879699,0.234899242,0,-0.0207650273,0.8,0.0048670296,0,0.0084830167
0.084981685,-0.2863595651,-0.0162337662,0.3037797925,0.0008235584,0.1024590164,-0.05,0.0008878995,0.0008235584,0.0034807977
-0.1056851312,-0.3074084755,0.0178571429,0.1972904708,0.0004370043,0.0175240249,-0.0666666667,-0.0035858942,0.0004370043,-0.0097807351
0.1276361636,-0.1920104438,0.0811688312,0.1848728362,-0.004766084,0.0043715847,0.3,-3.54565389185646E-05,-0.004766084,0.0122459075
-0.232211101,0.0072570729,0.0223214286,0,-0.0088241267,0.0006471096,-0.04,-0.0127747829,-0.0088241267,-0.0213709714
0.0214101144,-0.0467850251,-0.119047619,-0.0575358663,7.50141185825651E-18,-0.0051877983,-0.05,0.0031697299,7.50141185825651E-18,-0.0143131988
0.1496774194,0.2177558766,0.119047619,-0.0230438748,0.0322939563,-0.0085003036,-0.0666666667,-0.0041247043,0.0322939563,-0.3739257416
-0.2966751918,-0.1315533151,0.1964285714,-0.1268063905,-0.0069661527,-0.0176544767,-0.1,0.0203588789,-0.0069661527,-0.0382808274
-0.1078869048,-0.169152877,-0.1105442177,-0.2543310459,0.0018287677,0.3114754098,-0.2,0.0025090528,0.0018287677,0.0091559672
