"close","volume_lastvolume_ratio","ad_ratio","b_middle5_ratio","ema5_ratio","dmi5_ratio","macd5_ratio","macdhist5_ratio","cmo5_ratio","rocp5_ratio"
0.4483490479,0.0433201932,-0.1475069014,-0.0480603053,0.1143413632,0.0072812081,0.018997123,-0.0044780395,0.049268181,-0.0078063798
0.4491961622,0.0616425368,-0.080498345,0.0417933431,0.086192028,0.0007918839,0.0029291218,0.0787729005,0.0003278932,-0.0252725569
0.4722892343,0.0232281456,0.0140882784,0.2808953663,0.3416696088,0.0040326225,0.0107013196,0.0201079809,0.0048536665,0.0785328389
0.4762761961,-0.0977543762,-0.0843668151,0.3280710516,0.271258714,-0.0002138009,0.0026072041,0.0006163694,0.0002120644,0.0026188467
0.4798257891,-0.0174695622,-0.0859993622,0.2951856454,0.220046749,0.0001495741,0.0010618737,-0.0006030509,0.0001818783,-0.0013057417
0.472731207,-0.0167010423,0.0457817333,0.1752631138,0.0616378151,-0.0007173928,-0.0007234325,-0.0028042185,-0.002010467,-0.0054563013
0.4705167397,-0.0118088143,-0.0042485479,0.15166607,0.015090183,-0.0017102642,-0.0011500229,-0.005892207,-0.0011082759,-0.0017023709
0.4718426577,-0.0152452967,0.0207993823,-0.0031482087,0.0255133197,0.0007714442,-0.0009875247,0.0069989183,0.0005527023,-0.0136483739
0.4669625428,-0.0155391298,0.0338680606,-0.0656703667,-0.0398395858,-0.0021685851,-0.0018953756,0.0038366573,-0.0033456103,0.263368084
0.4607565099,0.0327724126,0.0768740509,-0.1349872809,-0.0990604654,-0.0018282018,-0.0032793236,0.0020508918,-0.015758849,0.0138141241
0.4607565099,-0.0471369599,0.0193458792,-0.085456231,-0.0664408767,0.0036438686,-0.003719,-0.0001529176,-8.24642085125327E-19,-0.0048524812
0.4607565099,0.0040355997,0.0309749378,-0.0700107492,-0.0444737544,0,-0.0046282893,-0.0007563907,-8.24642085125327E-19,-0.0024233449
0.4549924496,0.0891847296,0.0839583425,-0.1213758683,-0.0978744935,0.0052879822,-0.0216630744,0.0002680237,0.0056477892,0.0096558119
0.4554344223,-0.0249382343,0.0520697286,-0.083646913,-0.0603841905,-0.0018154828,0.0049123059,-0.000889385,-0.0003929115,-0.0041309184
0.4527779824,-0.0368185518,0.0497412715,-0.0581825031,-0.0721147625,0.0017441583,0.0030926821,-0.0006050949,0.0011599091,-0.0039956061
0.4478978675,0.0685353108,0.0549583924,-0.0940976428,-0.1067995918,0.0028937772,0.0032323652,0.0002389719,0.0012393391,0.0081850514
0.4492237855,-0.0367288919,0.0358176603,-0.0848724423,-0.0556641728,0,0.0003135869,-0.0014917812,-0.0009560394,-0.001379862
0.4456787964,-0.0042574503,0.0516729731,-0.068891413,-0.0801624774,0.0006475311,0.0009231845,-0.0005201674,0.0009903756,-0.0024379515
0.4456787964,-0.0240511909,-0.0105810827,-0.0724591724,-0.0537036592,0.0003893738,9.59477236328305E-06,-0.0017414669,9.89527185623635E-19,0.0006214205
0.4456787964,0.0152869539,0.02356962,-0.0529581808,-0.0359198419,-0.0025436553,-0.0004315542,-0.002985825,-9.89527185623634E-19,-0.0035867048
0.4416872307,0.062916311,0.0574235606,-0.0464770384,-0.0728365896,0.0024126172,0.0005809819,0.0030894239,0.0009099967,-0.0015473393
0.4434643291,0.0189278457,-0.0040856575,-0.0432207962,-0.0269339855,0.00104913,-0.000666,-0.0052839096,-0.0015571565,-0.0010087667
0.4443482745,0.0171961048,-0.0733656902,-0.0100105386,-0.0071042404,0.0001655262,-0.0011233893,0.02492414,-0.0011781461,-0.0102658015
0.4443482745,-0.0429523133,0.0603148315,-0.0100165359,-0.0047382089,-0.0031465958,-0.0011626916,0.0017363041,8.93111948539241E-19,0
0.4434643291,-0.0350482663,0.0297681983,-0.016681114,-0.0140487962,-0.0012981407,-0.0007884939,-0.0003333791,0.0010139808,0.0088903221
0.446120769,0.0447641061,0.0154687776,0.0334302621,0.0233780759,0.0099638703,-0.0022845776,0.0022197014,-0.0045053867,-0.0404152975
0.4501123347,-0.0021306018,-0.0030257172,0.0500280043,0.0647063951,0.00280135,-0.005263997,0.002401156,0.0561901592,0.0066035359
0.449670362,-0.0605668957,0.0109684572,0.0399306376,0.0375482715,-7.70653405710766E-19,-0.0098540953,-0.0004005903,-0.000738796,-0.0026902548
0.4456787964,0.0758698197,0.0413231086,0.0099588746,-0.0238636686,-0.0033041455,-0.0161268488,-0.0026557072,-0.0061978871,-0.0100363402
0.4470093183,-0.0196762321,-0.0430865101,0.0265182299,0.0003710184,0.0114144083,-0.0014961899,-0.0014974099,-0.0042089279,0.0223431769
0.4452368237,-0.0324037726,0.0238982199,-0.0066018667,-0.021471059,-0.0020543391,0.0122628979,-0.0043242752,1,-0.0166986753
0.4514428566,0.0891001501,-0.0287397434,0.0099411102,0.0618093324,0.0111934587,-0.0157548456,0.5531726176,-0.0122478234,-0.0333455427
0.4505543074,-0.0555349149,0.0132378564,0.0066005499,0.0301909989,0.0002921088,0.0046605808,-0.0002232281,-0.0012174495,-0.0044827267
0.4456787964,0.0517678588,0.0376235797,0,-0.039393972,-0.0032527151,-0.0060503665,-0.0052142526,-0.0072668787,-0.0133817869
0.4501123347,0.0080981479,-0.018248133,0.0231615366,0.0278962716,0.0010056954,0.0195561927,-0.0113728977,-0.0078997399,0.0472552934
0.4509962801,0.0003630882,-0.0128647008,0.0429302641,0.0293582943,0.0046380487,0.0046132224,0.0035467821,0.0015426643,0.0115548007
0.4474512909,0.0278959025,0.0287118235,-0.0296764284,-0.0236671402,-0.0034914434,-0.0042270942,-0.0061696264,-0.0060702826,-0.0225284816
0.4470093183,-0.0606876395,0.0323828814,-0.0264030934,-0.0211951491,-1.33591939325642E-17,-0.0076188439,0.0063831227,0.0015871452,-0.001473717
0.4478978675,0.0564675212,-0.0090997112,0.0165537925,-0.0032895602,0.0209251858,0.0157960224,-0.0013645099,-0.0032698607,-0.0218500744
0.4483398402,0.2378320711,0.049598467,-0.013209349,0.0032088657,0.0239840934,-0.0065373028,-0.0025116188,-0.0077979986,-0.0239652758
0.4501123347,-0.0664228135,0.0318033344,-0.0065927282,0.0238002502,-4.73745574113709E-19,-0.4186688868,-0.0122235506,0.0352842246,-0.0067213524
0.4465673456,-0.0103120436,0.0586023932,-0.0065953289,-0.027416302,-0.0021657041,-0.0097433592,-0.009564041,-0.0078617238,0.0001060189
0.4501123347,0.0066886228,0.012148598,0.023161489,0.0250244061,0.0020023371,-0.0231441321,-0.007306307,-0.0078834276,-0.0604038809
0.4501123347,-0.0356970494,0.0075888684,0.0165063267,0.0166575678,1.44140717077331E-18,0.0052718705,0.0024608026,0,-0.003850822
0.4478978675,0.0380916028,0.0382287627,-0.0032911528,-0.0159064026,-0.0016512432,-0.0049440384,-0.0061494656,-0.006777324,-0.0160499472
0.4478978675,-0.0331270392,-0.0087314636,-0.0164932933,-0.0106145441,-0.002655117,-0.0090255953,0.0045468374,-3.09286769479604E-18,0.0534025119
0.4465673456,-0.0224664629,0.0121928374,0,-0.0233297279,1.58152942776958E-18,0.065841992,0.0039468106,0.0067939016,-0.0133817869
0.444794851,-0.005392315,0.0351789999,-0.0396435855,-0.0372523584,0.0045308379,0.0092535031,0.0025235639,0.0027880309,0.0321329809
0.442571176,0.0480619349,0.03756283,-0.0563554386,-0.0521480332,0.008866043,0.0051495886,0.0016990008,0.0015150957,0.00559602
0.4399147361,0.0281793841,0.055924082,-0.0598600917,-0.0675410247,0.0012266119,0.003554066,0.0011922063,0.0008889095,0.0008543195
0.437695665,0.0995915496,-0.0166968397,-0.0767742781,-0.0726126965,0.0012092917,0.0021777095,0.0003652174,0.0004279495,0.0037197355
0.4368117196,-0.0664033134,0.0299941286,-0.0737523401,-0.0595861127,0,0.0008780438,-0.0007287398,0.0001346721,-0.0005476301
0.4345926485,0.0390318031,0.0381397068,-0.0774701888,-0.0674899415,0.0001826264,0.0008911212,-0.0003532294,0.0002795166,0.0006683359
0.419514935,0.3353490182,0.2138524185,-0.1758920463,-0.233628661,0.0004077059,0.0054439598,0.0087273601,0.000555199,0.0170120339
0.4270560937,-0.0799319595,-0.0807685783,-0.0991393228,-0.0623858284,0.000019445,-0.0002974837,-0.0020947764,-0.0025728164,-0.0058735954
0.4084287872,0.1951020028,0.1800254283,-0.226991768,-0.2788219255,8.10941093645915E-05,0.0033934146,0.0052810141,0.0034265103,0.0172302092
0.4057677434,0.0414227902,-0.2539891735,-0.2440887309,-0.2235422059,4.75311866304394E-05,0.0012100836,-8.10202566620791E-05,0.0001628293,0.0008412724
0.3982265847,-0.0638114019,0.1544848306,-0.2901708684,-0.2500646532,-0.0009099225,0.0010709321,0.000007886,0.0004004106,0.0023741767
0.3968960628,0.016173128,0.1288733355,-0.1836673841,-0.1870197404,0.0001152793,0.0002165764,-0.0013484935,6.02228492260771E-05,-0.0047594754
0.3906900298,0.0216749958,0.1017544064,-0.2985758566,-0.2097834012,0.0002734259,0.000333534,-0.0008209344,0.0002607166,0.007753199
