"volume","close_ma60_ratio","adosc5_ratio","b_lower5_ratio","ema5_ratio","sma5_ratio","adxr5_ratio","apo5_ratio","cmo5_ratio","ultosc5_ratio"
0.4128256893,0.3813955284,-0.0583056082,-0.1471849667,0.6099015593,0.2793606671,0.4036641669,-0.0050505051,0.0024338209,0.2314418485
0.1810319443,0.3280852453,0.0675125973,0.0528154142,0.2745681153,0.3084714549,0.1353460392,0.0017297713,-0.0015224186,0.2643394607
0.2793521906,0.2704119911,-0.023573139,0.1230339636,0.0310450006,0.2297668038,-0.2013550768,0.0005389867,-0.0025470639,-0.1090285032
0.2304151423,0.2473116184,-0.0512371985,0.4057537269,-0.029573246,0.3200272944,-0.298987519,0.0116054159,-0.0017767477,0.0422581268
0.4061847506,0.0818684723,0.5004804721,-0.3668447092,-0.5226187427,-0.2874887082,0.0079116867,-0.0050305426,-0.0196040393,-0.4644467944
0.320003123,0.1009485926,0.0105151226,-0.1336543755,-0.2762405759,-0.4568700989,0.1032927429,-0.0216378663,-0.0013950613,-0.0706775852
0.2084322299,0.0875741698,0.0029540637,-0.0526020073,-0.2109216496,-0.4000459295,0.040296534,-0.1629279811,0.0004480777,0.0595490162
0.1608882841,0.0909631865,-0.0016662246,0.0174503877,-0.1155603688,-0.2949832001,-0.2850704772,0.0216147489,-0.0008223348,0.193669402
0.1378268047,0.0345104403,-0.0002150485,0.1090812953,-0.2578045761,-0.3750874738,-0.0333759446,0.0152835956,0.004119195,-0.0160335614
0.1819967431,0.0276960583,-0.0018047761,-0.0677708238,-0.1988223962,-0.0788049871,0.219601536,-0.0029415885,0.0002979664,0.1633922774
0.1366690461,0.0520502938,-0.0045673399,-0.0069509004,-0.0549577707,-0.0789442677,0.1253284423,-0.0059599491,-0.0021663146,-0.0975842623
0.329055501,-0.0752188627,0.0169456303,-0.2802325835,-0.454208132,-0.3163361662,0.2578047171,-0.0018830422,0.0073675205,-0.2951943178
0.1226599447,-0.0661334684,0.0032546998,-0.0932685994,-0.2795790744,-0.3185924869,0.3014746372,0.0003396355,-0.0004678942,0.030545244
0.1484552066,-0.0037468867,-0.000735687,-0.0007943288,0.0246964023,-0.0802203065,-0.2460471316,-0.00636587,-0.0036962366,0.1435382474
0.1122356563,-0.0453491792,0.000192644,-0.0214575856,-0.1161379348,-0.1446563512,-0.2100795341,0.0018031555,0.0052195656,-0.0989602556
0.2840189167,-0.136104023,0.0102217293,-0.0818354035,-0.3701010099,-0.3708784597,0.2199697207,0.0075640846,0.0039910636,-0.3678326447
0.3863980102,-0.0033397432,-0.005441101,0.0043647578,0.2069990271,0.162601626,0.0638536274,-0.0096597617,-0.0055974078,0.8741227255
0.1796076113,0.0081407125,-0.005821268,0.0211933887,0.1907324952,0.1782130335,-0.6509505234,-0.016353086,0.00393961,-0.0106983108
0.1943785134,0.0273287979,0.001294128,-0.0176813573,0.2063291641,0.0968208092,-0.4238481502,-0.0170454545,0.0035561,-0.1055767041
0.1964798786,-0.0071947338,-0.0003988111,0.0351396863,0.0311147589,0.1127132901,-0.2793654546,-0.079338843,-0.0040379866,0.0902172659
0.2886521817,-0.0118456458,0.0108359792,0.3936251108,0.0207286014,0.2891046386,-0.5152219973,0.0924117205,-8.49501051833444E-18,0.0219475435
0.1914294637,0.0098442122,0.0010923999,0.0241159884,0.0930695946,0.0638323211,-0.4679429273,-0.0028607756,0.0174656186,-0.1626334791
0.2354956723,-0.1017708945,0.0050373365,-0.2389229732,-0.307173707,-0.1912236889,0.257516353,-0.0123966942,-0.015410078,-0.2450713849
0.2653988579,-0.0856763453,0.003395486,-0.0737253583,-0.1531179338,-0.2080496835,-0.0708288947,-0.0204814948,-0.0014086631,-0.0066426463
0.1789316945,-0.0693188766,0.0022039585,-0.0271479119,-0.049153057,-0.1125509959,-0.3799426588,-0.0867768595,-0.0020883759,-0.1279215773
0.3502676898,-0.0073146876,-0.0108255495,-0.004478335,0.180551423,0.0161193312,-0.2047435038,0.0421487603,-0.0116537719,0.6782415439
0.393268716,-0.0412098721,0.0023586099,0.0330470723,0.0136337244,-0.0966810967,0.4542616029,0.0091827365,-0.0047964875,-0.3525487169
0.3550515303,0.074782477,-0.0120193716,-0.0413707108,0.4073820499,0.3714147987,0.4281016182,-0.0234532053,0.2874212241,0.7075402493
0.2249776925,0.1048940921,-0.0131180643,0.0570873883,0.3743547989,0.4003824549,0.3749448953,-0.4710743802,0.0008302555,0.0951954817
0.1627688052,0.0635795951,-0.0030570964,0.1699646593,0.1170256698,0.2857142857,0.0801831085,0.0172176309,-0.0024244324,-0.0667498669
0.1927734898,0.0692522453,0.0079483523,0.0854285664,0.1038328277,0.1734934087,0.2213917778,0.0040644899,0.0005655915,-0.206596171
0.1699964308,0.0448361763,0.0059731074,0.2655377544,-0.0088217311,0.1885332395,-0.2504524157,0.0062856478,-0.0028629242,0.0900144983
0.224818194,-0.0123325606,-0.0047819064,-0.1588494242,-0.1876423205,-0.1564506713,0.4991236057,-0.0091930541,-0.0125053155,-0.1411679636
0.1696673954,0.0102078055,-0.0040459121,-0.0125064598,-0.0473986743,-0.1727006444,0.0129032438,-0.0159386068,-0.0040917315,-0.019249962
0.3410792362,0.0874514429,-0.0205701893,-0.0247014816,0.2294091124,0.0630439896,-0.0986205034,-0.0173553719,-0.054465996,0.4166931636
0.2680880253,0.1240700722,-0.0332254555,-0.0524199787,0.2819989047,0.1259102654,-0.3233581764,-0.0123966942,0.0018482082,0.0908558173
0.126388641,0.1291539049,-0.1215416537,-0.0003434389,0.2126143279,0.1883345046,0.1915858349,0,0.0002655293,0.0937523308
0.3327094673,0.2210985784,0.1670048615,0.0864148627,0.449247488,0.4844879869,0.1364369526,0.3388429752,0.0022122843,0.1351239489
0.6003870349,0.3492792031,0.0510454656,0.0488582297,0.7286939263,0.6957424714,0.2374347052,0.0315552216,0.0009815557,0.1526457387
0.4471468725,0.4207096825,0.0171910594,0.0582801218,0.728048399,0.6850715746,0.467828149,0.0101652893,0.0002746535,0.0347969432
0.2904088962,0.3665422992,0.0033758912,0.2320988526,0.3298676143,0.5097907575,0.1501498493,0.0045718305,-0.0015987232,-0.0209475122
0.293867672,0.2913790252,-0.0053947041,0.3631013726,-0.001542466,0.3557915699,0.0356018863,0.0017815608,-0.0029468487,-0.1098442854
0.2189680557,0.3012678954,-0.0065416973,0.2384883683,0.0478239025,0.2059049501,0.2243615019,-0.0023546793,0.0009134146,-0.1142439994
0.4739615865,0.1543422018,-0.0243020582,-0.3253558947,-0.4073475239,-0.3074401835,0.0794077875,-0.0101010101,-0.008884495,-0.4148282423
0.3261454894,0.1110686873,-0.0372758621,-0.2092903646,-0.3972193736,-0.5306930693,0.0786067439,-0.0209194215,0.0021195514,-0.1417385666
0.3249074239,0.0906502958,-0.7169086738,-0.111973469,-0.3169096614,-0.4773992429,-0.228165568,-0.1090909091,0.0006181222,-0.094136194
0.4360243598,0.0696091993,0.0163325675,-0.0811591328,-0.2628538399,-0.3769975242,-0.0826782998,0.0238210987,0.0006061322,0.1764043049
0.4148344785,0.1097424412,0.0136449098,0.2166672114,-0.0252140841,-0.3193735104,-0.5569890786,0.008677686,-0.0034896608,-0.0532666897
0.2136956813,0.0572849355,0.0129063767,-0.0050803185,-0.1679737249,-0.1378600823,-0.202207023,-0.0022038567,0.0073820802,-0.0154782149
0.3004840725,0.0993259356,0.0098037305,-0.0084742768,0.0393214919,0.0307304208,-0.2681924734,-0.007659746,-0.0043693798,-0.077365476
0.7470130276,-0.0818353377,0.0238015004,-0.3581116362,-0.5549264916,-0.2917382835,0.4695574243,-0.00379193,0.0648087322,-0.2429635212
0.4032334702,-0.1516997252,0.0082089168,-0.3454301882,-0.6049287906,-0.4018454441,0.044486558,0.0003443526,0.0009369981,-0.0911912296
0.3229365575,-0.127861195,0.0046047328,-0.1301710444,-0.3310499122,-0.4522811918,-0.1265361197,0.0027170837,-0.0009860271,-0.1421297463
0.1760618364,-0.1112038868,-0.0023544155,-0.042525429,-0.1700894795,-0.3308641975,-0.1198154149,0.0036730946,-0.0008929748,0.3935723081
0.1846223343,-0.1610570372,-0.0010907807,0.2121856408,-0.2974935547,-0.5396825397,0.4185733747,0.0095974407,0.0015458899,-0.1936922247
0.3135596056,-0.0878912483,-0.0072647761,0.0190157946,0.038065141,-0.0321342926,0.5765985749,-0.0032673458,-0.003593116,1
0.3697030874,0.0218095668,-0.0156165429,-0.1154920607,0.394849019,0.3376529878,-0.2482503418,-0.0104043684,-0.0127588013,0.3419440547
0.2480146337,-0.0322629116,-0.012943441,0.0462701699,0.0777917088,0.1755388829,-0.2515134251,-0.0152574698,-0.0045537177,0.0120551564
0.1510261444,-0.0479372006,-0.00442108,0.0454086393,-0.0004562222,0.1112692764,-0.2150681883,-0.027768595,-0.0147558757,-0.0772831461
0.2518046756,-0.0376391634,0.0073258503,0.2300932609,0.0258093061,0.2378416755,0.016053335,0.4049586777,-0.004627414,-0.0052360104
0.1650798608,-0.0719601905,0.0066038137,0.0182184188,-0.1132950219,0.0157721281,-0.4437485126,0.0014303878,0.3192216812,-0.2458721259
0.2450934684,-0.0445235257,-0.0008929983,0.0564818197,0.0027717995,-0.1576656077,-0.4891080278,-0.0139744553,-0.0038421974,-0.3225164346
0.3682196395,0.0977070051,-0.0185340667,-0.1851096164,0.472792069,0.2373361672,-0.0905964907,0.0041322314,-0.0592131422,0.7980411507
0.3972584099,0.1831958535,-0.0411498512,-0.1025693897,0.5966212829,0.4406859291,0.2216449682,0.0185950413,0.0016343366,0.1876973448
0.2177846435,0.0791909323,0.1814135353,0.0873423008,0.0604015436,0.2181902768,-0.2469649661,-0.0005059875,-0.003753815,-0.1025620586
0.1972082181,0.093161184,0.0417765047,0.2310307384,0.0912287537,0.3256944444,-0.4562353606,0.0103305785,0.0014893539,0.1168644525
0.1261934505,0.0758631161,0.0009724157,0.2902258863,0.0097830734,0.2463518327,0.0554125247,0.009479825,-0.001876592,-0.1014315458
0.1690572856,0.0589746022,-0.0102252661,-0.0410080855,-0.0443791446,-0.0612501428,0.2320368046,-0.0050114296,-0.0032897511,-0.2180032427
0.1634056839,0.0953992529,0.0178596933,0.1234472008,0.0977613017,-0.1533356219,-0.2038178671,-0.0125619835,0.021308141,0.0810383636
0.3391317926,0.2079548137,0.05112352,-0.1673094681,0.4463197181,0.2769548743,-0.1451352882,0.0026803663,0.0074434581,0.434568614
0.2796444187,0.211002995,0.023122221,-0.0112076591,0.319741701,0.2599566359,0.0086410987,-0.0024188672,0.0001440625,0.0638257692
1,0.4264891107,0.036371634,-0.1713551383,0.9361985846,0.729748128,0.4783429008,0.0214429305,0.0022593016,0.1869560986
0.4453622736,0.4840590307,0.0079140236,0.1512938884,0.8314127935,0.8825630721,0.605880546,0.0226374416,0.0002293925,0.0246553967
0.3151925136,0.4878306455,0.0001921713,0.3668131215,0.5920888396,0.8214559387,0.676628667,0.0123966942,4.80545932260664E-05,-0.0805792284
0.3497702329,0.5818068469,0.0028714187,0.2605897911,0.7213072645,0.7922175642,0.5543295446,0.0046331079,0.0002834885,0.0693577942
0.3353930579,0.4442581959,-0.0043730828,0.6240523589,0.1000505379,0.5378115758,0.7261542309,0.0022155794,-0.0030896736,-0.1800604775
0.4695212813,0.5465395359,-0.005528201,0.1369166994,0.4155520709,0.3356293049,0.5657895523,-0.0023243802,0.0025098576,-0.1122214598
0.4424834925,0.5785503815,-0.0108237904,0.0486391558,0.4127604906,0.2914853947,0.4346087533,-0.004060986,0.0005525543,-0.154707387
0.3857756313,0.6550256989,-0.005269728,0.0317568458,0.5466806782,0.427498199,0.3374083686,-0.0031950243,0.0008609419,0.0693573832
0.2953477737,0.5489424624,-0.0119020842,0.0173877868,0.08930151,0.0682976555,0.0827092009,-0.007335322,-0.0027101842,-0.247895024
0.2752420362,0.4974659135,-0.0154913278,0.2535084897,-0.053152566,0.2182188295,-0.1863104794,-0.0045836516,-0.0021818852,0.0069618511
0.1665097707,0.5517534027,-0.0038828218,0.0725187047,0.1673866248,0.1357236909,-0.131286968,-0.0035784272,0.0045524054,0.0353286261
0.2505799946,0.4166791121,-0.0159387771,-0.151783487,-0.2481182219,-0.1623750379,-0.1149649272,-0.0098576123,-0.005958487,-0.0644849062
0.2370192737,0.4776080703,0.0062123897,0.0566503848,0.0594768128,-0.1901287119,-0.2568075763,-0.0223140496,-0.0156040677,0.0830194609
0.2549333006,0.5370506464,0.0137609415,-0.0339351361,0.2651163778,0.1091094148,-0.5251480525,0.0148760331,0.006054616,0.0958297674
0.2739627019,0.5295663553,0.0241945291,0.0268990189,0.1981095047,0.1904761905,-0.5528259518,-0.0061983471,0.0002710582,0.2204038921
0.2489381636,0.4479914868,0.0049741475,-0.0124382439,-0.0693745974,-0.0541906784,-0.6008949133,-0.0578512397,-0.0042932188,-0.1334505621
0.5682899081,0.6338053385,0.0259400574,0.0539678599,0.5572009205,0.529000911,-0.0922227999,-0.1580578512,0.0477465714,0.383080259
0.2697365486,0.640125895,0.0015853831,0.075323554,0.4330737361,0.4289715886,0.1331485262,0.0265231597,0.0003339191,-0.1439603186
0.2806727938,0.5652823085,-0.0023405641,0.0705196594,0.1110308723,0.1858898137,-0.4732628858,0.0016714644,-0.0024182663,-0.0689368002
0.3044938431,0.4413195109,-0.0100977521,-0.0218216495,-0.2532582228,-0.0264456286,-0.6866512843,-0.0041757286,-0.0067319703,-0.1819723989
0.2917886143,0.500601597,-0.0010907878,0.218925581,0.0495068411,0.2249210111,-0.0614703706,0.0065906476,-0.0113369554,0.0940270012
0.3561914428,0.5139277716,0.0069489503,0.0006069546,0.1205965779,-0.078986148,0.3445744031,-0.0111570248,0.0033186925,0.0027350519
0.1650809762,0.5557826192,0.0035113377,0.0072391409,0.2549608503,-0.0131876784,-0.1391894718,-0.0148760331,0.0037628815,0.0905938286
0.2885908361,0.5689816206,-0.0048005498,-0.0340730728,0.2558907338,0.1451073046,0.0319255146,-0.0033809166,0.0009972374,-0.0699504327
0.2024270545,0.525094829,-0.0087790167,0.2242919463,0.0832224103,0.2892748504,-0.0947442561,0.0313179643,-0.0019260108,0.0468299534
0.1828812349,0.5889691748,-0.0006615646,0.0803542097,0.2925065059,0.3004777225,-0.2393802325,0.0034595426,0.0042523288,0.0826780478
0.2018872133,0.5745042901,-0.0060208724,0.1252518792,0.1937241419,0.2465620763,0.2421940566,0.012649688,-7.87202866988437E-19,-0.1697825862
0.354037655,0.7605932966,0.0112154121,-0.1909004582,0.7256122063,0.5033227391,0.9781360576,0.0134018316,0.0031754446,0.2277363391
0.2858035157,0.7878949126,0.012331121,0.0085712711,0.6018099769,0.5232380952,0.5712833856,0.0065245759,0.0002183661,0.1620683773
0.3828935041,0.8976207773,0.0095199547,0.1460555556,0.7683716519,0.7946907653,0.301813608,0.0070592287,0.0004717518,0.0972195779
0.2682676006,0.7858092599,-0.0027897217,0.2745125829,0.2390367876,0.4833518313,0.3373734198,0.0021442931,-0.0024135398,-0.1821768459
0.1612351655,0.7814992214,-0.0029158364,0.5201422464,0.1989711182,0.5026992406,0.4051653813,0.0027137042,0.0002652197,0.0007518832
0.2137570269,0.7466565675,0.002717517,0.1171060524,0.0917656838,0.1333695259,0.1146855626,-0.0031130712,-0.0007712099,-0.053199089
0.3819967431,0.8846047797,0.0047021882,-0.0120658487,0.5234054202,0.3384754172,0.3967125314,-0.0016528926,0.0032524847,0.0727941645
0.2544681895,0.8457591133,0.0017614546,-0.0225470273,0.3051241325,0.0959799445,0.2880913113,-0.0074925075,-0.0005469515,-0.0178319621
0.2042607299,0.7387447135,-0.0051697867,0.0712515744,-0.0347538124,0.1077459126,0.1269270542,-0.0058567059,-0.0033395882,-0.0490167933
0.2593211832,0.6760183637,-0.0048627612,0.0105106545,-0.1416690775,0.011942959,-0.4225821393,-0.0102240777,-0.0041574306,-0.0235993756
0.2645835192,0.6001877905,-0.0095994479,-0.0676928118,-0.2532320987,-0.0596988328,-0.2220160744,-0.0069595476,-0.0297195919,-0.1844428732
0.2005164183,0.6623068931,-0.0004174634,0.0202470596,0.0692992532,-0.1912919343,-0.1883240076,-0.0266075388,-0.0094000433,0.0199299961
0.144040555,0.6113948821,-0.0078876584,0.0701944621,-0.0334454835,-0.2161290323,-0.0160742659,0.2148760331,-0.0039398761,-0.1718508599
0.1303348354,0.6207186023,-0.0004468606,0.0045112242,0.0772273243,-0.0120655502,-0.6555742975,0.0085494443,0.0218429995,0.2780109825
0.3762235656,0.8565515304,0.0187365484,-0.3373461554,0.826464082,0.5310276502,-0.1073537007,-0.0273363001,0.015228614,0.3121778287
0.3135651825,0.7996827635,-0.0032531309,0.1392863491,0.4628398624,0.5724966622,-0.0268593629,0.3285123967,-0.0008641504,-0.0524792692
0.4998204247,1,0.0094756952,-0.0478094878,0.981125937,0.8361015906,0.2708485963,0.0378425402,0.0019602233,0.0148162105
0.478936156,0.9587450256,0.0125558545,0.3460324725,0.621011394,0.8554175293,-0.027287312,0.0158402204,-0.0001766392,0.0879660519
0.3397552869,0.8484471497,0.0015721313,0.6197481942,0.1847508948,0.6465210767,0.4464927324,0.0060932904,-0.0022132151,-0.0813879135
0.4110734362,0.7400267463,-0.0081338896,0.0587241836,-0.099944134,0.0670838548,0.0979259936,-0.0032045876,-0.0033146696,-0.2561530322
0.2242091996,0.7370874014,-0.0074392246,0.1695342991,0.0075875244,0.1562942598,0.1710378932,-0.0032928719,0.0024017188,0.0888126933
0.3612597038,0.599293708,-0.0175974271,-0.2062535102,-0.3109512147,-0.4227480282,-0.1407146565,-0.0121733304,-0.0085382676,-0.3543476886
0.2793499598,0.5791454747,-0.0232208629,-0.0293575019,-0.1900471531,-0.404324868,-0.1410231377,-0.0241351569,-0.0008232448,-0.1377122501
0.6342397609,0.2991426002,-0.1086608496,-0.5869825168,-0.8792836698,-0.7253658124,0.0314234091,-1,0.0192613056,-0.2308690767
0.3066621308,0.4141649665,0.0032601679,-0.0883017335,-0.1952470747,-0.3571489984,0.0566726771,0.0077741981,-0.0034395761,0.4802109698
0.2355414027,0.3443512077,0.0069676357,-0.0188410334,-0.2848775613,-0.4993933091,-0.3396718341,0.0091175686,0.0025155789,-0.0356220825
0.1807084858,0.3561180817,-0.0031525427,0.0101362276,-0.0941894901,-0.2466473836,-0.231023581,-0.0019881491,-0.0018364647,0.084687326
0.288462568,0.4361711281,-0.0251789941,0.048847566,0.2480039096,-0.0708619778,-0.0832126212,-0.0038143675,-0.0082465558,0.2460320726
0.3106384403,0.488530134,-0.0664348507,0.1345026035,0.396313527,0.5441384181,0.0727357511,-0.0165289256,0.0074408588,0.2688055189
0.453527929,0.476903968,0.0562327827,0.0174631733,0.300171215,0.3155416013,0.0165056466,-0.0261457551,0.0004921141,-0.1227003117
0.4824942001,0.3548868279,-0.0264187428,0.1933576843,-0.1056240962,0.2204901706,-0.2751802217,0.5123966942,-0.0058131786,-0.1432439533
0.4251472294,0.2618924863,-0.139139397,0.030201722,-0.2994232989,0.0230954843,-0.4724783426,0.0087730451,0.019323441,-0.0941644233
0.3642477916,0.1954719627,0.0518086208,-0.2194749093,-0.3545732821,-0.2539190353,-0.1441892849,-0.0045078888,0.0022698913,-0.2433086957
0.3810988668,0.1212451556,0.0283016958,-0.2289972053,-0.4318392535,-0.5107415107,0.1338688212,-0.0309917355,0.0017108711,-0.1771653618
0.2975160614,0.1468633467,-0.0018005158,0.0586813507,-0.1734561703,-0.4696810375,-0.2338177097,0.0922865014,-0.0018835278,-0.0040335227
0.3987797805,0.2690682363,-0.0166452287,0.0166836979,0.3156005579,-0.0237336167,-0.383562387,0.0061254254,-0.0078805449,0.4597125988
0.3421143036,0.2686540198,-2.27020801174215E-05,-0.0402988031,0.2478777949,0.1424774056,0.1116402277,-0.0023389989,0.0009562322,-0.0171152697
0.2304987954,0.2421493746,0.003318416,0.040845143,0.1255816206,0.213036566,0.0461602151,-0.0103305785,-0.0013800324,-0.0610866224
0.326877175,0.3680435402,-0.0174902111,0.1325219649,0.5278481693,0.6007383966,0.3427851946,-0.0420602125,0.0117460227,0.399211594
0.2367816989,0.2694328437,0.0023535911,0.3145235245,0.0804569118,0.3603087865,-0.1221887084,0.0451366815,-0.0035494594,-0.1937030694
0.1447532792,0.2339715164,0.0084851081,0.0381376433,-0.0226907726,0.0576492858,-0.0869509139,0.0015777611,-0.0031178259,-0.2166926466
0.3650185152,0.3172137768,-0.0169040516,0.0393130724,0.2899470284,0.2187849102,-0.0345992602,0.0014833651,0.0249998692,0.2744156971
0.5980625948,0.4333166448,-0.0858270649,-0.0008051299,0.6087977853,0.4927313152,0.5464832616,0.004998667,0.0034949094,0.230246848
0.4311222896,0.4168841329,0.0530278754,-0.0329035873,0.4003586446,0.2266768164,0.4201836887,-0.005158356,-1.32064740387474E-18,-0.0506996959
0.3119389667,0.3752061517,0.0088115548,0.1507029486,0.1904371956,0.3382984095,0.121041504,-0.0002101135,-0.001199648,0.0568864577
0.375199652,0.4882317937,0.0076960713,0.277011839,0.5320872096,0.6267435062,0.4293257402,0.0108073744,0.0026559424,0.1014789064
0.3670395735,0.5346612429,0.0041495759,0.1761060032,0.550938468,0.5628860885,0.5521524229,0.0047225502,0.0005586067,-0.0131112108
0.4321417418,0.445482362,0.0035466761,0.0746471979,0.1468170987,0.1852936392,0.0323903321,-0.0032231405,-0.0024635099,-0.0565670927
0.3012547961,0.3688888568,-0.006301943,0.0610591263,-0.0818170359,0.075982179,0.0256990212,-0.0018523796,-0.0033412288,-0.1160115182
0.2743151602,0.3547196227,-0.0053575191,0.1369657968,-0.0546456988,0.1191978004,-0.0365739184,-0.0029259278,0,0.0322373469
0.2308713304,0.3409498632,-0.0025670283,-0.054151227,-0.0364754971,-0.1188805549,0.0051250621,-0.0116982889,-1.5295615220149E-18,-0.0272921113
0.2164796556,0.3840642795,0.0026624854,0.0875375726,0.1557371583,-0.1300339641,-0.2558525541,-0.0208264463,0.0096643236,0.0377459128
0.1868307754,0.2806350235,-0.006045132,-0.0499926147,-0.1657035285,-0.1630170316,-0.4300151588,-0.0661157025,-0.0063321083,-0.1860030416
0.5513261801,0.1287839704,-0.0202350187,-0.3694957293,-0.5431652587,-0.3163207163,-0.1416993644,0.0446280992,0.0192973295,-0.0907498568
0.407348086,0.0949103145,-0.022069586,-0.2414136452,-0.4395508687,-0.3625184456,-0.0901831266,0.0194805195,0.000463822,-0.0016058763
0.3259424913,0.1366139989,0.0560320266,-0.0657043528,-0.1302075476,-0.2658070915,0.0031018804,0.0032231405,-0.0026565454,0.1321511038
0.2769809048,0.223173316,0.038039797,0.1076180473,0.226975248,-0.1894071672,-0.7014370588,0.0010970526,-0.0078356598,0.1657007709
0.3179987954,0.2446980896,0.0023154927,-0.0236713615,0.2608157783,0.044756179,0.2427624351,-0.0039921558,0.0037869379,0.0063838559
0.2583664228,0.2439666649,-0.005660871,0.0758047118,0.2094002919,0.3353353353,0.2150580981,-0.0147758578,0.0007580515,0.1449730267
0.2296890336,0.2712681123,0.0079773778,0.2320896821,0.2662364776,0.4548766352,0.1031218221,-0.0458677686,0.0022918651,0.1068726396
0.2837913804,0.3061930998,0.015572563,0.2360378656,0.3210383812,0.4393082534,-0.2519890019,0.0466699076,0.001512256,0.0326982986
0.218370215,0.346369978,0.0050189375,0.0487994576,0.3739976742,0.3480236994,0.2918459471,0.0123966942,0.001038997,-0.1193024317
0.1724190238,0.3592612972,5.19415574210078E-05,0.0763908199,0.3184249378,0.323749698,0.2560472396,0.0043852252,0.0003365779,0.1106285275
0.2624118854,0.3032304073,-0.0048652193,0.1689995778,0.0694194799,0.2142800032,-0.1840014518,-0.0014331438,-0.0026384045,-0.0400189513
0.1704849648,0.304280973,-0.0068419612,0.1478660672,0.0814887458,0.1599427071,-0.0105458304,-0.0039547736,0.0006908914,-0.1177817351
0.1670105737,0.3160632098,-0.006224344,0.0839130378,0.1246594536,0.1168728195,0.1916651394,-0.0052482355,0.001235074,-0.1881098189
0.378962925,0.2518656735,-0.0203684479,-0.072491835,-0.0927162122,-0.0847765915,-0.102978652,-0.0091827365,-0.0048190506,-0.2908631275
0.6110455519,0.1831004073,-0.0180722979,-0.1688715282,-0.2554940099,-0.244196181,-0.0516203779,-0.0193242586,-0.1004037594,0.0509454805
0.2018805211,0.2641858776,-0.0024239438,0.0009151216,0.1118485689,0.0106755895,-0.4622268219,-0.0314049587,-0.0078854123,0.2463002104
0.1790543857,0.1878462977,-0.0099126913,-0.0565691134,-0.1374620227,-0.1387495022,-0.2080541261,0.173553719,-0.0087403485,-0.0439856231
0.1566610154,0.1176986927,-0.0550726759,-0.1066429949,-0.2867182432,-0.2997762864,-0.4528568184,0.0302169421,0.0078642456,-0.236251941
0.2871787722,-0.0162883413,0.2087298529,-0.3753459211,-0.602338317,-0.4419240669,0.685920286,0.0115236876,0.0039715341,-0.1297744176
0.1799544927,-0.0047684844,0.0046594829,-0.1756499199,-0.3528897422,-0.2939312698,0.0110983195,0.0009535919,-0.0007738595,0.1010556038
0.1596535647,0.0069110371,0.0025866661,0.0199119514,-0.1825058858,-0.4383382401,-0.1017265599,0.0094123049,-0.0010105141,-0.1617020446
0.3017143303,-0.1047950119,0.0180242488,-0.1237482297,-0.4879801696,-0.5312190287,0.2515151416,0.0058239503,0.002880593,-0.1878665668
0.3333987686,-0.0717223652,0.0065247471,0.0493657247,-0.2179815023,-0.3472082915,0.5923012032,0.00040424,-0.0015552428,0.1808629642
0.4237597038,-0.1021482215,0.0137854908,-0.0858691397,-0.2575544551,-0.1580321793,0.4467184992,-0.0035797941,0.0009087341,0.0749834947
0.2199060855,-0.0548889068,0.0077168776,0.0068889282,-0.0231520119,-0.1019528278,0.0999085218,-0.0027892562,-0.0026674466,-0.051915537
0.1768124833,-0.0149633894,-0.0037261969,0.0431954898,0.1154871385,-0.056770039,0.1519213276,-0.0061110464,-0.0043452535,0.1159269139
0.1510651825,-0.0043948528,-0.0074935159,0.03923148,0.1141022616,0.1932637652,-0.0417928867,-0.0150614042,-0.0096013891,0.2678866435
0.1594405282,-0.0101918925,-0.0127841066,0.0260016995,0.0572649604,0.1131947964,0.0062405502,-0.0242030697,-0.0062537641,0.1665354715
0.137726421,-0.0891931185,-0.0031119661,0.0307139537,-0.2220428978,0.0225817324,0.1976129959,-0.3966942149,0.2641320277,-0.0607641837
0.1497456947,-0.0619747617,-0.0093792464,-0.0082423138,-0.055388518,-0.0112851609,0.0985840527,0.0132231405,-0.0025892325,0.0483579747
0.2978272508,-0.083020641,0.02058514,-0.0483246124,-0.093073985,-0.1241681408,-0.0718365274,-0.0064678405,0.0021972155,-0.2573957809
0.1542674221,-0.0577701133,-0.0025742307,0.0186732704,0.0315203586,-0.0905558371,0.0089663378,-0.0364608653,-0.0040477,0.1274377176
0.1890749085,0.0542502329,-0.0126937127,-0.133972803,0.4142603805,0.1587946504,-0.0035520978,-0.0123966942,-0.0505211129,0.2936237914
