"volume","close_ma60_ratio","adosc5_ratio","b_lower5_ratio","ema5_ratio","sma5_ratio","adxr5_ratio","apo5_ratio","cmo5_ratio","ultosc5_ratio"
0.2058490229,0.279171095,0.0032064673,0.2007139406,0.4646402189,0.4506322303,0.4841785767,-0.0009381282,0.0012264911,0.008308438
0.2209188454,0.134389707,-0.0067978296,0.1460011082,-0.1372970792,0.1070715142,0.2272868146,-0.0040393723,-0.0042744601,-0.2334484171
0.2843356831,0.2424458753,-0.0016359834,-0.0018113836,0.2643601242,0.0356051548,0.0865939324,-0.0071551389,0.0122374729,-0.0091881098
0.1818272062,0.201086605,-0.0095824503,-0.0046685081,0.0571731823,-0.0177883977,0.1591616687,-0.0095898955,-0.0019494617,-0.1812422456
0.3932676006,0.352603438,0.0064295557,-0.0533328235,0.5390066353,0.3559096946,0.2283736108,-0.0049586777,0.006839761,0.333546091
0.2315539395,0.3286701645,-0.0066332431,-0.018192415,0.2967895027,0.1412384717,0.0436040552,-0.0081055308,-0.0007385438,-0.2376706832
0.2421789953,0.4150016828,0.0024241712,0.1985902034,0.4857284771,0.5807722616,-0.0377353418,0.0191263282,0.0017152116,0.3211630668
0.1910524672,0.4168427065,0.0017041919,0.1044029491,0.3489088504,0.3822118501,0.0431319726,0.0079978672,0.0001197604,-0.0934088951
0.2414852324,0.4555184682,0.0088136106,0.3522180671,0.3726919519,0.5340017997,0.1566949477,0.0096754687,0.0006058485,0.2630791167
0.1624018471,0.3835538311,-0.0003347072,0.0767435371,0.0493781936,0.1191565041,-0.1077715459,-0.0028273162,-0.0026862919,-0.2169679583
0.3339285714,0.4384183318,0.0091661193,0.1986662033,0.2296711399,0.2716330926,-0.0724729481,0.0019638327,0.0025711777,0.2750839368
0.185405327,0.3300665846,-0.0014884949,-0.0888070259,-0.1553198876,-0.0843722453,-0.210925845,-0.0086435666,-0.0047462321,-0.2287678662
0.1849469082,0.3211857892,-0.000665812,-0.0693488894,-0.1039112167,-0.1014383043,0.0271136867,-0.0097776743,-3.22890527407532E-18,0.0346288807
0.3289763094,0.1679503926,0.0018753648,-0.3457720583,-0.5195511888,-0.4575113809,-0.0782830667,-0.0334422449,-0.097485004,-0.1293367881
0.282792005,0.3234706403,0.0034738797,-0.0024277568,0.1619113071,-0.0342404497,-0.5275579673,0.0148760331,-0.0064349545,0.1716040889
0.28508633,0.4313262675,0.0058114597,-0.0396499996,0.4762600962,0.0685334356,-0.5206720104,0.0123966942,0.0097190141,0.0573000784
0.1656743553,0.4029228202,0.0020166878,0.0031294463,0.2580056419,0.2223924422,-0.2368143267,-0.0123966942,-0.0009038885,0.1056596772
0.094275899,0.3638962481,-0.0022113616,0.042311473,0.0873130664,0.1702235772,0.1048067307,-0.0220385675,-0.001824517,-0.0752583832
0.1392422147,0.3261929362,-0.0033600828,0.4840639297,-0.0254350296,0.3900278411,-0.7187650015,-0.6198347107,-0.003026189,0.1038421332
0.2141641385,0.3716471069,-0.0061874178,0.149643387,0.1501879058,0.1849203362,-0.3047183468,0.006714876,0.0125832543,-0.1140434167
0.6236057821,0.5862135955,0.0094863972,-0.3088755803,0.7939079145,0.3850574713,0.2184755567,0.0077225308,0.0078495385,0.1190184834
0.3586140359,0.6625989993,0.0063878521,-0.1026831839,0.7927024728,0.5809488418,0.2995671304,0.0068181818,0.0006321175,0.0481280799
0.3161361203,0.6156007013,-0.0019102733,0.1711156697,0.4119875738,0.5571044265,0.046120919,0.0058337385,-0.0010918177,-0.0585113724
0.2214776479,0.5252588673,-0.0074360326,0.3847470826,0.033187722,0.4531400966,-0.1250343062,0.0009838646,-0.0028660185,-0.0839711918
0.2441375926,0.5160793229,-0.0098537613,0.4669453724,0.0221085714,0.3524629364,0.1412162456,0.0020818876,-7.8118988385477E-19,-0.0970191303
0.3402137057,0.3831477917,-0.0174991439,-0.2861377382,-0.3564854551,-0.2702253855,0.1078498696,-0.0069840531,-0.008822719,-0.3765593391
0.3161026591,0.3560732292,-0.0159848073,-0.1515831475,-0.2930481305,-0.4637784939,0.3016130943,-0.0155566359,0.0013009562,-0.0648571378
0.473393861,0.1815709168,-0.0431691227,-0.3988778072,-0.7079374573,-0.7110467921,0.1526964355,-0.050891692,0.0069927446,-0.1331648289
0.2246642723,0.2543290397,-0.0141360355,-0.0786417335,-0.2335125405,-0.4269607843,-0.0410724522,0.0334710744,-0.0027364707,0.2715520924
0.1864548943,0.2046645101,-0.0934153567,0.0258981102,-0.2939574034,-0.5139816877,-0.1263264751,0.0139792509,0.0018539967,0.0406522801
0.1438877487,0.2076658032,-0.0095961533,0.0075412673,-0.1696066303,-0.2683690074,-0.0819937331,-0.0001686625,-0.0005721986,0.0030072815
0.3634279914,0.3146394674,0.1379985727,0.0134230783,0.2476547429,-0.0168744491,-0.0007662235,-0.0047548964,-0.0069912727,0.0403240441
0.3614370483,0.1674816092,-0.1153225756,0.0332102837,-0.2778478166,0.0337616528,-0.0406596004,-0.0096652192,-0.0155824821,-0.0568526897
0.277821897,0.3446647114,-0.0148598071,-0.0717780202,0.397430331,0.2361530715,0.1437151846,-0.0137741047,-0.0087516416,0.2360681674
0.3496018114,0.3722209537,0.029106455,0.0469038598,0.3728122991,0.3859253694,0.1627356096,-0.041838843,0.0016580111,-0.0633994761
0.2144374052,0.3825337291,-0.0098903347,0.1358859195,0.3011136361,0.399255121,-0.0931682667,0.0450788881,0.0006851539,0.0885020545
0.2256145713,0.4064223309,0.0315881418,0.0141840913,0.307943527,0.2473237357,0.029934499,0.0063982938,0.0012895992,-0.1297010887
0.184797448,0.3172006705,0.0205039389,0.4910850127,-0.0386894908,0.3607440039,-0.2661461834,0.0063572791,-0.0042393515,0.1065618577
0.1808111002,0.2627743945,0.0074662858,-0.0757109436,-0.1606927748,-0.065064336,-0.1371182658,-0.0045538877,-0.0132223019,-0.2791943176
0.1848889087,0.2777336019,0.0053386872,-0.0395803147,-0.0262976576,-0.0814490639,-0.2342910288,-0.008677686,-0.0056311794,0.0206809819
0.4144184438,0.4221144517,-0.0218295495,-0.083488476,0.4700746748,0.1795152844,0.3448204351,-0.0061983471,0.1752908639,0.2872131061
0.2130231106,0.3828807568,-0.0081983692,-0.014737794,0.2296744991,0.065016982,-0.1835860346,-0.006993007,-0.0013315793,-0.0376397181
0.2709813063,0.3277604061,0.0077801312,0.0522769423,0.0189920077,0.1298449612,-0.6959201432,-0.0123966942,-0.0030000777,0.0819742467
0.2564390559,0.3992012937,-0.0213035469,0.1707237291,0.2792094004,0.3722222222,-0.6104853362,0.0478158205,0.0094075571,0.0878363695
0.3591605693,0.2646078611,0.0743285865,0.1293088738,-0.1858628784,0.096298958,0.0131974003,0.0066518847,-0.0060171825,-0.1905110472
0.1815974391,0.2854839261,-0.0004161883,-0.0237115741,-0.0180312472,-0.1281223856,0.2203702401,-0.0090591227,-0.0074200171,-0.1390474906
0.2215936468,0.2978235593,-0.0273466882,-0.0015623077,0.0678066622,-0.0321227376,-0.2692856373,-0.0045078888,0.0117087899,0.3336239549
0.2075276613,0.2715268571,-0.0325740219,0.0141943595,0.018565204,0.0321458558,-0.4883373596,-0.0055096419,-0.0016302879,0.0767021193
0.2835493442,0.279904761,0.3581977567,0.0504132428,0.0920484797,-0.0803068441,-0.2340160457,-0.0330578512,0.006619094,-0.1679585362
0.3448068172,0.3383253156,-0.0575953793,-0.0007400506,0.2997728526,0.2896253602,0.1435070511,-0.0425029516,0.006598028,0.4648748492
0.3086976889,0.2709908292,-2.54627858629055E-05,0.0669038271,0.0405509047,0.1278931043,0.3878372678,0.079338843,-0.0033214473,-0.1959063569
0.2244467743,0.2795786579,0.0836635241,0.0429157038,0.1059135524,0.1275279562,-0.6164237954,0.0118063754,0.0033096812,0.0207832896
0.237464308,0.2720730873,0.0261203202,0.1017392712,0.0966791532,0.1589561091,-0.1754171233,0.0063982938,0.000703815,0.1152156007
0.4589051486,0.330755252,0.0398475868,0.0198027173,0.2999456534,0.253427896,0.6147889892,0.0133502861,0.0044237545,0.172834879
0.4259937985,0.2244629141,0.0054650377,-0.0263951607,-0.0874400241,-0.0629995299,-0.1514859245,-0.0090909091,-0.0049442667,-0.1278855546
0.4636376818,0.1065927175,-0.0028935482,-0.2078349148,-0.3971462949,-0.1734934087,0.0004279213,-0.0123966942,-0.3978391782,-0.0859484694
0.1714274561,0.1221448454,-0.004866941,-0.1021019545,-0.188283339,-0.1741699161,0.2510217233,-0.0247933884,-0.0017593841,-0.1319796643
0.3306605247,0.0498721723,-0.010612343,-0.1831640716,-0.3372981417,-0.3179122183,0.9976884176,-0.0391474554,0.0041517599,-0.089064922
0.3066476309,-0.0131096891,-0.02656625,-0.0802945122,-0.4128461672,-0.576344086,0.1637969545,0.0429752066,0.0015381614,-0.2455598555
0.4120159275,-0.0674097374,-0.0549083083,-0.1257562553,-0.4389714187,-0.5027838296,0.7983830193,0.0081636767,0.0008331632,-0.0303102572
0.1894797894,-0.0300249677,0.048515735,-0.0452246967,-0.1599426652,-0.2132451953,0.3817651716,0.0004549246,-0.0020564125,0.0986454682
0.3005699563,0.0451002403,0.0278102879,0.0616936429,0.1652412281,-0.0988929889,-0.1739938312,-0.0011168193,-0.0053418753,0.0553735155
0.1991824306,0.0716740981,-0.0121417041,-0.0442047748,0.2182486099,0.099112426,-0.072440981,-0.0060813972,0.0236211851,0.1457919634
0.2479744802,0.105136851,0.0141807128,-0.0056851283,0.2797416372,0.2966789668,0.438300278,-0.0167355372,0.0047410703,0.0654425415
0.2310888284,0.1159608327,-0.0289061233,0.2051577375,0.2389667477,0.4257086999,-0.0606816855,-0.0543547362,0.0009445619,0.1951067443
0.2100573302,0.1665040392,-0.1517793716,0.2079128343,0.3451999627,0.4541273299,-0.4491065451,0.0327912557,0.0024282681,0.1183882537
0.5874174623,0.3540625635,0.1067291329,-0.1505551524,0.8636638116,0.6743350108,-0.0107562173,0.0165289256,0.0025769539,0.1841143255
0.3293722673,0.2727128721,0.0078064183,0.1726060812,0.3310741895,0.458687441,0.3651929245,0.0047520661,-0.0022434973,-0.121185732
0.3969104131,0.209653748,-0.0152610042,0.1811849261,0.0386740651,0.2661525879,0.0732243334,-0.0001733803,-0.0026916569,-0.2513459994
0.259070224,0.1948180296,-0.026552501,0.2042046009,1.07814161425176E-05,0.2178861789,0.1295138696,-0.0020952159,-0.0008551293,-0.1504696064
0.3021738645,0.1251380251,-0.0870377004,-0.017910694,-0.2059881317,-0.0154877485,0.0662185669,-0.0055308328,-0.0078723013,-0.1945019434
0.2952696975,0.2789239797,0.0016933024,0.0477815464,0.3794286274,-0.077465603,0.2539258026,-0.0115375174,-0.0239081144,0.0097754537
