date,open,high,low,close,volume
2004-03-30,10800,10800,10550,10550,17680
2004-03-31,10550,10750,10300,10350,46890
2004-04-01,10250,10500,10250,10350,30030
2004-04-02,10400,10600,10400,10550,22056
2004-04-06,10650,10700,10500,10700,42034
2004-04-07,10700,10750,10550,10600,17729
2004-04-08,10700,11200,10550,11200,52010
2004-04-09,11100,11100,10650,10800,28330
2004-04-12,10750,11200,10750,11100,48013
2004-04-13,11000,11100,10800,10800,24090
2004-04-14,10750,11200,10600,11100,34129
2004-04-16,11300,11700,11000,11350,108091
2004-04-19,11400,11650,11250,11350,73318
2004-04-20,11450,12150,11250,11900,138329
2004-04-21,11850,12250,11650,11800,107940
2004-04-22,11800,12050,11300,11300,59514
2004-04-23,11350,12050,11350,11800,115802
2004-04-26,11950,12350,11800,12100,116214
2004-04-27,12150,12350,11750,12100,103022
2004-04-28,12200,12200,11800,12000,74810
2004-04-29,12100,12200,11800,12000,105120
2004-04-30,12200,12200,11800,12100,86010
2004-05-03,12450,12450,12150,12200,67670
2004-05-04,12350,12700,12150,12600,116094
2004-05-06,12900,12900,12250,12500,97514
2004-05-07,12500,12600,11150,11800,66320
2004-05-10,11500,11650,10250,10250,101550
2004-05-11,10000,10650,10000,10300,50530
2004-05-12,10300,10800,10300,10550,53000
2004-05-13,10700,10700,10200,10200,70250
2004-05-14,10350,10450,9500,10200,80620
2004-05-17,10000,10100,9500,9500,57790
2004-05-18,9770,9950,9450,9800,45140
2004-05-19,9750,10350,9750,10050,34180
2004-05-20,10000,10150,9700,9990,48870
2004-05-21,10100,10200,9830,10100,23440
2004-05-24,10200,10350,10050,10050,26890
2004-05-25,10050,10050,10050,10050,0
2004-05-27,10000,10450,10000,10400,47420
2004-05-28,10250,10600,10250,10500,21420
2004-05-31,10350,10500,10200,10200,20560
2004-06-01,10300,10500,10150,10500,16060
2004-06-02,10400,10600,10300,10500,24720
2004-06-03,10500,10600,9810,9890,28910
2004-06-04,9810,10000,9750,9750,156580
2004-06-07,9700,10350,9700,10300,39900
2004-06-08,10150,10400,9910,9950,107396
2004-06-09,10000,10200,9660,9940,72220
2004-06-10,9760,9940,9660,9660,72969
2004-06-11,9660,9660,8900,9000,77000
2004-06-14,8800,9130,8760,9000,62520
2004-06-15,8990,9000,8610,8800,47449
2004-06-16,8790,8990,8710,8710,46994
2004-06-17,8710,8870,8500,8700,73348
2004-06-18,8560,8570,8290,8440,45391
2004-06-21,8310,8520,8310,8380,76600
2004-06-22,8230,8340,8000,8100,89740
2004-06-23,7960,8200,7900,7910,49480
2004-06-24,7940,8340,7940,8300,29700
2004-06-25,8330,8400,8150,8350,30375
2004-06-28,8400,8500,8250,8290,11800
2004-06-29,8300,8590,8250,8500,13380
2004-06-30,8650,8700,8450,8680,18660
2004-07-01,8600,8700,8500,8520,19960
2004-07-02,8290,8450,8290,8450,13530
2004-07-05,8550,8550,8270,8330,6340
2004-07-06,8260,8440,8260,8300,18900
2004-07-07,8300,8390,8000,8390,23340
2004-07-08,8300,8330,8070,8250,29680
2004-07-09,8250,8290,8120,8290,18710
2004-07-12,8220,8440,8070,8200,28390
2004-07-13,8290,8290,8100,8110,12220
2004-07-14,8090,8120,7900,8050,31430
2004-07-15,7980,8000,7610,7990,34500
2004-07-16,7830,8070,7810,8070,15790
2004-07-19,7890,8100,7850,8100,13900
2004-07-20,8120,8120,7910,7950,10910
2004-07-21,8070,8080,7990,8050,8430
2004-07-22,8050,8050,7800,7850,7480
2004-07-23,7890,8050,7800,8050,15070
2004-07-26,8000,8000,7860,7880,4740
2004-07-27,7920,7990,7800,7850,6480
2004-07-28,7950,8030,7860,7890,10236
2004-07-29,8050,8050,7800,7800,6260
2004-07-30,7750,7990,7750,7810,6875
2004-08-02,7810,7810,7650,7800,13310
2004-08-03,7860,7860,7710,7710,5000
2004-08-04,7650,7800,7600,7800,15550
2004-08-05,7680,8050,7680,8050,10010
2004-08-06,8000,8000,7820,7870,6062
2004-08-09,8150,8150,7800,8050,23536
2004-08-10,7870,8140,7870,8140,13870
2004-08-11,8120,8130,7950,8040,34010
2004-08-12,8030,8140,7960,8140,44240
2004-08-13,8140,8260,8000,8250,27460
2004-08-16,8670,9180,8560,8740,113636
2004-08-17,9120,9200,8600,8780,137756
2004-08-18,8780,9200,8610,8660,55500
2004-08-19,8710,8750,8500,8550,63868
2004-08-20,8600,8880,8590,8780,98020
2004-08-23,8600,8720,8510,8570,60361
2004-08-24,8520,8700,8520,8630,20430
2004-08-25,8640,8740,8590,8690,16170
2004-08-26,8730,8820,8670,8700,41551
2004-08-27,8700,8790,8640,8650,44900
2004-08-30,8650,8740,8560,8600,13050
2004-08-31,8560,8720,8560,8680,12380
2004-09-01,8680,8900,8680,8870,54171
2004-09-02,8900,9480,8900,9480,201981
2004-09-03,9600,9970,9340,9900,380730
2004-09-06,9900,10000,9600,9710,97961
2004-09-07,9710,9750,9550,9720,58960
2004-09-08,9800,9800,9500,9500,99460
2004-09-09,9450,10550,9450,9950,381420
2004-09-10,10050,10250,9750,10150,141540
2004-09-13,10200,10300,9950,10000,107647
2004-09-14,10100,10400,9950,10000,199493
2004-09-15,10050,10150,9960,10100,85510
2004-09-16,10100,10500,10100,10500,251793
2004-09-17,10550,10700,10250,10650,198170
2004-09-20,10600,10950,10600,10700,163570
2004-09-21,10750,10800,10300,10600,142960
2004-09-22,10650,10650,10200,10200,88524
2004-09-23,10050,10250,10000,10100,54584
