date,open,high,low,close,volume
2005-11-30,593000,604000,593000,598000,358182
2005-12-01,596000,608000,595000,606000,406300
2005-12-02,620000,623000,614000,617000,392830
2005-12-05,622000,625000,618000,622000,251823
2005-12-06,619000,631000,617000,630000,423633
2005-12-07,630000,645000,624000,641000,530716
2005-12-08,635000,640000,626000,633000,538546
2005-12-09,628000,631000,613000,622000,465264
2005-12-12,622000,628000,617000,618000,371779
2005-12-13,621000,623000,613000,618000,360761
2005-12-14,622000,627000,608000,609000,534330
2005-12-15,609000,616000,601000,609000,374817
2005-12-16,606000,606000,593000,602000,594153
2005-12-19,607000,614000,602000,608000,363354
2005-12-20,603000,614000,602000,612000,343970
2005-12-21,614000,635000,614000,628000,507287
2005-12-22,635000,647000,631000,634000,561916
2005-12-23,642000,652000,636000,645000,576358
2005-12-26,650000,663000,649000,654000,356642
2005-12-27,659000,664000,648000,662000,361357
2005-12-28,658000,663000,655000,661000,430162
2005-12-29,660000,670000,657000,659000,420541
2006-01-02,664000,668000,656000,659000,419111
2006-01-03,660000,666000,656000,665000,358018
2006-01-04,675000,700000,673000,699000,785812
2006-01-05,695000,695000,671000,679000,710373
2006-01-06,685000,688000,679000,687000,353915
2006-01-09,695000,697000,683000,688000,325507
2006-01-10,695000,701000,688000,698000,485875
2006-01-11,693000,698000,679000,683000,356985
2006-01-12,684000,692000,681000,684000,405859
2006-01-13,677000,694000,668000,694000,490124
2006-01-16,700000,707000,696000,706000,403367
2006-01-17,707000,721000,697000,697000,436666
2006-01-18,685000,689000,673000,680000,621662
2006-01-19,682000,695000,680000,689000,409902
2006-01-20,702000,708000,685000,687000,461590
2006-01-23,677000,695000,671000,685000,552960
2006-01-24,683000,700000,680000,698000,594140
2006-01-25,709000,720000,705000,714000,587614
2006-01-26,714000,718000,705000,716000,392954
2006-01-27,720000,724000,713000,720000,338278
2006-01-31,723000,741000,719000,740000,460173
2006-02-01,735000,743000,723000,730000,442082
2006-02-02,738000,739000,720000,725000,406240
2006-02-03,718000,718000,702000,704000,444154
2006-02-06,700000,706000,693000,706000,430411
2006-02-07,709000,730000,706000,706000,349104
2006-02-08,700000,709000,685000,690000,401348
2006-02-09,696000,697000,687000,691000,385790
2006-02-10,692000,696000,679000,687000,451657
2006-02-13,686000,687000,668000,678000,488896
2006-02-14,670000,677000,663000,673000,543456
2006-02-15,678000,678000,654000,654000,676967
2006-02-16,651000,657000,646000,656000,497309
2006-02-17,661000,674000,660000,673000,443189
2006-02-20,668000,684000,667000,683000,362991
2006-02-21,682000,683000,670000,672000,358335
2006-02-22,669000,679000,663000,670000,499074
2006-02-23,671000,684000,671000,681000,332151
2006-02-24,678000,682000,675000,681000,282337
2006-02-27,678000,691000,677000,691000,245877
2006-02-28,694000,698000,683000,687000,267304
2006-03-02,696000,700000,684000,686000,307133
2006-03-03,682000,684000,650000,652000,765966
2006-03-06,656000,658000,649000,658000,479364
2006-03-07,650000,652000,627000,629000,833034
2006-03-08,615000,626000,608000,623000,987621
2006-03-09,616000,629000,611000,615000,782188
2006-03-10,614000,632000,614000,620000,617916
2006-03-13,629000,632000,624000,632000,385826
2006-03-14,628000,632000,619000,624000,366887
2006-03-15,629000,637000,628000,629000,393212
2006-03-16,637000,641000,631000,632000,285743
2006-03-17,629000,640000,622000,637000,271822
2006-03-20,639000,640000,628000,638000,199012
2006-03-21,638000,640000,630000,635000,235018
2006-03-22,625000,627000,609000,614000,607895
2006-03-23,614000,619000,604000,608000,544726
2006-03-24,608000,612000,605000,609000,343435
2006-03-27,605000,629000,605000,624000,398073
2006-03-28,616000,630000,616000,628000,303389
2006-03-29,621000,626000,615000,626000,307420
2006-03-30,632000,634000,618000,623000,298336
2006-03-31,620000,630000,618000,630000,417979
2006-04-03,636000,648000,632000,646000,434180
2006-04-04,646000,656000,643000,653000,391855
2006-04-05,655000,661000,645000,648000,266229
