close,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,close_ma5_ratio,close_ma10_ratio,natr5_ratio,b_middle5_ratio,ema5_ratio,ma5_ratio,rsi5_ratio,willi5_ratio,rocr5_ratio,ultosc5_ratio
0.08557522123893806,0.0,0.015968124581787212,-0.1584359329574057,-0.012415528042223647,0.15554002141351986,0.2390820147200594,0.028519278011917188,0.25226895190710424,0.1571212940355001,0.25226895190710424,-0.006789601458667233,0.09652509652509653,-0.025706071076646762,0.029380680847386015
0.08424778761061946,-0.013842633683199115,0.09083044982698961,-0.016648168701442843,-0.06227022854683008,0.03401302626537823,0.1453707420285957,0.017984541774915323,0.1670092258781038,0.03956019907166187,0.1670092258781038,-0.0337766926470194,0.12219261515036162,-0.068828016257633,-0.11008458693989878
0.084070796460177,-0.02109111361079865,0.019504643962848296,-0.0778550148957299,-0.008433516947448835,-0.008941016150029032,0.11559050357844866,-0.022641296390274932,0.1213072654773514,0.017803276971857646,0.1213072654773514,-0.005444308611927736,0.00276985059593755,-0.0386672792934844,-0.0013921219060814647
0.08451327433628318,0.13385826771653545,0.0549738219895288,-0.09957522473575027,0.02112817929992445,-0.01873767258382643,0.10281640965721618,0.02449235845645184,0.12776706834647397,0.033029465274864854,0.12776706834647397,0.009192820973161238,-0.00023299161230195653,0.005912276513812722,-0.006852613843035051
0.09115044247787611,-0.09811600775034011,0.05996573386636207,-0.45649386334493497,0.31526340840201406,0.28830489342042065,0.3885876942303954,0.18921179655854564,0.21743017280917917,0.33876216500541706,0.21743017280917917,0.053897143543678784,-0.016026552868658134,0.0683204187565697,0.010012616993036743
0.09911504424778761,0.06497974160996865,0.0,-0.4245283018867925,0.35076880196961957,0.5599344349862855,0.6901470361985979,0.044954652737382916,0.5475934556119433,0.5894152367205532,0.5475934556119433,0.011360366391250003,-0.02702702702702703,0.27028589267082825,0.0850444608770602
0.09513274336283185,-0.059758155230596174,0.11491108071135431,-0.1474330846862659,-0.161291011619959,0.22579212660184317,0.40110750703668957,0.051736921214201405,0.4267702235503835,0.19835185598673574,0.4267702235503835,-0.038704355030072225,0.03767626321974149,-0.07462200237594416,-0.03426792761221326
0.09469026548672567,0.0,0.10101704233095106,-0.09874801622288838,-0.018671414265049514,0.09005353620738236,0.30528911812068754,-0.002006938921274381,0.4063782645018343,0.11082516964031869,0.4063782645018343,-0.00520653426181767,0.0031671015277572627,-0.007611585478167282,-0.05075554676747395
0.09734513274336283,-0.031275296195452204,0.0,-0.1680960548885077,0.11255198318651344,0.0920148504806664,0.35197616754369043,-0.04221339498087826,0.4798166223010944,0.1877478174256691,0.4798166223010944,0.013846497065790721,-0.01597463385172882,0.0674730803029429,0.04584767606204842
0.10353982300884956,-0.15211166785969935,0.026395173453996983,-0.4289630704725045,0.2554588951718138,0.26906239476595945,0.5580240434182543,0.05190326701213272,0.45082000241769754,0.38639432490902814,0.45082000241769754,0.019371392856654016,-0.010900900900900902,-0.04113875298985864,0.022127320203550176
0.10530973451327434,0.05720438791304933,0.012975778546712802,-0.2663706992230855,0.06862143704248969,0.2910070784221611,0.5367135848791598,-0.00461150922034416,0.2197085738973332,0.32243128511108526,0.2197085738973332,0.0035281019700182225,-0.013513513513513514,-0.1925068629897678,-0.013058499726710965
0.10575221238938053,0.0,0.012921486586266304,-0.132628088734507,0.01686703389489767,0.20645461357587658,0.44607538359957477,-0.038480374155433324,0.37193942852710254,0.22708276459978566,0.37193942852710254,0.0009245436946697945,-0.0,0.1377101699932099,0.072486193852472
0.10575221238938053,-0.11201528679207985,0.0,-0.132628088734507,0.0,0.10102159510443534,0.3386256979412873,-0.0395493107357615,0.3793159564946161,0.14858515635464434,0.3793159564946161,2.7216633635728765e-17,0.0030030030030030017,0.013917233626200768,0.06766632793867976
0.11017699115044248,0.028003821698019963,0.0,-0.19095248920209137,0.16796460531320692,0.1813838948630762,0.4115343657467527,-0.01993693187173936,0.43060466103944367,0.2698088566433688,0.43060466103944367,0.009044249922957744,-0.02702702702702703,0.03998994532485596,0.011648396892287922
0.11327433628318584,0.1075166808968156,0.08444393382352941,-0.08254716981132076,0.11285332718433543,0.22845276691430536,0.44068571727228784,0.01678957150005099,0.3187646019716224,0.29366163006701224,0.3187646019716224,0.0037492108603381967,0.13805697589481372,-0.09947050492962593,-0.06974861118024547
0.11327433628318584,0.05228838582677165,0.04825367647058823,-0.04127358490566038,0.0,0.15644894002129986,0.37475027389314947,-0.03771211011256271,0.2561081691516474,0.19111155968154456,0.2561081691516474,0.0,0.006306306306306304,-0.05005526043709266,-0.07488955623141463
0.11415929203539824,0.07843257874015748,0.10772913816689465,-0.040953634635073864,0.03136214114832536,0.12026227410842796,0.32571927675956386,0.004311555322013798,0.26640899543310326,0.1577398373021354,0.26640899543310326,0.001136094508180658,0.0036338859868271633,0.010709063793173905,-0.09564594338518324
