open,close,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,close_ma10_ratio,obv_ratio,b_upper5_ratio,ema5_ratio,ma5_ratio,rsi5_ratio,slowk5_ratio,willi5_ratio,ultosc5_ratio
0.34710743801652894,0.370242214532872,0.004784688995215311,0.014018691588785047,-0.03271028037383177,0.08005152741994846,-0.05982347389496761,0.14440406721232968,-0.15829484554892398,-0.0022902443940828053,-0.17822384428223842,0.004241982427836598,-0.0761027198366243,-0.0019852783971167657,0.06903093825194706
0.3603305785123967,0.370242214532872,0.018691588785046728,0.04205607476635514,-0.014018691588785047,0.0,-0.08144020945708479,0.0,-0.3115425919354129,-0.0015272956337574921,-0.18255451713395637,0.0,-0.11618998082937593,-0.0024393755081421483,-0.03134154706629403
0.34710743801652894,0.38235294117647056,-0.018691588785046728,0.0,-0.07692307692307693,0.10945363048166784,-0.03790281390680492,0.14549602018040983,0.08921221633911036,0.0807847552406111,0.1223351999214068,0.006787644410259131,-0.0068624702961711396,-0.020582507922540298,0.33211813701696213
0.3702479338842975,0.3615916955017301,0.013574660633484163,0.09569377990430622,-0.019138755980861243,-0.18169161155586494,-0.10549333257768427,-0.2451601899409943,-0.028365660221904766,-0.08545767753351668,0.042485318639889795,-0.012106779180908123,-0.14994725126909528,0.22432175310828983,-0.10544075513639178
0.343801652892562,0.3477508650519031,-0.004784688995215311,0.05970149253731343,-0.014925373134328358,-0.12808244387191753,-0.11306353692076303,-0.0931111383471587,0.041438603207792614,-0.15118697075051873,-0.05632855117391199,-0.008439260851106856,-0.21308232348766643,0.005051572902082917,-0.07935702093904745
0.34049586776859503,0.3633217993079585,0.024875621890547265,0.0380952380952381,-0.047619047619047616,0.14982778415614234,-0.019768918625902177,0.24239013805654594,-0.013764789117255026,0.004554345828300797,-0.028377036875620446,0.015917232615850496,-0.06548609458735037,-0.007402252309249652,0.018023620810393794
0.3421487603305785,0.35813148788927335,-0.014285714285714285,0.028985507246376812,0.0,-0.0478021978021978,-0.017671069708621926,-0.09568373567061302,-0.021713279129342455,-0.03274978560231093,-0.04984809818933041,-0.0037298539526526924,-0.1003017632515569,0.003636194116824391,-0.013139300417457448
0.36363636363636365,0.4117647058823529,0.06280193236714976,0.0,-0.07983193277310924,0.5011148272017837,0.20075773900904423,0.5122201856870365,0.23786681684966413,0.34946145544437096,0.12186827167743197,0.02947314306780194,0.3026895839201641,-0.023029229406554472,0.1769115949302816
0.3652892561983471,0.38235294117647056,-0.07142857142857142,0.13122171945701358,-0.01809954751131222,-0.23901098901098897,0.05172744099408172,-0.772844858564864,0.03697863834600676,0.028004731123529025,0.08465149873600578,-0.01283336002900073,0.08997888396852625,0.01809727031161929,-0.07263233302745395
0.38181818181818183,0.3944636678200692,0.04524886877828054,0.039473684210526314,-0.013157894736842105,0.10598677340758787,0.0908931556794254,0.3243545693875947,0.030146875466399714,0.0984339389809565,0.18834368973644738,0.004972936479973754,0.08839450905006016,-0.00485996151614184,0.01497389312821607
