date,open,high,low,close,volume
2009-01-14,7530,7890,7380,7790,6090645
2009-01-15,7450,7540,6930,6950,6845082
2009-01-16,7140,7160,6790,6950,6432549
2009-01-19,7030,7240,7020,7120,4471606
2009-01-20,7010,7070,6910,7030,3876240
2009-01-21,6660,7200,6660,7200,3851852
2009-01-22,7300,7370,6940,7020,9850954
2009-01-23,6950,7080,6750,6750,5356392
2009-01-28,6980,7620,6950,7520,9718553
2009-01-29,7720,7880,7630,7700,8745955
2009-01-30,7540,7920,7450,7870,7581011
2009-02-02,7890,8240,7770,7900,7115616
2009-02-03,7930,8210,7840,8010,6591042
2009-02-04,8380,9010,8300,8950,14811366
2009-02-05,8870,9160,8750,8770,10566544
2009-02-06,9050,9200,8760,9050,7682701
2009-02-09,9140,9140,8470,8560,8436585
2009-02-10,8690,8760,8380,8500,7055732
2009-02-11,8220,8710,8180,8460,7062639
2009-02-12,8540,8620,8100,8100,6756854
2009-02-13,8200,8490,8090,8400,5707117
2009-02-16,8310,8540,8290,8450,3867981
2009-02-17,8380,8400,7710,7800,4802043
2009-02-18,7730,7980,7590,7760,4458525
2009-02-19,7810,7970,7600,7600,4429432
2009-02-20,7500,7560,7130,7210,4656299
2009-02-23,7240,7710,7230,7700,5075321
2009-02-24,7320,7520,7300,7300,4179732
2009-02-25,7750,8090,7400,7400,8351854
2009-02-26,7460,7660,6580,6710,35888150
2009-02-27,6710,6900,6550,6710,8294823
2009-03-02,6750,6750,6390,6390,6229236
2009-03-03,6100,6620,6100,6550,8363646
2009-03-04,6590,6760,6500,6750,6515973
2009-03-05,6920,6930,6550,6550,5828298
2009-03-06,6440,6670,6400,6500,4500875
2009-03-09,6590,6640,6320,6330,8089517
2009-03-10,6300,6780,6270,6610,8138219
2009-03-11,6900,7190,6820,7110,11395788
2009-03-12,7090,7250,6980,7080,7178888
2009-03-13,7250,7560,7160,7370,9309974
2009-03-16,7460,7830,7440,7500,8677095
2009-03-17,7700,8000,7680,8000,8684303
2009-03-18,8250,8250,7760,7870,8533345
2009-03-19,7990,8000,7500,7520,10060053
2009-03-20,7550,7700,7510,7700,4702581
2009-03-23,7850,8120,7800,8080,8344058
2009-03-24,8240,8260,8010,8180,6652120
2009-03-25,8120,8180,7970,8100,5107740
2009-03-26,8170,8480,8110,8420,13682048
2009-03-27,8570,9070,8470,8490,16489312
2009-03-30,8570,8720,7900,8050,9338571
2009-03-31,8200,8780,8170,8530,11754927
2009-04-01,8570,8970,8540,8950,12295980
2009-04-02,9230,9420,9200,9220,10995274
2009-04-03,9550,9640,9250,9590,11910291
2009-04-06,9720,9830,9510,9540,9375955
2009-04-07,9520,9790,9340,9620,7641052
2009-04-08,9430,9550,9100,9150,6978264
2009-04-09,9250,9690,9240,9690,7939150
2009-04-10,9990,10050,9580,9690,8018429
2009-04-13,10100,10350,9950,10150,10455631
2009-04-14,10250,10300,9830,10150,7032295
2009-04-15,9920,10050,9610,9990,4640694
2009-04-16,10150,10200,9700,9700,6508228
2009-04-17,9840,9940,9500,9510,5279549
2009-04-20,9530,9810,9370,9800,4078212
2009-04-21,9550,9830,9550,9590,4176978
2009-04-22,9720,10250,9610,10150,7813643
2009-04-23,10400,11000,10200,10700,13783771
2009-04-24,10550,10850,10200,10250,8142983
2009-04-27,10650,10850,10350,10500,6261593
2009-04-28,10550,10650,9960,10150,5095910
2009-04-29,10300,10700,10050,10700,4801108
2009-04-30,10750,11300,10650,11250,9384882
2009-05-04,11600,11850,11250,11350,6982951
2009-05-06,11500,11500,11050,11350,4967634
2009-05-07,11500,11500,11100,11100,4226299
2009-05-08,10950,11300,10800,11300,4815709
2009-05-11,11300,12100,11200,12100,10845490
2009-05-12,12000,12500,11850,12300,7875653
2009-05-13,12200,12300,11900,12250,3863324
2009-05-14,11850,12850,11800,12400,9024223
2009-05-15,12600,12950,12300,12500,5250671
2009-05-18,12500,13200,12500,13100,6501976
2009-05-19,13350,13650,13250,13500,6023800
2009-05-20,13500,13700,12850,12900,7204333
2009-05-21,12600,12700,12000,12450,14496292
2009-05-22,12250,12600,12000,12100,6196171
2009-05-25,12000,12750,11650,12750,8300647
2009-05-26,12650,12750,12000,12100,6166326
2009-05-27,12350,12400,11400,11550,6788576
2009-05-28,11450,12200,11300,12200,5666213
2009-05-29,12400,12500,11900,11950,4971555
2009-06-01,12050,12300,12000,12200,3807338
2009-06-02,12550,12900,12200,12400,7086859
2009-06-03,12650,12700,12200,12400,3398746
2009-06-04,12350,12750,11800,11800,7062132
2009-06-05,12100,12100,11650,11900,2740739
2009-06-08,11950,12100,11500,11550,3147708
2009-06-09,11700,11800,11200,11300,3421291
2009-06-10,11400,11950,11250,11950,3859510
2009-06-11,11950,12450,11800,12250,5203570
2009-06-12,12300,12500,12150,12400,3199381
2009-06-15,12400,12550,12100,12300,1934611
2009-06-16,12050,12200,11800,11850,2524139
2009-06-17,11800,12700,11800,12500,8225266
2009-06-18,12550,12850,12400,12600,5864057
2009-06-19,12900,13200,12850,13200,7733024
2009-06-22,13150,13400,12850,13350,4412361
2009-06-23,13000,13250,12850,12850,4533965
2009-06-24,13000,13200,12650,13200,2696851
2009-06-25,13250,13400,13050,13150,3964460
2009-06-26,13200,13300,12650,13000,3638498
2009-06-29,13150,13600,13050,13100,5914741
2009-06-30,13300,13300,12550,12600,6730548
2009-07-01,12550,12650,12250,12450,6006525
2009-07-02,12750,12900,12600,12700,4644519
2009-07-03,12400,13000,12400,13000,3954322
2009-07-06,13050,13500,12800,13500,6045199
2009-07-07,13450,14000,13300,13900,8141365
2009-07-08,13850,14450,13750,14450,8826984
