date,open,high,low,close,volume
2004-04-01,7910,8060,7850,8050,665049
2004-04-02,8100,8190,8000,8140,913610
2004-04-06,8230,8320,8160,8200,1601420
2004-04-07,8250,8250,8080,8100,1080898
2004-04-08,8130,8180,8090,8090,693824
2004-04-09,8080,8090,7980,8000,690647
2004-04-12,8000,8210,8000,8120,1368765
2004-04-13,8260,8440,8200,8290,2504115
2004-04-14,8200,8400,8150,8400,1956430
2004-04-16,8380,8380,8210,8220,1178392
2004-04-19,8200,8390,8200,8300,1375222
2004-04-20,8310,8340,7990,8110,2623857
2004-04-21,8000,8520,8000,8500,3618279
2004-04-22,8560,8620,8420,8600,2236577
2004-04-23,8750,8970,8740,8950,2367691
2004-04-26,8920,8930,8550,8550,822359
2004-04-27,8640,8670,8390,8470,741953
2004-04-28,8490,8600,8350,8350,627748
2004-04-29,8240,8370,8030,8150,1278035
2004-04-30,7910,8180,7910,8110,1194755
2004-05-03,8150,8280,8120,8260,750361
2004-05-04,8360,8420,8220,8280,747798
2004-05-06,8250,8340,7960,8040,1129924
2004-05-07,7990,7990,7780,7870,1433510
2004-05-10,7600,7720,7100,7300,1513661
2004-05-11,7270,7650,7150,7640,983169
2004-05-12,7700,7900,7700,7850,847555
2004-05-13,7890,7900,7640,7770,541935
2004-05-14,7710,7790,7050,7300,799988
2004-05-17,7150,7350,6590,6600,810966
2004-05-18,6370,6770,6300,6650,1519704
2004-05-19,6870,7190,6730,7190,1087840
2004-05-20,6960,7260,6860,7110,951279
2004-05-21,7110,7440,7000,7440,987685
2004-05-24,7480,7600,7420,7550,679772
2004-05-25,7360,7400,7200,7300,513072
2004-05-27,7430,7440,7260,7340,943432
2004-05-28,7350,7520,7290,7520,767960
2004-05-31,7420,7640,7350,7630,758129
2004-06-01,7600,7710,7550,7630,573795
2004-06-02,7550,7600,7400,7450,612252
2004-06-03,7450,7460,6850,6920,1847120
2004-06-04,7000,7000,6820,6960,741450
2004-06-07,6950,7270,6950,7200,1374633
2004-06-08,7200,7330,7120,7280,1293504
2004-06-09,7380,7530,7230,7280,1994521
