"close_lastclose_ratio","volume_ma15_ratio","trsrange_ratio","b_middle5_ratio","ema5_ratio","adx5_ratio","aroonup5_ratio","willi5_ratio","cmo5_ratio","ppo5_ratio"
-0.1617601487,-0.1940107379,0.0198412698,-0.1842191345,-0.1887829683,-0.1105748541,-0.2,0.0237306843,0.0380858967,-0.0036278153
-0.2178062901,-0.0781900493,0.0267857143,-0.272599246,-0.3128518287,0.3526033085,0,-0.0001238989,0.0133024997,0.0016929195
-0.1839226257,-0.0957428529,-0.0698757764,-0.4211916611,-0.3666064942,0.3461917061,0,0.0040994817,0.0050458266,0.0052365265
0.1301907969,-0.0418298261,0.0510204082,-0.1582065275,-0.1360103221,0.3131603451,0,-0.0168338064,-0.0079372931,-0.000493572
-0.1291759465,-0.0106809473,-0.0198412698,-0.3076089929,-0.2018117555,0.2158254967,0.2,0.0123137417,0.0064539336,0.0033921949
0.3161776495,0.056549712,0.078125,-0.0499565978,0.1353020847,-0.2580561773,-0.2,-0.038736903,-0.0205531658,-0.0016366922
-0.2737570799,-0.1843840386,-0.0388198758,-0.0800195858,-0.1479898705,-0.237976303,0,0.0713886986,-0.1525212704,-0.0026115022
0.0927851544,-0.1527164302,-0.0694444444,0.0701421403,-0.0194242352,-0.1126986214,0.6,-0.0175910596,-0.0097672075,-0.0079256214
0.1476296532,-0.0381544887,0.0974025974,0.0800374155,0.1144253572,-0.0366084568,0.1333333333,-0.0158174156,-0.0302964981,-0.0074166822
-0.3292336802,0.0172334577,0.0105042017,-0.0299606251,-0.2097639755,-0.2420297494,-0.04,0.1358757707,-0.0944352916,-0.0158285552
-0.055984556,-0.0367049167,-0.0694444444,-0.2298514962,-0.1884039314,-0.0089222735,-0.05,-0.0044675707,0.0031914134,0.2961029951
-0.0374495561,-0.051174671,-0.0649350649,-0.1004496423,-0.1582133566,-0.0071706684,-0.0666666667,0.0037527594,0.0020329629,0.0017623859
0.0563015693,-0.1432858116,0.1275510204,-0.1208098388,-0.057602128,-0.3882202015,-0.1,-0.0052773179,-0.0061916856,0.0148520196
0.056110932,-0.0776962451,-0.0148809524,-0.1716089999,0.0098753895,-0.2821561782,-0.2,-0.0118704657,-0.009514022,0.010274409
0.0932026354,-0.0485935094,-0.0324675325,0.0608002574,0.0871108865,-0.2639662481,0,-0.0410985586,-0.02996131,-0.0022749714
0.3521891978,0.2281726342,0.2976190476,0.2833508503,0.3633461874,0.8578215246,1,-0.0143197397,0.1159295661,-0.0149329599
-0.108903145,0.0022964132,-0.037202381,0.2413491069,0.1445684316,0.4035738765,-0.04,0.0821192053,-0.008707245,-0.1113445453
-0.2192471255,-0.0033963051,0.0093984962,0.0900220341,-0.094561843,0.3130874473,-0.05,0.0771021473,-0.0249733719,0.0118825005
-0.1110933759,-0.0534500071,-0.0982142857,0,-0.1586994401,-0.2308058424,-0.0666666667,0.0102487043,0.0312084414,0.0056164962
0.5032942311,0.2738973577,0.376984127,0.2196135576,0.3252383232,0.3222821375,-0.1,-0.0524092259,-0.0484545799,0.003851986
-0.958827199,1,0.1977040816,-0.4966923684,-0.6253195339,-0.1813625973,-0.2,0.7543046358,-0.0401404092,-0.0154059287
-0.0384042377,0.276077412,-0.1119854722,-0.4620683545,-0.4552274212,-0.0822864952,0.6,-0.002405615,0.0007932297,-0.2300711818
0.0769868923,-0.0635006681,-0.0649350649,-0.3044823018,-0.2416747478,-0.0994128276,-0.0666666667,-0.0040208136,-0.003915215,0.0098996011
-0.0191577209,-0.1315670868,-0.0892857143,-0.2554676269,-0.1783862486,-0.0140719416,-0.1,0.0010825267,0.000763431,0.0039987047
-0.4794973545,0.2940324964,0.5867346939,-0.7913426957,-0.5300690547,0.4167615403,-0.2,0.0077425676,0.0145832628,0.0127639079
0.3160224757,0.2630463122,0.0178571429,-0.0836924326,-0.0916962795,0.3602704645,0,-0.0333898226,-0.0117113211,-0.0029317082
-0.290726817,-0.0816878294,-0.0974025974,-0.2201028926,-0.3112648179,0.2432247915,0.2,0.042218543,0.0143211503,-0.0020943131
0.0986394558,-0.0749558291,0.0357142857,-0.2106544222,-0.1250823238,0.2272049653,-0.2,-0.0127639445,-0.0054892826,-0.0009293677
-0.0980557904,-0.0709590485,-0.0793650794,-0.2539768471,-0.1678200772,0.1627750467,0,0.004339128,0.0046790726,-1.56527837907435E-05
0.0591836735,-0.0699845114,0.1964285714,0.0425702679,-0.0616079344,0.1524259849,0,-0.0190739423,-0.0047989341,-0.008789221
0.1769191662,-0.1317865641,-0.0680272109,-0.0318974592,0.1112210759,-0.0441427085,1,-0.0384296994,-0.0182429219,-0.0011684498
0,-0.0844134324,-0.0274725275,0.1276805406,0.0739558019,-0.1304558802,0,0.0446448961,-3.29470953542217E-17,-0.0084458128
-0.0583501006,-0.0938194586,-0.0649350649,0.0424394991,-0.0013466142,-0.0959406608,-0.04,0.0281456954,0.1661044675,-0.0126867499
-0.136631331,-0.1536787432,0.1020408163,0.021199712,-0.1188881064,0.0008498378,-0.05,0.0437821928,0.0358312273,-0.0610154827
0.0590430947,-0.166004513,-0.0487012987,0.0211897075,-0.0287711202,0.0561915249,-0.0666666667,0.0068688899,-0.0085662342,-0.0017363034
0.1765004227,0.0611102439,0.1785714286,0.0211797123,0.1330314995,-0.3639222846,-0.1,-0.0389709628,-0.0381547152,0.0048248828
0.5045165607,0.3448909786,0.15625,0.2963761723,0.5268167546,0.0631247342,0.8,-0.0311399183,0.0500291847,0.0117911774
-0.2071428571,0.0952022415,-0.0416666667,0.2103090871,0.1637240197,0.092914841,0,0.1981023943,-0.0108257273,0.0068380242
-0.1716258425,-0.1288909919,-0.0621118012,0.1883957627,-0.0406111799,-0.2364186258,-0.04,0.0253311258,-0.0167666801,0.004808356
0,-0.0392842704,0.0238095238,0.1563404948,-0.0270997533,-0.1312213093,-0.05,0.0034464117,-1.14326563334617E-17,0.0030063895
0.2312292359,0.0128218073,0,0.1869576271,0.1813643473,-0.0930860237,-0.0666666667,-0.0100936287,0.1672680465,0.0031151184
0.0190039318,-0.0205808203,-0.0735294118,-0.0724042688,0.13695124,-0.0782066793,-0.1,-0.0033112583,0.001267635,-0.005822463
0.1328751432,-0.0052531056,0.0535714286,0.1139619038,0.2064940884,0.1283531246,-0.2,-0.0474958609,0.0081753492,-0.0023562832
-0.1318181818,-0.146790157,-0.0549450549,0.1343412822,0.022072999,0.0963338672,0.8,0.216505349,-0.0120212016,-0.0015438724
-0.303714613,0.1123572844,0.1984126984,-0.0309093553,-0.2478562179,-0.1965382291,-0.05,0.0889046568,-0.0484492926,-0.0059170979
0.1353558926,-0.1238561195,-0.0563909774,-0.0824817269,-0.0506581788,-0.1748778112,-0.0666666667,-0.0157615894,-0.0154382816,-0.0133253503
0.0767195767,-0.1371754703,-0.0549450549,-0.0516459513,0.0322881151,-0.1537033169,-0.1,-0.0125091979,-0.0438310676,0.0054955958
-0.5154707044,0.0591667674,0.3968253968,-0.4033023063,-0.4243313489,0.3966606448,-0.2,0.0507995477,-0.1530026493,-0.1027541785
-0.3349753695,0.0781458616,-0.0738916256,-0.5113057204,-0.569227838,0.3997787695,0,0.002886738,0.0066491803,0.0243734472
0.221220527,-0.0914066306,-0.0210084034,-0.2322101039,-0.1986673182,0.2653549797,0,-0.0140728477,-0.0091958489,0.003051893
0.1389221557,-0.1754575139,-0.0714285714,-0.2334172453,-0.0141999169,-0.0096809369,0.2,-0.011940598,-0.0101780084,0.0019302459
0.0984051578,-0.1174827027,0.0396825397,-0.2239716846,0.0754588205,-0.1554022393,-0.2,-0.0131965165,-0.0153948395,0.0019706766
-0.0782594029,-0.23174376,-0.0649350649,0.0214375699,-0.0176060274,-0.1772399512,0,-0.0264273266,0.0625075251,-0.0043414373
-0.2358922217,-0.0004180564,0.2551020408,0.0749956885,-0.2152965826,0.1494556339,0.8,0.1272674921,0.0370798519,-0.0081573
-0.2991232594,0.0892248923,0.0735294118,-0.2032202982,-0.3999797964,0.2569396122,-0.05,0.0002233785,0.0104846591,-0.000802719
0.0203081232,-0.1191685785,-0.1339285714,-0.2686108525,-0.2519520465,0.1159452759,-0.0666666667,-0.0017057997,-0.0012747432,0.0010254298
-0.0202832663,-0.1183314296,0.1488095238,-0.3350820157,-0.186269796,-0.0136803443,-0.1,0.001759106,0.0005511717,0.0030487616
-0.0406162465,-0.0927903482,-0.0324675325,-0.3158206919,-0.1594923336,0.0122238221,-0.2,-0.0032220661,0.0012159848,0.0077797179
0.2442962443,0.0158122744,0.2182539683,-0.0548375551,0.1026814379,-0.3598567446,1,-0.0337748344,-0.0179259276,0.002023934
0.2808716707,0.0894714008,0.0089285714,0.2635421282,0.3120152195,-0.1466742101,0,-0.0339403974,-0.2042169526,-0.0064741632
0.0394557823,-0.0462084381,-0.119047619,0.2729211652,0.2410759331,-0.0685655463,0,0.0083676392,0.0023906734,-0.0124212698
0.1574482525,-0.0022772436,0.0765306122,0.3689303198,0.2973140558,0.0059708508,0,-0.0562913907,0.0078768682,-0.0665908989
-0.2729411765,-0.0238057985,0.25,0.2367741568,-0.0421137685,-0.3271156504,0,0.2082781457,-0.0186829307,0.017093565
0.2775119617,0.0144447432,-0.0595238095,0.2569441494,0.211091218,-0.314517726,-0.04,-0.0358217941,0.6154070392,0.0047064851
-0.1754621849,-0.1064764222,0,0.0106450901,-0.0129766964,-0.3000721971,-0.05,0.1372102649,-0.0157215671,-0.0029637561
-0.0985221675,-0.0679626334,0,-0.0638554019,-0.0936881469,-0.1557578051,-0.0666666667,0.0187637969,-0.0452365585,-0.0048214732
0.0594668489,-0.0733345516,0.0334821429,-0.1172349611,-0.0114631384,0.3282421056,-0.1,-0.016693309,-0.0230916785,-0.009855659
0.1777626426,-0.1037805563,-0.0469924812,0.1282274824,0.1457934852,-0.0716191045,-0.2,-0.0349521707,0.2877360926,-0.00550956
0.0977088949,-0.0844962866,-0.0765306122,0.0319655838,0.1818213613,-0.2225981639,1,-0.0381977294,0.0082422222,-0.0172132557
0.0777089265,-0.0918528893,0.0446428571,0.1703618311,0.1883801853,0.0875507983,0,-0.0070364238,0.0043625622,-0.2454794438
0.5414235706,0.474923591,0.3214285714,0.5197610477,0.5967083964,0.8350202301,0,-0.0562913907,0.0132786465,0.0640041158
0.4681194512,0.5471515921,-0.0191326531,0.7445049736,0.8077139851,0.6246500671,0,0,0.0026980763,0.0192335407
-0.0182103611,0.1118395851,-0.0214285714,0.6292121287,0.5122251552,0.1630097365,0,0.041569027,-0.000754697,0.0051368401
-0.0364607889,0.0793652832,-0.0324675325,0.5493098018,0.3052266254,0.1203360592,-0.04,0.0405059743,-0.0018468937,0.0040459512
-0.0730823752,-0.0632649639,-0.0694444444,0.462275189,0.1380414648,0.0906668966,-0.05,0.0739829707,-0.0044213344,0.001829582
0.0183515267,-0.0821747097,0.0324675325,0.1889939769,0.1076830635,0.1087441807,0.1333333333,0.0714066716,0.0004619746,-0.0018634488
-0.0916561315,0.0408622246,0.1098901099,-0.1089589435,-0.0079431551,-0.3792236343,-0.04,0.0135875771,-0.0082077956,-0.0054311208
-0.1474654378,0.0280174087,-0.0170068027,-0.1787301685,-0.1326035888,-0.326095745,-0.05,0.0219301876,-0.0186252775,-0.0077065393
0.1301907969,-0.1031387692,-0.0469924812,-0.0897222271,0.0230626125,-0.3522360359,-0.0666666667,-0.0171321624,0.5766872265,-0.0115019489
-0.2583518931,-0.0844953915,0.012755102,-0.1897928391,-0.2079909678,-0.1218415524,-0.1,0.0492549669,-0.0370834176,-0.0394027301
0,-0.0738508859,-0.0119047619,-0.2006299826,-0.1393356426,0.3058922365,-0.2,-0.0195977434,0,0.0168312478
0.0937297996,-0.1592871995,-0.0510204082,-0.1007652381,-0.01277292,-0.1029556693,0,-0.0188704094,-0.0181714494,-0.0001750407
-0.1491242166,-0.1385596745,0.0892857143,-0.1009918806,-0.1372280239,-0.2423463271,0.2,0.0346408558,0.5059017393,-0.0016799559
0.1880979407,0.0870401838,0.2619047619,-0.0708536814,0.0696249505,0.3688141086,-0.2,-0.0470181629,-0.0262042767,-0.0004537053
-0.1487894821,-0.1593221214,-0.111003861,-0.0101379522,-0.0825723784,0.248074401,0.8,0.1125827815,-0.0477738656,-0.0044448727
0.1126031387,-0.0660941302,0.0382653061,0.0507012083,0.0417173761,0.2832562679,-0.05,-0.0281456954,-0.0257504438,-0.0085263654
-0.2236863249,-0.1061064389,0.0105042017,-0.1215456533,-0.165770749,0.2108160463,-0.0666666667,0.1125827815,-0.1180618967,0.0014699636
-0.1322690992,-0.1411454923,-0.0595238095,-0.1117192696,-0.2242870915,0.2105762811,-0.1,0.0218910964,0.0095860985,0.0006963235
0.1714285714,-0.0957431382,0.1041666667,-0.1221795649,-0.0038154928,-0.280061899,-0.2,-0.0130929605,-0.0149980879,0.0031951709
0.1319681456,0.0032390586,-0.0187969925,0.0306282334,0.1114063647,-0.2616779295,0,-0.0421311341,-0.0440836858,-0.0021188576
0.2057400838,0.1129301127,0.0105042017,0.0816196139,0.2526799362,-0.1287167273,1,-0.0182119205,0.0401194444,-0.0018432142
-0.2401656315,-0.1736313049,0,0.0712875778,-0.0423715417,-0.1625945457,-0.04,0.2439293598,-0.0207464304,-0.0129782942
-0.1499676794,-0.0918347569,-0.0198412698,0.06100678,-0.1575350048,-0.2731238059,-0.05,0.0462393567,0.1054480087,-0.0557689359
0.0756686236,-0.1176829202,-0.078125,0.0101540005,-0.0405423924,-0.2541378993,-0.0666666667,-0.0093818985,-0.011245316,0.0178050122
-0.0188311688,-0.0390845534,0.0992063492,-0.0710619332,-0.0432860651,0.0362592975,-0.1,-0.0011258278,0.0063733303,-0.0065539674
0.1131155534,-0.1531115462,-0.0510204082,-0.1220135601,0.0686053321,-0.0801849504,-0.2,-0.017469742,-0.0353434957,-0.0218639154
0.0374495561,-0.1461948207,0.0357142857,0.0305865055,0.0781093534,-0.287692749,0,-0.0388008515,0.0130304813,0.0130834109
-0.1868255758,-0.0630880784,0.0446428571,0.0101885614,-0.1099542224,0.0137191423,0,0.1807249913,-0.0428023484,0.009088712
0.0377911712,-0.0441874993,-0.0595238095,-0.01018625,-0.0410213577,0.0108985441,0.6,-0.0093818985,-0.0082240469,0.0023422966
-0.3959044369,0.2580225072,0.1964285714,-0.2139597894,-0.3686312793,0.82803054,-0.0666666667,0.0506622517,0.0727826384,0.0144443618
0.0772560773,-0.0857857621,-0.0680272109,-0.2354589084,-0.182318119,0.5298988161,-0.1,-0.011589404,-0.0055921755,0.0061013526
-0.211468346,-0.0389935321,0.0549450549,-0.3704871977,-0.3031346745,0.4397159752,-0.2,0.0073237612,0.0080512372,0.0157171454
-0.0778915562,-0.0422382588,-0.0630252101,-0.311307997,-0.2698389342,0.2962124425,0,0.0046909492,0.0016960449,0.0064292678
-0.2152133581,-0.0086110952,0.0324675325,-0.4493233824,-0.3645421967,0.275459143,0,-0.0013608908,0.0035025292,0.0063187342
-0.019822283,0.0169585319,-0.0549450549,-0.2427651087,-0.2619350335,0.1930619142,0,0.0012976553,0.0002388568,0.0002991436
-0.2183062447,0.1455857539,0.0992063492,-0.4032705327,-0.3619146332,0.1714348783,0,0.0002912341,0.0022387184,0.0017149254
-0.100554785,0.0873547434,-0.0382653061,-0.3426739049,-0.3286923098,0.1360008065,0,-0.001477649,0.000695326,-0.0002575267
0.040467469,0.0089571607,-0.0162337662,-0.2805637449,-0.1864093974,0.1031929318,0,-0.0072535186,-0.0027746483,-0.0002888177
-0.0807377762,0.1055630726,0.1071428571,-0.2063165204,-0.1939336023,0.088171069,0,-0.0057631662,0.0011355301,-0.0023255888
0.0811330652,0.093307468,-0.0558035714,-0.1527244561,-0.0604433319,0.0674818777,0,-0.0144834613,-0.006691124,-0.0010012557
0.0605533322,0.0748152269,0.0162337662,0,0.011795338,-0.0767220368,0,-0.0358857616,-0.0072080436,-0.0047768662
-0.020110957,0.0418380097,0.0446428571,0.0437844857,-0.0095163939,-0.3629950266,1,0.07958438,0.0021702708,-0.006452796
-0.4027078632,0.4468548081,0.0714285714,-0.196838242,-0.3539785784,-0.1364602556,-0.04,0.0569806731,0.0208419342,-0.0023099121
-0.3301903576,0.3019878662,0,-0.3295082444,-0.5183657926,0.0158048335,-0.05,-0.0036122818,0.0028873539,0.0039586713
-0.0421129062,-0.0132983022,-0.0765306122,-0.3983330812,-0.3852811566,0.0125420886,-0.0666666667,0.0022516556,0.0002394317,0.0063583893
-0.0422202002,-0.0193448553,-0.0148809524,-0.4577177012,-0.2949818522,0.0223379053,-0.1,0.0021650535,0.0002627863,0.0085287791
-0.3174603175,0.1392875637,0.1948051948,-0.6203352061,-0.4683871614,0.1092334637,-0.2,-0.0067316447,0.0014453474,0.0081496531
0.0431547619,0.0186192123,-0.0698757764,-0.3774153523,-0.2792549923,0.0855140659,0,-0.0074503311,-0.0023225621,0.0014798446
-0.1291280148,-0.096284502,-0.0255102041,-0.2652768488,-0.297446357,0.0655338669,0,0.008621204,0.000939281,-0.0004829013
0.0650710546,-0.0870221806,-0.0297619048,-0.2088418144,-0.1442682828,0.0612949925,0,-0.0079411069,-0.0042128804,-0.0014681585
0.2808716707,-0.1065486057,0.1428571429,-0.0349696185,0.1444280057,-0.273558074,0,-0.0471981661,-0.0171244563,-0.0035934641
-0.3824175824,0.2649304899,0.119047619,-0.0699937492,-0.2365159912,-0.3460503566,1,0.3522751549,0.1052806177,-0.0060054737
-0.3262092238,0.2791962033,-0.0476190476,-0.268728278,-0.4371509296,-0.1332546718,-0.04,-0.0008935141,0.0074936222,-0.0018707302
0.1996557659,0.1380348583,-0.0324675325,-0.0940334871,-0.1255521991,-0.1144331474,-0.05,-0.0120624409,-0.0090397353,-0.0033164874
0.5699168556,0.132296702,0.0992063492,0.1766828047,0.4053583617,-0.2106238523,-0.0666666667,-0.0443507927,-0.0314593701,-0.0093260409
0.2542930216,-0.0170717479,-0.0255102041,0.1642576068,0.4914323395,-0.045501924,0.3,-0.0562913907,0.0139213172,-0.0111568368
0.0417416337,0.0009138671,0.0520833333,0.3974573453,0.3607788652,0.083103665,0,0.0492549669,0.0013190425,-0.0817424482
-0.0832735104,-0.1249075284,-0.0979262673,0.5214308528,0.1653996409,0.0637622453,-0.04,0.0337748344,-0.0059141204,0.0346960247
0.5230880231,0.1939643082,0.1785714286,0.6987143867,0.5650605398,0.2316610652,0.05,-0.0412133396,0.0220348682,0.0111248418
0.1014163315,0.804535276,0.2423469388,0.4511528772,0.4616743634,0.2945542227,0,0.4069524556,0.0014031223,0.0022935508
-0.2822384428,0.0120994616,-0.0811688312,0.1563327186,0.0555750895,0.2046869927,-0.04,0.0217385452,-0.0122850851,-5.82897575198311E-05
-0.0615275813,-0.1477831666,-0.0992063492,0.1001509073,-0.0162717552,0.087663639,-0.05,0.0122030288,-0.0066347517,-0.0021904538
-0.1029281278,0.0056537626,0.1004464286,0.0888249062,-0.0996754772,-0.2420517189,-0.0666666667,0.0011693268,-0.0177157901,-0.0036748139
-0.3521428571,-0.1018734307,-0.0428571429,-0.376760529,-0.3693076894,-0.2211225973,-0.1,0.0151897404,-0.6580144882,-0.0118157193
-0.126984127,-0.1047785151,0.0093984962,-0.5028732092,-0.3561044886,-0.3392830514,-0.2,0.0002568853,0.0051337798,-0.0376799654
0.0213274499,-0.1710896627,-0.0714285714,-0.3390459861,-0.2212777729,-0.353945091,0,-0.0038262841,-0.0016797033,0.0150927613
0.1278002203,-0.1372938507,0.0148809524,-0.2391379133,-0.0390553118,-0.3121659292,0,-0.017017017,-0.0113244412,0.0053792997
-0.2747813411,-0.0609054307,0.0686813187,-0.3320063011,-0.2629354926,-0.1382911052,0.2,0.0203405866,0.0330426795,0.0050290615
-0.0859736891,-0.1670705128,-0.0892857143,-0.1845404165,-0.2497041381,-0.0762556486,-0.2,0.0050036792,0.0029079417,-0.0017640765
0.3456882101,-0.1172893961,0.1785714286,0.0694882488,0.1276075088,-0.104376799,0,-0.0453255354,-0.02044554,-0.0058785407
-0.1904761905,-0.156500082,-0.0396825397,-0.0462539172,-0.0806546712,-0.0882298392,0.2,0.1266556291,-0.1097441322,-0.004685964
-0.1926910299,-0.1064125393,-0.0255102041,-0.2199326661,-0.2196566656,-0.1556217107,-0.2,0.0265454384,0.0186755542,-0.0004307341
0.1083099907,-0.0776740404,-0.0148809524,-0.0116323809,-0.0546140301,-0.3739259711,0.4,-0.0140728477,-0.009178661,-0.0073698831
-0.107606679,-0.1113115518,-0.0324675325,-0.0232707904,-0.1291504288,-0.37021951,-0.1,0.0187637969,0.0120535984,-0.0067288784
0.1516339869,-0.0793238561,0.0595238095,-0.1280557146,0.0438040641,0.0171213184,-0.2,-0.0209813365,-0.0161996934,0.0139562873
-0.1502590674,-0.0742650837,-0.0446428571,-0.1050725197,-0.100858518,-0.2833869549,0,0.0262693157,0.0830399342,0.0022470433
-0.1299719888,-0.0079756521,0.0595238095,-0.0702126507,-0.1791153182,1,0.6,-0.0035182119,0.0112140113,-0.0050381761
-0.0218332392,-0.0642351403,0.0297619048,-0.1406452313,-0.1386081272,0.6435709914,-0.0666666667,-0.001443369,0.0011824076,0.0062574923
-0.0437240859,-0.094760534,-0.1020408163,-0.1058153734,-0.1302211555,0.3869826579,-0.1,0.0059254096,0.0024801093,0.0028969538
0.0219198791,-0.0846498548,0.2976190476,-0.1767755516,-0.0682629214,0.4987321933,-0.2,-0.014474929,-0.0029697657,0.0014559498
-0.1751273825,0.0054303442,-0.0558035714,-0.1893058871,-0.1963431335,0.3392827273,0,0.0227140699,0.0108799215,0.0023116502
0.0442494755,-0.099824068,-0.0324675325,-0.095053697,-0.0936331043,0.2514965184,0.2,-0.0094991722,-0.0047719231,0.0005966185
-0.022065817,-0.0603937863,0.0396825397,-0.0952553489,-0.0815317108,-0.163873779,-0.2,0.0017870283,0.0014015931,-0.0010527051
0,-0.153324665,-0.0324675325,-0.0715933937,-0.0544578887,0.0108859683,0.2,-0.0056291391,0,-0.0008476006
0.243047619,-0.0573795605,0.0793650794,0.0478051532,0.1730165978,-0.2090882445,0.8,-0.0476311768,-0.0292788884,-0.0058625262
0.0871034353,-0.065158152,-0.0686813187,0.1910172405,0.1907096826,0.0001515548,0,0.0303107489,0.010592156,-0.015431601
0.0216619981,-0.0660094815,0,0.178320056,0.1454507698,0.0286826607,0,-0.0020848663,0.0016545103,-0.1883955319
-0.1730697501,-0.0415916153,0.0446428571,0.0947278272,-0.0538362396,-0.3394377318,-0.04,0.1125827815,-0.0225887711,0.0124922484
-0.1748963438,0.2121113294,0,0,-0.186600837,-0.1426903022,-0.05,0.0703642384,0.0689253188,0.0026739521
0.1988571429,-0.0204406615,0.0714285714,-0.0236321001,0.0452943687,0.0505824615,-0.0666666667,-0.03049117,-0.0216167547,-0.0022915574
-0.0436664784,-0.0785455172,-0.0892857143,-0.0945781782,-0.0076263654,0.0394416168,-0.1,0.0102347983,-0.0315211875,-0.010641383
0.4159275335,0.3646462417,0.3316326531,0.1184722694,0.353991128,0.066394013,0.8,-0.0562913907,-0.2941098526,-0.0063394085
-0.1494845361,0.0393653821,-0.0803571429,0.1299765503,0.102854794,0.0796366923,0,0.0268187271,-0.0108681685,0.0060922485
0.1723945755,0.272497343,0.1623376623,0.3181124987,0.2180012628,0.3254203638,0,0.0081558549,0.0158570368,0.0400446906
-0.3625666483,0.1656421266,0.0340136054,0.0116990594,-0.1716840508,-0.2921734815,-0.04,0.0941228517,-0.0252366725,0.0012967435
-0.0436090226,-0.0710691101,-0.1285714286,0.011696012,-0.1522748282,-0.2749917546,-0.05,0.0053755742,0.0070096004,0.0036174829
0.0874481719,-0.089901716,0.0255102041,-0.1637015264,-0.0268933856,-0.3566883921,-0.0666666667,-0.0070364238,-0.0150101212,-0.0078656445
0.1522309711,-0.0378376869,0.1116071429,0,0.1133649544,-0.1091268433,-0.1,-0.0140728477,-0.1117237736,-0.0069504261
0.1077466097,0.4516208903,0.0824175824,-0.0352072583,0.1689199836,0.509702387,-0.2,-0.016619363,0.0140883425,-0.0327407873
0.1284606866,0.301895741,-0.0751879699,0.234899242,0.2239829399,0.3231833334,0.8,-0.0241248817,0.0084830167,-0.0207564107
0.084981685,-0.1131545316,-0.0162337662,0.3037797925,0.2227007878,0.2586536703,-0.05,-0.0255070364,0.0034807977,0.1020591398
-0.1056851312,-0.1253697211,0.0178571429,0.1972904708,0.0554871557,0.2009942843,-0.0666666667,0.0703642384,-0.0097807351,0.0175136438
0.1276361636,-0.0505357951,0.0811688312,0.1848728362,0.1474575579,-0.0412624645,0.3,-0.0162619573,0.0122459075,0.0043292883
-0.232211101,0.0045035587,0.0223214286,0,-0.1039467113,-0.2638770072,-0.04,0.1548013245,-0.0213709714,0.0006538323
0.0214101144,-0.0963938129,-0.119047619,-0.0575358663,-0.051065506,-0.2441854598,-0.05,-0.0037527594,-0.0143131988,-0.0052103515
0.1496774194,0.0391993962,0.119047619,-0.0230438748,0.094872551,0.1700366135,-0.0666666667,-0.0281456954,-0.3739257416,-0.0085260722
-0.2966751918,-0.0963947178,0.1964285714,-0.1268063905,-0.1942359488,-0.1376942013,-0.1,0.064333018,-0.0382808274,-0.0176563388
-0.1078869048,-0.1229443585,-0.1105442177,-0.2543310459,-0.2224056813,-0.0822070998,-0.2,0.0104243316,0.0091559672,0.3117788625
