"open_lastclose_ratio","volume_ma5_ratio","volume_ma10_ratio","atr5_ratio","natr5_ratio","ema5_ratio","dmi5_ratio","adx5_ratio","aroonosc5_ratio","slowk5_ratio"
0,-0.0741685617,-0.0827757344,-0.0829786998,-0.0808628557,-0.0811125748,-0.0004032456,-0.1199286338,0,-0.3089789814
0,-0.0370517448,-0.0643408303,0.1894494744,0.1715285321,0.1578848087,-0.0022852316,-0.4863443208,0.6666666667,0.193179977
-0.1151202749,0.0246331005,-0.0172814957,0.0372589974,0.0852594279,-0.1649091677,2.21039347419792E-16,-0.4861705048,-0.0333333333,-0.3747208116
0.1655294118,0.2153714159,0.1336401044,-0.0063105187,0.0062200055,-0.1930458422,1,-0.0109651087,-0.0833333333,-0.2450326669
-0.1192170819,0.0281512563,0.0281115931,-0.0879601685,-0.0915446586,-0.1651060475,0.0012434946,0.2509442127,0.0833333333,-0.3652736715
-0.0717857143,-0.063118724,-0.0303167188,-0.0749248089,-0.06063722,-0.2537936685,-0.0004425949,0.0526568694,0.0555555556,-0.5800673105
-0.1213768116,-0.0037042855,0.0197958466,-0.0632146062,-0.051006459,-0.2908933316,0.0013222958,0.346356304,0.0416666667,-0.6863440189
-0.1965770171,0.5205164756,0.5511783026,0.4198779331,0.5906391367,-0.7786913467,0.000900139,0.5294587123,0,-0.1409657222
0.0783116883,0.2085617842,0.2795498781,-0.0737377625,-0.0772850953,-0.5577059676,6.63243950389172E-05,0.3721116685,0,-0.2331588572
0.130859375,0.0479371459,0.1467132853,0.1081689216,0.0465582994,0.0529044504,-0.0015641983,-0.2509736512,-0.0666666667,0.3874619508
-0.1002493766,-0.2395166084,-0.1210086993,-0.0251370217,0.0021482453,-0.1548988197,-0.0011610681,-0.3573288303,0,0.3867278029
-0.1787801779,-0.2472107794,-0.1309004507,-0.0742249548,-0.0779083712,-0.1292724594,0.002677323,-0.1572426382,-0.0555555556,-0.1869978422
0.1536305732,-0.1974086193,-0.1334624387,-0.130593601,-0.1308094525,-0.1761020172,5.62496581930032E-19,-0.1344773994,-0.3333333333,0.2114858668
0,-0.0103731265,-0.0634599941,-0.1895956073,-0.2070584779,-0.1309534152,-5.62496581930032E-19,-0.113870079,0,-0.0159265345
0.2069498069,0.1567788743,-0.0321445184,0.0405115095,0.0055315981,0.1578650986,-0.0016350377,-0.3751528172,-0.0833333333,0.3514830324
0.1262562814,0.0546449571,-0.0658125835,-0.052158116,-0.0895634903,0.3232623944,0.0060492601,-0.005291834,0.5,0.8753025379
-0.0494464945,0.0250750899,-0.0662650214,-0.1735101453,-0.1859292776,0.1750758824,-8.10499940623911E-19,-0.0042426868,0.0416666667,0.5607010351
0.1240740741,0.194440558,0.1137888816,-0.0919640453,-0.1104509289,0.1792908476,0,-0.0034000731,-0.0333333333,0.5663841541
0,0.1486105395,0.1554164276,-0.0785669093,-0.0716065249,0.018232141,0.0001835512,0.036106605,0.0416666667,0.2980027422
-0.2739776952,0.1142009011,0.177839682,0.1192023225,0.1661825652,-0.1889198897,-0.0003748665,-0.0559468486,-0.0333333333,-0.1472575326
0,-0.0677789109,0.0167063892,-0.0834284604,-0.1087854585,-0.0129265666,-0.000874527,-0.2143583922,-0.2083333333,0.0284080537
0,-0.0884723979,-0.0055367095,0.0201862662,0.0202185477,0.0040293293,-0.0019063618,-0.4370191832,0,-0.0010954309
0.1254681648,-0.1214080245,-0.0598686011,0.1056885703,0.0707177424,0.2809645353,0.0267834123,0.2871175318,-0.6666666667,0.280267681
0,0.0363092589,0.0311102302,0.2126318971,0.1866389372,0.4613229529,0.0016147685,0.6939204458,0.0555555556,0.3452585899
0.3330177515,0.0808166815,0.0361482142,0.512941156,0.6200068642,0.043689255,0.0006226943,0.6820102843,0.0416666667,-0.0810036801
0.414684466,0.1375236278,0.0826163788,0.1629501264,0.0935203137,0.5468603521,8.40127117185571E-19,0.4262354892,-0.0666666667,-0.0519871124
-0.0464203233,-0.1472314328,-0.1090426695,-0.0570214158,-0.0303261666,0.1401474489,0,0.2901953038,0,-0.1230432988
0.1185141509,-0.2289148443,-0.1584765165,-0.0877851041,-0.0806432602,-0.0154875232,-0.0008760034,-0.0582988485,-0.0555555556,-0.2517596315
0,-0.1738104219,-0.1312262927,-0.0747660526,-0.0823550002,-0.0103302804,-0.0006689147,-0.1761270995,-0.0833333333,-0.2022512483
-0.0958283671,-0.0553996106,-0.071655882,-0.1761684582,-0.1822789672,-0.0913422216,-0.000259741,-0.1899120702,-0.1666666667,-0.0543101194
-0.0724759615,-0.020606727,-0.1000929881,-0.0960916418,-0.0914056037,-0.1578871527,-0.0015943366,-0.3892060929,-0.8333333333,-0.1665139905
-0.0487864078,0.2884371927,0.0740129103,-0.137522667,-0.1653435078,-0.0084934899,-0.0008332969,-0.4129798474,-0.0333333333,-0.0580432358
0.3865384615,-0.032571584,-0.06948689,-0.0453578381,-0.0772904831,0.1768515414,0.0105952881,0.0149014711,-0.0416666667,-0.0486798767
-0.0237308146,-0.0284115713,-0.043928396,-0.100411702,-0.1018001921,0.0567323691,0.0002699294,0.0706707251,-0.3333333333,-0.1321437466
0.1909738717,0.0348787664,0.0209733607,-0.0694105896,-0.0942571977,0.1584985901,0.0006038744,0.1979032508,0.0555555556,0.3061115071
0.0707746479,-0.085981724,-0.0252327493,-0.1116205821,-0.1229503597,0.1051174443,0.0002731622,0.2220068609,0.0416666667,-0.0156165424
0.1887323944,-0.0605206986,-0.0388881748,-0.0775143959,-0.0906726248,0.1057487727,0.0003766502,0.2696743874,0,0.064338015
0.1175438596,-0.1298586452,-0.0968177224,-0.0451831527,-0.0515723425,0.0821838676,-0.0004912974,0.0480294842,0,0.1576927326
0,0.0037168433,-0.0224236118,0.0046797406,0.0126583967,0.0070534797,-0.0018609094,-0.3888397267,-0.0333333333,0.078397887
-0.0707746479,0.1637503845,0.0681986006,0.1502293548,0.1800463133,-0.0785584215,0.004462673,-0.142382268,0.0416666667,0.0065952583
0.1189349112,-0.0593114298,-0.0698914597,0.051997763,0.0631559498,-0.0882832193,-0.0004993386,-0.2008219134,-0.2,-0.0677766945
0.023871734,0.0133716519,-0.0038323463,0.1133586101,0.0811197481,0.2040888688,0.0016470371,0.0493248147,-0.3333333333,0.2832974876
-0.2326388889,0.1309072305,0.1114140794,0.2707753093,0.2723503542,0.2777118073,0.0024207261,0.5945597111,0.1666666667,-0.0663428555
0,0.0122720326,0.0354302659,-0.0462541781,-0.0509490967,0.1834645234,2.67209309548578E-05,0.3924536695,0.0833333333,-0.0081665565
0.2065068493,0.1011294134,0.1025340338,-0.0382258292,-0.0665038687,0.2854006545,0.0001348377,0.3149983483,0.0555555556,0.0089361511
0.1129213483,0.2661199233,0.2884984452,1,0.9050194862,1,0.0005187476,0.3840549192,0.0416666667,0.0234725296
-0.711875,0.183102762,0.2525641023,0.2936269621,0.4626219034,-0.0841043542,0,0.2653894828,-0.0333333333,-0.1691029531
0,-0.0688677646,0.0125590024,-0.0805455413,-0.088721122,-0.0562251852,-0.0002591466,0.1146453807,-0.0416666667,-0.2157869442
0.0673743017,-0.035576564,0.0437432241,0.0185955152,0.0424119654,-0.1728597733,-0.0010828014,-0.1841923286,-0.0555555556,-0.1899669355
-0.0682899207,-0.1775208009,-0.0819760377,-0.1567720384,-0.1758948348,-0.0932189865,-1.10373173875021E-18,-0.1594113079,-0.4166666667,0.002593732
0.0908474576,-0.0847339538,-0.0438360647,-0.1231826415,-0.1471232821,0.0172875843,-0.0008381152,-0.2648058608,0.1111111111,0.172321234
-0.1126681614,-0.13371812,-0.1176092319,-0.079055997,-0.0630660417,-0.1476405611,0.0007233109,-0.1589108722,-0.0333333333,-0.4565197617
0.320501139,-0.02978315,-0.0683491318,0.0038498596,0.0263749962,-0.2359957012,-0.0019986652,-0.442467225,0.0416666667,-0.4391399423
-0.208891455,0.0651982753,-0.0393668989,0.2046822402,0.1965260496,0.0026260547,0.0179117358,-0.0063965352,0,-0.0086540981
-0.0456818182,-0.1018998044,-0.1207359333,-0.1391400209,-0.1532630927,0.0017505519,-0.0008399453,-0.1819390415,-0.1,-0.1566041893
0.0913636364,-0.061939674,-0.0973564619,-0.0840773172,-0.104453073,0.0817493332,-0.0014671029,-0.3686108118,0,-0.041160289
0.0906426156,-0.0722116134,-0.0786709689,-0.061039423,-0.0689534243,0.0658342133,-0.0011963773,-0.4204151588,-0.4166666667,0.3544750503
0.0452702703,1,1,0.100649755,0.1481223358,-0.1738705644,0.0089480614,-0.0917654277,0,0.2027385746
-0.2544303797,-0.1861222519,-0.0701326315,-0.1069912903,-0.1041436652,-0.2087566549,0.0019518551,0.2739118802,0,0.0730513177
0.0700348432,-0.2468283733,-0.1243905208,-0.1033657454,-0.0999841058,-0.2329473033,-0.0004485784,0.0629477499,-0.3333333333,-0.0389959621
-0.1885111372,-0.1784509526,-0.0516755515,-0.0772805325,-0.0581319009,-0.3318675857,0.0012877217,0.3506521763,0.0555555556,-0.1751852868
0.1439140811,-0.2697007133,-0.1409180485,-0.0777559647,-0.0963650386,-0.152765559,8.95735749526992E-05,0.2738629932,0.0416666667,0.0348138548
-0.0952606635,-0.1682337377,-0.1743334546,-0.1577785152,-0.1670347313,-0.1498788037,0,0.1969422719,-0.0333333333,0.1084449285
-0.0717857143,-0.0357068213,-0.1325432697,-0.1564369967,-0.1638079298,-0.1601095491,0.0003248118,0.2355471183,0,-0.4037919791
-0.0240718563,0.1453719529,-0.0554081722,-0.0079403962,0.0104581955,-0.2273276261,0.0004491919,0.3010921301,0.0416666667,-0.3884710112
0,0.0937852258,-0.0879478597,0.0268921653,0.004447948,0.0045113068,-0.0008123321,-0.0345117754,-0.0666666667,-0.18522041
-0.2158711217,0.0634074836,-0.0900599341,0.1191371989,0.1842543084,-0.2992660199,0.0005665031,0.0855818855,0.1111111111,-0.7516736074
0,-0.0263970856,-0.0034028268,0.0427779319,0.0135246687,0.0060950618,-0.0001828871,0.0219497711,0,0.1126566542
0.0242168675,-0.0823938765,-0.0317874418,0.0625576591,0.0871269991,-0.1058160565,-0.0008405332,-0.1678023038,-0.1,0.1175383877
-0.0979293544,0.0238524923,0.0287898576,-0.0082345714,-0.0262468732,0.0394720286,0,-0.1441766019,0,0.6863708294
-0.0242168675,0.0488325924,0.0552084673,-0.1055487405,-0.1321045764,0.1364000827,-0.000821734,-0.2534107883,0,0.9239318424
0.0239570918,-0.0039726193,0.0045680717,-0.1520638784,-0.1674987551,0.0905270414,-0.0017463041,-0.4251848591,-0.5,0.491910396
0.0479141836,-0.0889034273,-0.0672580222,0.0173754003,0.0366214054,-0.049129729,0.010889325,-0.0556463658,0.0416666667,0.1949801578
0.0242168675,-0.0584080239,-0.0495635324,-0.0872643115,-0.105085942,0.028015382,5.45081402980798E-19,-0.0455581325,-0.0333333333,0.32064416
-0.0481437126,-0.0635249359,-0.0565764331,-0.0205516312,-0.0226376749,0.0186597182,0.0007954902,0.1191863671,-0.0416666667,0.1446485042
-0.0722155689,-0.0435307625,-0.0575997193,-0.1438847511,-0.1653291552,0.0610147878,0,0.0909001608,-0.1666666667,0.0475118669
-0.0479141836,0.0204800727,-0.023892595,0.0739749959,0.0935456402,-0.0321328702,0.0015607135,0.4499221362,-0.2222222222,0.2506555477
0.0241296519,0.0018126854,-0.0276048934,-0.0204915952,-0.0300771662,0.0270919914,4.81079223878103E-19,0.3038070835,0,0.068160911
0.0720430108,0.0805514234,0.0256698708,0.1391623695,0.178690044,-0.1274348013,0.0002692236,0.298773647,0,-0.0106784994
-0.1218181818,0.0047380784,-0.0083575597,-0.1116173324,-0.1229467802,-0.0853143126,4.3045832454875E-19,0.2128985322,0.0416666667,-0.1442933122
-0.0974545455,0.2043023078,0.1735785533,0.2112423953,0.2920970322,-0.3744617133,0.0004479582,0.2825716954,-0.1,-0.4552816356
0,0.0054687506,0.0408002336,0.0802692503,0.0800405,-0.2033118531,8.04697264207042E-05,0.2267926484,0.0833333333,-0.2887594123
-0.2252801993,-0.0301427426,0.0172624107,-0.082384832,-0.0775352591,-0.2235639553,3.47789855963211E-19,0.1659765779,0,-0.2042493939
-0.1010050251,-0.0279141401,0.0147735815,-0.1373887658,-0.14952051,-0.1626837663,-3.47789855963211E-19,0.1243087331,0,-0.3007607583
-0.0252830189,0.1209896386,0.146641398,0.1395995112,0.1919403842,-0.3233069176,6.98625641433981E-05,0.1123670905,0.1111111111,-0.3238250466
0.0258354756,-0.1025151449,-0.058782765,-0.1362194839,-0.146326844,-0.2433348128,0,0.085928684,-0.0333333333,-0.5785288271
0.0259020619,0.1710865602,0.147760117,0.3677916939,0.3549163089,0.0933140436,-0.0020398808,-0.4267302842,0.0416666667,0.2943630459
0.1262562814,-0.0135548459,0.0137670013,0.0100759758,-0.0166285715,0.2412612405,0.0022381698,-0.3424270887,-0.2,0.1081093353
-0.2977777778,-0.1905050653,-0.1191435304,-0.0960389862,-0.083421243,0.0071477982,-0.0010046958,-0.3926135065,0,0.3349569273
-0.1007518797,-0.0686027044,-0.0612305766,-0.1141370189,-0.1183297753,-0.0460326721,-0.0010975124,-0.4284326034,0,0.2206175694
-0.329093199,-0.146971073,-0.1024194059,0.0218596083,0.0220441998,-0.0180165529,0.0094522394,-0.1222793266,0,0.4272779583
0.3033962264,0.0367338797,-0.025647362,0.23858183,0.300917553,-0.2156341495,-0.0020672546,-0.4497819255,0,-0.1539787124
0.0258023107,0.024313346,-0.050860292,-0.1284852616,-0.1562825878,-0.042247902,-6.73333364592656E-19,-0.4413412113,-0.8333333333,0.1205328204
-0.1532401525,0.0189412778,-0.0374356864,-0.1128097938,-0.1053560003,-0.1565524238,0.0073836612,-0.2512100352,-0.0833333333,-0.1181749674
-0.1034749035,-0.0784160576,-0.0836120681,-0.0804841838,-0.1020862975,-0.0145999392,0.001745862,-0.0235537181,0.0833333333,0.1829175738
0,-0.1401909651,-0.1195170941,-0.1050284979,-0.1100140009,-0.0484603553,-3.61650458852245E-19,-0.019027007,0,0.1340647199
0,0.5724847513,0.461782921,0.0683270087,0.1057152998,-0.2133516022,0.003240948,0.6524225632,0.1111111111,-0.4065640159
0.131029987,-0.00661137,0.0469232545,-0.0236840786,-0.0382513444,-0.0651231629,-5.98844296842908E-19,0.4116513505,-0.0333333333,-0.3219994817
-0.078007762,0.0348917621,0.0830605845,-0.1349773511,-0.1449309625,-0.069603585,0.0003391837,0.3955958868,-0.0416666667,-0.2164259761
0,-0.1060752234,-0.0203783396,0.0510704656,0.0372229766,0.0711877183,-0.0020921961,-0.4216489195,-0.3333333333,0.1497539504
0.0257692308,-0.0555440963,0.0380840449,-0.001627898,-0.0078901822,0.0864880795,0.0078238558,-0.1376826983,0.0555555556,0.088779102
-0.1026819923,0.0130702764,0.0211385983,0.0398333241,0.0543970704,-0.0075539802,-0.0006801085,-0.22675136,0,0.305057146
0,0.0279016894,0.0278734947,-0.0490564862,-0.0460819088,-0.0570894259,-0.0014830818,-0.3859585307,-0.0833333333,-0.0435283766
-0.1298449612,0.2456260103,0.1902820784,0.1872974145,0.2515922892,-0.2858445243,0.0159775146,0.4714024642,-0.4166666667,0.0475782804
0.0532450331,0.0349579191,0.047466432,0.0042475773,0.0239551428,-0.3108246932,0.0003643106,0.4437421458,0.0555555556,-0.2247966079
-0.5927613941,-0.0008723312,0.0126898543,0.1131324867,0.1719363463,-0.475305094,0.0007321875,0.5520787464,0.0416666667,-0.1628284587
0.0553719008,-0.1167452923,-0.0499320355,-0.0178427104,-0.0410324462,-0.1868185852,-0.0008409589,0.0488785253,-0.0666666667,0.0474630532
-0.1911684783,-0.1542846476,-0.0849014946,-0.0488038497,-0.0558462576,-0.1117239334,0.0001261088,0.0672735033,0,-0.1285357377
-0.0272727273,-0.1408131598,-0.1049187834,-0.164835047,-0.1680307567,-0.1702541007,0,0.0523720047,-0.0555555556,-0.1784904928
-0.1376712329,-0.0879318352,-0.0970684545,-0.1087061394,-0.11366011,-0.1552999656,0.0004402372,0.1425591433,0.25,-0.5130546283
0,-0.0147369982,-0.0810560596,-0.0723401033,-0.0649688112,-0.2005931518,0.0003525924,0.1993443648,-0.0333333333,-0.6360222564
0.08375,0.0385766885,-0.0590411226,0.2587632449,0.2466987678,0.0736028138,-0.0020421392,-0.418528299,-0.2083333333,0.4166008762
-0.0546938776,-0.0005241721,-0.0735384221,-0.0955726366,-0.0930278333,-0.0341368584,-3.14474117613511E-18,-0.4043096368,0,0.2413094898
0.0275720165,0.4439414696,0.2945890041,0.5403189048,0.492184532,0.4762981838,0.014605964,0.2450576873,0.3333333333,1
-0.0262745098,-0.0436070489,-0.0059996169,-0.0929780655,-0.0926082954,0.2443847077,0,0.1781215517,0,0.7147545284
0.0528947368,0.0054310667,0.0601364143,0.130278103,0.0968062598,0.445974676,0.0007460542,0.3347727746,0.1111111111,0.6286376393
-0.1544174136,-0.1486180722,-0.0628164536,-0.0376152554,-0.0192663087,0.1462244799,0,0.2354503513,-0.0333333333,0.3065046238
0.1044155844,-0.1136811763,-0.0311449784,0.0146985944,-0.0105285829,0.2696663395,0.0002036728,0.2303636707,0.0416666667,0.3347839318
-0.1540229885,-0.0967113389,-0.0804819989,0.0567761946,0.1059378642,-0.0850830749,-0.000803076,-0.0615427846,-0.0333333333,0.0700452599
0.0526867628,-0.0856022799,-0.0868612027,0.0002745581,-0.0017832086,-0.043680388,-0.0008259076,-0.2079928856,-0.0416666667,0.0514540148
-0.1052356021,0.0025519262,-0.0627326768,-0.0721511853,-0.0593998092,-0.1613614633,-0.0014489046,-0.3750316057,-0.3333333333,0.0051044019
-0.2132625995,0.0110404367,-0.0559237342,0.0001849082,0.0023196482,-0.121439093,0.0018537124,-0.2474369206,0.0555555556,-0.1701414188
-0.0800796813,0.0894930417,-0.0166908408,0.0001479077,0.0414060108,-0.3348169892,0.0004590646,-0.1668581314,0.0416666667,-0.2250857807
-0.1095367847,0.1206487616,0.0667527384,-0.0608041848,-0.0648939111,-0.2391906111,0.0007994686,-0.0232698308,0,-0.4372553581
0,-0.1349448581,-0.0926072326,-0.0348790627,-0.06346158,0.0024689362,-0.0011545744,-0.254941743,-0.0333333333,-0.2259153979
0.0539597315,0.2599788766,0.2373885013,0.134326443,0.1226276959,0.1512285991,0.0026816025,0.0758527673,-0.25,-0.1826837053
-0.1329365079,-0.1483151657,-0.0781547051,-0.1401895413,-0.1448405561,0.0326643361,-8.93109900890612E-19,0.0588491555,0,-0.1505117073
0,0.0568599248,0.0807054533,0.0573927841,0.0265545003,0.2515344493,0.0014606881,0.3860459796,0.1666666667,-0.0196629913
0,-0.0832704263,-0.0441823171,-0.1304895773,-0.1323221015,0.0858793714,0,0.2665770785,0,0.3236063388
0.0527559055,-0.1230386933,-0.0671680287,-0.1496479873,-0.1648376448,0.0570915658,0,0.1922197403,-0.0416666667,0.2439711362
0.1318897638,0.0573622658,0.0086700729,-0.0946028949,-0.1158375008,0.1180461835,0.000268571,0.2163818091,0.1111111111,0.4429573818
0,0.3680824868,0.2881200556,0.7313301881,0.6672330269,0.7030755859,0.0007569011,0.3725642556,0,0.3399198003
0.0739877301,0.1649441911,0.1526758095,0.0012404781,0.0092307014,0.4061553779,4.13305588399641E-05,0.2719623419,0,0.3706772184
0.1734895191,-0.0856244159,-0.0216383857,0.1392082405,0.1751417449,0.1390067245,-0.0009837825,-0.0976795736,-0.0333333333,0.2348773854
0.1254681648,-0.1985815661,-0.1117811096,-0.0497089645,-0.050903819,0.0667274697,-6.31677365536948E-19,-0.0814090959,-0.0416666667,0.0424918097
-0.0503128911,-0.216572389,-0.1198566073,-0.0934101612,-0.106612461,0.0698532801,0,-0.0673797892,-0.0555555556,-0.0308363398
-0.025093633,-0.0233315402,-0.0315931581,-0.0659292652,-0.0782947691,0.0845730963,6.40811564279012E-05,-0.0433568057,-0.0833333333,-0.0662139493
1,0.6239906211,0.4312344512,0.4419897102,0.3977109978,0.5122888568,0.0012514277,0.2116119968,0.5,-0.0514821458
0.4785714286,0.192543608,0.1638275175,0.1476076595,0.08469169,0.821741128,0.0001564327,0.1996773846,0.0416666667,0.1030223882
0.1829351536,-0.1428788322,-0.0760501773,0.0055059441,0.0115414815,0.4970120254,7.73118149305155E-05,0.1690693689,0,0.052672522
-0.0229452055,-0.109108593,-0.0376046407,-0.0057378669,-0.0382693187,0.5408420294,-0.0001381426,0.0894545109,-0.0666666667,0.0402003116
-0.5395973154,0.0419751407,0.1311142674,0.1275526634,0.2090381468,-0.0444429555,-0.001055266,-0.1872882994,0,-0.2003891532
0,-0.2130572226,-0.1324079869,-0.1211015015,-0.1265724526,-0.0766465245,0,-0.1623139919,-0.0555555556,-0.2884975195
-0.0939252336,-0.1864353237,-0.1428789662,-0.1057344421,-0.1284442723,0.0311863376,-0.0007238522,-0.2491288274,-0.5,-0.1631001542
-0.0698725377,-0.1663855009,-0.1401489776,-0.0802588949,-0.0849101017,-0.0027529202,0.0006508713,-0.1466687289,0,-0.1560009799
0.2567944251,-0.0700933354,-0.1059767199,-0.033039822,-0.0345832989,-0.0135977602,-0.0009496695,-0.2750962914,0.0416666667,-0.1138971689
-0.1402325581,0.1302523873,-0.0737949452,-0.0747250164,-0.0627350723,-0.1385126062,-0.0022690043,-0.4849162117,0,-0.0711253157
-0.14204947,0.3117248996,0.1025525427,0.0249401935,0.0746162537,-0.3764797155,0.3830053756,-0.0405668471,-0.0666666667,-0.4103191354
-0.0730909091,0.1340376719,0.0843782874,-0.0050962655,0.0158392777,-0.3858023921,0.0012329434,0.2115202305,0.0555555556,-0.5722909411
-0.0740786241,-0.0916218454,-0.051920208,-0.0784841577,-0.0956487459,-0.1998906149,-3.00100852036468E-19,0.1556928094,0.0416666667,-0.4790898498
0.0736263736,-0.0342931791,0.0046390269,-0.0270593313,-0.0026178042,-0.3049982733,0.0002294945,0.1776278784,0,-0.8744809851
0,-0.1113300549,-0.0282374069,-0.0755008645,-0.0831643974,-0.2053937074,0.0003544498,0.2283530323,0,-0.2638802426
0,-0.0820427321,-0.0435236701,-0.1483034566,-0.1580083885,-0.1750957171,-4.72380718938023E-19,0.1670206311,-0.0333333333,0.3125538699
0.1253117207,0.1391679582,0.0770960446,0.0248671804,0.0213520808,-0.0799564362,-0.0018722309,-0.3755172753,-0.0416666667,0.1999149466
0.0749068323,-0.0724746583,-0.0646377011,-0.0885298799,-0.090047193,-0.1035107184,0.0024185205,-0.2158893367,-0.0555555556,0.0805060671
0.025093633,-0.0720702517,-0.0780405582,-0.091889565,-0.1141415231,0.0186716102,-0.000341686,-0.2339183712,-0.3333333333,0.2422513258
0.1492574257,-0.0123915577,-0.0405786834,0.0093196182,0.0242777165,-0.0754205396,-0.0020425188,-0.4568486033,0,-0.0312393777
0.1003745318,-0.1119454226,-0.0880406044,-0.0623971025,-0.0687305696,-0.0504054638,0.01306697,-0.2377540135,-0.5,0.274836609
-0.025093633,-0.0547313745,-0.0698073768,-0.0156921418,-0.034794244,0.079773425,-0.0016083381,-0.4048613903,0,0.7144428482
-0.0496296296,0.1445887772,0.0594688789,0.1163755888,0.1606655738,-0.1355167918,0.0099243052,0.0388080082,-0.0416666667,0.0644371694
0.1011320755,0.028850299,0.0058966697,-0.0162230272,-0.0412935438,0.0607743636,-0.0008363938,-0.1585403424,0,0.5467560065
-0.0498141264,0.0165319583,-0.0042038179,-0.0821601258,-0.0997521968,0.1034441891,-0.0020119111,-0.4444571526,0,0.4739032785
-0.0247536946,0.1889939415,0.1476732212,-0.0696867553,-0.0540147017,-0.0819792959,0.0106231118,-0.193236924,-0.2777777778,0.1192079265
0.226125,0.096030086,0.1340275939,0.3451395761,0.3065594492,0.3355817874,0.0083784062,1,0.1666666667,0.3164140444
0.1451263538,0.0285357865,0.0730890927,0.0211485319,0.0078823574,0.3209210039,0.0007104496,0.8942504396,0.0416666667,0.2723030664
0.0239570918,-0.1831377582,-0.1011704569,-0.1057004233,-0.1057928418,0.137759863,0,0.5232526403,-0.0333333333,0.0725156296
0,-0.1575442952,-0.0838125512,-0.124233479,-0.1245021485,0.0055379334,-0.0010880321,-0.050660308,-0.0833333333,0.160121491
0.1946731235,0.1335813577,0.1040113032,0.1079191765,0.0963739015,0.1386327692,0.0013688934,0.2250821977,0.25,0.2235112417
-0.0480286738,-0.1525430833,-0.1208023052,-0.0036603398,0.0093700977,0.0065202449,-0.0011939238,-0.1751265505,-0.0333333333,-0.1717471592
0,-0.1126424442,-0.1160049143,-0.0366213314,-0.0328189547,-0.0444904086,-0.0003079107,-0.1961592695,-0.25,-0.0192188029
-0.0973365617,-0.045904701,-0.0733048077,0.1081847342,0.1150298017,-0.0052498056,0.0019885192,0.1041165067,0,-0.1798743611
0.0242753623,-0.0545545013,-0.0732164218,0.0001358255,-0.0244788551,0.1554777043,-7.51196439597409E-19,0.0798780409,0,-0.0796731293
0.0239001189,0.3008255126,0.1191928868,-0.0641962844,-0.0597728973,0.0301231337,0.0006675835,0.2219375449,-0.4166666667,0.02640415
0.1444311377,0.0172096736,-0.0023268905,-0.1378571243,-0.1672190015,0.1294553132,0,0.1627201835,0,-0.060084868
0,0.0735261761,0.0806918656,0.1756207438,0.1602082014,0.2795890959,0.0009211577,0.3670881023,0.1111111111,0.0272615286
0.0701162791,-0.0816513728,-0.0342550397,0.0423743791,0.0562649516,0.1247289839,8.30113345353343E-05,0.2821143184,0,-0.0064576092
0.0940350877,-0.1238525797,-0.0662334265,0.0168246753,0.0299222127,0.0111495819,-0.0001630643,0.1531631569,-0.0333333333,-0.0674892466
0,-0.023488672,-0.0053001085,0.0133049667,0.0280217825,-0.0761460268,-0.0019931908,-0.4091196962,-0.25,-0.2655254726
0.1909738717,0.0009222886,0.0005575213,0.0578854507,0.0253181953,0.1884979117,0.0054054845,-0.1722524575,0,0.2401413693
0.0699535963,0.0898508838,0.033768465,0.0293540344,0.0100160668,0.2676387503,0.0014861218,0.0716055249,-0.3333333333,0.3257188311
-0.0459954233,-0.1103298536,-0.0950728861,-0.1108180383,-0.1270984756,0.2122435435,-3.00458418599103E-19,0.0556481246,0,0.2885749743
0.0687571266,-0.0687713406,-0.0706539443,0.0489286609,0.0671469139,0.0585440119,-0.0010217312,-0.193264641,0.1666666667,0.0064230777
