"volume_lastvolume_ratio","ad_ratio","ma5_ratio","wma5_ratio","apo5_ratio","aroonup5_ratio","aroonosc5_ratio","rsi5_ratio","macdhist5_ratio","cmo5_ratio"
0.1425789953,0.070758498,-0.0333440442,-0.084460683,-0.0102917502,-0.1,0.2222222222,-0.0404201596,-0.0056032543,0.0092068187
-0.0267450098,-0.0161449381,-0.0222995049,-0.0152686158,0.002732373,-0.2,0,0.0856735975,-0.0084871968,-0.0034812199
-0.0397744164,-0.0136557597,-0.0185819844,0.0131107329,0.0224138767,0,-0.0416666667,0.0128948583,0.0088567261,-0.0056777444
0.0198348884,0.0465412336,-0.0261056035,-0.0087779267,0.0096109891,0.2,-0.1111111111,-0.0141812953,-0.001395587,-0.0207693752
0.0057700878,0.0480446791,-0.0410595771,-0.0337971533,0.0111744862,-0.2,0,-0.0172582952,-0.0043470835,0.0054818017
0.0089500075,-0.0506605028,0.0897380065,0.0873994833,-0.0237920123,1,-1,0.073327808,1,-0.0082677462
0.0527372399,0.0100593613,0.0558109661,0.071702106,-0.1148005051,0,0,0.0027518095,0.0011315712,0.0005806164
-0.0396151592,-0.0320341503,0.0592823071,0.0821268297,0.0359700167,-0.04,-0.1,0.0067998926,0.0003061748,0.0012987989
-0.0373629284,0.0148836342,0.0591495672,0.0376429002,0.0170643113,-0.05,0,-0.0137929367,-0.00179274,-0.0021625692
0.0425963415,0.040334915,0.0478561529,-0.0278732401,0.0109674418,-0.0666666667,0,-0.0233105384,-0.0047942259,-0.0063717907
0.0958521068,0.0449529383,-0.0771059715,-0.1171143786,-0.0146836976,-0.1,-0.5,-0.0305083076,0.063590379,0.0123552175
-0.0460499659,0.0419415046,-0.0848534305,-0.095313844,-0.026715862,-0.2,0,0,0.0004249527,0
0.0535596958,-0.0738309947,-0.0741251654,-0.0272377483,-1,0.2,0,0.0486016358,-0.0024208718,-0.003378138
-0.053251441,0.0464908433,-0.0782050887,-0.038217426,0.0289865033,-0.2,0,-0.0163051883,-0.0004557855,0.0085586548
-0.0063416268,-0.0440216229,-0.0262167652,0.012014652,0.0076149609,0,-0.0416666667,0.0234370721,-0.0038796417,-0.0033578718
-0.018551325,0.0314712205,0.0037733631,-0.0130951288,-0.0065561693,0.6,-0.2222222222,-0.0174855095,0.0087297676,0.0152015415
0.073282437,-0.0477126665,0.0449978974,0.0460387536,-0.0137106558,0.1333333333,0.5,0.0446257899,-0.0160979463,-0.0068625304
0.3518026683,-0.1817151643,0.1905628949,0.2892835465,-0.0556234279,0,0.0416666667,0.0432169442,0.025138836,0.0157893346
-0.0249598483,0.0416310224,0.2733614388,0.3200471081,0.072303497,0,-0.0333333333,0.004005575,0.0014927252,0.0004525021
-0.0356555934,0.1097191526,0.2071942314,0.1728310411,0.0133918079,-0.04,0,-0.0150461163,-0.0014115555,-0.0016014193
-0.0664079077,7.73951350549074E-05,0.233319802,0.1221153347,0.0089919296,-0.05,-0.0416666667,0.0011139857,-0.0017932826,0.0001600188
-0.0355137151,-0.0192519378,0.205333325,0.0749494594,0.0048657253,-0.0666666667,-0.0555555556,0.0024752178,-0.0020355551,0.0003466853
0.0209927307,0.0510577864,0.0034860093,-0.0357410132,-0.0044941697,-0.1,-0.0833333333,-0.0177381997,-0.0061080106,-0.0023572009
-0.0321322798,0.0170208267,-0.062952917,-0.0471084373,-0.009889646,-0.2,-1,-0.0042416789,0.0087540904,-0.001030971
0.0351328269,-0.0110178627,-0.0456256884,-0.0647095834,-0.0117727038,0,0,-0.0154492685,0.002538312,-0.0047393717
-0.0424525522,-0.0321323487,-0.0245927416,-0.0102845873,-0.0212178885,0.4,-0.1,0.0186226602,-0.001049786,-0.039597565
0.0100012452,0.0317771951,-0.070520094,-0.0496043639,-0.1017917435,-0.1,0,-0.0197994227,0.0008323495,-0.0060407205
0.0256081345,0.0162933419,-0.0495768357,-0.0497512459,0.0072142394,-0.2,0.25,-0.0098215965,0.0002660727,0.0055149107
0.0559752839,-0.0680213359,0.0106525702,0.0426241333,-0.0079954786,0,-0.0333333333,0.0436703204,-0.0028417178,-0.0095234212
-0.0271384108,0.0555788703,-0.0071094704,-0.0228162117,-0.0059092539,1,-0.25,-0.0231781245,0.0019938163,-0.0059306268
0.0383854574,0.0155925481,-0.0355256219,-0.0207713997,0.002070089,-0.04,-0.25,-1.45118161504933E-17,-0.000214896,-1.73542014644106E-18
-0.0283757215,0.0355538193,-0.0106729945,-0.0208116633,-0.0108340091,-0.05,0,-0.0056783222,-0.000225252,0.0027162072
0.1113526976,-0.0992633954,0.0818539233,0.0968123481,-0.0389808833,0.1333333333,-0.5,0.0565343022,-0.0079162223,-0.0154659324
0.0100690264,0.0406054373,0.0212555613,0.0620813789,0.0074869895,0,0.0833333333,-0.0045729911,0.0012427121,-0.0007564711
-0.044073929,0.0344850872,0.0424571459,0.0247342626,0.0274498137,-0.04,0,-0.0145279862,-0.0027911319,-0.0027831165
0.014845121,0.0161546725,0.0811822829,0.06893219,0.032329745,0.05,0.1111111111,0.0198331289,0.0049432683,0.0093769426
0.0809816403,-0.1274546998,0.1475073682,0.1320339333,0.0202209875,0,0,0.0154292012,0.006039502,0.0027500044
0.0285097322,0.0119177401,0.1044771018,0.1390063462,0.0018145689,0,0,0.0051788173,0.0012210763,0.000651918
0.0105466693,0.0001455019,0.1418256335,0.1527122767,0.0084868314,0,-0.0333333333,0.0036095785,0.0001681204,0.0004155644
0.0208987467,-0.0358192745,0.2195493671,0.1949235834,0.0096291393,0,0.0416666667,0.0046934077,0.0007859976,0.0005110495
-0.0765622848,0.055279247,0.1320609642,0.0608785719,0.0021922172,-0.04,-0.0333333333,-0.022070737,-0.002739532,-0.0022520603
0.0043209149,0.0258161981,0.0705524737,0.0175843184,-0.0026647753,-0.05,-0.0416666667,-0.0019438481,-0.0050515588,-0.0003237982
0.1301240461,-0.0182838165,0.1338093849,0.1386412656,0.0014036503,0.1333333333,0.1111111111,0.0194513707,-0.0357832269,0.0034355818
-0.0573585004,0,0.0962613622,0.0889714605,-0.0016031564,-0.04,-0.0333333333,-0.0033293382,-0.0012812497,-0.0003921671
0.0072631566,-0.1082986998,0.0957103078,0.1422820441,-0.0049696716,-0.05,-0.125,0.0070578815,0.0027377981,0.0008835988
0.1438483128,-0.2126398309,0.2788547479,0.3131884632,0.0079772938,0.1333333333,0.5,0.0079503314,0.0079323001,0.0008856471
0.1343111322,-0.241611017,0.4647049575,0.497729624,0.0165255315,0,0.0416666667,0.0038193193,0.0041585632,0.0003817932
-0.057417065,-0.2216581739,0.3861638116,0.3876031786,0.0069560457,0,0,0.0003277381,-0.0003396871,3.12802075349866E-05
-0.0535724257,0.1228583563,0.3222324897,0.181798532,0.0050802607,-0.04,-0.0333333333,-0.0168976958,-0.0025631282,-0.0016065487
-0.0530790228,0.0603161326,0.2709409743,0.0971303934,0.0034392403,-0.05,-0.0416666667,0.0005711971,-0.0042057761,7.16982235183041E-05
0.0875047569,-0.0151980948,0.1629619682,0.0491357833,-0.0015029313,-0.0666666667,-0.0555555556,0.0022240252,-0.0488630688,0.000276194
0.028089138,0.2038348694,0.0234559199,0.0489449121,-0.0072108688,0.3,0.1666666667,0.003309316,0.0010737203,0.0003949826
-0.0822013349,0.07529939,-0.032214311,-0.0051190504,-0.0096395364,-0.04,0,-0.0145450894,0.004071625,-0.0016441038
0.0639980176,0.0317863259,0,-0.0342456064,-0.0116521294,-0.05,-0.25,-0.0128365327,0.0018796186,-0.0020033354
0.0342670581,-0.0181902316,0.0528493412,0.0514886739,-0.0138959434,-0.0666666667,0,0.0166400283,-0.0012842384,0.0042543101
-0.0493021037,-0.0108239344,0.0438719605,0.0530045629,-0.0156658368,-0.1,0,0.0023878609,-0.0010490746,0.0003586809
0.0003969615,0.0817445709,-0.0642114816,-0.0707396509,-0.0274091171,-0.2,0,-0.0321256104,0.0032788817,-0.0045622861
0.0910091706,0.0454135385,-0.096703772,-0.1464417415,-0.0201133016,0.6,0,-0.0249079858,0.0019189597,0.0295356331
-0.0615020165,-0.0898923349,0.0147169295,0.0060439323,-0.0062187667,-0.0666666667,0,0.0522398208,-0.0018547205,-0.0056881308
-0.0303535815,0.0089221912,-0.0323732259,0.0190489443,0.0467075437,-0.1,0,0.003815857,-0.0020464691,0.001880658
-0.0344352015,0.0486358935,-0.0737544509,-0.014694019,0.0238221839,-0.2,0,-0.0126232128,0.0001045913,-0.004482891
0.0328661371,0.0065855631,-0.0118443858,-0.0146818377,-0.0057372536,0,-0.0833333333,-0.0072603097,0.0003597011,0.0373152412
0.2046294643,0.1559243102,-0.0741337681,-0.1972805836,-0.0032263251,0.6,0.1666666667,-0.0425225949,0.0063361348,0.0205206774
-0.0109299882,0.0189866531,-0.1846755298,-0.213147344,0.0306058198,-0.0666666667,0.0833333333,-0.0089451923,0.0004247618,0.0004014375
-0.0258918851,-0.1181350571,-0.1415858162,-0.0765632916,0.0077732364,-0.1,0.0555555556,0.0712323432,-0.0020711162,-0.0026396543
-0.0202211311,0.0259083058,-0.0698522693,0.0277450006,-0.0003369186,-0.2,0,0.0240611574,-0.0041241906,-0.0041824351
-0.038987638,0.0073694655,-0.0609931886,0.0393277511,0.002723591,0,-0.0416666667,-0.0027305641,-0.0240947849,0.0529253225
0.1113473556,-0.1170875407,0.1990013397,0.2440359596,-0.0139368665,1,-0.3333333333,0.0432496318,0.019044132,-0.0602266469
0.0521088633,0.1708585522,0.2178626054,0.1787321397,-0.0422191986,0,0.0555555556,-0.0011892346,0.0002109477,-0.0001831117
-0.0785176134,-0.0319841424,0.1553419468,0.1099443951,0.0577359009,-0.04,0,-0.0014632234,-0.0009983938,-0.0002324903
-0.0194546493,0.0076661745,0.1242969302,0.0816126787,0.0122002334,-0.05,-0.0833333333,0.0030732085,-0.0011494524,0.0005085915
0.2730848322,0.1741691767,0.0146677276,-0.1213289397,0.0032456213,-0.0666666667,0,-0.0439053123,-0.0068010229,-0.0066998559
0.0242701277,-0.2309590738,-0.0352204383,-0.0189682756,-0.0089422636,-0.1,-0.5,0.0422900342,-0.0023224553,-0.0058504917
-0.0757985432,0.1111082027,-0.0941296166,-0.0992177037,-0.0179285725,-0.2,0,-0.0208327329,0.0087678726,-0.0109354267
0.0834088017,0.0695515077,-0.1745254758,-0.1936747807,-0.0553252357,0.2,0,-0.0253001683,0.0048444327,0.0065069795
-0.0766565273,0.0187977801,-0.1912912477,-0.1487217672,0.0518670302,-0.2,0.0416666667,-0.0011122789,-0.0001468421,8.2133417713912E-05
0.0637840809,0.0978857009,-0.1269946647,-0.1689365436,0.0079503475,0,0,-0.0189126955,0.0002574868,0.0013536242
-0.0087927613,-0.020795938,-0.2193397966,-0.1555828178,0.0078671545,0.2,-0.0333333333,-0.0064612663,-0.0007202666,0.0002793042
0.1044013546,0.1734494837,-0.2685654915,-0.2554511262,0.0056028284,-0.2,0.0416666667,-0.0358503516,0.0017158383,0.0013530321
-0.0565816278,-0.0081628336,-0.1882312439,-0.1841006568,8.34305071483984E-05,0.2,-0.0333333333,-0.0012242153,-0.000867728,2.15515440601702E-05
0.1253091636,-0.1026518306,-0.0095203747,0.1321151901,-0.0051447364,-0.2,0,0.2795103248,-0.0065410029,-0.0048314075
-0.0419079018,-0.0570964248,0.082567911,0.18944266,-0.0070611163,1,-0.25,0.0086386868,0.0065440783,0.004198754
-0.0393884617,0.0605369928,0.0663529085,0.1173588449,-0.0130061909,0,0.0833333333,-0.0098870919,-0.0004543466,-0.0026350798
-0.0256214019,0.0305572432,0.1573368332,0.0654600365,-0.036460757,-0.04,0,-0.0079265842,-0.0014004423,-0.0050086821
0.0924246267,0.0894783892,0.0436604336,-0.1475586491,0.0596374197,-0.05,0,-0.033510701,-0.0054951025,0.1052774466
-0.0749570452,-0.0141551999,-0.1088183691,-0.1298686181,-0.0081194636,-0.0666666667,-0.0555555556,0.0158228705,0.0019052863,-0.0012303389
0.1087520569,-0.0997442217,-0.0281707517,0.0765846154,-0.0126227182,-0.1,-0.3333333333,0.0552637555,-0.0133009044,-0.0070874948
-0.0143978798,-0.0172568893,0.0564365951,0.1625042085,-0.0020053759,0.8,-0.4166666667,0.0106154174,0.0041605145,0.0032096662
-0.0515374671,0.0197104971,0.0562467315,0.1125653473,-0.0230742691,-0.04,0,-0.007207794,-0.0007359177,-0.0013801603
0.0212765421,-0.0094796148,0.2024106232,0.1405747225,0.2325277779,0.05,0.1111111111,0.0073965113,-0.0003130386,0.0019397173
0.4623415102,-0.2913147121,0.378418004,0.3712348166,0.0759628382,0,0,0.0246389459,0.0054463144,0.0047814026
-0.0497302356,0.2208978153,0.1865361892,0.1549315288,0.009051666,0,0,-0.016780225,-0.0013726012,-0.0019323594
-0.0806877174,0.0822031991,0.1279483851,0.0913251616,0.0023958601,-0.04,-0.0666666667,-0.0017834099,-0.0020848761,-0.0003100645
-0.0447111081,0.0455719133,0.1328932472,0.0325341949,0.0023798609,-0.05,0,-0.0052796063,-0.0036429519,-0.0009715796
0.0472865985,-0.0269410555,0.1054762171,-0.0016758668,-0.0023513734,-0.0666666667,-0.0555555556,0.0007824605,-0.0117017822,0.0001763446
0.0573486015,-0.0684079268,-0.0407412295,0.0315968045,-0.0121510315,-0.1,-0.0833333333,0.0112876148,-0.0026956641,0.0024625926
-0.0131655712,0.097111632,0.0146032948,0.0264230053,-0.0090817824,-0.2,-0.6666666667,-0.0060230611,0.0079897802,-0.0009310457
-0.0500135299,0.0351043419,0.0174662818,0.0178339173,-0.0088197042,0.8,-0.2777777778,-0.0018590663,0.0026303654,-0.0003446814
0.0362156219,0.0375424987,0.0058361775,-0.0254788414,-0.0151089384,-0.05,0,-0.0169718054,0.003171517,-0.0033575295
0.062601303,-0.0066149507,-0.058250724,-0.1166219144,-0.0438529617,-0.0666666667,-0.4166666667,-0.0323631819,0.0034008578,-0.0253890974
-0.0699953938,0.0358074669,-0.099345149,-0.0961141569,0.0261084373,-0.1,0,0.0035467841,-0.0001548578,-0.0003632693
0.2321459616,-0.1491029348,0.0176075705,0.0880680297,-0.0006592066,-0.2,0,0.0791141396,-0.0039604817,-0.0092013344
-0.0540457721,-0.0995689392,0.0352695447,0.103925706,-0.0041238101,0,-0.0555555556,0.0036030581,-0.016921438,0.0006590388
-0.0287256827,0.0806863086,0.0234229737,0.0375018409,-0.0048290261,1,-0.5,-0.0185641889,-0.0036546576,-0.003051371
-0.0286923597,0.0211944778,0.0789799129,0.0220887933,-0.0459900197,-0.04,0,-0.0034423964,-0.0156569438,-0.0016263681
0.0578771135,0.0297702069,0.0960838648,0.0288432487,0.0967036812,-0.05,-0.0416666667,0.0113540212,-0.0025021627,0.0083931887
0.0419893446,0.0381879386,0.0145196115,0.0347867622,-0.0003110912,0.1333333333,0.1111111111,0.0104126916,-0.0128735273,0.0028934068
0.2240055267,-0.147920836,0.0925385241,0.1656754286,0.00644054,0,-0.0666666667,0.0213403402,0.0268252268,0.003914436
0.100754436,-0.321020565,0.365398463,0.4798601864,0.0310710749,0,0.0555555556,0.0124331969,0.0098005276,0.0014555117
0.0448889551,-0.2480474695,0.6645095465,0.7949431924,0.0255771845,0,0.0416666667,0.0037154152,0.0038085375,0.0003667405
-0.0826346189,-0.1101386268,0.6499318126,0.6150480521,0.013103908,-0.04,-0.0333333333,0.0002196287,-0.0002941694,2.07441651015925E-05
0.093764543,-0.2596644242,0.7924204605,0.6787436556,0.0128042299,0.05,0.0416666667,0.0011356645,0.0001348405,0.0001069926
-0.0349747401,0.0095468489,0.6595442097,0.4099530478,0.0068020503,0,0,-0.0035631149,-0.00150299,-0.0003313916
-0.0242316679,-0.1749010617,0.3806784248,0.1349542211,0.000748274,-0.04,-0.0333333333,-0.0131326416,-0.003242274,-0.0012746112
-0.0133619018,0.0070111623,0.1989704302,0.1378114519,-0.0034377497,-0.05,-0.0416666667,0.0043611815,-0.0041024244,0.0005205291
-0.0465422144,0.2186123452,0.0694102641,-0.0686062349,-0.0054662042,-0.0666666667,-0.0555555556,-0.0228559511,-0.1470429311,-0.0025426464
0.0790551732,-0.2909627177,0.0575947749,0.1371910642,-0.0090712259,-0.1,-0.0833333333,0.0168869646,-0.001893351,0.0035552678
-0.0237517456,0.2882371608,-0.0459081074,-0.0548611897,-0.0138506174,-0.2,-0.3333333333,-0.0219923042,0.005256805,-0.0029712036
0.1395330902,-0.0355915284,-0.0368084869,-0.1088507688,-0.017190618,0.8,0,-0.0095004612,0.0016171143,-0.0032958785
-0.0635441096,0.2131254096,-0.0576581251,-0.0175863157,-0.0289821526,-0.05,0,0.0115654599,-0.0008031805,0.0163160773
-0.0559842926,0.0052677962,0.0810535972,0.0535541906,-0.0229759904,-0.0666666667,0,0.006697388,-0.0013505597,0.0021864851
0.1717603903,-0.3631167619,0.1382410682,0.3403705367,-0.9935068158,0.3,-0.6666666667,0.0235897708,-0.0061821617,0.0054416228
0.2250681191,-0.0250350353,0.5781572064,0.7584098702,0.2198666062,0,0.0555555556,0.0116975346,0.0221258259,0.0014786588
-0.0591692891,-0.3952767623,0.7488021562,0.7694282547,0.0316910676,-0.04,0,0.0026839014,0.0013750405,0.0002829185
0.095673234,-0.522298909,1,1,0.0206180899,0.05,0.0416666667,0.003832402,0.0017858821,0.0003895559
-0.0139833763,1,0.9196436617,0.6832942098,0.0100657666,0,0,7.13087742586822E-05,-0.0008994419,6.909877991506E-06
0.0025975124,0.9736432928,0.3781831196,-0.0437341909,0.0024196441,-0.04,-0.0333333333,-0.036056253,-0.0046486135,-0.003490849
-0.0642872049,-0.1397385604,0.1608847324,-0.0759390537,-0.0026358598,-0.05,-0.0416666667,0.0050699398,0.0282352758,0.0017228825
-0.0621773106,0.1726267667,0.0439780027,-0.1150571329,-0.0055342105,-0.0666666667,-0.0555555556,0.0005902477,0.0014952679,0.0001502767
0.0816991988,-0.3938657814,-0.0146019122,0.2124649027,-0.0105889096,-0.1,-0.3333333333,0.0201091445,-0.0032186933,0.0049754233
0.0431189822,0.5040088578,-0.2029352164,-0.0507628387,-0.0205201528,-0.2,0,-0.0233698638,0.0085737705,-0.0032298729
-0.0294714355,0.4013727214,-0.0573517206,-0.2299833911,-0.0329703658,0,0.25,-0.0204905958,0.004097333,-0.0089755237
-0.0177947276,-0.0964597489,-0.0557175837,-0.137802818,0.0823149905,0.4,-0.0666666667,0.0099404667,-0.0003974959,-0.0030288051
-0.0073285471,0.295985127,-0.1900538682,-0.3122989259,0.0221440271,-0.1,0.0555555556,-0.0183113852,0.000609558,0.0217395987
-0.0161256476,-0.2190590536,-0.3354841752,-0.121374236,0.0165249872,-0.2,0.0416666667,0.0222970248,-0.0014812296,-0.0034653785
-0.032560858,0.1423084095,-0.1750305099,-0.0555418879,-0.0012125031,0,-0.0333333333,-0.0040423133,-0.0012032427,0.0043056827
-0.0225913561,0.0900939271,0.0077686139,0.0130881632,-0.0022197617,0,-0.0416666667,0.0029065266,-0.0015956951,-0.0014677607
0.1976141268,0.1430634643,0.0213789772,0.1130818519,-0.0028310761,1,-0.3333333333,0.0171535807,-0.0037551868,-0.0136783171
-0.0878468397,0.098941777,0.1338709713,0.0749903946,-0.0131650405,-0.04,0,-0.0055352286,-0.0045519539,-0.0023395879
0.2346900589,0.3258074772,-0.1212573572,-0.1940865046,-0.0170382245,-0.05,0,-0.033204977,-0.8781275456,-0.0295394181
-0.0402645468,-0.0693788584,0.0232692073,0.0181706405,-0.0403311968,-0.0666666667,-0.2777777778,0.0462704137,-0.0030420507,-0.0044306823
-0.0525282232,0.0480087678,-0.0290460839,-0.048255568,-0.0157781329,-0.1,0,-0.0089481218,-0.0006272179,-0.0270420295
0.0134687969,-0.1209605993,0.003866127,0.1110757749,-0.017636111,-0.2,0,0.0255574324,-0.0126998348,-0.0129485402
0.1893436864,-0.3918561505,0.2908789321,0.4963907997,0.4446431206,1,-0.5,0.0284181533,0.0165660268,0.0089000059
-0.0278563275,-0.0664113261,0.4974692035,0.4773873865,0.1032606394,0,0.0416666667,0.0029556133,0.0007652436,0.0003890719
0.1434434348,-0.7739079074,0.6552268316,0.7371705703,0.0228632554,0,0,0.0102669162,0.0021710952,0.0012769013
-0.0318021723,-0.6180309049,0.8549208836,0.7881021656,0.0180416741,0,0,0.0034404905,0.000684341,0.0003648595
-0.0384233435,-0.1783137086,0.7201510593,0.5134487038,0.0092977779,0,0,-0.0005608143,-0.0010923219,-5.67707534467301E-05
-0.0592178888,0.1986446665,0.4337299142,0.2510402102,0.0019201138,-0.04,-0.0333333333,-0.0068442607,-0.0022676606,-0.000698041
0.0693729002,-0.0764991691,0.4718476577,0.2618059229,0.0005673509,0.05,0.0416666667,0.0038461467,-0.0017576629,0.0004353159
0.0132745361,0.5460345833,0.1093364966,-0.0343902556,-0.0042526924,-0.04,-0.0333333333,-0.0219159796,-0.0077056108,-0.002341796
-0.0491636547,-0.323017099,0.0214266191,0.0411859611,-0.0082884355,-0.05,-0.0416666667,0.0077992065,0.0016377837,0.0014282127
-0.0596422811,0.1975948876,-0.0595973128,-0.0879336003,-0.0118307499,-0.0666666667,-0.2777777778,-0.0178880853,0.0040292321,-0.0026536692
0.0117253285,-0.0376108206,-0.0552097044,-0.1113680733,-0.0135925525,-0.1,0,-0.0067858928,0.0010370569,-0.0021831614
0.0012259286,0.2098857279,-0.2707817446,-0.2769270473,-0.0421821573,-0.2,0.25,-0.0268463931,0.0016015571,-0.0165500858
0.0545377413,0.0789337187,-0.164205277,-0.2010871008,0.0290598351,0,0,1.72428330188E-17,-0.000267632,0
-0.0291605806,0.2192473256,-0.3206167523,-0.2716827364,0.0173916394,0.2,-0.0333333333,-0.0204641492,7.9621019972771E-06,0.0030849308
0.0294620257,-0.2453818212,-0.0563699067,0.0890820304,-0.0001959757,-0.2,0,0.0832621959,-0.0027368864,-0.0056658728
-0.0619135715,-0.01969354,-0.0630184431,0.0530330164,0.0001481685,0.2,-0.0833333333,-0.0079457131,-0.0021613066,-0.0030151725
-0.0149253558,0.1340054914,0.0016163587,-0.0231265887,-0.008693917,-0.2,0,-0.0151302201,0.0014226583,-0.0182870106
0.0453662052,0.1642526453,-0.0616177194,-0.1157763757,-0.0048199897,0.4,-0.25,-0.0153938872,0.0020703783,0.0046908177
0.0982254963,0.2208314853,-0.0992740932,-0.2724549851,-0.0123955868,-0.1,-0.8333333333,-0.0259854987,0.0027418673,0.0031350322
-0.0271892547,0.0905139286,-0.250509123,-0.1970639248,0.0188015823,-0.2,0,0.0238977148,-0.0011161956,-0.0011945963
-0.0345362433,-0.164243456,-0.06980546,0.0944678088,0.0002825986,0,-0.0416666667,0.0618194522,-0.0050273479,-0.0054096497
-0.0284795595,0.0198519638,0.006689216,0.1290584904,-0.0002816571,0,-0.0555555556,0.002057156,0.0138577707,0.0010735066
0.0414443606,-0.1102475343,0.1451810826,0.2326175608,-0.0118160173,1,-0.5,0.0144283101,0.0031982076,0.0061377287
0.2378385399,-0.0797066726,0.2563834573,0.1755206376,-0.0358854168,0,0.0416666667,-0.0025407544,-0.0004448192,-0.0005091964
-0.0714605086,-0.017245708,0.2346161193,0.1239747382,0.1595685843,-0.04,-0.0333333333,0.0035062986,-0.0007296605,0.0007771035
-0.0343087692,0.1810228246,0.06104909,0.0158824897,0.0062999597,-0.05,-0.0416666667,-0.0111055532,-0.0021760255,-0.0021575096
0.0950718641,-0.0522470999,-0.0096060101,-0.0905820106,-0.0006409001,-0.0666666667,-0.3333333333,-0.0232774044,-0.0063103983,-0.0081306051
-0.0656497637,0.1580931059,-0.1441729863,-0.1822902473,-0.0116075021,-0.1,0,-0.023058686,0.0131501755,0.0065551433
0.0852568304,0.246864314,-0.1971064631,-0.2297758744,-0.0315041894,-0.2,0.1111111111,-0.020734662,0.0021964071,0.0017403675
0.0513260134,-0.2544936285,-0.1406270801,-0.0633359263,0.175108535,0,0,0.0709075378,-0.0022168208,-0.0032793981
0.1778807801,0.7660008311,-0.2275452608,-0.1893153279,0.0181340448,0,0,-0.0303118085,0.0023965438,0.01097898
-0.0112329487,-0.5959063872,0.3238924053,0.5983794354,-0.0123871159,1,-0.2,0.1379357094,-0.0146522245,-0.0093799232
-0.0754248325,0.0677141795,0.4017167489,0.5098555278,-0.0379005778,0,0.1666666667,0.000944055,0.0013292043,0.0001307173
