date,open,high,low,close,volume,close_ma5,volume_ma5,close_ma10,volume_ma10,close_ma15,volume_ma15,close_ma30,volume_ma30,close_ma60,volume_ma60
2020-05-12,24250,24450,23500,23800,901247,24430.0,961268.2,24565.0,923405.3,24593.333333333332,999435.6,22801.666666666668,1165888.8333333333,22745.0,907366.2
2020-05-13,23050,23300,22750,22800,1272235,24110.0,1040112.8,24430.0,998741.7,24450.0,970682.4,22908.333333333332,1172585.4,22677.5,920730.5833333334
2020-05-14,22650,23050,22350,22500,823244,23700.0,1020655.0,24210.0,1009854.1,24323.333333333332,940691.5333333333,22990.0,1174246.5333333334,22608.333333333332,929161.1166666667
2020-05-15,22550,23000,21750,23000,1098223,23320.0,982299.6,23990.0,1011842.3,24213.333333333332,935622.8666666667,23113.333333333332,1176708.4333333333,22550.833333333332,942662.7166666667
2020-05-18,23100,23300,22550,22900,585520,23000.0,936093.8,23775.0,997001.5,24086.666666666668,917309.8666666667,23218.333333333332,1169658.0333333334,22495.833333333332,944904.2
2020-05-19,24000,24300,23750,23800,1389176,23000.0,1033679.6,23715.0,997473.9,24043.333333333332,960163.4,23396.666666666668,1176653.3333333333,22455.0,961527.0
2020-05-20,24500,25500,24400,25000,2267014,23440.0,1232635.4,23775.0,1136374.1,24100.0,1076706.2666666666,23606.666666666668,1228184.8,22441.666666666668,992136.4833333333
2020-05-21,25350,25400,24700,24900,930611,23920.0,1254108.8,23810.0,1137381.9,24113.333333333332,1091272.3333333333,23815.0,1240284.9666666666,22439.166666666668,999824.4
2020-05-22,25050,25100,24300,24800,885067,24280.0,1211477.6,23800.0,1096888.6,24086.666666666668,1078387.4,23975.0,1231978.3,22455.833333333332,1003116.9
2020-05-25,25150,25150,24600,24950,572666,24690.0,1208906.8,23845.0,1072500.3,24080.0,1067636.6,24116.666666666668,1190980.0333333334,22469.166666666668,1002836.1
2020-05-26,25050,25250,24800,25150,802928,24960.0,1091657.2,23980.0,1062668.4,24130.0,1028868.3333333334,24263.333333333332,1148198.2333333334,22495.0,1005417.3
