date,open,high,low,close,volume,close_ma5,volume_ma5,close_ma10,volume_ma10,close_ma15,volume_ma15,close_ma30,volume_ma30,close_ma60,volume_ma60
2020-03-10,23250,23850,23200,23400,711573,23820.0,522371.4,23575.0,563180.5,24053.333333333332,546695.0,25553.333333333332,494137.43333333335,27463.333333333332,430417.7833333333
2020-03-11,23200,23600,23000,23050,541687,23700.0,550119.6,23520.0,552543.6,23840.0,556686.9333333333,25411.666666666668,501930.9,27355.0,435202.15
2020-03-12,23450,23450,21750,22050,966872,23220.0,634486.2,23340.0,608640.5,23590.0,592448.7333333333,25213.333333333332,517240.76666666666,27222.5,442679.2833333333
2020-03-13,20500,21900,20100,21250,1130877,22680.0,782031.6,23185.0,625507.8,23336.666666666668,636551.4666666667,25003.333333333332,542123.5,27065.833333333332,456307.56666666665
2020-03-16,21150,21600,20900,20900,551313,22130.0,780464.4,22970.0,637691.8,23143.333333333332,627471.2,24796.666666666668,546023.9666666667,26910.0,456452.1666666667
2020-03-17,19500,20500,19500,19800,852460,21410.0,808641.8,22615.0,665506.6,22853.333333333332,645000.9333333333,24563.333333333332,553288.6333333333,26738.333333333332,462823.4666666667
2020-03-18,19800,20050,18500,18500,685727,20500.0,837449.8,22100.0,693784.7,22513.333333333332,647512.3333333334,24288.333333333332,562388.5333333333,26548.333333333332,461469.68333333335
2020-03-19,18300,18850,16300,16900,1359042,19470.0,915883.8,21345.0,775185.0,22050.0,711054.9333333333,23930.0,598682.6333333333,26330.0,480369.73333333334
2020-03-20,16900,17650,16450,17400,804523,18700.0,850613.0,20690.0,816322.3,21690.0,700542.8666666667,23600.0,612952.7,26121.666666666668,486327.65
2020-03-23,16100,16700,16000,16250,1149502,17770.0,970250.8,19950.0,875357.6,21236.666666666668,748544.8,23240.0,630507.6666666666,25893.333333333332,501247.7166666667
2020-03-24,16400,18500,16400,18250,863640,17460.0,972486.8,19435.0,890564.3,20896.666666666668,767833.3333333334,22950.0,644197.2,25692.5,512028.6
2020-03-25,18600,19500,18500,19350,832297,17630.0,1001800.8,19065.0,919625.3,20610.0,796456.7333333333,22688.333333333332,648843.5666666667,25505.0,522963.76666666666
2020-03-26,19500,20300,18500,19600,1071338,18170.0,944260.0,18820.0,930071.9,20286.666666666668,831543.3333333334,22446.666666666668,668875.7666666667,25337.5,535512.8166666667
2020-03-27,20100,20350,19650,20050,773410,18700.0,938037.4,18700.0,894325.2,20026.666666666668,856894.0,22226.666666666668,684075.7,25178.333333333332,545733.9
2020-03-30,19050,19500,18500,19300,1024366,19310.0,913010.2,18540.0,941630.5,19736.666666666668,887908.4666666667,21988.333333333332,708617.0,25012.5,559049.5
2020-03-31,19550,20100,19450,19750,797032,19610.0,899688.6,18535.0,936087.7,19493.333333333332,893605.7333333333,21773.333333333332,720150.3666666667,24855.833333333332,556706.75
2020-04-01,19450,19650,18450,18450,1179317,19430.0,969092.6,18530.0,985446.7,19186.666666666668,936114.4,21513.333333333332,746400.6666666666,24680.833333333332,573715.7833333333
2020-04-02,18350,19050,17700,18700,721070,19250.0,899039.0,18710.0,921649.5,18963.333333333332,919727.6,21276.666666666668,756088.1666666666,24506.666666666668,582206.5666666667
2020-04-03,18550,18850,18300,18650,567606,18970.0,857878.2,18835.0,897957.8,18790.0,882176.2,21063.333333333332,759363.8333333334,24342.5,586151.5833333334
2020-04-06,18700,20100,18700,20000,1134267,19110.0,879858.4,19210.0,896434.3,18730.0,921039.8,20936.666666666668,774255.5,24192.5,598131.6
2020-04-07,21000,21400,20500,20700,1802614,19300.0,1080974.8,19455.0,990331.7,18790.0,984383.4,20821.666666666668,814692.1666666666,24054.166666666668,623156.7
2020-04-08,20700,21450,20500,20750,2086382,19760.0,1262387.8,19595.0,1115740.2,18940.0,1077760.4,20726.666666666668,862636.3666666667,23910.0,651975.2333333333
2020-04-09,21350,24300,21200,23300,3190691,20680.0,1756312.0,19965.0,1327675.5,19366.666666666668,1199870.3333333333,20708.333333333332,955462.6333333333,23810.0,699436.95
2020-04-10,23600,24300,22650,24100,2076557,21770.0,2058102.2,20370.0,1457990.2,19813.333333333332,1284672.6,20751.666666666668,992607.7333333333,23720.0,730409.4166666666
2020-04-13,23800,24400,23300,23400,1112233,22450.0,2053695.4,20780.0,1466776.9,20290.0,1282188.0,20763.333333333332,1015366.4,23630.0,740438.9333333333
2020-04-14,23700,24250,23400,23700,812182,23050.0,1855609.0,21175.0,1468291.9,20653.333333333332,1278757.4666666666,20775.0,1023295.4,23548.333333333332,747219.7166666667
2020-04-16,23350,24850,23100,24700,1636066,23840.0,1765545.8,21800.0,1513966.8,21010.0,1332342.0666666667,20810.0,1064399.4,23481.666666666668,769418.45
2020-04-17,24300,25300,23950,24950,1703533,24170.0,1468114.2,22425.0,1612213.1,21366.666666666668,1374488.4,20826.666666666668,1103015.8666666667,23425.0,793347.4666666667
2020-04-20,24950,25400,24100,24400,1273107,24230.0,1307424.2,23000.0,1682763.2,21656.666666666668,1407801.5333333334,20841.666666666668,1132347.7666666666,23350.833333333332,809301.9833333333
2020-04-21,24300,24650,23350,24650,1174253,24480.0,1319828.2,23465.0,1686761.8,22013.333333333332,1417794.0,20875.0,1152851.2333333334,23285.0,820391.8
2020-04-22,24550,24950,24050,24800,860215,24700.0,1329434.8,23875.0,1592521.9,22350.0,1422006.2,20921.666666666668,1157805.9666666666,23237.5,825971.7
2020-04-23,24750,25100,24450,24450,746373,24650.0,1151496.2,24245.0,1458521.0,22750.0,1393143.2666666666,20968.333333333332,1164628.8333333333,23190.0,833279.8666666667
2020-04-24,24400,24450,24000,24150,518871,24490.0,914563.8,24330.0,1191339.0,23113.333333333332,1379663.3333333333,21038.333333333332,1149695.4666666666,23125.833333333332,833468.1166666667
2020-04-27,24000,24950,24000,24700,712120,24550.0,802366.4,24390.0,1054895.3,23516.666666666668,1389297.6,21153.333333333332,1135736.9,23078.333333333332,838930.2
2020-04-28,24750,25800,24750,25200,1078341,24660.0,783184.0,24570.0,1051506.1,23863.333333333332,1385569.2,21296.666666666668,1153304.5,23046.666666666668,849664.2333333333
2020-04-29,25300,25600,25050,25050,733928,24710.0,757926.6,24705.0,1043680.7,24153.333333333332,1314323.4666666666,21471.666666666668,1149353.4333333333,23017.5,851321.0333333333
2020-05-04,24300,24600,24150,24400,1384452,24700.0,885542.4,24675.0,1018519.3,24396.666666666668,1267528.1333333333,21668.333333333332,1172644.2666666666,22978.333333333332,867516.4
2020-05-06,24600,24800,24350,24400,878012,24750.0,957370.6,24620.0,935967.2,24470.0,1113349.5333333334,21918.333333333332,1156609.9333333333,22924.166666666668,877646.2833333333
2020-05-07,24400,24950,24050,24550,920533,24720.0,999053.2,24635.0,900709.8,24500.0,1036281.2666666667,22156.666666666668,1160476.9333333333,22878.333333333332,886714.8166666667
2020-05-08,25200,25450,24800,24900,1290000,24660.0,1041385.0,24660.0,912284.5,24600.0,1048132.4,22445.0,1165160.2,22842.5,897833.9333333333
2020-05-11,24350,24750,24200,24500,816549,24550.0,1057909.2,24630.0,907917.9,24653.333333333332,1048423.5333333333,22653.333333333332,1163590.5,22801.666666666668,903893.85
