date,open,high,low,close,volume
2019-08-16,12050,12200,12000,12100,637181
2019-08-19,12100,12400,12100,12350,632860
2019-08-20,12300,12350,12200,12250,651559
2019-08-21,12300,12350,12200,12250,426267
2019-08-22,12300,12350,12200,12200,925381
2019-08-23,12250,12250,12050,12150,630500
2019-08-26,11950,12050,11850,11950,981235
2019-08-27,12000,12100,11800,11800,1340489
2019-08-28,11800,12050,11750,12000,694360
2019-08-29,12050,12100,11900,12050,443320
2019-08-30,12150,12450,12100,12400,990163
2019-09-02,12350,12450,12250,12400,340481
2019-09-03,12350,12450,12250,12300,501541
2019-09-04,12250,12350,12200,12350,674749
2019-09-05,12350,12500,12300,12400,751555
2019-09-06,12400,12600,12400,12500,723351
2019-09-09,12450,12800,12450,12700,1535977
2019-09-10,12700,13100,12650,13000,2108793
2019-09-11,12950,13300,12950,13300,1687890
2019-09-16,13300,13450,13250,13400,951627
2019-09-17,13250,13400,13200,13300,844859
2019-09-18,13300,13400,13200,13350,784335
2019-09-19,13350,13350,13050,13200,891920
2019-09-20,13100,13450,13100,13450,836289
2019-09-23,13450,13500,13400,13500,540487
2019-09-24,13500,13550,13250,13300,843548
2019-09-25,13300,13400,13300,13300,633028
2019-09-26,13350,13450,13300,13400,475426
2019-09-27,13450,13450,12850,12850,1332146
2019-09-30,12850,13200,12850,13200,856713
2019-10-01,13100,13250,13050,13200,513976
2019-10-02,13150,13150,12950,12950,891769
2019-10-04,12900,12950,12750,12750,719355
2019-10-07,12850,12900,12750,12800,396854
2019-10-08,12800,12850,12550,12550,1818725
2019-10-10,12400,12500,12200,12300,1925943
2019-10-11,12350,12600,12300,12450,1536007
2019-10-14,12550,12850,12500,12750,968307
2019-10-15,12650,12750,12600,12650,1059148
2019-10-16,12700,12850,12600,12650,1673070
2019-10-17,12600,12800,12550,12750,824501
2019-10-18,12750,12850,12500,12600,1205252
2019-10-21,12500,12700,12500,12700,484282
2019-10-22,12700,12850,12700,12850,1199084
2019-10-23,12800,12800,12600,12600,859235
2019-10-24,12600,12700,12550,12700,830842
