"volume_ma5_ratio","volume_ma60_ratio","obv_ratio","atr5_ratio","adosc5_ratio","ema5_ratio","macd5_ratio","cmo5_ratio","ppo5_ratio","rocr5_ratio"
0.2642381875,0.1989303941,0.0014176488,0.0114685549,-0.0287040039,-0.3152452601,-0.0324260466,0.0009208185,-0.0066361167,-0.1038085213
-0.0369778997,0.0377828682,0.000982914,0.0091181734,-0.1135817033,-0.483215913,0.0358285786,0.0031824745,-0.0286912574,-0.1410898027
-0.1454167546,-0.0472444941,0.0007630559,-0.1683537105,0.0225986211,-0.3867088984,0.0062563709,0.0003898914,0.2987179566,-0.2212624123
-0.1719887305,-0.0609734372,-0.0007149084,0.1002507985,-0.0089392013,0.0476571082,-0.00348472,-0.0042712765,0.025489666,0.094144171
-0.2514341327,-0.1803702364,0.0004812913,-0.1072173701,0.0071991988,-0.121964894,-0.0001322948,0.0101105475,0.0019363546,0.2755050554
-0.3141522688,-0.2635505983,-0.0002943595,-0.1466628281,-0.0053449644,0.0109414966,-0.0029456699,-0.0029115178,-0.0014041829,0.0887075361
0.0033018613,-0.1308050998,0.0005700189,-0.0066645944,0.012805541,-0.3625204174,0.0069053133,0.0178233342,-0.0029975138,-0.0550409774
0.05831528,-0.121968548,0.0005712229,-0.1265851929,0.0172541813,-0.430109392,0.0050242391,0.0013508309,-0.006576518,-0.0732840059
0.0801116449,-0.1302971419,-0.0005405366,-0.1412676487,0.0027774842,-0.1640447095,-0.0005266657,-0.0018871973,-0.0037094979,-0.1040782291
0.0343341846,-0.1425150549,-0.0005291845,-0.0519061935,-0.0019194609,0.0162054172,-0.0029357775,-0.0028736997,-0.0004992625,0.1625200211
0.9661573421,0.7695455656,0.0025334322,0.8274778119,0.0298846185,-0.9336698872,0.0132905569,0.0187175585,0.0222508931,-0.5911689083
-0.1294404494,-0.0432362697,-0.0007033096,0.0064405948,0.0004355829,-0.4428949226,0.0012174725,-0.0016028297,0.005196354,0.3362247983
-0.1007927716,-0.0024190518,-0.0008162349,-0.1445406972,-0.0030580094,-0.1683045155,-0.0013457186,-0.0015674089,0.0006416726,0.187276636
-0.3256328491,-0.1905969806,-0.0004474357,-0.2607897148,-0.0065529556,-0.0148020343,-0.0025811054,-0.0017893822,-0.0006148665,-0.0167467602
-0.2245749007,-0.1029515734,-0.0006458572,-0.0538459753,-0.005056624,0.0227493314,-0.0029573147,-0.0010356437,0.0025081192,-0.0536345671
-0.0866853766,-0.1411914158,-0.0005782551,-0.0768397687,-0.0075524689,0.2107818208,-0.0055403744,-0.0076413096,-0.0143848688,0.6983402641
-0.0477986805,-0.1387217877,-0.0006007171,-0.0980217926,-0.0074779316,0.2696527192,-0.0084942144,0.0082795447,-0.0230421165,-0.041365463
-0.0942026356,-0.1857323524,-0.0004888542,0.0603017226,-0.0123557656,0.2754386229,-0.0165081258,0.0022194476,-0.2392263593,-0.0210544187
0.3828235986,0.1326631292,-0.0012161393,0.3238936838,-0.0403234217,0.7594518738,0.3568906939,0.0054528145,0.0425937636,0.2686532719
-0.0007519115,-0.076117796,-0.0007825816,-0.1922101336,1,0.6238118326,0.0093435992,0.0003430109,0.017618013,0.0511239576
0.3943536053,0.2690641117,-0.0016931454,0.1573624324,0.0762263915,0.9072917965,0.0082218284,0.0009043431,0.0046601418,0.1632793579
-0.1385626108,-0.0892299235,0.000853791,-0.0658964771,0.0135819329,0.5622613639,0.0017456369,-0.0003124372,0.0033574772,-0.0897932561
-0.1359966057,-0.0617678228,0.0008748373,0.196837783,-0.0009078063,0.2498644263,-0.0009164732,-0.001423907,0.0020610817,-0.1213932826
-0.1686103753,-0.1144799719,-0.0006900509,-0.0565647765,0.0032064673,0.4646402189,0.0008662476,0.0012264911,-0.0012187097,-0.1515021862
-0.1310637031,-0.0889701612,0.0007636059,0.0998493192,-0.0067978296,-0.1372970792,-0.0037227719,-0.0042744601,-0.0042104827,-0.3168389426
0.1093303489,0.0047911539,-0.0009510548,0.131383047,-0.0016359834,0.2643601242,-0.0001294566,0.0122374729,-0.007317426,-0.0696389976
-0.1209405734,-0.1407749659,0.0006345672,-0.0835584442,-0.0095824503,0.0571731823,-0.0021458046,-0.0019494617,-0.0097011471,-0.0502271447
0.3112053135,0.1613123592,-0.0013354327,0.1202784811,0.0064295557,0.5390066353,0.0035380825,0.006839761,-0.0051641115,0.3568605756
-0.0691436507,-0.0708087881,0.0008350515,-0.1138379307,-0.0066332431,0.2967895027,0.0001032448,-0.0007385438,-0.0082076574,-0.1983102716
-0.0539744064,-0.0550210002,-0.0008426057,-0.0698584766,0.0024241712,0.4857284771,0.0018949502,0.0017152116,0.0187728698,0.42579118
-0.135095009,-0.1284889258,-0.0006901474,-0.1994347907,0.0017041919,0.3489088504,0.0002562906,0.0001197604,0.0078368804,-0.1850919229
-0.0417142421,-0.0548395987,-0.0008994684,-0.1788811349,0.0088136106,0.3726919519,0.0004296926,0.0006058485,0.0094658448,0.1482680381
-0.1413435258,-0.167749236,0.0006296657,0.0521200769,-0.0003347072,0.0493781936,-0.0023046527,-0.0026862919,-0.0029396835,-0.384851755
0.2505711481,0.0805172477,-0.0012600227,-0.0277166822,0.0091661193,0.2296711399,-0.0004653125,0.0025711777,0.0018383864,0.1458523236
-0.0988961787,-0.1349909307,0.0007403826,0.0814511519,-0.0014884949,-0.1553198876,-0.0042896916,-0.0047462321,-0.0087227461,-0.3320515942
-0.0974158423,-0.1308250846,0,0.1287847121,-0.000665812,-0.1039112167,-0.0041882726,-3.22890527407532E-18,-0.0098151088,-0.0160341566
0.2211113936,0.0810452757,0.0012725158,0.4685943211,0.0018753648,-0.5195511888,-0.0129454206,-0.097485004,-0.0334066642,-0.3364797387
0.0437840393,0.0130170281,-0.0010362194,0.1752514567,0.0034738797,0.1619113071,0.021098439,-0.0064349545,0.0148253099,0.4178370275
0.0734824818,0.0177489814,-0.0010941983,-0.0527208555,0.0058114597,0.4762600962,0.0264064758,0.0097190141,0.012244615,0.0960905791
-0.1977181959,-0.1573366801,0.0006678281,-0.2062353619,0.0020166878,0.2580056419,0.0030437103,-0.0009038885,-0.0124047698,0.1462077314
-0.3487040099,-0.2616524376,0.000369242,-0.1857483533,-0.0022113616,0.0873130664,-0.0010853169,-0.001824517,-0.0220215618,-0.0474730918
-0.1648325715,-0.1916872276,0.0005366935,-0.0487612463,-0.0033600828,-0.0254350296,-0.0032250338,-0.003026189,-0.6197492635,0.2184503145
0.112913946,-0.0751914056,-0.0008065462,-0.0101599906,-0.0061874178,0.1501879058,0.001144104,0.0125832543,0.0066553465,-0.1980934108
0.8949618505,0.544540648,-0.0024343536,0.4429277349,0.0094863972,0.7939079145,0.0162871789,0.0078495385,0.0075503986,0.1810814085
0.1494714591,0.1449595926,-0.0015666545,0.0432313573,0.0063878521,0.7927024728,0.0065199502,0.0006321175,0.0065289023,0.1833930749
-0.0253260268,0.0840236666,0.0014826379,-0.0609941486,-0.0019102733,0.4119875738,0.0006863011,-0.0010918177,0.0055790684,-0.0120049958
-0.2126695467,-0.062069949,0.0009754697,-0.0994772331,-0.0074360326,0.033187722,-0.0024485429,-0.0028660185,0.0007417815,-0.0873708218
-0.1812556977,-0.0272614751,0,0.0454004227,-0.0098537613,0.0221085714,-0.0025020306,-7.8118988385477E-19,0.0019183248,-0.0949461836
0.0876421486,0.1208146278,0.0014371358,0.0607295414,-0.0174991439,-0.3564854551,-0.0067970595,-0.008822719,-0.0069974701,-0.5812392063
0.0582943509,0.0838939752,0.0012563458,0.0470356448,-0.0159848073,-0.2930481305,-0.0088300043,0.0013009562,-0.0155532432,-0.1791623124
0.2846586982,0.3136607415,0.0017835309,0.1798979583,-0.0431691227,-0.7079374573,-0.0386772784,0.0069927446,-0.0508951814,-0.2395990175
-0.1749479659,-0.0636974047,-0.0007852037,-0.1733280326,-0.0141360355,-0.2335125405,0.0046182879,-0.0027364707,0.0334208358,0.2851187321
-0.2324353017,-0.1211876538,0.0006748283,-0.1290355987,-0.0934153567,-0.2939574034,0.0042973726,0.0018539967,0.0140308428,-0.0797178409
-0.2736024079,-0.1854982635,-0.0005058424,-0.1626025172,-0.0095961533,-0.1696066303,0.0004066126,-0.0005721986,-1.9267864613607E-05,0.2347872365
0.1798365092,0.1409401335,-0.001306539,0.3101501112,0.1379985727,0.2476547429,-0.0071297253,-0.0069912727,-0.0046397537,0.2409093413
0.2424705822,0.1322563146,0.0013781029,0.0185936628,-0.1153225756,-0.2778478166,0.0068310499,-0.0155824821,-0.0095385826,0.048174825
0.0247585012,0.004107964,-0.0009990941,0.1586440826,-0.0148598071,0.397430331,-0.0120180476,-0.0087516416,-0.0137375033,0.1900448986
0.09905717,0.1066834081,-0.0013146524,-0.0598309194,0.029106455,0.3728122991,-0.0479926461,0.0016580111,-0.0418280685,0.1432022963
-0.1857652297,-0.0910041365,-0.0008555516,-0.1179511792,-0.0098903347,0.3011136361,0.0139249478,0.0006851539,0.0449355559,0.0147185514
-0.1239043518,-0.0685939952,-0.0009351244,-0.0520318873,0.0315881418,0.307943527,0.0061481756,0.0012895992,0.0063115015,-0.1438321081
-0.154280139,-0.1247614013,0.0007985963,-0.0177394333,0.0205039389,-0.0386894908,-0.0035066294,-0.0042393515,0.0062132896,0.1170258563
-0.1279698619,-0.128189561,0.0007550081,-0.0650041973,0.0074662858,-0.1606927748,-0.0070193269,-0.0132223019,-0.0045873624,-0.4007546623
-0.0392748284,-0.1204654373,-0.0007473654,-0.1326900424,0.0053386872,-0.0262976576,-0.0040388456,-0.0056311794,-0.008723622,-0.0150787766
0.4357817967,0.2257018625,-0.0017317653,0.1685976831,-0.0218295495,0.4700746748,0.0297704852,0.1752908639,-0.0063121379,0.248379648
-0.0563681093,-0.0813186037,0.0009630979,-0.1875546521,-0.0081983692,0.2296744991,0.0026421237,-0.0013315793,-0.0070486563,-0.1058831117
0.042264455,0.0023519933,0.0011756296,0.0638760351,0.0077801312,0.0189920077,-0.0023346141,-0.0030000777,-0.0124534395,0.0625769928
-0.0252824994,-0.0207473164,-0.0010581508,-0.0342978355,-0.0213035469,0.2792094004,0.0038804218,0.0094075571,0.047524911,0.2324731765
0.1095305477,0.1279174926,0.0015539017,0.1425899076,0.0743285865,-0.1858628784,-0.006217764,-0.0060171825,0.0066404358,-0.2556785747
-0.1714342892,-0.1348503663,-0.0007356964,-0.1051963127,-0.0004161883,-0.0180312472,-0.0032932878,-0.0074200171,-0.0090598035,-0.2115550051
-0.0829558142,-0.0760901648,-0.0009275664,-0.0053021396,-0.0273466882,0.0678066622,8.75951154407299E-05,0.0117087899,-0.0045113119,0.0915258817
-0.090548164,-0.0833121452,0.0009054055,-0.1445614887,-0.0325740219,0.018565204,-0.0019493332,-0.0016302879,-0.0055396399,0.0610717331
0.0771511746,0.0341068272,-0.0011899693,-0.0645859444,0.3581977567,0.0920484797,0.0016430347,0.006619094,-0.0330024719,-0.1052368848
0.2303374124,0.1277283042,-0.0015264646,-0.053542799,-0.0575953793,0.2997728526,0.0100920712,0.006598028,-0.0423900625,0.355273312
0.0763821289,0.0677146843,0.0014643364,-0.0116203406,-2.54627858629055E-05,0.0405509047,-0.0016725091,-0.0033214473,0.0792701015,-0.1499108449
-0.1060912994,-0.0608902986,-0.0010006224,0.023344668,0.0836635241,0.1059135524,0.0003500398,0.0033096812,0.0117568889,-0.0006490823
-0.0890337673,-0.0417485937,-0.0011070899,-0.0461402479,0.0261203202,0.0966791532,2.54501202107829E-05,0.000703815,0.0063259806,0.0302377632
0.2692277264,0.2853344886,-0.0022483005,0.0283801011,0.0398475868,0.2999456534,0.0057865318,0.0044237545,0.0132640189,0.0884615724
0.1686655648,0.2256315811,0.0023145763,0.2506848747,0.0054650377,-0.0874400241,-0.004510152,-0.0049442667,-0.0091220734,-0.2935375903
0.1650489833,0.2785535607,0.0022876133,0.2052781006,-0.0028935482,-0.3971462949,-0.0143902459,-0.3978391782,-0.0123793452,-0.1068377212
-0.3014825559,-0.1507013388,-0.000768927,-0.1364774164,-0.004866941,-0.188283339,-0.1572008917,-0.0017593841,-0.0247719067,0.0008974163
-0.0627500403,0.0901208047,0.0015347523,-0.0341848873,-0.010612343,-0.3372981417,0.0261855348,0.0041517599,-0.0392041743,-0.1369948722
-0.057220083,0.0522440032,0.0013337983,-0.0562965674,-0.02656625,-0.4128461672,0.0100280015,0.0015381614,0.0431802252,-0.2393518842
0.1312636654,0.2031161495,0.0016933615,-0.0464545169,-0.0549083083,-0.4389714187,0.0053134102,0.0008331632,0.0083640738,0.0690380796
-0.1931480117,-0.1246590827,-0.0007250702,-0.1283770602,0.048515735,-0.1599426652,-0.0005776996,-0.0020564125,0.0005639924,0.2810355803
-0.0139634156,0.0371296038,-0.0011878267,0.1806257371,0.0278102879,0.1652412281,-0.0049990842,-0.0053418753,-0.0010429186,0.1106641499
-0.1722131377,-0.1102431976,-0.0008302702,-0.1628950507,-0.0121417041,0.2182486099,-0.0072710865,0.0236211851,-0.0060285388,0.1867457724
-0.047697188,-0.0396878691,-0.0010725896,0.0185802612,0.0141807128,0.2797416372,-0.0141656077,0.0047410703,-0.0166946022,0.18762951
-0.0064737016,-0.0611402734,-0.0010487322,-0.0492455698,-0.0289061233,0.2389667477,-0.1973990619,0.0009445619,-0.0543346051,0.1260433419
-0.0686028131,-0.0919568252,-0.0009990967,-0.0404766768,-0.1517793716,0.3451999627,0.020406123,0.0024282681,0.0326057028,0.0263488588
0.582789844,0.4509865137,-0.0029215539,0.538000641,0.1067291329,0.8636638116,0.0219073249,0.0025769539,0.0162457343,0.19794332
0.0150072023,0.0713384538,0.0018780389,0.0211104172,0.0078064183,0.3310741895,0.0011854411,-0.0022434973,0.0045622226,-0.1895551617
0.0770352813,0.1636062849,0.0020914083,0.2481478434,-0.0152610042,0.0386740651,-0.002287748,-0.0026916569,-0.0003270268,-0.1770815159
