"volume_ma5_ratio","volume_ma60_ratio","obv_ratio","atr5_ratio","adosc5_ratio","ema5_ratio","macd5_ratio","cmo5_ratio","ppo5_ratio","rocr5_ratio"
-0.160916747,-0.0357055704,0.0012507333,-0.1423702292,-0.026552501,1.07814161425176E-05,-0.0027126093,-0.0008551293,-0.0022542981,-0.0449863469
-0.1142771126,0.0264160223,0.0013831908,0.0239626435,-0.0870377004,-0.2059881317,-0.0059833286,-0.0078723013,-0.0056177686,-0.2214412164
-0.0395794005,0.0138764512,-0.001274512,0.1886647109,0.0016933024,0.3794286274,0.00729825,-0.0239081144,-0.0116134631,-0.0568889088
0.1405294239,0.1726739509,-0.0018870884,-0.0390632752,-0.0583056082,0.6099015593,0.0081859374,0.0024338209,-0.005207394,0.3368878279
-0.221229377,-0.1490885597,0.0009019389,-0.0768767643,0.0675125973,0.2745681153,0.0004990935,-0.0015224186,0.0015588106,0.0317144506
-0.0295696719,-0.0104234934,0.0013389897,-0.0876272395,-0.023573139,0.0310450006,-0.0023591662,-0.0025470639,0.000412294,-0.0708898141
-0.1038365751,-0.0783804794,0.0010433456,-0.0489753144,-0.0512371985,-0.029573246,-0.0031131116,-0.0017767477,0.0114707084,0.0906692899
0.2031268897,0.1622684101,0.001759011,0.1368004051,0.5004804721,-0.5226187427,-0.011647476,-0.0196040393,-0.0049446322,-0.5685018492
0.0760168007,0.0363470142,-0.0012868312,0.0312457951,0.0105151226,-0.2762405759,-0.0239891849,-0.0013950613,-0.0216125944,-0.1540464027
-0.1638866628,-0.118395997,0.0008881381,-0.0217294639,0.0029540637,-0.2109216496,0.0238469791,0.0004480777,-0.1629297621,0.0562588804
-0.2314609866,-0.1829357,-0.0006599264,-0.1113141446,-0.0016662246,-0.1155603688,0.0028609815,-0.0008223348,0.0216280599,0.1014451917
-0.2596780315,-0.2092884359,0.0005821295,-0.1197031597,-0.0002150485,-0.2578045761,0.0076937831,0.004119195,0.0152911151,-0.075612719
-0.057830116,-0.1441254327,0.0007496085,0.0309183647,-0.0018047761,-0.1988223962,0.0025515509,0.0002979664,-0.0028481011,0.2835567501
-0.1015294528,-0.2068260522,-0.0005450495,-0.1854759361,-0.0045673399,-0.0549577707,-0.0014756996,-0.0021663146,-0.0058397863,0.0003978288
0.4345541417,0.068072237,0.0013443412,0.1265979321,0.0169456303,-0.454208132,0.0086191742,0.0073675205,-0.0016960625,-0.2256890433
-0.1910990559,-0.2269170139,-0.0004733029,-0.1780649005,0.0032546998,-0.2795790744,0.0016630031,-0.0004678942,0.0005129212,0.0005430217
-0.1130868164,-0.1871401569,-0.0005849423,0.1141170263,-0.000735687,0.0246964023,-0.0030583193,-0.0036962366,-0.0062652297,0.2303520518
-0.1995482294,-0.2380694415,0.0004538368,-0.0846597365,0.000192644,-0.1161379348,-0.0006675282,0.0052195656,0.0018680388,-0.0610412164
0.2502299019,0.0212143349,0.001126116,0.1078569219,0.0102217293,-0.3701010099,0.0040921846,0.0039910636,0.0077200195,-0.212841934
0.4904745033,0.1688586052,-0.001460152,0.1660032731,-0.005441101,0.2069990271,-0.0056745987,-0.0055974078,-0.0096242019,0.5209814792
-0.1126873846,-0.1377485159,-0.0007249991,-0.21403406,-0.005821268,0.1907324952,-0.0071374764,0.00393961,-0.016325247,0.0148681104
-0.0940014422,-0.1167187843,-0.0008103077,-0.0183343484,0.001294128,0.2063291641,-0.0119285893,0.0035561,-0.0170320799,-0.0768923965
-0.1225910999,-0.1106205011,0.0008491508,0.0442251411,-0.0003988111,0.0311147589,-0.0096764343,-0.0040379866,-0.0792897369,0.0159908177
0.0934355973,0.0290746698,0,-0.0807638698,0.0108359792,0.0207286014,-0.0159221597,-8.49501051833444E-18,0.0924372271,0.1721374894
-0.0523226245,-0.1153346773,-0.0007977084,-0.0072714107,0.0010923999,0.0930695946,0.8807998264,0.0174656186,-0.0029134751,-0.2138751145
0.0377876466,-0.0462835461,0.0010167998,0.0849632161,0.0050373365,-0.307173707,-0.0513872245,-0.015410078,-0.0123837253,-0.240380294
0.0747419471,-0.0021120956,-0.001097139,-0.0796987223,0.003395486,-0.1531179338,0.007145278,-0.0014086631,-0.0204583173,-0.0143787912
-0.1345822471,-0.1323393245,-0.0007769593,-0.09687874,0.0022039585,-0.049153057,-0.0005803423,-0.0020883759,-0.0867016735,0.0915857259
0.2552580157,0.1225767482,-0.0015744185,-0.0498801082,-0.0108255495,0.180551423,-0.0108535639,-0.0116537719,0.0418841318,0.1226961552
0.2245049376,0.1795629121,0.0018983786,0.123007713,0.0023586099,0.0136337244,-0.0049773664,-0.0047964875,0.0091869716,-0.10534123
0.0886209296,0.1173951103,-0.0015825479,0.1230102493,-0.0120193716,0.4073820499,-0.1042865044,0.2874212241,-0.0234355244,0.4505208171
-0.1479058438,-0.0698773647,-0.0010773183,-0.1095657895,-0.0131180643,0.3743547989,0.0130140378,0.0008302555,-0.4697093727,0.0283054814
-0.2662725632,-0.1615907863,0.0008179543,-0.0625336956,-0.0030570964,0.1170256698,-6.46634026861805E-05,-0.0024244324,0.017120307,-0.1040250011
-0.1616384125,-0.1154690057,-0.0009352879,-0.1152361329,0.0079483523,0.1038328277,-0.0003467282,0.0005655915,0.0039993486,-0.1063028418
-0.1360530044,-0.1482240556,0.0008599439,-0.0306485327,0.0059731074,-0.0088217311,-0.0029190341,-0.0028629242,0.0062470559,0.016106682
0.0897591566,-0.0628071358,0.0010960563,0.1815394347,-0.0047819064,-0.1876423205,-0.0081666748,-0.0125053155,-0.0092210543,-0.3239942983
-0.045856406,-0.1463773682,-0.0007893534,-0.0870853443,-0.0040459121,-0.0473986743,-0.0057434741,-0.0040917315,-0.015946727,-0.0139361836
0.3252780706,0.1103043478,-0.0016435431,0.1241706388,-0.0205701893,0.2294091124,0.021111211,-0.054465996,-0.0173691697,0.2256871887
0.083635515,-0.001330599,-0.0013918371,0.0006480595,-0.0332254555,0.2819989047,0.0094768047,0.0018482082,-0.0124273197,0.0587901139
-0.2594045098,-0.2124332472,-0.000698691,-0.1226723479,-0.1215416537,0.2126143279,0.0029434963,0.0002655293,-0.0001040654,0.0594140216
0.2023374601,0.1010939623,-0.0018972112,0.0598276996,0.1670048615,0.449247488,0.0073173547,0.0022122843,0.3372187766,0.2829817243
0.4702331605,0.4913125946,-0.0037332556,0.2700428395,0.0510454656,0.7286939263,0.0083137442,0.0009815557,0.0311960171,0.1967872321
0.152876745,0.2537191141,-0.0033227367,-0.0066729334,0.0171910594,0.728048399,0.0044783432,0.0002746535,0.0098622595,-0.0108984158
-0.1129831039,0.0217099775,0.002524807,-0.0613109298,0.0033758912,0.3298676143,-0.0001655406,-0.0015987232,0.0043575483,-0.1544621832
-0.148342265,0.0311285651,0.0023008898,0.0650179615,-0.0053947041,-0.001542466,-0.0027248836,-0.0029468487,0.0016178681,-0.1386797157
-0.240374688,-0.0756863294,-0.0015577454,-0.1174750165,-0.0065416973,0.0478239025,-0.0022524856,0.0009134146,-0.0025224821,-0.1441438252
0.2202908884,0.3064920382,0.0036181981,0.2280213832,-0.0243020582,-0.4073475239,-0.0073352042,-0.008884495,-0.0101513313,-0.4807728824
0.0100483337,0.0801931436,0.002149713,-0.1033493962,-0.0372758621,-0.3972193736,-0.0114978002,0.0021195514,-0.0209071284,-0.2075966276
-0.0047836801,0.0785242245,0.0019575662,-0.0594380961,-0.7169086738,-0.3169096614,-0.0329948451,0.0006181222,-0.1089681972,0.0535376685
0.1322878265,0.2385398288,0.0024199319,0.0090342495,0.0163325675,-0.2628538399,0.0178719672,0.0006061322,0.02380859,0.0965722975
0.029278384,0.2071963223,-0.0020820447,0.0650761508,0.0136449098,-0.0252140841,-0.0018196695,-0.0034896608,0.0087093989,0.05950068
-0.221988167,-0.0897405746,0.0011799425,0.0782435266,0.0129063767,-0.1679737249,0.004059409,0.0073820802,-0.0020879,0.1696751069
-0.0653047423,0.0379978941,-0.0015777597,0.0332297365,0.0098037305,0.0393214919,-0.0039542628,-0.0043693798,-0.0075545088,0.1610908407
0.4522457277,0.6598350706,0.0042129767,0.2895582741,0.0238015004,-0.5549264916,0.0211473486,0.0648087322,-0.0036057761,-0.3048554622
-0.017857954,0.1649424651,0.0019204112,-0.07302762,0.0082089168,-0.6049287906,0.0079119964,0.0009369981,0.0005648634,-0.1068017396
-0.1103610484,0.0491719487,-0.0014188641,-0.0608294596,0.0046047328,-0.3310499122,0.0010348889,-0.0009860271,0.0029537022,-0.0413743246
-0.3227979992,-0.1565660862,-0.0008247108,-0.172911346,-0.0023544155,-0.1700894795,-0.0009256177,-0.0008929748,0.0038190564,0.1184998707
-0.2922744175,-0.1383093409,0.0008971589,-0.0985259185,-0.0010907807,-0.2974935547,0.0006069553,0.0015458899,0.0097824022,-0.1919465823
0.0703420474,0.0478511564,-0.0014662089,0.2882563277,-0.0072647761,0.038065141,-0.0031181676,-0.003593116,-0.0031848297,0.4904177153
0.2073675212,0.1296661748,-0.0018471459,0.0511435801,-0.0156165429,0.394849019,-0.0080338152,-0.0127588013,-0.0103826603,0.3528790234
-0.023636163,-0.0458407977,0.0013480188,-0.0563920875,-0.012943441,0.0777917088,-0.0050043759,-0.0045537177,-0.0152138698,-0.1483672954
-0.2377397444,-0.1840208421,0.0007751769,-0.2450082855,-0.00442108,-0.0004562222,-0.0026924914,-0.0147558757,-0.0277519262,-0.0600997324
-0.0331220855,-0.0360946943,-0.0012500793,-0.1115864612,0.0073258503,0.0258093061,-0.0041111191,-0.004627414,0.4060615186,0.1227284732
-0.1788080472,-0.1592365913,0.0008669167,-0.034117391,0.0066038137,-0.1132950219,0.0057653092,0.3192216812,0.0014338181,-0.2096476098
0.0912144962,-0.041894975,-0.0012401051,-0.1518973378,-0.0008929983,0.0027717995,-0.0028619746,-0.0038421974,-0.0139834974,-0.1623199559
0.3287652941,0.1372113441,-0.0019698941,0.3746577077,-0.0185340667,0.472792069,-0.0342097726,-0.0592131422,0.0039956103,0.378047255
0.2303978855,0.1740634938,-0.0023255327,-0.0037566246,-0.0411498512,0.5966212829,0.0283586152,0.0016343366,0.0183119444,0.1905456402
-0.1286101929,-0.0835861611,0.0014191973,0.1659310978,0.1814135353,0.0604015436,-0.0016136875,-0.003753815,-0.0006287502,-0.2002257894
-0.1814478894,-0.1117028541,-0.0012100301,-0.0073771869,0.0417765047,0.0912287537,-0.0008489089,0.0014893539,0.0101869822,0.104908267
-0.3043300789,-0.2161065691,0.000817549,-0.1096763348,0.0009724157,0.0097830734,-0.0025003822,-0.001876592,0.0094358168,-0.0739702528
-0.1393384046,-0.152323318,0.0010574466,-0.0381320573,-0.0102252661,-0.0443791446,-0.0038703182,-0.0032897511,-0.0050448919,-0.2901264648
-0.0381413637,-0.1611276926,-0.0009769302,-0.0029906539,0.0178596933,0.0977613017,0.0007269225,0.021308141,-0.0125892298,-0.0851657097
0.4144233677,0.0955192126,-0.0021179825,0.0822167855,0.05112352,0.4463197181,0.0122942655,0.0074434581,0.0025266221,0.4124606841
0.1752212735,0.0043033812,-0.001924692,-0.0990401747,0.023122221,0.319741701,0.0032408351,0.0001440625,-0.0025622578,-0.0149843044
0.919538062,1,-0.0075150238,0.5154621525,0.036371634,0.9361985846,0.01171195,0.0022593016,0.0209234945,0.4404813866
-0.000193605,0.2096743276,-0.0049846967,-0.0568161201,0.0079140236,0.8314127935,0.0046157111,0.0002293925,0.0221803597,0.1510425825
-0.1987086454,0.0261558336,-0.0045108512,-0.1389416346,0.0001921713,0.5920888396,0.0013479908,4.80545932260664E-05,0.0121012662,-0.0462545121
-0.1578711137,0.0670709051,-0.0062354528,0.1784149889,0.0028714187,0.7213072645,0.0018849935,0.0002834885,0.004275914,-0.0315270186
-0.1849852813,0.0464107298,0.0082201076,0.0620752631,-0.0043730828,0.1000505379,-0.0021373163,-0.0030896736,0.001971617,-0.2212246054
0.1328575969,0.2237483121,-0.0084651484,0.1578065179,-0.005528201,0.4155520709,0.000083189,0.0025098576,-0.0025829025,-0.2007962715
0.0923401715,0.179127095,-0.01266506,0.1162993442,-0.0108237904,0.4127604906,0.000074936,0.0005525543,-0.0043211777,-0.0428067554
-0.0160460086,0.0991242394,-0.0247425655,-0.0836930539,-0.005269728,0.5466806782,0.0009952074,0.0008609419,-0.0034869397,0.1274147667
-0.1378674414,-0.0209107198,-0.231669514,-0.0900633463,-0.0119020842,0.08930151,-0.0021379088,-0.0027101842,-0.0074917058,-0.3298872247
-0.1550244761,-0.0467506172,0.0236503,0.112805989,-0.0154913278,-0.053152566,-0.0031129286,-0.0021818852,-0.004747819,0.1467002192
-0.2755080483,-0.1876931152,-0.0070340944,-0.1123887524,-0.0038828218,0.1673866248,-0.0011221716,0.0045524054,-0.003685878,-0.0807716931
-0.0516569109,-0.0786124377,0.0152868534,0.1775689164,-0.0159387771,-0.2481182219,-0.0052718647,-0.005958487,-0.0098696451,-0.2799492279
-0.0190304888,-0.0957665603,-0.008666965,0.0145147376,0.0062123897,0.0594768128,-0.0017694249,-0.0156040677,-0.0223011503,-0.0229245245
0.0449141746,-0.0737981604,-0.0150095421,-0.1026512566,0.0137609415,0.2651163778,0.0020642671,0.006054616,0.014784575,0.2858047708
0.0929323303,-0.047676823,-0.0469207082,-0.0869584574,0.0241945291,0.1981095047,0.0004418296,0.0002710582,-0.0062775802,0.0776332529
-0.0096467515,-0.0777191571,-0.0405499998,-0.0095687401,0.0049741475,-0.0693745974,-0.0037904596,-0.0042932188,-0.0577710618,-0.2277784649
0.4677598672,0.332687711,-0.1197723689,0.2261254282,0.0259400574,0.5572009205,0.0088729569,0.0477465714,-0.1573779325,0.5656796506
-0.0973091022,-0.0553059167,0.0134188095,-0.1039506867,0.0015853831,0.4330737361,0.0030050273,0.0003339191,0.0263611677,-0.092543089
-0.0854077236,-0.0434269377,-0.0088000396,0.032273032,-0.0023405641,0.1110308723,-0.0014806459,-0.0024182663,0.0015826836,-0.2240817902
-0.0526742262,-0.0151068992,-0.0155170055,-0.0337895982,-0.0100977521,-0.2532582228,-0.0058405932,-0.0067319703,-0.004209155,-0.1991634851
-0.0878623627,-0.0337224497,0.0462385852,-0.0677144517,-0.0010907878,0.0495068411,-0.0017137533,-0.0113369554,0.0065239682,0.2448469255
0.1088909939,0.044971925,0.0186803068,0.1314558523,0.0069489503,0.1205965779,0.000039628,0.0033186925,-0.0112142742,-0.2855060917
-0.2411011375,-0.1960088861,0.004765514,-0.1549089632,0.0035113377,0.2549608503,0.0031066233,0.0037628815,-0.0149086509,0.0623963025
0.0154054461,-0.0392032725,0.0068944821,0.013478155,-0.0048005498,0.2558907338,0.0021491581,0.0009972374,-0.0034569316,0.1494731018
-0.1317504245,-0.1473175242,-0.0037159165,-0.136979295,-0.0087790167,0.0832224103,-0.0013226269,-0.0019260108,0.0311258178,0.1408503211
-0.1382515979,-0.1728114736,0.0040083218,0.0867340248,-0.0006615646,0.2925065059,0.0026585276,0.0042523288,0.0032913457,0.0081241802
-0.0177714606,-0.1470020892,0,-0.1731569782,-0.0060208724,0.1937241419,0.0003265477,-7.87202866988437E-19,0.0125677089,-0.0498735476
0.2585833372,0.0527934096,0.0066025793,0.3515559202,0.0112154121,0.7256122063,0.0084761656,0.0031754446,0.0131796243,0.2370714289
0.0968745358,-0.0320993031,0.0041360888,-0.1874662913,0.012331121,0.6018099769,0.0033021714,0.0002183661,0.0062843994,0.020554772
0.2119751533,0.0918638461,0.0046925798,0.192394765,0.0095199547,0.7683716519,0.0036607237,0.0004717518,0.0066679313,0.2586860773
-0.0597433267,-0.0561836504,-0.0027280723,-0.0436540503,-0.0027897217,0.2390367876,-0.0010929891,-0.0024135398,0.0019069109,-0.2778508926
-0.2618141847,-0.1944099581,0.001861686,-0.0982602223,-0.0029158364,0.1989711182,-0.0012500492,0.0002652197,0.0024805628,0.022974314
-0.1090813031,-0.1221124371,-0.0022823535,-0.0610276317,0.002717517,0.0917656838,-0.0019731527,-0.0007712099,-0.0032609058,-0.3485422087
0.2097334657,0.0984272263,0.0045308181,0.2908239681,0.0047021882,0.5234054202,0.0021586821,0.0032524847,-0.0018710792,0.1926452722
-0.0033956188,-0.0681090095,-0.0025191879,0.0633880903,0.0017614546,0.3051241325,-0.0002025097,-0.0005469515,-0.0076533366,-0.2249291747
-0.0941135301,-0.1309834932,-0.0022724314,-0.1030027236,-0.0051697867,-0.0347538124,-0.0030045993,-0.0033395882,-0.0059746402,0.0129419948
-0.0077037677,-0.0543173504,-0.0032032374,0.0334889662,-0.0048627612,-0.1416690775,-0.0042012546,-0.0041574306,-0.0102975601,-0.0908192892
-0.0179891586,-0.0482240373,-0.0038004923,0.0065452589,-0.0095994479,-0.2532320987,-0.00640444,-0.0297195919,-0.0069679047,-0.0687987565
-0.0898168264,-0.1329310259,0.003454178,-0.0735762529,-0.0004174634,0.0692992532,-0.0009528158,-0.0094000433,-0.0265815629,-0.1216216375
-0.1933983741,-0.2025669029,-0.0021557422,-0.1433716019,-0.0078876584,-0.0334454835,-0.0036214992,-0.0039398761,0.2150120185,-0.023298589
-0.2045325368,-0.21883721,0.002153598,-0.1021147376,-0.0004468606,0.0772273243,5.60815546986403E-05,0.0218429995,0.0085062202,0.1943059556
0.4037467719,0.1293130767,0.0056815969,0.5493192084,0.0187365484,0.826464082,0.0268590085,0.015228614,-0.0272973423,0.515425338
0.2037096955,0.0369018752,-0.0037931235,-0.0605699579,-0.0032531309,0.4628398624,0.0033118902,-0.0008641504,0.3262116946,0.0488588487
0.4161118109,0.2863229948,0.0072482487,0.4189481672,0.0094756952,0.981125937,0.0078476533,0.0019602233,0.0373559033,0.2372100295
0.1949196302,0.2512924858,-0.0052740472,-0.0938259957,0.0125558545,0.621011394,0.0017646762,-0.0001766392,0.015528916,0.035318427
-0.0907032244,0.0615733111,-0.004862644,-0.0790818572,0.0015721313,0.1847508948,-0.0015048867,-0.0022132151,0.0058634586,-0.1807878064
0.0035189268,0.1542091234,-0.0074718768,0.0180560333,-0.0081338896,-0.099944134,-0.0034424947,-0.0033146696,-0.0033410448,-0.5415144915
-0.2508371412,-0.1009013326,0.0060525755,-0.1523727243,-0.0074392246,0.0075875244,-0.0026408951,0.0024017188,-0.0034605974,0.0865013867
-0.0028968878,0.0815641954,-0.007711608,0.0488098653,-0.0175974271,-0.3109512147,-0.0062914108,-0.0085382676,-0.0122158504,-0.5370504623
-0.0797354774,-0.0309536778,0.0089963042,-0.0681571126,-0.0232208629,-0.1900471531,-0.0064681344,-0.0008232448,-0.0241174173,0.0213097171
0.3885362489,0.4255099804,-0.0146593994,0.4947419349,-0.1086608496,-0.8792836698,-0.0332526029,0.0192613056,-1,-0.3151106649
-0.0887829316,-0.0017204344,0.0197393848,0.1381973779,0.0032601679,-0.1952470747,0.0026967807,-0.0034395761,0.0078711305,0.3731607147
-0.2070738193,-0.0923472635,-0.0081380904,-0.1128747363,0.0069676357,-0.2848775613,0.0039423744,0.0025155789,0.0092353488,-0.1314340769
-0.2635847372,-0.1644737774,0.0096920582,-0.1249064925,-0.0031525427,-0.0941894901,-0.0009834532,-0.0018364647,-0.001813164,0.2428268493
-0.0727058571,-0.0233935476,0.0108666247,0.1700974033,-0.0251789941,0.2480039096,-0.0075769753,-0.0082465558,-0.0036969826,0.1680632425
0.1029129047,0.0018090232,0.0079330365,-0.0164489448,-0.0664348507,0.396313527,-0.018594955,0.0074408588,-0.0164952992,0.59759266
0.3200277567,0.1796436352,0.0085994869,-0.0417395982,0.0562327827,0.300171215,0.0465645457,0.0004921141,-0.026123804,-0.2132386333
0.2389407461,0.2065908855,-0.0066488942,0.2279226516,-0.0264187428,-0.1056240962,-0.0069489995,-0.0058131786,0.5136319711,-0.0839882688
0.0496762817,0.1315822875,-0.008259693,-0.0969008545,-0.139139397,-0.2994232989,-0.02513708,0.019323441,0.0088487175,-0.1870578891
-0.0620919268,0.0528171019,-0.0110765068,-0.1365288594,0.0518086208,-0.3545732821,0.0358033974,0.0022698913,-0.0044295468,-0.2629613087
-0.0561610221,0.0897812242,-0.02247113,0.0149871082,0.0283016958,-0.4318392535,0.0109749034,0.0017108711,-0.0309632592,-0.2407348644
-0.1396752748,-0.0155003519,1,-0.1785802415,-0.0018005158,-0.1734561703,0.0004241081,-0.0018835278,0.0924062947,0.0469267861
0.0400717541,0.1144836242,0.0299717785,0.0202669315,-0.0166452287,0.3156005579,-0.0082407088,-0.0078805449,0.0060512892,0.4307741067
-0.0241459888,0.0409543727,0.0111292251,-0.1444171709,-2.27020801174215E-05,0.2478777949,-0.0124802702,0.0009562322,-0.002378062,0.1564229285
-0.177450008,-0.1026001889,-0.0050439905,-0.0557121352,0.003318416,0.1255816206,-0.0331431089,-0.0013800324,-0.0103140622,0.0680801129
0.014235305,0.0268509019,0.009176762,0.0976411246,-0.0174902111,0.5278481693,0.1023075447,0.0117460227,-0.0420079781,0.3713721938
-0.134622663,-0.0884416944,-0.0047440354,-0.0962899432,0.0023535911,0.0804569118,-0.0006510838,-0.0035494594,0.0451799023,-0.2167275961
-0.2560095418,-0.208595639,-0.0036591603,-0.1172455257,0.0084851081,-0.0226907726,-0.003321824,-0.0031178259,0.0015660492,-0.2848513326
0.2352211854,0.0872312317,0.0109844712,0.0342860903,-0.0169040516,0.2899470284,0.0072940531,0.0249998692,0.0013759963,0.152790015
0.4643416742,0.3868443723,0.0121583785,0.1023536874,-0.0858270649,0.6087977853,0.0114918008,0.0034949094,0.0047595318,0.2587235139
0.1258972924,0.1579067889,0,-0.0296122546,0.0530278754,0.4003586446,0.0026366938,-1.32064740387474E-18,-0.0053323694,-0.2461678865
-0.0925907308,0.0011589262,-0.0041405728,-0.0603895812,0.0088115548,0.1904371956,-0.0005307819,-0.001199648,-0.0004004312,0.1100327769
-0.0580623914,0.0797933076,0.006081139,0.212848032,0.0076960713,0.5320872096,0.0036358118,0.0026559424,0.0105242578,0.2757994926
-0.0701023857,0.0664590084,0.004699432,0.0516899713,0.0041495759,0.550938468,0.002636276,0.0005586067,0.0044602886,-0.061623547
0.0746649636,0.145354287,-0.0045899159,0.1220809335,0.0035466761,0.1468170987,-0.0014862781,-0.0024635099,-0.003380861,-0.3473206769
-0.0926112075,-0.0221609939,-0.0040030327,-0.0926588471,-0.006301943,-0.0818170359,-0.003474363,-0.0033412288,-0.0019273391,-0.102246796
-0.1272487631,-0.0508981318,0,-0.0457119461,-0.0053575191,-0.0546456988,-0.0033746172,0,-0.0030336573,0.0419629973
-0.1654039803,-0.1062456859,0,-0.087231752,-0.0025670283,-0.0364754971,-0.0032829654,-1.5295615220149E-18,-0.0117602267,-0.2246716086
-0.1507277011,-0.1238649436,0.0034867978,-0.1602496918,0.0026624854,0.1557371583,0.0004061252,0.0096643236,-0.0208272341,-0.0087232981
-0.1340714873,-0.1607375709,-0.0026111846,-0.0260610468,-0.006045132,-0.1657035285,-0.0059546473,-0.0063321083,-0.0660483603,-0.0328967952
0.5227959873,0.304475788,-0.0086984942,0.2687742154,-0.0202350187,-0.5431652587,-0.0203312835,0.0192973295,0.0447757962,-0.1494783417
0.1640024083,0.1179743943,-0.0103710716,-0.115991801,-0.022069586,-0.4395508687,0.0361171678,0.000463822,0.0195828159,-0.042920328
-0.0202971965,0.0100865918,0.0151829064,-0.063012796,0.0560320266,-0.1302075476,0.000616482,-0.0026565454,0.0033408409,0.0970628183
-0.1223607098,-0.0519403313,0.0077546122,0.1341963299,0.038039797,0.226975248,-0.0082695289,-0.0078356598,0.0011886931,0.0768267487
-0.090676453,-0.0022023022,0.0066487915,-0.0562986115,0.0023154927,0.2608157783,-0.01711107,0.0037869379,-0.0039604413,0.2199895542
-0.1093486949,-0.0788780806,0.004185343,-0.2077549158,-0.005660871,0.2094002919,0.076472995,0.0007580515,-0.0147642924,0.2788770641
-0.1088214814,-0.1154108534,0.0031452512,-0.1670947091,0.0079773778,0.2662364776,0.0138010069,0.0022918651,-0.0458072312,0.115867011
0.0224457555,-0.0460689492,0.0034163147,0.0528752271,0.015572563,0.3210383812,0.0076938904,0.001512256,0.0464887097,-0.0148965364
-0.0973338741,-0.1276706827,0.0022871486,-0.0668190472,0.0050189375,0.3739976742,0.0053439239,0.001038997,0.0123174048,-0.0880181025
-0.1521306545,-0.1834459467,0.0016417046,-0.1450607592,5.19415574210078E-05,0.3184249378,0.0023804919,0.0003365779,0.0042600278,-0.0222980916
0.0733335816,-0.0680895226,-0.0023312509,0.1171539502,-0.0048652193,0.0694194799,-0.0017482711,-0.0026384045,-0.0015739594,-0.1004413561
-0.1355351052,-0.1859619871,0.0016864701,-0.0718855426,-0.0068419612,0.0814887458,-0.0014283062,0.0006908914,-0.0040923157,-0.0517358336
-0.0924587404,-0.1898817573,0.00153865,-0.1074109695,-0.006224344,0.1246594536,-0.0005358254,0.001235074,-0.0053633637,-0.0413287009
0.3800739384,0.0822632596,-0.003271281,0.1360624916,-0.0203684479,-0.0927162122,-0.004396892,-0.0048190506,-0.0092196318,-0.1895048304
0.5423913759,0.3656862284,-0.0061549662,0.1248964446,-0.0180722979,-0.2554940099,-0.0092789867,-0.1004037594,-0.0193120948,-0.1509831752
-0.2000913994,-0.149849804,0.002782203,0.0935830152,-0.0024239438,0.1118485689,0.0048461415,-0.0078854123,-0.0313611826,0.2466815023
-0.2459289674,-0.1776704409,-0.0022000155,0.0502858448,-0.0099126913,-0.1374620227,-0.0097427312,-0.0087403485,0.1733560272,-0.1407889923
-0.2867435033,-0.204886228,-0.0021297221,-0.062892286,-0.0550726759,-0.2867182432,-0.0448375073,0.0078642456,0.0303025409,-0.1520149701
3.01731997376858E-05,-0.0404375316,-0.0043048824,0.2014823267,0.2087298529,-0.602338317,0.0411351692,0.0039715341,0.0117276616,-0.1397985634
-0.0614777706,-0.1767053445,0.0033229948,-0.1213928468,0.0046594829,-0.3528897422,0.0040317975,-0.0007738595,0.001108484,0.1454320083
-0.1004197801,-0.2026842599,0.0025741409,-0.1243452853,0.0025866661,-0.1825058858,1.14160989266105E-05,-0.0010105141,0.0095662792,-0.129997665
0.2296269144,-0.0218373412,-0.0043725276,0.1557258059,0.0180242488,-0.4879801696,0.004535485,0.002880593,0.0060475856,-0.0920221164
0.1889242328,0.0178851746,0.0059737045,0.0342287801,0.0065247471,-0.2179815023,-0.00025712,-0.0015552428,0.0005872464,0.179985937
0.3031268446,0.1344380186,-0.0060203795,-0.0127094574,0.0137854908,-0.2575544551,0.0002250199,0.0009087341,-0.0034318084,0.1787395179
-0.1386569222,-0.1208605755,0.0042403469,-0.0899748579,0.0077168776,-0.0231520119,-0.0024541057,-0.0026674466,-0.0026880302,0.0546371509
-0.2310764193,-0.1744067127,0.0028761743,-0.1594935324,-0.0037261969,0.1154871385,-0.004256099,-0.0043452535,-0.0060002932,0.0431762398
-0.2478707001,-0.2051025242,0.0021828564,-0.1855441195,-0.0074935159,0.1141022616,-0.0048517352,-0.0096013891,-0.0150103623,0.2389221212
-0.1736850612,-0.1933182388,-0.0021031602,-0.1905322463,-0.0127841066,0.0572649604,-0.0043076484,-0.0062537641,-0.0241805341,-0.0751675096
-0.1088769981,-0.2197972419,-0.0020007004,0.0575398254,-0.0031119661,-0.2220428978,0.0059928438,0.2641320277,-0.3969148591,-0.0849221494
-0.0197960115,-0.2022536379,0.0023838181,-0.0656783724,-0.0093792464,-0.055388518,-0.0011712126,-0.0025892325,0.0132598189,-0.032368484
0.3897988142,0.0051685377,-0.0042936494,-0.1974690051,0.02058514,-0.093073985,9.47701130510877E-05,0.0021972155,-0.0064250359,-0.1065315964
-0.0835763109,-0.1903382633,0.0027379891,-0.1128576679,-0.0025742307,0.0315203586,-0.0036555538,-0.0040477,-0.0364159671,0.0326123242
0.0106042141,-0.1413724819,0.0029970011,0.4837144266,-0.0126937127,0.4142603805,-0.0191364435,-0.0505211129,-0.0124235435,0.2362505242
