"high","low","close","low_close_ratio","volume_lastvolume_ratio","sar_ratio","slowk5_ratio","cci5_ratio","ppo5_ratio","rocr5_ratio"
0.881025641,0.9329608939,0.878125,-0.1380351558,0.0631904024,-0.0090139631,-0.2450326669,-0.0003786597,0.0347201326,-0.1742752042
0.8615384615,0.9229050279,0.875,-0.2424242424,-0.0259894193,-0.0206930749,-0.3652736715,-0.0016836701,0.006264406,-0.0007250884
0.8635897436,0.9217877095,0.8625,-0.0527009223,-0.0188061169,-0.0349582405,-0.5800673105,-0.0035021265,0.0027163281,-0.0615539023
0.8492307692,0.9061452514,0.8520833333,-0.1244721049,0.022376756,-0.0447549388,-0.6863440189,0.0040847392,0.0100934631,-0.2710525492
0.8317948718,0.8569832402,0.8020833333,-0.0566706021,0.2521870161,-0.0650584014,-0.1409657222,0.0043842129,0.0119879798,-0.2774168648
0.7969230769,0.8458100559,0.8,-0.2083333333,-0.0205784123,-0.1214177997,-0.2331588572,-0.0047971467,0.0053820281,0.0474885842
0.8235897436,0.8603351955,0.8354166667,-0.5803672637,-0.0148213425,-0.1401074846,0.3874619508,-0.0118742041,0.0014165326,0.4009828139
0.8317948718,0.8782122905,0.8197916667,-0.0184821532,-0.0614924057,-0.1225455255,0.3867278029,-0.028138536,0.0011492713,-0.0374377188
0.8133333333,0.8636871508,0.8177083333,-0.2223508975,-0.0066095809,-0.1069564565,-0.1869978422,-0.0173476054,-0.0012731635,0.0806351445
0.8112820513,0.8681564246,0.8104166667,-0.018695957,-0.0023006051,-0.0931742106,0.2114858668,0.0674584069,-0.0062345522,0.4416172253
0.8051282051,0.8681564246,0.809375,0,0.0495790988,-0.0810326484,-0.0159265345,0.0576213012,-0.0089571496,0.0109891192
0.8205128205,0.8726256983,0.8291666667,-0.2740977615,0.017539252,-0.502642422,0.3514830324,-0.0276862135,-0.0064192209,-0.1585344475
0.8338461538,0.8893854749,0.846875,-0.304148496,-0.0118371357,0.0095006572,0.8753025379,0.0153559127,-0.020493796,0.3410295536
0.8338461538,0.8994413408,0.84375,-0.0897867565,0.0010422213,0.0243382217,0.5607010351,-0.0054847402,0.2796904226,-0.0096207359
0.8358974359,0.8972067039,0.8489583333,-0.2141662019,0.0697484925,0.0232968919,0.5663841541,-0.0038506786,0.008852036,0.1271925045
0.8369230769,0.8983240223,0.840625,-0.0540723217,0.006055129,0.0347709861,0.2980027422,-0.0059947192,0.0043304408,-0.0713541948
0.8205128205,0.8770949721,0.8239583333,-0.1103321457,0.0046825064,0.0442733275,-0.1472575326,-0.0777363184,0.0001989045,-0.3610706861
0.8235897436,0.8837988827,0.8333333333,-0.1636363636,-0.0314204285,0.040516961,0.0284080537,-0.0099876557,-0.0066706286,-0.0816171051
0.8276923077,0.8826815642,0.834375,-0.1997503121,-0.0031974507,0.0370958779,-0.0010954309,-0.0078992148,-0.0088737725,0.0414206467
0.8441025641,0.8972067039,0.8572916667,-0.3534739865,-0.0177644489,0.0339774894,0.280267681,-0.080895092,-0.0139990554,0.1767835783
0.8666666667,0.9106145251,0.8802083333,-0.5164066703,0.0487021036,0.0464237978,0.3452585899,0.0016869853,0.0137337998,0.3083343909
0.9005128205,0.9195530726,0.8583333333,-0.0176522507,0.0050419825,0.078019721,-0.0810036801,-0.003582957,0.0383370955,-0.04283138
0.8882051282,0.9351955307,0.9020833333,-0.4870879698,0.0225253783,0.1281822996,-0.0519871124,0.0006426347,0.0264071142,0.3270277829
0.8871794872,0.9407821229,0.8833333333,-0.102915952,-0.052807917,0.1085726093,-0.1230432988,-0.0052301094,0.0078081721,-0.1838467707
0.8758974359,0.9318435754,0.8739583333,-0.086683281,-0.0356594102,0.0921757425,-0.2517596315,-0.0216709853,0.0007444068,-0.3095978607
0.8717948718,0.9273743017,0.8739583333,-0.1560299057,0.0146906815,0.5600494794,-0.2022512483,0.0214710944,-0.0042970936,-0.2174939234
0.8594871795,0.9262569832,0.8666666667,-0.0524475524,0.0314350245,-0.0091438226,-0.0543101194,0.0062559543,-0.0031675998,0.1414250355
0.8533333333,0.912849162,0.8583333333,-0.1235657546,-0.0183764622,-0.0183229191,-0.1665139905,0.0026669162,-0.0158948851,-0.4815757485
0.8543589744,0.9184357542,0.8666666667,-0.1748251748,0.1053570646,-0.0333233887,-0.0580432358,-0.0083955224,-0.0526537586,0.2601458983
0.8697435897,0.9318435754,0.8822916667,-0.2232478266,-0.0413024296,-0.0314493022,-0.0486798767,-0.0435685039,0.0037875265,0.241835026
0.8717948718,0.9363128492,0.8770833333,-0.0690995465,0.0059704767,-0.0296739366,-0.1321437466,-0.0024679356,-0.0036071729,-0.0493137183
0.8769230769,0.9407821229,0.8875,-0.1707212975,0.0214284771,-0.0279928282,0.3061115071,0.0005017526,-0.0059730001,0.1703317387
0.88,0.9474860335,0.8875,-0.068288519,-0.0254375046,-0.0264016329,-0.0156165424,0.0020248841,-0.0500054344,0.0811043095
0.8851282051,0.9541899441,0.890625,-0.0170122275,-0.0072414722,-0.4149355489,0.064338015,0.0018905754,0.0174451497,-0.0511927018
0.8861538462,0.9519553073,0.8916666667,-0.0679694138,-0.0247668085,0.0094170927,0.1576927326,-0.0044503604,0.0001956514,-0.1383437248
0.881025641,0.9441340782,0.8875,-0.1195049082,0.0450195671,0.0188457189,0.078397887,-0.0229619754,0.0015928544,0.0103385624
0.8861538462,0.9418994413,0.8802083333,-0.0344271114,0.0396846176,0.0180512113,0.0065952583,0.0143725815,-0.0058011631,-0.1658771191
0.8820512821,0.9407821229,0.8770833333,0,-0.0397559662,0.0172918382,-0.0677766945,0.0027985075,-0.011638268,-0.0296582623
0.8861538462,0.9418994413,0.9,-0.3535353535,0.0230734883,0.0165659111,0.2832974876,-0.026991359,-0.0108220268,0.1881916048
0.9097435897,0.9541899441,0.9125,-0.3652968037,0.0488780866,0.015871834,-0.0663428555,0.0143752392,0.019137178,0.1061296316
0.9107692308,0.9731843575,0.9125,-0.0830220008,-0.0182243616,0.0367766438,-0.0081665565,-0.0053167762,0.0121364298,0.0392194548
0.9158974359,0.9798882682,0.9270833333,-0.2124616956,0.0234008269,0.0466975699,0.0089361511,-0.0009028935,0.027623778,0.203815912
1,0.9988826816,1,-1,0.0701220142,0.0584134741,0.0234725296,0.0112623695,0.0274403018,0.6891409518
0.9569230769,1,0.9322916667,0,0.0076414848,0.1605515803,-0.1691029531,-0.0122165614,0.001865504,-0.7639268338
0.9425641026,0.9955307263,0.9322916667,-0.0650076181,-0.0406173259,0.1386240403,-0.2157869442,-0.0183101614,-0.0001660407,-0.1144348476
0.9374358974,0.9776536313,0.9197916667,-0.1317821476,0.0171657847,1,-0.1899669355,0.1277594464,-0.0014449219,-0.1120055045
0.918974359,0.982122905,0.921875,-0.0986132512,-0.0397302896,-0.0171544364,0.002593732,0.0039105781,-0.004446287,-0.1127835679
0.9148717949,0.9754189944,0.9291666667,-0.3098247044,0.0243110145,-0.0168459034,0.172321234,-0.0019594679,-0.0210713985,-0.5478703023
0.921025641,0.9787709497,0.9145833333,-0.0331331539,-0.0322683821,-0.0337735917,-0.4565197617,0.0004921225,0.0576834697,0.4660617685
0.9158974359,0.9653631285,0.9020833333,-0.0335922738,0.0301706644,-0.0325541197,-0.4391399423,0.0176942465,0.0144888768,-0.114174176
0.9035897436,0.9296089385,0.9166666667,-0.7933884298,0.0154703893,-0.051748821,-0.0086540981,-0.0032987113,0.0017109584,0.2504119605
0.9107692308,0.9731843575,0.9166666667,-0.1487603306,-0.0369354702,-0.0876238707,-0.1566041893,-0.0173846676,2.16155485523814E-05,-0.0188785172
0.918974359,0.9776536313,0.9239583333,-0.1967817977,0.0036363031,-0.0814675644,-0.041160289,0.0447761194,-0.0098729804,0.0003724789
0.9261538462,0.9843575419,0.925,-0.1146601147,-0.0040756432,-0.0756874821,0.3544750503,0.0030880082,-0.0088093242,0.1427713531
0.9251282051,0.9675977654,0.9052083333,-0.0502144576,1,-0.0702684487,0.2027385746,-0.0162994551,-0.0192681,-0.0654605161
0.8871794872,0.9508379888,0.896875,-0.1689367543,-0.0800874907,-0.0651947729,0.0730513177,0.2537313433,0.0096866831,-0.2085814227
0.8902564103,0.9508379888,0.8885416667,-0.0341042311,-0.027010665,-0.0604504518,-0.0389959621,-0.0070795918,0.0266609182,-0.0776189907
0.8717948718,0.9329608939,0.8729166667,-0.052072033,0.0517940235,-0.0560193518,-0.1751852868,0.0028995113,0.0225685052,-0.2116670573
0.8717948718,0.930726257,0.8791666667,-0.1895734597,-0.040135258,-0.0518853653,0.0348138548,-0.0036014667,0.0128141276,0.0503372836
0.8687179487,0.9351955307,0.875,-0.0519480519,-0.0281510062,-0.0480325451,0.1084449285,-0.0041307465,0.0046052963,0.1421911913
0.8615384615,0.9284916201,0.8697916667,-0.0696788242,0.042232865,-0.0444452173,-0.4037919791,0.0104876105,0.0009079209,0.027432307
0.8564102564,0.9139664804,0.859375,-0.123415978,0.0622085411,-0.052328475,-0.3884710112,0.006885945,0.0002349045,-0.0226361706
0.8625641026,0.9184357542,0.8729166667,-0.2777175092,-0.0130965559,-0.0716800331,-0.18522041,-0.0119756409,-0.0052841786,0.2835210043
0.8553846154,0.9083798883,0.846875,0,0.0011841749,-0.063623768,-0.7516736074,0.0451158619,-0.0018181922,-0.3068318249
0.8564102564,0.9083798883,0.8645833333,-0.2979189485,-0.0115638687,-0.0725752567,0.1126566542,-0.0111011581,-0.0031365961,0.2152900665
0.8605128205,0.9106145251,0.8552083333,-0.1063005204,-0.0134061024,-0.0629611199,0.1175383877,-0.002065297,-0.0023530965,-0.0411027583
0.8584615385,0.912849162,0.8645833333,-0.2278203724,0.0277872814,-0.05455731,0.6863708294,-0.0318448796,-0.0076287002,0.1939432657
0.8605128205,0.9229050279,0.8739583333,-0.2253765305,0.0069308678,-0.0472273895,0.9239318424,0.0605421509,-0.0003876329,-0.0404151424
0.8656410256,0.9329608939,0.8739583333,-0.0693466248,-0.0130561005,-0.2917587639,0.491910396,-0.0031159852,-0.022415805,0.256880193
0.8656410256,0.9229050279,0.8645833333,-0.0700985761,-0.0239558061,0.0063775257,0.1949801578,-0.0124365602,0.0241373578,-0.2588764491
0.8635897436,0.9273743017,0.8697916667,-0.0870985302,0.0091236724,0.0062452126,0.32064416,0.0123019461,0.0299726,0.1424511745
0.8635897436,0.9240223464,0.8697916667,-0.1393576483,-0.0078479592,0.0061157412,0.1446485042,-0.030770646,-2.3186642574724E-05,-0.0905827649
0.8615384615,0.9296089385,0.8739583333,-0.1213565933,-0.0041915516,0.0059890465,0.0475118669,-0.0305572728,-0.0004211397,-0.0500224184
0.8594871795,0.9173184358,0.8677083333,-0.2095383608,0.01199508,0.0058650653,0.2506555477,-0.066286216,-0.0137151229,-0.059740719
0.8594871795,0.9206703911,0.871875,-0.2259150646,-0.0035233102,0.0057437357,0.068160911,-0.0101604653,0.0103502444,0.1311317524
0.8625641026,0.9150837989,0.859375,-0.105785124,0.0232833386,0.0056249977,-0.0106784994,0.0251320716,-0.0231198722,-0.1690721884
0.8502564103,0.9150837989,0.859375,-0.105785124,-0.0135372484,0.0055087924,-0.1442933122,0.0011046168,0.0723102649,0
0.8451282051,0.8927374302,0.8322916667,0,0.0738489999,0.2697531327,-0.4552816356,0.005039851,0.0408528748,-0.3018414915
0.8287179487,0.8782122905,0.8364583333,-0.3079361485,-0.0285059894,-0.0089176647,-0.2887594123,-0.0052029898,0.0079559943,0.1022932516
0.8225641026,0.8826815642,0.8291666667,-0.1096391046,-0.0050972248,-0.0226552096,-0.2042493939,-0.0034603986,0.0112686785,-0.112396473
0.8205128205,0.8837988827,0.828125,-0.073184677,0.0008644687,-0.0218080804,-0.3007607583,-0.0028264895,0.0030502071,0.1108616992
0.8184615385,0.8659217877,0.8104166667,-0.056087871,0.0575238352,-0.0209904952,-0.3238250466,0.0194440203,0.004889514,-0.1786335169
0.8051282051,0.8670391061,0.8083333333,0,-0.0470561436,-0.0369004809,-0.5785288271,-0.0046938995,-0.001605459,0.2496627432
0.8235897436,0.8581005587,0.8291666667,-0.5116491549,0.1137887856,-0.034840183,0.2943630459,-0.0155816929,-0.0025147752,0.1726175138
0.8369230769,0.8938547486,0.84375,-0.1795735129,-0.028311244,-0.0494957748,0.1081093353,0.4225650887,-0.0071195945,0.2216797706
0.8276923077,0.8905027933,0.83125,-0.0182273866,-0.0470246587,-0.0458072262,0.3349569273,-0.008643066,-0.0067949868,-0.1134069865
0.8225641026,0.8837988827,0.8270833333,-0.0549576368,0.038919927,-0.0401154953,0.2206175694,-0.0127138782,-0.020235264,0.1397484455
0.8184615385,0.8715083799,0.828125,-0.2744425386,-0.0250032025,-0.0393542953,0.4272779583,-0.1310025957,0.2698989841,0.0320784719
0.8276923077,0.8670391061,0.8114583333,-0.0560158712,0.0443375817,-0.0363771382,-0.1539787124,0.0073244887,-0.0042363698,-0.3737944623
0.8102564103,0.8703910615,0.8197916667,-0.1478572254,-0.0113367185,-0.0168284325,0.1205328204,-0.0010949115,-0.0203703873,-0.0600790658
0.8061538462,0.8670391061,0.809375,-0.0187200187,0.0048325924,0,-0.1181749674,0.0053677396,0.2317886491,0.0178773359
0.8051282051,0.8636871508,0.8166666667,-0.2040816327,-0.0266056804,-0.0323319675,0.1829175738,-0.0058669971,0.0192388172,0.1177224442
0.8051282051,0.8659217877,0.8135416667,-0.1117448493,-0.0216709625,-0.0298608573,0.1340647199,-0.0042784611,0.0122079011,-0.042433502
0.801025641,0.8525139665,0.7989583333,-0.075856347,0.4395968829,-0.027570434,-0.4065640159,0.0319829424,-0.0010666105,0.0187561356
0.801025641,0.8603351955,0.8052083333,-0.0564506645,-0.0543075457,-0.0370482944,-0.3219994817,-0.0109524321,-0.0020869061,-0.0202329138
0.7938461538,0.8558659218,0.803125,-0.094328499,0.0193510385,-0.0334918384,-0.2164259761,0.0115029946,-0.004018173,0.0856207947
0.8071794872,0.861452514,0.8125,-0.1678321678,-0.0276168714,-0.0302638572,0.1497539504,-0.0291204741,-0.0020335371,0.0220568557
0.8133333333,0.8703910615,0.815625,-0.0743062812,0.0300611962,-0.2733639842,0.088779102,0.0092892182,-0.006145588,0.0643418469
0.8,0.8569832402,0.8104166667,-0.205655527,-0.0028832214,0.006576242,0.305057146,-0.0185393786,-0.0130335018,0.0981621693
0.8030769231,0.861452514,0.80625,-0.0563777308,0.0064966052,0.0064396532,-0.0435283766,-0.0053834423,-0.0262864075,-0.1074579438
0.7897435897,0.8391061453,0.7864583333,-0.0770620108,0.070884426,0.3153002152,0.0475782804,0.1176470588,-0.0482523371,-0.1839281191
0.7805128205,0.8324022346,0.7770833333,-0.0194979283,-0.0245068384,-0.0088584385,-0.2247966079,-0.0053897181,0.0969104437,-0.1948213931
0.7528205128,0.8089385475,0.75625,-0.0400701227,-0.003887383,-0.0199146168,-0.1628284587,0.0039761666,0.0319436938,-0.2551095554
0.761025641,0.8122905028,0.7666666667,-0.1778656126,-0.0286931358,-0.0420790003,0.0474630532,-0.0074788412,0.0108716587,0.1694921371
0.7579487179,0.8100558659,0.7677083333,-0.2368323671,-0.0166946563,-0.0397542918,-0.1285357377,-0.004583574,0.0050621307,0.0545806558
0.7558974359,0.8156424581,0.7604166667,0,-0.0141264087,-0.0375475244,-0.1784904928,-0.0018868139,0.0010420978,0.128886377
0.7517948718,0.8089385475,0.7572916667,-0.0600225084,0.0037279327,-0.0354538548,-0.5130546283,0.0156163626,-0.00135634,0.0660378042
0.7456410256,0.8011173184,0.75,-0.0606060606,0.006146662,-0.0334685126,-0.6360222564,0.0092131933,-0.0053421925,0.1474798986
0.761025641,0.8022346369,0.765625,-0.3364254793,0.0093487255,-0.048177011,0.4166008762,-0.0193447342,-0.0060474469,0.0581697519
0.7538461538,0.8100558659,0.759375,-0.0798104502,-0.0099069923,-0.0445796682,0.2413094898,-0.006473118,-0.0062705256,-0.0794360936
0.7887179487,0.8145251397,0.796875,-0.6844919786,0.1926701385,-0.5154137097,1,0.0951492537,-0.0195942337,0.4965907277
0.7835897436,0.8402234637,0.7916666667,-0.1531100478,-0.0527968034,0.0121301245,0.7147545284,-0.0065316412,1,-0.0203528206
0.8061538462,0.8502793296,0.8135416667,-0.3724828309,0.0223707299,0.0118703043,0.6286376393,0.0028133321,0.0240344143,0.3142882405
0.7969230769,0.8536312849,0.8020833333,-0.1133412043,-0.0374017911,0.0311413415,0.3065046238,-0.0060685476,0.0056661759,-0.2857417423
0.8071794872,0.8569832402,0.815625,-0.2972251248,0.0157406728,0.0297847753,0.3347839318,0.0041709522,0.0074926889,0.2109531282
0.801025641,0.8491620112,0.7947916667,-0.0571905159,-0.0202453124,0.0434306166,0.0700452599,-0.0198963756,-0.0033403559,-0.5964539239
0.7948717949,0.843575419,0.7958333333,-0.1713469776,-0.0038771173,0.0406138589,0.0514540148,0.0369620822,-0.003166242,0.0659794215
0.7825641026,0.8368715084,0.7854166667,-0.0964552689,0.0128768494,0.0379925168,0.0051044019,0.0057136194,-0.0111914912,-0.3310226522
0.7743589744,0.8223463687,0.784375,-0.328383436,0.0025173228,0.5925242325,-0.1701414188,-0.0027689606,-0.0156638631,0.1081016875
0.7712820513,0.8201117318,0.7645833333,0,0.0200826143,-0.010838683,-0.2250857807,0.0003790571,-0.1652887359,-0.3459810341
0.7641025641,0.8156424581,0.7635416667,-0.0595311919,0.0170522524,-0.0221225837,-0.4372553581,-0.0023566379,0.0060348076,0.2072915579
0.7682051282,0.8189944134,0.7760416667,-0.2342892007,-0.0483443783,-0.034501377,-0.2259153979,-0.0113636364,0.0037695856,0.1256465659
0.7897435897,0.8312849162,0.7875,-0.2308802309,0.1988779528,-0.0325656467,-0.1826837053,-0.1003173786,-0.0038842964,0.2357720888
0.7743589744,0.8335195531,0.7822916667,-0.0968405762,-0.0601390259,-0.0307313793,-0.1505117073,-0.008722788,-0.0025155816,-0.0442290521
0.7917948718,0.8391061453,0.8,-0.321969697,0.0877204738,-0.0289940432,-0.0196629913,0.0147606747,-0.0163130191,0.4102356653
0.7876923077,0.8469273743,0.79375,-0.0763540921,-0.0340328787,-0.0008989414,0.3236063388,-0.0049933574,-0.0757953758,-0.0539560111
0.7866666667,0.8480446927,0.79375,-0.0572655691,-0.0099522194,0,0.2439711362,-0.0043667187,0.0157741288,-0.1345569484
0.7917948718,0.8536312849,0.8,-0.0757575758,0.0396910948,-0.4549703184,0.4429573818,0.0143328827,0.0023682214,-0.0567287527
0.8379487179,0.8581005587,0.8489583333,-0.8388176241,0.128186327,0.0096229339,0.3399198003,0.0101554085,0.013857267,0.5702528641
0.8471794872,0.8994413408,0.8447916667,-0.1076112543,-0.0172819272,0.0394361443,0.3706772184,-0.0054167803,0.0009070535,-0.22500602
0.8441025641,0.8849162011,0.834375,-0.1634320735,-0.0399146432,0.062671571,0.2348773854,-0.0076437154,0.0009882005,-0.0380390291
0.8328205128,0.8860335196,0.8322916667,-0.1092274434,-0.0348343121,0.0584730737,0.0424918097,-0.0091111997,0.0020532954,-0.0208582868
0.8307692308,0.8882681564,0.834375,-0.1089547157,-0.0136335861,0.0545830416,-0.0308363398,-0.0453432692,0.0019524897,-0.0445164895
0.8317948718,0.8882681564,0.8375,-0.1628222524,0.0640431761,0.0509753484,-0.0662139493,-0.0022862905,-0.0067747914,-0.4522665224
0.8758974359,0.9273743017,0.875,-0.1731601732,0.2509481136,0.0476265201,-0.0514821458,-0.0863539446,-0.002070065,0.4170952967
0.9015384615,0.9608938547,0.915625,-0.3144068673,-0.0290085207,0.0840446242,0.1030223882,-0.0039054222,0.0055522907,0.4969859308
0.9220512821,0.9720670391,0.9125,-0.099626401,-0.0519825798,0.1229721009,0.052672522,-0.0037587277,0.0043102508,-0.0076719403
0.918974359,0.9698324022,0.93125,-0.423022168,0.0224861288,0.1566968426,0.0402003116,-0.0036240545,0.005235277,0.1503653897
0.9015384615,0.9530726257,0.8958333333,-0.1183932347,0.0724714017,0.1353569844,-0.2003891532,-0.0204873997,0.0047234811,-0.3476891296
0.8953846154,0.9553072626,0.8916666667,-0.0169923534,-0.0653926644,0.1172169167,-0.2884975195,0.037874108,-0.0008512824,-0.3952070193
0.8902564103,0.9497206704,0.8989583333,-0.219108817,-0.0100942373,0.1017250586,-0.1631001542,-0.0043037334,-0.0057595915,-0.3053615669
0.8964102564,0.9553072626,0.896875,-0.1013620526,0.0021499514,0.088442239,-0.1560009799,-0.0075851642,-0.0079266506,0.0091826341
0.8943589744,0.9497206704,0.8958333333,-0.1691331924,0.0291911449,0.077014687,-0.1138971689,0.0133336812,-0.0182684684,-0.1777032095
0.8779487179,0.9407821229,0.884375,-0.1199271871,0.0203241112,0.5596207055,-0.0711253157,0.0259230165,-0.1835628605,0.2191897697
0.8656410256,0.9206703911,0.859375,-0.017630854,0.0676242778,-0.0106046474,-0.4103191354,-0.0022426726,0.0151531179,-0.1982155469
0.8512820513,0.9016759777,0.8479166667,-0.1250837614,-0.0102962392,-0.0275176755,-0.5722909411,-0.0030996911,0.0061339785,-0.1782390157
0.8451282051,0.9016759777,0.853125,-0.2131202131,-0.0376879224,-0.0492880506,-0.4790898498,-0.004821835,0.0038701012,0.0708368645
0.8430769231,0.8960893855,0.8385416667,-0.0542066629,0.0242031802,-0.0466054477,-0.8744809851,0.0010928397,0.0026524286,-0.1332514304
0.8287179487,0.8849162011,0.8385416667,-0.2348955392,-0.0216175987,-0.0625207004,-0.2638802426,0.0067332336,0.0035312349,0.1082346085
0.8287179487,0.8916201117,0.8354166667,-0.072545908,-0.0048151281,-0.0819645436,0.3125538699,-0.0051250557,-0.0005767106,0.2109803818
0.8430769231,0.8960893855,0.8385416667,-0.0542066629,0.0638231703,-0.0744982543,0.1999149466,-0.0192676571,-0.0035083338,0.1445591252
0.8297435897,0.8893854749,0.834375,-0.0907955964,-0.0384051868,-0.0676510853,0.0805060671,-0.0529658692,-0.0025513813,-0.0922555293
0.8307692308,0.8916201117,0.8416666667,-0.1800180018,-0.0067940651,-0.0613825331,0.2422513258,-0.0220492187,-0.0074250946,0.219556141
0.8358974359,0.8916201117,0.834375,-0.0544773578,0.0185714698,-0.0556527689,-0.0312393777,-0.0183615152,-0.008405384,-0.0723715435
0.8276923077,0.887150838,0.834375,-0.127113835,-0.0273829198,-0.0504230479,0.274836609,0.2234042553,-0.008279109,0.0312484185
0.8328205128,0.8905027933,0.84375,-0.2334455668,0.0008837193,-0.045656024,0.7144428482,-0.0275648783,-0.0092968935,0.0623805286
0.8297435897,0.8804469274,0.828125,-0.1280731847,0.0676311976,-0.0413159832,0.0644371694,-0.0357220251,-0.0154029666,-0.1137549162
0.8317948718,0.8893854749,0.840625,-0.1982651797,-0.0176201095,-0.0496846831,0.5467560065,-0.0203265086,0.0256796092,0.0526303031
0.8348717949,0.8960893855,0.8458333333,-0.1791312136,-0.0035012448,-0.0439838363,0.4739032785,0.0200720535,-0.0412696182,0.1252143378
0.8317948718,0.8938547486,0.8333333333,0,0.0670397263,-0.0389104242,0.1192079265,-0.0168833086,4.79305969641475E-06,-0.123454343
0.8543589744,0.894972067,0.865625,-0.5251066623,-0.0024168076,-0.2866769626,0.3164140444,-0.1793752327,0.0383498732,0.227291448
0.8697435897,0.9251396648,0.8739583333,-0.1907032181,-0.0105783212,0.0095514073,0.2723030664,-0.0015227688,0.0398632991,0.239556309
0.8646153846,0.9284916201,0.8677083333,-0.0349230601,-0.0497475884,0.0250597417,0.0725156296,-0.0062822713,0.0069493745,-0.183071621
0.8553846154,0.9206703911,0.8604166667,-0.0352190183,0.0076261331,0.0239854777,0.160121491,-0.0116887155,0.0005114895,-0.1212065749
0.8697435897,0.9262569832,0.871875,-0.1390246552,0.1164980017,0.022960206,0.2235112417,0.0420528934,0.0069246261,0.2382232894
0.8594871795,0.9173184358,0.8645833333,-0.1577217963,-0.0582571544,0.0219814472,-0.1717471592,-0.0314517379,-0.0030248646,-0.3788896481
0.8564102564,0.9162011173,0.8604166667,-0.1056570548,-0.0020628174,0.021046868,-0.0192188029,0.0011886134,-0.0091903997,-0.1195294226
0.8666666667,0.9184357542,0.8625,-0.1054018445,0.0251512556,0.0201542705,-0.1798743611,-0.0182580495,-0.0095060047,0.0805436996
0.8635897436,0.9206703911,0.8760416667,-0.2940222679,-0.001825881,0.0193015829,-0.0796731293,0.0396046085,0.0005326267,0.203063761
0.8707692308,0.9329608939,0.8697916667,0,0.0938211478,0.0184868514,0.02640415,0.013542327,-0.0227566641,-0.1686017517
0.8656410256,0.9351955307,0.8791666667,-0.1206376562,-0.0341171635,0.0271853772,-0.060084868,-0.0029626404,-0.0481251932,0.1612529912
0.8871794872,0.938547486,0.8958333333,-0.3382663848,0.0277953392,0.0254714531,0.0272615286,0.0099475768,0.1003211398,0.1995856782
0.8923076923,0.9497206704,0.890625,-0.0850611377,-0.0305743663,0.0450352966,-0.0064576092,-0.005724332,0.0109308719,-0.068629089
0.8902564103,0.948603352,0.884375,0,-0.0133574648,0.0566449276,-0.0674892466,-0.0075553907,-0.0015812221,-0.1868469905
0.8748717949,0.9318435754,0.8770833333,-0.1381990931,0.0197368602,0.0506374446,-0.2655254726,-0.0389552239,0.0021281717,-0.0093445884
0.8861538462,0.9418994413,0.8979166667,-0.3206074668,0.0054092166,0.0452994081,0.2401413693,-0.0232920712,0.0007800768,0.1072300937
0.9025641026,0.9597765363,0.9104166667,-0.2496359476,0.0175616156,0.0405498177,0.3257188311,0.0373149754,-0.0041853541,-0.041288671
0.9005128205,0.9675977654,0.9135416667,-0.1824401368,-0.0420420651,0.0556183064,0.2885749743,-0.0057725232,-0.0014049955,0.0776941667
0.9035897436,0.9608938547,0.90625,-0.1671891327,0.0131279353,0.0486207481,0.0064230777,-0.0072984514,0.0035527181,-0.0081117054
