"high","low","close","low_close_ratio","volume_lastvolume_ratio","sar_ratio","slowk5_ratio","cci5_ratio","ppo5_ratio","rocr5_ratio"
0.8615384615,0.9262569832,0.865625,-0.0350071108,-0.0449866806,-0.0396190784,0.0472787615,0.0105683703,0.0050298091,-0.2943423013
0.8574358974,0.9229050279,0.8677083333,-0.1222307105,0.1159449273,-0.0366230555,-0.3561274889,-0.0009367741,-0.0007648653,-0.0487747952
0.8646153846,0.9217877095,0.871875,-0.2085369827,-0.033709669,-0.0338414123,0.1462979579,-0.0213769347,-0.0020238928,0.0897231054
0.8738461538,0.9240223464,0.8833333333,-0.3602058319,-0.0169583007,-0.0312606006,0.2880663959,0.0494778853,-0.0179367314,0.2833448803
0.9056410256,0.9530726257,0.8947916667,-0.1015980527,0.1418405195,-0.3608457695,0.4345779195,0.0045778511,0.0095242342,-0.0420306376
0.8984615385,0.9553072626,0.8958333333,-0.0845665962,-0.051600709,0.0121936152,0.223989678,-0.0074949011,-0.1346574847,0.1405614198
0.8882051282,0.9463687151,0.8927083333,-0.1697252572,-0.0166014168,0.0119323446,0.1146403786,-0.0102926246,0.0224497857,-0.0491280088
0.8820512821,0.9296089385,0.8822916667,-0.257593646,0.2248313216,0.0116770364,-0.0007665561,-0.0554296526,0.0046906742,-0.1369330658
0.8717948718,0.9195530726,0.8604166667,-0.0528285274,-0.0582538062,0.5713769671,-0.0568942632,0.012797564,-0.0081402954,-0.3127931933
0.8471794872,0.9072625698,0.8458333333,0,-0.0187338088,-0.011365057,-0.3485506751,-0.0005907973,-0.0213403944,-0.2467503519
0.8307692308,0.8770949721,0.821875,-0.0737412144,0.046919728,-0.0264786839,-0.119139923,0.0001980368,0.3228435238,-0.2460593393
0.8502564103,0.8882681564,0.8541666667,-0.44345898,-0.0023618585,-0.0536629213,0.1257404428,-0.0114130866,0.0111354793,0.3586125496
0.8594871795,0.9061452514,0.8489583333,-0.071388734,-0.0347942785,-0.0507689236,-0.1161893054,-0.0349649777,0.0049095329,0.0470885871
0.8482051282,0.8759776536,0.8385416667,-0.3794466403,0.0918159137,-0.0480142738,-0.321208832,-0.0308743098,0.000007273,0.1072774637
0.84,0.894972067,0.8395833333,-0.0902323483,-0.0316116236,-0.0613005478,-0.1403921822,-0.0140361541,-0.0036984987,0.1545863078
0.8102564103,0.8458100559,0.7916666667,-0.0574162679,0.1500518529,-0.0568129518,-0.468577796,1,-0.0046686269,-0.2471441019
0.798974359,0.8335195531,0.7770833333,0,-0.0328190182,-0.0923167588,-0.5497652345,-0.0059327508,0.0060487142,-0.4638794297
0.7815384615,0.825698324,0.775,-0.0977517107,-0.0043122958,-0.1139324525,-0.3736962854,-0.0025392884,0.004949407,0.0287164669
0.7784615385,0.8279329609,0.7822916667,-0.1936811524,0.0154861552,-0.1284594677,0.1439170548,-0.0039277298,0.0033777879,0.1833466294
0.7743589744,0.8301675978,0.7760416667,-0.0390482001,-0.0337081502,-0.1121986074,0.160922901,0.0012160181,0.0047337356,-0.0770226044
0.7928205128,0.8379888268,0.803125,-0.3961796958,0.0426206136,-0.0978029673,0.9701612606,-0.0435812264,-0.0026283719,0.8148072401
0.8194871795,0.8480446927,0.81875,-0.4996530187,0.0018001236,-0.6078990475,0.3028358676,0.0004237819,-0.0087755852,0.3223469252
0.8338461538,0.8793296089,0.84375,-0.4130190797,-0.0267290708,0.0135796283,0.4281211734,-0.000875993,-0.0195537381,0.2782181382
0.8297435897,0.8849162011,0.828125,-0.0548885077,-0.0266153356,0.0328998081,0.2640749505,-0.0063543237,0.9453858036,-0.2311214832
0.8256410256,0.8748603352,0.8354166667,-0.3445930628,-0.006431733,0.0314600497,0.2846060185,-0.0064079761,0.0227581502,0.1414258408
0.8379487179,0.8960893855,0.8385416667,-0.0542066629,0.0727209352,0.0300884576,0.4666766174,0.0222623849,0.0019092696,-0.2515139676
0.8358974359,0.8849162011,0.8416666667,-0.2880288029,-0.0366175406,0.0458531786,0.3882127383,-0.0078727243,-0.0015805206,-0.1288847498
0.8358974359,0.894972067,0.834375,0,-0.0240973403,0.0428669483,0.2187462558,-0.000339213,-0.0065728737,-0.3177455385
0.8307692308,0.8782122905,0.83125,-0.2187286398,0.1857952355,0.0400894364,0.1248774801,-0.0383113502,-0.0054204413,0.1257400499
0.8184615385,0.8536312849,0.7958333333,0,-0.0360723073,0.0375042826,-0.0482714471,0.0186082574,-0.0171123625,-0.4257303331
0.7969230769,0.8424581006,0.7864583333,-0.0192655027,-0.0216223805,0.5849438179,-0.3272429528,-0.0048683092,-0.1351101347,-0.1291732046
0.7887179487,0.8312849162,0.7958333333,-0.3807710614,0.00255454,-0.0128973226,-0.2376722516,-0.0040882252,0.0177652435,0.0681949454
0.7979487179,0.8379888268,0.7875,-0.1154401154,0.0187697556,-0.0294185105,-0.4025703063,-0.0051352679,0.0051936253,-0.0152341938
0.7815384615,0.8368715084,0.78125,-0.0193939394,-0.0435170777,-0.0283414693,-0.3834474861,0.0162152586,0.0057912354,-0.0351437489
0.8246153846,0.8446927374,0.8375,-0.868385346,0.1457911483,-0.0273003313,0.1230774083,-0.0376026843,-0.0066828337,1
0.8348717949,0.8893854749,0.8333333333,-0.0727272727,-0.0366708506,-0.6573538845,0.0046538317,-0.0049310967,-0.0124478043,0.0575247099
0.8287179487,0.8804469274,0.825,-0.0734618916,-0.024865281,0.0157364286,-0.0496869476,-0.0073877271,-0.0266941406,-0.1809613366
0.8153846154,0.8737430168,0.81875,-0.0740226694,0.0004284784,0.0153927352,0.0273166315,-0.0122643943,0.0724320839,0.0244437752
0.8164102564,0.8726256983,0.8177083333,-0.0741169658,-0.0124096445,0.0150571659,0.0399586244,-0.1031742628,0.0168947466,0.0561167528
0.8143589744,0.8759776536,0.81875,-0.0370113347,0.0555490165,0.0147295022,0.1014548655,-0.0019383601,-0.006315111,-0.5511453798
0.8266666667,0.8815642458,0.8395833333,-0.3067899842,0.0181916977,0.0144095324,0.587431126,-0.0472583776,-0.0063468565,0.2553949941
0.8266666667,0.8893854749,0.8333333333,-0.0727272727,-0.0491545401,0.0140970518,0.2547089674,-0.0035790981,-0.0048239738,0.021566424
0.8225641026,0.8770949721,0.8197916667,-0.0369643063,0.0350451191,0.013791862,0.028365162,-0.0195387913,-0.0091999281,-0.0730155476
0.8174358974,0.8703910615,0.8114583333,0,-0.0306724804,0.0134937709,-0.0536185211,0.0363652589,-0.0246674228,-0.0743838087
0.8061538462,0.8569832402,0.8052083333,-0.1129013289,0.0733107522,0.0132025924,-0.4164154995,0.0052405983,-0.0106708704,-0.0748883708
0.7969230769,0.851396648,0.8,-0.1136363636,-0.030215724,0.0129181463,-0.3846249734,-0.0020819853,0.2128902026,-0.2599826877
0.7928205128,0.8547486034,0.796875,0,-0.0575795944,0.0126402578,-0.3949861501,-0.0036591838,0.0173868883,0.0297765285
0.7928205128,0.8525139665,0.8041666667,-0.1695713613,0.0513633882,0.0123687574,-0.2228128779,-0.0059917802,0.003428353,0.215692833
0.8051282051,0.8525139665,0.7947916667,0,0.0757688458,0.0121034809,-0.3918326642,-0.0149253731,0.0018601896,-0.0125989306
0.7969230769,0.8424581006,0.8072916667,-0.3941348974,-0.0022993966,0.5922134519,0.5239908805,0.0104730584,-0.0024465435,0.1972438699
0.8071794872,0.8659217877,0.809375,-0.0374400374,-0.0426159685,-0.012328434,-0.1917235822,-0.0895522388,-0.0088396059,0.076084754
0.7969230769,0.8569832402,0.7989583333,0,0.0640754121,-0.0120997028,-0.3294154196,-0.0174129353,-0.0129352419,-0.0751746301
0.8307692308,0.861452514,0.84375,-0.7003367003,0.1244976445,-0.0118748899,0.7766115525,-0.0945571543,-0.0566226469,0.3883395268
0.8307692308,0.8837988827,0.8239583333,0,-0.0403080284,-0.5826970158,0.5268950068,-0.0064369689,0.024155509,-0.0997264248
0.8215384615,0.8782122905,0.8322916667,-0.2366594607,-0.0252308316,0.0124221781,0.395307094,-0.0064822016,0.0052835499,-0.0461685645
0.8194871795,0.8681564246,0.8114583333,-0.0373439141,0.0493789754,0.0121556784,0.0835875603,-0.0241321216,-0.001360709,-0.2300692996
0.8133333333,0.8703910615,0.825,-0.2387511478,-0.035917264,0.0118952745,0.2634844442,0.0168494544,0.0046317835,0.2501398873
0.8225641026,0.8782122905,0.8291666667,-0.182731841,0.0027172199,0.011640811,0.1505236763,-0.0242031302,-0.0085963313,-0.4035194776
0.8358974359,0.8893854749,0.8354166667,-0.1088188619,0.0147405501,0.0113921372,0.3032641282,0.0349192572,-0.0051096993,0.2651392513
0.8256410256,0.8793296089,0.8229166667,-0.0552359033,0.0197313413,0.0245007426,-0.1486809375,-0.0137828393,-0.0132582472,-0.2073841641
0.8215384615,0.8648044693,0.8270833333,-0.3663842455,-0.0181616824,0.0234520047,-0.0980260899,-0.1189626402,0.0166218178,0.2578569063
0.8174358974,0.8737430168,0.828125,-0.2378502001,-0.0069986713,0.0224509647,0.0574620057,-0.0018833917,-0.015153767,-0.12677114
0.8205128205,0.8793296089,0.8208333333,-0.0184586987,0.0078090968,0.0214952194,-0.313465225,-0.0046641791,0.0193750639,-0.115163967
0.8266666667,0.8793296089,0.834375,-0.25422767,0.021515477,0.0205825066,0.0982887734,-0.0642439974,-0.0192681,0.0742876954
0.8184615385,0.8770949721,0.8177083333,0,0.0077923977,0.0197106943,-0.2076366301,-0.0229553984,0.006425943,-0.0425086605
0.798974359,0.8525139665,0.803125,-0.1509255984,0.0220487378,0.4719443137,-0.0521590305,0.0186567164,-0.1832125084,-0.1903177703
0.7907692308,0.8491620112,0.7927083333,-0.0191136065,0.0167999699,-0.0106715328,-0.2953121643,-0.005755536,0.0211264563,-0.1187210319
0.7876923077,0.8491620112,0.7947916667,-0.0571905159,0.010658872,-0.0221758331,-0.3267397704,-0.0049424469,0.0047138827,0.0963580621
0.7825641026,0.8223463687,0.784375,-0.328383436,0.1227017833,-0.0213454019,-0.278539447,0.0100026157,0.0104765845,-0.2432874491
0.7866666667,0.8301675978,0.7895833333,-0.2878388103,-0.0502648566,-0.0456881786,0.1368748954,-0.0078014427,0.0032322841,0.2268677315
0.7938461538,0.8491620112,0.803125,-0.2075226978,-0.0258204982,-0.0431828073,0.3332816501,-0.0396046085,-0.0027738844,0.2975607977
0.8,0.8603351955,0.8041666667,-0.0376825247,0.0289450125,-0.0408025303,0.21002281,0.0022462936,-0.0064325182,0.1207505685
0.7958974359,0.8569832402,0.80625,-0.1315480385,0.01658226,-0.0385424292,0.333063526,-0.0060901533,-0.0077730003,-0.0003120053
0.801025641,0.8625698324,0.8114583333,-0.1307036994,-0.0101501103,-0.0363976329,0.0589751615,0.0061204927,-0.02692448,0.1656209108
0.8225641026,0.8659217877,0.8333333333,-0.4545454545,0.0059778073,-0.5727222605,0.339159421,0.0129269968,0.0631486477,0.1686078822
0.8194871795,0.8837988827,0.828125,-0.073184677,-0.0399632978,0.014998478,0.3046840323,-0.0063435828,0.0050623445,-0.1921848664
0.8164102564,0.8748603352,0.8197916667,-0.0739286127,0.0295023994,0.0146721942,0.2456712157,-0.0103386788,0.0006091815,-0.0947748535
0.8153846154,0.8793296089,0.828125,-0.1463693539,-0.031803487,0.0143535675,0.2878724934,0.0077749073,0.0015469659,0.0631120195
0.8235897436,0.8804469274,0.828125,-0.1280731847,-0.0112891242,0.0140423944,0.1635532356,0.0156409732,-0.0016006483,-0.0536183818
0.8102564103,0.8558659218,0.8020833333,-0.0755608028,0.0957711937,0.0279283122,-0.1415722133,-0.0415927356,-0.0117683066,-0.475086346
0.7969230769,0.8581005587,0.8052083333,-0.0940844408,-0.0418994031,0.0267219393,-0.2706525353,-0.0061480503,-0.0192681,0.0852910222
0.7969230769,0.8592178771,0.809375,-0.1497601498,0.0104457183,0.0255713526,-0.2135737368,-0.0063122393,-0.0104624496,0.1285844154
0.8051282051,0.8625698324,0.8125,-0.1491841492,0.0388445907,0.024473664,-0.2156540753,-0.0139654986,0.0277101342,-0.052133561
0.8041025641,0.8625698324,0.8135416667,-0.1676172739,-0.0263829739,0.0234261609,-0.1554071548,-0.3731343284,0.0094687942,0.010709928
0.8133333333,0.8670391061,0.8229166667,-0.2577675489,0.0507480757,0.022426293,-0.036975366,0.0103329506,-0.0105757994,0.3706169025
0.8205128205,0.8782122905,0.8302083333,-0.2007528231,-0.0066678461,0.0214716613,0.0534483229,-0.0015440041,-0.0216172692,0.0413125035
0.8358974359,0.8983240223,0.8416666667,-0.0720072007,-0.0091154385,0.0205600065,0.1350017169,0.0008573516,0.1575251683,0.0716976769
0.8276923077,0.8860335196,0.8364583333,-0.1811389109,-0.0191701686,0.0374735421,-0.0221481788,-0.0090904802,0.0158813778,-0.0836249209
0.8276923077,0.8849162011,0.8291666667,-0.0730927364,-0.0526899449,0.0350679904,-0.0983501356,-0.0132256507,0.0066487907,-0.0834251485
0.8205128205,0.8670391061,0.8083333333,0,0.1760291328,0.0328262594,-0.0547257363,-0.3560767591,-0.0058077369,-0.3026711095
0.84,0.8826815642,0.8489583333,-0.4461795873,0.0516712428,0.0307360364,0.3707039363,-0.0230742356,-0.0015577831,0.3427823929
0.8605128205,0.887150838,0.8427083333,-0.269693224,-0.0327747327,0.0418533581,0.1031309808,0.006875554,-0.0079640529,-0.1743894143
0.8379487179,0.8882681564,0.8333333333,-0.0909090909,-0.0385251259,0.0694831417,0.0011297285,-0.0123779727,-0.0116695828,-0.0414969382
0.8266666667,0.887150838,0.8322916667,-0.0910228695,-0.0156807157,0.0620195314,-0.1140323647,-0.0299985222,-0.0136137739,0.0629285637
0.8276923077,0.8837988827,0.8333333333,-0.1636363636,0.0156775345,0.5540667511,-0.3093189204,0.0478855721,0.1462305054,0.2260273913
0.8266666667,0.8815642458,0.821875,0,0.0323425818,-0.0095688632,-0.4655129562,0.0032484636,-0.0197166437,-0.5091171268
0.8225641026,0.8748603352,0.8333333333,-0.3090909091,-0.0333226583,-0.019574775,-0.2090546936,-0.0025314088,0.1928932939,0.1792852234
0.8543589744,0.8927374302,0.8604166667,-0.4754567466,0.0663882093,-0.5309112085,0.0932828127,-0.0461841735,-0.0507071836,0.3685306322
0.8543589744,0.9061452514,0.8489583333,-0.071388734,0.0124087078,0,0.082518248,-0.0073732059,0.0138373228,-0.1009323908
0.8471794872,0.905027933,0.8541666667,-0.177383592,-0.0533983909,0.0106804441,0.4661978426,-0.0056529474,-0.0025776722,0.0407437201
0.8564102564,0.912849162,0.853125,-0.0355200355,0.0288593089,0.0104534847,-0.1156977778,0.0047538338,0.0399341332,0.1061358538
0.8543589744,0.9150837989,0.8614583333,-0.1407057272,0.0101401969,0.0213155313,0.1428674593,0.0100049205,0.0082958206,-0.034386519
0.8512820513,0.905027933,0.8520833333,-0.1422538342,0.0003562988,0.0204108856,-0.0326006367,-0.0217661692,-0.0055357067,-0.3510005193
0.8943589744,0.9217877095,0.9072916667,-0.7681870368,0.1440442607,0.0195467429,0.3349193598,-0.0619629127,0.0088180862,0.6613124737
0.8933333333,0.9452513966,0.884375,-0.0513973659,-0.0444042787,0.0515600093,0.2051130416,-0.0075900362,0.0012643842,-0.2606524352
0.8943589744,0.9508379888,0.9,-0.2188552189,0.0010082167,0.0481694245,0.3913129304,-0.0015938204,0.0019634874,0.1579727903
0.9025641026,0.9653631285,0.9083333333,-0.1334445371,-0.0284889628,0.0450199454,0.1517764898,0.0042625632,0.0021421635,-0.0042088593
0.9148717949,0.9664804469,0.921875,-0.3287108372,0.0078703945,0.0627755829,0.0132492594,0.0034758042,0.0084581529,0.2178216089
0.9087179487,0.9508379888,0.8885416667,-0.0341042311,0.0342139646,0.0840349487,-0.1810817207,-0.0187240206,-0.005951853,-0.7919982308
0.8871794872,0.9541899441,0.9,-0.1683501684,-0.0270664799,0.0748790188,-0.1680145287,0.0192529709,-0.001696868,0.3269877915
0.8964102564,0.956424581,0.896875,-0.0844683772,-0.0026258993,0.0667930629,-0.1896833809,-0.004900904,-0.006070684,-0.1735327534
0.8923076923,0.9541899441,0.890625,-0.0170122275,-0.0116039951,0.0596374361,-0.3089789814,0.0069948764,-0.0112960852,-0.1343200195
0.9005128205,0.9418994413,0.909375,-0.4998437988,0.0091240504,0.5329364027,0.193179977,-0.0341651119,-0.0344975096,0.0505745541
0.8912820513,0.9452513966,0.8854166667,-0.0684491979,0.0080630824,-0.0091878161,-0.3747208116,-0.0391399645,-0.0082309525,0.0850441368
