"open","high","natr5_ratio","aroonup5_ratio","willi5_ratio","mom5_ratio","macd5_ratio","dx5_ratio","ppo5_ratio","rocr5_ratio"
0.7171156894,0.7103610675,-0.0069236169,0,0.0713886986,0.025,0.0014790668,-1.2235508268836E-17,-0.0026115022,-0.0418994722
0.7091917591,0.704866562,-0.1631920088,0.6,-0.0175910596,-0.078125,-0.0021173239,0.0082320435,-0.0079256214,0.2067877471
0.7163232964,0.7182103611,-0.0331301396,0.1333333333,-0.0158174156,0.005952381,-0.0059436804,0.0027432588,-0.0074166822,0.0127872075
0.7163232964,0.7111459969,0.0410686334,-0.04,0.1358757707,-0.0572916667,0.0079104677,-0.0080474462,-0.0158285552,-0.1490082526
0.704437401,0.6993720565,-0.1282988,-0.05,-0.0044675707,0.2777777778,0.0034486886,0.0171851929,0.2961029951,-0.2698860685
0.7028526149,0.6962323391,-0.1977855783,-0.0666666667,0.0037527594,-0.0235507246,0.0014744772,0,0.0017623859,0.1775694639
0.7036450079,0.7025117739,-0.0670179712,-0.1,-0.0052773179,0.0083333333,-0.0012608038,-0.0135951324,0.0148520196,-0.0268119854
0.70681458,0.7040816327,-0.0814677573,-0.2,-0.0118704657,0.0173611111,-0.0028526275,0.8851860683,0.010274409,-0.0670369778
0.70681458,0.7040816327,-0.1248050905,0,-0.0410985586,-0.056372549,-0.005374156,-9.56410034479197E-18,-0.0022749714,0.3185171511
0.7107765452,0.7205651491,0.2773902717,1,-0.0143197397,0.1527777778,-0.0211658028,0.1035109866,-0.0149329599,0.3026712115
0.7187004754,0.715855573,0.1108233481,-0.04,0.0821192053,-0.005952381,0.0129321704,-0.0011475727,-0.1113445453,-0.052925255
0.7187004754,0.7174254317,0.121870965,-0.05,0.0771021473,-0.0260416667,-0.007955198,0.0009478078,0.0118825005,-0.2029465554
0.705229794,0.7017268446,-0.1490777535,-0.0666666667,0.0102487043,-0.0416666667,-0.0227989166,-0.0100645362,0.0056164962,-0.1231503833
0.7076069731,0.7197802198,0.2422605969,-0.1,-0.0524092259,0.1018518519,-0.0720622617,0.0402865513,0.003851986,0.3013709977
0.7131537242,0.7087912088,0.9821092355,-0.2,0.7543046358,-0.1363636364,-0.0359297765,-0.0089920232,-0.0154059287,-0.9487050432
0.6838351823,0.6860282575,-0.0488354378,0.6,-0.002405615,-0.0033333333,0.0132163606,0.0046178574,-0.2300711818,0.0524447743
0.6862123613,0.6868131868,-0.1626668343,-0.0666666667,-0.0040208136,-0.0144927536,0.001717498,-0.0013046381,0.0098996011,0.2218582205
0.6846275753,0.6821036107,-0.2417971144,-0.1,0.0010825267,-0.0069444444,0.0002288979,0.0031117239,0.0039987047,0.0684008649
0.6822503962,0.6766091052,0.2407253915,-0.2,0.0077425676,0.0866666667,0.005641122,0.0154420132,0.0127639079,-0.7048944016
0.6576862124,0.6711145997,0.1447017938,0,-0.0333898226,-0.0373376623,-0.0015910526,0.0017587834,-0.0029317082,1
0.6711568938,0.6679748823,-0.1027443048,0.2,0.042218543,0.0677083333,0.0012480392,2.8780218657221E-18,-0.0020943131,-0.1869046491
0.6624405705,0.6656200942,-0.0765353924,-0.2,-0.0127639445,-0.001984127,-0.00118868,0.0013150858,-0.0009293677,0.0159276869
0.6671949287,0.6640502355,-0.1773291765,0,0.004339128,0.0083333333,-0.000540427,-2.62496658528495E-18,-1.56527837907435E-05,-0.0583747571
0.6624405705,0.6671899529,0.0285899182,0,-0.0190739423,-0.0486111111,-0.0018179194,0.0008631258,-0.008789221,0.409958416
0.6671949287,0.6711145997,-0.1339636141,1,-0.0384296994,-0.0729166667,-0.004218161,-0.0042674665,-0.0011684498,-0.1008764182
0.675911252,0.6734693878,-0.138572468,0,0.0446448961,-0.2083333333,-0.004129934,-0.0036410152,-0.0084458128,0.2186896688
0.6727416799,0.669544741,-0.1986870996,-0.04,0.0281456954,-0.0277777778,-0.002561788,0.0007819581,-0.0126867499,-0.115331963
0.6727416799,0.6687598116,-0.0761775617,-0.05,0.0437821928,-0.0208333333,0.0016153219,0.0036038799,-0.0610154827,-0.0286777972
0.6687797147,0.6632653061,-0.1565696392,-0.0666666667,0.0068688899,0,-0.0016867025,0.0019406923,-0.0017363034,-0.0001035209
0.6671949287,0.671899529,0.0672847808,-0.1,-0.0389709628,0,-0.0073903432,-0.0128353135,0.0048248828,-0.0003061911
0.6846275753,0.693877551,0.3663048591,0.8,-0.0311399183,0.5416666667,-0.0419584702,0.1824723323,0.0117911774,0.3728479598
0.7020602219,0.6978021978,0.1541454393,0,0.1981023943,-0.0119047619,0.0038042592,0.0013690201,0.0068380242,-0.1103494159
0.676703645,0.6813186813,-0.0409999402,-0.04,0.0253311258,-0.0041666667,-0.0038608261,-0.0091057286,0.004808356,-0.0260766549
0.6782884311,0.6852433281,-0.0083299482,-0.05,0.0034464117,-0.0069444444,-0.0037513438,0.006579224,0.0030063895,-0.0434791294
0.6925515055,0.6860282575,-0.0307417433,-0.0666666667,-0.0100936287,0.0083333333,0.0078275134,0.0009592071,0.0031151184,0.040019459
0.6909667195,0.6860282575,-0.1494532806,-0.1,-0.0033112583,-0.0578703704,0.0025102786,1.62711287948916E-18,-0.005822463,-0.3482026517
0.6893819334,0.6923076923,-0.0758384194,-0.2,-0.0474958609,-0.1071428571,0.0039761858,0.0081399272,-0.0023562832,0.2544609529
0.6973058637,0.6907378336,-0.1308532229,0.8,0.216505349,0.0075757576,-0.0020481995,2.03809112133815E-18,-0.0015438724,0.0297265375
0.6877971474,0.6821036107,0.1603926338,-0.05,0.0889046568,-0.0512820513,-0.0098492553,-0.0079549903,-0.0059170979,-0.2244512522
0.677496038,0.6813186813,-0.0605981308,-0.0666666667,-0.0157615894,0.0694444444,-0.007329298,0,-0.0133253503,-0.0698773108
0.6862123613,0.6813186813,-0.1420145368,-0.1,-0.0125091979,-0.015625,0.0035716439,-7.33382834451314E-18,0.0054955958,0.0426041729
0.6838351823,0.6797488226,0.4731918259,-0.2,0.0507995477,0.2833333333,-0.0675637472,0.0282476894,-0.1027541785,-0.4753293702
0.6624405705,0.65855573,0.045173635,0,0.002886738,0.0106837607,0.0205754472,0.0028434052,0.0243734472,-0.1513411275
0.6568938193,0.65855573,-0.0577325368,0,-0.0140728477,-0.0229591837,0.0006724491,0,0.003051893,0.3951804146
0.6656101426,0.6624803768,-0.170781675,0.2,-0.011940598,0,-0.0023785604,-0.0046511272,0.0019302459,0.0026141879
0.6687797147,0.6656200942,-0.1010612768,-0.2,-0.0131965165,-0.0018939394,-0.004018273,-0.0052751495,0.0019706766,0.0159522308
0.6711568938,0.6664050235,-0.1690826494,0,-0.0264273266,-0.0456349206,-0.0021403405,-0.002259346,-0.0043414373,0.3334812751
0.6576862124,0.6546310832,0.1467680741,0.8,0.1272674921,0.1041666667,0.0040205226,0.0178416768,-0.0081573,0.0747351523
0.647385103,0.6420722135,0.3082398071,-0.05,0.0002233785,-0.1547619048,0.0069535447,0.0039759725,-0.000802719,-0.3794787433
0.648177496,0.6436420722,-0.2180390769,-0.0666666667,-0.0017057997,0.0131578947,0.0014112159,-0.0015680764,0.0010254298,-0.0869294234
0.6434231379,0.6459968603,-0.0671857131,-0.1,0.001759106,0.01,8.30723841352843E-05,-0.0028944641,0.0030487616,-0.0871953628
0.6450079239,0.6428571429,-0.1069368189,-0.2,-0.0032220661,-0.002688172,-0.0003259611,0.000837784,0.0077797179,0.0279510555
0.64659271,0.6546310832,0.1895013134,1,-0.0337748344,-0.0344827586,-0.0040942482,-0.012627795,0.002023934,0.3599934671
0.6529318542,0.6624803768,0.1482763253,0,-0.0339403974,-0.2416666667,-0.0089730477,0.077390205,-0.0064741632,0.4365071953
0.6656101426,0.6648351648,-0.1939397245,0,0.0083676392,0.0017361111,-0.015904924,0.0030297963,-0.0124212698,0.0141331879
0.6671949287,0.6671899529,-0.1091277581,0,-0.0562913907,0.015,0.1449706302,0.0025761953,-0.0665908989,0.1315081579
0.675911252,0.671899529,0.3359269765,0,0.2082781457,-0.0147058824,-0.0044914216,-0.0114822794,0.017093565,-0.1721146798
0.6687797147,0.6687598116,-0.0089439732,-0.04,-0.0358217941,0.0037878788,0.0111975688,1.94133784145956E-18,0.0047064851,0.0241904718
0.6735340729,0.6703296703,0.0349811766,-0.05,0.1372102649,-0.0399305556,-0.0030791483,3.88267568291911E-18,-0.0029637561,-0.3316192985
0.6711568938,0.6671899529,0.0232813397,-0.0666666667,0.0187637969,-0.2916666667,-0.0069986567,0.0165153614,-0.0048214732,-0.1017262949
0.6671949287,0.6640502355,0.0712184242,-0.1,-0.016693309,0.0347222222,-0.0036521479,0.0248941682,-0.009855659,-0.0717287341
0.6679873217,0.6664050235,-0.0665236154,-0.2,-0.0349521707,-0.0871212121,0.0153464246,-0.0065812779,-0.00550956,0.3386571358
0.6735340729,0.6711145997,-0.1823769207,1,-0.0381977294,-0.03125,0.0082340498,-0.0067419917,-0.0172132557,-0.1306895286
0.6782884311,0.6742543171,-0.1120633309,0,-0.0070364238,0.1805555556,0.0045540733,0.0208899,-0.2454794438,0.1891008245
0.6877971474,0.6946624804,0.3152807821,0,-0.0562913907,0.0859375,0.0146658495,0.0229471525,0.0640041158,0.4757614115
0.7147385103,0.7142857143,0.1335798577,0,0,0.018707483,0.0091003719,0.002500331,0.0192335407,0.3009226862
0.7226624406,0.715855573,0.078826115,0,0.041569027,-0.0058685446,0.0020197518,-0.0038258127,0.0051368401,-0.1432909303
0.7210776545,0.7142857143,-0.0117822359,-0.04,0.0405059743,-0.0047814208,-0.0001594347,0,0.0040459512,-0.0985729064
0.7187004754,0.7142857143,-0.1369966125,-0.05,0.0739829707,-0.0061728395,-0.0014763933,-1.64349566651698E-18,0.001829582,-0.1109176971
0.7179080824,0.7174254317,-0.0865292465,0.1333333333,0.0714066716,-0.0244565217,-0.0016196144,0.0011725019,-0.0018634488,-0.3743306645
0.7131537242,0.7111459969,0.1112107331,-0.04,0.0135875771,-0.0657894737,-0.0026828317,-0.0133437371,-0.0054311208,-0.4023205104
0.706022187,0.7072213501,0.0517146835,-0.05,0.0219301876,0.0265151515,-0.0042822439,0.0539997778,-0.0077065393,-0.0956272052
0.7036450079,0.7080062794,-0.0848378669,-0.0666666667,-0.0171321624,-0.0208333333,-0.0021849525,-0.0069646511,-0.0115019489,0.1234304724
0.7083993661,0.7025117739,-0.0118805727,-0.1,0.0492549669,0.0462962963,-0.0070318424,0.0665753505,-0.0394027301,-0.1375244297
0.6980982567,0.693877551,-0.053201493,-0.2,-0.0195977434,0.0021929825,-0.0084106014,0.0195808426,0.0168312478,-0.0135471476
0.6980982567,0.6985871272,-0.1407076596,0,-0.0188704094,-0.0208333333,-0.0038892173,-0.0071371858,-0.0001750407,0.1377659387
0.706022187,0.7009419152,0.0206693763,0.2,0.0346408558,0,-0.0216032514,-0.0070057499,-0.0016799559,-0.0012368779
0.6854199683,0.7025117739,0.4982010225,-0.2,-0.0470181629,-0.0125,-0.0214395669,0.0479004352,-0.0004537053,0.0424609646
0.70681458,0.7009419152,-0.0809586517,0.8,0.1125827815,-0.0357142857,-0.0474739302,3.81292222182119E-18,-0.0044448727,0.0822511534
0.6941362916,0.6978021978,-0.0351425969,-0.05,-0.0281456954,-0.25,-0.0123600393,0.0025861535,-0.0085263654,0.0832160008
0.6925515055,0.6923076923,0.0244992614,-0.0666666667,0.1125827815,-0.1416666667,0.2828337993,0.0003015377,0.0014699636,-0.2332576164
0.6949286846,0.6891679749,-0.1034993015,-0.1,0.0218910964,-0.0034722222,0.0159200397,0.0014705553,0.0006963235,0.0125693836
0.6917591125,0.6978021978,0.027886773,-0.2,-0.0130929605,0.0037878788,-0.0024526516,-0.0108841596,0.0031951709,-0.0121807412
0.6925515055,0.6978021978,-0.0184459912,0,-0.0421311341,-0.0520833333,-0.0078281643,5.25181562454512E-18,-0.0021188576,0.209365399
0.7012678288,0.7064364207,-0.0050066257,1,-0.0182119205,0.0694444444,-0.0288528904,0.0104482099,-0.0018432142,0.0683655444
0.7115689382,0.7056514914,0.0392298211,-0.04,0.2439293598,-0.0052083333,-0.006955397,-0.0025564182,-0.0129782942,-0.0123451805
0.7036450079,0.6985871272,-0.0138857467,-0.05,0.0462393567,-0.005952381,-0.0340794314,-0.0072284216,-0.0557689359,-0.0131848476
0.6949286846,0.6930926217,-0.1742562297,-0.0666666667,-0.0093818985,-0.0347222222,0.0032382594,0,0.0178050122,-0.0700439489
0.6996830428,0.693877551,-0.0329067423,-0.1,-0.0011258278,-0.3333333333,0.0024778627,0.0236621562,-0.0065539674,-0.1105632675
0.6973058637,0.6946624804,-0.1316306114,-0.2,-0.017469742,0.0297619048,-0.0094552698,-0.0035461939,-0.0218639154,-0.0676119782
0.7004754358,0.6978021978,-0.0579469252,0,-0.0388008515,-0.0520833333,-0.0256548076,-0.0093357213,0.0130834109,0.2081803547
0.6980982567,0.6954474097,0.0522290727,0,0.1807249913,-0.0277777778,-0.0435810421,0.0323979725,0.009088712,-0.0274874877
0.6933438986,0.6923076923,-0.1040071325,0.6,-0.0093818985,-0.0833333333,0.0048506749,7.222436057876E-18,0.0023422966,-0.0278649674
0.6901743265,0.6852433281,0.2552737983,-0.0666666667,0.0506622517,0.8333333333,0.0473581008,0.0280699261,0.0144443618,-0.2789818093
0.6838351823,0.6813186813,-0.0497860548,-0.1,-0.011589404,0.003968254,0.0030820456,0.0010392879,0.0061013526,-0.0263212124
0.6719492868,0.6781789639,0.0865874243,-0.2,0.0073237612,0.0235507246,0.0051401103,0.0020094133,0.0157171454,-0.1835405917
0.675911252,0.6726844584,-0.0844378102,0,0.0046909492,-0.0069444444,0.0024325739,0.0001861494,0.0064292678,0.0814224001
0.6664025357,0.6632653061,-0.005607229,0,-0.0013608908,0.0180555556,0.0031743575,0.0015990854,0.0063187342,-0.1865500453
0.6608557845,0.6616954474,-0.1219274354,0,0.0012976553,-0.019379845,0.0007663382,0,0.0002991436,0.2847348707
0.6624405705,0.6569858713,0.0528194161,0,0.0002912341,0.027173913,0.0017881277,0.0007956357,0.0017149254,-0.2174129637
0.6537242472,0.6499215071,-0.0468718803,0,-0.001477649,-0.0065789474,0.0009124546,0.0002632208,-0.0002575267,0.0830268764
0.648177496,0.6483516484,-0.0790083511,0,-0.0072535186,-0.0078125,-0.0007422442,4.14845820404453E-05,-0.0002888177,0.0878827977
0.6513470681,0.6467817896,0.1194387429,0,-0.0057631662,-0.0112179487,-0.0005702478,0.0002848466,-0.0023255888,0.1006878134
0.6442155309,0.6444270016,-0.0608359796,0,-0.0144834613,-0.0109649123,-0.0019447713,0,-0.0010012557,0.0746973986
0.6442155309,0.6467817896,-0.0217131231,0,-0.0358857616,-0.0416666667,-0.0027489937,-0.0039809283,-0.0047768662,0.2088339833
0.6545166403,0.6569858713,0.0744016763,1,0.07958438,-0.0119047619,-0.002453145,-0.0125301033,-0.006452796,0.059812559
0.647385103,0.6428571429,0.2670882279,-0.04,0.0569806731,-0.2291666667,0.0040352981,0.0922304462,-0.0023099121,-0.3267177038
0.6354992076,0.6302982732,0.1939167743,-0.05,-0.0036122818,0.0277777778,0.0049165156,0.0066770082,0.0039586713,-0.1852530844
0.6244057052,0.6248037677,-0.0809503596,-0.0666666667,0.0022516556,0.0083333333,0.0015071337,3.05722141942624E-18,0.0063583893,-0.0906375121
0.6244057052,0.6224489796,-0.0906676529,-0.1,0.0021650535,0.005787037,0.0002189817,0.0004223442,0.0085287791,-0.0756751993
0.6196513471,0.614599686,0.2533222975,-0.2,-0.0067316447,0.0142276423,0.001778897,0.0030675789,0.0081496531,-0.2200142092
0.6022187005,0.6067503925,-0.0485014514,0,-0.0074503311,-0.0166666667,-0.0003038221,7.99575289234002E-05,0.0014798446,0.3377082756
0.6101426307,0.6067503925,-0.0679681596,0,0.008621204,-0.0126262626,-0.0001173451,-2.40689167966843E-18,-0.0004829013,0.1516100169
0.6022187005,0.6028257457,-0.1215704769,0,-0.0079411069,-0.009057971,-0.0013948191,0.0003276645,-0.0014681585,0.0794129303
0.6077654517,0.612244898,0.0722093111,0,-0.0471981661,-0.0347222222,-0.0039344636,-0.0100219942,-0.0035934641,0.2393813271
0.6244057052,0.6193092622,0.4138085118,1,0.3522751549,0.0416666667,0.0004212666,-0.0092457773,-0.0060054737,-0.0489423273
0.6038034865,0.5981161695,0.1201029939,-0.04,-0.0008935141,0.1180555556,0.0027953469,0.0524837245,-0.0018707302,-0.2722584623
0.5919175911,0.5981161695,-0.0325260153,-0.05,-0.0120624409,-0.027173913,-0.00131768,0,-0.0033164874,0.2448860783
0.6053882726,0.6153846154,0.1158208807,-0.0666666667,-0.0443507927,-0.1197916667,-0.0071513231,-0.0052912434,-0.0093260409,0.3716319872
0.6220285261,0.6232339089,0.0344531942,0.3,-0.0562913907,-0.0027777778,-0.0137360614,0.0097539584,-0.0111568368,-0.0193147909
0.6307448494,0.6310832025,0.1592805532,0,0.0492549669,0.0595238095,-0.2103280387,0.0046617408,-0.0817424482,0.3208668743
0.6244057052,0.6271585557,-0.1300017464,-0.04,0.0337748344,0.0134803922,0.0044073696,2.01318452823281E-18,0.0346960247,0.1831395228
0.6283676704,0.6436420722,0.0537807471,0.05,-0.0412133396,0.0148148148,0.0157732433,0.005664878,0.0111248418,0.236177479
0.6505546751,0.6773940345,0.6579340606,0,0.4069524556,-0.0143442623,0.0046328879,0.0031680389,0.0022935508,-0.3347198499
0.6624405705,0.6577708006,0.0840170347,-0.04,0.0217385452,-0.0270833333,-0.0019361486,0,-5.82897575198311E-05,-0.3905150637
0.6410459588,0.6397174254,-0.1708195304,-0.05,0.0122030288,-0.0148809524,-0.0028264143,-0.0015352219,-0.0021904538,-0.0761262882
0.6347068146,0.6287284144,-0.0376248118,-0.0666666667,0.0011693268,-0.0046296296,-0.0043211914,-0.0092358987,-0.0036748139,-0.0145985198
0.6283676704,0.6287284144,-0.0787834393,-0.1,0.0151897404,-0.21875,-0.0117117485,2.01385907081729E-18,-0.0118157193,-0.6270210224
0.6204437401,0.6240188383,-0.0716864989,-0.2,0.0002568853,0.0134803922,-0.0506374278,-0.0100337141,-0.0376799654,-0.1677658474
0.618066561,0.6169544741,-0.1849965777,0,-0.0038262841,-0.0138888889,0.009054406,-0.0056638863,0.0150927613,0.2282284475
0.618066561,0.6177394035,-0.1601082355,0,-0.017017017,-0.0125,-0.0013476884,0.0106282296,0.0053792997,0.1404385113
0.6133122029,0.612244898,-0.0150409558,0.2,0.0203405866,0.0158730159,0.0067058479,0.0235602996,0.0050290615,-0.1277967752
0.6109350238,0.6075353218,-0.1852656749,-0.2,0.0050036792,-0.0186781609,0.0033798134,0.0021606161,-0.0017640765,0.2009751293
0.6101426307,0.6161695447,-0.0328926348,0,-0.0453255354,-0.0572916667,-0.0050589109,-0.0017107165,-0.0058785407,0.3520118422
0.6204437401,0.6153846154,-0.0565756792,0.2,0.1266556291,-0.0694444444,-0.0001903594,2.64895252078417E-18,-0.004685964,-0.1563259896
0.6085578447,0.6059654631,-0.0852504369,-0.2,0.0265454384,0.15625,0.0040402201,-0.003531003,-0.0004307341,-0.2350369031
0.6069730586,0.6083202512,-0.1215206252,0.4,-0.0140728477,-0.0394736842,-0.001319998,-0.0128044532,-0.0073698831,0.2878858734
0.6093502377,0.6075353218,-0.1306934595,-0.1,0.0187637969,0.0416666667,0.000731973,-1.16493319299873E-16,-0.0067288784,-0.0160705932
0.6109350238,0.6098901099,-0.0623862177,-0.2,-0.0209813365,0.1875,-0.0036731781,0.219080861,0.0139562873,-0.1404795299
0.6085578447,0.6059654631,-0.1016365189,0,0.0262693157,-0.0075757576,0.00072396,-0.0100496652,0.0022470433,0.0300668649
0.6038034865,0.5996860283,-0.0025808495,0.6,-0.0035182119,-0.0138888889,0.0030061795,0.1389632649,-0.0050381761,0.0468959437
0.6014263074,0.6004709576,0.045465875,-0.0666666667,-0.001443369,0.0416666667,0.0009696621,0.0017083235,0.0062574923,-0.095553948
0.6006339144,0.5965463108,-0.1818921698,-0.1,0.0059254096,-0.0104166667,0.0005305152,0,0.0028969538,0.0475190961
0.5974643423,0.5989010989,0.1382003144,-0.2,-0.014474929,0.0277777778,-0.001022934,0.0050637618,0.0014559498,-0.0949921445
0.5990491284,0.5941915228,-0.0196583024,0,0.0227140699,0.0027777778,0.0022797323,0.000417386,0.0023116502,-0.0185463552
0.5935023772,0.5918367347,-0.0936316488,0.2,-0.0094991722,-0.0208333333,-0.0006025643,0.0004470107,0.0005966185,0.1297710036
0.5950871632,0.5949764521,-0.0116112577,-0.2,0.0017870283,0,-0.0007882883,-0.0082193628,-0.0010527051,-0.0001721064
0.588748019,0.590266876,-0.0729749189,0.2,-0.0056291391,-0.0104166667,-0.0013220485,0.0085281855,-0.0008476006,0.0323984694
0.5950871632,0.5989010989,0.0415913611,0.8,-0.0476311768,-0.0694444444,-0.0070723659,-0.0074598938,-0.0058625262,0.1632020042
0.6045958796,0.603610675,-0.1113658936,0,0.0303107489,0.125,-0.0123880002,0.0126563462,-0.015431601,0.1958637818
0.6061806656,0.6043956044,-0.0894741317,0,-0.0020848663,-0.0026041667,-0.0585370789,0.0009999354,-0.1883955319,-0.0166481491
0.6038034865,0.5996860283,0.0142995217,-0.04,0.1125827815,-0.0194444444,-0.0093197496,-0.0119836558,0.0124922484,-0.1117437592
0.6014263074,0.5965463108,0.0153311301,-0.05,0.0703642384,-0.0416666667,-0.0693365314,0.0418687317,0.0026739521,-0.1292519414
0.5950871632,0.5965463108,0.1141534574,-0.0666666667,-0.03049117,-0.0104166667,-0.0067936602,0.0088993862,-0.0022915574,-0.0321856017
0.5958795563,0.5957613815,-0.1204165867,-0.1,0.0102347983,0.125,-0.0012551981,-8.55702351350422E-18,-0.010641383,-0.0961363
0.5990491284,0.6091051805,0.293216152,0.8,-0.0562913907,-0.09375,-0.0710645459,0.0011507233,-0.0063394085,0.2909898395
0.6148969889,0.6098901099,-0.0154530945,0,0.0268187271,0.0041666667,0.0024540431,0.000874776,0.0060922485,0.0176139083
0.6220285261,0.6200941915,0.2496583546,0,0.0081558549,0.0606060606,0.0065662483,0.0079964972,0.0400446906,0.259392679
0.6156893819,0.6106750392,0.3357433799,-0.04,0.0941228517,-0.0401234568,-0.0075743911,-0.0114736325,0.0012967435,-0.409983751
0.6006339144,0.5965463108,-0.1927254787,-0.05,0.0053755742,0,-0.0119384532,0,0.0036174829,4.25732512331758E-05
0.6053882726,0.5996860283,-0.1610015705,-0.0666666667,-0.0070364238,-0.625,-0.0125322511,-0.010282713,-0.0078656445,-0.236809211
0.6014263074,0.603610675,-0.0140056513,-0.1,-0.0140728477,-0.0416666667,0.3349238916,0.0815126436,-0.0069504261,0.2250035437
0.6109350238,0.6185243328,0.1518304645,-0.2,-0.016619363,0.0089285714,0.0180549252,0.0276551341,-0.0327407873,-0.0472842527
0.618066561,0.6153846154,-0.0910504973,0.8,-0.0241248817,-0.3194444444,0.0095544837,0,-0.0207564107,0.3709961822
0.6148969889,0.6169544741,-0.0998685351,-0.05,-0.0255070364,0.0125,0.0046830258,0.0008235584,0.1020591398,0.0952818799
0.6212361331,0.6177394035,-0.0388198575,-0.0666666667,0.0703642384,-0.0144230769,-0.0012266349,0.0004370043,0.0175136438,-0.141980188
0.6148969889,0.6193092622,0.0856963975,0.3,-0.0162619573,-0.0024509804,0.0013990871,-0.004766084,0.0043292883,-0.0180106093
0.6220285261,0.6177394035,0.155648945,-0.04,0.1548013245,-0.0416666667,-0.0051783712,-0.0088241267,0.0006538323,-0.2496126665
0.6117274168,0.6098901099,-0.2038567776,-0.05,-0.0037527594,-0.0130208333,-0.0045807496,7.50141185825651E-18,-0.0052103515,-0.0785039837
0.6156893819,0.6161695447,-0.085339243,-0.0666666667,-0.0281456954,-0.025,0.0028032218,0.0322939563,-0.0085260722,0.0475675224
0.6053882726,0.6043956044,0.2996803719,-0.1,0.064333018,0.1875,-0.011872828,-0.0069661527,-0.0176563388,-0.1420514647
0.6069730586,0.6020408163,-0.1369573445,-0.2,0.0104243316,0.0416666667,-0.0647504041,0.0018287677,0.3117788625,-0.1727259524
