"close_lastclose_ratio","volume_lastvolume_ratio","trsrange_ratio","ad_ratio","adxr5_ratio","apo5_ratio","rsi5_ratio","macd5_ratio","cci5_ratio","ppo5_ratio"
-0.3333333333,0.0421136024,0.0808080808,0.0096525634,-0.0556067883,-0.0024767802,-0.1575464086,0.0299576831,0.0004025756,-0.0019112673
-0.1525341131,0.012430936,-0.027972028,-0.0043591601,0.0695944091,-0.0103963613,-0.0737393134,0.0054353465,-0.0021236924,-0.0098529666
-0.1545679012,-0.0507076948,-0.0991735537,0.0219012616,0.0547300227,0.0064777328,-0.0770112733,0.0027145047,-0.0018541491,0.0071133212
-0.2741491491,0.0960147494,0.2181818182,0.0385106443,0.4181137832,0.0093727469,-0.1238829883,0.0024919806,0.0016201087,0.0101457713
0.1203383314,-0.104555359,-0.0826446281,0,0.4551354325,0.006119951,0.3725952735,-9.27432628014226E-05,-0.0023643955,0.0067284117
-0.2779046169,0.0457339127,0.0303030303,0.0207132894,0.4565210108,0.0016447368,-0.1244614154,0.0009072936,0.0043797753,0.0022710041
-0.081351527,0.0028039199,-0.025974026,0.0182200192,0.3428892782,0.0026581606,-0.0405959251,0.0003099886,-0.0016962852,0.0031906944
0.0819264494,0.0287031169,0.0303030303,0.0026352617,0.3281749227,-0.0050607287,0.2359648089,-0.0007245668,-0.0038708822,-0.0045425188
0,-0.1081538627,-0.0779220779,-0.0039655913,0.2427633166,-0.0123180291,0,-0.0009510219,0.0017228441,-0.0118943428
0.1220272904,0.0975769006,0.0909090909,-0.0123117453,0.0084885805,-0.0124269006,0.2698854879,-0.0017819062,-0.0183540557,-0.0120697768
-0.2415123457,0.0854268027,0.0303030303,0.0195568028,-0.0741821947,-0.0153110048,-0.1488471644,-3.16094112141111E-05,-0.028285968,-0.0150122738
-0.328867875,0.1941239242,0.0519480519,0.0257280392,0.1495752832,-0.0107962213,-0.1621517516,0.0017583147,0.0107756069,-0.0104059674
0.3807785888,-0.0357391251,0.0202020202,-0.0187729213,-0.0665749831,-0.0152801358,0.739370367,-0.0018656997,-0.008282078,-0.0150953058
0,-0.0729849072,-0.1090909091,0.0084624818,-0.3656646649,-0.004784689,0,-0.0018202155,-0.02032761,-0.0046791975
0,-0.0168362357,0,-0.0145342861,-0.3216519587,0.0026315789,0,-0.0017799455,-0.0067347543,0.0028046243
0.2457793483,0.0793210105,0.2727272727,-0.0025551808,-0.1246707223,-0.0250626566,0.1759489761,-0.0046706309,0.1019740357,-0.0250779382
0.5214661028,0.1775633342,0.0909090909,-0.0330401477,-0.1202661738,-0.1770334928,0.1341648669,-0.020055592,0.0005624501,-0.1760395295
-0.3070885455,-0.0807723361,-0.0727272727,0.0269337637,-0.2383547913,0.0263157895,-0.1198694051,0.0012436359,-0.0052508254,0.0260430888
-0.2365835223,-0.0158728729,0,0.0037843874,-0.4523539468,0.0094466937,-0.0906235828,-0.0041164743,-0.015118503,0.0093728863
0.5635288066,0.0553442232,0.1818181818,-0.0258025438,-0.2095035815,0.0274599542,0.1901174548,0.0139738589,-0.0313005723,0.0270451515
0.0767721364,-0.0706491627,-0.1111111111,-0.0111276864,0.1374314638,0.0060150376,0.0144973811,0.0033995371,0.012847839,0.005565198
0.4576023392,0.0671827368,0.2077922078,-0.0381688446,0.2614237072,-0.0094466937,0.0681410412,0.0051969352,0.0003780915,-0.010053315
-0.1100562588,0.0378982413,-0.0606060606,0.0382089468,-0.155262781,0.0065789474,-0.0416209836,0.0005622484,-0.0022657888,0.0059760379
0.0740740741,-0.0467655164,-0.0909090909,0.0075163166,0.1747002278,0.0160818713,0.0130695638,0.0001957592,-0.0030447255,0.0153359487
-0.1840094062,-0.0385749062,0.1090909091,0.00406691,-0.1652887053,-0.0061590146,-0.0830168733,-0.0014591913,-0.0125434799,-0.0065665331
-0.07479092,-0.0795636867,0,0,-0.1333016539,-0.0069752695,-0.0381278173,-0.001982038,0.0824401813,-0.0072526695
0.2634680135,0.0954073747,0,-0.017323017,0.0880255691,-0.0109649123,0.0994279249,0.000366606,-0.0133325305,-0.0111311564
0.0736037625,-0.0544309255,0,-0.0149678679,0.1332870987,-0.0138504155,0.0197424001,0.0003005517,0.0192421551,-0.0141259622
0.4754060054,0.5203156331,0.2272727273,-0.055395888,0.0355038699,-0.015037594,0.0829221346,0.0035832889,0.0149771828,-0.0155274276
0.3512906846,0.0930405236,0.0404040404,-0.1709775521,-0.0360723639,0.0385964912,0.0286155552,0.0029982097,-0.0030789394,0.0374669318
0,-0.1233279427,-0.1157024793,0.1411188351,0.1046643117,0.028340081,0,0.0006921779,-0.0015045656,0.0274044797
0,-0.0085084568,0,-0.0659549971,0.1756318179,0.0171052632,7.6231888431103E-17,-0.000169964,-0.0017963642,0.0165711683
-0.4091503268,0.0672878169,0.1136363636,-0.29443187,-0.1219781339,0.0034756703,-0.1867291335,-0.0024090931,-0.015928269,0.003213129
0.0706865402,-0.0546822032,-0.0839160839,0.030151659,-0.0244819006,-0.0069864928,0.0325477011,-0.0019310838,0.0124405878,-0.0071898743
-0.1053872054,-0.0428431105,0,0.0958198888,-0.0667307644,-0.0230934479,-0.0588753956,-0.0026850656,-0.0008722471,-0.0232249043
-0.1063540605,-0.0326565644,0,0.0465425444,-0.071132625,-0.0459330144,-0.0635966394,-0.0038261319,0.0028839609,-0.0459223352
0.1431184271,-0.0054878844,0.0519480519,-0.0156921022,-0.6091500682,-0.2781954887,0.1174660121,-0.0014622049,-0.0042595134,-0.2770470791
-0.0706865402,0.0853740343,-0.0404040404,0.054916239,-0.6080191146,0.0228070175,-0.0484286103,-0.0031858576,-0.00892836,0.0225808185
0.1778004999,-0.0436773746,0.025974026,-0.0211289586,-0.5405450373,-0.0012239902,0.1262088993,0.0034993816,-0.1294743461,-0.0012383363
-0.1751146917,0.0578218473,0.0454545455,-0.0072377522,-0.4152379601,-0.015037594,-0.1095160776,-0.0039815166,-0.0184170792,-0.0148641066
-0.1066802999,-0.0674606668,-0.0181818182,0.0347790022,-0.5326847618,-0.0263157895,-0.0698770282,-0.0099756626,0.0014285842,-0.0261548908
-0.1794518977,0.1947877104,0,-0.0238421173,0.1844008977,-0.0070175439,-0.1110458104,0.0874026371,0.0091178212,-0.0067035007
0.0729093874,-0.0511176837,-0.0808080808,-0.0127609163,-0.0484555325,0.016194332,0.1157935932,0.001780335,-0.006636632,0.016348198
0,-0.0718065825,0,-0.0088374995,0.1679143608,0.0371517028,8.88796216864513E-17,0.0002847349,-0.004174728,0.0373933413
0.1811342593,0.0260761765,0.2181818182,-0.0341630724,-0.4268452513,0,0.2292356814,-0.0042890412,-0.0237180477,0.000032448
0.1426780627,0.0780284717,-0.0165289256,0,1,-0.0127041742,0.0841662587,-0.011482764,0.0227779751,-0.0127536663
0.3171225937,0.0316528341,0.0181818182,-0.0748296641,0.5950550047,-0.0717703349,0.0947972234,0.0594324213,-0.0017376249,-0.0716440864
-0.4115713346,0.0090969152,0.0495867769,0.1972937647,-0.061996586,0.0789473684,-0.1841823046,-0.0034130379,-0.0083025168,0.0788730922
0.1422403999,-0.1031471693,-0.1168831169,-0.0521133017,-0.3532833728,0.0552631579,0.0714962981,0.0002527391,-0.0168337822,0.0552442807
0.1405162738,0.0156717846,0.1454545455,-0.0509850035,0.508385608,0.0128369705,0.0566391264,0.003370022,-0.0366019255,0.0126645327
-0.0347083611,0.0215988579,-0.0202020202,0.0409959112,0.6480632226,-0.0020639835,-0.0209213034,0.0001261759,0.0032309904,-0.0022163955
-0.4177510844,0.0947188851,0.1136363636,0.1563907345,-0.4315859869,-0.0397422127,-0.1878771586,-0.0084200778,-0.0389040883,-0.0397166143
0.0722279912,-0.0539006084,-0.1258741259,-0.0313082137,-0.3866975998,-0.0394736842,0.0657544501,-0.1891432644,-0.0023898043,-0.0394485731
0.1794518977,-0.0523770623,0.2272727273,0,0.2156140855,-0.2105263158,0.1339710776,-0.0047265661,-0.0105307067,-0.2099443184
0,-0.0532793423,-0.0606060606,-0.0143080724,0.2427546253,0.0877192982,0,-0.0062692823,-0.0314761148,0.08750891
-0.2474028907,0.2166685688,0.0606060606,0.0728814315,-0.6725256077,0.0350877193,-0.1396169975,0.0926622914,-0.18055712,0.0352683256
-0.0361139956,-0.0435188809,-0.0454545455,0.0341938193,-0.5703640043,-0.0210526316,-0.0236709856,0.0050396044,0.0009190959,-0.0208588398
0.0724537037,0.0291891872,0.0303030303,-0.0067329627,-0.1163453737,-0.0043859649,0.0990753364,-0.0004014115,-0.0020261825,-0.0043226971
-0.108005521,-0.0288060574,0.025974026,0.0105459004,0.1425276507,0.0167464115,-0.081381759,0.0017893602,0.0063611335,0.016965325
0.2907233252,0.0293322538,0.0909090909,-0.0375733,-0.6418783179,-0.0090744102,0.3233956656,-0.0053114957,-0.0234398482,-0.0089719142
-0.3545135349,0.0276650107,0,0.0428675917,-0.6844139074,-0.0175438596,-0.1705778505,0.0102733148,-0.0201820604,-0.0173534929
-0.1828484636,0.0363907951,-0.0606060606,0.0322392464,0.3193881521,0.0230263158,-0.0868359817,0.0062160804,0.0060215594,0.0232161161
-0.0371557455,-0.0553334252,-0.0909090909,0.0185469595,0.5424196208,0.0228832952,-0.0207469153,0.0019310591,-0.0040050859,0.0231442388
-0.2982017387,0.241783221,0.2727272727,0.0367826872,0.7006530626,0.0111642743,-0.1437592147,0.0035088184,0.00262185,0.0116548385
-0.2678156705,-0.0116449559,-0.0363636364,0.0407398467,0.5014630278,0.0394736842,-0.1177035155,0.0028055296,-0.0004525444,0.0403719322
0,-0.050988941,-0.0227272727,0.0043828439,0.8996671948,0.0127819549,1.10497348690507E-16,0.0006335266,-0.0023969206,0.01329308
0.0783283283,0.0001973718,-0.025974026,0.0099152879,0.3249394951,0.0036297641,0.26662764,-0.0005917483,-0.0057404613,0.0040251188
0,0.005313838,0.0303030303,0.0122038964,0.4923514323,0.0011318619,0,-0.0008660123,-0.0085311916,0.0015497468
0.3890131742,0.0528294292,0.1038961039,-0.0266242575,0.0106949429,-0.011634349,0.6672022328,-0.0034001743,-0.2155121374,-0.0114764542
-0.2634680135,-0.0677204828,-0.0330578512,0.0149306555,0.0359790731,-0.0256045519,-0.1303145305,-0.0008605951,-0.0073832862,-0.0253495276
-0.1925679833,0.0106559887,0,0.0141880904,0.0688491332,-0.0290858726,-0.0931908042,0.0011293903,-0.0261783861,-0.0288948791
0.0391641642,-0.0184629383,-0.0808080808,-0.0041788925,-0.0542974311,-0.040247678,0.0448250959,-0.0003585543,0.0007696862,-0.0401480328
-0.0390322983,0.000850504,0.1090909091,-0.0108284901,-0.2779971936,-0.1447368421,-0.026189597,-0.0003231137,0.000723001,-0.1450624553
-0.0391641642,-0.0715868922,-0.1136363636,-0.0049306417,-0.2388827512,-0.1353383459,-0.0305973563,-0.0002864607,-0.0013868557,-0.1354327635
-0.1964846202,0.1623001198,0.2424242424,0.0202088658,0.2701523575,0.0765550239,-0.1357719396,0.0014709172,0.0086836392,0.0767432978
0.0799489144,0.072659216,-0.025974026,0,0.2025393219,0.007797271,0.2015326492,-0.0005691638,-0.004648301,0.0078712168
0.1588026383,0.0579851943,0.0606060606,0.0063002871,-0.2722822463,0,0.2336324099,-0.0024256486,-0.0249745552,3.54207217700939E-05
-0.1174924925,-0.0863096747,0,0,0.0598953368,0.0016977929,-0.0861251205,-0.0007183775,-0.0131844461,0.001787758
0.2373909746,0.1064394616,-0.0227272727,-0.0257866468,-0.0684138273,-0.0279605263,0.2232856682,-0.0045412596,-0.0576916904,-0.0278591506
-0.3489409142,0.0031873069,0.0779220779,0.0362891513,0.2182788205,-0.0385964912,-0.1738422245,0.005681466,-0.016464716,-0.0385077869
0.0399744572,-0.1006761864,-0.0909090909,0.003412062,-0.4806157863,-0.0394736842,0.039206827,0.0005777176,0.0071504799,-0.0394141822
0.1593483518,0.0214454384,0,-0.0110958109,-0.3731958637,0,0.1381381753,-0.003096014,-0.0125074008,3.58066472371052E-05
0.0785938481,0.0754346523,0.0727272727,-0.0120179205,-0.5170821726,-0.3684210526,0.0476691937,-0.0054118102,0.0359186896,-0.3679670469
0.1170968949,-0.0368065421,0.025974026,-0.0124488786,0.181548445,-0.0263157895,0.0599170635,-0.0176867712,0.0112492599,-0.0263356978
-0.1545679012,-0.0888171524,-0.0454545455,0.0147761073,0.1389755792,0.1052631579,-0.1035757055,-0.0029238405,-0.0048032031,0.1048431744
-0.3133133133,0.2573723088,0.0909090909,0.0233400932,-0.2376616451,-0.0116959064,-0.1667224718,-0.0377628852,-0.0318479047,-0.0116293546
0.1610082305,-0.077511778,-0.101010101,-0.0158530947,-0.0215317687,-0.015037594,0.1786083198,0.000415951,-0.0045589106,-0.0149723634
-0.0794013191,0.0911462336,0.0454545455,0.0052927805,0.0964867296,-0.1157894737,-0.0478270442,0.0021338404,-0.0029932241,-0.1157449653
-0.2398467433,0.010380484,0.1454545455,0.0149102923,0.5101040265,0.149122807,-0.1296726203,0.0062652817,0.0133170236,0.1500168792
0.20409494,-0.0912054234,-0.0202020202,-0.0031804594,0.1706011381,0.0297482838,0.257018585,-0.0013625485,-0.008365872,0.0297484621
0,0.0585840922,-0.0454545455,0,0.1309358762,-0.0058479532,0,-0.001403037,-0.0143674758,-0.0058104378
-0.0401127771,-0.0767980353,0,-0.006810321,0.1518916282,0.0016447368,-0.0306166429,-0.0006332527,-0.0813068518,0.0017734938
0.0402520576,0.0019809594,-0.0606060606,0,0.14052014,-0.009569378,0.0489750596,-0.0017573959,-0.0227548719,-0.0094418986
0.28078944,0.1345427267,0.2727272727,-0.0147702047,-0.0868578525,-0.0545808967,0.2158787972,-0.0093436436,0.0158798417,-0.0545322305
-0.0783283283,0.0462680571,0,0.0051422683,0.1073540933,0.6315789474,-0.058267846,0.0317512748,-0.0043516874,0.6314563256
-0.039430587,-0.1041430767,-0.1090909091,0,0.2542820328,0.012145749,-0.0337889427,0.0006049454,-0.0064719851,0.0120228956
-0.2373909746,0.2042057634,0.1363636364,0.0234332024,-0.4761296124,0.0098684211,-0.1644156443,-0.0145369364,-0.0320075434,0.0099668309
0.0807846174,-0.0545201277,-0.0519480519,-0.0028628808,-0.4065259079,0.0027700831,0.1077467471,0.0040084763,0.0020761273,0.0027865761
0,-0.0224604234,-0.0363636364,0.0064593291,-0.2960488453,-0.05,0,0.0009702866,-0.0059029664,-0.0499574866
-0.0401127771,0.0076103836,0,-0.0064080792,0.1225728265,-0.5789473684,-0.0424545149,0.0020537798,0.0170712453,-0.5785838686
-0.0805041152,0.2492333899,0.3181818182,-0.0196440234,0.0794311718,0.0578947368,-0.0865206793,0.0037685173,0.0042288817,0.057954537
-0.2026677027,0.0182106602,0,0.0251623312,-0.10621968,0.0125313283,-0.1713907687,0.0067843916,-0.0045327044,0.0126771149
0.2062738895,-0.0677748714,-0.0495867769,-0.016199205,-0.2354610653,0.0060728745,0.5657413565,-0.0017334193,-0.0051400883,0.0061280636
-0.2432012432,-0.0762672295,-0.0227272727,0.0098816537,0.1925673135,0.0036297641,-0.1498815717,0.0032287459,0.0185205743,0.0039393789
-0.1656084656,0.1292564357,0.0779220779,0.013849715,0.9653772218,0.0101867572,-0.0985959603,0.0031485899,0.0013968379,0.0105728531
-0.1680085883,0.0523410019,0,0,0.5575757163,0.0099573257,-0.0975609291,0.0024834604,-0.0003856428,0.0104113063
0.1704793028,-0.045279826,-0.0727272727,0,0.2712548543,-0.0011961722,0.4033028224,-0.0008233896,-0.0073779691,-0.0009948141
-0.2100107354,0.0385859571,0.1515151515,0.0022223622,0.33243639,0.0146878825,-0.1142703393,0.0008567024,0.0118562849,0.0151056538
-0.0427770944,-0.0449206186,-0.0826446281,0,0.4463368124,0.0009569378,-0.0269245744,0.0002460477,-0.0010042447,0.0013211573
0.0858710562,-0.0431593232,0,0,0.246205338,-0.007518797,0.1705065087,-0.0010508753,-0.0092066311,-0.007251389
-0.1704793028,0.1062892794,0.0606060606,0.0166528461,0.1451573483,-0.0109649123,-0.1119439529,0.0003365477,0.0552249852,-0.0106823235
0.2595356551,0.1031977396,0,-0.0303592413,0.2325100295,-0.0041551247,0.3992001229,-0.0025208714,-0.0160534551,-0.0040277123
-0.0423087321,-0.1138678208,-0.0454545455,-0.010670169,0.1758579907,-0.0255639098,-0.0283624673,-0.0019531225,0.0059864483,-0.0254111803
0.0424637091,0.024150543,-0.0606060606,-0.0097790374,-0.1464452931,-0.0409356725,0.0381394163,-0.0025653992,0.0161634103,-0.0408714401
0.2538523925,0.0981841775,0.2272727273,-0.0176867004,-0.2056085435,-0.1578947368,0.1609147325,-0.008222263,0.001263347,-0.1575920978
0.1656084656,-0.0027597485,-0.0404040404,-0.0154754965,-0.0142286362,0.1315789474,0.0507084668,-0.2057120448,-0.0023582978,0.1306497392
-0.040818988,-0.0470406518,0,-0.0220146778,-0.1591007178,0.0206766917,-0.0305722553,0.0033343219,-0.0051826387,0.0204707433
0.0409632247,-0.014227393,0,-0.0048719099,-0.157352051,0.012145749,0.0152976002,0.0015264938,0.0022209031,0.0118297191
-0.081637976,-0.0558897675,-0.025974026,0.0083703484,-0.2772565008,0.0043859649,-0.0743078866,-0.0010629138,-0.0055606567,0.0041354193
0.5344102968,0.334773152,0.2121212121,-0.0647534636,0.1631274705,0.0070850202,0.1712497996,0.0080970367,0.0381290705,0.0065877611
0,-0.0499403072,-0.0839160839,-0.013164214,0.000778627,-0.0044603033,8.03437680045217E-17,0.0017514431,-0.003786024,-0.0049162347
-0.039296924,-0.0253497829,-0.025974026,-0.0295540308,0.0318072549,0.0019493177,-0.0296834659,-3.07687218443208E-05,-0.0047688656,0.001564013
0.2760141093,0.0950577599,0.0606060606,-0.1210973182,0.1208049476,0.0056390977,0.048349778,0.0016042374,0.0090302179,0.0050662283
0.0385135967,0.0184087445,0.0227272727,-1,0.3403401092,0.0101867572,0.0047317051,0.0004752959,-0.0016800809,0.009571222
0.3070885455,0.0234096269,0.0404040404,0.1432552172,0.3482159634,0,0.0275401269,0.0016784304,0.0060935636,-0.0005383829
0.1121863799,-0.080870132,-0.0495867769,0.0887001662,0.1802400678,0.0049786629,0.006485807,0.0008583806,-0.0037641588,0.0044098946
-0.1481481481,0.0227828366,0.0227272727,0.0256577902,0.1362292364,0.0025990903,-0.093316099,-0.0008355753,-0.0060323566,0.0021160265
-0.1125494426,-0.0368748765,-0.0606060606,-0.0135582709,0.1232113521,-0.0074303406,-0.0737095431,-0.0016408237,-0.0112172523,-0.0077537428
-0.2651900266,-0.0038830035,0.1212121212,-0.0265817946,-0.2835828884,-0.0165825523,-0.1473286895,-0.003405522,1,-0.0167694168
0.0775424254,0.0696794512,0.0545454545,0.0057786717,-0.1478817413,-0.0252631579,0.0629771365,-0.0027584562,-0.0049977773,-0.0252935334
0.0770271933,-0.0613085504,-0.0839160839,-0.0210442996,-0.2579972192,-0.0566801619,0.0553817331,-0.0014940301,-0.0105635505,-0.0566161843
0,-0.1001072107,-0.0779220779,0,-0.220520818,0.5526315789,0,-0.0015063251,0.0047539442,0.5503255465
0,0.1355205464,0.0454545455,-0.0095167762,-0.7769173829,0.0183066362,0,-0.0015161803,-0.229038963,0.0182429243
-0.0382593815,-0.0148129015,0,-0.0094507636,-0.5665914025,-0.0101867572,-0.0462057962,-0.0026348881,-0.0159435,-0.0101771732
-0.1919303409,0.2535542848,0.1454545455,0,-0.1387243028,-0.0105263158,-0.178608068,-0.0106149788,0.0646536412,-0.0103362893
0.8587105624,0.1674623579,0.303030303,0.2017446877,-0.2420232584,-0.0684210526,0.7281095155,-0.1240213575,-0.0215512137,-0.0683255663
-0.0726808313,-0.0961331539,-0.1060606061,-0.0088378715,-0.2074321513,0.1754385965,-0.0334540271,0.0035044252,-0.0034325522,0.1746758842
-0.1828484636,-0.0585368722,0.0363636364,-0.0164550733,-0.3741399688,0.024291498,-0.0854595105,-0.0009312824,-0.0059010075,0.0241177589
0.3715574549,0.1300428703,0,0.04185784,0.409822503,0.0235457064,0.1026317525,0.0028793909,0.0062419674,0.0229550481
-0.0360018403,-0.0646737671,-0.0757575758,0.0045473872,0.1549506758,0.0267942584,-0.0176462162,0.0003592029,0.0007723996,0.0262569416
-0.0361139956,-0.0793660221,-0.0519480519,0.0108613805,0.0950807035,-0.0095117311,-0.0210652351,-0.0006163388,-0.0068844155,-0.0097378104
0.1086805556,0.039888288,0.1454545455,-0.0022472542,0.106020299,-0.0061919505,0.03493417,4.00183732527594E-05,0.0312582479,-0.0064820173
-0.2153422773,0.0469282195,0.0404040404,-0.016278199,-0.1580013847,-0.0035087719,-0.1241595899,-0.0023321116,-0.0151741743,-0.0037235889
-0.255987849,0.0813047818,0.0165289256,-0.0206837876,-0.1678019026,-0.030075188,-0.1305665732,-0.0052077414,0.0251430827,-0.0301039795
0,-0.0945322853,-0.0757575758,-0.0035526645,-0.2433245433,-0.076754386,8.86147235730751E-17,-0.0077617383,-0.0045907911,-0.0765833709
0.03739546,0.0799631399,-0.025974026,0.0240977801,0.1962231573,0.04784689,0.045653885,-0.0341132317,-0.00305089,0.0480557696
-0.0745504347,-0.0742876849,-0.0606060606,0,-0.233491467,0.0501253133,-0.0598253783,0.0133546177,0.0002765543,0.0503384649
0.4501977706,0.1905895254,0.4545454545,0.0238549236,0.0079452342,0.001283697,0.4084780599,-0.0155710065,-0.0360587816,0.0011292716
0,-0.0495259,-0.1038961039,0.0236643734,0.0063436758,-0.0288220551,0,0.0098730299,-0.0051695756,-0.028787418
0.0722279912,0.0290356068,0,0,0.267988973,-0.0664819945,0.0257276553,0.0036788044,0.0006435612,-0.0664107021
-0.1435615182,-0.0596189782,0.0606060606,-0.0039993826,-0.1997537998,0.1789473684,-0.1031477209,-0.0014884636,-0.006768544,0.178852132
-0.1817020783,0.0497392389,-0.0227272727,-0.0069147209,-0.2449906998,0.0454545455,-0.1198929247,-0.0050918027,-0.0600640309,0.0456913191
-0.0369190847,-0.0392798399,0,0.0074587928,0.0726986508,-0.0154043646,-0.0281696606,-0.0091339035,-0.0031880494,-0.0153426585
0.037037037,-0.0553447439,-0.0519480519,-0.0023505102,0.0744006597,-0.0326678766,0.0518879094,0.0481550394,-0.0064763878,-0.0326624283
-0.1476763388,0.0128536651,0.1090909091,-0.0127591482,-0.2206636295,-0.1244019139,-0.1213125787,0.019648015,0.0057469903,-0.1242848726
0.1495818399,0.0183677713,-0.0681818182,0.0154346256,-0.4512053305,0.0456140351,0.2451502179,-0.002184158,-0.0017959345,0.0454778775
0.1476763388,0.0514452234,0.1090909091,0.0131639537,-0.249210485,0.0018796992,0.1163337775,-0.0087205062,-0.0348622575,0.001723166
-0.0364546937,0.0438053283,-0.0909090909,-0.0098155045,-0.3393677826,-0.0217785844,-0.0319265187,0.1744249081,-0.0008464734,-0.0217191137
-0.1097090782,-0.0561295247,0.3181818182,-0.004090652,-0.0527504693,-0.0216718266,-0.0953416514,-0.0091233421,-0.0098385976,-0.021582833
0.2584335928,0.1015024947,-0.0495867769,0.0168720889,-0.0889132391,-0.1263157895,0.213655005,-0.39413917,0.1103761649,-0.1262436279
0.2889119649,0.2298576755,0.0909090909,0,0.261527079,0.0751879699,0.0858007499,0.0162064193,0.0052778483,0.0747136299
-0.2114150625,-0.1081971901,-0.0606060606,-0.020180231,0.0550982536,0.0015479876,-0.1150140271,-0.0005612404,-0.0068844155,0.0013929991
-0.0717807591,-0.0423237756,0,0.0185112007,-0.1506479326,0,-0.0434723975,-0.0019523673,-0.0175416856,-0.0001322403
0.0722279912,-0.0534557464,-0.0227272727,0.0050400942,-0.4636939859,0.0135338346,0.0431676539,-0.0004667724,-0.005292162,0.0133346036
0.0358903795,0.0889000317,-0.025974026,0.01104738,0.1620996723,-0.009569378,0.0207820448,-3.14697698647781E-05,0.0019592012,-0.0097483597
-0.0357796068,-0.0524572496,0,0,-0.0367559104,-0.0307017544,-0.0331847654,-0.001296413,-0.0214903346,-0.0307342395
-0.2153422773,0.1490014015,0.0909090909,-0.004942212,-0.0029267335,-0.0385964912,-0.1624961972,-0.0067246446,-0.0609672494,-0.0385558129
-0.6216847763,0.2303955718,0.1818181818,-0.040063616,0.5620912732,-0.3289473684,-0.2581524931,-0.0883024853,0.0056856217,-0.3301067258
0,-0.0998916725,-0.1111111111,0.0044058559,0.4694210615,0.0802005013,0,0.0046566053,-0.003774478,0.0807091075
0.1159259259,-0.0469751801,-0.0519480519,0.0045161134,0.206065432,0.0238331678,0.3137649004,0.0002572179,-0.0051352501,0.024245481
-0.076518763,0.1709726977,0.1090909091,-0.0412500129,-0.0385630861,0.010936432,-0.0463872805,0.0001794386,-0.0048717966,0.0114933611
0.2695951766,-0.0985855639,-0.0227272727,0.0289859645,0.5480652861,0.0016977929,0.4302905484,-0.0023518713,-0.0411925718,0.0019571487
0,-0.0509162857,-0.025974026,0.0058511773,0.2381287987,-0.0158991228,0,-0.0022874669,0.0031184309,-0.0157306167
-0.0752765753,-0.0020579727,0,-0.0110964555,-0.099139474,-0.0227808327,-0.0556842023,-0.0011853949,-0.003174816,-0.0225953268
-0.0378842895,0.0187812585,0,0,-0.1662890952,-0.0318559557,-0.0323943866,-0.0006685089,-0.0168661673,-0.0316975686
-0.1900425015,0.0366535988,-0.0303030303,-0.0236923767,0.0162458104,-0.0736842105,-0.1413385705,0.0023454688,0.0265334836,-0.0737735983
0.2318518519,-0.0666289421,0.0363636364,0.0187915984,-0.3470223915,0.0614035088,0.3905685599,-0.0025864191,-0.0086064912,0.0617583843
0.075768579,0.0461457305,0.0303030303,0.0087638885,-0.5620411253,-0.032388664,0.0540458032,-0.0040065677,-0.0380567068,-0.032411325
0.1881914382,0.0763658476,0.1818181818,0.022987033,0.2314060886,0.0105263158,0.0985926683,-0.0115104636,0.0054306772,0.0102481716
-0.037037037,-0.0175228402,-0.0649350649,0.0208315246,0.3607294423,0.0438596491,-0.029013537,0.0137545929,-0.0034696965,0.043535501
