"close_lastclose_ratio","volume_lastvolume_ratio","trsrange_ratio","ad_ratio","adxr5_ratio","apo5_ratio","rsi5_ratio","macd5_ratio","cci5_ratio","ppo5_ratio"
0.2077525554,-0.0845214148,0,-0.003205395,-0.1961966772,-0.0318237454,0.1885872282,-0.0009600741,-0.0066525276,-0.0319112939
0.122456964,0.0692239276,-0.0303030303,-0.0040172994,-0.0958987237,-0.0619195046,0.0609539077,0.0010883881,-0.0261009144,-0.0618155867
0,-0.0430528957,-0.0363636364,0,-0.2115044844,0.2456140351,1.04086094802006E-16,7.46008275621697E-06,0.0053878034,0.2439238733
-0.1211769261,0.014992013,0.0454545455,0,-0.7600592852,0,-0.0980138721,-0.0024633081,-0.0107756069,0
0.163275952,0.0135785123,-0.0363636364,-0.0061822936,-0.502466496,-0.0557275542,0.1185394283,0.0012404156,0.0065025214,-0.0556751239
0.0402520576,-0.0816777575,-0.0454545455,-0.0012435949,-0.0528365776,0.5263157895,0.0202738033,0.000867849,0.0115452931,0.5258206147
0,0.1225116601,-0.0606060606,0,0.0293454525,0.023923445,1.00688831308694E-16,-8.9459442540501E-05,-0.0029141578,0.0239276981
-0.0802255543,0.0228641072,0.3636363636,-0.0041356171,-0.5212711133,0,-0.0886880431,-0.0020296546,-0.0151148197,0
0.2019615434,0.0020508374,0.0606060606,-0.0071861969,-0.342693801,0.0263157895,0.1509730283,0.0028163882,-0.0321714032,0.0260708686
0.3176052765,0.0831139024,0.0454545455,-0.0086929764,0.4970134613,0.0065789474,0.0822450903,0.0064006283,0.0138543517,0.0061424663
0.2318518519,0.0625785277,-0.0363636364,-0.0076940923,0.5494677225,0.0233918129,0.0268675056,0.003953534,-0.0028332415,0.0227954012
0.075768579,-0.0323274908,-0.0454545455,-0.0045261627,0.2752182044,0.0229419703,0.0067586339,0.0015207044,-0.002571838,0.0223792419
-0.0376382876,-0.0672628129,-0.0303030303,-0.0018283714,0.1355209765,0.0187969925,-0.0291800791,-5.4505184759492E-05,-0.0038229109,0.0182955018
-0.1888044396,-0.0125453337,0.1090909091,0.0012376533,0.0120791831,0.0013850416,-0.1312460831,-0.0017551865,-0.0159514677,0.0010564526
-0.0383860682,-0.0215367234,-0.0909090909,0,0.1649809121,-0.0074224022,-0.0306624479,-0.0020266345,0.0277603287,-0.0076123885
0.11554079,0.0510424082,0.0454545455,-0.0019291636,0.3240408383,-0.0149253731,0.0715807089,-0.000775294,-0.0091255606,-0.015099936
-0.2669346979,0.1238881429,0.1454545455,0.0053604719,-0.0548210487,-0.0328947368,-0.1709334536,-0.0040420404,0.0779394747,-0.0329163005
-0.0390322983,-0.068967425,-0.0404040404,0.007091144,-0.5701947624,-0.0906432749,-0.0286554549,-0.0055198112,-0.0039042054,-0.0904445585
0.0783283283,-0.0624265669,-0.0779220779,0.0021248022,-0.5313667968,0.0566801619,0.0984020792,-0.0043332479,-0.0053878034,0.0564097922
0.1167039523,0.0152374738,0.0454545455,-0.0040633515,-0.0857998088,0.0019493177,0.1058773021,0.0088051865,-0.0156322184,0.0019294276
0.2310815799,0.1042177118,0.1454545455,-0.0083699467,-0.0432104593,-0.0093984962,0.1153802746,0.0157635308,0.0788808097,-0.0094039512
0.0377608879,-0.0365542537,0,-0.0030982121,0.0038000949,-0.0503432494,0.0120383745,0.0033251897,-0.0034693556,-0.0502958849
-0.1505531506,-0.0682229745,-0.0606060606,0.0012285093,0.0030372109,-1,-0.114541564,-0.0015659219,-0.0074157769,-1
0.0762670565,0.0416029564,0.0303030303,-0.0052873604,-0.1568691835,0.0350877193,0.0498647143,-0.000124674,-0.007210503,0.0349387093
-0.3030743161,0.0706414502,0.0519480519,0.0075215615,-0.1183885329,-0.0052631579,-0.1866701002,-0.0064324081,-0.1751036116,-0.0052111801
-0.1945065871,0.0427548516,-0.0202020202,0.0060946324,0.5872103212,-0.0331384016,-0.1111963749,-0.0292460392,-0.0024754773,-0.0330360061
-0.3560864619,0.0859445483,0.0909090909,0.0140569007,0.7130823651,-0.1842105263,-0.1630519396,0.0170197972,-0.0003649022,-0.1846078051
0.040818988,-0.0300742836,-0.0606060606,-0.0064458686,0.2756365887,0.0568421053,0.0962113575,0.002182738,-0.0019493223,0.0571918025
-0.2440545809,-0.0177210726,-0.0227272727,0.0087800768,-0.0950124843,0.0354251012,-0.1203573998,0.0023739653,-0.0012626452,0.0359555168
0,-0.0428117751,-0.0779220779,0.0044878018,0.3061529805,0.0096793708,0,0.0004946653,-0.0011734729,0.0101356231
-0.2908535776,0.0707985281,0.2272727273,0.0092406138,0.5639384705,0.0035769034,-0.1493889402,0.0014151555,0.0067209613,0.0042494137
0.1278594771,-0.0497158025,-0.0606060606,0,0.4580277477,-0.0071770335,0.5429359633,-0.0004745146,-0.0044326128,-0.0066490328
-0.0843097643,-0.0676479508,0.0303030303,0.0038221369,0.23416101,-0.0038781163,-0.0507774087,-0.0003573495,-0.0029388019,-0.0033435481
0.2123185457,0.0665806285,0,-0.0014005902,0.0699926811,-0.0155502392,0.4319687085,-0.0018599939,-0.0202042629,-0.0151672495
0,0.0096585164,-0.0519480519,-0.004458772,0.1667047047,-0.0152801358,-8.03602368551551E-17,-0.0018151338,0.003848431,-0.0149988334
0.0833999467,0.0455571591,0.0727272727,-0.0040728099,-0.1616615633,-0.0346889952,0.0905442856,-0.0025127064,0.0065478568,-0.0345726238
0.0828042328,-0.0688386251,-0.0519480519,-0.0037774836,-0.3170381102,-0.0561403509,0.0699399582,-0.0035016853,0.0016596359,-0.0560900532
-0.1233254531,-0.0052534078,0,0.0037801769,-0.3895483058,0.9473684211,-0.1005315211,-0.001103272,-0.0058845513,0.9486372343
0.0415505111,-0.0155195831,-0.1090909091,0,-0.3048040729,0.0083102493,0.0477844964,-0.0022223992,-0.003848431,0.0082804983
0.4554232804,0.2526838912,1,-0.007817333,-0.0432231357,0.033492823,0.2570001691,-0.0171921878,0.0395105585,0.0330909673
0.3983708795,0.0871745092,-0.013986014,-0.0120541803,-0.0257333878,0.019005848,0.055250081,0.0223793464,-0.0021025574,0.018251179
0,-0.0984987595,-0.0909090909,-0.0071837586,-0.0207190623,0.0128893663,0,0.0028603865,-0.0038539843,0.0122785966
-0.0385135967,-0.0971576048,-0.0909090909,0.0018795711,-0.0166609405,0.0129421915,-0.0259802423,0.0003685149,-0.0030647222,0.0123136994
0.0772839506,0.0681654972,0.1212121212,-0.0045179847,0.616038897,0.0138504155,0.0139286047,0.0002139972,-0.0001842813,0.0132865668
-0.1151582046,0.0587637998,0.1090909091,-0.0025420277,0.0981994488,-0.0027412281,-0.0870572496,-0.0011965161,-0.0305308861,-0.0030977268
-0.2713984888,0.1663865861,0.0681818182,0.012293125,-0.1108755404,-0.01735107,-0.164625927,-0.0034233815,0.0040408526,-0.0174792511
0.1588026383,-0.1320787452,-0.0991735537,-0.0027806424,-0.0912108495,-0.0207075065,0.1211742695,-0.0015872923,-0.0058668389,-0.0208398489
0.0391641642,-0.0499832943,0,-0.0025225867,-0.0816612188,-0.0341394026,0.0226227114,-0.0009554466,-0.0059372176,-0.0342196677
0.0780645966,0.3071306577,0.0727272727,-0.0079412875,-0.364933752,-0.1012145749,0.0442364338,0.0003044034,-0.0303398293,-0.1008096752
-0.0775424254,0.0739895047,-0.0779220779,0.0163513379,-0.4657245853,0.0438596491,-0.0648337316,-0.0017208293,0.0101021314,0.0436245499
-0.5074198778,0.0332648101,0.5,0.0122176864,-0.1552305213,-0.0023923445,-0.2478665355,-0.0127706126,-0.0271128173,-0.0021025091
0.244913928,-0.0512595265,-0.0606060606,-0.011510053,-0.0905907068,0.0025062657,0.3187588368,0.0032598371,-0.005094988,0.0027088961
-0.0799489144,-0.0701320598,-0.0727272727,0.0026666394,-0.069591538,0.014354067,-0.0415871224,0.0032858468,-0.0058036356,0.0146133447
0.0402520576,0.0369340845,0,-0.0093497005,0.1497151565,0.0131578947,0.0382401223,-0.0001335051,0.0024128585,0.0134370399
0.0401127771,0.038390138,-0.0606060606,-0.0060239631,0.1822635218,0.007518797,0.0392831589,-0.0015173588,-0.033900182,0.0076968169
0.0799489144,-0.0363853019,0.0909090909,-0.0068184565,-0.0052125109,-0.0210526316,0.0736550155,-0.0037709559,0.0005832405,-0.0210328246
0,-0.0334531043,-0.0606060606,0,-0.2873487995,-0.0175438596,0,-0.0041929705,0.0001874544,-0.0174793008
0.2382039574,0.0316921457,0.1363636364,-0.0069100718,0.1157553354,-0.0625,0.1589173439,-0.0285639221,0.002821316,-0.0624378204
0.0389013174,0.0062061502,-0.0779220779,-0.0112762179,-0.1215096247,0.350877193,0.014068958,0.0078401455,-0.0037449978,0.3505470765
0.1550848507,0.0442266863,0.1363636364,-0.0064840887,0.0031200597,0.0457665904,0.0460993871,0.005229315,0.0024818986,0.0455218792
0,-0.0476742349,-0.0519480519,-0.0023915955,-0.0999947093,0.0036719706,0,0.0012520182,-0.0023864811,0.0033054857
0.3825938149,0.1846336105,0.2181818182,-0.0195103857,0.4192124136,0.0217391304,0.0580890445,0.0048385402,0.0068717201,0.0211427028
1,0.34385917,0.2975206612,-0.0661440852,0.463194898,0.0259109312,0.0309891097,0.0093845739,0.000870814,0.0245349906
0,-0.0921555165,-0.1191222571,-0.0634894028,0.5898420189,0.0168204015,0,0.0019237741,-0.0043583371,0.0156518993
-0.3409586057,-0.0542414344,0,0.107597012,0.3564560896,0.0057565789,-0.1257106806,-0.0008485531,-0.0052891733,0.0050008964
-0.0702581369,-0.0409381872,0,0.0094301654,0.1293627052,0.0051890289,-0.0294505905,-0.0012963332,-0.0098228565,0.0045231223
-0.1413730804,-0.0195244131,0,-0.0198021028,-0.0104114415,-0.0033738192,-0.0636207074,-0.0019729425,-0.3453156648,-0.0038661658
-0.1431184271,-0.0097513969,-0.0181818182,0.0146866446,-0.0436190825,-0.0223503965,-0.0679781721,-0.0027234886,-0.003157187,-0.0225373558
-0.2898148148,0.0240256351,0.0202020202,0.0357567315,-0.0638033924,-0.0432330827,-0.1246832427,-0.0050605344,0.0023990776,-0.0432303988
0.1857787274,-0.0169721494,-0.0363636364,-0.0046033647,-0.3419792107,-0.1403508772,0.1442073046,-0.0036534544,-0.0044911962,-0.1398386277
-0.0731393854,-0.0083505015,0.0227272727,0.0106380497,-0.5484756259,0.08,-0.0371191446,-0.0065095527,-0.0026464981,0.079433816
-0.0736037625,0.0187335823,0,-0.0243461832,-0.2962103966,0.0183792815,-0.0422149278,-0.0257680185,0.0177763425,0.0183619897
