"volume","high_close_ratio","close_lastclose_ratio","close_ma5_ratio","ad_ratio","b_upper5_ratio","b_lower5_ratio","macdhist5_ratio","cci5_ratio","cmo5_ratio"
0.2969966257,0.0096867963,-0.0432476539,-0.2209930584,-0.2539891735,-0.1138698144,-0.1849982438,-8.10202566620791E-05,7.64889678229816E-15,0.0001628293
0.1621981578,0.2674216462,-0.1233637143,-0.2294256155,0.1544848306,-0.1917479532,-0.1543149901,0.000007886,-3.47590937002266E-14,0.0004004106
0.1808565877,0.2284985217,-0.0221778097,-0.1773955408,0.1288733355,-0.0767291535,-0.1496599068,-0.0013484935,-1.6695360120701E-14,6.02228492260771E-05
0.2087388822,0.2019462723,-0.1037920669,-0.1620494441,0.1017544064,-0.3691123022,0.0424114006,-0.0008209344,8.2559481838409E-14,0.0002607166
0.1688786036,0,0.128046411,0.0046385374,-0.1500918291,-0.1239528237,0.0302013841,-0.0054586826,-4.27418336428624E-14,-0.0022735926
0.1464107954,0.0978064658,0.0887112388,0.1056122954,-0.0308136278,-0.0439024241,0.0248842573,0.0201998074,-1.94187752649672E-13,-0.0027079197
0.0730473233,0.0782949214,-0.0145397308,0.074423509,0.0044622155,0.045936968,-0.0032823666,0.0009061117,-1.59453152789019E-15,0.000942864
0.0625949226,0.0886421654,-0.0438667349,0.0170428772,0.0459986053,0.0132321658,0.0184114524,-0.0006496463,-4.28245338132676E-14,0.0024707216
0.0697482271,0.078728793,0.0073342938,-0.0092392553,0.0210949525,-0.0813393729,0.1930607353,-0.0004272672,-5.27372339983225E-14,-0.0004801206
0.0506249298,0.0887402164,-0.0146523978,-0.0292008979,0.0366668464,-0.010018666,0.0246428695,-0.0007400281,-5.11685574635398E-13,0.0007731956
0.0894716612,0.0696327323,-0.0442838896,-0.0525377501,0.0447646824,-0.0187977526,-0.0489627787,-0.0015292271,1.10404090639353E-13,0.001920071
0.0927844014,0.0689132552,0.0593647504,0.016991852,-0.0146811646,-0.0361040787,0.0155686924,0.0010665836,-8.62820687084179E-14,-0.0033104926
0.0539296785,0.0294510047,0.0220549113,0.0339696039,-0.0219751339,0.0232024198,-0.0062910516,0.0005069692,-8.25931808565987E-13,-0.0050012385
0.0433416184,0.0393643965,-0.0219818743,0.0108048669,-0.0043627406,0,0,-0.0008821655,-5.30769649976228E-14,-0.0286199335
0.039194651,0.0591259871,-0.0146523978,-0.0045848545,0.0251335873,0,0,-0.0013009487,2.75524040938055E-14,0.0033836057
0.0789428546,0.1404702187,-0.1105185155,-0.1067386026,0.070758498,0.0542972918,-0.0996450848,-0.0056032543,-5.41326353007202E-13,0.0092068187
0.0639255932,0.0496118606,0.0823673191,-0.0124171938,-0.0161449381,-0.0158189467,-0.01081714,-0.0084871968,-6.39363166218087E-14,-0.0034812199
0.045840792,0.0295117579,0.0296544849,0.0263917424,-0.0136557597,-0.0285081654,0.0076250619,0.0088567261,-1.40202956648656E-13,-0.0056777444
0.052308003,0.0794475836,-0.036941483,-0.0016288801,0.0465412336,-0.0286273942,-0.001742905,-0.001395587,-1.79979906649263E-14,-0.0207693752
0.054454774,0.0999000871,-0.0443778985,-0.031138085,0.0480446791,-0.0273580435,-0.0218636592,-0.0043470835,-3.13163694007935E-13,0.0054818017
0.0579213004,0,0.1491284372,0.0867243911,-0.0506605028,0.0799730222,0.0260332737,1,-2.94203662747411E-13,-0.0082677462
0.0796478547,0.0780530206,0.0146154585,0.078742697,0.0100593613,0.0686522463,-0.0044175235,0.0011315712,1.62814872075624E-14,0.0005806164
0.0572053852,0.0194321647,0.0363450288,0.0922792126,-0.0320341503,0.0754725852,-0.0077845355,0.0003061748,-3.11152794808675E-14,0.0012987989
0.0420029564,0.0682331205,-0.0361471079,0.0291394227,0.0148836342,0.0159490766,0.0572320053,-0.00179274,-3.8125026112833E-14,-0.0021625692
0.0547288215,0.1082776517,-0.0655117255,-0.0596041995,0.040334915,-0.0752776259,0.142985436,-0.0047942259,-1.94660748232848E-13,-0.0063717907
0.0920411984,0.0699988899,-0.1029483575,-0.1351612521,0.0449529383,0.0695475315,-0.1709411887,0.063590379,1.37671172152985E-13,0.0123552175
0.0618940157,0.0800729141,0,-0.1003417339,0.0419415046,-0.0141540227,-0.0916505146,0.0004249527,-4.3311253303549E-14,0
0.0854728276,0,0.0597654561,-0.007741825,-0.0738309947,-0.1009781079,0.0178545269,-0.0024208718,-4.18229545251E-14,-0.003378138
0.0530989596,0.0998919644,-0.0444049023,-0.0217983876,0.0464908433,-0.1159771777,0.0283658402,-0.0004557855,-6.3562231351196E-14,0.0085586548
0.0507038696,0,0.0372017355,0.0280520045,-0.0440216229,-0.0589442573,0.0307800873,-0.0038796417,-2.66342574276843E-13,-0.0033578718
0.0440134833,0.0999000871,-0.0443778985,-0.0202408162,0.0314712205,-0.0017352662,0.0065550367,0.0087297676,-9.0418661153547E-14,0.0152015415
0.0669549299,0.0098372526,0.0820748408,0.0467196044,-0.0477126665,0.0434714295,0.0095897472,-0.0160979463,1,-0.0068625304
0.2344942867,0.018699129,0.3462403595,0.3291637833,-0.1817151643,0.4957739166,-0.2937464783,0.025138836,3.41073787811927E-17,0.0157893346
0.1928640038,0.1197864962,0.1189962929,0.3404743142,0.0416310224,0.3336376796,-0.0317617823,0.0014927252,-2.64827027916955E-14,0.0004525021
0.1439521637,0.2239888211,-0.0825516905,0.1614029648,0.1097191526,0.1049779785,0.1480639675,-0.0014115555,-3.82442813815742E-14,-0.0016014193
0.0759577631,0.0839171682,0.0138836721,0.0780679864,7.73951350549074E-05,-0.0225818637,0.335297969,-0.0017932826,-4.10774594816949E-14,0.0001600188
0.0567709243,0.0371620639,0.0278537071,0.0218466223,-0.0192519378,-0.2155976452,0.5159638358,-0.0020355551,-4.81015080477535E-14,0.0003466853
0.0652476876,0.1499223739,-0.0691995727,-0.0523907324,0.0510577864,-0.0034724763,0.0081048392,-0.0061080106,-5.09221429333624E-13,-0.0023572009
0.0503354841,0.0845280447,-0.0140147619,-0.0409209015,0.0170208267,-0.0605991087,-0.0134412385,0.0087540904,6.87543885626794E-14,-0.001030971
0.0629138001,0.0567715084,-0.0490462973,-0.0732566947,-0.0110178627,0.0204532742,-0.0788217792,0.002538312,-3.05297404558487E-16,-0.0047393717
0.0439168065,0.0093495645,0.056522528,-0.0043729268,-0.0321323487,-0.0241360344,-0.0047016523,-0.001049786,-5.91168909487977E-14,-0.039597565
0.0470408709,0.1420809827,-0.063096385,-0.0413132883,0.0317771951,-0.078865896,-0.003114144,0.0008323495,-1.60681400550623E-14,-0.0060407205
0.0556090483,0.0761333715,-0.0282548782,-0.0502758708,0.0162933419,-0.0137688074,-0.0470722483,0.0002660727,1.49985235530433E-13,0.0055149107
0.077749013,0,0.1065008652,0.0561332482,-0.0680213359,0.0210787309,-0.0093551412,-0.0028417178,-1.59822261955034E-13,-0.0095234212
0.0627413022,0.1516812666,-0.0838552759,-0.0295668812,0.0555788703,0.0004333181,-0.009361496,0.0019938163,-7.32441899172302E-14,-0.0059306268
0.0798712249,0.1043362379,0,-0.0148072318,0.0155925481,-0.0354976344,-0.0061494016,-0.000214896,-3.84816033758062E-13,-1.73542014644106E-18
0.0637509512,0.0856204937,-0.0141791834,-0.0252176068,0.0355538193,-0.0010475112,-0.0122110464,-0.000225252,-3.74596389198439E-15,0.0027162072
0.1142429504,0,0.1560104047,0.1032115293,-0.0992633954,0.1126063126,-0.0189589185,-0.0079162223,-3.34840412990399E-13,-0.0154659324
0.1224248104,0.1023715419,-0.0138113025,0.0795620443,0.0406054373,0.0348129796,-0.0112463439,0.0012427121,-1.35107400782871E-14,-0.0007564711
0.0840464548,0.1030181673,-0.0416644662,0.0176475332,0.0344850872,0.011929649,0.0404894149,-0.0027911319,-5.85310255690547E-14,-0.0027831165
0.0929208404,0.0832961983,0.076891516,0.0643747053,0.0161546725,0.0426269496,0.0556720911,0.0049432683,1.51953232127632E-13,0.0093769426
0.1464431509,0,0.1173868277,0.1260887065,-0.1274546998,0.096135326,0.0807321214,0.006039502,2.8832721710635E-14,0.0027500044
0.1761391101,0.0628906949,0.0679257693,0.1541499128,0.0119177401,0.155950562,-0.0390194741,0.0012210763,-5.72061254892235E-15,0.000651918
0.1893522576,0.0536186428,0.0604023486,0.1585024426,0.0001455019,0.1405861045,0.0236464159,0.0001681204,-1.89521790982978E-14,0.0004155644
0.2174988539,0.0965157203,0.113218072,0.1860838911,-0.0358192745,0.1358536004,0.1278063382,0.0007859976,8.31316650949234E-15,0.0005110495
0.0990565045,0.1155008213,-0.0916108025,0.0322060194,0.055279247,-0.0353762916,0.2093530712,-0.002739532,-5.00086958036671E-14,-0.0022520603
0.1021008495,0.0801280221,-0.0066844257,-0.0041931916,0.0258161981,-0.0308878952,0.1234954667,-0.0050515588,-8.91238344313035E-14,-0.0003237982
0.1965987304,0.1470224458,0.1927331109,0.1409631847,-0.0182838165,0.1446360663,0.0107617675,-0.0357832269,1.68359485569203E-11,0.0034355818
0.1163914756,0.1213931594,-0.0129376941,0.0865440129,0,0.0643202013,0.0508705951,-0.0012812497,-3.60726473484169E-14,-0.0003921671
0.1224043445,0,0.1100172453,0.1625730584,-0.1082986998,0.1457444879,-0.0398280557,0.0027377981,5.27938719862425E-15,0.0008835988
0.2476425281,0.008169049,0.2672552778,0.3278185321,-0.2126398309,0.3651150599,-0.0544454143,0.0079323001,7.18075023731933E-14,0.0008856471
0.4842194595,0.1166406779,0.3548489659,0.5098204874,-0.241611017,0.5493650428,-0.037495311,0.0041585632,-7.96015564784241E-15,0.0003817932
0.2864685987,0.0540649686,0.0464235311,0.3922312214,-0.2216581739,0.3165976626,0.126788813,-0.0003396871,-3.57735219047532E-14,3.12802075349866E-05
0.1773111216,0.204409583,-0.1153126481,0.1278637656,0.1228583563,0.0096616762,0.4268839178,-0.0025631282,-2.47434186883074E-14,-0.0016065487
0.1103698356,0.1334799686,0.0116985695,0.0271115477,0.0603161326,-0.1455910389,0.5389917053,-0.0042057761,-2.00458384752531E-14,7.16982235183041E-05
0.1790635837,0.12480356,0.0410554272,0.0024604958,-0.0151980948,-0.1714255422,0.4057167026,-0.0488630688,6.33909644466296E-14,0.000276194
0.2148386823,0.3399515384,0.0640154643,0.059767076,0.2038348694,0.0364070856,-0.0099443564,0.0010737203,9.41495282400293E-14,0.0003949826
0.0892280201,0.12480356,-0.063403995,0.0061291008,0.07529939,-0.0445097909,0.0078579171,0.004071625,-8.98322963942641E-14,-0.0016441038
0.1298445608,0.1336335812,-0.0524092611,-0.0488805303,0.0317863259,0,0,0.0018796186,-6.66894397478056E-12,-0.0020033354
0.1614917934,0.0850279921,0.1173512756,0.0511552417,-0.0181902316,0.0406786089,0.0222446211,-0.0012842384,-1.2023802202944E-13,0.0042543101
0.1048612064,0.061711747,0.0230505553,0.0570899238,-0.0108239344,0.0464298962,0.0047610329,-0.0010490746,4.14991528082177E-14,0.0003586809
0.1051572791,0.2442711753,-0.149399612,-0.0744207117,0.0817445709,-0.0108742646,-0.0688009373,0.0032788817,-2.30044371710901E-13,-0.0045622861
0.1732278906,0.2008349743,-0.1293399118,-0.1693252052,0.0454135385,0.0603047231,-0.1875782241,0.0019189597,1.33869380637501E-13,0.0295356331
0.0974500321,0,0.1738674971,0.0024437141,-0.0898923349,0.0068276594,0.0111219335,-0.0018547205,-6.43674119725709E-14,-0.0056881308
0.0764109357,0.0702171879,0.0234156147,0.0405652882,0.0089221912,-0.0431390255,0.0069845075,-0.0020464691,-1.6576313650498E-13,0.001880658
0.0576957861,0.1496036303,-0.0582728116,0.0098500243,0.0486358935,-0.1141537658,0.0332614423,0.0001045913,9.98905759284907E-15,-0.004482891
0.0711831761,0.0869106912,-0.0293334719,-0.0160352615,0.0065855631,-0.0056278338,-0.0087725593,0.0003597011,-1.37556213329294E-13,0.0373152412
0.1747881686,0.4274190752,-0.2537183876,-0.2517457227,0.1559243102,0.11830427,-0.223256273,0.0063361348,6.53962751423738E-13,0.0205206774
0.1611998138,0.2153452559,-0.0491045631,-0.2269965917,0.0189866531,-0.0047513512,-0.2317043328,0.0004247618,-2.62985897215784E-14,0.0004014375
0.1315130155,0,0.1174203235,-0.0493426773,-0.1181350571,-0.1497217202,-0.0102574033,-0.0020711162,-3.41122678914586E-14,-0.0026396543
0.1125978853,0.0803173091,0.0850528409,0.0685890123,0.0259083058,-0.1165171833,0.0431516121,-0.0041241906,-1.45431883395638E-13,-0.0041824351
0.0813736138,0.0884833438,-0.0119522232,0.0816236116,0.0073694655,-0.1277826561,0.0657693034,-0.0240947849,3.62201449058265E-14,0.0529253225
0.1458200143,0.023262943,0.2522601771,0.2632810952,-0.1170875407,0.3103563855,-0.0905270422,0.019044132,7.92377949063702E-14,-0.0602266469
0.1998660558,0.1784506242,-0.0057676998,0.1641574823,0.1708585522,0.0972456777,0.1698268094,0.0002109477,-1.20118031112697E-15,-0.0001831117
0.0882462436,0.0465262457,-0.0057727158,0.0924254614,-0.0319841424,0.039348193,0.1551424733,-0.0009983938,-4.79595933765E-14,-0.0002324903
0.0760351436,0.0773007823,0.0231711469,0.0648145713,0.0076661745,0.022415216,0.1338579386,-0.0011494524,1.17653245792476E-14,0.0005085915
0.2237237881,0.3124989615,-0.2253277169,-0.1796345999,0.1741691767,-0.0249752852,0.0465636971,-0.0068010229,-2.63029506378537E-13,-0.0066998559
0.2623444205,0,0.1494956205,-0.0122670243,-0.2309590738,-0.0279129736,-0.0137423197,-0.0023224553,-1.62226984697957E-14,-0.0058504917
0.1209058539,0.2315649165,-0.1228274195,-0.1022329759,0.1111082027,-0.0267684574,-0.0897092337,0.0087678726,-5.30880388365314E-14,-0.0109354267
0.1926347862,0.1146868102,-0.1668368228,-0.2040907276,0.0695515077,-0.0021267535,-0.219584349,0.0048444327,2.51875665840379E-13,0.0065069795
0.0876034208,0.1475534477,-0.0060916839,-0.1321596105,0.0187977801,-0.1573095944,-0.0670097159,-0.0001468421,-3.85247950789796E-14,8.2133417713912E-05
0.1273471415,0.2331534322,-0.104034832,-0.187740628,0.0978857009,0.0145735916,-0.1788948674,0.0002574868,-1.47405667175633E-15,0.0013536242
0.1193828043,0.0502023542,-0.0310363433,-0.1297909022,-0.020795938,-0.2252320414,-0.0247818343,-0.0007202666,3.29055857255942E-14,0.0002793042
0.2080336872,0.363736163,-0.2248225858,-0.2534181691,0.1734494837,-0.0904766105,-0.241522197,0.0017158383,9.99415942005011E-15,0.0013530321
0.1243107879,0.1039355813,-0.0064416399,-0.1836246778,-0.0081628336,-0.0702545852,-0.1622395017,-0.000867728,-1.40085218152534E-14,2.15515440601702E-05
0.2351074828,0.1396855712,0.3622912219,0.1903577155,-0.1026518306,-0.0192704132,0.0098607582,-0.0065410029,-1.38125487539282E-13,-0.0048314075
0.1650269292,0.0731697241,0.0736249999,0.2341456247,-0.0570964248,0.1391556595,-0.0530265604,0.0065440783,8.29465868881105E-14,0.004198754
0.1187931927,0.1558656692,-0.0606601125,0.1402095133,0.0605369928,0.0704054698,0.0042149376,-0.0004543466,-3.13969880904022E-14,-0.0026350798
0.0971446036,0.1238750592,-0.0429109131,0.0285269997,0.0305572432,-0.0141870199,0.2227059102,-0.0014004423,-4.96974380423539E-14,-0.0050086821
0.1610064602,0.2393393668,-0.2279798453,-0.2291134404,0.0894783892,-0.070163728,0.1372485966,-0.0054951025,-4.84663830459223E-13,0.1052774466
0.0751662217,0.0594349579,0.0446600033,-0.1394211374,-0.0141551999,-0.0157008526,-0.1215896996,0.0019052863,-3.49848212143504E-14,-0.0012303389
0.1333089432,0.0164231923,0.2408949814,0.120075276,-0.0997442217,-0.050609668,0.0214151497,-0.0133009044,-1.2294937411401E-13,-0.0070874948
0.1196570468,0.0806812562,0.104034832,0.2068621599,-0.0172568893,0.1059641445,-0.0475158098,0.0041605145,2.34530977226902E-13,0.0032096662
0.0757942312,0.1055652994,-0.0422099407,0.1374008455,0.0197104971,0.0679541659,-0.0053715074,-0.0007359177,-2.98783649488423E-14,-0.0013801603
0.0872644672,0.0563151782,0.0606678345,0.1165932892,-0.0094796148,0.0373216087,0.2194107619,-0.0003130386,-7.8553814299991E-15,0.0019397173
0.3742337973,0.0228057262,0.3903952309,0.3669944158,-0.2913147121,0.371028835,0.0644992519,0.0054463144,1.30601221113993E-13,0.0047814026
0.2418610208,0.3489441445,-0.1304621098,0.1436989711,0.2208978153,0.0927054546,0.1349871181,-0.0013726012,-3.8518355206031E-14,-0.0019323594
0.1030549483,0.163043447,-0.0115353997,0.0774877749,0.0822031991,0.0485522174,0.110119342,-0.0020848761,-4.64622054621259E-14,-0.0003100645
0.0702817038,0.1091727443,-0.0290090722,-0.0085348226,0.0455719133,-0.0434553984,0.2233263526,-0.0036429519,-8.03148529478031E-14,-0.0009715796
0.0939199641,0.0544572785,0.0058635505,-0.0460180641,-0.0269410555,-0.1049036642,0.2541595458,-0.0117017822,-2.00392878586542E-12,0.0001763446
0.1322302951,0.0461636233,0.0872112813,0.0619487994,-0.0684079268,-0.1122405211,0.0714292592,-0.0026956641,-9.67424474489571E-14,0.0024625926
0.1198478666,0.208376914,-0.0229507765,0.0315586283,0.097111632,0.0175782061,-0.0006458161,0.0079897802,1.40015296863439E-12,-0.0009310457
0.0772141719,0.1005095039,-0.0058024658,0.0181549723,0.0351043419,0.0120697971,0.0088398976,0.0026303654,-5.72947612995889E-14,-0.0003446814
0.0971038668,0.1245037439,-0.0518487815,-0.0387766652,0.0375424987,-0.0045858295,0.0122294778,0.003171517,-1.8275260608052E-13,-0.0033575295
0.140340817,0.134825379,-0.1220737195,-0.1423245717,-0.0066149507,0.0791726884,-0.1578092165,0.0034008578,2.18432423207775E-13,-0.0253890974
0.0704711591,0.1268059599,0.005901451,-0.0954671504,0.0358074669,-0.0396050581,-0.0819794634,-0.0001548578,-5.11905718537394E-14,-0.0003632693
0.1868322283,0.0076541167,0.212939129,0.1173236529,-0.1491029348,0.0338023847,-0.0150312323,-0.0039604817,-1.44581879107103E-13,-0.0092013344
0.115011687,0,0.0287432306,0.1330094402,-0.0995689392,0.0623468638,-0.0244130706,-0.016921438,1.23171723517063E-13,0.0006590388
0.0915127894,0.1392135049,-0.074244279,0.0438486564,0.0806863086,0.0193720675,0.0081823277,-0.0036546576,-2.92695914606081E-14,-0.003051371
0.0728368173,0.0464854941,-0.0115652277,-0.0012336211,0.0211944778,-0.0167495152,0.1195403833,-0.0156569438,-7.08608769055243E-14,-0.0016263681
0.1028210528,0.092487683,0.040458904,0.0011765079,0.0297702069,-0.09103494,0.2224455665,-0.0025021627,2.44632433206366E-13,0.0083931887
0.1335293898,0.0916915477,0.0460609027,0.0434054866,0.0381879386,0.0234201361,-0.0070055001,-0.0128735273,1.50447754359459E-13,0.0028934068
0.3462799698,0.0744802873,0.182559157,0.1964321256,-0.147920836,0.236634361,-0.1389637183,0.0268252268,7.03013006126139E-15,0.003914436
0.5944370681,0.1462633072,0.4555132639,0.5240194237,-0.321020565,0.7055402182,-0.3226166652,0.0098005276,-3.44907981800713E-17,0.0014555117
0.7842302187,0.2506306744,0.5562069184,0.8411197885,-0.2480474695,0.9534011257,-0.2854457455,0.0038085375,-8.71312305186303E-15,0.0003667405
0.3232940831,0.0892829789,0.0527294926,0.6088317367,-0.1101386268,0.4546404599,0.2997259411,-0.0002941694,-3.16516689327544E-14,2.07441651015925E-05
0.5389054002,0.1394030661,0.3426339643,0.6393493663,-0.2596644242,0.4206517503,0.552848636,0.0001348405,1.27049027122309E-15,0.0001069926
0.4048444829,0.2740715382,-0.0316608883,0.3160288837,0.0095468489,-0.0123389246,0.9682947476,-0.00150299,-6.57720752721233E-15,-0.0003313916
0.3350683833,0.0619803929,-0.1091730057,0.0370039303,-0.1749010617,-0.2432901644,0.8334470273,-0.003242274,-7.14784658761799E-14,-0.0012746112
0.3032237039,0.1453104108,0.1525570997,0.1136460747,0.0070111623,0.0359409525,0.2164811325,-0.0041024244,3.05799321843729E-13,0.0005205291
0.2028441305,0.2933091474,-0.1988082752,-0.1266199428,0.2186123452,-0.0932915975,0.1952864251,-0.1470429311,-1.51432925964707E-13,-0.0025426464
0.3169026932,0.0238243413,0.3121107148,0.1701689815,-0.2909627177,0.1144391592,-0.0535199146,-0.001893351,-2.16518118557057E-13,0.0035552678
0.2633653744,0.3519306759,-0.2313071709,-0.0593803055,0.2882371608,-0.0166260958,-0.0399742329,0.005256805,-6.30816578956027E-14,-0.0029712036
0.5247445861,0.2693083175,-0.0922168348,-0.1402460587,-0.0355915284,0.0158038017,-0.0648877872,0.0016171143,-5.99257084283937E-13,-0.0032958785
0.2875753144,0.2524917855,0.1121998061,-0.0009507525,0.2131254096,-0.056783827,-0.0095921326,-0.0008031805,-1.10279806827689E-13,0.0163160773
0.1730627994,0.103519868,0.0735406328,0.0422089438,0.0052677962,0.026662854,0.0737250763,-0.0013505597,2.78244578503548E-14,0.0021864851
0.3844905054,0.0171923939,0.4182369234,0.4224211959,-0.3631167619,0.3683920683,-0.2376708425,-0.0061821617,3.27243284900887E-13,0.0054416228
1,0.5515630577,0.6030687707,0.8240225571,-0.0250350353,1,-0.4318234903,0.0221258259,-5.73539793480784E-15,0.0014786588
0.5791459539,0.0859761846,0.2587551706,0.7807669485,-0.3952767623,0.6761843905,0.1377363063,0.0013750405,-3.39231423432613E-14,0.0002829185
0.9732524886,0.3294309187,0.5962316036,1,-0.522298909,0.8740038337,0.2021899927,0.0017858821,1.08103653116888E-14,0.0003895559
0.8764530759,0.7592345518,0.0138758682,0.6007058822,1,0.2609692278,1,-0.0008994419,-1.30680808619163E-15,6.909877991506E-06
0.8926458572,1,-0.5839742174,-0.2170980242,0.9736432928,-0.2568472817,0.9274230905,-0.0046486135,-9.16646956154102E-14,-0.003490849
0.484477914,0.1548286712,0.106121133,-0.1745847821,-0.1397385604,-0.0769011199,0.3212456286,0.0282352758,3.60070765236277E-12,0.0017228825
0.2702179282,0.2543513217,0.011188439,-0.1809800322,0.1726267667,-0.0125950465,0.0750275208,0.0014952679,-1.01160896274337E-14,0.0001502767
0.4272423173,0,0.469046406,0.3044626896,-0.3938657814,-0.0262681003,0.0128330471,-0.0032186933,-1.35400170458847E-13,0.0049754233
0.5582744826,0.4127171206,-0.3442341079,0.0123191852,0.5040088578,-0.2782946455,0.0704040708,0.0085737705,5.8096615343892E-14,-0.0032298729
0.4412479807,0.5322323944,-0.3263600946,-0.3077152674,0.4013727214,0.041967215,-0.1252455983,0.004097333,-2.73142902424414E-13,-0.0089755237
0.3853997742,0.1880301139,0.1118359406,-0.1729966036,-0.0964597489,0.0010451676,-0.0751745954,-0.0003974959,4.53761147195936E-15,-0.0030288051
0.3653104885,0.3385491473,-0.2617065878,-0.3656533823,0.295985127,0.0473669795,-0.3107186636,0.000609558,-2.5125795840527E-15,0.0217395987
0.3234104461,0.0359494946,0.1973876561,-0.0304597898,-0.2190590536,-0.5587169161,0.2484180008,-0.0014812296,-2.10260178239202E-14,-0.0034653785
0.2485098907,0.3156531183,-0.0460209237,-0.0056960218,0.1423084095,-0.3097713626,0.1320075514,-0.0012032427,-1.24366570683009E-13,0.0043056827
0.2085778841,0.195893257,0.0232111983,0.0153838725,0.0900939271,0.0053116757,0.003967618,-0.0015956951,6.23090924925202E-14,-0.0014677607
0.5017491486,0.2928655051,0.1385422048,0.1518978521,0.1430634643,0.0458675388,-0.0237544891,-0.0037551868,1.90322323498261E-13,-0.0136783171
0.1882416437,0.1981596824,-0.0414799056,0.0513009246,0.098941777,-0.0326137809,0.2069753257,-0.0045519539,-4.77078539484525E-14,-0.0023395879
0.5024701315,0.4531663715,-0.3110472972,-0.2284676335,0.3258074772,0.1127610352,-0.2757488395,-0.8781275456,-2.86031375545207E-13,-0.0295394181
0.3585676707,0.1593191995,0.2506934923,0.0160937841,-0.0693788584,0.0125077317,0.0156874634,-0.0030420507,-6.68232971912664E-14,-0.0044306823
0.2246003115,0.1871912737,-0.080496806,-0.056522685,0.0480087678,-0.0083666404,-0.0278007854,-0.0006272179,1.91944640120968E-14,-0.0270420295
0.2461169446,0.0604864334,0.2057273862,0.1558247262,-0.1209605993,0.0071687272,-0.0031778645,-0.0126998348,-2.17632968892161E-13,-0.0129485402
0.5775741761,0.0327516443,0.5158409474,0.5777341748,-0.3918561505,0.6649046979,-0.3823408309,0.0165660268,1.51435097902189E-13,0.0089000059
0.4631370924,0.2166736104,0.1012998384,0.4716288384,-0.0664113261,0.3818606978,0.194140241,0.0007652436,-3.09320926492867E-14,0.0003890719
0.9356627507,0,0.5367888848,0.7697257748,-0.7739079074,0.7649184335,-0.0841636387,0.0021710952,7.31046052056862E-15,0.0012769013
0.7240161575,0.0365513901,0.3342800239,0.7640314161,-0.6180309049,0.5938682504,0.3997502324,0.000684341,-2.83325540611736E-15,0.0003648595
0.5261467897,0.1341438577,-0.0060415814,0.4382865431,-0.1783137086,0.1497353786,0.8346907265,-0.0010923219,-1.75480416237653E-14,-5.67707534467301E-05
0.3045339086,0.2175027851,-0.0637148626,0.1819581565,0.1986446665,0.0168527608,0.5867908353,-0.0022676606,-2.68234529835367E-14,-0.000698041
0.4547998868,0.2276460393,0.183774976,0.1782352561,-0.0764991691,-0.1867474139,0.8808919885,-0.0017576629,3.70078942502325E-14,0.0004353159
0.4977411541,0.5032166126,-0.21162446,-0.094282045,0.5460345833,-0.1376308987,0.2993807229,-0.0077056108,-4.69190300566885E-14,-0.002341796
0.3236876123,0,0.1477959636,0.0496267482,-0.323017099,0.0221881858,0.0026645644,0.0016377837,-3.00949824775078E-13,0.0014282127
0.1863734033,0.2648652646,-0.1656505671,-0.1008745467,0.1975948876,0.0052858276,-0.0812439231,0.0040292321,-4.11637046144884E-14,-0.0026536692
0.2019167348,0.1126467329,-0.0556039474,-0.1358028771,-0.0376108206,0.0219565067,-0.0945845807,0.0010370569,1.03488875613134E-13,-0.0021831614
0.2036773832,0.489995044,-0.2491947344,-0.28389119,0.2098857279,-0.0334942825,-0.3084850667,0.0016015571,1.78326339880514E-15,-0.0165500858
0.2826861185,0.1777666908,0,-0.2176619651,0.0789337187,-0.0103050284,-0.2009656734,-0.000267632,-8.52468316849884E-15,0
0.2240539706,0.3511284834,-0.1618133453,-0.2534192343,0.2192473256,-0.2131874845,-0.1687389607,7.9621019972771E-06,-7.33462156404317E-15,0.0030849308
0.2710055714,0.0084291171,0.3748301713,0.1493254889,-0.2453818212,-0.1031128975,0.0471490986,-0.0027368864,-9.91633422136592E-14,-0.0056658728
0.1516619446,0.0977997129,-0.0690749115,0.101955235,-0.01969354,-0.1106651287,0.0460192319,-0.0021613066,5.22721053856201E-13,-0.0030151725
0.1355615519,0.1950479415,-0.1269204014,-0.0337645003,0.1340054914,0.0004251054,0.0015934942,0.0014226583,-7.60952365755037E-14,-0.0182870106
0.1793041063,0.3401831055,-0.1261369883,-0.1402642559,0.1642526453,0.0094079797,-0.0898178146,0.0020703783,-6.65580998949648E-13,0.0046908177
0.3045748403,0.4675817683,-0.240694499,-0.3483282891,0.2208314853,0.1092068731,-0.2533156202,0.0027418673,1.06459315851237E-13,0.0031350322
0.2456733228,0.2811711809,0.0718241947,-0.1750997565,0.0905139286,-0.1885604273,-0.1055077358,-0.0011161956,-4.05292487852922E-14,-0.0011945963
0.1853245768,0,0.3012648294,0.1626301153,-0.164243456,-0.1357217562,0.068396107,-0.0050273479,-1.10274720833948E-13,-0.0054096497
0.147783957,0.1686671675,0.0194297308,0.180624655,0.0198519638,0.0119604651,-0.0051315044,0.0138577707,3.88644731764564E-13,0.0010735066
0.191347971,0.038073699,0.1420800132,0.2706924196,-0.1102475343,0.2143724506,-0.0594813612,0.0031982076,1.29204862452454E-14,0.0061377287
0.5150468883,0.2547259862,-0.0158496222,0.1444639788,-0.0797066726,0.042428742,0.2867735546,-0.0004448192,-3.16206851360444E-14,-0.0005091964
